# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/mpox-otoole-2023.fasta <DASH-DASH>v0-steps 200000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/mpox-otoole-2023.log <DASH-DASH>v0-log-every 10000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/mpox-otoole-2023.trees <DASH-DASH>v0-tree-every 100000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/mpox-otoole-2023.dphy <DASH-DASH>v0-delphy-snapshot-every 100000 <DASH-DASH>v0-mpox-hack
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	apobec3.clock.rate	non_apobec3.clock.rate	age(OP415257|9000312|UK|2022-08)	age(MK783032|3030|Nigeria_Rivers_State|2017-11)	age(NC_063383|MPXV-M5312_HM12_Rivers|Nigeria_Rivers_State|2018-08)	treeLikelihood_really_logG	branchRates	coalescent	
108720000	343	-225088	43819.1	-268907	6.52268	2016.09	52.0887	53.5337	0.478985	1	0.359355	0.158973	0.159095	0.322577	0.000118005	5.80343e-06	0	4.7172	3.97309	-268907	0.0	-106.188	
108730000	343	-225103	43818.1	-268922	6.44617	2016.14	54.337	36.9642	0.500983	1	0.359355	0.158973	0.159095	0.322577	0.000116276	5.7451e-06	0	4.71538	3.93111	-268922	0.0	-107.555	
108740000	343	-225086	43821.7	-268907	6.33627	2016.25	52.1715	37.1275	0.489177	1	0.359355	0.158973	0.159095	0.322577	0.0001221	5.58644e-06	0	4.69176	3.99982	-268907	0.0	-103.928	
108750000	343	-225079	43822	-268901	6.28795	2016.3	51.1533	27.4952	0.447072	1	0.359355	0.158973	0.159095	0.322577	0.00012906	5.69964e-06	0	4.72034	3.9705	-268901	0.0	-103.914	
108760000	343	-225036	43827	-268863	6.1326	2016.53	45.9167	28.4107	0.399428	1	0.359355	0.158973	0.159095	0.322577	0.000135502	6.4099e-06	0	4.81994	4.03407	-268863	0.0	-98.9394	
108770000	343	-225053	43826.9	-268880	6.34056	2016.27	48.069	31.3009	0.464378	1	0.359355	0.158973	0.159095	0.322577	0.000131402	5.54657e-06	0	4.73877	4.02477	-268880	0.0	-98.8934	
108780000	343	-225022	43832.8	-268855	6.351	2016.23	44.8121	22.5704	0.388978	1	0.359355	0.158973	0.159095	0.322577	0.000134962	6.17568e-06	0	4.70712	3.9361	-268855	0.0	-93.3393	
108790000	343	-225051	43827.7	-268879	6.452	2016.2	47.9643	66.4921	0.67126	1	0.359355	0.158973	0.159095	0.322577	0.000130023	6.7007e-06	0	4.76794	4.04525	-268879	0.0	-97.4033	
108800000	343	-225061	43829	-268890	6.67892	2015.94	48.7457	43.8471	0.586999	1	0.359355	0.158973	0.159095	0.322577	0.000116952	6.73612e-06	0	4.75722	3.9507	-268890	0.0	-96.53	
108810000	343	-225063	43826.8	-268890	6.7329	2015.9	48.7495	32.9467	0.436038	1	0.359355	0.158973	0.159095	0.322577	0.000112268	6.06766e-06	0	4.76492	3.97256	-268890	0.0	-98.9686	
108820000	343	-225038	43832.1	-268870	6.61184	2016.02	46.0686	21.7288	0.421441	1	0.359355	0.158973	0.159095	0.322577	0.000122224	6.04083e-06	0	4.72201	3.99822	-268870	0.0	-94.1155	
108830000	343	-225040	43832.2	-268872	6.69891	2015.92	46.3224	13.8638	0.290937	1	0.359355	0.158973	0.159095	0.322577	0.000127715	5.27062e-06	0	4.78002	4.04051	-268872	0.0	-94.4258	
108840000	343	-225035	43831.2	-268866	6.43014	2016.16	45.5581	8.82797	0.242771	1	0.359355	0.158973	0.159095	0.322577	0.000141181	6.31654e-06	0	4.67617	3.94575	-268866	0.0	-95.938	
108850000	343	-225009	43835.6	-268844	5.96485	2016.69	43.2812	20.7432	0.397846	1	0.359355	0.158973	0.159095	0.322577	0.000152985	6.26602e-06	0	4.81026	4.06274	-268844	0.0	-90.7014	
108860000	343	-225022	43833.2	-268855	6.25303	2016.39	44.6938	48.6778	0.621068	1	0.359355	0.158973	0.159095	0.322577	0.000125306	6.15878e-06	0	4.74369	3.98143	-268855	0.0	-92.1577	
108870000	343	-225044	43828.3	-268872	6.32526	2016.28	47.0031	83.8544	0.746809	1	0.359355	0.158973	0.159095	0.322577	0.000121776	6.76624e-06	0	4.69328	4.01335	-268872	0.0	-96.5218	
108880000	343	-225045	43827.9	-268873	6.53139	2016.08	47.159	74.6677	0.746107	1	0.359355	0.158973	0.159095	0.322577	0.000138248	6.02709e-06	0	4.76205	4.02788	-268873	0.0	-97.0047	
108890000	343	-225069	43824.4	-268894	6.54965	2016.05	49.5571	156.766	0.858039	1	0.359355	0.158973	0.159095	0.322577	0.000143483	4.92116e-06	0	4.68903	3.98578	-268894	0.0	-99.7581	
108900000	343	-225046	43829.2	-268875	6.57933	2016.04	47.1395	115.792	0.822755	1	0.359355	0.158973	0.159095	0.322577	0.000133598	4.6533e-06	0	4.76032	3.97154	-268875	0.0	-95.3542	
108910000	343	-225024	43832.6	-268857	6.37035	2016.22	44.9557	66.6152	0.707614	1	0.359355	0.158973	0.159095	0.322577	0.000128151	6.15382e-06	0	4.72574	3.94663	-268857	0.0	-92.4963	
108920000	343	-225025	43832.1	-268857	6.33982	2016.29	44.9191	41.8531	0.644324	1	0.359355	0.158973	0.159095	0.322577	0.000128541	7.46237e-06	0	4.76149	4.00259	-268857	0.0	-93.4398	
108930000	343	-225037	43827.3	-268865	6.29741	2016.37	45.9685	171.929	0.859371	1	0.359355	0.158973	0.159095	0.322577	0.000141613	5.77159e-06	0	4.77082	3.99793	-268865	0.0	-96.8973	
108940000	343	-225052	43827.1	-268879	6.32005	2016.34	47.9734	73.0273	0.713013	1	0.359355	0.158973	0.159095	0.322577	0.000131247	6.22564e-06	0	4.82183	4.03796	-268879	0.0	-97.9003	
108950000	343	-225022	43833.9	-268856	6.20421	2016.39	44.8279	16.2303	0.352398	1	0.359355	0.158973	0.159095	0.322577	0.000136433	5.61281e-06	0	4.76104	4.00315	-268856	0.0	-92.5725	
108960000	343	-224996	43837.5	-268834	5.89611	2016.7	42.1184	6.60513	0.168648	1	0.359355	0.158973	0.159095	0.322577	0.000141983	7.19341e-06	0	4.71438	3.95798	-268834	0.0	-89.9482	
108970000	343	-224978	43841.8	-268820	5.79906	2016.79	40.4389	15.1542	0.376667	1	0.359355	0.158973	0.159095	0.322577	0.000155225	7.84418e-06	0	4.69613	3.95692	-268820	0.0	-84.7314	
108980000	343	-224988	43839.2	-268827	5.76306	2016.87	41.05	17.5386	0.398265	1	0.359355	0.158973	0.159095	0.322577	0.00015229	8.99972e-06	0	4.75351	3.97396	-268827	0.0	-87.2031	
108990000	343	-224978	43842.2	-268820	5.98738	2016.67	40.3895	13.332	0.407634	1	0.359355	0.158973	0.159095	0.322577	0.000153919	6.44465e-06	0	4.75603	4.07667	-268820	0.0	-84.5104	
109000000	343	-225008	43836.3	-268844	6.09459	2016.55	43.429	12.8057	0.340833	1	0.359355	0.158973	0.159095	0.322577	0.000136592	7.04824e-06	0	4.76076	4.06181	-268844	0.0	-90.41	
109010000	343	-225008	43835.6	-268844	5.91359	2016.72	43.3965	16.6942	0.426306	1	0.359355	0.158973	0.159095	0.322577	0.000138816	6.48658e-06	0	4.78047	3.9993	-268844	0.0	-90.8705	
109020000	343	-225011	43834.8	-268846	6.248	2016.4	43.5376	11.6165	0.344332	1	0.359355	0.158973	0.159095	0.322577	0.000133069	5.81728e-06	0	4.75357	4.05923	-268846	0.0	-92.0784	
109030000	343	-224986	43840.4	-268827	6.23927	2016.38	41.2216	28.7735	0.545786	1	0.359355	0.158973	0.159095	0.322577	0.00014214	6.78528e-06	0	4.72435	4.02448	-268827	0.0	-85.5653	
109040000	343	-225001	43836.9	-268838	6.28825	2016.3	42.4782	60.3875	0.750978	1	0.359355	0.158973	0.159095	0.322577	0.00015706	6.39642e-06	0	4.68559	3.9579	-268838	0.0	-88.195	
109050000	343	-225018	43833.2	-268851	6.32976	2016.3	44.3541	55.4636	0.681856	1	0.359355	0.158973	0.159095	0.322577	0.000139505	6.54438e-06	0	4.7872	3.96442	-268851	0.0	-92.0329	
109060000	343	-225025	43831.2	-268856	6.13323	2016.5	44.9689	91.6788	0.775956	1	0.359355	0.158973	0.159095	0.322577	0.000137864	6.29532e-06	0	4.73756	3.99608	-268856	0.0	-93.5144	
109070000	343	-225026	43829.9	-268856	6.08974	2016.53	44.9378	126.878	0.908215	1	0.359355	0.158973	0.159095	0.322577	0.000131798	5.78822e-06	0	4.76605	3.98446	-268856	0.0	-94.5053	
109080000	343	-225029	43829.8	-268858	6.13144	2016.5	45.1777	89.3416	0.801921	1	0.359355	0.158973	0.159095	0.322577	0.000142727	6.88991e-06	0	4.73972	4.02279	-268858	0.0	-94.9918	
109090000	343	-225030	43832.3	-268863	6.19987	2016.4	45.7525	20.9131	0.405825	1	0.359355	0.158973	0.159095	0.322577	0.00012887	6.82233e-06	0	4.6936	3.98213	-268863	0.0	-93.9922	
109100000	343	-225031	43831.3	-268863	6.29034	2016.31	45.7762	12.1219	0.300386	1	0.359355	0.158973	0.159095	0.322577	0.000133752	6.81846e-06	0	4.72513	3.9976	-268863	0.0	-95.4527	
109110000	343	-225022	43833.5	-268855	6.35528	2016.23	44.8051	29.6441	0.504125	1	0.359355	0.158973	0.159095	0.322577	0.000131184	5.99587e-06	0	4.74219	3.93314	-268855	0.0	-92.3945	
109120000	343	-225022	43833.4	-268855	6.37069	2016.25	44.8554	22.1369	0.415086	1	0.359355	0.158973	0.159095	0.322577	0.000134274	6.29575e-06	0	4.71444	3.97983	-268855	0.0	-92.7754	
109130000	343	-225054	43827.4	-268881	6.36207	2016.25	47.9481	38.3345	0.47963	1	0.359355	0.158973	0.159095	0.322577	0.000114942	4.76516e-06	0	4.7158	3.99783	-268881	0.0	-98.277	
109140000	343	-225069	43825.4	-268895	6.5956	2016.05	50.2175	26.0633	0.441698	1	0.359355	0.158973	0.159095	0.322577	0.000126178	6.42794e-06	0	4.74377	4.0322	-268895	0.0	-100.672	
109150000	343	-225033	43832.6	-268865	6.25007	2016.37	45.9932	14.0024	0.335064	1	0.359355	0.158973	0.159095	0.322577	0.000143025	5.50454e-06	0	4.76587	4.04051	-268865	0.0	-94.0523	
109160000	343	-225037	43830.6	-268867	6.32103	2016.32	46.2321	15.3966	0.292229	1	0.359355	0.158973	0.159095	0.322577	0.000125934	4.92767e-06	0	4.77932	4.00537	-268867	0.0	-96.0143	
109170000	343	-225044	43826	-268870	6.1507	2016.47	46.736	26.3496	0.34784	1	0.359355	0.158973	0.159095	0.322577	0.000130219	5.73021e-06	0	4.73546	3.96711	-268870	0.0	-100.024	
109180000	343	-225057	43827.4	-268884	6.2518	2016.4	48.1417	15.4088	0.341939	1	0.359355	0.158973	0.159095	0.322577	0.00013109	8.77995e-06	0	4.76357	4.02617	-268884	0.0	-99.1262	
109190000	343	-225048	43828.8	-268877	6.24354	2016.36	47.7536	17.3927	0.341939	1	0.359355	0.158973	0.159095	0.322577	0.000130927	6.11768e-06	0	4.72727	3.99254	-268877	0.0	-97.6807	
109200000	343	-225048	43828.1	-268876	6.35167	2016.27	47.5825	14.0793	0.261416	1	0.359355	0.158973	0.159095	0.322577	0.000131462	6.72375e-06	0	4.76797	4.01827	-268876	0.0	-98.6053	
109210000	343	-225046	43828.8	-268875	6.24804	2016.39	47.3523	10.9935	0.220154	1	0.359355	0.158973	0.159095	0.322577	0.00013071	5.32362e-06	0	4.73079	4.05079	-268875	0.0	-98.1361	
109220000	343	-225059	43824.6	-268884	6.09574	2016.53	48.3748	7.92054	0.181802	1	0.359355	0.158973	0.159095	0.322577	0.000141084	6.7877e-06	0	4.75835	3.97339	-268884	0.0	-102.612	
109230000	343	-225043	43828.8	-268872	6.00036	2016.59	46.9298	9.55284	0.239421	1	0.359355	0.158973	0.159095	0.322577	0.000128057	4.94641e-06	0	4.67838	3.92423	-268872	0.0	-98.2111	
109240000	343	-225038	43829.9	-268868	6.22591	2016.38	46.5098	11.1617	0.203872	1	0.359355	0.158973	0.159095	0.322577	0.000122334	6.28959e-06	0	4.72003	3.99854	-268868	0.0	-97.0082	
109250000	343	-225055	43826.6	-268882	6.49711	2016.14	48.0213	12.5048	0.184158	1	0.359355	0.158973	0.159095	0.322577	0.000112246	5.19874e-06	0	4.73586	4.02184	-268882	0.0	-100.208	
109260000	343	-225044	43830.2	-268874	6.49776	2016.14	47.0074	5.5718	0.0735306	1	0.359355	0.158973	0.159095	0.322577	0.000132543	8.32766e-06	0	4.76517	4.02212	-268874	0.0	-97.4232	
109270000	343	-225055	43829.2	-268884	6.64014	2016.02	48.6049	17.0664	0.369541	1	0.359355	0.158973	0.159095	0.322577	0.000113346	5.79432e-06	0	4.80621	4.06334	-268884	0.0	-97.2808	
109280000	343	-225054	43828.3	-268882	6.5634	2016.07	48.3775	15.8118	0.392417	1	0.359355	0.158973	0.159095	0.322577	0.000134161	5.53281e-06	0	4.79412	4.03408	-268882	0.0	-98.2216	
109290000	343	-225057	43827.9	-268885	6.72079	2015.94	48.7526	38.1807	0.503995	1	0.359355	0.158973	0.159095	0.322577	0.000124493	7.08886e-06	0	4.81595	4.02979	-268885	0.0	-97.748	
109300000	343	-225056	43828.1	-268884	6.58727	2016.08	48.2306	43.1242	0.496398	1	0.359355	0.158973	0.159095	0.322577	0.000106481	5.42594e-06	0	4.75196	4.07335	-268884	0.0	-97.4856	
109310000	343	-225021	43833.7	-268854	6.23217	2016.42	44.491	15.1987	0.321442	1	0.359355	0.158973	0.159095	0.322577	0.000147185	5.28351e-06	0	4.76398	4.05525	-268854	0.0	-92.8474	
109320000	343	-225036	43832.4	-268868	6.47777	2016.15	46.2873	28.0696	0.482141	1	0.359355	0.158973	0.159095	0.322577	0.00014542	5.5744e-06	0	4.75375	4.03229	-268868	0.0	-93.5156	
109330000	343	-225061	43826.2	-268887	6.49687	2016.14	49.0932	25.4894	0.429441	1	0.359355	0.158973	0.159095	0.322577	0.000130164	6.28012e-06	0	4.76336	4.04068	-268887	0.0	-99.8932	
109340000	343	-225051	43828.8	-268880	6.62693	2016.01	48.0938	16.6583	0.312083	1	0.359355	0.158973	0.159095	0.322577	0.000119419	5.35175e-06	0	4.78154	4.02648	-268880	0.0	-97.6892	
109350000	343	-225041	43829.6	-268870	6.20501	2016.45	46.777	20.4031	0.436199	1	0.359355	0.158973	0.159095	0.322577	0.000130504	5.41755e-06	0	4.77764	4.02572	-268870	0.0	-96.677	
109360000	343	-225040	43829.5	-268869	5.93932	2016.67	46.5085	37.0766	0.514795	1	0.359355	0.158973	0.159095	0.322577	0.000122736	7.43816e-06	0	4.7387	4.01683	-268869	0.0	-96.2006	
109370000	343	-225009	43835.6	-268844	5.68772	2016.91	43.3504	58.6712	0.747025	1	0.359355	0.158973	0.159095	0.322577	0.000132137	6.89584e-06	0	4.73058	3.98283	-268844	0.0	-89.6253	
109380000	343	-225026	43831.2	-268857	5.75679	2016.88	45.0016	99.2499	0.789222	1	0.359355	0.158973	0.159095	0.322577	0.000140296	7.33919e-06	0	4.73461	4.02594	-268857	0.0	-93.5063	
109390000	343	-225031	43831.3	-268863	5.80496	2016.84	45.745	111.033	0.836249	1	0.359355	0.158973	0.159095	0.322577	0.000128469	7.14811e-06	0	4.80677	4.03097	-268863	0.0	-93.2959	
109400000	343	-225014	43832.5	-268846	5.56195	2017.05	43.3857	81.426	0.862992	1	0.359355	0.158973	0.159095	0.322577	0.000125656	7.97902e-06	0	4.73481	3.98802	-268846	0.0	-92.3988	
109410000	343	-225011	43834.4	-268845	5.78281	2016.82	43.4645	105.07	0.800975	1	0.359355	0.158973	0.159095	0.322577	0.00014638	7.21945e-06	0	4.75506	3.97705	-268845	0.0	-90.1931	
109420000	343	-225005	43833.8	-268839	5.73142	2016.86	42.6824	99.5568	0.808925	1	0.359355	0.158973	0.159095	0.322577	0.000144246	7.90834e-06	0	4.71699	3.96586	-268839	0.0	-90.8844	
109430000	343	-225012	43832	-268844	5.9062	2016.69	43.2348	120.743	0.878459	1	0.359355	0.158973	0.159095	0.322577	0.000138405	5.66327e-06	0	4.72536	3.99904	-268844	0.0	-92.4289	
109440000	343	-225027	43831.3	-268858	6.0342	2016.58	45.0885	36.1881	0.492408	1	0.359355	0.158973	0.159095	0.322577	0.000140676	7.14617e-06	0	4.75732	4.00327	-268858	0.0	-94.4226	
109450000	343	-225046	43829.4	-268875	6.34073	2016.31	47.2012	24.3288	0.429631	1	0.359355	0.158973	0.159095	0.322577	0.000143931	6.63663e-06	0	4.75086	4.06706	-268875	0.0	-96.7608	
109460000	343	-225044	43830.9	-268875	6.38314	2016.22	47.2217	21.6537	0.460217	1	0.359355	0.158973	0.159095	0.322577	0.000123933	7.96055e-06	0	4.72247	3.98859	-268875	0.0	-95.3062	
109470000	343	-225036	43832	-268868	6.24953	2016.39	46.4761	27.2381	0.520555	1	0.359355	0.158973	0.159095	0.322577	0.000135711	5.37004e-06	0	4.72681	4.03712	-268868	0.0	-94.0325	
109480000	343	-225048	43828.9	-268877	6.63306	2015.97	47.5256	100.295	0.793927	1	0.359355	0.158973	0.159095	0.322577	0.000116519	6.7664e-06	0	4.73406	3.93945	-268877	0.0	-95.7503	
109490000	343	-225044	43828.5	-268873	5.93142	2016.7	47.06	46.4894	0.610873	1	0.359355	0.158973	0.159095	0.322577	0.000118491	6.08916e-06	0	4.77066	4.04868	-268873	0.0	-96.9808	
109500000	343	-225032	43829.3	-268862	5.96965	2016.66	45.6198	40.708	0.511248	1	0.359355	0.158973	0.159095	0.322577	0.000125142	6.22027e-06	0	4.71953	4.02663	-268862	0.0	-96.3073	
109510000	343	-225021	43833.7	-268855	5.94187	2016.67	44.6147	38.0881	0.579142	1	0.359355	0.158973	0.159095	0.322577	0.000127289	7.516e-06	0	4.736	3.9532	-268855	0.0	-91.9811	
109520000	343	-225028	43832.7	-268861	5.93885	2016.67	45.453	34.2757	0.586009	1	0.359355	0.158973	0.159095	0.322577	0.000130984	5.35059e-06	0	4.72231	3.99801	-268861	0.0	-93.0908	
109530000	343	-225022	43832.1	-268854	6.0476	2016.54	44.6714	19.2816	0.366215	1	0.359355	0.158973	0.159095	0.322577	0.000130141	7.11709e-06	0	4.74652	3.95695	-268854	0.0	-94.1841	
109540000	343	-225001	43837.3	-268838	6.09651	2016.57	42.5921	11.246	0.31117	1	0.359355	0.158973	0.159095	0.322577	0.00014189	5.89402e-06	0	4.82266	4.07177	-268838	0.0	-89.6292	
109550000	343	-225005	43836	-268841	6.08671	2016.57	42.9029	31.6155	0.508576	1	0.359355	0.158973	0.159095	0.322577	0.00013284	6.74943e-06	0	4.79614	4.0531	-268841	0.0	-89.8606	
109560000	343	-225027	43832.3	-268859	6.01454	2016.62	45.1885	36.448	0.561165	1	0.359355	0.158973	0.159095	0.322577	0.000139088	5.33375e-06	0	4.7738	4.01562	-268859	0.0	-93.365	
109570000	343	-225038	43828.1	-268867	6.14668	2016.46	46.2376	40.1329	0.627958	1	0.359355	0.158973	0.159095	0.322577	0.000128552	7.38757e-06	0	4.76808	3.94996	-268867	0.0	-97.4282	
109580000	343	-225039	43829.1	-268868	6.1882	2016.41	46.26	24.6331	0.379073	1	0.359355	0.158973	0.159095	0.322577	0.000118652	7.42376e-06	0	4.6875	3.95617	-268868	0.0	-96.9364	
109590000	343	-225051	43828.6	-268880	6.53374	2016.12	47.8469	24.8005	0.478168	1	0.359355	0.158973	0.159095	0.322577	0.000127708	4.58982e-06	0	4.74653	4.06637	-268880	0.0	-97.4515	
109600000	343	-225051	43828.9	-268880	6.5189	2016.08	47.8197	32.4784	0.482741	1	0.359355	0.158973	0.159095	0.322577	0.000115586	4.93661e-06	0	4.68664	3.95242	-268880	0.0	-96.8513	
109610000	343	-225061	43825.8	-268886	6.69888	2015.9	49.125	69.9086	0.651335	1	0.359355	0.158973	0.159095	0.322577	0.000122513	5.89758e-06	0	4.72789	3.98451	-268886	0.0	-99.231	
109620000	343	-225046	43830.7	-268876	6.66029	2016	47.5741	35.6916	0.540057	1	0.359355	0.158973	0.159095	0.322577	0.000122199	5.25547e-06	0	4.74794	4.0625	-268876	0.0	-95.0723	
109630000	343	-225052	43827.1	-268879	6.41165	2016.2	48.0145	19.7269	0.414846	1	0.359355	0.158973	0.159095	0.322577	0.000130174	6.43327e-06	0	4.77244	3.96177	-268879	0.0	-99.2526	
109640000	343	-225043	43829.5	-268872	6.31389	2016.35	47.0251	21.9064	0.37219	1	0.359355	0.158973	0.159095	0.322577	0.000128682	7.24524e-06	0	4.80894	4.07194	-268872	0.0	-96.6849	
109650000	343	-225030	43832.5	-268862	6.78484	2015.8	45.7339	11.4344	0.241133	1	0.359355	0.158973	0.159095	0.322577	0.000134087	6.06036e-06	0	4.67165	3.94689	-268862	0.0	-94.3809	
109660000	343	-225000	43834.9	-268835	5.70878	2016.93	42.2604	12.1917	0.298561	1	0.359355	0.158973	0.159095	0.322577	0.000144162	6.83386e-06	0	4.79138	4.03042	-268835	0.0	-91.8886	
109670000	343	-224995	43836.8	-268832	5.72026	2016.88	41.7448	11.6176	0.311296	1	0.359355	0.158973	0.159095	0.322577	0.000155771	6.06721e-06	0	4.75688	3.96601	-268832	0.0	-90.0517	
109680000	343	-225008	43836.7	-268844	6.07876	2016.58	43.3892	13.6601	0.307663	1	0.359355	0.158973	0.159095	0.322577	0.000144206	6.0303e-06	0	4.78178	4.06611	-268844	0.0	-89.9947	
109690000	343	-225001	43838	-268839	6.02803	2016.63	42.5755	15.3358	0.324983	1	0.359355	0.158973	0.159095	0.322577	0.000130245	6.80185e-06	0	4.79386	4.00427	-268839	0.0	-88.5345	
109700000	344	-225042	43831.2	-268874	5.99363	2016.62	45.376	6.8852	0.15489	1	0.359355	0.158973	0.159095	0.322577	0.000131654	6.16003e-06	0	4.70493	4.02498	-268874	0.0	-96.2008	
109710000	343	-225027	43832.7	-268860	5.98844	2016.63	45.2192	12.3139	0.252372	1	0.359355	0.158973	0.159095	0.322577	0.000127642	5.1071e-06	0	4.73179	4.01626	-268860	0.0	-94.087	
109720000	343	-225045	43828.8	-268874	6.14643	2016.46	46.9277	31.3766	0.548657	1	0.359355	0.158973	0.159095	0.322577	0.000133632	4.48713e-06	0	4.73252	3.98761	-268874	0.0	-96.9896	
109730000	343	-225045	43829.4	-268874	6.31369	2016.33	47.3315	28.3057	0.457769	1	0.359355	0.158973	0.159095	0.322577	0.000120482	5.69095e-06	0	4.79446	3.97965	-268874	0.0	-96.5662	
109740000	343	-225061	43826.4	-268888	6.34085	2016.29	49.1477	43.1734	0.559579	1	0.359355	0.158973	0.159095	0.322577	0.000133338	5.61816e-06	0	4.79069	3.98277	-268888	0.0	-99.1077	
109750000	343	-225064	43826.3	-268890	6.48762	2016.17	49.5996	10.7669	0.221961	1	0.359355	0.158973	0.159095	0.322577	0.000128211	5.70011e-06	0	4.75452	4.04397	-268890	0.0	-100.606	
109760000	343	-225066	43825	-268891	6.55587	2016.1	49.6034	11.5163	0.200472	1	0.359355	0.158973	0.159095	0.322577	0.00012431	5.0386e-06	0	4.74128	4.05681	-268891	0.0	-101.856	
109770000	343	-225069	43824.3	-268893	6.47644	2016.18	49.4814	30.8923	0.402166	1	0.359355	0.158973	0.159095	0.322577	0.00013323	4.06531e-06	0	4.79519	4.00718	-268893	0.0	-101.594	
109780000	343	-225058	43826.6	-268884	6.57698	2016.07	48.6475	16.0232	0.262581	1	0.359355	0.158973	0.159095	0.322577	0.000116025	5.38382e-06	0	4.77103	4.05687	-268884	0.0	-99.892	
109790000	343	-225060	43826.2	-268886	6.57083	2016.06	48.4338	9.12868	0.130533	1	0.359355	0.158973	0.159095	0.322577	0.000146717	5.30544e-06	0	4.71756	4.00102	-268886	0.0	-100.95	
109800000	343	-225051	43829.5	-268881	6.78277	2015.87	48.0198	10.9832	0.267019	1	0.359355	0.158973	0.159095	0.322577	0.000142035	6.0641e-06	0	4.77641	4.03329	-268881	0.0	-97.4007	
109810000	343	-225026	43832.6	-268859	6.54275	2016.1	45.2416	20.1356	0.401112	1	0.359355	0.158973	0.159095	0.322577	0.000127801	6.16559e-06	0	4.73325	4.00363	-268859	0.0	-93.6929	
109820000	343	-225028	43832.5	-268860	6.13903	2016.51	45.313	16.9455	0.35242	1	0.359355	0.158973	0.159095	0.322577	0.000127178	5.33207e-06	0	4.76067	4.04999	-268860	0.0	-93.9421	
109830000	343	-225022	43834.2	-268857	5.98955	2016.6	44.7688	19.8312	0.382594	1	0.359355	0.158973	0.159095	0.322577	0.000150158	5.83162e-06	0	4.72026	3.97027	-268857	0.0	-92.0542	
109840000	343	-225024	43832.9	-268857	5.85954	2016.74	44.9181	34.9404	0.531013	1	0.359355	0.158973	0.159095	0.322577	0.000140083	5.20325e-06	0	4.71326	3.98583	-268857	0.0	-92.8104	
109850000	343	-225022	43833.8	-268856	6.12361	2016.53	44.8742	31.322	0.540371	1	0.359355	0.158973	0.159095	0.322577	0.000131578	5.9431e-06	0	4.75475	4.02425	-268856	0.0	-92.0408	
109860000	343	-225026	43833.3	-268859	6.02046	2016.57	45.3414	34.7451	0.551173	1	0.359355	0.158973	0.159095	0.322577	0.000136556	7.01668e-06	0	4.71477	3.95534	-268859	0.0	-92.4203	
109870000	343	-225041	43828	-268869	5.98936	2016.63	46.5404	31.6274	0.484545	1	0.359355	0.158973	0.159095	0.322577	0.000121286	5.66076e-06	0	4.73748	3.99192	-268869	0.0	-97.8269	
109880000	343	-225024	43832.3	-268857	6.20536	2016.42	44.9267	22.4388	0.456458	1	0.359355	0.158973	0.159095	0.322577	0.000144878	6.05079e-06	0	4.75733	4.02943	-268857	0.0	-93.8506	
109890000	343	-225038	43831.1	-268869	6.14966	2016.49	46.6089	14.2326	0.309718	1	0.359355	0.158973	0.159095	0.322577	0.00013123	6.72792e-06	0	4.78835	3.99374	-268869	0.0	-95.5797	
109900000	343	-225035	43831.6	-268867	6.16623	2016.44	46.2747	16.913	0.37251	1	0.359355	0.158973	0.159095	0.322577	0.000122917	6.14673e-06	0	4.73268	3.99909	-268867	0.0	-94.8292	
109910000	343	-225008	43835.7	-268844	6.18498	2016.4	43.2396	36.3256	0.608379	1	0.359355	0.158973	0.159095	0.322577	0.00013584	5.51667e-06	0	4.72182	3.93301	-268844	0.0	-89.9906	
109920000	343	-225010	43835.8	-268845	6.38014	2016.22	43.3961	23.3358	0.47349	1	0.359355	0.158973	0.159095	0.322577	0.000141011	8.31427e-06	0	4.69589	3.93468	-268845	0.0	-90.3615	
109930000	343	-225006	43835.4	-268842	6.04208	2016.57	43.0039	13.6678	0.344963	1	0.359355	0.158973	0.159095	0.322577	0.000150857	6.34619e-06	0	4.77918	3.97973	-268842	0.0	-91.2326	
109940000	343	-225033	43833.3	-268867	6.63702	2015.96	46.0753	17.1685	0.350847	1	0.359355	0.158973	0.159095	0.322577	0.000148112	5.86534e-06	0	4.73543	4.00222	-268867	0.0	-93.1307	
109950000	343	-225062	43827.4	-268890	7.08137	2015.51	49.5466	38.3022	0.559011	1	0.359355	0.158973	0.159095	0.322577	0.00011728	5.61486e-06	0	4.75015	3.93461	-268890	0.0	-98.2053	
109960000	343	-225063	43825	-268888	6.3475	2016.31	49.2295	101.684	0.706143	1	0.359355	0.158973	0.159095	0.322577	0.000130405	5.18416e-06	0	4.79217	4.03442	-268888	0.0	-99.65	
109970000	343	-225085	43818.4	-268903	6.30366	2016.35	51.4825	135.812	0.717916	1	0.359355	0.158973	0.159095	0.322577	0.000116862	4.91603e-06	0	4.82023	4.0455	-268903	0.0	-105.958	
