item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    402.3502 0.604768 4.466179 402      395      411      12837052 54.53744 402.3255
posterior_for_Delphy       -9660.28 8.674986 297.6596 -9690.25 -10214.3 -9088.14 594644.9 1177.341 NaN     
prior_for_Delphy           -2451.77 8.6976   277.5901 -2482.6  -2953.28 -1915.25 687307.0 1018.613 NaN     
likelihood_really_logG     -7208.51 3.414476 58.47578 -7206.71 -7321.28 -7091.96 2387019. 293.2946 NaN     
rootHeight                 6.109478 0.043758 0.685518 6.01819  4.96344  7.47423  2852533. 245.4309 6.072632
age(root)                  1997.872 0.04375  0.685311 1997.96  1996.49  1999     2853241. 245.3700 1997.872
treeLength                 65.24096 0.705526 7.077637 64.8608  51.9007  79.0071  6956802. 100.6353 64.86054
skygrid.isloglinear        0        0        0        0        0        0        NaN      NaN      NaN     
skygrid.precision          5.09935  NaN      NaN      5.09935  5.09935  5.09935  100000   7001     5.09935 
skygrid.logPopSize1        1.549271 0.012427 0.486753 1.52628  0.577922 2.48688  456323.4 1534.218 NaN     
skygrid.logPopSize2        1.414614 0.013838 0.419003 1.40721  0.609071 2.22249  763606.8 916.8330 NaN     
skygrid.logPopSize3        0.989215 0.014925 0.440502 0.980703 0.130359 1.85082  803713.0 871.0820 NaN     
skygrid.logPopSize4        0.61555  0.014217 0.466439 0.61168  -0.26511 1.56744  650408.0 1076.401 NaN     
skygrid.logPopSize5        0.363934 0.011376 0.465421 0.355123 -0.51367 1.28383  418267.4 1673.809 NaN     
skygrid.logPopSize6        0.322559 0.007842 0.46227  0.314229 -0.59223 1.21304  201450.4 3475.295 NaN     
skygrid.logPopSize7        0.519666 0.006601 0.446958 0.508916 -0.39072 1.36074  152686.4 4585.213 NaN     
skygrid.logPopSize8        0.896224 0.010549 0.432608 0.884452 0.04137  1.72884  416267.2 1681.852 NaN     
skygrid.logPopSize9        1.210689 0.011824 0.437097 1.19864  0.364847 2.09189  512303.8 1366.571 NaN     
skygrid.logPopSize10       1.308057 0.012933 0.470511 1.31062  0.397378 2.21802  528948.2 1323.569 NaN     
