item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -67035.3 2.513547 91.81507 -67035.3 -67219.5 -66861.5 556845.8 1334.301 NaN     
prior                -4104.61 2.584364 88.29141 -4105.68 -4273.49 -3936.68 636588.9 1167.158 NaN     
likelihood           -62930.7 0.843274 38.95950 -62929.6 -63007.0 -62856.2 348096.4 2134.465 NaN     
rootHeight           1.611538 0.000707 0.035544 1.608063 1.54726  1.682043 294293.0 2524.694 1.61115 
age(root)            2023.980 0.000707 0.035544 2023.983 2023.909 2024.044 294339.5 2524.295 2023.980
treeLength           102.5745 0.045615 1.454274 102.5650 99.81450 105.3678 730996.3 1016.420 102.5642
skygrid.precision    6.24524  NaN      NaN      6.24524  6.24524  6.24524  200000   3715     6.24524 
skygrid.logPopSize1  -0.98612 0.002389 0.125989 -0.98608 -1.23880 -0.74842 267059.4 2782.151 NaN     
skygrid.logPopSize2  -0.97288 0.002793 0.135604 -0.97330 -1.22894 -0.69368 315182.6 2357.363 NaN     
skygrid.logPopSize3  -0.49681 0.002253 0.124574 -0.49830 -0.72957 -0.24168 243044.1 3057.057 NaN     
skygrid.logPopSize4  -0.14474 0.001844 0.101383 -0.14597 -0.33858 0.058274 245891.4 3021.658 NaN     
skygrid.logPopSize5  -0.53967 0.002182 0.120731 -0.54393 -0.76193 -0.29523 242621.8 3062.379 NaN     
skygrid.logPopSize6  -0.04779 0.002596 0.141951 -0.04945 -0.32113 0.231838 248543.0 2989.422 NaN     
skygrid.logPopSize7  0.604571 0.002175 0.132541 0.600725 0.357447 0.881311 200000   3715     0.589229
skygrid.logPopSize8  0.867327 0.002177 0.11929  0.865359 0.630327 1.089665 247383.3 3003.435 0.859005
skygrid.logPopSize9  0.965843 0.00146  0.067627 0.966191 0.828961 1.093066 346505.3 2144.266 0.963463
skygrid.logPopSize10 0.694648 0.00162  0.076843 0.693531 0.539533 0.839634 330387.3 2248.875 0.690362
skygrid.logPopSize11 0.053356 0.00209  0.105065 0.051687 -0.15173 0.254062 293892.3 2528.136 NaN     
skygrid.logPopSize12 -0.87194 0.002752 0.124788 -0.87408 -1.11779 -0.63788 361407.9 2055.848 NaN     
skygrid.logPopSize13 0.154124 0.00246  0.133797 0.151754 -0.09396 0.421638 251141.4 2958.492 NaN     
skygrid.logPopSize14 0.571872 0.002193 0.107759 0.571389 0.358714 0.776694 307691.3 2414.757 0.561267
skygrid.logPopSize15 0.455178 0.002327 0.102713 0.452761 0.251153 0.644928 381376.9 1948.203 0.442806
skygrid.logPopSize16 0.272993 0.001962 0.105676 0.272584 0.05933  0.473576 256224.9 2899.796 NaN     
skygrid.logPopSize17 0.178559 0.002941 0.116623 0.178319 -0.04685 0.408256 472425.7 1572.733 NaN     
skygrid.logPopSize18 -0.44745 0.007148 0.258348 -0.44151 -0.95709 0.057393 568707.8 1306.470 NaN     
skygrid.logPopSize19 -1.33542 0.006115 0.367173 -1.33530 -2.03770 -0.61365 206092.3 3605.180 NaN     
skygrid.logPopSize20 -1.49924 0.008997 0.528203 -1.51555 -2.53280 -0.45439 215587.8 3446.390 NaN     
skygrid.logPopSize21 -1.51466 0.011385 0.671836 -1.52897 -2.7625  -0.11960 213368.1 3482.243 NaN     
skygrid.logPopSize22 -1.50592 0.012816 0.781141 -1.50702 -3.07033 0.022521 200000   3715     NaN     
skygrid.logPopSize23 -1.50462 0.014454 0.881005 -1.50341 -3.29737 0.164784 200000   3715     NaN     
skygrid.cutOff       1.833    3.37E-7  5.2E-7   1.833    1.833    1.833    31019887 2.395238 1.833   
kappa                16.81546 0.013531 0.82475  16.77752 15.25875 18.48031 200000   3715     16.79533
frequencies1         0.32539  5.81E-5  0.003487 0.325317 0.318613 0.332107 206383.9 3600.085 0.325372
frequencies2         0.205161 4.99E-5  0.003021 0.205119 0.199335 0.210969 202884.8 3662.174 0.205138
frequencies3         0.246789 5.28E-5  0.003217 0.246771 0.240478 0.2532   200000   3715     0.246768
frequencies4         0.22266  5.25E-5  0.003199 0.222656 0.216041 0.228533 200000   3715     0.222637
clock.rate           0.003228 1.7E-6   6.83E-5  0.003227 0.00309  0.003357 459315.9 1617.622 0.003227
meanRate             0.003228 1.7E-6   6.83E-5  0.003227 0.00309  0.003357 459315.9 1617.622 0.003227
treeLikelihood       -62930.7 0.843274 38.95950 -62929.6 -63007.0 -62856.2 348096.4 2134.465 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -4092.62 2.584243 88.29158 -4093.72 -4261.52 -3924.70 636527.1 1167.271 NaN     
