item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize24       0.544887 0.010268 0.439867 0.540761 -0.29262 1.42072  381457.8 1835.327 NaN     
skygrid.logPopSize25       0.482807 0.008294 0.469119 0.476376 -0.39608 1.44116  218815.5 3199.498 NaN     
skygrid.logPopSize26       0.46557  0.008287 0.491536 0.45595  -0.42775 1.48346  198975.8 3518.516 NaN     
skygrid.logPopSize27       0.458938 0.009497 0.527339 0.441349 -0.57578 1.49564  227066.6 3083.235 NaN     
skygrid.logPopSize28       0.465596 0.009691 0.560184 0.457912 -0.63445 1.57075  209531.4 3341.264 NaN     
skygrid.logPopSize29       0.433969 0.016549 0.590992 0.426508 -0.74327 1.53788  548983.0 1275.267 NaN     
skygrid.logPopSize30       0.453336 0.013459 0.622916 0.439215 -0.77914 1.63977  326853.6 2141.937 NaN     
skygrid.logPopSize31       0.539723 0.013881 0.651512 0.5337   -0.78364 1.79138  317812.5 2202.870 NaN     
skygrid.logPopSize32       0.673324 0.014236 0.68908  0.656439 -0.69225 1.96504  298794.5 2343.081 NaN     
skygrid.logPopSize33       0.826521 0.014593 0.709574 0.809274 -0.53129 2.23755  296119.1 2364.251 NaN     
skygrid.logPopSize34       1.013916 0.015074 0.727158 1.01198  -0.43117 2.42577  300836.8 2327.175 NaN     
skygrid.logPopSize35       1.224775 0.01482  0.727263 1.20743  -0.23386 2.62427  290738.4 2408.006 NaN     
skygrid.logPopSize36       1.459442 0.0145   0.715037 1.44949  0.043166 2.82146  287879.1 2431.923 NaN     
skygrid.logPopSize37       1.704523 0.013786 0.681388 1.69382  0.404974 3.06658  286584.5 2442.909 NaN     
skygrid.logPopSize38       1.959693 0.011917 0.606571 1.95087  0.837471 3.20596  270215.8 2590.891 NaN     
skygrid.logPopSize39       2.1955   0.011792 0.506675 2.18059  1.21189  3.16867  379237.2 1846.073 2.135087
skygrid.logPopSize40       2.147831 0.013441 0.460778 2.13281  1.23281  3.02494  595714.4 1175.227 2.097163
skygrid.logPopSize41       1.450644 0.020429 0.571903 1.44105  0.333187 2.55628  893333.2 783.6940 NaN     
skygrid.logPopSize42       0.697933 0.021521 0.586267 0.674628 -0.39685 1.85301  943373.0 742.1242 NaN     
skygrid.logPopSize43       0.309156 0.013504 0.494024 0.281834 -0.62345 1.29681  523073.4 1338.435 NaN     
skygrid.logPopSize44       0.25911  0.009329 0.475387 0.252155 -0.65925 1.21607  269585.1 2596.952 NaN     
skygrid.logPopSize45       0.337768 0.009597 0.51863  0.327251 -0.63271 1.39431  239712.5 2920.581 NaN     
skygrid.logPopSize46       0.419019 0.010963 0.563707 0.419784 -0.61290 1.60124  264781.0 2644.071 NaN     
skygrid.logPopSize47       0.467169 0.013607 0.625654 0.477078 -0.71002 1.72442  331135.6 2114.239 NaN     
skygrid.logPopSize48       0.46963  0.015034 0.661181 0.472872 -0.88720 1.72094  361968.0 1934.148 NaN     
skygrid.logPopSize49       0.435564 0.016979 0.69126  0.463037 -0.91879 1.78332  422359.3 1657.593 NaN     
skygrid.logPopSize50       0.353308 0.018401 0.72199  0.386582 -1.11983 1.74357  454760.0 1539.493 NaN     
skygrid.cutOff             5        0        0        5        5        5        NaN      NaN      5       
kappa                      11.30601 0.019607 1.618939 11.163   8.47791  14.6456  102691.8 6817.486 11.19285
frequencies1               0.339231 0.000138 0.010536 0.339114 0.319529 0.360474 120392.7 5815.132 0.339067
frequencies2               0.193552 0.000109 0.008675 0.193512 0.176914 0.210603 109752.9 6378.869 0.193357
frequencies3               0.223867 0.000115 0.009136 0.223731 0.205465 0.240949 110605.3 6329.712 0.22368 
frequencies4               0.24335  0.000121 0.009532 0.243177 0.224528 0.261967 112555.5 6220.038 0.243164
clock.rate                 0.003455 2.02E-5  0.000394 0.003437 0.002678 0.00422  1842669. 379.9379 0.003433
meanRate                   0.003455 2.02E-5  0.000394 0.003437 0.002678 0.00422  1842669. 379.9379 0.003433
treeLikelihood_really_logG -7473.07 2.077543 44.64142 -7470.34 -7565.48 -7390.18 1516295. 461.7172 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
skygrid                    -395.368 1.216983 21.75672 -395.674 -438.263 -353.441 2190494. 319.6081 NaN     
