replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_024	10754	61	0.005672	310	27	0.087097	120	12	0.100000	62	9	0.145161	27	7	0.259259	26	4	0.153846	10	3	0.300000	13	3	0.230769	11	4	0.363636	4	0	0.000000	3	1	0.333333	2	2	1.000000	8	5	0.625000	0	0	NaN	1	0	0.000000	3	2	0.666667	1	1	1.000000	3	3	1.000000	4	4	1.000000	51	50	0.980392
sim_025	11226	40	0.003563	233	21	0.090129	127	16	0.125984	48	6	0.125000	30	6	0.200000	14	3	0.214286	11	5	0.454545	6	3	0.500000	10	5	0.500000	4	4	1.000000	2	0	0.000000	6	3	0.500000	2	2	1.000000	1	0	0.000000	7	6	0.857143	2	2	1.000000	2	2	1.000000	4	3	0.750000	2	2	1.000000	69	69	1.000000
sim_026	8386	39	0.004651	311	29	0.093248	121	14	0.115702	58	9	0.155172	37	12	0.324324	33	7	0.212121	17	4	0.235294	16	4	0.250000	6	4	0.666667	5	1	0.200000	5	3	0.600000	2	2	1.000000	7	6	0.857143	2	1	0.500000	3	3	1.000000	1	1	1.000000	6	4	0.666667	0	0	NaN	3	3	1.000000	52	52	1.000000
sim_028	57	1	0.017544	16	1	0.062500	15	0	0.000000	12	2	0.166667	19	6	0.315789	17	8	0.470588	17	4	0.235294	11	3	0.272727	5	3	0.600000	2	0	0.000000	4	1	0.250000	2	1	0.500000	2	2	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	2	2	1.000000	2	1	0.500000	162	162	1.000000
sim_032	6537	32	0.004895	269	21	0.078067	97	10	0.103093	47	7	0.148936	30	8	0.266667	23	9	0.391304	21	5	0.238095	19	6	0.315789	9	4	0.444444	6	3	0.500000	4	1	0.250000	4	2	0.500000	3	3	1.000000	4	3	0.750000	4	3	0.750000	4	3	0.750000	3	3	1.000000	3	2	0.666667	1	1	1.000000	73	72	0.986301
sim_033	11353	42	0.003699	264	19	0.071970	119	23	0.193277	72	9	0.125000	36	5	0.138889	17	5	0.294118	19	9	0.473684	8	3	0.375000	11	6	0.545455	5	1	0.200000	8	5	0.625000	4	3	0.750000	5	4	0.800000	4	2	0.500000	6	3	0.500000	1	0	0.000000	0	0	NaN	3	3	1.000000	5	5	1.000000	51	51	1.000000
sim_035	1234	8	0.006483	160	8	0.050000	90	17	0.188889	52	11	0.211538	34	8	0.235294	21	8	0.380952	12	3	0.250000	12	6	0.500000	10	4	0.400000	6	4	0.666667	8	2	0.250000	5	2	0.400000	5	2	0.400000	6	4	0.666667	1	1	1.000000	3	2	0.666667	4	4	1.000000	3	3	1.000000	3	3	1.000000	98	98	1.000000
sim_036	462	9	0.019481	65	4	0.061538	46	8	0.173913	37	9	0.243243	35	6	0.171429	19	2	0.105263	17	7	0.411765	4	1	0.250000	9	2	0.222222	6	2	0.333333	4	3	0.750000	5	0	0.000000	5	5	1.000000	3	3	1.000000	0	0	NaN	4	2	0.500000	1	1	1.000000	0	0	NaN	0	0	NaN	135	134	0.992593
sim_037	9813	38	0.003872	261	17	0.065134	99	13	0.131313	52	7	0.134615	36	11	0.305556	19	3	0.157895	19	7	0.368421	10	3	0.300000	9	2	0.222222	5	3	0.600000	6	3	0.500000	4	3	0.750000	5	5	1.000000	2	2	1.000000	0	0	NaN	6	5	0.833333	2	2	1.000000	5	5	1.000000	1	0	0.000000	69	69	1.000000
sim_040	3784	31	0.008192	248	21	0.084677	117	17	0.145299	63	4	0.063492	46	14	0.304348	23	9	0.391304	15	7	0.466667	14	5	0.357143	10	3	0.300000	12	4	0.333333	8	3	0.375000	10	3	0.300000	3	3	1.000000	1	0	0.000000	5	3	0.600000	5	3	0.600000	6	5	0.833333	2	2	1.000000	1	0	0.000000	61	61	1.000000
sim_041	39256	109	0.002777	276	18	0.065217	82	11	0.134146	42	9	0.214286	24	4	0.166667	20	5	0.250000	6	1	0.166667	6	3	0.500000	7	4	0.571429	5	2	0.400000	7	4	0.571429	2	0	0.000000	0	0	NaN	2	2	1.000000	2	2	1.000000	3	3	1.000000	3	2	0.666667	4	3	0.750000	1	1	1.000000	15	15	1.000000
sim_042	334	3	0.008982	44	3	0.068182	36	6	0.166667	28	4	0.142857	22	3	0.136364	25	6	0.240000	19	6	0.315789	11	6	0.545455	6	4	0.666667	3	1	0.333333	3	1	0.333333	2	1	0.500000	2	2	1.000000	2	1	0.500000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	149	149	1.000000
sim_043	40816	114	0.002793	284	17	0.059859	81	5	0.061728	39	7	0.179487	17	4	0.235294	19	8	0.421053	5	1	0.200000	4	1	0.250000	7	1	0.142857	6	3	0.500000	3	1	0.333333	3	1	0.333333	2	2	1.000000	4	2	0.500000	0	0	NaN	3	2	0.666667	1	1	1.000000	1	1	1.000000	4	4	1.000000	23	23	1.000000
sim_044	9777	45	0.004603	258	21	0.081395	124	17	0.137097	62	5	0.080645	22	7	0.318182	18	3	0.166667	18	6	0.333333	12	6	0.500000	8	2	0.250000	4	2	0.500000	4	3	0.750000	5	2	0.400000	5	3	0.600000	2	1	0.500000	2	2	1.000000	6	6	1.000000	3	2	0.666667	0	0	NaN	1	1	1.000000	64	64	1.000000
sim_045	1035	8	0.007729	118	9	0.076271	61	6	0.098361	29	2	0.068966	33	8	0.242424	19	7	0.368421	17	3	0.176471	14	5	0.357143	7	4	0.571429	10	4	0.400000	3	3	1.000000	5	2	0.400000	5	5	1.000000	4	4	1.000000	3	3	1.000000	2	2	1.000000	5	4	0.800000	2	1	0.500000	2	2	1.000000	116	116	1.000000
sim_047	457	6	0.013129	55	2	0.036364	40	3	0.075000	40	4	0.100000	13	3	0.230769	20	5	0.250000	13	4	0.307692	12	6	0.500000	12	7	0.583333	4	3	0.750000	2	1	0.500000	5	4	0.800000	0	0	NaN	1	1	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	3	2	0.666667	4	3	0.750000	139	139	1.000000
sim_049	2954	15	0.005078	191	12	0.062827	90	12	0.133333	53	9	0.169811	33	10	0.303030	22	9	0.409091	14	5	0.357143	9	6	0.666667	9	3	0.333333	10	4	0.400000	5	2	0.400000	7	1	0.142857	8	5	0.625000	5	5	1.000000	1	1	1.000000	5	3	0.600000	2	2	1.000000	2	2	1.000000	1	1	1.000000	91	91	1.000000
sim_050	18777	60	0.003195	284	23	0.080986	111	14	0.126126	64	9	0.140625	36	10	0.277778	16	3	0.187500	10	4	0.400000	10	3	0.300000	10	2	0.200000	5	4	0.800000	2	2	1.000000	4	3	0.750000	2	2	1.000000	5	4	0.800000	6	3	0.500000	8	8	1.000000	3	2	0.666667	4	4	1.000000	3	3	1.000000	35	35	1.000000
sim_051	2789	31	0.011115	191	12	0.062827	106	13	0.122642	53	6	0.113208	40	11	0.275000	24	2	0.083333	25	9	0.360000	17	7	0.411765	9	2	0.222222	8	3	0.375000	3	1	0.333333	7	4	0.571429	3	1	0.333333	4	3	0.750000	0	0	NaN	0	0	NaN	5	4	0.800000	0	0	NaN	2	2	1.000000	87	87	1.000000
sim_052	8691	40	0.004602	264	16	0.060606	126	21	0.166667	70	15	0.214286	32	6	0.187500	17	5	0.294118	16	7	0.437500	12	4	0.333333	18	8	0.444444	5	4	0.800000	2	0	0.000000	7	3	0.428571	4	2	0.500000	5	3	0.600000	4	3	0.750000	3	3	1.000000	4	4	1.000000	1	1	1.000000	0	0	NaN	53	53	1.000000
sim_053	213	5	0.023474	89	5	0.056180	56	8	0.142857	42	3	0.071429	40	11	0.275000	19	7	0.368421	19	5	0.263158	13	4	0.307692	9	6	0.666667	5	2	0.400000	4	2	0.500000	3	2	0.666667	2	1	0.500000	1	1	1.000000	2	1	0.500000	2	2	1.000000	2	1	0.500000	0	0	NaN	0	0	NaN	132	132	1.000000
sim_054	124	5	0.040323	47	2	0.042553	25	2	0.080000	20	2	0.100000	12	4	0.333333	18	4	0.222222	9	3	0.333333	10	4	0.400000	7	3	0.428571	8	4	0.500000	2	1	0.500000	4	2	0.500000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	2	2	1.000000	2	1	0.500000	0	0	NaN	158	158	1.000000
sim_055	2916	18	0.006173	193	15	0.077720	93	13	0.139785	57	13	0.228070	31	7	0.225806	22	3	0.136364	12	1	0.083333	15	5	0.333333	8	5	0.625000	8	5	0.625000	7	5	0.714286	1	0	0.000000	6	3	0.500000	1	1	1.000000	1	1	1.000000	3	3	1.000000	6	6	1.000000	1	1	1.000000	3	2	0.666667	91	91	1.000000
sim_057	59	1	0.016949	53	7	0.132075	34	2	0.058824	35	8	0.228571	27	6	0.222222	20	3	0.150000	14	4	0.285714	16	6	0.375000	5	4	0.800000	5	3	0.600000	5	2	0.400000	2	2	1.000000	2	1	0.500000	0	0	NaN	5	2	0.400000	2	1	0.500000	1	1	1.000000	1	1	1.000000	1	1	1.000000	143	143	1.000000
sim_058	126	2	0.015873	25	1	0.040000	20	2	0.100000	12	3	0.250000	13	4	0.307692	16	5	0.312500	14	3	0.214286	9	6	0.666667	9	3	0.333333	7	3	0.428571	3	1	0.333333	2	2	1.000000	2	1	0.500000	2	0	0.000000	1	1	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	160	160	1.000000
sim_059	25521	86	0.003370	307	16	0.052117	122	19	0.155738	41	7	0.170732	25	3	0.120000	21	5	0.238095	12	2	0.166667	10	2	0.200000	9	3	0.333333	7	4	0.571429	6	4	0.666667	1	0	0.000000	2	2	1.000000	6	5	0.833333	2	2	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	3	2	0.666667	32	32	1.000000
sim_060	20785	77	0.003705	270	19	0.070370	121	11	0.090909	62	10	0.161290	28	4	0.142857	18	1	0.055556	16	6	0.375000	10	6	0.600000	7	1	0.142857	4	2	0.500000	3	3	1.000000	1	0	0.000000	4	2	0.500000	2	1	0.500000	3	2	0.666667	2	2	1.000000	3	2	0.666667	2	2	1.000000	3	3	1.000000	44	44	1.000000
sim_061	55842	134	0.002400	246	15	0.060976	50	3	0.060000	26	6	0.230769	24	3	0.125000	13	5	0.384615	3	3	1.000000	7	2	0.285714	4	0	0.000000	0	0	NaN	2	1	0.500000	4	2	0.500000	3	1	0.333333	1	0	0.000000	2	2	1.000000	3	3	1.000000	5	4	0.800000	1	1	1.000000	1	1	1.000000	13	12	0.923077
sim_062	512	5	0.009766	168	14	0.083333	112	11	0.098214	55	11	0.200000	43	9	0.209302	27	9	0.333333	14	3	0.214286	17	9	0.529412	10	5	0.500000	3	2	0.666667	10	7	0.700000	3	3	1.000000	0	0	NaN	3	2	0.666667	0	0	NaN	1	1	1.000000	7	4	0.571429	2	1	0.500000	2	2	1.000000	100	100	1.000000
sim_063	283	3	0.010601	77	8	0.103896	65	6	0.092308	30	7	0.233333	36	8	0.222222	14	5	0.357143	20	6	0.300000	8	2	0.250000	6	1	0.166667	5	2	0.400000	9	5	0.555556	8	4	0.500000	3	2	0.666667	5	4	0.800000	5	5	1.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	0	0	NaN	127	127	1.000000
sim_064	3323	26	0.007824	256	15	0.058594	117	17	0.145299	67	12	0.179104	35	7	0.200000	32	9	0.281250	25	11	0.440000	11	4	0.363636	11	2	0.181818	7	6	0.857143	6	3	0.500000	4	3	0.750000	5	4	0.800000	5	2	0.400000	3	1	0.333333	6	5	0.833333	0	0	NaN	4	3	0.750000	4	4	1.000000	64	64	1.000000
sim_065	112	0	0.000000	15	1	0.066667	21	0	0.000000	34	7	0.205882	18	3	0.166667	11	2	0.181818	12	4	0.333333	7	4	0.571429	2	1	0.500000	4	1	0.250000	6	4	0.666667	2	2	1.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	3	3	1.000000	159	159	1.000000
sim_067	5579	34	0.006094	250	18	0.072000	127	17	0.133858	65	14	0.215385	43	8	0.186047	27	5	0.185185	15	1	0.066667	9	4	0.444444	10	3	0.300000	6	3	0.500000	6	5	0.833333	4	2	0.500000	6	3	0.500000	4	2	0.500000	2	2	1.000000	4	4	1.000000	3	3	1.000000	1	1	1.000000	3	2	0.666667	67	67	1.000000
sim_068	1840	18	0.009783	188	12	0.063830	98	12	0.122449	56	6	0.107143	33	9	0.272727	23	10	0.434783	17	6	0.352941	10	3	0.300000	6	4	0.666667	12	6	0.500000	8	4	0.500000	5	2	0.400000	4	2	0.500000	3	1	0.333333	4	2	0.500000	4	3	0.750000	2	1	0.500000	4	3	0.750000	2	2	1.000000	92	92	1.000000
sim_069	33016	118	0.003574	323	11	0.034056	90	8	0.088889	40	6	0.150000	15	4	0.266667	15	5	0.333333	9	1	0.111111	9	3	0.333333	6	2	0.333333	3	1	0.333333	4	4	1.000000	6	3	0.500000	5	3	0.600000	2	2	1.000000	1	0	0.000000	1	1	1.000000	0	0	NaN	4	3	0.750000	2	2	1.000000	21	21	1.000000
sim_071	315	5	0.015873	67	3	0.044776	66	10	0.151515	29	6	0.206897	28	6	0.214286	21	4	0.190476	18	5	0.277778	10	2	0.200000	5	1	0.200000	5	4	0.800000	0	0	NaN	2	2	1.000000	5	2	0.400000	3	2	0.666667	3	3	1.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	4	4	1.000000	134	134	1.000000
sim_072	981	9	0.009174	91	4	0.043956	59	5	0.084746	33	9	0.272727	30	8	0.266667	19	4	0.210526	11	1	0.090909	13	7	0.538462	7	5	0.714286	5	4	0.800000	3	1	0.333333	4	2	0.500000	0	0	NaN	1	1	1.000000	2	1	0.500000	3	2	0.666667	1	1	1.000000	1	1	1.000000	1	1	1.000000	133	132	0.992481
sim_073	1620	22	0.013580	260	21	0.080769	120	17	0.141667	60	4	0.066667	36	9	0.250000	25	6	0.240000	20	11	0.550000	12	3	0.250000	6	1	0.166667	9	3	0.333333	5	2	0.400000	6	3	0.500000	6	3	0.500000	3	2	0.666667	1	0	0.000000	4	3	0.750000	2	2	1.000000	3	3	1.000000	2	2	1.000000	81	81	1.000000
sim_075	2084	19	0.009117	230	19	0.082609	89	6	0.067416	40	7	0.175000	24	8	0.333333	25	8	0.320000	19	5	0.263158	19	10	0.526316	13	5	0.384615	6	2	0.333333	4	1	0.250000	4	3	0.750000	8	4	0.500000	3	2	0.666667	6	5	0.833333	3	3	1.000000	2	2	1.000000	2	2	1.000000	2	2	1.000000	85	85	1.000000
sim_076	19570	82	0.004190	335	25	0.074627	131	17	0.129771	63	9	0.142857	33	5	0.151515	17	4	0.235294	16	6	0.375000	16	2	0.125000	5	0	0.000000	2	2	1.000000	3	2	0.666667	4	2	0.500000	4	3	0.750000	3	3	1.000000	2	1	0.500000	3	3	1.000000	0	0	NaN	0	0	NaN	2	2	1.000000	30	30	1.000000
sim_077	142	1	0.007042	60	8	0.133333	69	10	0.144928	28	3	0.107143	21	7	0.333333	24	4	0.166667	19	5	0.263158	11	3	0.272727	9	6	0.666667	7	3	0.428571	7	1	0.142857	1	1	1.000000	5	4	0.800000	3	3	1.000000	2	1	0.500000	2	2	1.000000	1	0	0.000000	2	2	1.000000	1	1	1.000000	133	133	1.000000
sim_079	159	2	0.012579	30	1	0.033333	17	2	0.117647	15	3	0.200000	12	3	0.250000	13	2	0.153846	20	6	0.300000	14	5	0.357143	6	3	0.500000	3	3	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	1	0	0.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	3	3	1.000000	161	161	1.000000
sim_080	117	0	0.000000	40	2	0.050000	37	3	0.081081	29	4	0.137931	25	4	0.160000	24	5	0.208333	24	4	0.166667	13	8	0.615385	12	7	0.583333	10	7	0.700000	5	3	0.600000	5	5	1.000000	4	3	0.750000	2	2	1.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	134	134	1.000000
sim_081	11717	52	0.004438	277	14	0.050542	124	12	0.096774	71	15	0.211268	35	5	0.142857	10	3	0.300000	10	5	0.500000	10	2	0.200000	8	6	0.750000	4	1	0.250000	3	2	0.666667	2	2	1.000000	5	4	0.800000	1	0	0.000000	5	3	0.600000	5	4	0.800000	2	0	0.000000	6	6	1.000000	4	4	1.000000	59	58	0.983051
sim_082	311	2	0.006431	78	7	0.089744	69	10	0.144928	41	7	0.170732	27	8	0.296296	17	8	0.470588	22	7	0.318182	14	4	0.285714	7	5	0.714286	7	1	0.142857	7	2	0.285714	9	2	0.222222	2	1	0.500000	2	2	1.000000	1	1	1.000000	3	3	1.000000	1	0	0.000000	2	1	0.500000	2	2	1.000000	125	125	1.000000
sim_083	32	2	0.062500	1	0	0.000000	3	0	0.000000	19	2	0.105263	20	3	0.150000	12	3	0.250000	12	4	0.333333	11	6	0.545455	3	2	0.666667	3	1	0.333333	3	3	1.000000	2	1	0.500000	1	0	0.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	171	169	0.988304
sim_084	398	4	0.010050	122	11	0.090164	75	7	0.093333	43	8	0.186047	36	11	0.305556	27	5	0.185185	21	6	0.285714	9	2	0.222222	9	5	0.555556	8	4	0.500000	9	6	0.666667	2	1	0.500000	4	4	1.000000	4	3	0.750000	0	0	NaN	1	1	1.000000	2	1	0.500000	1	1	1.000000	2	2	1.000000	116	116	1.000000
sim_086	23810	76	0.003192	302	21	0.069536	117	15	0.128205	58	11	0.189655	30	7	0.233333	16	4	0.250000	14	4	0.285714	10	3	0.300000	6	3	0.500000	3	1	0.333333	3	1	0.333333	5	4	0.800000	5	3	0.600000	3	1	0.333333	4	2	0.500000	2	2	1.000000	0	0	NaN	1	1	1.000000	6	5	0.833333	34	34	1.000000
sim_088	92	0	0.000000	16	2	0.125000	30	6	0.200000	25	6	0.240000	21	2	0.095238	16	3	0.187500	12	3	0.250000	9	4	0.444444	4	1	0.250000	5	5	1.000000	3	1	0.333333	2	2	1.000000	3	0	0.000000	2	1	0.500000	3	2	0.666667	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	159	159	1.000000
sim_089	22899	73	0.003188	291	21	0.072165	121	16	0.132231	53	12	0.226415	33	3	0.090909	14	3	0.214286	22	11	0.500000	7	2	0.285714	9	5	0.555556	7	5	0.714286	5	2	0.400000	3	1	0.333333	0	0	NaN	5	4	0.800000	1	1	1.000000	3	1	0.333333	3	2	0.666667	1	1	1.000000	2	2	1.000000	33	33	1.000000
sim_090	101299	187	0.001846	16	1	0.062500	2	0	0.000000	5	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	2	2	1.000000	0	0	NaN	1	1	1.000000	3	3	1.000000
sim_091	93	1	0.010753	48	4	0.083333	27	4	0.148148	26	7	0.269231	28	5	0.178571	15	4	0.266667	21	6	0.285714	17	6	0.352941	7	4	0.571429	8	2	0.250000	5	3	0.600000	2	1	0.500000	2	1	0.500000	1	0	0.000000	2	1	0.500000	2	2	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	145	145	1.000000
sim_092	6654	36	0.005410	266	21	0.078947	88	10	0.113636	43	11	0.255814	30	6	0.200000	20	3	0.150000	14	4	0.285714	13	4	0.307692	14	7	0.500000	5	2	0.400000	5	4	0.800000	5	1	0.200000	4	3	0.750000	6	5	0.833333	2	2	1.000000	0	0	NaN	2	1	0.500000	4	3	0.750000	2	2	1.000000	73	73	1.000000
sim_093	16989	61	0.003591	312	26	0.083333	82	9	0.109756	59	9	0.152542	35	5	0.142857	14	4	0.285714	11	4	0.363636	9	6	0.666667	13	6	0.461538	6	4	0.666667	3	2	0.666667	5	3	0.600000	8	6	0.750000	2	1	0.500000	2	2	1.000000	2	1	0.500000	3	1	0.333333	3	2	0.666667	2	2	1.000000	46	44	0.956522
sim_096	63389	144	0.002272	279	14	0.050179	55	11	0.200000	24	2	0.083333	10	6	0.600000	8	3	0.375000	3	2	0.666667	6	1	0.166667	3	2	0.666667	1	1	1.000000	2	0	0.000000	1	1	1.000000	2	2	1.000000	3	0	0.000000	1	0	0.000000	1	0	0.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	7	7	1.000000
