replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.40228245363766046	0.8972895863052782	0.9500713266761769	0.4222539229671897	0.2724679029957204	0.1797432239657632	0.48074179743223966	0.5691868758915835	0.6704707560627675	0.992867332382311
sim_001	0.4579172610556348	0.05706134094151213	0.2738944365192582	0.09557774607703282	0.2282453637660485	0.2253922967189729	0.9586305278174037	0.07845934379457917	0.9001426533523538	0.572039942938659
sim_002	0.9415121255349501	0.9457917261055635	0.3980028530670471	0.7189728958630528	0.29101283880171186	0.20114122681883023	0.6077032810271041	0.6761768901569187	0.38088445078459343	0.07417974322396577
sim_003	0.21398002853067047	0.5820256776034237	0.9229671897289586	0.44365192582025675	0.3680456490727532	0.4964336661911555	0.16833095577746077	0.9600570613409415	0.5420827389443652	0.23537803138373753
sim_004	0.05135520684736091	0.4536376604850214	0.2268188302425107	0.24251069900142652	0.2838801711840228	0.8416547788873039	0.6718972895863052	0.11412268188302425	0.4978601997146933	0.4322396576319544
sim_005	0.6747503566333809	0.985734664764622	0.44935805991440797	0.369472182596291	0.2967189728958631	0.9500713266761769	0.4136947218259629	0.37660485021398005	0.15121255349500715	0.7888730385164051
sim_006	0.7717546362339515	0.3181169757489301	0.23109843081312412	0.3067047075606277	0.06990014265335236	0.9029957203994294	0.5320970042796006	0.5263908701854494	0.30527817403708984	0.47218259629101283
sim_007	0.007132667617689016	0.6804564907275321	0.5905848787446505	0.6362339514978602	0.39942938659058486	0.8659058487874465	0.14978601997146934	0.37660485021398005	0.637660485021398	0.9543509272467903
sim_008	0.20114122681883023	0.06134094151212553	0.7489300998573466	0.3651925820256776	0.3594864479315264	0.10556348074179743	0.8487874465049928	0.2738944365192582	0.9072753209700428	0.05420827389443652
sim_009	0.6647646219686163	0.9942938659058488	0.32952924393723254	0.20542082738944364	0.362339514978602	0.31383737517831667	0.8017118402282454	0.04992867332382311	0.818830242510699	0.2724679029957204
sim_010	0.19400855920114124	0.6276747503566333	0.4664764621968616	0.26105563480741795	0.9144079885877318	0.7560627674750356	0.5106990014265336	0.6134094151212554	0.2582025677603424	1.0
sim_011	0.6704707560627675	0.6176890156918687	0.6861626248216833	0.268188302425107	0.0442225392296719	0.47075606276747506	0.7831669044222539	0.8273894436519258	0.19543509272467904	0.44935805991440797
sim_012	0.5463623395149786	0.5121255349500713	0.05135520684736091	0.02710413694721826	0.20684736091298145	0.8487874465049928	0.12125534950071326	0.4094151212553495	0.5007132667617689	0.14693295292439373
sim_013	0.8231098430813124	0.4094151212553495	0.6119828815977175	0.9372325249643366	0.5663338088445078	0.15406562054208273	0.912981455064194	0.10699001426533523	0.8644793152639088	0.6647646219686163
