replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_037	0.0008690886328044211	0.5800670349753739	3.145550626357422	2.1574884349448773	2.087266773185591	0.07473155235742883	0.468638969621282	0.38568654531201346	0.0709429327092757	1.5529985829840864
sim_039	0.0010422526750380537	0.42239225823448356	3.3529489704070525	1.7372228951187054	1.1250359559113186	0.01064760388266882	0.3556396793244431	0.3596803956742537	0.2740323211186344	1.5676632238511519
sim_040	0.0009670390703207406	0.5175259077551456	3.2395033494695253	2.1701357808648956	11.968865234184449	0.16779910098237463	0.2862172760841576	0.4102404512916773	0.13574317164179042	1.4272538408778255
sim_041	0.0010899834839202735	0.20688288697980398	2.826113330153622	1.9757007158480044	0.0817319862424796	0.2563724071612316	0.14702311588100886	0.3719342800380748	0.2246701969196846	1.3813729783838078
sim_042	0.0009990735441671463	0.3132613825121311	2.856934099483614	2.253729586179403	0.6521069169677151	0.39792585628108157	0.19009831019446402	0.3275351751831724	0.08444065834128198	1.4295785711532627
sim_043	0.0009016583576649373	0.2907237821641956	3.8396773608962103	1.7329514191764075	0.03501224513913403	0.027461322372623227	0.03622491296835656	0.260926067079561	0.6753876975794593	1.602938711273363
sim_044	0.0010162397742188433	0.8606126863211302	2.336598676562727	2.0070033665712526	3.8993503119276403	0.06817929464552415	0.43870420799759624	0.30989638356917676	0.1832201137877029	1.278028419027025
sim_045	0.0009025281574371117	0.6484295435756888	2.4472206416553135	1.927181220967776	2.422174416059118	0.8061458092647361	0.027487708575230738	0.015531741980492108	0.15083474017954102	1.4255127219513917
sim_047	0.0010451198126041744	0.6623274582281002	2.355109411108621	1.9571040833786404	33.65539980725012	0.34874646876300613	0.08626251109477233	0.08642767782955589	0.4785633423126657	1.8346808440859221
sim_048	0.0011312808661329877	0.3365885825255364	2.4565962494952003	1.9122140519029414	1.2703917740791573	0.0006621387086401642	0.21421652572394037	0.5692789057028645	0.21584242986455496	1.7108125321767944
sim_049	0.0008785270742817355	0.6655109858415132	1.9087576152665262	1.8129676750018004	0.7568786884890433	0.0795053983624486	0.33897248003248664	0.48998483398419473	0.09153728762087007	1.1004649557639898
sim_050	0.0009338575034317727	0.1484640103169569	2.0108490900156317	2.048494742940976	3.516400123796822	0.20936308010549196	0.14683308118994948	0.25911615902828433	0.3846876796762742	1.2947998844067923
sim_051	0.0009476253980743001	0.9818415438376742	2.0767465633633932	1.9558719978862995	0.2787958833496103	0.03754560333541518	0.42830800967497396	0.39861854289976667	0.13552784408984428	1.4172034846038255
sim_052	0.0010226879890964313	3.309405137554434	2.4452075404654763	2.06534937558454	2.142968454179071	0.07411890576689716	0.7130293738065101	0.05254036144466788	0.16031135898192483	1.2754021052051046
sim_053	0.0009208052883945457	0.49465807849443016	1.9397201572129	1.9407049810869252	2.9124517588602483	0.173463327682061	0.035158829928417866	0.4501285353058586	0.34124930708366247	1.1556901907558688
sim_055	0.0010793403918277007	5.48560486962546	2.7531512759815464	1.5894243728746609	1.9987613432968447	0.10917941464424902	0.2937892133987976	0.33486855801674764	0.2621628139402057	1.5066245470514579
sim_057	0.0009745319588724348	0.6515360268700389	2.72718625456379	1.6160309232564525	0.7943071947920447	0.4031906648464039	0.31146850746285965	0.21082184802618636	0.0745189796645499	1.5715777029293536
sim_058	0.0010314034835685545	1.576187418173427	3.8755863419442527	2.236632238643623	14.147113908648212	0.29830025825761364	0.06254450344852054	0.128330556668471	0.5108246816253948	1.1944450067502703
sim_059	0.0009550056354424141	0.5642640724102684	2.4289787657270416	2.097739280359458	1.2741156560651956	0.03744979269538347	0.4611922360975376	0.4791881520683462	0.022169819138732786	1.351267520010477
sim_060	0.001101133940556077	1.1742224601979834	2.6280483883417802	2.305080261894424	4.598642980454053	0.3808718641337433	0.5636819381777439	0.034929470584220496	0.020516727104292344	1.130670159744201
sim_061	0.0010019846179614143	0.7199366932158959	2.635870605025611	2.4125779159419114	2.2511693711165166	0.18748772801197439	0.07969541945976395	0.3451774051998151	0.38763944732844663	1.2670600434267256
sim_062	0.0009119936352038157	2.3447572218539454	3.3388154446209506	1.8319271145337435	2.117251305932356	0.4418194899478455	0.0022564165279115806	0.04210711137087981	0.5138169821533632	1.5639116970043967
sim_063	0.0011649368009966818	0.43208792353387065	2.187868118403058	2.0240623801723294	1.0378331428407308	0.06581833435292969	0.298566503363938	0.18647029992911265	0.4491448623540197	1.6475495217237615
sim_064	0.0009661443866611096	1.0129565265976122	2.648359851106482	1.8243077864607697	5.841130591708518	0.06301697661380322	0.21051881701715464	0.23460841489322312	0.491855791475819	1.5623791048508746
sim_065	0.0009484628463487275	1.3884471995205667	2.5467841146222305	1.6413211348567556	3.5464387229009393	0.48542447772995084	0.24821888901162295	0.010859970537511594	0.2554966627209146	1.7674779177289668
sim_066	0.0010916144779914646	0.2713848700125926	2.022476579907677	2.4788762639471615	6.852029567538265	0.5400369022777164	0.12888628339159705	0.13796145084095499	0.19311536348973143	1.280421641124219
sim_067	0.0012822838379842473	3.6763317218024385	2.0990899118505286	1.986957555499531	1.3379255331774569	0.4889309305618112	0.03800371286968915	0.3101001271601268	0.16296522940837302	1.285878552999144
sim_068	0.0009556249219018473	0.26946598289736706	2.7967750647842284	1.9038387471813172	12.750983288850865	0.13326742704930702	0.03297921019082349	0.372530949687892	0.4612224130719774	1.385088065629142
sim_070	0.0009489370846292625	1.7556082584938661	1.7733938081364253	1.9183850668117786	41.449555847082465	0.4694236996223393	0.014952308220021769	0.016200164063801526	0.49942382809383734	1.215710515543982
sim_071	0.0010471529546983867	0.5971200864622574	3.0471020610866755	2.0524727394490094	4.927573776241386	0.09233913950014153	0.30121817715231336	0.18596110916789285	0.42048157417965226	1.380325822510406
sim_072	0.0009185220366195382	1.034949848896427	1.9898591001941701	1.9655173833072326	7.181569225515069	0.07085912560194196	0.014733814143175976	0.3827191225700126	0.5316879376848694	1.3024861491054431
sim_073	0.000919938098586331	1.6543262670755816	2.2810221444614482	2.515633256391119	4.525168351478222	0.2263353918650542	0.2773901295180857	0.026002214480345377	0.4702722641365146	1.1683041423174547
sim_074	0.00104538636340659	0.3820393949879087	1.9959710224084426	2.0144527993454213	2.921322294375485	0.4481977258615414	0.039161015722173315	0.18937602112318733	0.3232652372930979	1.676183240569894
sim_076	0.0009633170278206508	1.92192267394804	2.6000241993111226	1.7600968482411445	1.1042009253400276	0.22677541936773316	0.31659481938585454	0.2579961090847992	0.1986336521616131	1.3029005272085243
sim_077	0.0009622154685230759	0.790374182893028	1.9904306318722107	2.1700347980206134	4.9739030717883566	0.1448977389728188	0.4172350974835208	0.3052041295324607	0.13266303401119975	1.3011882663140233
sim_078	0.0009675009257443523	2.491477891208128	2.0016379520925067	2.1646594119423455	2.4058241812162686	0.1349771226669105	0.23275894520608956	0.09440271200335679	0.5378612201236431	1.378477785971387
sim_080	0.0009477067205194973	1.1673681493132722	2.1055319225613025	1.9754560434652328	5.103965576581852	0.23935923224759809	0.39727626371339503	0.18203907245103002	0.1813254315879768	1.4897768328658967
sim_081	0.0010457162766580538	0.07762688555186695	2.2803633866137254	2.0015012030800925	1.7363181412111879	0.2864295136375272	0.3734587980397193	0.07585160107485085	0.26426008724790256	1.5007914863457261
sim_082	0.0010317129929937364	3.696417744195414	2.7391659656559098	2.028127552128946	3.103014132887006	0.018639253585733834	0.437894502834558	0.31955866578113296	0.22390757779857526	1.6283232262083263
sim_083	0.0009817713804526587	2.5037683562152595	2.011186985027046	2.011721438973253	2.2088619791804627	0.31394264997557947	0.5161257847234766	0.01780266064217267	0.15212890465877124	1.2794263844152975
sim_084	0.0010920106660891869	0.5687729745756687	1.9158135572259687	2.0454964408570784	3.4800855411524934	0.551832704894697	0.3666402175823048	0.05087153982823302	0.030655537694765183	1.2955549268978988
sim_085	0.001074568252696757	0.21407894186603516	2.1286255224867046	1.8261843801936601	6.970535735376201	0.085968223725547	0.04969752269951649	0.20667255628049547	0.6576616972944411	1.376783990328146
sim_086	0.001127788084530676	0.09400032426379523	3.203407025452854	2.6538087648436797	3.775640686809349	0.2089324165571192	0.47527683854907193	0.2526367564100802	0.06315398848372862	1.199941195796329
sim_087	0.0009960479964747978	0.6160493886308492	1.9228074099856265	1.9084996811475263	3.5755741454940644	0.5270654938319224	0.09820007151397647	0.08832887358058661	0.2864055610735145	1.5097438379027708
sim_088	0.0008785739350281962	0.0873579875136002	3.3676887746960835	2.322316050308338	0.9033669019133364	0.06888444062940308	0.2760462488577263	0.5769855880320641	0.07808372248080667	1.278028606916131
sim_089	0.0010627858174095508	1.3450507333510373	2.569536169993715	1.5899504398739857	2.984188518302744	0.011345409853966102	0.21422002486011088	0.4206991166389527	0.3537354486469702	1.5712263489625609
sim_090	0.0010180587492681764	0.26749313465418156	2.064543377991699	1.8205041822450958	12.492638397315641	0.12262955271580282	0.04347158957520268	0.6613025859141654	0.17259627179482911	1.3539104062762188
sim_091	0.0008914833115482575	1.6722483516344318	1.9375640723440364	2.150838059247691	2.416224810979107	0.04131809126192003	0.07696185954984944	0.04303108645409964	0.838688962734131	1.322973583526449
sim_092	0.0009968636386450793	1.2573824893641874	2.3302530755396083	1.701453737573662	7.011989235920565	0.18241084891965934	0.17990213465775345	0.17019252519032127	0.46749449123226583	1.7714685956612362
sim_093	0.001103157668058288	0.7590571869457313	2.27994721048673	2.1226216740560733	1.5041117048891637	0.27627446750938706	0.23677899441586692	0.35284996199956237	0.13409657607518374	1.3699237250264014
sim_094	0.0009595269115626618	3.94249635172446	2.6232636430021725	2.1571030281172856	1.371882397005815	0.21139646610852963	0.2404900232782193	0.376886690984496	0.17122681962875502	1.3322534061638367
sim_095	0.0009331071636350255	2.077400355338094	2.4458517767191594	2.629987051616733	1.4522314103662692	0.06940906927921445	0.6469143769413773	0.02802925869055545	0.2556472950888528	1.1721697577755084
sim_096	0.001042961768798047	0.4175345506426771	3.493479176027646	1.9683586853778212	0.5151537221953076	0.09320094825844483	0.20366152448764172	0.5879020505046699	0.11523547674924363	1.8306659539310588
sim_097	0.0010982160132649973	0.531537290282828	2.508669340078556	1.7964448990926514	2.6288929153715173	0.36648424610743724	0.28420224797390553	0.3459252153268845	0.003388290591772611	1.419508173983219
sim_098	0.0008958859176978912	0.6711498829331177	2.8381161001999353	1.985173507925628	5.979340950973003	0.5598532684635128	0.36537587452066694	0.03657474189859395	0.03819611511722616	1.5965551975216863
sim_099	0.0010284567686035808	0.3252649892963075	2.551478476766541	1.8133761684120788	2.631143917493343	0.5202339476667447	0.07085154826451734	0.0058486185348242395	0.4030658855339136	1.7565312524270065
sim_101	0.0009562181997552169	0.16803283142652845	2.783222537448449	2.641660946923231	3.6275922031709142	0.7909969054583664	0.009517646610504164	0.04884354197429613	0.15064190595683313	1.3251397041289832
sim_102	0.0008482597906949757	0.20241665585240876	2.5189115880002495	2.343787267732911	2.6110814703656504	0.10917835647781514	0.18290645045522078	0.4381820042363221	0.2697331888306421	1.211674264882402
sim_103	0.001098472804348745	3.610247602292678	2.027769466782369	2.157788685893276	4.970723855656501	0.08408055598967577	0.38971703288342185	0.0002436293711537408	0.5259587817557486	1.213337908166498
sim_104	0.0009671243695563632	1.109916119391267	2.797817187187336	1.9675348744299084	0.14462552153036595	0.01723274471386812	0.15787398345449252	0.17175829389516778	0.6531349779364717	1.280124879431006
sim_105	0.001062472050145957	0.06994611481125299	3.0753868053756768	1.9472056043187924	0.7599642976428198	0.5077585509707616	0.010795182403756076	0.40533142100731834	0.07611484561816387	1.635471182316033
sim_106	0.0009134434575593491	0.9637504445884453	3.133486975879215	1.8460770293176232	21.68952418978017	0.3693093269954919	0.35890060139191704	0.2054609931523441	0.06632907846024688	1.5379496580520096
sim_107	0.0011160014785969279	0.08741472806177618	3.2723225267092335	1.8204444672424005	2.003368998427355	0.32402076888946696	0.3640758785543539	0.14283324568254005	0.16907010687363894	1.8056222417973593
sim_108	0.0010570334348246604	1.5305283555867837	2.98000110715929	1.6623378026499431	0.6552795253504726	0.28433279304657605	0.6518056446924346	0.05754339007778474	0.0063181721832047	1.4783517838741351
sim_109	0.001150770264337746	0.5082764040008033	2.8671885904115153	1.8727923013296597	1.1758530963424865	0.18445683195849816	0.563386357403614	0.17241505265414447	0.07974175798374343	1.308459613684708
sim_110	0.00102093062796309	0.8606259370487885	2.556138680947298	2.4785892741779327	2.76186627150195	0.1245138341148869	0.32864708984290186	0.4297475780288353	0.11709149801337583	1.2075254273335243
sim_111	0.001124451801741582	3.245114106770342	2.389477804099904	1.8546511744540746	2.478638705324246	0.14048010354129722	0.3901126601038117	0.16966695800606557	0.2997402783488255	1.4130161723525987
sim_113	0.0008844643915229184	1.0906588191539297	2.9355597221435246	2.4805905517353994	9.70352674173247	0.17506053063786364	0.18152398006930218	0.148747123234311	0.49466836605852316	1.229226705882852
sim_115	0.000854751836159281	0.6191592583484189	2.445105950704245	2.1112468328578218	0.515758288631069	0.16367250055644972	0.3637547643489544	0.3759577122998933	0.09661502279470273	1.4359636315946926
sim_116	0.001017888713010433	3.3989554276212037	2.0564867884937943	2.302153922058158	1.6776453812821586	0.2532889221945866	0.45301722798335553	0.005146101824904928	0.28854774799715305	1.1059890437430604
sim_117	0.0009487354987766278	0.45516934685050486	1.8105968204476486	2.0356210577772313	13.516886848118354	0.05445614339551119	0.08398380243537933	0.7320140107565534	0.12954604341255616	1.2359997902880897
sim_119	0.0010052203700379049	1.2464261892228152	2.279777443090866	2.4508794985756808	1.8339587353946882	0.11610837092628892	0.19553141213575354	0.09701470750587146	0.5913455094320861	1.1269969600375633
sim_120	0.0008681918330538335	0.6589050085421638	1.3857637589677134	1.6896882055089293	1.671026077255841	0.014021008554093495	0.49127280778108756	0.4757776642615985	0.018928519403220503	1.1445705401216355
sim_121	0.0009269622995157217	0.4095751311381794	1.9688231793120852	1.640113071277042	4.9727558806913095	0.07578230056177933	0.4177901604875977	0.1142304622962301	0.3921970766543928	1.280679025896754
sim_123	0.001123237753310238	0.1074347542451109	2.5681392175186	2.0521468206106412	0.6238709152996881	0.1920391787735791	0.4317051897605802	0.05718425970711846	0.31907137175872236	1.3624349207749198
sim_124	0.0011767810792072115	0.25041090869959703	3.447914862347894	2.0646077711803774	3.5466833354829093	0.2135554147068495	0.060383069338788994	0.6674608676527488	0.05860064830161268	1.4759501175344647
sim_125	0.0011348577768328723	0.20599905667591253	2.062608582656672	1.973294249555813	0.4732930918987249	0.5303108359843381	0.0006413832890525301	0.2119564319237643	0.25709134880284507	1.4679646926217562
sim_126	0.000873958474280362	0.05100578675583913	3.0060616151596706	1.949918048939656	0.9519521978240942	0.08510732516651281	0.04583822295766381	0.16412807294158752	0.7049263789342359	1.3498114423141712
sim_127	0.0010552365637616838	1.355882678164611	1.800171749373797	1.9869437669423717	0.5840369740704727	0.2471970356468679	0.2490607960384096	0.3831223391058078	0.12061982920891473	1.364148782565484
sim_129	0.0010765038633705586	0.30972679945622106	2.808630852734088	2.092364628561389	2.7672392922028894	0.01926170737558759	0.04031821994694736	0.11895807267129102	0.821462000006174	1.1663999084578127
sim_130	0.0009849813415658078	0.605332164770612	2.6147490728339156	3.054928528594816	0.48659244610431635	0.063495870795624	0.4505203282640487	0.41774293312681793	0.06824086781350934	1.0914197030004107
sim_131	0.0010196285308045224	1.1041884969557778	2.7858202601728888	2.059065112932811	2.311945522283618	0.04238823883570426	0.07514800492559533	0.6781354517551773	0.20432830448352307	1.2143244709856864
sim_132	0.0009582303700769703	1.2889140903818757	2.2095910058542803	1.2407857118299706	1.1415511135157523	0.06849260838875103	0.4418696194343932	0.08030351220348689	0.4093342599733688	1.885075475571964
sim_134	0.001187639171370238	0.7422067750283678	2.624780334609693	2.4744478253087956	11.918914156581948	0.00011531244617182751	0.037535923925792435	0.879213869216936	0.08313489441109967	1.225599686035344
sim_135	0.0011315413111188308	0.5532745544860835	2.772722201603887	1.9302212342658176	11.180871492824721	0.08208565041563035	0.18449304498530392	0.7306794295076494	0.002741875091416437	1.239704521521755
sim_136	0.0009401092539422542	0.27938323902044	1.821887880956262	2.090007982963354	3.106908237878492	0.11770723841177454	0.11711415538296914	0.027871350318609565	0.7373072558866467	1.1838434022014357
sim_137	0.0008933637980745954	0.19728591228211292	3.578034507512517	1.9178548494350225	1.665679821774933	0.3013251711952473	0.3188165708767152	0.23865609767052345	0.14120216025751414	1.2551955835650035
sim_138	0.0010567255407960756	1.1516506856854927	2.0205656782768173	2.0534756114325314	1.8187059702987045	0.27110205861589753	0.15360662149857476	0.028404026989149032	0.5468872928963787	1.2083979204255149
sim_139	0.0009684694905211026	0.5115526909260317	2.2043876351372758	1.7280043569640235	5.240217664085441	0.09497016337765254	0.4783544103968422	0.39214178651373527	0.03453363971176989	1.30365784628343
sim_140	0.0012131099358316992	2.3035086667545936	2.8249120713963856	1.9765706187731282	8.17880414882992	0.06996851618744399	0.6714400734056469	0.2419958368398239	0.01659557356708505	1.5566662852461646
sim_141	0.0009820535221151275	0.9184130936050634	2.250426765813909	1.9167757291084233	1.0162874554183838	0.1133119998658787	0.052815417596266775	0.7044546016952167	0.12941798084263798	1.3859554919032093
sim_142	0.0010079881471377582	1.410408020054023	1.7059196237645018	2.561903908744835	0.8318447493540783	0.02771341804300613	0.6552004083174229	0.03537913859675013	0.28170703504282085	1.1204725713264772
sim_143	0.0008789140998696417	0.08068091938349062	2.165830063162584	1.6378120454940663	15.304092897392202	0.2997911147454132	0.2315631873905583	0.10661986534061003	0.3620258325234184	1.256800915201346
sim_144	0.0010458891084506067	0.9127158766648918	3.2669351770660557	2.3873611420705343	6.3915248359999195	0.09647228883789785	0.018741921179534812	0.804772324364444	0.08001346561812323	1.2624387204876464
sim_145	0.0010608493886143807	0.5934045977333472	2.13559507199515	1.9183083122506626	3.503233214483906	0.029609884538140254	0.1723216522672063	0.5184019350941027	0.27966652810055065	1.5038443979184852
sim_146	0.001045039124814921	0.11775335573693653	2.3573299945792288	1.6541986948095126	0.10144039191898452	0.1415240615887958	0.10608001941229028	0.5025636553830107	0.2498322636159031	1.8349919077643337
sim_147	0.001040725764692231	0.5057129504590712	2.5584604727528966	2.041403656509989	17.43243609321656	0.06727709124491484	0.3554712119426827	0.21337851860396567	0.3638731782084369	1.3363734437858432
sim_148	0.0007941496710183108	0.7317430041650012	2.8001416085184356	1.779736315792788	7.610301363983477	0.1908010110356818	0.2992563287738864	0.11890096354633531	0.3910416966440965	1.7898060173097905
sim_149	0.0010358466698417374	0.8168296082029413	3.389784365288047	2.491145907023698	3.149163516977611	0.23479446044198773	0.15800596471785805	0.06512096181562722	0.542078613024527	1.2661165915175134
sim_150	0.0009053972350867113	2.91931906635815	2.100134273052828	1.7442793466274997	1.2279154832470576	0.047634366784472706	0.6632080256924495	0.157501418032304	0.131656189490774	1.4742024574560857
sim_152	0.0013642445339207576	0.41940143647668654	2.6225454543440256	1.8450739223796286	1.7389130274093827	0.7061899995433818	0.031019333660785874	0.21933296810365616	0.04345769869217621	1.5624941070022729
sim_153	0.0010474333128619698	0.7132317865041378	3.0085633702018835	1.807094093669182	23.160229616281093	0.06338729670853925	0.5391107163848633	0.07223509601023592	0.3252668908963614	1.6076461045194486
sim_154	0.0008656170724942175	3.1152497985757077	2.258167986779207	2.4917939730978897	16.88420371858977	0.1751792863924788	0.04593520377109441	0.7327808570817035	0.046104652754723294	1.6712329255539182
sim_155	0.0009470676385906835	0.5200890036500596	3.595293770759004	1.6168891768300508	32.471728868352564	0.24949844354619138	0.05690209256854891	0.11056126917342753	0.5830381947118323	1.6774270620409704
sim_156	0.0009660398373423053	0.06283258727939005	2.4818645455809385	2.258854690656829	3.2752323150338545	0.7443094447013928	0.06957874027989441	0.08024373942977112	0.10586807558894162	1.1674764453931554
sim_157	0.0010408369684935465	3.631242545180888	2.2707916766789715	1.9987970435978977	11.928937713074083	0.13875140989695686	0.03595400729022257	0.2941806781394039	0.5311139046734165	1.3218239620523662
sim_158	0.0010381932747134932	0.3839849439027008	2.26689942501223	1.8682371511309903	2.254389163951824	0.2385074951761728	0.025244807857316098	0.6476954783908399	0.08855221857567139	1.5762546462911766
sim_159	0.0010692776526553432	0.29463531911688917	3.1274500147526596	1.9743557832726655	4.48373806149847	0.016211409666378646	0.18832045885849522	0.751757890662921	0.04371024081220526	1.7499749538730411
sim_160	0.0010922119358564985	0.41218503717200944	2.9595887178591984	2.083530484114614	4.404532744804201	0.3453360752376747	0.03516537979878447	0.37547195768449804	0.24402658727904294	1.44345642797919
sim_162	0.0009596965597642416	0.9908158410510591	1.6721459615984617	2.0318876293982537	0.8848229817980411	0.16995884529563277	0.012104602516025539	0.6014424072378559	0.21649414495048588	1.226397888982662
sim_163	0.0008275731637989965	1.5582945368085392	2.8307983728710093	2.114745481612943	1.9281799098448873	0.010939252236585595	0.16179361082586413	0.1757480047597598	0.6515191321777904	1.3581898944751918
sim_164	0.0010016239878870954	0.9110250087751129	2.546142977914436	2.3440757513364274	3.9443660992601397	0.09289358774020325	0.16501358213886128	0.1515667077399557	0.5905261223809798	1.2072476184621932
sim_166	0.001002185036908423	2.496913289049049	1.9640433813479443	2.145765413036424	1.6960236673255127	0.4314996812250527	0.06873539840482788	0.045388614941981806	0.4543763054281376	1.2227961103943692
