replicate	tip_name	true_date	posterior_mean	hpd_lo	hpd_hi	normalized_rank
sim_000	TIP_180	2025.142466	2025.109975	2025.079961	2025.143775	0.945792
sim_000	TIP_246	2025.780822	2025.794781	2025.751175	2025.829627	0.320970
sim_000	TIP_100	2025.441096	2025.464337	2025.431466	2025.497360	0.131241
sim_000	TIP_429	2025.347945	2025.365461	2025.331017	2025.404329	0.229672
sim_000	TIP_218	2025.663014	2025.637616	2025.598670	2025.667983	0.952924
sim_000	TIP_372	2025.312329	2025.298086	2025.267933	2025.327607	0.753210
sim_000	TIP_122	2025.947945	2025.956370	2025.916608	2025.995130	0.383738
sim_000	TIP_338	2025.282192	2025.268328	2025.241605	2025.301860	0.813124
sim_000	TIP_226	2025.331507	2025.357707	2025.324727	2025.397700	0.071327
sim_000	TIP_331	2025.967123	2025.974638	2025.941215	2025.999610	0.316690
sim_000	TIP_320	2025.273973	2025.269973	2025.241605	2025.303830	0.649073
sim_000	TIP_327	2025.057534	2025.059745	2025.038846	2025.082632	0.433666
sim_000	TIP_321	2025.312329	2025.288264	2025.252485	2025.326457	0.853067
sim_000	TIP_334	2025.876712	2025.856228	2025.827956	2025.894451	0.835949
sim_000	TIP_034	2025.879452	2025.865068	2025.834296	2025.907399	0.747504
sim_000	TIP_435	2025.975342	2025.943172	2025.912778	2025.988761	0.887304
sim_000	TIP_032	2025.219178	2025.198955	2025.160233	2025.236766	0.807418
sim_000	TIP_014	2025.484932	2025.479623	2025.457924	2025.497360	0.614836
sim_000	TIP_304	2025.093151	2025.110897	2025.083621	2025.139286	0.122682
sim_000	TIP_144	2025.986301	2025.943911	2025.912058	2025.983131	0.970043
sim_000	TIP_021	2025.389041	2025.352669	2025.323847	2025.391350	0.940086
sim_000	TIP_042	2025.142466	2025.135512	2025.107299	2025.161084	0.631954
sim_000	TIP_208	2025.495890	2025.532346	2025.496330	2025.573033	0.012839
sim_000	TIP_441	2025.602740	2025.618419	2025.584111	2025.658014	0.245364
sim_000	TIP_058	2025.709589	2025.695455	2025.661713	2025.735826	0.750357
sim_000	TIP_167	2025.980822	2025.970393	2025.927397	2026.001470	0.601997
sim_000	TIP_016	2025.964384	2025.946471	2025.914588	2025.989361	0.801712
sim_000	TIP_311	2025.301370	2025.291297	2025.251565	2025.324717	0.634807
sim_000	TIP_323	2025.654795	2025.645988	2025.616878	2025.667933	0.654779
sim_000	TIP_288	2025.493151	2025.438543	2025.410638	2025.476282	0.998573
sim_000	TIP_307	2025.684932	2025.683926	2025.660783	2025.720117	0.617689
sim_000	TIP_116	2025.756164	2025.768193	2025.743085	2025.809548	0.342368
sim_000	TIP_278	2025.232877	2025.211032	2025.171223	2025.247875	0.788873
sim_000	TIP_491	2025.216438	2025.208226	2025.179502	2025.240586	0.707561
sim_000	TIP_108	2025.002740	2025.054367	2025.014958	2025.085472	0.007133
sim_000	TIP_330	2025.638356	2025.635529	2025.603229	2025.665473	0.519258
sim_000	TIP_201	2025.101370	2025.118526	2025.087231	2025.157634	0.238231
sim_000	TIP_292	2025.687671	2025.689671	2025.660833	2025.731937	0.559201
sim_000	TIP_138	2025.638356	2025.631934	2025.588561	2025.665363	0.563481
sim_000	TIP_115	2025.953425	2025.941296	2025.910098	2025.984862	0.724679
sim_000	TIP_229	2025.356164	2025.352376	2025.323797	2025.384181	0.624822
sim_000	TIP_147	2025.824658	2025.814299	2025.781202	2025.835107	0.701854
sim_000	TIP_391	2025.263014	2025.275711	2025.244285	2025.314559	0.318117
sim_000	TIP_423	2025.917808	2025.950723	2025.912718	2025.991271	0.047076
sim_000	TIP_354	2025.923288	2025.950520	2025.912778	2025.992290	0.144080
sim_000	TIP_303	2025.808219	2025.803583	2025.768493	2025.832327	0.546362
sim_000	TIP_353	2025.213699	2025.208222	2025.180432	2025.245136	0.637660
sim_000	TIP_056	2025.898630	2025.862297	2025.830586	2025.904729	0.924394
sim_000	TIP_200	2025.021918	2025.018294	2024.995030	2025.052604	0.670471
sim_000	TIP_352	2025.967123	2025.948413	2025.912828	2025.993201	0.746077
sim_000	TIP_020	2025.013699	2025.012626	2024.995030	2025.039776	0.641940
sim_000	TIP_493	2025.361644	2025.355593	2025.323907	2025.389521	0.669044
sim_000	TIP_212	2025.328767	2025.354952	2025.326417	2025.397929	0.039943
sim_000	TIP_019	2025.284932	2025.277180	2025.255174	2025.307518	0.758916
sim_000	TIP_299	2025.200000	2025.190806	2025.156674	2025.227017	0.703281
sim_000	TIP_379	2025.956164	2025.976264	2025.947445	2026.002180	0.114123
sim_000	TIP_279	2025.616438	2025.630030	2025.588721	2025.665253	0.285307
sim_000	TIP_385	2025.087671	2025.098981	2025.079961	2025.122807	0.171184
sim_000	TIP_466	2025.443836	2025.460453	2025.415888	2025.492531	0.243937
sim_000	TIP_378	2025.726027	2025.712152	2025.674522	2025.749195	0.679030
sim_000	TIP_459	2025.523288	2025.538677	2025.501750	2025.578672	0.281027
sim_000	TIP_077	2025.849315	2025.866835	2025.833386	2025.907339	0.228245
sim_000	TIP_297	2025.942466	2025.963347	2025.922898	2025.997590	0.199715
sim_000	TIP_377	2025.616438	2025.617574	2025.582151	2025.652545	0.477889
sim_000	TIP_348	2025.372603	2025.356812	2025.324667	2025.397700	0.780314
sim_000	TIP_387	2025.605479	2025.620857	2025.583941	2025.662573	0.293866
sim_000	TIP_221	2025.295890	2025.307778	2025.277102	2025.330997	0.203994
sim_000	TIP_438	2025.358904	2025.357390	2025.327397	2025.390621	0.583452
sim_000	TIP_084	2025.342466	2025.340862	2025.324617	2025.372263	0.683310
sim_000	TIP_460	2025.846575	2025.853558	2025.828776	2025.891900	0.427960
sim_000	TIP_159	2025.745205	2025.723544	2025.691790	2025.749415	0.950071
sim_000	TIP_065	2025.276712	2025.271068	2025.244285	2025.303629	0.670471
sim_000	TIP_070	2025.063014	2025.064013	2025.038865	2025.087162	0.420827
sim_000	TIP_475	2025.747945	2025.770722	2025.743025	2025.812259	0.064194
sim_000	TIP_192	2025.920548	2025.947807	2025.912828	2025.992271	0.136947
sim_001	TIP_190	2025.076712	2025.067616	2025.043395	2025.087161	0.730385
sim_001	TIP_293	2025.112329	2025.129836	2025.089930	2025.161034	0.258203
sim_001	TIP_210	2025.334247	2025.347423	2025.324397	2025.386031	0.248217
sim_001	TIP_037	2025.276712	2025.260221	2025.241655	2025.287080	0.860200
sim_001	TIP_419	2025.876712	2025.885156	2025.847885	2025.917248	0.293866
sim_001	TIP_028	2025.117808	2025.121757	2025.099629	2025.153154	0.407989
sim_001	TIP_498	2025.230137	2025.225496	2025.198699	2025.245955	0.576320
sim_001	TIP_219	2025.320548	2025.293254	2025.257924	2025.329637	0.915835
sim_001	TIP_068	2025.205479	2025.200252	2025.165703	2025.233156	0.611983
sim_001	TIP_226	2025.816438	2025.771600	2025.746424	2025.808429	0.972896
sim_001	TIP_490	2025.356164	2025.356225	2025.324287	2025.395000	0.544936
sim_001	TIP_029	2025.515068	2025.524810	2025.491520	2025.564013	0.376605
sim_001	TIP_102	2025.032877	2025.041465	2025.015058	2025.076272	0.292439
sim_001	TIP_236	2025.419178	2025.451177	2025.412228	2025.489050	0.087019
sim_001	TIP_286	2025.000000	2025.019977	2024.995739	2025.056943	0.058488
sim_001	TIP_238	2025.936986	2025.948279	2025.911628	2025.989261	0.405136
sim_001	TIP_006	2025.079452	2025.040699	2025.003770	2025.079012	0.970043
sim_001	TIP_156	2025.268493	2025.287829	2025.246095	2025.324657	0.213980
sim_001	TIP_283	2025.408219	2025.403152	2025.384541	2025.415928	0.643367
sim_001	TIP_076	2025.419178	2025.432202	2025.409268	2025.467073	0.218260
sim_001	TIP_234	2025.926027	2025.940775	2025.912718	2025.986681	0.312411
sim_001	TIP_218	2025.942466	2025.960004	2025.919897	2025.998630	0.262482
sim_001	TIP_456	2025.150685	2025.117130	2025.085091	2025.154834	0.935806
sim_001	TIP_162	2025.101370	2025.112166	2025.082311	2025.148105	0.345221
sim_001	TIP_335	2025.030137	2025.039757	2024.999449	2025.081481	0.385164
sim_001	TIP_301	2025.912329	2025.880857	2025.840326	2025.914409	0.965763
sim_001	TIP_116	2025.794521	2025.787898	2025.748215	2025.826256	0.586305
sim_001	TIP_189	2025.638356	2025.624147	2025.585491	2025.662394	0.717546
sim_001	TIP_201	2025.813699	2025.786944	2025.747395	2025.825986	0.847361
sim_001	TIP_388	2025.506849	2025.518416	2025.493270	2025.551944	0.281027
sim_001	TIP_040	2025.852055	2025.883718	2025.842145	2025.916258	0.119829
sim_001	TIP_460	2025.643836	2025.600838	2025.576501	2025.637986	0.970043
sim_001	TIP_252	2025.452055	2025.443763	2025.411898	2025.488921	0.671897
sim_001	TIP_478	2025.394521	2025.371963	2025.340985	2025.407898	0.887304
sim_001	TIP_015	2025.175342	2025.201397	2025.161103	2025.241485	0.141227
sim_001	TIP_023	2025.917808	2025.942499	2025.912668	2025.990231	0.092725
sim_001	TIP_135	2025.356164	2025.381824	2025.340156	2025.413139	0.135521
sim_001	TIP_050	2025.989041	2025.957686	2025.917858	2025.999390	0.873039
sim_001	TIP_303	2025.317808	2025.304420	2025.269932	2025.330887	0.728959
sim_001	TIP_465	2025.863014	2025.878965	2025.837055	2025.912599	0.246790
sim_001	TIP_229	2025.279452	2025.276272	2025.244945	2025.317428	0.600571
sim_001	TIP_136	2025.698630	2025.697459	2025.662643	2025.738305	0.544936
sim_001	TIP_215	2025.854795	2025.880755	2025.845705	2025.916099	0.115549
sim_001	TIP_457	2025.550685	2025.518982	2025.491570	2025.559293	0.907275
sim_001	TIP_262	2025.923288	2025.951488	2025.915288	2025.997530	0.148359
sim_001	TIP_290	2025.241096	2025.210511	2025.173442	2025.246016	0.950071
sim_001	TIP_402	2025.720548	2025.724571	2025.696320	2025.748705	0.342368
sim_001	TIP_221	2025.654795	2025.623057	2025.584401	2025.663503	0.898716
sim_001	TIP_356	2025.298630	2025.279813	2025.245865	2025.320277	0.780314
sim_001	TIP_160	2025.978082	2025.951132	2025.913488	2025.992110	0.831669
sim_001	TIP_093	2025.578082	2025.549639	2025.510808	2025.581142	0.965763
sim_001	TIP_013	2025.904110	2025.860811	2025.830306	2025.902739	0.962910
sim_001	TIP_462	2025.024658	2025.030709	2024.999079	2025.066413	0.409415
sim_001	TIP_344	2025.449315	2025.471919	2025.444045	2025.497960	0.089872
sim_001	TIP_106	2025.742466	2025.702356	2025.667733	2025.744046	0.964337
sim_001	TIP_276	2025.915068	2025.938039	2025.910098	2025.981371	0.074180
sim_001	TIP_000	2025.849315	2025.854859	2025.827906	2025.892641	0.489301
sim_001	TIP_063	2025.873973	2025.876573	2025.838585	2025.912278	0.447932
sim_001	TIP_140	2025.378082	2025.365773	2025.328987	2025.402130	0.721826
