replicate	mu	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_017	0.38088445078459343	0.5763195435092725	0.6533523537803139	0.6761768901569187	0.19258202567760344	0.05848787446504993	0.985734664764622	0.1340941512125535	0.9029957203994294
sim_018	0.6804564907275321	0.25677603423680456	0.7517831669044223	0.738944365192582	0.5763195435092725	0.7203994293865906	0.19686162624821682	0.5663338088445078	0.03138373751783167
sim_019	0.884450784593438	0.7503566333808844	0.5620542082738944	0.4122681883024251	0.06847360912981455	0.7617689015691869	0.717546362339515	0.8573466476462197	0.15691868758915833
sim_020	0.7817403708987162	0.8716119828815977	0.9315263908701854	0.3223965763195435	0.6019971469329529	0.3309557774607703	0.9700427960057061	0.12696148359486448	0.28815977175463625
sim_021	0.03851640513552068	0.7788873038516405	0.6604850213980028	0.5106990014265336	0.8887303851640513	0.8758915834522111	0.550641940085592	0.005706134094151213	0.3281027104136947
sim_022	0.746077032810271	0.30099857346647646	0.20114122681883023	0.6633380884450785	0.8416547788873039	0.7546362339514978	0.06276747503566334	0.47075606276747506	0.9315263908701854
sim_023	0.8930099857346647	0.6918687589158345	0.8131241084165478	0.4165477888730385	0.20827389443651925	0.9400855920114123	0.9115549215406562	0.2796005706134094	0.07845934379457917
sim_024	0.6134094151212554	0.9229671897289586	0.6547788873038516	0.818830242510699	0.09843081312410841	0.8758915834522111	0.5777460770328102	0.32667617689015693	0.8202567760342369
sim_025	0.007132667617689016	0.992867332382311	0.3252496433666191	0.3780313837375178	0.2225392296718973	0.8216833095577746	0.463623395149786	0.11126961483594865	0.9985734664764622
sim_026	0.8359486447931527	0.2296718972895863	0.14693295292439373	0.8031383737517832	0.6462196861626248	0.2524964336661912	0.724679029957204	0.17118402282453637	0.4536376604850214
sim_027	0.47503566333808844	0.514978601997147	0.8302425106990015	0.7546362339514978	0.9557774607703281	0.04850213980028531	0.012838801711840228	0.7703281027104137	0.5106990014265336
sim_028	0.2239657631954351	0.5848787446504993	0.3566333808844508	0.8302425106990015	0.11126961483594865	0.6604850213980028	0.2810271041369472	0.7902995720399429	0.7503566333808844
sim_029	0.3238231098430813	0.6219686162624821	0.5848787446504993	0.19828815977175462	0.7988587731811697	0.06990014265335236	0.7346647646219686	0.8159771754636234	0.2867332382310984
sim_030	0.746077032810271	0.2781740370898716	0.21255349500713266	0.9215406562054208	0.39657631954350925	0.9757489300998573	0.039942938659058486	0.7146932952924394	0.884450784593438
sim_032	0.28530670470756064	0.44650499286733236	0.18544935805991442	0.39942938659058486	0.14122681883024252	0.8288159771754636	0.3223965763195435	0.7803138373751783	0.019971469329529243
sim_033	0.8758915834522111	0.011412268188302425	0.23680456490727533	0.05991440798858773	0.703281027104137	0.6847360912981455	0.6975748930099858	0.06990014265335236	0.6019971469329529
sim_035	0.5263908701854494	0.2653352353780314	0.2396576319543509	0.3780313837375178	0.06990014265335236	0.7189728958630528	0.12838801711840228	0.9087018544935807	0.23109843081312412
sim_036	0.26676176890156916	0.9500713266761769	0.8302425106990015	0.4008559201141227	0.014265335235378032	0.6576319543509273	0.463623395149786	0.9358059914407989	0.6219686162624821
sim_037	0.7860199714693296	0.26961483594864477	0.46504992867332384	0.25677603423680456	0.7560627674750356	0.5805991440798859	0.23252496433666192	0.3095577746077033	0.039942938659058486
sim_038	0.9315263908701854	0.3024251069900143	0.19115549215406563	0.40228245363766046	0.5634807417974322	0.7232524964336662	0.07560627674750357	0.6319543509272468	0.15263908701854492
sim_039	0.6148359486447932	0.3980028530670471	0.39372325249643364	0.9243937232524965	0.43509272467902993	0.7703281027104137	0.275320970042796	0.39229671897289586	0.48502139800285304
sim_040	0.12838801711840228	0.4222539229671897	0.21398002853067047	0.20399429386590584	0.25106990014265335	0.017118402282453638	0.9215406562054208	0.760342368045649	0.8273894436519258
sim_041	0.11697574893009986	0.3466476462196862	0.23395149786019973	0.289586305278174	0.746077032810271	0.4864479315263909	0.5463623395149786	0.07845934379457917	0.637660485021398
sim_042	0.8601997146932953	0.4136947218259629	0.5962910128388017	0.15263908701854492	0.579172610556348	0.7047075606276747	0.8644793152639088	0.06990014265335236	0.07703281027104136
sim_043	0.9714693295292439	0.34950071326676174	0.8459343794579173	0.7360912981455064	0.9172610556348074	0.978601997146933	0.0014265335235378032	0.7261055634807418	0.7104136947218259
sim_044	0.442225392296719	0.9600570613409415	0.8616262482168331	0.6019971469329529	0.8088445078459344	0.41512125534950073	0.018544935805991442	0.9315263908701854	0.4992867332382311
sim_045	0.9942938659058488	0.760342368045649	0.9828815977175464	0.8502139800285307	0.5106990014265336	0.5920114122681883	0.4450784593437946	0.4978601997146933	0.0014265335235378032
sim_046	0.0442225392296719	0.6633380884450785	0.7218259629101283	0.1355206847360913	0.6975748930099858	0.05991440798858773	0.7432239657631954	0.7674750356633381	0.1768901569186876
sim_047	0.4037089871611983	0.6704707560627675	0.5805991440798859	0.463623395149786	0.42796005706134094	0.9957203994293866	0.666191155492154	0.021398002853067047	0.7475035663338089
sim_049	0.6776034236804565	0.5549215406562055	0.6219686162624821	0.8202567760342369	0.20542082738944364	0.9429386590584878	0.0884450784593438	0.7831669044222539	0.14978601997146934
sim_050	0.0456490727532097	0.037089871611982884	0.04992867332382311	0.44935805991440797	0.029957203994293864	0.6590584878744651	0.5135520684736091	0.9300998573466477	0.8944365192582026
sim_051	0.3680456490727532	0.6890156918687589	0.5962910128388017	0.7132667617689016	0.6947218259629101	0.8487874465049928	0.09415121255349501	0.37660485021398005	0.29243937232524964
sim_052	0.25106990014265335	0.5049928673323824	0.6562054208273894	0.8373751783166904	0.7261055634807418	0.10556348074179743	0.15691868758915833	0.9686162624821684	0.47075606276747506
sim_053	0.6776034236804565	0.14407988587731813	0.362339514978602	0.7646219686162625	0.12696148359486448	0.2838801711840228	0.9087018544935807	0.3780313837375178	0.4964336661911555
sim_054	0.6105563480741797	0.46790299572039945	0.5748930099857347	0.1326676176890157	0.29386590584878747	0.833095577746077	0.8245363766048502	0.37945791726105566	0.9400855920114123
sim_055	0.39657631954350925	0.884450784593438	0.891583452211127	0.8801711840228246	0.06134094151212553	0.07988587731811697	0.24108416547788872	0.985734664764622	0.8102710413694721
sim_056	0.5606276747503567	0.609129814550642	0.37089871611982883	0.5891583452211127	0.8887303851640513	0.06562054208273894	0.7161198288159771	0.7475035663338089	0.5649072753209701
sim_057	0.20684736091298145	0.8758915834522111	0.9572039942938659	0.8730385164051355	0.0898716119828816	0.37945791726105566	0.3437945791726106	0.9586305278174037	0.5606276747503567
sim_058	0.6562054208273894	0.7303851640513552	0.48787446504992865	0.8573466476462197	0.37660485021398005	0.5106990014265336	0.11269614835948645	0.8716119828815977	0.09700427960057062
sim_059	0.3152639087018545	0.3209700427960057	0.4978601997146933	0.8815977175463623	0.28245363766048504	0.644793152639087	0.37089871611982883	0.8573466476462197	0.6176890156918687
sim_060	0.5206847360912982	0.7888730385164051	0.6390870185449358	0.9072753209700428	0.6576319543509273	0.9386590584878745	0.08701854493580599	0.20684736091298145	0.21540656205420827
sim_061	0.38944365192582026	0.9500713266761769	0.7617689015691869	0.15263908701854492	0.7532097004279601	0.7803138373751783	0.48787446504992865	0.18687589158345222	0.47360912981455067
sim_062	0.7446504992867332	0.5106990014265336	0.09557774607703282	0.8901569186875892	0.4992867332382311	0.3908701854493581	0.4037089871611983	0.9072753209700428	0.21825962910128388
sim_063	0.4479315263908702	0.43651925820256776	0.06562054208273894	0.4550641940085592	0.6733238231098431	0.5991440798858774	0.23537803138373753	0.514978601997147	0.5934379457917262
sim_064	0.0456490727532097	0.15691868758915833	0.28530670470756064	0.992867332382311	0.0014265335235378032	0.9971469329529244	0.6390870185449358	0.11982881597717546	0.23823109843081314
sim_065	0.7717546362339515	0.8972895863052782	0.9144079885877318	0.3751783166904422	0.1398002853067047	0.28530670470756064	0.6990014265335235	0.6562054208273894	0.011412268188302425
sim_066	0.6833095577746077	0.5463623395149786	0.630527817403709	0.5877318116975749	0.7446504992867332	0.9229671897289586	0.17261055634807418	0.550641940085592	0.8830242510699001
sim_067	0.23109843081312412	0.6134094151212554	0.19115549215406563	0.6162624821683309	0.7489300998573466	0.42368045649072755	0.5007132667617689	0.23109843081312412	0.9828815977175464
sim_068	0.369472182596291	0.7275320970042796	0.6319543509272468	0.9229671897289586	0.8758915834522111	0.23680456490727533	0.8430813124108416	0.34236804564907275	0.37660485021398005
sim_069	0.7717546362339515	0.48787446504992865	0.6348074179743224	0.5820256776034237	0.28530670470756064	0.33238231098430815	0.6119828815977175	0.7917261055634808	0.6718972895863052
sim_070	0.5477888730385164	0.1326676176890157	0.23537803138373753	0.5991440798858774	0.40228245363766046	0.5691868758915835	0.4992867332382311	0.5492154065620543	0.16119828815977175
sim_071	0.4536376604850214	0.7061340941512125	0.7746077032810271	0.15406562054208273	0.9215406562054208	0.26105563480741795	0.2211126961483595	0.3024251069900143	0.1768901569186876
sim_072	0.7746077032810271	0.005706134094151213	0.10128388017118402	0.666191155492154	0.6947218259629101	0.8616262482168331	0.2253922967189729	0.2624821683309558	0.1355206847360913
sim_073	0.7346647646219686	0.14978601997146934	0.039942938659058486	0.25392296718972895	0.7089871611982882	0.06847360912981455	0.651925820256776	0.6947218259629101	0.5663338088445078
sim_074	0.6947218259629101	0.6390870185449358	0.4964336661911555	0.7703281027104137	0.9315263908701854	0.30527817403708984	0.14835948644793154	0.23823109843081314	0.854493580599144
sim_075	0.6804564907275321	0.7104136947218259	0.703281027104137	0.6676176890156919	0.3880171184022825	0.4978601997146933	0.5691868758915835	0.4893009985734665	0.0442225392296719
sim_076	0.9072753209700428	0.9657631954350927	0.9757489300998573	0.8830242510699001	0.23823109843081314	0.7446504992867332	0.7774607703281027	0.26390870185449355	0.0028530670470756064
sim_077	0.37945791726105566	0.30385164051355207	0.6134094151212554	0.8815977175463623	0.6790299572039943	0.8216833095577746	0.6918687589158345	0.017118402282453638	0.30813124108416545
sim_079	0.33666191155492153	0.7018544935805991	0.7332382310984308	0.9001426533523538	0.2724679029957204	0.5078459343794579	0.42796005706134094	0.7917261055634808	0.8773181169757489
sim_080	0.7403708987161198	0.028530670470756064	0.018544935805991442	0.8687589158345221	0.0456490727532097	0.7731811697574893	0.833095577746077	0.5206847360912982	0.46504992867332384
sim_081	0.5292439372325249	0.005706134094151213	0.028530670470756064	0.7646219686162625	0.442225392296719	0.4921540656205421	0.43081312410841655	0.5834522111269614	0.9643366619115549
sim_082	0.5092724679029957	0.8430813124108416	0.8074179743223966	0.7631954350927247	0.21255349500713266	0.5192582025677603	0.9386590584878745	0.19971469329529243	0.7346647646219686
sim_083	0.8787446504992867	0.5449358059914408	0.5021398002853067	0.5649072753209701	0.9472182596291013	0.33238231098430815	0.5135520684736091	0.10271041369472182	0.06276747503566334
sim_084	0.3466476462196862	0.5763195435092725	0.6405135520684736	0.48216833095577744	0.21112696148359486	0.31383737517831667	0.68188302425107	0.8045649072753209	0.8316690442225392
sim_085	0.5092724679029957	0.9215406562054208	0.8773181169757489	0.2268188302425107	0.9087018544935807	0.23252496433666192	0.7689015691868759	0.29529243937232524	0.3609129814550642
sim_086	0.15121255349500715	0.2724679029957204	0.11840228245363767	0.7275320970042796	0.20114122681883023	0.3980028530670471	0.8159771754636234	0.5834522111269614	0.7104136947218259
sim_087	0.609129814550642	0.17261055634807418	0.15406562054208273	0.6205420827389444	0.9115549215406562	0.6148359486447932	0.5135520684736091	0.08701854493580599	0.08416547788873038
sim_088	0.41797432239657634	0.3780313837375178	0.48359486447931527	0.8972895863052782	0.21825962910128388	0.8744650499286734	0.03851640513552068	0.9843081312410842	0.47218259629101283
sim_089	0.7218259629101283	0.514978601997147	0.8559201141226819	0.5035663338088445	0.6790299572039943	0.2239657631954351	0.7261055634807418	0.3537803138373752	0.029957203994293864
sim_090	0.8345221112696148	0.9158345221112696	0.9158345221112696	0.03566333808844508	0.4579172610556348	0.05848787446504993	0.16119828815977175	0.9657631954350927	0.3537803138373752
sim_091	0.6847360912981455	0.9957203994293866	0.9971469329529244	0.11982881597717546	0.07703281027104136	0.5049928673323824	0.5863052781740371	0.5734664764621968	0.09557774607703282
sim_092	0.3466476462196862	0.05706134094151213	0.24251069900142652	0.5620542082738944	0.3680456490727532	0.6833095577746077	0.9843081312410842	0.007132667617689016	0.7232524964336662
sim_093	0.1326676176890157	0.1783166904422254	0.2624821683309558	0.4893009985734665	0.06134094151212553	0.18830242510699002	0.978601997146933	0.5734664764621968	0.5834522111269614
sim_094	0.16262482168330955	0.8445078459343794	0.5078459343794579	0.19258202567760344	0.29386590584878747	0.14407988587731813	0.9415121255349501	0.2967189728958631	0.8045649072753209
sim_095	0.047075606276747506	0.25106990014265335	0.4550641940085592	0.6291012838801712	0.3223965763195435	0.17261055634807418	0.5534950071326676	0.8644793152639088	0.6062767475035663
sim_096	0.10556348074179743	0.11697574893009986	0.18544935805991442	0.9700427960057061	0.340941512125535	0.44650499286733236	0.7888730385164051	0.3067047075606277	0.9029957203994294
sim_097	0.6105563480741797	0.3780313837375178	0.33666191155492153	0.23680456490727533	0.08559201141226819	0.369472182596291	0.9186875891583453	0.18687589158345222	0.5406562054208274
sim_098	0.609129814550642	0.4964336661911555	0.6576319543509273	0.5206847360912982	0.24251069900142652	0.11412268188302425	0.985734664764622	0.10556348074179743	0.4921540656205421
sim_099	0.6890156918687589	0.48359486447931527	0.5991440798858774	0.09843081312410841	0.9871611982881597	0.5135520684736091	0.7403708987161198	0.005706134094151213	0.5035663338088445
sim_100	0.38944365192582026	0.4579172610556348	0.4136947218259629	0.6875891583452212	0.7375178316690443	0.10699001426533523	0.3124108416547789	0.5905848787446505	0.7546362339514978
sim_101	0.7803138373751783	0.9286733238231099	0.9714693295292439	0.9415121255349501	0.10128388017118402	0.31098430813124106	0.81169757489301	0.776034236804565	0.3095577746077033
sim_102	0.9158345221112696	0.7574893009985735	0.7717546362339515	0.5221112696148359	0.8801711840228246	0.6191155492154066	0.12125534950071326	0.43509272467902993	0.16975748930099857
sim_103	0.11126961483594865	0.43794579172610554	0.2796005706134094	0.3637660485021398	0.4921540656205421	0.5777460770328102	0.8402282453637661	0.3067047075606277	0.37089871611982883
sim_104	0.43366619115549215	0.07275320970042796	0.008559201141226819	0.340941512125535	0.2296718972895863	0.8616262482168331	0.14978601997146934	0.7232524964336662	0.7917261055634808
sim_105	0.1840228245363766	0.44079885877318115	0.12125534950071326	0.5106990014265336	0.7517831669044223	0.543509272467903	0.19686162624821682	0.5805991440798859	0.24821683309557774
sim_106	0.24536376604850213	0.5677603423680456	0.7189728958630528	0.25962910128388017	0.4978601997146933	0.9600570613409415	0.017118402282453638	0.651925820256776	0.2225392296718973
sim_107	0.9044222539229672	0.32667617689015693	0.6747503566333809	0.32667617689015693	0.6348074179743224	0.6276747503566333	0.4051355206847361	0.0884450784593438	0.14122681883024252
sim_108	0.47360912981455067	0.6490727532097005	0.5977175463623395	0.4194008559201141	0.5278174037089871	0.24251069900142652	0.1312410841654779	0.8430813124108416	0.6604850213980028
sim_109	0.7717546362339515	0.5221112696148359	0.8145506419400856	0.38516405135520687	0.5335235378031383	0.5420827389443652	0.6148359486447932	0.26676176890156916	0.30527817403708984
sim_110	0.28815977175463625	0.3252496433666191	0.38516405135520687	0.6205420827389444	0.9429386590584878	0.2995720399429387	0.20114122681883023	0.24393723252496433	0.7261055634807418
sim_111	0.5406562054208274	0.39372325249643364	0.25677603423680456	0.463623395149786	0.7817403708987162	0.40228245363766046	0.2253922967189729	0.7417974322396577	0.37945791726105566
sim_112	0.550641940085592	0.5221112696148359	0.33808844507845937	0.19400855920114124	0.11982881597717546	0.8858773181169758	0.20542082738944364	0.6476462196861626	0.3651925820256776
sim_113	0.9101283880171184	0.2553495007132668	0.536376604850214	0.7774607703281027	0.8573466476462197	0.340941512125535	0.3680456490727532	0.2796005706134094	0.5962910128388017
sim_114	0.39229671897289586	0.2767475035663338	0.11840228245363767	0.9400855920114123	0.9343794579172611	0.514978601997147	0.02710413694721826	0.5164051355206848	0.3195435092724679
sim_115	0.25962910128388017	0.35805991440798857	0.5278174037089871	0.4664764621968616	0.43366619115549215	0.24536376604850213	0.8559201141226819	0.4764621968616263	0.7303851640513552
sim_116	0.9115549215406562	0.39942938659058486	0.5320970042796006	0.30385164051355207	0.8216833095577746	0.3238231098430813	0.4793152639087018	0.44650499286733236	0.1369472182596291
sim_117	0.16119828815977175	0.5249643366619116	0.3594864479315264	0.48502139800285304	0.02710413694721826	0.10984308131241084	0.9971469329529244	0.7917261055634808	0.7988587731811697
sim_118	0.5192582025677603	0.35520684736091296	0.16262482168330955	0.905848787446505	0.5934379457917262	0.9957203994293866	0.7646219686162625	0.0014265335235378032	0.9044222539229672
sim_119	0.05563480741797432	0.10271041369472182	0.10841654778887304	0.3238231098430813	0.6975748930099858	0.4051355206847361	0.6576319543509273	0.3024251069900143	0.8972895863052782
sim_120	0.181169757489301	0.6619115549215406	0.5991440798858774	0.8673323823109843	0.12981455064194009	0.2810271041369472	0.9957203994293866	0.019971469329529243	0.2995720399429387
sim_121	0.44935805991440797	0.4479315263908702	0.34236804564907275	0.42653352353780316	0.29243937232524964	0.3152639087018545	0.4136947218259629	0.948644793152639	0.4079885877318117
sim_122	0.07988587731811697	0.35805991440798857	0.1768901569186876	0.0898716119828816	0.43366619115549215	0.15406562054208273	0.9728958630527818	0.024251069900142655	0.8787446504992867
sim_123	0.6405135520684736	0.5106990014265336	0.514978601997147	0.609129814550642	0.4479315263908702	0.9443651925820257	0.7703281027104137	0.014265335235378032	0.42796005706134094
sim_124	0.0028530670470756064	0.927246790299572	0.7146932952924394	0.9557774607703281	0.579172610556348	0.5349500713266762	0.289586305278174	0.4992867332382311	0.9714693295292439
sim_126	0.5378031383737518	0.6390870185449358	0.3209700427960057	0.5135520684736091	0.703281027104137	0.0028530670470756064	0.9843081312410842	0.8930099857346647	0.6747503566333809
sim_127	0.1825962910128388	0.8459343794579173	0.797432239657632	0.3067047075606277	0.920114122681883	0.024251069900142655	0.6433666191155493	0.6747503566333809	0.7731811697574893
sim_128	0.39372325249643364	0.9514978601997147	0.9343794579172611	0.14693295292439373	0.33808844507845937	0.08273894436519258	0.9400855920114123	0.5962910128388017	0.09272467902995721
sim_129	0.9529243937232525	0.2396576319543509	0.6590584878744651	0.5891583452211127	0.7560627674750356	0.18687589158345222	0.7703281027104137	0.2396576319543509	0.23823109843081314
sim_130	0.9144079885877318	0.7631954350927247	0.6077032810271041	0.6077032810271041	0.9101283880171184	0.20684736091298145	0.5206847360912982	0.3651925820256776	0.33523537803138376
sim_131	0.8873038516405135	0.38088445078459343	0.6291012838801712	0.11697574893009986	0.6990014265335235	0.5035663338088445	0.38516405135520687	0.4693295292439372	0.29101283880171186
sim_132	0.028530670470756064	0.6504992867332382	0.6419400855920114	0.7874465049928673	0.5777460770328102	0.19686162624821682	0.6362339514978602	0.7189728958630528	0.8316690442225392
sim_133	0.07988587731811697	0.5449358059914408	0.39514978601997147	0.18687589158345222	0.05420827389443652	0.9572039942938659	0.15263908701854492	0.7874465049928673	0.7332382310984308
sim_134	0.3223965763195435	0.11697574893009986	0.26961483594864477	0.7360912981455064	0.7261055634807418	0.4522111269614836	0.7817403708987162	0.007132667617689016	0.14835948644793154
sim_135	0.14835948644793154	0.1369472182596291	0.05420827389443652	0.8559201141226819	0.6362339514978602	0.4051355206847361	0.6790299572039943	0.3309557774607703	0.9985734664764622
sim_136	0.24964336661911554	0.4051355206847361	0.5135520684736091	0.9557774607703281	0.6547788873038516	0.8174037089871612	0.4065620542082739	0.31383737517831667	0.5049928673323824
sim_137	0.81169757489301	0.5206847360912982	0.8074179743223966	0.8687589158345221	0.48787446504992865	0.7731811697574893	0.2710413694721826	0.2867332382310984	0.07703281027104136
sim_138	0.8659058487874465	0.6932952924393724	0.7517831669044223	0.4122681883024251	0.1369472182596291	0.7931526390870185	0.5221112696148359	0.6690442225392297	0.7902995720399429
sim_139	0.4764621968616263	0.4921540656205421	0.16405135520684735	0.44365192582025675	0.7275320970042796	0.012838801711840228	0.3466476462196862	0.9614835948644793	0.9614835948644793
sim_140	0.5192582025677603	0.9700427960057061	0.978601997146933	0.39372325249643364	0.8601997146932953	0.4921540656205421	0.5520684736091298	0.07560627674750357	0.11840228245363767
sim_141	0.992867332382311	0.42082738944365194	0.15121255349500715	0.9472182596291013	0.9101283880171184	0.7332382310984308	0.11554921540656206	0.39942938659058486	0.04850213980028531
sim_142	0.5549215406562055	0.6562054208273894	0.28245363766048504	0.2710413694721826	0.03281027104136947	0.8216833095577746	0.9871611982881597	0.16547788873038516	0.6990014265335235
sim_143	0.8216833095577746	0.38659058487874465	0.630527817403709	0.29386590584878747	0.543509272467903	1.0	0.1840228245363766	0.2553495007132668	0.25677603423680456
sim_144	0.1783166904422254	0.09415121255349501	0.17403708987161198	0.5263908701854494	0.7489300998573466	0.4950071326676177	0.017118402282453638	0.9914407988587732	0.1840228245363766
sim_145	0.09700427960057062	0.047075606276747506	0.06562054208273894	0.9957203994293866	0.7917261055634808	0.2810271041369472	0.4507845934379458	0.5206847360912982	0.7104136947218259
sim_146	0.8930099857346647	0.07560627674750357	0.30527817403708984	0.5007132667617689	0.23680456490727533	0.8074179743223966	0.4479315263908702	0.43081312410841655	0.6276747503566333
sim_147	0.8630527817403709	0.15263908701854492	0.43651925820256776	0.5106990014265336	0.8616262482168331	0.09700427960057062	0.7631954350927247	0.29529243937232524	0.44650499286733236
sim_148	0.5777460770328102	0.7446504992867332	0.8174037089871612	0.025677603423680456	0.6790299572039943	0.16975748930099857	0.6647646219686163	0.48787446504992865	0.37375178316690444
sim_149	0.38231098430813126	0.8059914407988588	0.8145506419400856	0.7803138373751783	0.47503566333808844	0.6761768901569187	0.3124108416547789	0.8601997146932953	0.2524964336661912
sim_150	0.37089871611982883	0.2239657631954351	0.3680456490727532	0.014265335235378032	0.9243937232524965	0.02282453637660485	0.30385164051355207	0.9514978601997147	0.738944365192582
sim_151	0.47075606276747506	0.5349500713266762	0.15121255349500715	0.7503566333808844	0.5192582025677603	0.7475035663338089	0.5106990014265336	0.28530670470756064	0.7318116975748931
sim_152	0.7303851640513552	0.07988587731811697	0.12125534950071326	0.2781740370898716	0.14693295292439373	0.6348074179743224	0.007132667617689016	0.9514978601997147	0.7332382310984308
sim_153	0.7817403708987162	0.14693295292439373	0.21683309557774608	0.884450784593438	0.8216833095577746	0.007132667617689016	0.7674750356633381	0.1754636233951498	0.7546362339514978
sim_154	0.5306704707560628	0.776034236804565	0.4079885877318117	0.10128388017118402	0.8873038516405135	0.651925820256776	0.06847360912981455	0.47503566333808844	0.8701854493580599
sim_155	0.29386590584878747	0.26961483594864477	0.29101283880171186	0.289586305278174	0.3124108416547789	0.7432239657631954	0.6676176890156919	0.5192582025677603	0.46504992867332384
sim_156	0.8587731811697575	0.6676176890156919	0.34807417974322397	0.9572039942938659	0.978601997146933	0.4136947218259629	0.14978601997146934	0.08131241084165478	0.5335235378031383
sim_157	0.8659058487874465	0.5306704707560628	0.9358059914407989	0.9044222539229672	0.43794579172610554	0.15406562054208273	0.6405135520684736	0.6176890156918687	0.17118402282453637
sim_158	0.2396576319543509	0.5934379457917262	0.5649072753209701	0.17403708987161198	0.8587731811697575	0.09985734664764621	0.2653352353780314	0.8787446504992867	0.11269614835948645
sim_159	0.9315263908701854	0.15691868758915833	0.6077032810271041	0.20970042796005706	0.9358059914407989	0.4992867332382311	0.11412268188302425	0.7047075606276747	0.07132667617689016
sim_160	0.8673323823109843	0.3195435092724679	0.42368045649072755	0.19400855920114124	0.6077032810271041	0.4793152639087018	0.11412268188302425	0.8259629101283881	0.8830242510699001
sim_161	0.2796005706134094	0.6533523537803139	0.2553495007132668	0.5620542082738944	0.4522111269614836	0.4893009985734665	0.9415121255349501	0.42368045649072755	0.5492154065620543
sim_162	0.1383737517831669	0.29243937232524964	0.29101283880171186	0.6390870185449358	0.1825962910128388	0.7004279600570613	0.5306704707560628	0.6604850213980028	0.6176890156918687
sim_163	0.8815977175463623	0.2767475035663338	0.1840228245363766	0.07703281027104136	0.8002853067047075	0.11840228245363767	0.7546362339514978	0.4864479315263909	0.26390870185449355
sim_166	0.1754636233951498	0.8487874465049928	0.8002853067047075	0.24821683309557774	0.16547788873038516	0.8801711840228246	0.9429386590584878	0.20256776034236804	0.30527817403708984
sim_167	0.8516405135520685	0.8687589158345221	0.8958630527817404	0.02282453637660485	0.19543509272467904	0.9529243937232525	0.28815977175463625	0.19686162624821682	0.68188302425107
sim_168	0.7275320970042796	0.8958630527817404	0.9358059914407989	0.6205420827389444	0.2211126961483595	0.21112696148359486	0.8801711840228246	0.30385164051355207	0.04850213980028531
sim_169	0.2268188302425107	0.14122681883024252	0.08131241084165478	0.2624821683309558	0.5106990014265336	0.6219686162624821	0.4978601997146933	0.12553495007132667	0.912981455064194
