replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_011	8753	34	0.003884	197	19	0.096447	80	8	0.100000	36	7	0.194444	27	5	0.185185	24	9	0.375000	17	4	0.235294	10	4	0.400000	5	2	0.400000	8	4	0.500000	0	0	NaN	6	4	0.666667	5	2	0.400000	4	4	1.000000	5	4	0.800000	5	3	0.600000	0	0	NaN	1	1	1.000000	2	2	1.000000	83	82	0.987952
sim_012	44325	110	0.002482	303	23	0.075908	86	7	0.081395	49	7	0.142857	17	5	0.294118	12	2	0.166667	12	6	0.500000	11	7	0.636364	3	1	0.333333	1	1	1.000000	2	1	0.500000	2	1	0.500000	2	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	2	2	1.000000	1	1	1.000000	8	8	1.000000	15	15	1.000000
sim_013	40583	113	0.002784	313	18	0.057508	116	18	0.155172	34	1	0.029412	18	5	0.277778	21	4	0.190476	7	3	0.428571	9	2	0.222222	3	2	0.666667	3	2	0.666667	1	1	1.000000	4	4	1.000000	2	1	0.500000	1	1	1.000000	3	2	0.666667	1	1	1.000000	4	4	1.000000	1	1	1.000000	0	0	NaN	15	15	1.000000
sim_014	120	0	0.000000	39	3	0.076923	45	5	0.111111	26	5	0.192308	30	6	0.200000	14	6	0.428571	11	1	0.090909	9	3	0.333333	10	7	0.700000	7	4	0.571429	1	0	0.000000	3	1	0.333333	3	3	1.000000	2	1	0.500000	3	3	1.000000	2	1	0.500000	1	1	1.000000	0	0	NaN	2	2	1.000000	146	146	1.000000
sim_015	114	4	0.035088	81	7	0.086420	58	8	0.137931	40	7	0.175000	25	8	0.320000	17	4	0.235294	24	5	0.208333	10	3	0.300000	10	5	0.500000	6	2	0.333333	6	4	0.666667	5	3	0.600000	3	3	1.000000	5	1	0.200000	1	0	0.000000	2	2	1.000000	1	1	1.000000	4	3	0.750000	1	1	1.000000	127	127	1.000000
sim_016	8100	36	0.004444	255	19	0.074510	103	13	0.126214	50	11	0.220000	29	3	0.103448	15	7	0.466667	9	1	0.111111	12	2	0.166667	9	4	0.444444	9	6	0.666667	4	3	0.750000	10	8	0.800000	5	2	0.400000	4	3	0.750000	7	3	0.428571	6	6	1.000000	4	3	0.750000	3	3	1.000000	2	2	1.000000	63	63	1.000000
sim_017	54278	140	0.002579	297	17	0.057239	57	4	0.070175	29	8	0.275862	18	4	0.222222	9	1	0.111111	5	3	0.600000	4	1	0.250000	2	1	0.500000	2	2	1.000000	1	0	0.000000	3	1	0.333333	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	1	1	1.000000	3	3	1.000000	11	11	1.000000
sim_018	199	3	0.015075	74	5	0.067568	52	4	0.076923	42	8	0.190476	23	4	0.173913	18	6	0.333333	16	6	0.375000	8	1	0.125000	5	2	0.400000	6	5	0.833333	5	3	0.600000	2	1	0.500000	5	5	1.000000	3	2	0.666667	2	2	1.000000	0	0	NaN	2	1	0.500000	0	0	NaN	2	2	1.000000	138	138	1.000000
sim_019	94	1	0.010638	34	2	0.058824	22	4	0.181818	31	7	0.225806	20	5	0.250000	15	2	0.133333	10	3	0.300000	6	4	0.666667	10	1	0.100000	9	7	0.777778	7	2	0.285714	4	3	0.750000	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	156	156	1.000000
sim_020	1240	8	0.006452	161	9	0.055901	87	12	0.137931	62	13	0.209677	38	8	0.210526	17	10	0.588235	21	9	0.428571	10	1	0.100000	7	5	0.714286	3	0	0.000000	9	3	0.333333	3	3	1.000000	4	3	0.750000	3	2	0.666667	3	2	0.666667	2	2	1.000000	2	2	1.000000	3	2	0.666667	1	1	1.000000	103	103	1.000000
sim_021	43	0	0.000000	9	0	0.000000	9	2	0.222222	8	2	0.250000	14	0	0.000000	19	4	0.210526	11	4	0.363636	10	5	0.500000	6	3	0.500000	8	5	0.625000	2	1	0.500000	1	1	1.000000	4	2	0.500000	0	0	NaN	2	2	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	1	1	1.000000	165	165	1.000000
sim_022	18764	71	0.003784	286	20	0.069930	91	17	0.186813	58	6	0.103448	31	5	0.161290	19	6	0.315789	13	4	0.307692	8	2	0.250000	5	1	0.200000	9	3	0.333333	3	1	0.333333	6	2	0.333333	6	3	0.500000	5	1	0.200000	3	3	1.000000	1	0	0.000000	2	2	1.000000	3	3	1.000000	3	3	1.000000	45	45	1.000000
sim_023	137	1	0.007299	73	7	0.095890	51	3	0.058824	33	5	0.151515	22	6	0.272727	24	8	0.333333	13	4	0.307692	16	5	0.312500	5	2	0.400000	6	3	0.500000	3	2	0.666667	7	6	0.857143	1	0	0.000000	0	0	NaN	4	3	0.750000	2	1	0.500000	2	2	1.000000	1	1	1.000000	1	1	1.000000	138	138	1.000000
sim_024	24434	94	0.003847	311	25	0.080386	113	12	0.106195	46	3	0.065217	37	4	0.108108	18	4	0.222222	11	2	0.181818	12	3	0.250000	6	3	0.500000	5	1	0.200000	6	4	0.666667	5	5	1.000000	3	2	0.666667	1	1	1.000000	0	0	NaN	3	2	0.666667	5	3	0.600000	1	0	0.000000	2	2	1.000000	28	28	1.000000
sim_025	8430	52	0.006168	288	19	0.065972	103	5	0.048544	63	14	0.222222	38	5	0.131579	30	11	0.366667	15	5	0.333333	13	5	0.384615	7	2	0.285714	5	3	0.600000	6	2	0.333333	5	2	0.400000	2	0	0.000000	3	3	1.000000	4	4	1.000000	2	0	0.000000	2	2	1.000000	2	2	1.000000	3	3	1.000000	59	59	1.000000
sim_026	6829	35	0.005125	278	20	0.071942	115	14	0.121739	59	8	0.135593	43	8	0.186047	15	8	0.533333	10	6	0.600000	7	4	0.571429	8	3	0.375000	4	1	0.250000	5	3	0.600000	7	4	0.571429	4	3	0.750000	2	1	0.500000	5	5	1.000000	2	1	0.500000	2	2	1.000000	0	0	NaN	2	1	0.500000	71	71	1.000000
sim_027	44	0	0.000000	31	4	0.129032	46	1	0.021739	22	6	0.272727	22	4	0.181818	15	4	0.266667	16	7	0.437500	15	3	0.200000	5	5	1.000000	5	1	0.200000	5	3	0.600000	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	1	0	0.000000	1	1	1.000000	153	153	1.000000
sim_028	40	1	0.025000	14	2	0.142857	26	3	0.115385	20	6	0.300000	13	2	0.153846	17	8	0.470588	9	3	0.333333	11	4	0.363636	10	0	0.000000	3	2	0.666667	2	1	0.500000	2	1	0.500000	1	0	0.000000	2	1	0.500000	2	1	0.500000	0	0	NaN	0	0	NaN	1	1	1.000000	1	0	0.000000	162	162	1.000000
sim_029	90	3	0.033333	40	3	0.075000	31	4	0.129032	22	4	0.181818	28	7	0.250000	20	4	0.200000	19	7	0.368421	10	3	0.300000	8	2	0.250000	5	1	0.200000	2	2	1.000000	4	3	0.750000	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	0	0	NaN	0	0	NaN	3	1	0.333333	149	149	1.000000
sim_030	2682	21	0.007830	247	20	0.080972	103	12	0.116505	57	13	0.228070	28	5	0.178571	26	6	0.230769	18	2	0.111111	6	3	0.500000	7	1	0.142857	7	4	0.571429	5	4	0.800000	6	4	0.666667	5	3	0.600000	5	4	0.800000	4	4	1.000000	1	1	1.000000	2	1	0.500000	0	0	NaN	3	3	1.000000	87	87	1.000000
sim_032	1726	23	0.013326	235	14	0.059574	105	13	0.123810	56	12	0.214286	46	11	0.239130	23	5	0.217391	18	6	0.333333	14	5	0.357143	11	4	0.363636	10	3	0.300000	6	3	0.500000	4	4	1.000000	5	3	0.600000	4	2	0.500000	2	1	0.500000	4	3	0.750000	2	1	0.500000	3	2	0.666667	2	2	1.000000	81	81	1.000000
sim_033	10102	44	0.004356	258	16	0.062016	109	15	0.137615	67	11	0.164179	33	7	0.212121	21	6	0.285714	16	8	0.500000	8	3	0.375000	10	5	0.500000	9	6	0.666667	3	3	1.000000	6	3	0.500000	4	2	0.500000	3	3	1.000000	3	2	0.666667	1	1	1.000000	1	1	1.000000	3	3	1.000000	2	2	1.000000	57	57	1.000000
sim_035	731	10	0.013680	169	14	0.082840	97	9	0.092784	59	11	0.186441	17	5	0.294118	23	7	0.304348	18	9	0.500000	16	2	0.125000	9	6	0.666667	6	2	0.333333	10	2	0.200000	6	4	0.666667	9	5	0.555556	3	2	0.666667	4	4	1.000000	1	1	1.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	100	100	1.000000
sim_036	599	8	0.013356	72	7	0.097222	52	10	0.192308	30	5	0.166667	20	3	0.150000	15	3	0.200000	12	7	0.583333	9	3	0.333333	7	1	0.142857	5	1	0.200000	4	2	0.500000	5	3	0.600000	3	3	1.000000	2	1	0.500000	2	1	0.500000	2	1	0.500000	1	0	0.000000	1	1	1.000000	0	0	NaN	140	138	0.985714
sim_037	6151	40	0.006503	239	13	0.054393	95	15	0.157895	42	6	0.142857	49	18	0.367347	17	2	0.117647	16	2	0.125000	11	3	0.272727	5	0	0.000000	4	1	0.250000	6	4	0.666667	10	5	0.500000	1	1	1.000000	3	3	1.000000	2	1	0.500000	5	4	0.800000	3	2	0.666667	4	4	1.000000	2	2	1.000000	72	72	1.000000
sim_038	30538	91	0.002980	275	19	0.069091	90	8	0.088889	47	4	0.085106	23	6	0.260870	16	4	0.250000	12	5	0.416667	10	4	0.400000	4	2	0.500000	4	2	0.500000	3	2	0.666667	3	1	0.333333	4	2	0.500000	3	3	1.000000	3	2	0.666667	3	2	0.666667	2	2	1.000000	3	3	1.000000	3	3	1.000000	33	33	1.000000
sim_039	30	1	0.033333	5	1	0.200000	11	3	0.272727	6	0	0.000000	12	3	0.250000	12	3	0.250000	17	5	0.294118	9	2	0.222222	7	4	0.571429	3	1	0.333333	3	1	0.333333	2	1	0.500000	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	169	168	0.994083
sim_040	5455	35	0.006416	211	18	0.085308	91	13	0.142857	42	3	0.071429	37	6	0.162162	22	5	0.227273	14	4	0.285714	9	2	0.222222	6	3	0.500000	12	7	0.583333	3	1	0.333333	5	2	0.400000	5	3	0.600000	8	5	0.625000	1	1	1.000000	1	1	1.000000	1	0	0.000000	5	3	0.600000	2	2	1.000000	84	84	1.000000
sim_041	68225	149	0.002184	151	8	0.052980	48	4	0.083333	18	2	0.111111	12	4	0.333333	9	2	0.222222	4	0	0.000000	3	2	0.666667	5	2	0.400000	4	2	0.500000	1	1	1.000000	2	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	3	3	1.000000	4	3	0.750000	14	14	1.000000
sim_042	135	2	0.014815	62	3	0.048387	45	4	0.088889	44	7	0.159091	27	8	0.296296	38	11	0.289474	18	7	0.388889	14	3	0.214286	8	2	0.250000	8	6	0.750000	7	5	0.714286	7	3	0.428571	2	1	0.500000	0	0	NaN	3	3	1.000000	4	4	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	126	126	1.000000
sim_043	30171	92	0.003049	340	26	0.076471	119	18	0.151261	37	5	0.135135	27	7	0.259259	15	8	0.533333	10	0	0.000000	6	1	0.166667	5	2	0.400000	5	3	0.600000	2	1	0.500000	6	4	0.666667	1	1	1.000000	5	4	0.800000	0	0	NaN	2	2	1.000000	1	0	0.000000	1	1	1.000000	4	4	1.000000	19	19	1.000000
sim_044	13030	58	0.004451	262	23	0.087786	100	16	0.160000	67	14	0.208955	40	7	0.175000	26	2	0.076923	14	1	0.071429	11	4	0.363636	7	3	0.428571	6	2	0.333333	6	4	0.666667	2	1	0.500000	2	1	0.500000	4	1	0.250000	3	1	0.333333	4	4	1.000000	2	0	0.000000	1	0	0.000000	6	6	1.000000	50	50	1.000000
sim_045	1087	8	0.007360	139	14	0.100719	90	12	0.133333	63	10	0.158730	38	9	0.236842	28	7	0.250000	17	3	0.176471	13	7	0.538462	9	5	0.555556	8	4	0.500000	7	4	0.571429	3	1	0.333333	6	4	0.666667	3	1	0.333333	4	3	0.750000	1	1	1.000000	0	0	NaN	2	1	0.500000	1	1	1.000000	103	103	1.000000
sim_046	21	2	0.095238	12	1	0.083333	22	2	0.090909	12	4	0.333333	22	5	0.227273	27	3	0.111111	20	7	0.350000	10	5	0.500000	14	7	0.500000	6	2	0.333333	5	4	0.800000	1	1	1.000000	1	0	0.000000	0	0	NaN	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	156	155	0.993590
sim_047	104	2	0.019231	56	5	0.089286	62	8	0.129032	52	9	0.173077	32	7	0.218750	22	5	0.227273	17	8	0.470588	16	8	0.500000	11	2	0.181818	9	7	0.777778	6	2	0.333333	4	2	0.500000	2	1	0.500000	4	3	0.750000	4	2	0.500000	1	0	0.000000	2	0	0.000000	2	2	1.000000	1	1	1.000000	124	124	1.000000
sim_049	670	5	0.007463	138	12	0.086957	85	9	0.105882	47	8	0.170213	38	10	0.263158	20	8	0.400000	11	6	0.545455	8	0	0.000000	6	3	0.500000	5	1	0.200000	5	3	0.600000	3	0	0.000000	4	3	0.750000	3	2	0.666667	3	2	0.666667	3	3	1.000000	3	3	1.000000	0	0	NaN	2	2	1.000000	118	118	1.000000
sim_050	8379	49	0.005848	270	21	0.077778	139	16	0.115108	53	9	0.169811	32	9	0.281250	23	7	0.304348	12	1	0.083333	13	3	0.230769	8	3	0.375000	4	1	0.250000	6	1	0.166667	3	1	0.333333	3	1	0.333333	4	4	1.000000	3	2	0.666667	10	7	0.700000	2	2	1.000000	1	1	1.000000	6	5	0.833333	55	55	1.000000
sim_051	498	16	0.032129	116	9	0.077586	87	6	0.068966	46	12	0.260870	44	11	0.250000	22	3	0.136364	18	3	0.166667	15	4	0.266667	11	4	0.363636	8	3	0.375000	4	1	0.250000	4	4	1.000000	4	1	0.250000	2	1	0.500000	2	1	0.500000	1	1	1.000000	3	3	1.000000	4	3	0.750000	1	1	1.000000	111	111	1.000000
sim_052	13948	50	0.003585	188	14	0.074468	78	13	0.166667	54	12	0.222222	40	5	0.125000	27	7	0.259259	14	4	0.285714	7	0	0.000000	6	2	0.333333	8	4	0.500000	6	4	0.666667	5	1	0.200000	6	4	0.666667	4	4	1.000000	3	1	0.333333	6	4	0.666667	1	0	0.000000	5	5	1.000000	3	3	1.000000	61	61	1.000000
sim_053	841	8	0.009512	124	10	0.080645	66	5	0.075758	42	8	0.190476	30	6	0.200000	24	6	0.250000	19	8	0.421053	13	5	0.384615	8	3	0.375000	10	6	0.600000	3	3	1.000000	3	2	0.666667	7	4	0.571429	1	0	0.000000	1	1	1.000000	1	1	1.000000	4	4	1.000000	2	2	1.000000	3	3	1.000000	114	113	0.991228
sim_054	38	1	0.026316	16	2	0.125000	20	1	0.050000	17	2	0.117647	19	2	0.105263	17	6	0.352941	18	5	0.277778	13	8	0.615385	4	2	0.500000	6	4	0.666667	4	2	0.500000	4	2	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	3	1	0.333333	1	1	1.000000	1	1	1.000000	3	2	0.666667	154	154	1.000000
sim_055	1627	18	0.011063	191	14	0.073298	109	17	0.155963	48	9	0.187500	27	3	0.111111	23	4	0.173913	20	3	0.150000	12	7	0.583333	15	9	0.600000	7	4	0.571429	1	0	0.000000	4	3	0.750000	1	1	1.000000	4	2	0.500000	3	2	0.666667	1	1	1.000000	0	0	NaN	1	0	0.000000	2	2	1.000000	99	99	1.000000
sim_056	40575	119	0.002933	325	19	0.058462	96	11	0.114583	37	8	0.216216	26	5	0.192308	10	3	0.300000	3	1	0.333333	6	3	0.500000	5	1	0.200000	6	1	0.166667	5	2	0.400000	2	2	1.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	2	1	0.500000	2	2	1.000000	1	1	1.000000	1	1	1.000000	15	15	1.000000
sim_057	46	0	0.000000	30	4	0.133333	57	8	0.140351	41	5	0.121951	34	7	0.205882	23	6	0.260870	13	5	0.384615	8	2	0.250000	8	4	0.500000	4	1	0.250000	2	2	1.000000	5	2	0.400000	3	2	0.666667	3	3	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	147	147	1.000000
sim_058	39	0	0.000000	9	0	0.000000	15	2	0.133333	15	2	0.133333	7	2	0.285714	11	2	0.181818	9	2	0.222222	7	1	0.142857	6	6	1.000000	2	0	0.000000	4	3	0.750000	1	1	1.000000	1	0	0.000000	0	0	NaN	2	2	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	172	172	1.000000
sim_059	20535	70	0.003409	289	25	0.086505	124	16	0.129032	44	6	0.136364	26	9	0.346154	17	4	0.235294	18	4	0.222222	14	5	0.357143	6	2	0.333333	11	2	0.181818	7	4	0.571429	0	0	NaN	4	2	0.500000	6	4	0.666667	3	3	1.000000	1	1	1.000000	4	3	0.750000	3	3	1.000000	2	2	1.000000	33	33	1.000000
sim_060	43480	106	0.002438	232	18	0.077586	45	6	0.133333	23	5	0.217391	19	3	0.157895	14	6	0.428571	10	2	0.200000	4	2	0.500000	8	3	0.375000	6	2	0.333333	3	1	0.333333	3	2	0.666667	2	0	0.000000	0	0	NaN	4	3	0.750000	2	2	1.000000	1	1	1.000000	5	4	0.800000	3	2	0.666667	31	30	0.967742
sim_061	40232	108	0.002684	305	17	0.055738	92	11	0.119565	25	3	0.120000	27	8	0.296296	19	5	0.263158	9	3	0.333333	4	1	0.250000	8	4	0.500000	4	1	0.250000	7	6	0.857143	4	1	0.250000	1	0	0.000000	0	0	NaN	2	2	1.000000	0	0	NaN	3	3	1.000000	1	0	0.000000	1	1	1.000000	24	24	1.000000
sim_062	7164	34	0.004746	186	11	0.059140	87	6	0.068966	50	13	0.260000	43	9	0.209302	21	6	0.285714	15	6	0.400000	11	4	0.363636	12	4	0.333333	6	4	0.666667	7	2	0.285714	4	3	0.750000	2	1	0.500000	1	1	1.000000	4	3	0.750000	0	0	NaN	1	1	1.000000	1	1	1.000000	2	2	1.000000	87	87	1.000000
sim_063	1206	18	0.014925	158	10	0.063291	70	4	0.057143	43	7	0.162791	28	11	0.392857	24	4	0.166667	28	9	0.321429	9	6	0.666667	10	3	0.300000	5	1	0.200000	5	3	0.600000	3	1	0.333333	5	2	0.400000	2	2	1.000000	1	1	1.000000	2	1	0.500000	1	1	1.000000	3	3	1.000000	3	2	0.666667	109	109	1.000000
sim_064	7589	33	0.004348	210	16	0.076190	117	20	0.170940	61	13	0.213115	38	6	0.157895	38	8	0.210526	17	4	0.235294	16	4	0.250000	12	4	0.333333	4	3	0.750000	3	1	0.333333	2	1	0.500000	5	3	0.600000	3	2	0.666667	2	1	0.500000	2	1	0.500000	4	4	1.000000	6	5	0.833333	5	4	0.800000	65	65	1.000000
sim_065	51	2	0.039216	13	0	0.000000	6	0	0.000000	11	0	0.000000	16	3	0.187500	15	4	0.266667	19	4	0.210526	11	8	0.727273	8	4	0.500000	4	1	0.250000	5	2	0.400000	2	2	1.000000	5	5	1.000000	1	1	1.000000	0	0	NaN	2	2	1.000000	0	0	NaN	2	2	1.000000	1	0	0.000000	159	158	0.993711
sim_066	1187	10	0.008425	71	4	0.056338	59	9	0.152542	43	9	0.209302	24	5	0.208333	21	6	0.285714	19	3	0.157895	15	7	0.466667	10	5	0.500000	4	2	0.500000	4	2	0.500000	3	1	0.333333	4	2	0.500000	1	1	1.000000	2	1	0.500000	2	1	0.500000	3	3	1.000000	1	1	1.000000	1	1	1.000000	125	125	1.000000
sim_067	9158	59	0.006442	315	19	0.060317	124	11	0.088710	58	7	0.120690	33	4	0.121212	20	7	0.350000	11	5	0.454545	11	5	0.454545	7	1	0.142857	1	0	0.000000	6	2	0.333333	3	3	1.000000	3	3	1.000000	1	1	1.000000	6	5	0.833333	2	2	1.000000	1	1	1.000000	5	4	0.800000	0	0	NaN	59	59	1.000000
sim_068	454	7	0.015419	108	8	0.074074	83	14	0.168675	74	13	0.175676	32	10	0.312500	26	6	0.230769	20	2	0.100000	11	4	0.363636	9	5	0.555556	9	4	0.444444	4	2	0.500000	2	0	0.000000	10	6	0.600000	7	3	0.428571	3	3	1.000000	3	3	1.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	104	103	0.990385
sim_069	42598	99	0.002324	294	25	0.085034	66	11	0.166667	40	8	0.200000	19	2	0.105263	15	6	0.400000	11	3	0.272727	6	3	0.500000	6	3	0.500000	1	0	0.000000	5	3	0.600000	3	2	0.666667	0	0	NaN	2	1	0.500000	4	4	1.000000	2	2	1.000000	3	3	1.000000	2	1	0.500000	1	0	0.000000	22	22	1.000000
sim_070	200	1	0.005000	79	9	0.113924	48	4	0.083333	31	4	0.129032	33	11	0.333333	17	6	0.352941	19	5	0.263158	7	2	0.285714	3	2	0.666667	11	5	0.454545	2	0	0.000000	3	2	0.666667	4	2	0.500000	1	0	0.000000	0	0	NaN	0	0	NaN	2	2	1.000000	1	1	1.000000	1	1	1.000000	141	141	1.000000
sim_071	81	3	0.037037	39	2	0.051282	50	7	0.140000	36	5	0.138889	32	4	0.125000	28	11	0.392857	14	6	0.428571	10	2	0.200000	12	5	0.416667	6	4	0.666667	5	1	0.200000	2	2	1.000000	4	4	1.000000	1	1	1.000000	1	0	0.000000	1	1	1.000000	1	0	0.000000	2	2	1.000000	0	0	NaN	139	138	0.992806
sim_072	229	5	0.021834	73	5	0.068493	52	4	0.076923	32	9	0.281250	24	5	0.208333	23	4	0.173913	13	2	0.153846	14	5	0.357143	5	3	0.600000	3	1	0.333333	6	3	0.500000	4	3	0.750000	2	1	0.500000	3	3	1.000000	3	3	1.000000	2	2	1.000000	3	2	0.666667	0	0	NaN	1	1	1.000000	137	137	1.000000
sim_073	9554	34	0.003559	195	8	0.041026	94	13	0.138298	45	7	0.155556	39	10	0.256410	20	6	0.300000	15	4	0.266667	7	5	0.714286	13	7	0.538462	5	0	0.000000	6	4	0.666667	0	0	NaN	2	1	0.500000	2	2	1.000000	4	4	1.000000	4	3	0.750000	6	6	1.000000	2	2	1.000000	2	2	1.000000	80	80	1.000000
