sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	exponential.popSize.mean	exponential.popSize.stderr	exponential.popSize.stddev	exponential.popSize.median	exponential.popSize.95%HPDlo	exponential.popSize.95%HPDup	exponential.popSize.ACT	exponential.popSize.ESS	exponential.popSize.geometric-mean	exponential.growthRate.mean	exponential.growthRate.stderr	exponential.growthRate.stddev	exponential.growthRate.median	exponential.growthRate.95%HPDlo	exponential.growthRate.95%HPDup	exponential.growthRate.ACT	exponential.growthRate.ESS	exponential.growthRate.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 173
0	sims/sim_000/delphy-digested.log	593.1740370898716	0.0211160478137432	0.5216667502886758	593.0	593.0	594.0	1148568.7022473472	610.3248317914184	593.1738081697863	-37850.99058487874	1.2910636083781497	34.18272244477793	-37850.6	-37919.8	-37791.2	1000000.0	700.9999999999999		5132.347988587732	0.4703410116001111	12.452938918293352	5132.12	5109.16	5157.66	1000000.0	701.0	5132.332878583055	-42983.33965763194	0.8567919452018471	22.684770204449244	-42982.9	-43029.9	-42943.3	1000000.0	701.0		2.248957446504992	0.0061043439165763	0.1616210792902398	2.2411	1.95354	2.57534	1000000.0	701.0	2.243213942965657	2023.7455634807409	0.006105981359567	0.1616644325810683	2023.75	2023.42	2024.04	1000000.0	701.0	2023.745557023452	30.76854921540656	0.0425725468612918	1.127167975115428	30.7565	28.8144	33.0777	1000000.0	701.0	30.747958397952768	3.995744293865907	0.0279823876343106	0.672136666020665	3.93389	2.74426	5.3522	1214989.0952387156	576.9599107902039	3.9407532898874287	1.3201656162624815	0.0103751921203448	0.2593283764972574	1.32882	0.811986	1.82076	1122044.8853232558	624.752190548995	1.293539324127878	7.7889116547789	0.0343211908189031	0.908701734123206	7.77053	6.11006	9.54486	1000000.0	701.0	7.736816117055781	0.4104895962910126	0.00010491913925206282	0.0027778815800476	0.410616	0.405556	0.416229	1000000.0	701.0	0.4104801873849632	0.0191454761768901	2.9107396157230404e-05	0.0007706591972129247	0.0191082	0.0177939	0.0207812	1000000.0	701.0000000000001	0.0191299887134372	0.3407486904422255	0.0001094227142981576	0.0026279625488169	0.340747	0.336092	0.346047	1215331.1836844042	576.7975095272753	0.3407385514455407	0.2296162482168331	8.98518726010113e-05	0.0023789545321338	0.229558	0.225272	0.23458	1000000.0	700.9999999999999	0.2296039205715718	0.0006600035363766042	1.3674936983898124e-06	3.620631643249803e-05	0.000659967	0.000583718	0.000724346	1000000.0	701.0	0.0006590080617303866	0.0006600035363766042	1.3674936983898124e-06	3.620631643249803e-05	0.000659967	0.000583718	0.000724346	1000000.0	701.0	0.0006590080617303866	-42983.33965763194	0.8567919452018471	22.684770204449244	-42982.9	-43029.9	-42943.3	1000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-308.9861469329535	0.4682257587799065	12.396934628798652	-309.333	-333.846	-285.208	1000000.0	701.0		
1	sims/sim_001/delphy-digested.log	783.2168330955777	0.0251468178730359	0.5408312003573021	783.0	783.0	784.0	1515516.3103936834	462.5486345428393	783.2166466030418	-40120.2691868759	1.6403595261321529	40.39688967260904	-40121.9	-40201.6	-40043.1	1155846.738341312	606.4817910080052		5088.260813124112	0.4227453891139512	11.192777960698136	5088.02	5066.75	5110.32	1000000.0	701.0	5088.248501728449	-45208.53038516407	1.2522903128595075	30.284181384069065	-45209.5	-45265.9	-45147.4	1198661.020627234	584.8192173907362		2.330690784593438	0.0064658882461421	0.151363094128948	2.32329	2.05753	2.6137	1279188.105587287	548.0038447341287	2.325824230602484	2023.6640228245376	0.0064400769209401	0.151432787616133	2023.67	2023.38	2023.94	1267827.855767604	552.9141805892732	2023.6640171585016	36.88606490727533	0.0569722754349984	1.3945312580141511	36.9024	34.2881	39.8626	1170007.4896896312	599.1414637746933	36.85970938529982	3.164591041369474	0.0193310177990892	0.490166887978931	3.11476	2.20022	4.06398	1090283.6990793855	642.9519221390826	3.1278282625338187	0.5332675614835952	0.0079769097313468	0.2111998894230322	0.541491	0.0885976	0.894139	1000000.0	701.0	0.4790049065773466	1.737998373751783	0.0047829718918139	0.1266358989490542	1.72927	1.47236	1.9764	1000000.0	701.0	1.7334268557756538	0.2950718858773181	0.0001014234295816542	0.0025229892164334	0.295116	0.289706	0.299594	1132827.5782192205	618.8055565366411	0.2950610914469826	0.3200987945791725	0.00011035015237913971	0.0026773246398982	0.320078	0.315028	0.325312	1190863.05643886	588.6487083546452	0.3200876014699834	0.3795478359486446	0.00010344917726718892	0.0026866034334782	0.379503	0.374937	0.385212	1039357.535760298	674.4551089315123	0.3795383284217549	0.0052814953780313	1.6064557469146902e-05	0.00040507290572030656	0.00525075	0.0045051	0.00609679	1102526.8136432122	635.8122009600847	0.0052661999910163	0.0007261609058487878	1.4330042394628882e-06	3.794080002284415e-05	0.000725279	0.000647097	0.000796452	1000000.0	701.0000000000001	0.0007251700838835954	0.0007261609058487878	1.4330042394628882e-06	3.794080002284415e-05	0.000725279	0.000647097	0.000796452	1000000.0	701.0000000000001	0.0007251700838835954	-45208.53038516407	1.2522903128595075	30.284181384069065	-45209.5	-45265.9	-45147.4	1198661.020627234	584.8192173907362		0.0	0.0	0.0	0.0	0.0	0.0				-356.366166904422	0.4217220072034938	11.165682487120344	-356.516	-378.022	-334.269	1000000.0	701.0		
2	sims/sim_002/delphy-digested.log	926.641940085592	0.0452575412655607	0.9637709472219502	926.0	926.0	929.0	1545796.3213555615	453.4879468371804	926.6414394688848	-43182.77888730387	1.804249172690381	47.77003107535469	-43181.5	-43280.7	-43096.8	1000000.0	701.0		5074.673980028537	0.4217063007954924	11.165266637919334	5075.37	5052.46	5093.76	1000000.0	701.0	5074.661694123341	-48257.45249643367	1.4387001909305963	38.0916083455952	-48256.5	-48334.2	-48187.8	1000000.0	701.0		4.277957104136942	0.0110328380079777	0.2921098828723695	4.27671	3.7726	4.87397	1000000.0	701.0000000000001	4.267985882482526	2021.716462196861	0.0110268764952927	0.2919520419090235	2021.72	2021.13	2022.23	1000000.0	701.0	2021.7164411164692	41.20181084165476	0.0597021084828707	1.5806971790535218	41.1663	37.748	44.0125	1000000.0	700.9999999999999	41.17157767839142	2.991890128388017	0.0146534856160481	0.3879716138205332	2.96823	2.247	3.69174	1000000.0	701.0	2.9669418913521164	0.3386544005991442	0.0058190129751673	0.1540665418435217	0.339268	0.0548315	0.641671	1000000.0	701.0	0.2875920610017232	1.3009950641940085	0.0034573755615172	0.0896546737527332	1.30222	1.12575	1.46932	1042474.0778877916	672.4387827660242	1.297883797894211	0.4251350870185443	0.00010970420974512858	0.0027897659236146	0.4251	0.420047	0.43047	1083999.4811450008	646.6792763217485	0.4251259315348558	0.1301066276747504	7.652668390884373e-05	0.0019026697640005	0.130102	0.126508	0.133946	1134010.2339990446	618.1602061279023	0.1300927132528077	0.0512592496433665	4.891718828280007e-05	0.0012951512683683	0.0512762	0.0488874	0.0538752	1000000.0	701.0	0.0512428641104858	0.3934990370898719	0.00011478154860337308	0.0028191988721986	0.393582	0.388074	0.398941	1162012.3710004976	603.2638012247976	0.3934889374796983	0.0007677215791726098	1.4702977250699495e-06	3.892819743633754e-05	0.000767774	0.000695119	0.00084129	1000000.0	701.0	0.0007667362911214076	0.0007677215791726098	1.4702977250699495e-06	3.892819743633754e-05	0.000767774	0.000695119	0.00084129	1000000.0	701.0	0.0007667362911214076	-48257.45249643367	1.4387001909305963	38.0916083455952	-48256.5	-48334.2	-48187.8	1000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-370.42515834522135	0.4198739631496535	11.11675292505073	-369.966	-392.955	-351.578	1000000.0	701.0		
3	sims/sim_003/delphy-digested.log	1830.018544935806	0.0478699121216632	1.2278037383356617	1830.0	1829.0	1832.0	1065578.3195847238	657.8587299647699	1830.0181333191344	-53937.6891583452	2.141975561707521	51.51074788983821	-53934.5	-54034.5	-53839.8	1212135.945000464	578.3179707617134		5209.432296718972	0.3264119682625979	7.801238226411413	5209.71	5195.16	5224.77	1227221.8701870567	571.2088555699806	5209.4264542191895	-59147.12125534954	1.840786229772124	44.50470832497701	-59144.5	-59230.4	-59063.9	1199258.522730587	584.5278450920623		1.7857870613409428	0.0025582466803575	0.0677331741495241	1.78414	1.64479	1.89889	1000000.0	701.0	1.7845070476334333	2024.208616262479	0.0025613968051096	0.0678165717649442	2024.21	2024.09	2024.34	1000000.0	700.9999999999999	2024.208615126456	24.54687146932953	0.0225717253408998	0.5598752204447736	24.512	23.429	25.5435	1139370.6793274248	615.2519217133122	24.540506114219685	2.2612789728958678	0.0135087139510729	0.3576621760557718	2.25169	1.67019	3.0385	1000000.0	701.0	2.2335551213024947	1.0278616861626253	0.0091385586878262	0.2419561771860405	1.02543	0.576022	1.49534	1000000.0	701.0	0.9961556891006972	3.3553087589158324	0.0065163577310948	0.1725297237399982	3.35192	3.00246	3.67866	1000000.0	701.0	3.3508856198579724	0.2852710456490733	9.312631973932952e-05	0.0024656501193722	0.285276	0.280542	0.290272	1000000.0	701.0	0.2852603876815492	0.0307792687589158	3.8542328747607605e-05	0.000976725152991715	0.0307172	0.0290601	0.0328205	1091563.9314360267	642.197840925164	0.0307637750101627	0.4668489885877322	0.00010620457740394634	0.0027292537142815	0.466896	0.461065	0.471741	1061491.860387092	660.3913097782661	0.4668410110913603	0.217100690442225	8.879058375193019e-05	0.0022784135657283	0.217053	0.212926	0.22205	1064600.6449905443	658.462873659283	0.2170887463234741	0.0025429183594864	3.4917489436674803e-06	8.49545564216169e-05	0.00254201	0.00236818	0.0026998	1184215.3483978088	591.9531451339675	0.0025415008643803	0.0025429183594864	3.4917489436674803e-06	8.49545564216169e-05	0.00254201	0.00236818	0.0026998	1184215.3483978088	591.9531451339675	0.0025415008643803	-59147.12125534954	1.840786229772124	44.50470832497701	-59144.5	-59230.4	-59063.9	1199258.522730587	584.5278450920623		0.0	0.0	0.0	0.0	0.0	0.0				-232.4214236804565	0.328374948583654	7.899840693707235	-232.104	-246.99	-217.169	1211215.407036872	578.7574992254536		
4	sims/sim_004/delphy-digested.log	932.0784593437946	0.0549034743001548	1.240475689885345	932.0	931.0	934.0	1373223.2813119115	510.4778003255947	932.0776347839728	-27320.96476462199	2.121484321188968	48.40974098704027	-27323.1	-27413.6	-27233.8	1346269.9528014967	520.697946605186		5066.81213980029	0.4404179698016719	11.046986379358684	5067.6	5045.41	5085.7	1114193.042273017	629.1548891473241	5066.800091226907	-32387.77674750361	1.7495080959653964	38.93117794710584	-32388.1	-32463.7	-32319.9	1415646.5737999086	495.1800915382156		3.2865807845934416	0.008527695641956	0.2057506344571716	3.27671	2.89041	3.69315	1204201.143585541	582.128661589503	3.280179370905885	2022.7079457917264	0.008529880478455	0.2057159065950874	2022.72	2022.29	2023.09	1205225.0934922304	581.6340895863691	2022.7079353306135	40.87352225392299	0.0714122659954359	1.5539502385797417	40.8608	38.2906	44.3229	1480435.2963762328	473.509380461198	40.844171048422695	3.258673124108417	0.0176926795766334	0.4684385427477077	3.21848	2.42302	4.17297	1000000.0	701.0	3.226085637491753	0.4170442068616259	0.0072849890593758	0.1838505912906599	0.41669	0.0292909	0.735032	1100641.195436242	636.9014742557921	0.3610400948077084	2.10533038516405	0.0068241523745046	0.1378191816577342	2.09951	1.86858	2.36988	1718684.321964509	407.870131263393	2.100839166602695	0.8309013694721823	8.160839651578533e-05	0.0021606969240579	0.830821	0.826259	0.835028	1000000.0	701.0	0.8308985601257817	0.0441248459343795	4.2786165535341246e-05	0.0011328238295578	0.0441258	0.0418777	0.0462496	1000000.0	701.0000000000001	0.0441103066117582	0.0422184613409415	4.422743093078959e-05	0.0010950412541161	0.0422146	0.0400671	0.0443093	1143511.356436703	613.0240824056064	0.0422042678814909	0.0827553263908701	5.970270091746107e-05	0.0015807128645919	0.0827226	0.0795343	0.0857949	1000000.0	701.0	0.082740232600908	0.0007754567589158338	1.5587463945021143e-06	3.910298298864309e-05	0.000775945	0.00069672	0.000845934	1113907.591635867	629.3161167620041	0.0007744704941184526	0.0007754567589158338	1.5587463945021143e-06	3.910298298864309e-05	0.000775945	0.00069672	0.000845934	1113907.591635867	629.3161167620041	0.0007744704941184526	-32387.77674750361	1.7495080959653964	38.93117794710584	-32388.1	-32463.7	-32319.9	1415646.5737999086	495.1800915382156		0.0	0.0	0.0	0.0	0.0	0.0				-377.67347646219713	0.438804177006686	10.96965363263045	-376.999	-399.587	-359.238	1121692.185098322	624.9486350290956		
5	sims/sim_005/delphy-digested.log	866.1126961483595	0.0630323131860187	1.2640632603402704	866.0	865.0	869.0	1743038.1429727906	402.1713482439511	866.1117749007657	-34087.59115549214	1.528123679151965	38.58863348153402	-34086.1	-34159.4	-34016.1	1099300.005001133	637.6785197952196		5233.779457917256	0.372995808013298	9.875587923091864	5233.86	5216.25	5254.08	1000000.0	701.0	5233.770140270627	-39321.372182596286	1.2364146061678682	30.118885428810287	-39320.0	-39376.9	-39263.9	1181322.5078206956	593.402729025459		2.065504793152639	0.0045209949589162	0.1171377378904276	2.06027	1.84698	2.29863	1044220.939514792	671.3138699610132	2.062187946332582	2023.9288730385156	0.0045121071321607	0.1172218451238772	2023.93	2023.68	2024.13	1038627.185083094	674.9293779980518	2023.9288696439048	23.98970684736093	0.0266375856687351	0.7052674954594891	23.972	22.6173	25.3141	1000000.0	701.0	23.979347708879462	2.793962025677602	0.016331518934944	0.4020612833968771	2.75871	2.0556	3.57404	1156609.2633425528	606.0819519758462	2.765716809684812	1.6245899999999982	0.0087100299484475	0.230610276903914	1.62798	1.20888	2.0579	1000000.0	701.0	1.607919707505568	15.18878630527817	0.0495154681360227	1.1447539511551386	15.1092	13.0171	17.3797	1311521.741273704	534.4936175584961	15.145938650848588	0.06630832553495	5.0598599272159815e-05	0.0013396689860048	0.0662912	0.0639558	0.0691106	1000000.0	701.0	0.0662947875710766	0.6590723908701851	0.00010271209717335156	0.0026773704979307	0.659128	0.653563	0.664152	1031678.2250801756	679.4754245642071	0.6590669512252413	0.2407505706134094	9.757673247608662e-05	0.0024531383462126	0.240681	0.235832	0.245473	1109089.2029410724	632.0501526307305	0.2407380872037701	0.0338687273894436	3.8083531292689626e-05	0.0010083149827113	0.0338952	0.0319501	0.0357439	1000000.0	701.0	0.0338536662301574	0.0012425885734664	2.1075664187152044e-06	5.465885097041898e-05	0.00124106	0.00114242	0.00134497	1042220.3829029975	672.6024663300449	0.0012413915154595	0.0012425885734664	2.1075664187152044e-06	5.465885097041898e-05	0.00124106	0.00114242	0.00134497	1042220.3829029975	672.6024663300449	0.0012413915154595	-39321.372182596286	1.2364146061678682	30.118885428810287	-39320.0	-39376.9	-39263.9	1181322.5078206956	593.402729025459		0.0	0.0	0.0	0.0	0.0	0.0				-206.41506847360907	0.3754780844179656	9.941309677633535	-206.33	-224.98	-187.155	1000000.0	701.0		
6	sims/sim_006/delphy-digested.log	333.0613409415121	0.0116419384469882	0.2835538163928313	333.0	333.0	333.0	1181673.8415896932	593.2262992781089	333.06122058254664	-40536.53922967187	0.9176022876420966	24.2948094216719	-40536.5	-40584.4	-40491.2	1000000.0	701.0000000000001		5339.980741797427	0.4957418216946818	13.125461042912404	5339.99	5314.86	5365.9	1000000.0	700.9999999999999	5339.96460934311	-45876.52154065618	0.4446110831358007	11.771702922781596	-45876.4	-45897.6	-45851.8	1000000.0	701.0		1.1168007275320977	0.0016803115290089	0.0444886078788597	1.10927	1.04917	1.21856	1000000.0	701.0	1.115931123109135	2024.8779315263916	0.0016790162362087	0.0444543129958313	2024.89	2024.77	2024.94	1000000.0	701.0	2024.8779310383816	16.83512082738946	0.021284322317199	0.5635323290887776	16.8226	15.7801	17.9674	1000000.0	700.9999999999999	16.825712685661657	2.626764493580602	0.0198807006673228	0.489606369763386	2.57485	1.77527	3.61343	1155812.194350496	606.4999170509047	2.58227557483223	2.523555406562057	0.0138333293018185	0.3290766630832746	2.5023	1.8199	3.13054	1238731.778639272	565.9013614473006	2.5015281751001623	9.246003609129817	0.0479237287930269	1.2688480329735086	9.13229	6.90214	11.5663	1000000.0	701.0	9.161003179351844	0.1729399286733238	8.543666352376614e-05	0.0020745878192439	0.173007	0.168658	0.176793	1188893.4394394686	589.6239113999171	0.1729274756916447	0.254864994293866	0.00010614796467686116	0.0025733178680781	0.254949	0.249894	0.259655	1192763.9080917032	587.710606637592	0.2548519996694928	0.3144895877318116	0.00010904455024366618	0.0025896686539489	0.314404	0.309487	0.319916	1242903.8953043453	564.0017725009614	0.3144789289582385	0.2577055049928679	0.00010040850368407866	0.0025579159700729	0.257945	0.252954	0.262802	1080155.947969476	648.9803637315243	0.2576927994443958	0.0006791216975748934	1.6981952471181758e-06	4.4962104435087024e-05	0.000677366	0.000594473	0.000769422	1000000.0	701.0	0.0006776338549407821	0.0006791216975748934	1.6981952471181758e-06	4.4962104435087024e-05	0.000677366	0.000594473	0.000769422	1000000.0	701.0	0.0006776338549407821	-45876.52154065618	0.4446110831358007	11.771702922781596	-45876.4	-45897.6	-45851.8	1000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-100.81140684736089	0.4993810118706143	13.22181371472388	-100.844	-126.91	-75.4524	1000000.0	701.0		
7	sims/sim_007/delphy-digested.log	1975.8445078459345	0.0726644240684499	1.721746183902829	1975.0	1974.0	1979.0	1248600.2895462797	561.4286700628043	1975.8437581140972	-57104.74236804577	2.559308106103017	56.2571911432518	-57101.1	-57213.3	-56997.8	1450798.4178022398	483.18221980274745		5109.907731811695	0.3057579558212361	7.174884444707667	5110.21	5096.01	5123.46	1273044.9209359095	550.6482830822993	5109.902693873617	-62214.64850213979	2.298195113065748	50.338000939535874	-62211.3	-62324.7	-62130.5	1461167.092024139	479.7534818751717		2.2337445791726123	0.0047695789762017	0.0870565888778527	2.23014	2.07123	2.40822	2104140.880390275	333.1525975912691	2.232051012763579	2023.760656205422	0.0047939065223095	0.0871395016222126	2023.76	2023.59	2023.92	2121616.9817762286	330.4083658932251	2023.760654329412	32.91181298145508	0.0336364686126381	0.7475513693963036	32.8525	31.6691	34.442	1419242.8788748935	493.92532485751735	32.90336249027017	2.6962646219686177	0.0156258058547179	0.4060111935981564	2.6574	1.92204	3.43727	1038309.5579851756	675.135844227689	2.666188668253764	0.4907525620542075	0.0080236823812534	0.2124382610256956	0.481802	0.067251	0.85421	1000000.0	701.0	0.4288684645654113	19.874239372325235	0.0774061370467232	2.0038610309322915	19.7077	16.6098	24.0839	1046004.6321158548	670.1691163470465	19.775814651711556	0.0969917600570613	7.21532894081263e-05	0.0016647066983975	0.0969309	0.0937232	0.100162	1316906.1744176697	532.308233963577	0.0969774731567847	0.4653016134094145	0.0001082291015911096	0.0028655174821108	0.465287	0.459135	0.470307	1000000.0	701.0000000000001	0.4652927879953688	0.121548152639087	6.976768480880451e-05	0.0018471974502876	0.121522	0.117723	0.124872	1000000.0	701.0	0.1215341163435221	0.3161584750356636	0.00012406968640841782	0.0026003101951418	0.316347	0.310725	0.320882	1595875.7281486955	439.257260221132	0.3161477729899155	0.0020518643509272	2.942955868997252e-06	6.674234400547635e-05	0.00205069	0.00191461	0.00217325	1362958.4206835916	514.3223662306686	0.0020507791929879	0.0020518643509272	2.942955868997252e-06	6.674234400547635e-05	0.00205069	0.00191461	0.00217325	1362958.4206835916	514.3223662306686	0.0020507791929879	-62214.64850213979	2.298195113065748	50.338000939535874	-62211.3	-62324.7	-62130.5	1461167.092024139	479.7534818751717		0.0	0.0	0.0	0.0	0.0	0.0				-330.0450827389444	0.3107718610111634	7.204450791993696	-329.744	-344.363	-316.588	1304366.499748078	537.425639293396		
8	sims/sim_008/delphy-digested.log	2018.8944365192583	0.0588207413560574	1.557361746413786	2019.0	2017.0	2022.0	1000000.0	700.9999999999999	2018.8938361033067	-47486.46961483591	2.190297558787718	55.04705089808439	-47485.6	-47598.6	-47388.8	1109829.1879953004	631.628729522086		5091.7830385164025	0.3237307896169508	7.681401593591836	5091.84	5078.2	5107.05	1245102.452891937	563.0058782486714	5091.777243152659	-52578.252639087	1.903105706021998	48.29510732258705	-52578.0	-52677.2	-52491.9	1088522.8991232242	643.991964307445		1.7605148644793156	0.0024829688767212	0.0657400885638237	1.75682	1.61474	1.87157	1000000.0	701.0	1.7592958359105446	2024.2340798858731	0.0024924511780974	0.0659911455950764	2024.24	2024.09	2024.34	1000000.0	701.0	2024.23407881024	33.21389714693293	0.0309770358139143	0.7225074209227011	33.2075	31.984	34.6537	1288585.1124381348	544.0075267311107	33.20606587134717	5.694677175463617	0.0396395026218246	1.049511509151784	5.62532	3.73818	7.67069	1000000.0	700.9999999999999	5.598158891331366	1.5434032154065602	0.0102339989909921	0.2709594978565774	1.54227	1.01756	2.0507	1000000.0	701.0	1.5179059363408551	0.2830519229671899	0.0005030427113293627	0.0133187623510809	0.282377	0.257292	0.309169	1000000.0	701.0	0.282740406593072	0.288699045649073	9.84270567264743e-05	0.0025112892791625	0.288706	0.284025	0.293708	1076845.828012926	650.9752666206043	0.2886881259669175	0.0293036326676176	3.1905656548039067e-05	0.0008447470714674149	0.0292877	0.0278813	0.0311831	1000000.0	701.0	0.0292914787093513	0.6556658216833097	0.00010479052650033974	0.0026251738751997	0.655593	0.650277	0.660463	1116981.3334589344	627.5843463106289	0.6556605662636813	0.026331503281027	3.071312964144962e-05	0.0008131732466044555	0.0262993	0.0248025	0.0279698	1000000.0	700.9999999999999	0.0263189869370847	0.0020808996005706	2.5038852398297105e-06	6.413763948060711e-05	0.00207857	0.0019601	0.00220629	1068368.1041661638	656.1408912025822	0.0020799110799921	0.0020808996005706	2.5038852398297105e-06	6.413763948060711e-05	0.00207857	0.0019601	0.00220629	1068368.1041661638	656.1408912025822	0.0020799110799921	-52578.252639087	1.903105706021998	48.29510732258705	-52578.0	-52677.2	-52491.9	1088522.8991232242	643.991964307445		0.0	0.0	0.0	0.0	0.0	0.0				-347.9835149786023	0.3292175179097138	7.677180028942508	-347.922	-363.128	-334.446	1289081.6930185396	543.7979639277355		
10	sims/sim_010/delphy-digested.log	51.0	0.0	0.0	51.0	51.0	51.0			50.999999999996376	-29676.23880171182	1.7057573572485991	40.26093432038967	-29676.7	-29752.7	-29599.6	1258301.8233789618	557.1000430704139		5246.231611982878	1.4969878879829634	35.121920086929045	5245.86	5178.62	5312.27	1273497.4807343115	550.4526004996854	5246.114000779231	-34922.46961483592	0.220851077838719	5.44299269181307	-34922.4	-34932.8	-34911.4	1154095.0104788817	607.4023313809547		1.5974435805991465	0.0105558572081527	0.2454496558149346	1.55463	1.2131	2.04384	1296522.854249497	540.676932691464	1.580136500656461	2024.3969614835933	0.0105540653130956	0.2454523069703923	2024.44	2023.95	2024.78	1296054.7164449631	540.8722263847168	2024.396946601823	22.38141854493582	0.1006598349536596	2.2906905499256456	22.2838	18.3081	27.0692	1353622.6026297929	517.869603121365	22.266501075505747	2.553725991440797	0.029778655528996	0.6788697536084513	2.45036	1.51715	4.0048	1348823.9564835385	519.7120029121868	2.4715161712324227	1.5217165891583464	0.0228902619844986	0.4667276821096188	1.50746	0.668154	2.46747	1686135.3144467084	415.7436203333583	1.442180345507951	1.7612549472182566	0.0202169994182161	0.5186724907435293	1.67716	0.858993	2.78901	1065037.7119868426	658.1926556312028	1.690641163398953	0.1954807902995721	8.791572866037108e-05	0.0023276924018159	0.195437	0.190999	0.199993	1000000.0	700.9999999999999	0.1954669334055217	0.5067210156918686	0.00010904620446757384	0.0028871514284737	0.506729	0.501169	0.512394	1000000.0	701.0000000000001	0.5067127865704829	0.0365755450784593	4.9416979923230114e-05	0.0011367933147207	0.0366052	0.0343409	0.0386757	1324669.0724893431	529.188772168333	0.0365578282712733	0.2612226818830244	9.245943260289151e-05	0.0024479933457321	0.261138	0.256325	0.265553	1000000.0	701.0	0.2612112198281162	8.047385748930107e-05	5.386048523712491e-07	1.426031998538232e-05	7.9459e-05	5.19325e-05	0.00010781	1000000.0	701.0	7.921787714139428e-05	8.047385748930107e-05	5.386048523712491e-07	1.426031998538232e-05	7.9459e-05	5.19325e-05	0.00010781	1000000.0	701.0	7.921787714139428e-05	-34922.46961483592	0.220851077838719	5.44299269181307	-34922.4	-34932.8	-34911.4	1154095.0104788817	607.4023313809547		0.0	0.0	0.0	0.0	0.0	0.0				-198.05010042796	1.5089088653424994	35.34870796340042	-198.613	-265.865	-130.707	1277311.8739138842	548.8088025456351		
