replicate	tip_name	true_date	posterior_mean	hpd_lo	hpd_hi	normalized_rank
sim_000	TIP_028	2025.545205	2025.541090	2025.498570	2025.577522	0.553495
sim_000	TIP_068	2025.073973	2025.039005	2024.999349	2025.080862	0.907275
sim_000	TIP_155	2025.660274	2025.619530	2025.580441	2025.659714	0.968616
sim_000	TIP_182	2025.495890	2025.528255	2025.491030	2025.569353	0.042796
sim_000	TIP_035	2025.063014	2025.040002	2025.000839	2025.080991	0.778887
sim_000	TIP_108	2025.471233	2025.460497	2025.419127	2025.495610	0.614836
sim_000	TIP_056	2025.545205	2025.527821	2025.492280	2025.569202	0.766049
sim_000	TIP_193	2025.361644	2025.367412	2025.330677	2025.410738	0.447932
sim_000	TIP_085	2025.698630	2025.703555	2025.668373	2025.747435	0.449358
sim_000	TIP_107	2025.663014	2025.644410	2025.606749	2025.667983	0.930100
sim_000	TIP_095	2025.287671	2025.291318	2025.250515	2025.326297	0.416548
sim_000	TIP_122	2025.652055	2025.624146	2025.582901	2025.662073	0.843081
sim_000	TIP_147	2025.232877	2025.202888	2025.164933	2025.243395	0.871612
sim_000	TIP_192	2025.605479	2025.618588	2025.578961	2025.659613	0.340942
sim_000	TIP_173	2025.720548	2025.696004	2025.663133	2025.738906	0.843081
sim_000	TIP_113	2025.457534	2025.454681	2025.413978	2025.492660	0.539230
sim_000	TIP_093	2025.386301	2025.370778	2025.331337	2025.410738	0.676177
sim_000	TIP_150	2025.854795	2025.871678	2025.833146	2025.911008	0.293866
sim_000	TIP_002	2025.652055	2025.618588	2025.580941	2025.662353	0.880171
sim_000	TIP_127	2025.764384	2025.782588	2025.746364	2025.826417	0.279601
sim_000	TIP_109	2025.704110	2025.705954	2025.663843	2025.743555	0.465050
sim_000	TIP_067	2025.369863	2025.364665	2025.325927	2025.406968	0.589158
sim_000	TIP_159	2025.783562	2025.789428	2025.748724	2025.830196	0.419401
sim_001	TIP_139	2025.435616	2025.452884	2025.416498	2025.494020	0.261056
sim_001	TIP_042	2025.698630	2025.687098	2025.660783	2025.726087	0.747504
sim_001	TIP_094	2025.895890	2025.882709	2025.844825	2025.917248	0.674750
sim_001	TIP_055	2025.041096	2025.050317	2025.011178	2025.084372	0.322397
sim_001	TIP_154	2025.432877	2025.453564	2025.412828	2025.491680	0.258203
sim_001	TIP_129	2025.632877	2025.606399	2025.576341	2025.650364	0.854494
sim_001	TIP_100	2025.830137	2025.795143	2025.748944	2025.829646	0.971469
sim_001	TIP_089	2025.830137	2025.788467	2025.750694	2025.832367	0.972896
sim_001	TIP_071	2025.189041	2025.185071	2025.157273	2025.226806	0.646220
sim_001	TIP_038	2025.276712	2025.299276	2025.263003	2025.330287	0.154066
sim_001	TIP_175	2025.460274	2025.471965	2025.434746	2025.498120	0.232525
sim_001	TIP_145	2025.852055	2025.864082	2025.831076	2025.908539	0.380884
sim_001	TIP_050	2025.758904	2025.784942	2025.746085	2025.827736	0.178317
sim_001	TIP_176	2025.715068	2025.716480	2025.675022	2025.750175	0.419401
sim_001	TIP_027	2025.821918	2025.804249	2025.762693	2025.835056	0.753210
sim_001	TIP_075	2025.473973	2025.472555	2025.433976	2025.498010	0.447932
sim_001	TIP_165	2025.813699	2025.793920	2025.751564	2025.831877	0.733238
sim_001	TIP_168	2025.334247	2025.364302	2025.327076	2025.405039	0.082739
sim_001	TIP_006	2025.084932	2025.127259	2025.089110	2025.161034	0.021398
sim_001	TIP_117	2025.139726	2025.124168	2025.087881	2025.157524	0.741797
sim_002	TIP_198	2025.336986	2025.366897	2025.327617	2025.409918	0.128388
sim_002	TIP_182	2025.495890	2025.535248	2025.496660	2025.577752	0.025678
sim_002	TIP_065	2025.323288	2025.301523	2025.264773	2025.329357	0.887304
sim_002	TIP_151	2025.279452	2025.296786	2025.254024	2025.328597	0.245364
sim_002	TIP_039	2025.630137	2025.625632	2025.581532	2025.662014	0.553495
sim_002	TIP_158	2025.504110	2025.539598	2025.499299	2025.581362	0.106990
sim_002	TIP_152	2025.915068	2025.965490	2025.922257	2026.001740	0.011412
sim_002	TIP_102	2025.802740	2025.789538	2025.748385	2025.830086	0.649073
sim_002	TIP_191	2025.630137	2025.626347	2025.584111	2025.661794	0.537803
sim_002	TIP_070	2025.794521	2025.780963	2025.745824	2025.826077	0.713267
sim_002	TIP_118	2025.243836	2025.229118	2025.200590	2025.248755	0.921541
sim_002	TIP_104	2025.794521	2025.787139	2025.748545	2025.828927	0.601997
sim_002	TIP_178	2025.898630	2025.873399	2025.833366	2025.912098	0.813124
sim_002	TIP_135	2025.301370	2025.283443	2025.244495	2025.324987	0.724679
sim_002	TIP_154	2025.432877	2025.438412	2025.408778	2025.481431	0.500713
sim_002	TIP_018	2025.838356	2025.864984	2025.830756	2025.907569	0.135521
sim_002	TIP_076	2025.328767	2025.363380	2025.326646	2025.403879	0.038516
sim_002	TIP_112	2025.553425	2025.539375	2025.498290	2025.576972	0.653352
sim_002	TIP_049	2025.778082	2025.780428	2025.743085	2025.823617	0.524964
sim_002	TIP_063	2025.967123	2025.949486	2025.911898	2025.993330	0.724679
sim_002	TIP_095	2025.287671	2025.282302	2025.247125	2025.323057	0.601997
sim_002	TIP_189	2025.301370	2025.270143	2025.241605	2025.310349	0.917261
sim_002	TIP_157	2025.556164	2025.538117	2025.499180	2025.577092	0.734665
sim_002	TIP_074	2025.684932	2025.693284	2025.661223	2025.736546	0.445078
sim_002	TIP_046	2025.443836	2025.463159	2025.420127	2025.497580	0.209700
sim_002	TIP_176	2025.715068	2025.713381	2025.673642	2025.748595	0.495007
sim_002	TIP_142	2025.273973	2025.281810	2025.247075	2025.323608	0.427960
sim_002	TIP_032	2025.090411	2025.116660	2025.082741	2025.156714	0.139800
sim_002	TIP_122	2025.652055	2025.626374	2025.583331	2025.660764	0.844508
sim_002	TIP_031	2025.224658	2025.188233	2025.158423	2025.231466	0.932953
sim_002	TIP_072	2025.460274	2025.452912	2025.415298	2025.493640	0.606277
sim_002	TIP_113	2025.457534	2025.463042	2025.424397	2025.495550	0.383738
sim_002	TIP_027	2025.821918	2025.792106	2025.749535	2025.830237	0.854494
sim_002	TIP_163	2025.405479	2025.363274	2025.326687	2025.405089	0.960057
sim_002	TIP_077	2025.224658	2025.193779	2025.160443	2025.239936	0.874465
sim_002	TIP_181	2025.150685	2025.138269	2025.102039	2025.163874	0.701854
sim_002	TIP_045	2025.969863	2025.948622	2025.912888	2025.991510	0.760342
sim_002	TIP_103	2025.005479	2025.043324	2025.002519	2025.084051	0.079886
sim_002	TIP_002	2025.652055	2025.622231	2025.580381	2025.661464	0.864479
sim_002	TIP_043	2025.353425	2025.366436	2025.329326	2025.406148	0.292439
sim_002	TIP_078	2025.564384	2025.552495	2025.508438	2025.582512	0.637660
sim_002	TIP_150	2025.854795	2025.867368	2025.836175	2025.912648	0.315264
sim_002	TIP_164	2025.416438	2025.444454	2025.411508	2025.489540	0.094151
sim_004	TIP_183	2025.695890	2025.691825	2025.662583	2025.735506	0.641940
sim_004	TIP_028	2025.545205	2025.544697	2025.503559	2025.579502	0.477889
sim_004	TIP_040	2025.164384	2025.205874	2025.163883	2025.243345	0.032810
sim_004	TIP_198	2025.336986	2025.370312	2025.328167	2025.407889	0.104137
sim_004	TIP_190	2025.682192	2025.697938	2025.661653	2025.739216	0.291013
sim_004	TIP_099	2025.139726	2025.121599	2025.086351	2025.157644	0.761769
sim_004	TIP_152	2025.915068	2025.950462	2025.912778	2025.993160	0.027104
sim_004	TIP_172	2025.769863	2025.786848	2025.748454	2025.828826	0.299572
sim_004	TIP_033	2025.553425	2025.554995	2025.522747	2025.581962	0.415121
sim_004	TIP_191	2025.630137	2025.617489	2025.581591	2025.662633	0.677603
sim_004	TIP_048	2025.676712	2025.709768	2025.670723	2025.748425	0.116976
sim_004	TIP_193	2025.361644	2025.354315	2025.324727	2025.394011	0.699001
sim_004	TIP_055	2025.041096	2025.047435	2025.006748	2025.084591	0.379458
sim_004	TIP_135	2025.301370	2025.285795	2025.246955	2025.326407	0.708987
sim_004	TIP_064	2025.408219	2025.368530	2025.330206	2025.409538	0.971469
sim_004	TIP_020	2025.498630	2025.524358	2025.491680	2025.567783	0.095578
sim_004	TIP_076	2025.328767	2025.363035	2025.328336	2025.400480	0.018545
sim_004	TIP_112	2025.553425	2025.559568	2025.526527	2025.583052	0.319544
sim_004	TIP_175	2025.460274	2025.478228	2025.449585	2025.498120	0.116976
sim_004	TIP_047	2025.890411	2025.882891	2025.843225	2025.916428	0.546362
sim_004	TIP_008	2025.200000	2025.212850	2025.172982	2025.247875	0.285307
sim_004	TIP_184	2025.493151	2025.473577	2025.445205	2025.496370	0.952924
sim_004	TIP_072	2025.460274	2025.456475	2025.425157	2025.493530	0.610556
sim_004	TIP_153	2025.293151	2025.266707	2025.241605	2025.306299	0.890157
sim_004	TIP_179	2025.498630	2025.524381	2025.491960	2025.567732	0.092725
sim_004	TIP_069	2025.468493	2025.456576	2025.417848	2025.493690	0.670471
sim_004	TIP_053	2025.465753	2025.442174	2025.410478	2025.482751	0.841655
sim_004	TIP_087	2025.312329	2025.283520	2025.245975	2025.323897	0.851641
sim_004	TIP_091	2025.802740	2025.793891	2025.756664	2025.831547	0.629101
sim_004	TIP_043	2025.353425	2025.369788	2025.330247	2025.409749	0.319544
sim_004	TIP_150	2025.854795	2025.863936	2025.830526	2025.907618	0.430813
sim_004	TIP_159	2025.783562	2025.794602	2025.751064	2025.828056	0.288160
sim_005	TIP_011	2025.975342	2025.962787	2025.919278	2025.999500	0.634807
sim_005	TIP_028	2025.545205	2025.552609	2025.512809	2025.583052	0.316690
sim_005	TIP_041	2025.756164	2025.779077	2025.743795	2025.823507	0.171184
sim_005	TIP_068	2025.073973	2025.060303	2025.026806	2025.087161	0.751783
sim_005	TIP_009	2025.093151	2025.110912	2025.080721	2025.147514	0.208274
sim_005	TIP_199	2025.961644	2025.969552	2025.931066	2026.001470	0.335235
sim_005	TIP_190	2025.682192	2025.705155	2025.668813	2025.747445	0.216833
sim_005	TIP_162	2025.408219	2025.386799	2025.346455	2025.415929	0.868759
sim_005	TIP_158	2025.504110	2025.533193	2025.495350	2025.576772	0.136947
sim_005	TIP_096	2025.238356	2025.227473	2025.196820	2025.248805	0.720399
sim_005	TIP_148	2025.819178	2025.809874	2025.779442	2025.834996	0.677603
sim_005	TIP_116	2025.035616	2025.024417	2024.995900	2025.062573	0.724679
sim_005	TIP_094	2025.895890	2025.864227	2025.828836	2025.904728	0.890157
sim_005	TIP_015	2025.783562	2025.796410	2025.754794	2025.833417	0.318117
sim_005	TIP_101	2025.197260	2025.215514	2025.174782	2025.247225	0.191155
sim_005	TIP_001	2025.772603	2025.775071	2025.743685	2025.817987	0.537803
sim_005	TIP_120	2025.438356	2025.452107	2025.413218	2025.488170	0.300999
sim_005	TIP_178	2025.898630	2025.874361	2025.836806	2025.912928	0.823110
sim_005	TIP_135	2025.301370	2025.288814	2025.246085	2025.325637	0.654779
sim_005	TIP_064	2025.408219	2025.391235	2025.356673	2025.415928	0.860200
sim_005	TIP_066	2025.904110	2025.872473	2025.832226	2025.910959	0.890157
sim_005	TIP_129	2025.632877	2025.627477	2025.588491	2025.660723	0.583452
sim_005	TIP_060	2025.920548	2025.955994	2025.915508	2025.995010	0.091298
sim_005	TIP_086	2025.095890	2025.110318	2025.079961	2025.145585	0.265335
sim_005	TIP_095	2025.287671	2025.303619	2025.268823	2025.330837	0.174037
sim_005	TIP_180	2025.936986	2025.951605	2025.913648	2025.993151	0.353780
sim_005	TIP_074	2025.684932	2025.713847	2025.671673	2025.745745	0.114123
sim_005	TIP_145	2025.852055	2025.871192	2025.831456	2025.909029	0.269615
sim_005	TIP_032	2025.090411	2025.133005	2025.093480	2025.163824	0.029957
sim_005	TIP_019	2025.449315	2025.446733	2025.412228	2025.483571	0.556348
sim_005	TIP_173	2025.720548	2025.699222	2025.664493	2025.739175	0.805991
sim_005	TIP_069	2025.468493	2025.460553	2025.414958	2025.492770	0.583452
sim_005	TIP_053	2025.465753	2025.465950	2025.432386	2025.495450	0.457917
sim_005	TIP_181	2025.150685	2025.122394	2025.086150	2025.158684	0.874465
sim_005	TIP_127	2025.764384	2025.777646	2025.745485	2025.819687	0.275321
sim_005	TIP_006	2025.084932	2025.109837	2025.082581	2025.147514	0.045649
sim_005	TIP_109	2025.704110	2025.711424	2025.670613	2025.745755	0.370899
sim_005	TIP_023	2025.926027	2025.966042	2025.921817	2026.002230	0.085592
sim_006	TIP_028	2025.545205	2025.532694	2025.497159	2025.575292	0.699001
sim_006	TIP_182	2025.495890	2025.520238	2025.492280	2025.559664	0.038516
sim_006	TIP_000	2025.087671	2025.117014	2025.085541	2025.156114	0.054208
sim_006	TIP_082	2025.158904	2025.131377	2025.097210	2025.163164	0.961484
sim_006	TIP_194	2025.958904	2025.954510	2025.915678	2025.994250	0.569187
sim_006	TIP_048	2025.676712	2025.699012	2025.663633	2025.742255	0.198288
sim_006	TIP_029	2025.441096	2025.432641	2025.408728	2025.472452	0.737518
sim_006	TIP_070	2025.794521	2025.792839	2025.752994	2025.826316	0.514979
sim_006	TIP_120	2025.438356	2025.449361	2025.413258	2025.489040	0.366619
sim_006	TIP_076	2025.328767	2025.370495	2025.329147	2025.410019	0.027104
sim_006	TIP_129	2025.632877	2025.620088	2025.583451	2025.661744	0.686163
sim_006	TIP_049	2025.778082	2025.773145	2025.743025	2025.816918	0.670471
sim_006	TIP_092	2025.841096	2025.867081	2025.831516	2025.908329	0.142653
sim_006	TIP_195	2025.084932	2025.102385	2025.080831	2025.136366	0.084165
sim_006	TIP_184	2025.493151	2025.439864	2025.409658	2025.478452	0.997147
sim_006	TIP_113	2025.457534	2025.446649	2025.414258	2025.490181	0.661912
sim_006	TIP_119	2025.112329	2025.110061	2025.080341	2025.149645	0.601997
sim_006	TIP_014	2025.715068	2025.699868	2025.661713	2025.737865	0.721826
sim_006	TIP_002	2025.652055	2025.625907	2025.585001	2025.662523	0.841655
sim_006	TIP_117	2025.139726	2025.146135	2025.119407	2025.163874	0.233951
sim_006	TIP_150	2025.854795	2025.866104	2025.832616	2025.910419	0.366619
sim_006	TIP_023	2025.926027	2025.950852	2025.912878	2025.994200	0.213980
sim_007	TIP_080	2025.939726	2025.967291	2025.925547	2025.999830	0.144080
sim_007	TIP_073	2025.128767	2025.123710	2025.085641	2025.157704	0.554922
sim_007	TIP_190	2025.682192	2025.700573	2025.666303	2025.741425	0.261056
sim_007	TIP_108	2025.471233	2025.455998	2025.419787	2025.494670	0.721826
sim_007	TIP_005	2025.857534	2025.861548	2025.827956	2025.903949	0.524964
sim_007	TIP_158	2025.504110	2025.526700	2025.493760	2025.573152	0.188302
sim_007	TIP_194	2025.958904	2025.952584	2025.914698	2025.995070	0.603424
sim_007	TIP_099	2025.139726	2025.140793	2025.107449	2025.163334	0.393723
sim_007	TIP_130	2025.564384	2025.548797	2025.511028	2025.581252	0.734665
sim_007	TIP_001	2025.772603	2025.785785	2025.745755	2025.824327	0.350927
sim_007	TIP_167	2025.164384	2025.185418	2025.156673	2025.225137	0.125535
sim_007	TIP_135	2025.301370	2025.300616	2025.260883	2025.330397	0.437946
sim_007	TIP_128	2025.572603	2025.530080	2025.493760	2025.573082	0.961484
sim_007	TIP_071	2025.189041	2025.196713	2025.162193	2025.240065	0.417974
sim_007	TIP_089	2025.830137	2025.789956	2025.748545	2025.828867	0.980029
sim_007	TIP_079	2025.668493	2025.692185	2025.660833	2025.734916	0.114123
