Step	tdbl
281	2.467
282	1.864
283	1.396
284	1.580
285	1.558
286	1.647
287	2.014
288	1.765
289	1.582
290	1.731
291	1.619
292	1.601
293	1.631
294	1.731
295	1.683
296	2.243
297	1.804
298	2.007
299	2.172
300	2.040
301	2.811
302	2.006
303	2.453
304	1.995
305	1.633
306	1.659
307	2.066
308	1.911
309	1.676
310	1.997
311	1.842
312	1.861
313	1.620
314	1.665
315	1.794
316	1.886
317	1.960
318	1.657
319	2.326
320	1.869
321	2.121
322	1.871
323	2.536
324	1.754
325	2.314
326	2.023
327	1.967
328	1.690
329	2.015
330	1.876
331	1.690
332	1.763
333	1.601
334	2.184
335	1.826
336	1.856
337	2.048
338	2.206
339	1.652
340	1.639
341	1.600
342	1.511
343	1.951
344	1.926
345	2.029
346	1.758
347	1.644
348	1.769
349	2.040
350	1.773
351	1.828
352	2.618
353	2.407
354	2.081
355	1.812
356	1.704
357	2.199
358	1.777
359	1.870
360	1.580
361	1.696
362	1.812
363	2.097
364	2.153
365	1.724
366	1.844
367	1.877
368	1.621
369	2.351
370	1.979
371	1.722
372	1.689
373	1.796
374	2.170
375	1.991
376	2.018
377	1.970
378	1.723
379	1.705
380	1.843
381	1.654
382	1.713
383	1.847
384	1.718
385	2.055
386	2.697
387	2.034
388	1.842
389	1.947
390	1.529
391	1.844
392	1.661
393	1.736
394	1.573
395	1.756
396	1.604
397	1.708
398	2.350
399	1.859
400	1.754
401	2.043
402	1.489
403	1.909
404	1.823
405	1.861
406	1.954
407	2.023
408	1.731
409	1.862
410	1.736
411	1.941
412	1.528
413	1.880
414	1.737
415	1.785
416	1.526
417	1.748
418	1.838
419	2.044
420	1.807
421	1.660
422	1.947
423	1.656
424	1.487
425	1.814
426	1.623
427	1.643
428	1.627
429	1.390
430	1.511
431	1.624
432	1.585
433	1.697
434	1.659
435	1.403
436	1.842
437	1.749
438	1.916
439	1.997
440	1.501
441	1.347
442	1.772
443	1.801
444	1.703
445	1.718
446	1.850
447	1.829
448	1.580
449	1.901
450	1.839
451	1.834
452	1.913
453	1.854
454	1.699
455	1.613
456	1.839
457	1.862
458	1.672
459	1.942
460	2.187
461	1.830
462	2.052
463	1.727
464	1.710
465	1.771
466	1.573
467	2.098
468	1.703
469	1.596
470	1.628
471	1.642
472	1.748
473	1.721
474	1.692
475	1.827
476	1.782
477	1.756
478	1.898
479	1.720
480	1.486
481	1.652
482	1.493
483	1.635
484	1.702
485	1.818
486	2.108
487	2.215
488	1.743
489	1.825
490	1.878
491	1.789
492	1.781
493	1.614
494	1.911
495	1.500
496	1.836
497	2.162
498	1.977
499	2.379
500	1.827
501	1.838
502	1.664
503	2.144
504	1.651
505	1.830
506	1.663
507	1.815
508	2.323
509	1.561
510	1.760
511	1.802
512	1.671
513	1.731
514	1.869
515	1.871
516	2.189
517	1.768
518	1.653
519	1.817
520	1.813
521	2.072
522	2.057
523	1.962
524	1.995
525	1.675
526	2.090
527	1.897
528	1.891
529	2.037
530	2.320
531	1.850
532	1.552
533	1.521
534	1.451
535	1.869
536	2.002
537	1.843
538	1.501
539	1.462
540	1.861
541	2.336
542	1.730
543	2.111
544	1.788
545	2.118
546	1.697
547	1.941
548	1.930
549	1.519
550	1.750
551	1.761
552	1.916
553	1.771
554	1.806
555	1.971
556	1.898
557	1.823
558	1.698
559	1.336
560	1.786
561	1.809
562	1.545
563	1.985
564	1.641
565	1.677
566	1.766
567	1.842
568	2.026
569	1.757
570	1.940
571	1.987
572	2.243
573	2.067
574	1.560
575	1.615
576	1.657
577	1.962
578	1.498
579	1.793
580	1.440
581	2.078
582	1.943
583	1.930
584	1.651
585	1.927
586	1.829
587	1.974
588	1.547
589	1.524
590	1.917
591	1.888
592	1.733
593	1.963
594	1.618
595	1.626
596	1.599
597	1.482
598	1.904
599	1.688
600	1.747
601	1.750
602	2.056
603	1.864
604	1.910
605	1.564
606	1.955
607	2.029
608	1.790
609	1.595
610	1.999
611	1.893
612	1.813
613	1.666
614	1.821
615	1.575
616	1.617
617	1.947
618	2.058
619	2.036
620	1.876
621	1.569
622	1.723
623	1.959
624	2.140
625	2.116
626	1.725
627	2.107
628	1.826
629	1.794
630	1.943
631	1.978
632	1.805
633	2.320
634	1.926
635	1.743
636	1.890
637	1.535
638	1.642
639	1.658
640	1.947
641	2.100
642	2.170
643	2.168
644	1.947
645	1.592
646	1.944
647	1.818
648	2.014
649	1.960
650	1.805
651	2.078
652	1.647
653	1.993
654	1.844
655	1.730
656	2.312
657	1.612
658	2.613
659	1.939
660	1.738
661	1.947
662	1.708
663	1.685
664	1.705
665	2.287
666	1.774
667	1.871
668	1.639
669	1.580
670	1.776
671	1.660
672	1.555
673	1.573
674	1.640
675	1.783
676	1.737
677	1.953
678	1.605
679	2.224
680	1.602
681	1.701
682	1.720
683	2.010
684	2.063
685	1.917
686	1.684
687	1.833
688	1.603
689	1.753
690	1.740
691	1.706
692	1.821
693	1.429
694	1.957
695	1.761
696	1.820
697	1.767
698	1.793
699	1.548
700	1.767
701	1.737
702	1.934
703	1.780
704	2.153
705	1.779
706	1.919
707	1.857
708	1.731
709	1.463
710	1.612
711	1.476
712	1.625
713	1.865
714	2.002
715	1.817
716	1.601
717	1.761
718	1.824
719	1.631
720	1.990
721	1.462
722	1.841
723	1.779
724	2.016
725	1.803
726	1.997
727	2.076
728	1.748
729	1.629
730	1.693
731	1.754
732	1.392
733	1.612
734	2.051
735	1.710
736	2.167
737	1.710
738	1.819
739	1.909
740	1.999
741	2.134
742	1.858
743	1.698
744	1.431
745	1.657
746	1.754
747	1.831
748	1.630
749	1.987
750	1.678
751	1.580
752	1.771
753	1.712
754	1.986
755	1.819
756	2.062
757	2.079
758	1.903
759	2.021
760	1.927
761	1.952
762	1.755
763	2.165
764	1.844
765	2.470
766	2.398
767	2.185
768	1.985
769	1.852
770	1.906
771	2.359
772	1.875
773	1.946
774	1.574
775	1.741
776	1.701
777	2.129
778	1.881
779	1.965
780	1.590
781	1.796
782	1.608
783	1.846
784	1.634
785	1.814
786	1.810
787	1.936
788	1.644
789	1.407
790	1.751
791	2.023
792	1.676
793	2.043
794	2.261
795	1.857
796	1.716
797	1.616
798	1.684
799	1.805
800	1.819
801	1.752
802	2.000
803	1.890
804	1.913
805	1.557
806	1.684
807	1.650
808	1.643
809	1.949
810	2.037
811	1.969
812	1.699
813	1.819
814	1.641
815	1.663
816	1.903
817	1.738
818	1.385
819	2.060
820	1.677
821	1.567
822	1.480
823	1.891
824	1.985
825	1.866
826	1.931
827	1.712
828	1.727
829	2.027
830	1.885
831	1.683
832	1.904
833	1.903
834	2.089
835	1.721
836	1.953
837	1.701
838	1.966
839	1.480
840	1.942
841	1.429
842	1.494
843	1.665
844	1.810
845	1.790
846	2.072
847	2.012
848	1.696
849	1.784
850	1.758
851	2.134
852	1.688
853	1.745
854	1.652
855	1.852
856	1.974
857	1.892
858	1.642
859	1.570
860	1.950
861	1.549
862	1.595
863	2.009
864	2.005
865	1.746
866	2.100
867	2.073
868	1.692
869	1.904
870	1.637
871	1.984
872	1.615
873	1.844
874	1.583
875	1.606
876	2.018
877	1.888
878	1.703
879	1.792
880	2.550
881	2.283
882	1.676
883	1.735
884	1.641
885	1.697
886	1.803
887	1.985
888	1.700
889	1.521
890	1.814
891	1.665
892	1.867
893	1.712
894	1.400
895	1.718
896	1.949
897	1.975
898	1.698
899	1.723
900	1.684
901	1.557
902	2.388
903	2.342
904	2.012
905	1.937
906	1.748
907	1.418
908	1.701
909	1.681
910	1.739
911	1.978
912	1.689
913	1.595
914	1.492
915	1.849
916	1.742
917	1.858
918	1.685
919	1.674
920	2.267
921	1.898
922	2.285
923	1.757
924	1.685
925	2.401
926	1.800
927	2.072
928	2.151
929	2.007
930	2.014
931	2.339
932	2.028
933	2.156
934	1.517
935	1.484
936	2.144
937	2.516
938	1.735
939	1.910
940	2.147
941	1.767
942	1.714
943	1.792
944	1.562
945	2.207
946	2.155
947	2.110
948	2.022
949	1.708
950	1.977
951	1.826
952	1.883
953	1.977
954	1.504
955	1.480
956	1.808
957	1.618
958	1.792
959	2.017
960	1.592
961	1.790
962	1.560
963	1.706
964	1.608
965	1.812
966	1.704
967	1.668
968	1.782
969	1.558
970	1.582
971	1.666
972	1.768
973	1.854
974	2.247
975	1.931
976	1.833
977	1.581
978	1.718
979	1.907
980	1.918
981	1.599
982	1.814
983	2.110
984	2.241
985	2.606
986	1.969
987	1.800
988	1.765
989	2.175
990	1.972
991	2.047
992	1.934
993	1.773
994	1.721
995	1.895
996	1.731
997	1.860
998	1.458
999	1.811
1000	1.724
1001	1.590
1002	1.800
1003	2.072
1004	1.545
1005	1.291
1006	1.971
1007	2.082
1008	1.930
1009	1.641
1010	1.676
1011	1.502
1012	1.575
1013	1.572
1014	2.048
1015	1.597
1016	1.754
1017	2.006
1018	1.753
1019	1.854
1020	1.534
1021	1.897
1022	1.776
1023	1.641
1024	1.607
1025	1.549
1026	1.817
1027	1.562
1028	2.055
1029	1.641
1030	1.498
1031	1.544
1032	1.678
1033	2.100
1034	2.200
1035	2.070
1036	1.709
1037	1.813
1038	1.901
1039	1.795
1040	1.944
1041	1.880
1042	1.399
1043	1.629
1044	1.649
1045	1.563
1046	1.726
1047	1.711
1048	1.600
1049	1.520
1050	1.799
1051	1.697
1052	1.706
1053	1.866
1054	1.618
1055	2.112
1056	1.660
1057	2.010
1058	2.107
1059	1.878
1060	1.803
1061	1.953
1062	1.963
1063	1.772
1064	1.669
1065	1.675
1066	1.817
1067	1.703
1068	1.537
1069	1.599
1070	1.545
1071	1.699
1072	1.406
1073	1.767
1074	1.910
1075	1.947
1076	1.908
1077	2.628
1078	1.705
1079	1.560
1080	1.819
1081	1.620
1082	1.503
1083	1.516
1084	2.117
1085	1.706
1086	1.841
1087	2.230
1088	2.283
1089	1.876
1090	1.798
1091	1.708
1092	1.875
1093	1.997
1094	1.992
1095	1.656
1096	1.826
1097	1.615
1098	1.697
1099	1.533
1100	1.360
1101	1.755
1102	1.860
1103	1.671
1104	1.979
1105	2.030
1106	2.038
1107	2.092
1108	1.845
1109	1.991
1110	2.022
1111	1.919
1112	1.848
1113	1.923
1114	1.828
1115	1.577
1116	1.677
1117	1.536
1118	1.792
1119	2.356
1120	1.527
1121	1.899
1122	1.665
1123	1.724
1124	1.625
1125	1.747
1126	1.680
1127	1.860
1128	1.751
1129	1.867
1130	1.563
1131	1.610
1132	2.115
1133	1.862
1134	2.203
1135	1.792
1136	2.104
1137	2.040
1138	1.649
1139	1.709
1140	2.010
1141	1.676
1142	1.789
1143	1.867
1144	1.940
1145	1.997
1146	1.862
1147	1.810
1148	1.756
1149	1.612
1150	1.851
1151	1.983
1152	1.781
1153	1.896
1154	1.823
1155	1.813
1156	2.053
1157	1.766
1158	1.824
1159	1.808
1160	1.731
1161	2.074
1162	1.766
1163	1.771
1164	1.965
1165	1.930
1166	1.985
1167	2.075
1168	1.631
1169	1.630
1170	2.228
1171	1.698
1172	1.508
1173	1.623
1174	2.135
1175	2.186
1176	1.671
1177	1.604
1178	1.467
1179	1.962
1180	1.719
1181	2.066
1182	1.711
1183	1.486
1184	1.959
1185	2.047
1186	1.665
1187	1.713
1188	1.719
1189	1.648
1190	1.740
1191	2.124
1192	1.791
1193	1.872
1194	2.204
1195	1.974
1196	1.555
1197	1.901
1198	1.632
1199	1.937
1200	1.874
1201	1.634
1202	2.174
1203	1.861
1204	1.982
1205	2.246
1206	1.778
1207	1.806
1208	1.655
1209	1.976
1210	1.552
1211	1.609
1212	1.988
1213	1.682
1214	1.660
1215	1.664
1216	1.939
1217	1.591
1218	2.098
1219	1.683
1220	2.070
1221	1.814
1222	1.835
1223	1.903
1224	1.988
1225	1.676
1226	1.613
1227	1.656
1228	2.208
1229	1.648
1230	1.618
1231	2.022
1232	2.378
1233	2.039
1234	1.829
1235	1.568
1236	2.033
1237	1.743
1238	1.822
1239	1.732
1240	1.584
1241	1.640
1242	1.928
1243	1.542
1244	1.660
1245	2.320
1246	1.450
1247	1.662
1248	1.854
1249	1.501
1250	1.858
1251	1.649
1252	1.533
1253	1.313
1254	2.198
1255	1.785
1256	2.026
1257	1.822
1258	1.443
1259	1.738
1260	1.705
1261	1.646
1262	1.337
1263	1.856
1264	1.756
1265	1.521
1266	1.991
1267	1.659
1268	1.563
1269	1.552
1270	1.734
1271	1.415
1272	1.715
1273	1.807
1274	1.697
1275	1.913
1276	1.768
1277	1.533
1278	1.490
1279	1.830
1280	1.621
1281	1.532
1282	1.759
1283	1.931
1284	1.969
1285	1.963
1286	1.644
1287	1.978
1288	1.677
1289	1.955
1290	2.072
1291	1.739
1292	1.939
1293	1.836
1294	1.645
1295	1.814
1296	2.115
1297	2.045
1298	1.520
1299	1.969
1300	1.648
1301	1.742
1302	1.886
1303	2.023
1304	1.658
1305	1.614
1306	1.937
1307	2.301
1308	2.047
1309	2.558
1310	3.031
1311	2.098
1312	1.672
1313	1.832
1314	1.665
1315	1.738
1316	1.780
1317	1.591
1318	1.978
1319	1.791
1320	1.610
1321	1.594
1322	2.150
1323	1.651
1324	1.626
1325	1.595
1326	2.044
1327	2.164
1328	1.863
1329	1.732
1330	2.315
1331	1.822
1332	2.352
1333	1.982
1334	2.206
1335	1.800
1336	1.641
1337	1.595
1338	1.767
1339	1.475
1340	1.289
1341	1.768
1342	1.472
1343	1.661
1344	1.568
1345	1.623
1346	1.694
1347	1.614
1348	1.647
1349	1.854
1350	1.731
1351	1.788
1352	1.837
1353	1.858
1354	1.630
1355	1.715
1356	1.550
1357	1.792
1358	1.796
1359	2.519
1360	1.801
1361	1.806
1362	1.915
1363	1.598
1364	1.774
1365	2.374
1366	2.437
1367	1.697
1368	1.690
1369	1.691
1370	1.917
1371	1.740
1372	1.531
1373	1.857
1374	1.954
1375	1.718
1376	1.777
1377	1.875
1378	1.532
1379	1.726
1380	1.694
1381	1.935
1382	1.834
1383	1.905
1384	1.772
1385	1.920
1386	1.805
1387	1.731
1388	1.943
1389	1.847
1390	1.954
1391	1.889
1392	1.646
1393	1.795
1394	1.636
1395	1.777
1396	1.708
1397	1.831
1398	2.119
1399	1.828
1400	1.667
1401	1.784
1402	1.852
1403	1.753
1404	2.085
1405	1.548
1406	1.660
1407	1.890
1408	1.949
1409	2.020
1410	1.710
1411	1.620
1412	1.523
1413	1.616
1414	2.001
1415	1.749
1416	1.899
1417	1.814
1418	2.012
1419	1.979
1420	1.883
1421	2.085
1422	1.699
1423	1.680
1424	1.714
1425	1.472
1426	1.856
1427	1.817
1428	1.390
1429	1.906
1430	1.675
1431	1.894
1432	1.668
1433	1.513
1434	1.564
1435	1.718
1436	1.962
1437	2.251
1438	1.833
1439	1.652
1440	1.506
1441	1.809
1442	2.019
1443	2.000
1444	1.737
1445	1.592
1446	1.514
1447	1.781
1448	1.927
1449	1.493
1450	1.507
1451	1.580
1452	1.545
1453	1.684
1454	1.768
1455	1.601
1456	1.886
1457	1.985
1458	1.601
1459	1.789
1460	1.915
1461	1.910
1462	2.060
1463	1.701
1464	1.447
1465	1.571
1466	1.543
1467	1.458
1468	1.603
1469	1.965
1470	1.609
1471	2.242
1472	2.305
1473	1.798
1474	1.937
1475	2.065
1476	1.587
1477	1.889
1478	2.012
1479	1.604
1480	1.617
1481	1.727
1482	1.985
1483	1.566
1484	1.779
1485	1.487
1486	1.875
1487	1.482
1488	1.625
1489	1.803
1490	1.953
1491	1.619
1492	1.726
1493	1.659
1494	2.249
1495	1.917
1496	1.680
1497	1.894
1498	1.362
1499	1.582
1500	1.324
1501	1.567
1502	1.584
1503	1.724
1504	1.741
1505	1.694
1506	1.668
1507	2.100
1508	1.814
1509	1.794
1510	1.888
1511	1.754
1512	1.600
1513	1.832
1514	2.070
1515	1.978
1516	1.692
1517	2.097
1518	1.913
1519	1.697
1520	1.672
1521	1.689
1522	1.637
1523	1.951
1524	1.730
1525	2.124
1526	1.751
1527	1.977
1528	2.111
1529	1.986
1530	2.103
1531	1.873
1532	1.964
1533	1.711
1534	2.056
1535	2.089
1536	2.248
1537	1.725
1538	2.256
1539	2.127
1540	1.907
1541	2.015
1542	1.697
1543	1.501
1544	1.629
1545	1.494
1546	2.040
1547	1.302
1548	1.862
1549	2.121
1550	1.554
1551	1.814
1552	1.867
1553	1.713
1554	1.746
1555	2.162
1556	1.805
1557	1.824
1558	1.903
1559	2.014
1560	1.890
1561	1.736
1562	1.938
1563	1.786
1564	1.928
1565	1.959
1566	1.587
1567	2.061
1568	1.392
1569	1.463
1570	1.495
1571	1.449
1572	1.979
1573	2.016
1574	1.689
1575	1.576
1576	1.678
1577	1.384
1578	1.873
1579	1.818
1580	2.293
1581	2.217
1582	1.794
1583	1.576
1584	1.637
1585	1.628
1586	1.546
1587	1.740
1588	1.474
1589	1.817
1590	1.951
1591	1.655
1592	1.963
1593	1.886
1594	1.736
1595	1.940
1596	1.818
1597	1.744
1598	1.656
1599	2.238
1600	1.787
1601	1.916
1602	1.701
1603	2.038
1604	1.950
1605	1.902
1606	1.728
1607	1.892
1608	1.701
1609	1.892
1610	1.549
1611	2.097
1612	1.726
1613	2.219
1614	2.058
1615	1.734
1616	1.933
1617	2.717
1618	2.089
1619	1.761
1620	1.764
1621	2.261
1622	2.122
1623	1.857
1624	2.136
1625	1.876
1626	1.992
1627	1.923
1628	1.977
1629	1.870
1630	1.715
1631	1.613
1632	1.929
1633	1.744
1634	1.961
1635	1.499
1636	1.825
1637	1.786
1638	1.943
1639	1.906
1640	1.803
1641	1.994
1642	1.655
1643	2.079
1644	2.336
1645	1.718
1646	2.119
1647	1.762
1648	1.783
1649	1.680
1650	1.890
1651	1.986
1652	2.041
1653	1.347
1654	1.709
1655	1.779
1656	1.628
1657	1.868
1658	1.523
1659	2.000
1660	2.319
1661	1.752
1662	1.747
1663	1.645
1664	1.636
1665	2.063
1666	2.076
1667	1.729
1668	1.786
1669	1.545
1670	1.525
1671	1.992
1672	2.224
1673	1.857
1674	2.132
1675	1.729
1676	2.036
1677	1.714
1678	1.614
1679	1.853
1680	1.906
1681	1.739
1682	1.692
1683	1.746
1684	2.084
1685	1.749
1686	1.791
1687	1.960
1688	1.882
1689	1.771
1690	1.997
1691	1.543
1692	1.616
1693	1.983
1694	1.463
1695	1.308
1696	2.022
1697	1.590
1698	1.668
1699	1.869
1700	1.984
1701	1.744
1702	1.694
1703	1.583
1704	1.489
1705	1.879
1706	1.767
1707	1.773
1708	1.484
1709	1.524
1710	1.650
1711	1.976
1712	2.082
1713	1.786
1714	1.934
1715	1.972
1716	1.468
1717	1.656
1718	1.509
1719	1.680
1720	1.910
1721	1.715
1722	1.573
1723	1.976
1724	1.581
1725	1.745
1726	1.618
1727	1.780
1728	1.801
1729	1.550
1730	1.868
1731	1.588
1732	1.952
1733	2.193
1734	1.897
1735	1.810
1736	1.878
1737	1.960
1738	1.987
1739	1.989
1740	2.218
1741	2.141
1742	1.757
1743	1.739
1744	1.536
1745	2.247
1746	2.008
1747	1.650
1748	1.855
1749	2.020
1750	1.692
1751	2.069
1752	1.769
1753	1.993
1754	1.621
1755	1.883
1756	1.723
1757	1.814
1758	1.761
1759	2.125
1760	1.712
1761	1.961
1762	2.217
1763	2.216
1764	1.955
1765	1.922
1766	2.254
1767	2.244
1768	1.926
1769	1.595
1770	1.843
1771	1.530
1772	1.681
1773	1.852
1774	1.717
1775	1.812
1776	1.871
1777	1.740
1778	1.958
1779	2.164
1780	1.458
1781	1.823
1782	1.777
1783	1.892
1784	1.781
1785	1.930
1786	1.644
1787	1.967
1788	1.995
1789	1.710
1790	1.410
1791	1.735
1792	1.593
1793	1.789
1794	1.678
1795	1.703
1796	1.970
1797	1.468
1798	2.055
1799	1.668
1800	2.178
1801	1.926
1802	1.812
1803	1.414
1804	1.564
1805	1.919
1806	1.913
1807	1.885
1808	1.962
1809	1.551
1810	1.793
1811	1.988
1812	2.012
1813	2.094
1814	2.350
1815	1.703
1816	2.043
1817	1.506
1818	1.516
1819	1.274
1820	1.754
1821	1.906
1822	2.015
1823	2.036
1824	1.986
1825	2.038
1826	1.870
1827	1.957
1828	2.033
1829	1.856
1830	1.855
1831	1.611
1832	1.742
1833	1.558
1834	1.876
1835	1.778
1836	2.002
1837	1.595
1838	1.840
1839	2.054
1840	1.613
1841	1.932
1842	1.499
1843	1.565
1844	2.074
1845	2.177
1846	2.031
1847	2.294
1848	1.803
1849	1.617
1850	1.789
1851	1.862
1852	2.099
1853	1.758
1854	1.914
1855	1.554
1856	1.835
1857	1.536
1858	1.470
1859	1.615
1860	1.891
1861	1.689
1862	1.383
1863	1.887
1864	1.555
1865	1.868
1866	1.914
1867	1.789
1868	1.994
1869	1.808
1870	2.100
1871	2.007
1872	2.095
1873	2.427
1874	2.186
1875	2.095
1876	1.513
1877	1.852
1878	1.916
1879	1.592
1880	1.827
1881	1.834
1882	1.793
1883	1.712
1884	1.545
1885	1.925
1886	1.572
1887	1.854
1888	1.903
1889	1.596
1890	1.605
1891	1.475
1892	2.088
1893	1.608
1894	1.604
1895	1.706
1896	1.690
1897	1.772
1898	1.674
1899	1.904
1900	1.742
1901	1.700
1902	2.304
1903	1.890
1904	1.696
1905	1.739
1906	1.861
1907	2.118
1908	1.965
1909	1.469
1910	1.585
1911	1.627
1912	1.827
1913	1.770
1914	2.154
1915	1.864
1916	1.601
1917	1.708
1918	1.936
1919	1.462
1920	1.783
1921	1.801
1922	1.578
1923	1.849
1924	2.298
1925	1.856
1926	1.575
1927	1.881
1928	1.905
1929	1.787
1930	1.722
1931	1.701
1932	1.426
1933	1.613
1934	2.015
1935	1.774
1936	1.975
1937	1.572
1938	1.790
1939	1.578
1940	1.621
1941	1.742
1942	1.819
1943	2.043
1944	1.691
1945	1.695
1946	1.684
1947	1.655
1948	1.572
1949	1.579
1950	1.584
1951	1.992
1952	1.425
1953	1.605
1954	1.834
1955	1.560
1956	1.816
1957	1.732
1958	1.566
1959	1.874
1960	1.752
1961	1.848
1962	1.574
1963	1.786
1964	1.621
1965	1.848
1966	2.160
1967	2.072
1968	2.077
1969	1.902
1970	2.109
1971	2.110
1972	1.995
1973	2.404
1974	1.554
1975	1.725
1976	1.692
1977	2.000
1978	1.748
1979	1.887
1980	1.766
1981	2.145
1982	1.823
1983	2.318
1984	2.158
1985	1.927
1986	2.430
1987	1.407
1988	1.945
1989	1.651
1990	1.733
1991	2.367
1992	1.893
1993	1.918
1994	1.684
1995	1.935
1996	1.821
1997	1.784
1998	1.491
1999	1.883
2000	1.660
2001	1.655
2002	2.080
2003	1.597
2004	1.673
2005	1.533
2006	2.063
2007	1.707
2008	1.676
2009	1.748
2010	2.019
2011	2.119
2012	1.993
2013	1.738
2014	1.907
2015	2.053
2016	1.779
2017	1.934
2018	1.947
2019	1.901
2020	1.725
2021	1.824
2022	1.880
2023	1.497
2024	1.935
2025	2.136
2026	1.811
2027	1.646
2028	1.864
2029	1.863
2030	1.912
2031	1.659
2032	1.818
2033	1.913
2034	2.046
2035	1.871
2036	2.129
2037	1.931
2038	1.625
2039	1.458
2040	1.642
2041	1.759
2042	1.830
2043	1.860
2044	2.188
2045	1.725
2046	1.686
2047	1.843
2048	1.711
2049	1.627
2050	1.464
2051	1.908
2052	2.034
2053	1.743
2054	1.536
2055	1.695
2056	2.411
2057	1.637
2058	2.054
2059	1.771
2060	1.852
2061	1.727
2062	1.737
2063	1.667
2064	2.120
2065	1.736
2066	1.883
2067	1.838
2068	2.178
2069	2.054
2070	1.664
2071	1.744
2072	1.936
2073	2.107
2074	2.300
2075	1.727
2076	1.739
2077	1.429
2078	1.717
2079	1.613
2080	1.417
2081	1.950
2082	1.597
2083	1.899
2084	1.762
2085	1.643
2086	1.789
2087	1.684
2088	1.968
2089	2.215
2090	2.013
2091	1.743
2092	1.834
2093	1.706
2094	1.917
2095	1.773
2096	2.212
2097	1.917
2098	1.722
2099	1.700
2100	1.576
2101	1.774
2102	1.722
2103	1.606
2104	1.820
2105	2.752
2106	1.813
2107	1.591
2108	1.737
2109	1.845
2110	1.865
2111	1.818
2112	2.918
2113	2.028
2114	1.793
2115	1.729
2116	1.748
2117	2.011
2118	2.042
2119	1.972
2120	1.834
2121	2.075
2122	1.534
2123	1.864
2124	1.752
2125	1.677
2126	2.049
2127	2.197
2128	1.879
2129	1.838
2130	1.893
2131	1.923
2132	1.938
2133	1.581
2134	1.521
2135	1.911
2136	1.687
2137	1.619
2138	1.976
2139	1.968
