name,date
NC_045512.2|NC_045512.2|2019-12,2019-12
MA_MGH_00730|MT873510.1|2020-04-09,2020-04-09
MA_MGH_00853|MT873509.1|2020-04-13,2020-04-13
MA_DPH_00094|MT873507.1|2020-04-03,2020-04-03
MA_DPH_00192|MT873506.1|2020-04-06,2020-04-06
MA_DPH_00021|MT873505.1|2020-04-02,2020-04-02
MA_MGH_01049|MT873504.1|2020-05-01,2020-05-01
MA_MGH_00886|MT873503.1|2020-04-14,2020-04-14
MA_DPH_00171|MT873502.1|2020-04-03,2020-04-03
MA_DPH_00299|MT873501.1|2020-04-17,2020-04-17
MA_MGH_00773|MT873500.1|2020-04-12,2020-04-12
MA_MGH_00978|MT873499.1|2020-05-03,2020-05-03
MA_DPH_00148|MT873498.1|2020-04-03,2020-04-03
MA_DPH_00002|MT873497.1|2020-03-03,2020-03-03
MA_DPH_00218|MT873496.1|2020-04-13,2020-04-13
MA_DPH_00263|MT873495.1|2020-04-17,2020-04-17
MA_MGH_01063|MT873493.1|2020-05-01,2020-05-01
MA_DPH_00127|MT873491.1|2020-04-03,2020-04-03
MA_MGH_01248|MT873490.1|2020-05-04,2020-05-04
MA_DPH_00039|MT873489.1|2020-04-02,2020-04-02
MA_MGH_00866|MT873488.1|2020-04-14,2020-04-14
MA_DPH_00038|MT873487.1|2020-04-02,2020-04-02
MA_MGH_00840|MT873486.1|2020-04-13,2020-04-13
MA_MGH_00814|MT873485.1|2020-04-13,2020-04-13
MA_MGH_01092|MT873484.1|2020-05-01,2020-05-01
MA_MGH_01580|MT873483.1|2020-05-08,2020-05-08
MA_MGH_00855|MT873482.1|2020-04-13,2020-04-13
MA_MGH_01471|MT873481.1|2020-05-06,2020-05-06
MA_DPH_00048|MT873480.1|2020-04-02,2020-04-02
MA_MGH_01290|MT873479.1|2020-05-05,2020-05-05
MA_DPH_00105|MT873477.1|2020-04-03,2020-04-03
MA_MGH_01140|MT873476.1|2020-05-02,2020-05-02
MA_MGH_01271|MT873475.1|2020-04-29,2020-04-29
MA_DPH_00123|MT873473.1|2020-04-03,2020-04-03
MA_MGH_01110|MT873472.1|2020-05-01,2020-05-01
MA_MGH_00775|MT873471.1|2020-04-12,2020-04-12
MA_MGH_01379|MT873470.1|2020-05-06,2020-05-06
MA_DPH_00241|MT873469.1|2020-04-16,2020-04-16
MA_MGH_00791|MT873468.1|2020-04-13,2020-04-13
MA_DPH_00317|MT873467.1|2020-04-18,2020-04-18
MA_DPH_00147|MT873466.1|2020-04-03,2020-04-03
MA_MGH_00742|MT873465.1|2020-04-10,2020-04-10
MA_DPH_00149|MT873464.1|2020-04-03,2020-04-03
MA_MGH_00957|MT873463.1|2020-05-03,2020-05-03
MA_DPH_00062|MT873462.1|2020-04-03,2020-04-03
MA_MGH_01161|MT873461.1|2020-04-29,2020-04-29
MA_DPH_00035|MT873460.1|2020-04-02,2020-04-02
MA_MGH_00903|MT873459.1|2020-04-08,2020-04-08
MA_DPH_00295|MT873458.1|2020-04-17,2020-04-17
MA_DPH_00236|MT873457.1|2020-04-16,2020-04-16
MA_MGH_00887|MT873456.1|2020-04-14,2020-04-14
MA_DPH_00134|MT873455.1|2020-04-03,2020-04-03
MA_DPH_00095|MT873454.1|2020-04-03,2020-04-03
MA_DPH_00206|MT873453.1|2020-04-09,2020-04-09
MA_DPH_00013|MT873452.1|2020-03-28,2020-03-28
MA_DPH_00116|MT873451.1|2020-04-03,2020-04-03
MA_DPH_00180|MT873450.1|2020-04-06,2020-04-06
MA_MGH_01119|MT873449.1|2020-05-02,2020-05-02
MA_MGH_00798|MT873448.1|2020-04-13,2020-04-13
MA_MGH_01448|MT873447.1|2020-04-30,2020-04-30
MA_DPH_00229|MT873446.1|2020-04-15,2020-04-15
MA_MGH_01149|MT873445.1|2020-05-02,2020-05-02
MA_DPH_00083|MT873444.1|2020-04-03,2020-04-03
MA_DPH_00283|MT873443.1|2020-04-17,2020-04-17
MA_DPH_00015|MT873442.1|2020-03-30,2020-03-30
MA_DPH_00031|MT873441.1|2020-04-02,2020-04-02
MA_MGH_00746|MT873440.1|2020-04-10,2020-04-10
MA_DPH_00089|MT873439.1|2020-04-03,2020-04-03
MA_DPH_00042|MT873438.1|2020-04-02,2020-04-02
MA_MGH_00801|MT873437.1|2020-04-13,2020-04-13
MA_DPH_00163|MT873436.1|2020-04-03,2020-04-03
MA_DPH_00268|MT873434.1|2020-04-17,2020-04-17
MA_MGH_01365|MT873433.1|2020-05-06,2020-05-06
MA_DPH_00051|MT873431.1|2020-04-02,2020-04-02
MA_MGH_01157|MT873430.1|2020-04-29,2020-04-29
MA_DPH_00029|MT873429.1|2020-04-02,2020-04-02
MA_DPH_00104|MT873428.1|2020-04-03,2020-04-03
MA_DPH_00086|MT873427.1|2020-04-03,2020-04-03
MA_DPH_00143|MT873426.1|2020-04-03,2020-04-03
MA_DPH_00186|MT873425.1|2020-04-06,2020-04-06
MA_DPH_00303|MT873424.1|2020-04-17,2020-04-17
MA_DPH_00310|MT873422.1|2020-04-18,2020-04-18
MA_DPH_00187|MT873421.1|2020-04-06,2020-04-06
MA_MGH_01071|MT873420.1|2020-04-30,2020-04-30
MA_DPH_00027|MT873419.1|2020-04-02,2020-04-02
MA_DPH_00014|MT873418.1|2020-03-30,2020-03-30
MA_MGH_00770|MT873417.1|2020-04-12,2020-04-12
MA_DPH_00202|MT873416.1|2020-04-08,2020-04-08
MA_DPH_00188|MT873414.1|2020-04-06,2020-04-06
MA_DPH_00016|MT873413.1|2020-04-01,2020-04-01
MA_MGH_01017|MT873412.1|2020-04-30,2020-04-30
MA_MGH_01103|MT873411.1|2020-05-01,2020-05-01
MA_MGH_01452|MT873410.1|2020-04-30,2020-04-30
MA_DPH_00177|MT873409.1|2020-04-05,2020-04-05
MA_MGH_01207|MT873408.1|2020-05-04,2020-05-04
MA_MGH_01344|MT873407.1|2020-05-05,2020-05-05
MA_MGH_01586|MT873406.1|2020-05-09,2020-05-09
MA_DPH_00138|MT873405.1|2020-04-03,2020-04-03
MA_DPH_00034|MT873404.1|2020-04-02,2020-04-02
MA_MGH_00862|MT873403.1|2020-04-13,2020-04-13
MA_DPH_00158|MT873402.1|2020-04-03,2020-04-03
MA_DPH_00092|MT873401.1|2020-04-03,2020-04-03
MA_DPH_00238|MT873399.1|2020-04-16,2020-04-16
MA_DPH_00028|MT873398.1|2020-04-02,2020-04-02
MA_MGH_01382|MT873397.1|2020-05-06,2020-05-06
MA_MGH_01121|MT873396.1|2020-05-02,2020-05-02
MA_DPH_00306|MT873395.1|2020-04-18,2020-04-18
MA_DPH_00222|MT873393.1|2020-04-14,2020-04-14
MA_MGH_00736|MT873392.1|2020-04-09,2020-04-09
MA_MGH_01504|MT873391.1|2020-05-07,2020-05-07
MA_DPH_00124|MT873390.1|2020-04-03,2020-04-03
MA_MGH_00992|MT873389.1|2020-05-01,2020-05-01
MA_DPH_00239|MT873387.1|2020-04-16,2020-04-16
MA_MGH_01152|MT873385.1|2020-04-29,2020-04-29
MA_MGH_01057|MT873384.1|2020-05-01,2020-05-01
MA_DPH_00170|MT873383.1|2020-04-03,2020-04-03
MA_DPH_00080|MT873382.1|2020-04-03,2020-04-03
MA_MGH_00959|MT873381.1|2020-05-03,2020-05-03
MA_MGH_00816|MT873380.1|2020-04-13,2020-04-13
MA_MGH_01084|MT873379.1|2020-05-01,2020-05-01
MA_MGH_00734|MT873378.1|2020-04-09,2020-04-09
MA_DPH_00199|MT873377.1|2020-04-07,2020-04-07
MA_MGH_01108|MT873376.1|2020-05-02,2020-05-02
MA_MGH_00926|MT873375.1|2020-05-02,2020-05-02
MA_MGH_01322|MT873374.1|2020-05-05,2020-05-05
MA_MGH_01109|MT873373.1|2020-05-01,2020-05-01
MA_MGH_00947|MT873372.1|2020-05-02,2020-05-02
MA_MGH_01304|MT873370.1|2020-05-05,2020-05-05
MA_DPH_00209|MT873369.1|2020-04-10,2020-04-10
MA_MGH_00916|MT873368.1|2020-05-02,2020-05-02
MA_MGH_01045|MT873367.1|2020-05-01,2020-05-01
MA_MGH_00836|MT873366.1|2020-04-13,2020-04-13
MA_MGH_00817|MT873365.1|2020-04-13,2020-04-13
MA_MGH_01086|MT873364.1|2020-05-01,2020-05-01
MA_MGH_00740|MT873363.1|2020-04-09,2020-04-09
MA_DPH_00130|MT873362.1|2020-04-03,2020-04-03
MA_MGH_01338|MT873361.1|2020-05-05,2020-05-05
MA_MGH_00760|MT873360.1|2020-04-10,2020-04-10
MA_MGH_00749|MT873359.1|2020-04-10,2020-04-10
MA_DPH_00257|MT873358.1|2020-04-17,2020-04-17
MA_DPH_00090|MT873356.1|2020-04-03,2020-04-03
MA_DPH_00256|MT873355.1|2020-04-17,2020-04-17
MA_MGH_00764|MT873353.1|2020-04-11,2020-04-11
MA_MGH_00871|MT873352.1|2020-04-14,2020-04-14
MA_DPH_00197|MT873351.1|2020-04-07,2020-04-07
MA_MGH_01495|MT873350.1|2020-05-07,2020-05-07
MA_MGH_00876|MT873349.1|2020-04-14,2020-04-14
MA_DPH_00261|MT873348.1|2020-04-17,2020-04-17
MA_MGH_01018|MT873347.1|2020-04-30,2020-04-30
MA_MGH_01593|MT873346.1|2020-05-09,2020-05-09
MA_MGH_00809|MT873345.1|2020-04-13,2020-04-13
MA_MGH_00878|MT873344.1|2020-04-14,2020-04-14
MA_DPH_00109|MT873343.1|2020-04-03,2020-04-03
MA_DPH_00166|MT873342.1|2020-04-03,2020-04-03
MA_MGH_01319|MT873341.1|2020-05-05,2020-05-05
MA_MGH_00753|MT873340.1|2020-04-10,2020-04-10
MA_MGH_00869|MT873339.1|2020-04-14,2020-04-14
MA_MGH_01543|MT873338.1|2020-04-28,2020-04-28
MA_MGH_00738|MT873337.1|2020-04-09,2020-04-09
MA_MGH_01328|MT873336.1|2020-05-05,2020-05-05
MA_MGH_01132|MT873335.1|2020-05-02,2020-05-02
MA_MGH_01380|MT873334.1|2020-05-06,2020-05-06
MA_DPH_00315|MT873333.1|2020-04-18,2020-04-18
MA_DPH_00011|MT873332.1|2020-03-10,2020-03-10
MA_MGH_01031|MT873331.1|2020-05-01,2020-05-01
MA_DPH_00157|MT873330.1|2020-04-03,2020-04-03
MA_MGH_00743|MT873329.1|2020-04-10,2020-04-10
MA_DPH_00052|MT873328.1|2020-04-03,2020-04-03
MA_DPH_00219|MT873327.1|2020-04-13,2020-04-13
MA_DPH_00169|MT873326.1|2020-04-03,2020-04-03
