name,date
NC_045512.2|NC_045512.2|2019-12,2019-12
MA_MGH_01405|MT873324.1|2020-05-06,2020-05-06
MA_DPH_00036|MT873323.1|2020-04-02,2020-04-02
MA_DPH_00129|MT873321.1|2020-04-03,2020-04-03
MA_DPH_00050|MT873320.1|2020-04-02,2020-04-02
MA_MGH_01494|MT873319.1|2020-05-07,2020-05-07
MA_DPH_00151|MT873318.1|2020-04-03,2020-04-03
MA_MGH_01235|MT873317.1|2020-05-04,2020-05-04
MA_MGH_01632|MT873316.1|2020-04-28,2020-04-28
MA_MGH_00759|MT873314.1|2020-04-10,2020-04-10
MA_MGH_01060|MT873312.1|2020-05-01,2020-05-01
MA_MGH_00834|MT873311.1|2020-04-13,2020-04-13
MA_DPH_00246|MT873310.1|2020-04-16,2020-04-16
MA_DPH_00164|MT873309.1|2020-04-03,2020-04-03
MA_DPH_00023|MT873308.1|2020-04-02,2020-04-02
MA_MGH_01195|MT873307.1|2020-05-04,2020-05-04
MA_MGH_00767|MT873306.1|2020-04-11,2020-04-11
MA_MGH_00766|MT873305.1|2020-04-11,2020-04-11
MA_DPH_00068|MT873304.1|2020-04-03,2020-04-03
MA_DPH_00113|MT873303.1|2020-04-03,2020-04-03
MA_DPH_00230|MT873302.1|2020-04-15,2020-04-15
MA_MGH_01297|MT873301.1|2020-05-05,2020-05-05
MA_MGH_01011|MT873300.1|2020-04-30,2020-04-30
MA_DPH_00204|MT873299.1|2020-04-09,2020-04-09
MA_MGH_00732|MT873298.1|2020-04-09,2020-04-09
MA_DPH_00228|MT873296.1|2020-04-15,2020-04-15
MA_DPH_00243|MT873295.1|2020-04-16,2020-04-16
MA_DPH_00183|MT873294.1|2020-04-06,2020-04-06
MA_MGH_00900|MT873293.1|2020-05-05,2020-05-05
MA_MGH_00824|MT873292.1|2020-04-13,2020-04-13
MA_MGH_01544|MT873290.1|2020-04-28,2020-04-28
MA_MGH_00826|MT873289.1|2020-04-13,2020-04-13
MA_DPH_00091|MT873287.1|2020-04-03,2020-04-03
MA_DPH_00231|MT873286.1|2020-04-16,2020-04-16
MA_DPH_00271|MT873285.1|2020-04-17,2020-04-17
MA_DPH_00107|MT873284.1|2020-04-03,2020-04-03
MA_MGH_01183|MT873283.1|2020-04-29,2020-04-29
MA_MGH_00832|MT873282.1|2020-04-13,2020-04-13
MA_DPH_00150|MT873281.1|2020-04-03,2020-04-03
MA_MGH_00958|MT873280.1|2020-05-03,2020-05-03
MA_DPH_00264|MT873279.1|2020-04-17,2020-04-17
MA_MGH_01033|MT873278.1|2020-04-30,2020-04-30
MA_MGH_01061|MT873277.1|2020-05-01,2020-05-01
MA_MGH_01442|MT873276.1|2020-04-30,2020-04-30
MA_DPH_00265|MT873275.1|2020-04-17,2020-04-17
MA_DPH_00292|MT873274.1|2020-04-17,2020-04-17
MA_DPH_00122|MT873273.1|2020-04-03,2020-04-03
MA_MGH_00762|MT873272.1|2020-04-11,2020-04-11
MA_MGH_01256|MT873270.1|2020-05-04,2020-05-04
MA_MGH_01068|MT873269.1|2020-05-01,2020-05-01
MA_MGH_00848|MT873268.1|2020-04-13,2020-04-13
MA_MGH_00758|MT873267.1|2020-04-10,2020-04-10
MA_DPH_00106|MT873266.1|2020-04-03,2020-04-03
MA_MGH_01048|MT873265.1|2020-05-01,2020-05-01
MA_MGH_01196|MT873264.1|2020-05-03,2020-05-03
MA_MGH_00779|MT873263.1|2020-04-12,2020-04-12
MA_DPH_00189|MT873262.1|2020-04-06,2020-04-06
MA_DPH_00234|MT873261.1|2020-04-16,2020-04-16
MA_MGH_01552|MT873259.1|2020-04-28,2020-04-28
MA_DPH_00182|MT873258.1|2020-04-06,2020-04-06
MA_MGH_01151|MT873257.1|2020-04-29,2020-04-29
MA_DPH_00294|MT873256.1|2020-04-17,2020-04-17
MA_DPH_00185|MT873255.1|2020-04-06,2020-04-06
MA_DPH_00025|MT873254.1|2020-04-02,2020-04-02
MA_MGH_01022|MT873253.1|2020-04-30,2020-04-30
MA_MGH_00977|MT873251.1|2020-05-03,2020-05-03
MA_MGH_01257|MT873250.1|2020-05-04,2020-05-04
MA_DPH_00308|MT873249.1|2020-04-18,2020-04-18
MA_DPH_00135|MT873247.1|2020-04-03,2020-04-03
MA_MGH_01467|MT873245.1|2020-05-06,2020-05-06
MA_MGH_00799|MT873244.1|2020-04-13,2020-04-13
MA_DPH_00057|MT873243.1|2020-04-03,2020-04-03
MA_MGH_01407|MT873242.1|2020-05-06,2020-05-06
MA_DPH_00054|MT873240.1|2020-04-03,2020-04-03
MA_MGH_01021|MT873239.1|2020-04-30,2020-04-30
MA_MGH_00906|MT873238.1|2020-04-17,2020-04-17
MA_MGH_01076|MT873237.1|2020-05-01,2020-05-01
MA_DPH_00076|MT873236.1|2020-04-03,2020-04-03
MA_DPH_00208|MT873235.1|2020-04-10,2020-04-10
MA_MGH_00761|MT873234.1|2020-04-11,2020-04-11
MA_DPH_00098|MT873233.1|2020-04-03,2020-04-03
MA_DPH_00084|MT873231.1|2020-04-03,2020-04-03
MA_DPH_00181|MT873230.1|2020-04-06,2020-04-06
MA_DPH_00311|MT873229.1|2020-04-18,2020-04-18
MA_DPH_00065|MT873228.1|2020-04-03,2020-04-03
MA_MGH_01001|MT873226.1|2020-04-30,2020-04-30
MA_DPH_00252|MT873225.1|2020-04-17,2020-04-17
MA_MGH_01065|MT873223.1|2020-05-01,2020-05-01
MA_DPH_00176|MT873222.1|2020-04-03,2020-04-03
MA_DPH_00266|MT873221.1|2020-04-17,2020-04-17
MA_DPH_00032|MT873220.1|2020-04-02,2020-04-02
MA_MGH_00858|MT873219.1|2020-04-14,2020-04-14
MA_DPH_00019|MT873218.1|2020-04-01,2020-04-01
MA_DPH_00165|MT873217.1|2020-04-03,2020-04-03
MA_MGH_01343|MT873216.1|2020-05-05,2020-05-05
MA_MGH_01368|MT873214.1|2020-05-06,2020-05-06
MA_DPH_00194|MT873213.1|2020-04-06,2020-04-06
MA_DPH_00118|MT873212.1|2020-04-03,2020-04-03
MA_DPH_00248|MT873211.1|2020-04-17,2020-04-17
MA_MGH_00954|MT873210.1|2020-05-02,2020-05-02
MA_MGH_01182|MT873209.1|2020-04-29,2020-04-29
MA_DPH_00270|MT873208.1|2020-04-17,2020-04-17
MA_DPH_00102|MT873207.1|2020-04-03,2020-04-03
MA_MGH_00757|MT873206.1|2020-04-10,2020-04-10
MA_DPH_00159|MT873204.1|2020-04-03,2020-04-03
MA_DPH_00200|MT873203.1|2020-04-07,2020-04-07
MA_MGH_00812|MT873202.1|2020-04-13,2020-04-13
MA_MGH_01372|MT873201.1|2020-05-06,2020-05-06
MA_MGH_00996|MT873200.1|2020-05-01,2020-05-01
MA_MGH_00893|MT873199.1|2020-05-05,2020-05-05
MA_MGH_00823|MT873198.1|2020-04-13,2020-04-13
MA_DPH_00139|MT873197.1|2020-04-03,2020-04-03
MA_MGH_00939|MT873196.1|2020-05-02,2020-05-02
MA_DPH_00213|MT873195.1|2020-04-12,2020-04-12
MA_DPH_00063|MT873194.1|2020-04-03,2020-04-03
MA_MGH_01606|MT873192.1|2020-05-08,2020-05-08
MA_MGH_01333|MT873191.1|2020-05-05,2020-05-05
MA_DPH_00156|MT873190.1|2020-04-03,2020-04-03
MA_DPH_00301|MT873189.1|2020-04-18,2020-04-18
MA_DPH_00304|MT873188.1|2020-04-18,2020-04-18
MA_MGH_01367|MT873187.1|2020-05-06,2020-05-06
MA_MGH_00811|MT873185.1|2020-04-13,2020-04-13
MA_MGH_00945|MT873184.1|2020-05-03,2020-05-03
MA_DPH_00277|MT873183.1|2020-04-17,2020-04-17
MA_MGH_01227|MT873182.1|2020-05-04,2020-05-04
MA_MGH_00935|MT873181.1|2020-05-02,2020-05-02
MA_DPH_00121|MT873180.1|2020-04-03,2020-04-03
MA_DPH_00108|MT873179.1|2020-04-03,2020-04-03
MA_DPH_00047|MT873178.1|2020-04-02,2020-04-02
MA_DPH_00040|MT873177.1|2020-04-02,2020-04-02
MA_MGH_00727|MT873176.1|2020-04-08,2020-04-08
MA_MGH_01469|MT873175.1|2020-05-07,2020-05-07
MA_DPH_00221|MT873174.1|2020-04-14,2020-04-14
MA_MGH_00908|MT873173.1|2020-04-10,2020-04-10
MA_DPH_00110|MT873172.1|2020-04-03,2020-04-03
MA_DPH_00318|MT873171.1|2020-04-18,2020-04-18
MA_MGH_01127|MT873169.1|2020-05-02,2020-05-02
MA_DPH_00074|MT873168.1|2020-04-03,2020-04-03
MA_MGH_01331|MT873167.1|2020-05-05,2020-05-05
MA_MGH_00774|MT873166.1|2020-04-12,2020-04-12
MA_DPH_00126|MT873165.1|2020-04-03,2020-04-03
MA_DPH_00178|MT873163.1|2020-04-05,2020-04-05
MA_DPH_00030|MT873161.1|2020-04-02,2020-04-02
MA_DPH_00212|MT873160.1|2020-04-12,2020-04-12
MA_MGH_01443|MT873159.1|2020-04-30,2020-04-30
MA_DPH_00140|MT873158.1|2020-04-03,2020-04-03
MA_DPH_00087|MT873157.1|2020-04-03,2020-04-03
MA_DPH_00250|MT873156.1|2020-04-17,2020-04-17
MA_DPH_00235|MT873155.1|2020-04-16,2020-04-16
MA_MGH_00745|MT873154.1|2020-04-10,2020-04-10
MA_DPH_00024|MT873153.1|2020-04-02,2020-04-02
MA_MGH_01080|MT873152.1|2020-05-01,2020-05-01
MA_MGH_00922|MT873151.1|2020-05-02,2020-05-02
MA_MGH_00946|MT873150.1|2020-05-02,2020-05-02
MA_DPH_00321|MT873149.1|2020-04-18,2020-04-18
MA_MGH_00923|MT873148.1|2020-05-02,2020-05-02
MA_DPH_00227|MT873147.1|2020-04-15,2020-04-15
MA_MGH_00828|MT873146.1|2020-04-13,2020-04-13
MA_MGH_00845|MT873145.1|2020-04-13,2020-04-13
MA_MGH_01460|MT873143.1|2020-04-28,2020-04-28
MA_DPH_00115|MT873141.1|2020-04-03,2020-04-03
MA_MGH_01522|MT873140.1|2020-05-07,2020-05-07
MA_MGH_00735|MT873139.1|2020-04-09,2020-04-09
MA_MGH_00796|MT873137.1|2020-04-13,2020-04-13
MA_MGH_00831|MT873136.1|2020-04-13,2020-04-13
MA_DPH_00237|MT873135.1|2020-04-16,2020-04-16
MA_MGH_01592|MT873134.1|2020-05-09,2020-05-09
MA_MGH_01096|MT873133.1|2020-05-01,2020-05-01
MA_MGH_00741|MT873132.1|2020-04-09,2020-04-09
MA_MGH_01415|MT873131.1|2020-05-07,2020-05-07
MA_DPH_00075|MT873130.1|2020-04-03,2020-04-03
MA_MGH_01206|MT873129.1|2020-05-04,2020-05-04
MA_DPH_00240|MT873128.1|2020-04-16,2020-04-16
MA_DPH_00058|MT873126.1|2020-04-03,2020-04-03
MA_MGH_01107|MT873125.1|2020-05-01,2020-05-01
MA_DPH_00081|MT873124.1|2020-04-03,2020-04-03
MA_DPH_00018|MT873123.1|2020-04-01,2020-04-01
MA_DPH_00305|MT873121.1|2020-04-18,2020-04-18
MA_MGH_01325|MT873120.1|2020-05-05,2020-05-05
MA_DPH_00232|MT873119.1|2020-04-16,2020-04-16
MA_MGH_00827|MT873118.1|2020-04-13,2020-04-13
MA_DPH_00114|MT873117.1|2020-04-03,2020-04-03
MA_MGH_00937|MT873116.1|2020-05-02,2020-05-02
MA_MGH_01501|MT873115.1|2020-05-07,2020-05-07
MA_MGH_00829|MT873114.1|2020-04-13,2020-04-13
MA_MGH_00931|MT873113.1|2020-05-02,2020-05-02
MA_MGH_01089|MT873112.1|2020-05-01,2020-05-01
MA_DPH_00216|MT873111.1|2020-04-13,2020-04-13
MA_DPH_00142|MT873110.1|2020-04-03,2020-04-03
MA_MGH_00728|MT873109.1|2020-04-08,2020-04-08
MA_MGH_01397|MT873108.1|2020-05-06,2020-05-06
MA_DPH_00020|MT873105.1|2020-04-01,2020-04-01
MA_DPH_00017|MT873104.1|2020-04-01,2020-04-01
MA_MGH_01126|MT873103.1|2020-05-02,2020-05-02
MA_MGH_01111|MT873102.1|2020-05-01,2020-05-01
MA_DPH_00287|MT873100.1|2020-04-17,2020-04-17
MA_MGH_00896|MT873099.1|2020-05-05,2020-05-05
MA_MGH_01502|MT873098.1|2020-05-07,2020-05-07
MA_DPH_00100|MT873097.1|2020-04-03,2020-04-03
MA_DPH_00195|MT873096.1|2020-04-07,2020-04-07
MA_DPH_00167|MT873095.1|2020-04-03,2020-04-03
MA_DPH_00053|MT873094.1|2020-04-03,2020-04-03
MA_DPH_00225|MT873093.1|2020-04-15,2020-04-15
MA_MGH_01153|MT873092.1|2020-04-29,2020-04-29
MA_MGH_01032|MT873091.1|2020-05-01,2020-05-01
MA_DPH_00255|MT873090.1|2020-04-17,2020-04-17
MA_DPH_00144|MT873089.1|2020-04-03,2020-04-03
MA_DPH_00117|MT873088.1|2020-04-03,2020-04-03
MA_MGH_01073|MT873087.1|2020-04-30,2020-04-30
MA_DPH_00137|MT873086.1|2020-04-03,2020-04-03
MA_MGH_00822|MT873085.1|2020-04-13,2020-04-13
MA_DPH_00145|MT873084.1|2020-04-03,2020-04-03
MA_MGH_01120|MT873083.1|2020-05-02,2020-05-02
MA_DPH_00244|MT873082.1|2020-04-16,2020-04-16
MA_MGH_01081|MT873081.1|2020-05-01,2020-05-01
MA_DPH_00003|MT873080.1|2020-03-05,2020-03-05
MA_MGH_01201|MT873079.1|2020-05-04,2020-05-04
MA_MGH_01260|MT873078.1|2020-05-04,2020-05-04
MA_MGH_01381|MT873076.1|2020-05-06,2020-05-06
MA_MGH_00830|MT873075.1|2020-04-13,2020-04-13
MA_MGH_01166|MT873074.1|2020-04-29,2020-04-29
MA_MGH_01409|MT873073.1|2020-05-06,2020-05-06
MA_MGH_01027|MT873072.1|2020-04-30,2020-04-30
MA_MGH_00747|MT873071.1|2020-04-10,2020-04-10
MA_DPH_00060|MT873070.1|2020-04-03,2020-04-03
MA_DPH_00322|MT873069.1|2020-04-18,2020-04-18
MA_MGH_00751|MT873068.1|2020-04-10,2020-04-10
MA_DPH_00203|MT873067.1|2020-04-09,2020-04-09
MA_MGH_00902|MT873066.1|2020-04-06,2020-04-06
MA_DPH_00168|MT873065.1|2020-04-03,2020-04-03
MA_MGH_01358|MT873064.1|2020-05-06,2020-05-06
MA_MGH_01137|MT873063.1|2020-05-02,2020-05-02
MA_MGH_00883|MT873062.1|2020-04-14,2020-04-14
MA_MGH_00795|MT873061.1|2020-04-13,2020-04-13
MA_MGH_00789|MT873060.1|2020-04-13,2020-04-13
MA_MGH_01194|MT873059.1|2020-05-04,2020-05-04
MA_MGH_01169|MT873058.1|2020-04-29,2020-04-29
MA_DPH_00198|MT873057.1|2020-04-07,2020-04-07
MA_MGH_00868|MT873056.1|2020-04-14,2020-04-14
MA_DPH_00043|MT873055.1|2020-04-02,2020-04-02
MA_DPH_00217|MT873053.1|2020-04-13,2020-04-13
MA_MGH_00976|MT873052.1|2020-05-03,2020-05-03
MA_MGH_01623|MT873051.1|2020-05-09,2020-05-09
MA_MGH_01491|MT873050.1|2020-05-07,2020-05-07
MA_MGH_00005|MT520547.1|2020-03-11,2020-03-11
MA_MGH_00205|MT520546.1|2020-03-27,2020-03-27
MA_MGH_00132|MT520545.1|2020-03-25,2020-03-25
MA_MGH_00028|MT520544.1|2020-03-25,2020-03-25
MA_MGH_00199|MT520543.1|2020-03-27,2020-03-27
MA_MGH_00004|MT520542.1|2020-03-11,2020-03-11
MA_MGH_00178|MT520541.1|2020-03-26,2020-03-26
MA_MGH_00679|MT520540.1|2020-03-22,2020-03-22
MA_MGH_00271|MT520539.1|2020-04-01,2020-04-01
MA_MGH_00272|MT520538.1|2020-04-01,2020-04-01
MA_MGH_00150|MT520537.1|2020-03-26,2020-03-26
MA_MGH_00295|MT520536.1|2020-04-01,2020-04-01
MA_MGH_00537|MT520535.1|2020-03-19,2020-03-19
MA_MGH_00499|MT520534.1|2020-03-27,2020-03-27
MA_MGH_00525|MT520533.1|2020-03-18,2020-03-18
MA_MGH_00181|MT520532.1|2020-03-26,2020-03-26
MA_MGH_00552|MT520531.1|2020-03-20,2020-03-20
MA_MGH_00250|MT520530.1|2020-04-06,2020-04-06
MA_MGH_00459|MT520529.1|2020-04-04,2020-04-04
MA_MGH_00165|MT520528.1|2020-03-26,2020-03-26
MA_MGH_00539|MT520527.1|2020-03-19,2020-03-19
MA_MGH_00179|MT520526.1|2020-03-26,2020-03-26
MA_MGH_00233|MT520525.1|2020-04-06,2020-04-06
MA_MGH_00075|MT520523.1|2020-03-25,2020-03-25
MA_MGH_00152|MT520522.1|2020-03-26,2020-03-26
MA_MGH_00071|MT520521.1|2020-03-23,2020-03-23
MA_MGH_00505|MT520520.1|2020-03-27,2020-03-27
MA_MGH_00084|MT520519.1|2020-03-23,2020-03-23
MA_MGH_00635|MT520518.1|2020-04-02,2020-04-02
MA_MGH_00432|MT520517.1|2020-03-07,2020-03-07
MA_MGH_00481|MT520516.1|2020-04-04,2020-04-04
MA_MGH_00006|MT520515.1|2020-03-11,2020-03-11
MA_MGH_00255|MT520514.1|2020-04-06,2020-04-06
MA_MGH_00202|MT520512.1|2020-03-27,2020-03-27
MA_MGH_00245|MT520510.1|2020-04-06,2020-04-06
MA_MGH_00439|MT520509.1|2020-03-07,2020-03-07
MA_MGH_00305|MT520507.1|2020-04-01,2020-04-01
