# BEAST v10.5.0
# Generated Thu Oct 16 11:47:16 UTC 2025 [seed=1760615233006]
# -beagle -working beastX_run_alpha_b/ebola_dudas_alpha.xml
# keywords: skygrid
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
2200000	-66497.9066527864	-9502.724345642217	-56995.18230714419	12.57757253718664	2003.2333874628134	1680.8952797108639	12.4882	2.1171887443280113	1.75218260749376	1.7247485120798414	1.9223194933478638	2.402532558807427	2.420173841954468	2.6498723150862498	3.262576217663641	3.8324413228790983	3.8080114489778127	4.596968197548537	5.276021436667119	5.934247301698154	7.047148043896501	7.029630189942619	7.168278151661455	7.413553354727757	7.061784218879958	6.933477959813402	6.587356749264273	6.876095507856468	6.778889435724806	6.399219269757938	5.98318848267513	4.651918777802083	2.0	10.329385116158049	0.30935060106553275	0.22380459155310697	0.19848916924707163	0.26835563813428814	0.2324439115926457	9.145905682350743E-5	9.145905682350732E-5	-56995.18230714419	0.0	-9490.78744629139
2400000	-65870.79896080923	-9032.284184867638	-56838.51477594159	10.003124277934493	2005.8078357220654	1251.6388121107875	12.4882	1.6068872741328766	2.0116931892687786	1.9712149580168323	1.7793805166528878	2.0692253365333304	2.1929158183686397	2.2944909444219648	3.2901447928228413	3.4512166102868993	3.973332004831665	4.435634346683442	4.450600923960793	5.306572032214109	6.563717609240014	6.547256415425285	6.575125075369571	6.55075543879539	6.560848767708352	6.3598802536443095	6.630589038029336	6.481561986700365	6.293939909920567	5.629490303172648	5.040518310544338	4.156321007857106	2.0	9.542142211344848	0.31330086953040265	0.2183239933909156	0.2041250985515782	0.264250038527103	0.2688256025480993	1.2134667819612651E-4	1.2134667819612656E-4	-56838.51477594159	0.0	-9020.455899513074
2600000	-65279.282111055785	-8428.189241213555	-56851.09286984223	7.6605204240998175	2008.1504395759002	917.1721698090184	12.4882	1.9609901470509294	2.0224825764370147	1.5165076212361603	1.662814149105476	1.9489839716230963	1.9731430617489039	2.320642284184534	2.928543746124457	3.1974095318270184	3.4058295712123825	3.7633086261906707	4.075546008993264	4.76366446462072	5.72100472201984	5.936874367439508	5.912148450737931	5.535942774901127	5.914565044109831	6.2576450048834165	5.7218429819568275	5.276478535423606	5.180343442351556	5.085007007744685	4.530475144817794	3.422486638506183	2.0	10.88839876546862	0.30965952390220286	0.22295774378362793	0.20204960772687788	0.2653331245872909	0.2304022960682155	1.6322677354777703E-4	1.632267735477776E-4	-56851.09286984223	0.0	-8416.155758420413
2800000	-64965.05705057306	-8170.89724418912	-56794.159806383934	5.543005209009801	2010.2679547909902	784.9792819828215	12.4882	0.941322472610666	1.051899555730499	1.3944237591524489	1.10415842299786	1.787333329688968	1.8742897891991634	2.330654992875443	2.7548154218129453	3.2542919259452368	3.4119775620198496	3.47698149659556	3.971447348939193	5.072909501485791	5.658357042362733	5.910052886601529	5.883002904296246	5.882625202632643	5.406283962010901	5.103063397250294	5.1088812965590265	4.7797823857026325	4.641844567658847	4.27167702793424	3.9662343967057336	3.0683131478614807	2.0	10.026377628039079	0.30993289387081974	0.21914667013958564	0.20266038463128502	0.26826005135830916	0.2376219134137297	1.9205994245890637E-4	1.920599424589061E-4	-56794.159806383934	0.0	-8159.010094778475
3000000	-64536.88075838735	-7794.79288326353	-56742.08787512382	5.123617535589474	2010.6873424644104	632.3314319043154	12.4882	0.39214281775787707	0.8461762063349446	1.3147089018075848	1.4365646259843854	1.8579736489991854	1.7048610906397765	1.9153552285227027	2.7679489289314914	3.2697307167201104	3.235989615120603	3.389885807387764	3.6502861969845037	4.688382960899017	5.213595637303633	5.546124857280028	5.166280433048916	4.991259823067203	4.4786402088315755	4.499436644234853	4.311781529536705	4.16266880680592	4.1509815230573475	3.6919857231810504	3.458504550926068	2.47071031984456	2.0	9.918130583123114	0.3144710059983012	0.22051260881796578	0.19642650156428734	0.2685898836194453	0.22065522211647304	2.3469653762421238E-4	2.3469653762421222E-4	-56742.08787512382	0.0	-7782.942585328081
3200000	-64030.50244915165	-7339.384134538461	-56691.118314613195	4.698848410333777	2011.1121115896663	500.9675044789726	12.4882	1.5622646569899261	1.3859933459727254	1.4852396799266998	1.888622115172605	1.7967672625416788	1.8198236617725558	1.6430734002110512	2.532945284796061	2.8571541169149395	2.939691733502725	3.212080592758955	3.826262707140407	4.452789198492274	4.9049026298149485	5.05318834432717	4.722206055505092	4.544366372321315	4.254516435884921	3.9898797189436026	3.8193291476493325	3.6807816469750176	3.1382876953278336	2.815689011737512	2.5893359333320567	1.7479370338391493	2.0	10.271721716237082	0.3092082657078062	0.21882503366573267	0.20431873247158477	0.267647968154876	0.27335881123057293	2.982441725450916E-4	2.982441725450915E-4	-56691.118314613195	0.0	-7327.416691354326
3400000	-63422.702987067845	-6827.67043258604	-56595.032554481804	3.2706749668979933	2012.540285033102	394.6774812596826	12.4882	1.588860764504609	1.2757372978617316	1.4475817067764707	1.720218086006153	1.576510577773517	1.4505286299984832	1.8209118971950513	2.5817872927504073	2.764873525067712	2.860670273691275	2.951830720604811	3.4132248813060135	4.1365600493570645	4.5789828872928275	4.280536606596909	4.3133023320620625	4.141739895416176	3.8989113934284	3.23636283421749	3.0459360287006905	2.731881643720034	2.9752594222202142	2.238587805205742	1.7567279475973065	0.9947240423048842	2.0	9.871066245629265	0.31541266239735105	0.217601026415136	0.20157245260210876	0.26541385858540384	0.2471788283948667	3.8442937619865864E-4	3.8442937619865766E-4	-56595.032554481804	0.0	-6815.802300698877
3600000	-62993.489357446364	-6442.013845162807	-56551.475512283556	2.9449857405126476	2012.8659742594873	331.53728910006714	12.4882	0.7299935917147007	0.855422232569586	0.48107546845124316	1.0691698185021608	1.5272855997324624	1.4302687477911136	1.5279840694194806	2.3814350592327647	2.621978245181495	2.936108721100567	2.8971459527399595	3.422122120394391	4.1799236612309425	4.5184547209150665	3.8254953364305	3.976056781490887	3.5061681762641723	3.19870297572198	2.484845860630178	2.3888085572627467	2.204850286313304	1.9025939137442078	1.3906220154079576	1.291788099839019	0.67076299342248	2.0	9.432305488564253	0.3094246381800601	0.22414650523464658	0.20037172917362883	0.2660571274116641	0.2961455220083051	4.54510892594637E-4	4.5451089259463605E-4	-56551.475512283556	0.0	-6430.179078791835
3800000	-62573.98253807382	-6101.544294651542	-56472.43824342228	2.348740183112085	2013.462219816888	287.7261894506226	12.4882	0.7759199067911038	0.8460228039416543	0.45882272026748794	0.6614604737128301	1.3767119951925586	1.2529589295369097	1.7986650798531776	2.215049318490663	2.4500253653293544	2.682738277530763	2.863958211537927	3.245342626948054	3.9676346942977085	4.316637185693478	3.7308609992491166	3.386796099619846	3.1329307114992035	2.6100727582868077	1.6803967876397667	1.928409619444526	1.4255517178623527	1.237876667986777	0.9305996302472828	0.7604691301296803	0.32383797787016155	2.0	10.311393379761542	0.3141731794495303	0.21706923578937082	0.20479032565942235	0.2639672591016762	0.20951460613838085	5.40789791454147E-4	5.40789791454147E-4	-56472.43824342228	0.0	-6089.633556438158
4000000	-62185.200561785605	-5748.9809272256525	-56436.21963455995	2.6102593150095665	2013.2007006849904	253.69915886762516	12.4882	0.3020143422713988	0.7608239618266065	0.8688317644730386	1.069057847387751	1.1882368610266698	0.9330486012368975	1.470981944746944	2.247971250924901	2.3646278575253623	2.440892819357966	2.687409189801295	3.0591621892332626	3.7091533299764765	4.085952407797182	3.2394390517866274	3.1970364328746776	2.8561399863487136	2.007537272111922	0.9162496608867298	0.9983033978868954	1.0855989051750945	0.800298685275162	0.30317791575885156	0.2995804674361001	0.3242989495647758	2.0	10.050523060404371	0.31102060886395355	0.2187338174634743	0.2029044770841514	0.26734109658842037	0.22464709993051254	6.010607260506433E-4	6.010607260506434E-4	-56436.21963455995	0.0	-5737.102336240295
4200000	-61946.78638181185	-5538.575300426061	-56408.21108138579	2.349131505921246	2013.4618284940789	231.85868112435648	12.4882	0.32484198172141127	0.5991428960546896	0.41912984461370667	1.0013996218261318	0.9804479817662013	0.6767591916036233	1.3661256141520086	2.0752233083925424	2.0604108925658924	1.9700657738381306	2.818253798457014	3.311080534906894	3.45886226167437	3.6584865290364257	3.277790945844326	3.259234119602738	2.61868421091405	1.9250817926473465	1.095995496589767	1.2419517872731087	0.3888917040195682	0.29200446913484485	-0.11738899553771852	-0.8809816519077618	-0.48453568571700667	2.0	11.019564167844075	0.3110812350767249	0.2179945473869762	0.19965979077855528	0.27126442675774337	0.20432399827214198	6.402804006549603E-4	6.402804006549596E-4	-56408.21108138579	0.0	-5526.54524093018
4400000	-61813.77975854982	-5354.314458367921	-56459.465300181895	2.109179803115551	2013.7017801968846	217.51152687002636	12.4882	0.45841997931819667	0.4369730265288584	0.891557407345327	0.9635844947815361	0.8937978511253336	0.9109552608066804	1.3454674055471219	1.860236707616426	2.2124336816790064	2.1117991811311976	2.692897869249442	2.876539521598538	3.3401779487251435	3.519404783746274	3.0796161931686554	3.22267987003345	2.3325319653989895	1.3709124915255182	0.9917106240267846	0.3606291955641087	0.2723318918504455	0.26708114585245174	-0.30488612403436416	-0.7468437867318156	-0.9584194591875663	2.0	10.090190479476524	0.3120109856123424	0.22188070143774963	0.20178150512209958	0.26432680782780815	0.24047680230602875	7.078756924891679E-4	7.078756924891684E-4	-56459.465300181895	0.0	-5342.412797184449
4600000	-61622.97694383661	-5168.138224565036	-56454.838719271575	2.153593507766096	2013.657366492234	205.891306446849	12.4882	-0.27604249570944434	-0.5529975721338131	-0.21150010415312204	0.28335953700159305	0.8118710092651907	0.8522603777422061	1.3905732848714576	1.7576413040944776	1.9753527328952545	2.0331353220433472	2.8936494161216633	3.0371606807667444	3.2282396978865866	3.5274213322251295	2.9985878093035794	2.841852168704414	1.9819609676400487	0.8813683630405501	0.6821757363763423	0.6107991812338937	0.36248518010320824	0.19359068262704276	-0.23683609436254663	-0.45036391507761314	-0.42974877706848624	2.0	10.171330652641984	0.3195148764224613	0.2194047924651375	0.19748806748602596	0.2635922636263752	0.22051305287631318	7.609182104614769E-4	7.609182104614784E-4	-56454.838719271575	0.0	-5156.2417742349435
4800000	-61465.82901091865	-5003.508370164917	-56462.32064075373	2.3945203766147687	2013.4164396233853	196.35053958556523	12.4882	-0.4128638382435181	-0.7467217994950912	0.09171844041177234	0.6193313457387386	0.6518313701987	0.41887425164404984	0.9241862369353078	1.6422388098628746	1.906395177549502	1.9259663575714754	2.607079515084352	2.706961520293215	3.1242238829728715	3.378842693495063	2.8366462387860647	2.8157506791268734	1.7159935782557008	0.5862651349116027	0.528693117458946	1.1342756398121523	0.2355161562391014	-0.21100065918174912	-0.25209428808969625	-0.3077447023294064	-0.4799234795882787	2.0	10.980107257177117	0.3115227407319809	0.22375925401988572	0.1987696537876312	0.26594835146050205	0.27981892415699455	7.68122859472661E-4	7.6812285947266E-4	-56462.32064075373	0.0	-4991.409611918794
5000000	-61265.67233947687	-4820.938012234113	-56444.73432724276	2.121536541673932	2013.689423458326	183.82180970993514	12.4882	-0.334114471932904	-0.4277686608948847	0.05777660679424154	0.3370190543856952	0.40334699480307146	0.4961804048245501	0.7567257052752753	1.5182763991026027	1.8160862254783348	1.9436115268388143	2.564994433263662	2.9524321607336543	3.112905023793936	3.2781718631943324	2.6456498020376684	2.5391337439885575	1.6631681915060013	0.536840042447993	0.053312882866112465	0.2168768227537373	-0.0832492723158589	-0.309964949697903	-1.2134585886152232	-1.1690707629848152	-1.1882534618789218	2.0	10.359359311871321	0.3127843881729064	0.21755428685706668	0.2042982848192488	0.26536304015077794	0.24867681585535664	8.494811560288935E-4	8.494811560288941E-4	-56444.73432724276	0.0	-4808.979503930992
5200000	-61191.17742671002	-4735.064957486518	-56456.1124692235	2.1239810854212324	2013.6869789145787	177.97018076640643	12.4882	0.41879435040012714	-0.08068313374321251	0.21295294635306103	0.2983348736152499	0.29679750600399296	0.46726169524695604	1.0916393140394596	1.8669181595994264	1.7356837400025165	1.7948980833082617	2.7514547293751925	2.7313757723545544	3.0199614185323522	3.128478039685185	2.4697325452838803	2.299560051173205	1.5732355511664715	0.2791020765897867	0.32480714281020867	0.2898190618126963	-0.18954144019407887	-0.061527774950399024	-0.053290970558902334	-0.08421425306926669	-0.5436942238034708	2.0	10.48932039994201	0.31021917856748094	0.21928071415351613	0.20112133918004887	0.2693787680989539	0.21720117612468423	8.702419177396044E-4	8.702419177396088E-4	-56456.1124692235	0.0	-4723.114732768074
5400000	-61132.14706313994	-4700.751203319261	-56431.39585982068	2.0425751358077426	2013.7683848641923	177.2685776407505	12.4882	-0.7507046126222535	-0.33514616288388394	-0.4677106178530335	-0.058035176945081056	0.412514543600939	0.831507166336533	1.1204285603547663	1.6603785296888158	1.7696583714566	1.7942601479490825	2.6158864374508397	3.0257639267278353	3.172701738426842	3.210318202813312	2.5737585094548323	2.185156978920261	1.5796641403127494	0.09031881763694054	-0.06736293913520303	-0.281882520460901	-0.5827294842555727	-0.9359530326112413	-1.0591540520388063	-1.1774337529017889	-1.4932662328556945	2.0	9.893870429000561	0.3070658262307869	0.22038079249862083	0.20003475786365618	0.27251862340693606	0.25480957360639805	8.621964513836246E-4	8.621964513836225E-4	-56431.39585982068	0.0	-4688.871226916581
5600000	-61025.97504789735	-4600.149854817415	-56425.82519307994	1.9632845277619098	2013.847675472238	170.24037598098207	12.4882	0.07975272295250868	-0.3707734828421342	-0.24402898871539366	0.16879493312856503	0.27266321649849634	0.5767312633802573	1.07925487235115	1.6872504729114113	1.7778429074425572	1.671851716248399	2.3811306063117823	3.101212364952427	3.2759028190361152	2.8931120669044637	2.4143296815283546	2.157700691883329	1.1532735217623646	0.03164016245628344	0.04175329366745204	-0.3148248671280404	-0.19653328030467404	-0.27217741017954544	-0.6620485227218846	-0.3146857913385853	0.1940925834833532	2.0	10.97043509163277	0.3104985254875323	0.21847464318531684	0.20751903459357102	0.26350779673357966	0.27129606860665273	8.938343585813529E-4	8.938343585813529E-4	-56425.82519307994	0.0	-4588.061287856336
5800000	-61048.47318831261	-4590.256511417755	-56458.21667689485	2.0163760226442617	2013.7945839773558	169.69013205737585	12.4882	-0.2724620145339992	-0.41519808440993866	-0.35774071091270127	0.002390532539586796	0.21613944951267286	0.7498320240263514	0.9662155824601443	1.8330975827394904	1.7435506161846266	1.8884679705497507	2.3236813044938924	2.9378121499989263	3.002904584095884	3.128300072804557	2.4961405353091815	2.1494793474743	1.2101394045066027	-0.0020836340098067917	-0.2889587918223279	-0.018518008704512222	-0.2098995498111892	-0.945494492174715	-0.7200256612212187	-0.6384621552653716	-0.5702167441702672	2.0	11.402083467541328	0.30888960910811225	0.2222775825745518	0.19467183292710513	0.27416097539023077	0.2281707761481744	9.208999209713845E-4	9.208999209713878E-4	-56458.21667689485	0.0	-4578.137540871326
6000000	-61020.737796256944	-4555.244100264797	-56465.49369599215	1.9788604445668465	2013.8320995554332	166.6633880113083	12.4882	-0.5244159897142908	-0.6355935605070203	-0.0835031002552099	-0.17741867786885768	0.3816794047383942	0.5492420063094645	0.7991103901519346	1.574161743085836	1.7234095049444944	1.8635707354638538	2.7484949381512322	2.9246144247110086	2.971704454404482	2.7865058871146275	2.421134353594515	1.981960783655594	1.156951533963866	-0.16704357574495238	-0.04219192933373182	-0.23432262043694407	-0.5821799297124761	-0.47224528075356226	-0.2621473536543125	-0.45555300078887434	-0.11015729882464036	2.0	10.721216766363062	0.3113048483366938	0.22136750066871264	0.19800218884254095	0.2693254621520526	0.22939903792223876	9.191387337315883E-4	9.191387337315886E-4	-56465.49369599215	0.0	-4543.240759543295
6200000	-60919.52544123812	-4455.053403544448	-56464.47203769367	1.92567600313257	2013.8852839968674	160.6317842085945	12.4882	0.4517099057206822	0.5435512646228959	0.1265122013686652	0.25992896630302015	0.33944473898298005	0.3772044154561919	0.6817056809510497	1.468321330082909	1.7537759282509473	1.8225448560849438	2.2355422850985742	2.476537545876037	2.8139109933682955	2.8598072209384657	2.2961997795592097	2.0983879232699616	1.1011600443630043	0.14183298687075777	-0.0476769544850726	-0.1551921147260886	-0.5405145602294056	-0.10179930937458605	-0.3040073560356053	-0.21637097382639778	-0.34575634806166433	2.0	9.77144117461402	0.30994945315821787	0.22374717975141367	0.2008028227714036	0.2655005443189649	0.23850378918366444	9.64886395824033E-4	9.648863958240335E-4	-56464.47203769367	0.0	-4443.212429947378
6400000	-60801.68643600763	-4372.961856320428	-56428.7245796872	1.8104606626977107	2014.0004993373022	156.41202336714983	12.4882	-1.0003256073044036	-0.7452882141427736	-0.2848017717829568	0.04991556071687339	0.18122617158336343	0.5931404026550089	1.2153641628424987	1.5219168865331043	1.7226104571201537	1.7984236543456615	2.394453503513282	2.783825398614992	2.929615684561823	2.87919504369662	2.245075439958284	1.9154817574719385	0.7570739123130447	-0.12390681654251758	-0.13016729816486597	-0.5239320187762992	-0.7833871254913707	-1.1464829560586138	-1.2918667483917374	-1.1105050608836267	-1.3399393914734021	2.0	10.567487524097118	0.31215310254256423	0.21580374382738907	0.20181612705145857	0.27022702657858794	0.24977371950953767	9.986911569777248E-4	9.986911569777228E-4	-56428.7245796872	0.0	-4360.96520056755
6600000	-60810.42512051162	-4389.603288352765	-56420.82183215886	1.8906197806194032	2013.9203402193807	157.23298158855422	12.4882	-0.6743201255206608	-0.5827992494725367	-0.18467116780944096	0.16866493309698954	0.44549522086323756	0.4546607487841426	1.1487240238054306	1.3932529646136493	1.6048170452035053	1.7855222101363162	2.5188248070913026	2.955610701951669	2.810847577662025	2.900040595484396	2.274865953496859	1.7945962684370944	0.9078402248930265	-0.15766271816758506	-0.399642814072279	-0.3009327909258024	-0.3118673328110018	-0.698481545687221	-0.9659959641824207	-1.161209365566866	-1.5897529509710242	2.0	10.258784269312741	0.3150361920207499	0.2193737919502118	0.20234136462310304	0.2632486514059351	0.24562975504182702	9.307719517578399E-4	9.307719517578409E-4	-56420.82183215886	0.0	-4377.6659063227235
