item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -60352.1 1.251031 56.46692 -60352.0 -60463.4 -60242.7 343692.4 2037.286 NaN     
prior                -3875.80 1.496701 57.94031 -3876.45 -3986.48 -3759.83 467229.9 1498.619 NaN     
likelihood           -56476.3 0.552553 28.32012 -56476.3 -56531.7 -56421.6 266550.7 2626.891 NaN     
rootHeight           1.800983 0.000926 0.050499 1.794927 1.70873  1.902181 235623.2 2971.692 1.800284
age(root)            2014.009 0.000926 0.050499 2014.016 2013.908 2014.102 235616.6 2971.776 2014.009
treeLength           134.0464 0.062437 2.424434 133.9848 129.4441 138.7938 464397.9 1507.758 134.0245
skygrid.precision    12.4882  2.74E-6  3.42E-6  12.4882  12.4882  12.4882  44852206 1.561127 12.4882 
skygrid.logPopSize1  -0.62282 0.007329 0.433661 -0.63717 -1.44446 0.245543 200000   3501     NaN     
skygrid.logPopSize2  -0.48238 0.005678 0.332575 -0.49035 -1.10365 0.199793 204084.2 3430.936 NaN     
skygrid.logPopSize3  -0.21875 0.004473 0.253152 -0.22379 -0.73154 0.269493 218652.2 3202.345 NaN     
skygrid.logPopSize4  0.02118  0.003365 0.1991   0.020728 -0.39765 0.383135 200000   3501     NaN     
skygrid.logPopSize5  0.190062 0.003011 0.15394  0.190311 -0.12105 0.482296 267864.8 2614.004 NaN     
skygrid.logPopSize6  0.356802 0.002742 0.162216 0.355464 0.05387  0.688035 200000   3501     NaN     
skygrid.logPopSize7  0.805347 0.00286  0.162233 0.802051 0.479786 1.118115 217645.8 3217.153 0.788335
skygrid.logPopSize8  1.267942 0.002655 0.13901  1.265918 0.986034 1.530376 255397.4 2741.608 1.260244
skygrid.logPopSize9  1.254303 0.00226  0.123478 1.249105 0.995885 1.484811 234519.4 2985.680 1.248196
skygrid.logPopSize10 1.597414 0.001969 0.1147   1.596434 1.386186 1.829604 206259.7 3394.747 1.593292
skygrid.logPopSize11 2.333876 0.002269 0.130977 2.330557 2.072765 2.585882 210144.7 3331.988 2.330202
skygrid.logPopSize12 2.45463  0.002745 0.130658 2.451439 2.19813  2.707946 309090.3 2265.356 2.451162
skygrid.logPopSize13 2.689617 0.002031 0.114019 2.687511 2.477664 2.928945 222110.8 3152.479 2.687199
skygrid.logPopSize14 2.436786 0.002368 0.113182 2.436725 2.214522 2.653681 306419.2 2285.104 2.434151
skygrid.logPopSize15 1.619341 0.002669 0.11957  1.616488 1.388232 1.852871 348953.1 2006.573 1.614928
skygrid.logPopSize16 1.093543 0.002645 0.14004  1.093418 0.838527 1.391053 249797.8 2803.066 1.0844  
skygrid.logPopSize17 0.169185 0.003218 0.156067 0.167841 -0.13887 0.462751 297618.2 2352.678 NaN     
skygrid.logPopSize18 -0.65398 0.003512 0.19316  -0.65299 -1.00529 -0.24237 231488.0 3024.778 NaN     
skygrid.logPopSize19 -0.73945 0.004047 0.222218 -0.74332 -1.16358 -0.28921 232279.4 3014.472 NaN     
skygrid.logPopSize20 -0.86154 0.004817 0.2651   -0.85939 -1.36449 -0.33703 231213.6 3028.368 NaN     
skygrid.logPopSize21 -1.11709 0.006105 0.344971 -1.11891 -1.75416 -0.40657 219323.9 3192.537 NaN     
skygrid.logPopSize22 -1.23769 0.00775  0.429983 -1.24012 -2.02128 -0.37954 227461.6 3078.321 NaN     
skygrid.logPopSize23 -1.25710 0.008651 0.507722 -1.25425 -2.22970 -0.23911 203291.3 3444.317 NaN     
skygrid.logPopSize24 -1.25975 0.009839 0.582178 -1.26554 -2.33531 -0.07168 200000   3501     NaN     
skygrid.logPopSize25 -1.25817 0.010838 0.641247 -1.24214 -2.57180 -0.05060 200000   3501     NaN     
skygrid.cutOff       2        0        0        2        2        2        NaN      NaN      2       
kappa                10.33088 0.008775 0.519231 10.32366 9.374158 11.40958 200000   3501     10.31787
frequencies1         0.312318 5.43E-5  0.00321  0.312346 0.306    0.318514 200000   3501     0.312302
frequencies2         0.220133 4.69E-5  0.002775 0.220138 0.214914 0.225648 200000   3501     0.220116
frequencies3         0.20065  4.55E-5  0.002692 0.200656 0.195428 0.205916 200000   3501     0.200631
frequencies4         0.266899 5.18E-5  0.002981 0.266844 0.260897 0.272544 211462.6 3311.222 0.266883
alpha                0.248533 0.00041  0.023707 0.247466 0.203544 0.29454  209295.7 3345.505 0.247414
clock.rate           0.001131 6.66E-7  3.18E-5  0.00113  0.00107  0.001193 307548.7 2276.712 0.00113 
meanRate             0.001131 6.66E-7  3.18E-5  0.00113  0.00107  0.001193 307548.7 2276.712 0.00113 
treeLikelihood       -56476.3 0.552553 28.32012 -56476.3 -56531.7 -56421.6 266550.7 2626.891 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -3863.84 1.496705 57.94057 -3864.46 -3974.45 -3747.99 467228.2 1498.625 NaN     
