item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize24 0.618226 0.007534 0.43567  0.605686 -0.19363 1.490237 20938.61 3343.583 NaN     
skygrid.logPopSize25 0.531144 0.006244 0.450421 0.524943 -0.33346 1.426081 13455.43 5203.102 NaN     
skygrid.logPopSize26 0.501614 0.006405 0.472722 0.485895 -0.40859 1.416375 12853.22 5446.881 NaN     
skygrid.logPopSize27 0.506132 0.006182 0.500692 0.49422  -0.42142 1.509491 10673.85 6559.018 NaN     
skygrid.logPopSize28 0.50204  0.006666 0.539504 0.478533 -0.52373 1.584691 10688.70 6549.904 NaN     
skygrid.logPopSize29 0.477111 0.007102 0.57589  0.461683 -0.62926 1.641019 10647.25 6575.403 NaN     
skygrid.logPopSize30 0.498836 0.007597 0.607965 0.476598 -0.70285 1.694807 10930.57 6404.971 NaN     
skygrid.logPopSize31 0.585507 0.008086 0.648249 0.569715 -0.69344 1.817458 10892.29 6427.477 NaN     
skygrid.logPopSize32 0.708072 0.008333 0.679041 0.693891 -0.59635 2.038282 10542.27 6640.884 NaN     
skygrid.logPopSize33 0.862911 0.008868 0.712779 0.857444 -0.56277 2.224443 10835.83 6460.971 NaN     
skygrid.logPopSize34 1.041383 0.009025 0.725253 1.030643 -0.43117 2.389299 10840.79 6458.011 NaN     
skygrid.logPopSize35 1.245584 0.009064 0.727333 1.235284 -0.20399 2.62874  10872.24 6439.331 NaN     
skygrid.logPopSize36 1.465972 0.00894  0.70739  1.454532 0.096052 2.869364 11182.94 6260.428 NaN     
skygrid.logPopSize37 1.714166 0.008574 0.660425 1.703186 0.465049 3.070189 11800.14 5932.980 NaN     
skygrid.logPopSize38 1.970453 0.007887 0.591128 1.963771 0.851967 3.187077 12464.45 5616.770 NaN     
skygrid.logPopSize39 2.202456 0.007611 0.486482 2.182593 1.289962 3.183778 17137.03 4085.305 2.14703 
skygrid.logPopSize40 2.132523 0.008648 0.462944 2.113021 1.223833 3.026343 24429.13 2865.840 2.080343
skygrid.logPopSize41 1.476819 0.012614 0.548923 1.464661 0.460339 2.586808 36971.95 1893.597 NaN     
skygrid.logPopSize42 0.781264 0.012823 0.558156 0.756459 -0.25720 1.897022 36951.46 1894.647 NaN     
skygrid.logPopSize43 0.375168 0.009016 0.481884 0.352604 -0.56949 1.302415 24505.56 2856.901 NaN     
skygrid.logPopSize44 0.300494 0.00634  0.469148 0.287414 -0.62147 1.216921 12787.07 5475.061 NaN     
skygrid.logPopSize45 0.364177 0.006526 0.511116 0.360405 -0.64316 1.381091 11414.18 6133.594 NaN     
skygrid.logPopSize46 0.441351 0.007313 0.565758 0.43174  -0.69774 1.520057 11697.71 5984.929 NaN     
skygrid.logPopSize47 0.498176 0.00813  0.609232 0.507571 -0.71302 1.678791 12468.68 5614.866 NaN     
skygrid.logPopSize48 0.508184 0.009683 0.661744 0.516675 -0.79185 1.795213 14991.28 4670.047 NaN     
skygrid.logPopSize49 0.473574 0.011334 0.688881 0.498379 -0.86843 1.847745 18949.68 3694.519 NaN     
skygrid.logPopSize50 0.403102 0.013233 0.716171 0.425668 -1.06119 1.777801 23902.36 2928.999 NaN     
skygrid.cutOff       5        0        0        5        5        5        NaN      NaN      5       
kappa                11.27048 0.019497 1.60287  11.13486 8.368279 14.51253 10359.05 6758.337 11.15959
frequencies1         0.33943  0.00013  0.010449 0.339445 0.319691 0.360495 10783.69 6492.211 0.339269
frequencies2         0.193546 0.000104 0.008654 0.193415 0.176339 0.210243 10117.81 6919.480 0.193352
frequencies3         0.223592 0.000108 0.008904 0.223478 0.206253 0.241087 10379.69 6744.902 0.223414
frequencies4         0.243432 0.000113 0.009391 0.243353 0.225711 0.262351 10125.69 6914.093 0.243251
clock.rate           0.00339  1.22E-5  0.000378 0.003375 0.002661 0.004138 73243.90 955.8474 0.003369
meanRate             0.00339  1.22E-5  0.000378 0.003375 0.002661 0.004138 73243.90 955.8474 0.003369
treeLikelihood       -5497.71 0.140845 9.162001 -5497.21 -5516.98 -5481.25 16544.71 4231.561 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -403.031 0.711766 20.55905 -403.092 -442.503 -361.415 83912.80 834.3184 NaN     
