item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -5911.69 0.699529 21.56210 -5911.41 -5955.13 -5870.95 73686.68 950.1038 NaN     
prior                -413.985 0.711878 20.56118 -414.061 -452.256 -371.174 83921.78 834.2291 NaN     
likelihood           -5497.71 0.140845 9.162001 -5497.21 -5516.98 -5481.25 16544.71 4231.561 NaN     
rootHeight           6.288683 0.018858 0.724822 6.18518  5.095312 7.791442 47388.58 1477.359 6.248684
age(root)            1997.692 0.018858 0.724822 1997.795 1996.189 1998.885 47388.57 1477.360 1997.692
treeLength           69.16476 0.250005 7.057059 68.66475 56.42560 83.71154 87863.76 796.8016 68.81127
skygrid.precision    5.09935  NaN      NaN      5.09935  5.09935  5.09935  10000    7001     5.09935 
skygrid.logPopSize1  1.630717 0.008573 0.481381 1.603188 0.698046 2.566329 22206.02 3152.747 NaN     
skygrid.logPopSize2  1.518082 0.009371 0.407229 1.502185 0.722861 2.312001 37069.16 1888.631 1.459968
skygrid.logPopSize3  1.132682 0.009691 0.417057 1.119337 0.338708 1.960358 37803.91 1851.924 NaN     
skygrid.logPopSize4  0.768095 0.010028 0.445168 0.767341 -0.12447 1.603247 35522.65 1970.854 NaN     
skygrid.logPopSize5  0.48354  0.009433 0.455573 0.478591 -0.37911 1.394763 30015.97 2332.424 NaN     
skygrid.logPopSize6  0.409289 0.007296 0.460507 0.407706 -0.47700 1.329319 17574.76 3983.553 NaN     
skygrid.logPopSize7  0.581324 0.006348 0.450057 0.574016 -0.29882 1.463097 13927.39 5026.784 NaN     
skygrid.logPopSize8  0.955626 0.005659 0.42139  0.94513  0.135033 1.775499 12627.52 5544.238 NaN     
skygrid.logPopSize9  1.29207  0.00582  0.417047 1.277132 0.481675 2.107503 13634.99 5134.583 NaN     
skygrid.logPopSize10 1.399252 0.006985 0.454125 1.392123 0.541953 2.303746 16564.64 4226.471 NaN     
skygrid.logPopSize11 1.344767 0.007402 0.484606 1.326997 0.440436 2.313721 16333.73 4286.221 NaN     
skygrid.logPopSize12 1.357962 0.007088 0.493962 1.347382 0.422086 2.351323 14416.96 4856.084 NaN     
skygrid.logPopSize13 1.468774 0.006721 0.527836 1.453292 0.478666 2.510807 11349.39 6168.608 NaN     
skygrid.logPopSize14 1.653322 0.006543 0.547446 1.6401   0.590944 2.726086 10000    7001     NaN     
skygrid.logPopSize15 1.884368 0.006962 0.580368 1.872245 0.781414 3.036041 10074.23 6949.409 1.781584
skygrid.logPopSize16 2.134775 0.007183 0.584977 2.118685 0.992663 3.272063 10554.65 6633.091 2.046942
skygrid.logPopSize17 2.397838 0.007307 0.562536 2.393034 1.323559 3.533598 11812.36 5926.840 2.327665
skygrid.logPopSize18 2.679298 0.007778 0.500971 2.659276 1.737281 3.686292 16876.04 4148.484 2.631003
skygrid.logPopSize19 2.932793 0.00793  0.408069 2.919258 2.172989 3.758476 26436.97 2648.184 2.904242
skygrid.logPopSize20 2.683204 0.009833 0.409898 2.679925 1.896677 3.494165 40287.70 1737.751 2.651199
skygrid.logPopSize21 1.923236 0.012837 0.460555 1.911924 1.02567  2.826956 54391.72 1287.144 1.864438
skygrid.logPopSize22 1.237039 0.013142 0.459109 1.219689 0.354207 2.133571 57364.33 1220.444 NaN     
skygrid.logPopSize23 0.824327 0.01032  0.427131 0.818766 -0.00481 1.669203 40865.61 1713.176 NaN     
