# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
12674000000	4345	-95157.2	-20678.2	-74479	1.59942	2023.99	99.9168	0	6.24524	-0.82007	-1.00806	-0.748243	-0.155617	-0.688561	-0.234898	0.551702	0.823099	0.915335	0.598794	-0.0239897	-0.833966	0.0419985	0.534246	0.371389	0.127753	0.113252	-0.412019	-0.869168	-1.19923	-1.16026	-0.414231	-1.11583	1.833	17.072	0.328588	0.207198	0.239814	0.224401	0.00328024	0.00328024	-74479	0.0	-3912.04	
12676000000	4345	-95399.1	-20817.6	-74581.5	1.65675	2023.94	102.343	0	6.24524	-0.905772	-0.895184	-0.38008	-0.2432	-0.383215	0.0167489	0.439423	0.796491	0.899921	0.729455	-0.0668117	-0.842314	0.179858	0.551218	0.449023	0.176308	-0.0368301	-0.406267	-1.53235	-1.69045	-2.01276	-2.3191	-2.50157	1.833	16.0322	0.323626	0.205125	0.24875	0.2225	0.00324197	0.00324197	-74581.5	0.0	-4051.61	
12678000000	4347	-95348.6	-20781	-74567.6	1.63582	2023.96	101.463	0	6.24524	-1.06332	-1.02849	-0.384926	-0.273899	-0.606789	0.252961	0.912158	0.767834	0.922276	0.60024	-0.185877	-0.851592	0.0693801	0.494025	0.232009	0.41964	0.1578	-0.860252	-1.78796	-2.37774	-2.43434	-2.21813	-2.9639	1.833	17.4491	0.323369	0.207799	0.24451	0.224322	0.00322151	0.00322151	-74567.6	0.0	-4014.85	
12680000000	4344	-95353.5	-20811.7	-74541.8	1.6064	2023.99	101.654	0	6.24524	-0.841075	-1.10324	-0.484082	-0.117906	-0.70191	0.0558473	0.68156	0.657701	0.975896	0.715495	-0.0222785	-0.720789	0.34275	0.423397	0.287125	0.261237	0.320152	-0.531707	-1.2602	-1.38691	-1.59519	-2.26182	-2.83277	1.833	16.363	0.331084	0.205546	0.242902	0.220468	0.00331867	0.00331867	-74541.8	0.0	-4045.68	
12682000000	4346	-95430.6	-20837.2	-74593.4	1.59548	2024	102.349	0	6.24524	-0.809489	-1.05145	-0.400283	-0.0876642	-0.697781	-0.320079	0.706717	0.847321	1.03724	0.540956	0.0136776	-0.926827	0.134198	0.507909	0.512887	0.265997	0.156368	-0.321187	-0.958912	-1.3195	-0.997115	-1.07293	-1.47232	1.833	17.2105	0.323438	0.205872	0.251114	0.219576	0.00322574	0.00322574	-74593.4	0.0	-4071.08	
12684000000	4346	-95495.3	-20883.1	-74612.2	1.55162	2024.04	102.706	0	6.24524	-0.776757	-0.905464	-0.351537	-0.157928	-0.720599	-0.180315	0.56524	0.917768	0.986224	0.580787	-0.0612497	-0.932869	0.161726	0.587605	0.480864	0.325102	0.107958	-0.545719	-1.60627	-1.31193	-1.08956	-0.965946	-1.38506	1.833	15.1303	0.331251	0.207508	0.245105	0.216136	0.00324381	0.00324381	-74612.2	0.0	-4117.21	
12686000000	4343	-95610.2	-20968.9	-74641.2	1.58071	2024.01	104.28	0	6.24524	-0.714783	-0.782729	-0.389101	-0.238835	-0.637696	0.230025	0.286758	0.817594	0.942803	0.601335	0.141007	-0.879465	0.147437	0.530053	0.432154	0.32731	0.285209	-0.523542	-1.27105	-0.365149	-0.0221501	0.472041	-0.00248034	1.833	16.6709	0.319641	0.21084	0.245555	0.223963	0.00311245	0.00311245	-74641.2	0.0	-4202.85	
12688000000	4346	-95577.5	-20931.2	-74646.4	1.66178	2023.93	103.568	0	6.24524	-0.8908	-1.04573	-0.503388	-0.165866	-0.704365	-0.203724	0.820811	0.706576	1.05454	0.787004	0.0257474	-0.746766	0.130946	0.562662	0.496765	0.28276	0.0502275	-0.100699	-1.3928	-0.803439	-0.584175	-0.86473	-0.438683	1.833	16.8701	0.330704	0.208067	0.243898	0.217331	0.00319807	0.00319807	-74646.4	0.0	-4165.04	
12690000000	4348	-95591.6	-20925	-74666.5	1.62346	2023.97	103.405	0	6.24524	-0.683694	-0.95744	-0.515592	-0.199161	-0.567268	0.11068	0.51798	0.916181	1.02703	0.760134	0.0435096	-0.808321	0.224301	0.539281	0.542307	0.401573	0.0587237	-0.519389	-1.71374	-1.8713	-1.45936	-1.16299	-0.646838	1.833	19.807	0.325043	0.206094	0.245757	0.223106	0.00327961	0.00327961	-74666.5	0.0	-4158.56	
12692000000	4347	-95336.1	-20777.7	-74558.4	1.65862	2023.93	101.279	0	6.24524	-1.20985	-1.18429	-0.495143	-0.116671	-0.676532	-0.149337	0.668027	1.06075	0.859146	0.695399	0.0368749	-0.99938	0.0531224	0.38619	0.439804	0.399695	0.200128	-0.390375	-1.85362	-1.44248	-1.78577	-1.46903	-1.63885	1.833	16.9326	0.32711	0.206239	0.246075	0.220576	0.00330892	0.00330892	-74558.4	0.0	-4011.55	
12694000000	4348	-95349.8	-20768.2	-74581.5	1.57441	2024.02	101.456	0	6.24524	-1.23875	-1.18465	-0.596002	-0.1514	-0.492041	-0.369478	0.532236	0.887898	0.932199	0.689868	-0.146904	-0.932756	0.18416	0.640501	0.522204	0.111927	0.243515	-0.214356	-1.64395	-1.45432	-1.58578	-2.20769	-2.45162	1.833	15.1056	0.32451	0.203171	0.24723	0.225089	0.00333799	0.00333799	-74581.5	0.0	-4002.34	
12696000000	4344	-95099.6	-20649.5	-74450.1	1.6032	2023.99	99.5274	0	6.24524	-1.12245	-0.930615	-0.557581	-0.224367	-0.170418	0.193579	0.881962	0.754655	0.889542	0.654598	-0.00776742	-1.02553	0.112504	0.44868	0.429465	0.0706565	0.083411	-0.306825	-0.907843	-1.78276	-2.34023	-2.50258	-3.27169	1.833	15.6677	0.329391	0.206297	0.245943	0.218369	0.00328586	0.00328586	-74450.1	0.0	-3883.55	
12698000000	4343	-95230.6	-20725	-74505.6	1.62841	2023.96	101.08	0	6.24524	-0.923193	-1.07695	-0.493286	-0.0464721	-0.593239	0.0712005	0.617795	0.781686	0.961433	0.807488	0.0228665	-1.09058	-0.0611289	0.47749	0.489113	0.156924	0.273704	-0.358101	-1.57761	-2.38486	-2.15548	-1.79013	-2.05588	1.833	16.231	0.322114	0.208876	0.251014	0.217997	0.00326211	0.00326211	-74505.6	0.0	-3958.96	
12700000000	4342	-95239.4	-20736.1	-74503.3	1.65701	2023.94	101.325	0	6.24524	-1.25037	-0.968288	-0.542958	-0.158246	-0.559577	-0.0410449	0.58843	0.533577	0.966365	0.837785	0.0977906	-0.918293	0.219409	0.40314	0.458355	0.348012	-0.000367854	-0.450816	-1.49547	-1.37408	-0.662365	-1.10672	-1.28997	1.833	16.4367	0.325918	0.203378	0.243351	0.227354	0.00322241	0.00322241	-74503.3	0.0	-3970.07	
12702000000	4343	-95251.5	-20742.6	-74509	1.63362	2023.96	101.179	0	6.24524	-0.937172	-1.01008	-0.518554	-0.362173	-0.663712	0.0158886	0.494024	0.910616	0.956331	0.668077	0.177292	-1.1393	0.143963	0.490644	0.503207	0.346077	0.169685	-0.727703	-1.3929	-1.33013	-1.32007	-0.842332	-1.45118	1.833	17.2955	0.329867	0.204848	0.245287	0.219998	0.00331726	0.00331726	-74509	0.0	-3976.39	
12704000000	4343	-95165.4	-20690.8	-74474.6	1.56515	2024.03	100.336	0	6.24524	-0.929959	-1.21602	-0.603814	-0.234323	-0.639392	-0.0469152	0.504455	0.708983	0.912609	0.666952	0.0237689	-1.14083	-0.0600455	0.544247	0.585024	0.334153	0.13334	-0.468015	-1.08986	-1.00785	-1.30707	-0.789842	-0.488602	1.833	17.2265	0.321296	0.207347	0.243806	0.227551	0.00318693	0.00318693	-74474.6	0.0	-3924.64	
12706000000	4350	-95508.5	-20851	-74657.5	1.56558	2024.03	102.729	0	6.24524	-0.923127	-1.16091	-0.545334	-0.0930872	-0.383032	-0.0213286	0.591735	0.802291	0.952082	0.731437	0.0208409	-0.865452	0.211922	0.627949	0.577003	0.19286	0.205719	-0.399315	-2.07189	-1.89804	-1.37704	-1.53788	-1.44725	1.833	15.9592	0.32599	0.205997	0.243182	0.224831	0.00327167	0.00327167	-74657.5	0.0	-4085.03	
12708000000	4347	-95348.9	-20783.2	-74565.7	1.6035	2023.99	101.424	0	6.24524	-0.866058	-0.931389	-0.722313	-0.188598	-0.43416	-0.00178254	0.5672	0.810822	0.935576	0.790578	-0.0546468	-1.15458	0.0294613	0.545897	0.383987	0.177821	0.188601	-0.249462	-1.45208	-1.88037	-1.18632	-0.831833	-1.49323	1.833	16.5061	0.327536	0.20478	0.243442	0.224242	0.00319736	0.00319736	-74565.7	0.0	-4017.14	
12710000000	4345	-95331.6	-20780.7	-74550.9	1.61312	2023.98	101.576	0	6.24524	-0.802276	-0.965472	-0.345042	-0.15136	-0.559914	-0.050411	0.48365	0.745299	0.984272	0.76473	-0.0376827	-0.917851	0.0846422	0.555748	0.211924	0.187809	0.0683185	-0.0460278	-1.49437	-1.95677	-1.53868	-1.57924	-2.1765	1.833	16.5453	0.324407	0.204445	0.251559	0.219589	0.00315666	0.00315666	-74550.9	0.0	-4014.61	
12712000000	4345	-95353.5	-20791.1	-74562.4	1.60045	2023.99	101.894	0	6.24524	-0.935842	-1.00312	-0.462216	-0.219844	-0.634016	-0.227675	0.370747	0.824643	1.00055	0.648983	0.182402	-1.02881	0.0894058	0.523658	0.218191	0.252377	0.427568	-0.454292	-1.44755	-2.3312	-2.45118	-2.62626	-3.18392	1.833	16.5806	0.325695	0.204875	0.250343	0.219087	0.00329299	0.00329299	-74562.4	0.0	-4025.03	
12714000000	4347	-95253.2	-20713.3	-74540	1.57944	2024.01	100.803	0	6.24524	-1.14485	-0.799088	-0.465367	0.0363925	-0.580344	0.0897516	0.816138	0.74887	0.992206	0.596513	-0.0664156	-1.05344	0.217898	0.639708	0.274324	0.208587	0.266419	-0.544382	-1.29576	-0.968369	-0.712777	-0.488232	-1.019	1.833	16.2191	0.322989	0.207623	0.246729	0.222659	0.00338859	0.00338859	-74540	0.0	-3947.23	
12716000000	4349	-95218.8	-20664	-74554.8	1.60766	2023.99	100.561	0	6.24524	-1.15091	-1.01799	-0.594312	-0.150359	-0.614499	-0.0935062	0.620325	0.852084	0.913002	0.5989	0.0474939	-1.13574	0.235377	0.665763	0.280586	0.167107	0.16322	-0.477232	-1.21906	-1.9453	-2.01887	-2.41857	-2.95833	1.833	17.7455	0.32797	0.206711	0.245603	0.219716	0.00316968	0.00316968	-74554.8	0.0	-3897.77	
12718000000	4350	-95569.5	-20871.3	-74698.2	1.69696	2023.9	103.654	0	6.24524	-1.32708	-1.06673	-0.515391	0.00687889	-0.495972	-0.189958	0.477415	1.03531	0.943423	0.800268	0.111271	-0.99138	0.287413	0.694672	0.367136	0.161979	0.311655	-0.56497	-0.885766	-1.32163	-2.27874	-1.49164	-1.8134	1.833	16.8408	0.315232	0.210933	0.247851	0.225984	0.00320008	0.00320008	-74698.2	0.0	-4105.15	
12720000000	4351	-95502.5	-20822.4	-74680	1.70364	2023.89	102.953	0	6.24524	-0.901063	-1.10298	-0.533461	-0.23945	-0.555124	0.0155282	0.527019	0.854066	1.00639	0.679814	-0.156884	-0.931627	-0.0847035	0.692587	0.403197	0.276638	0.188472	-0.00495868	-0.6241	-1.31027	-1.12509	-0.593462	-0.64547	1.833	17.3059	0.324162	0.202953	0.252347	0.220538	0.00313327	0.00313327	-74680	0.0	-4056.24	
12722000000	4346	-95238.7	-20720.5	-74518.2	1.55873	2024.04	100.615	0	6.24524	-1.31317	-0.864954	-0.462435	-0.0966897	-0.644259	0.106588	0.447108	0.702612	0.945588	0.576442	-0.158713	-0.841243	0.165724	0.534313	0.335662	0.231335	0.0997535	-0.141327	-1.32151	-1.02512	-1.84111	-1.79486	-0.811203	1.833	16.2212	0.324463	0.205785	0.24748	0.222273	0.00326403	0.00326403	-74518.2	0.0	-3954.46	
12724000000	4345	-95261.3	-20737.4	-74523.9	1.62286	2023.97	100.915	0	6.24524	-0.973144	-1.03261	-0.602097	-0.271594	-0.677396	0.153989	0.638418	0.882845	0.892538	0.606335	-0.208337	-0.835311	0.102962	0.468422	0.230909	0.177206	0.215087	-0.276521	-1.4115	-1.66561	-1.06831	-1.28817	-1.16161	1.833	17.242	0.332371	0.201648	0.239723	0.226258	0.00322199	0.00322199	-74523.9	0.0	-3971.21	
12726000000	4346	-95327.6	-20764.4	-74563.2	1.62048	2023.97	101.601	0	6.24524	-0.862615	-1.01077	-0.384798	-0.143968	-0.414744	-0.170716	0.592095	0.844821	0.970284	0.603684	-0.226858	-0.919925	0.206999	0.66476	0.336937	0.461884	0.233862	-0.165218	-1.27806	-0.845529	-0.148958	0.327211	0.29795	1.833	17.7165	0.327432	0.202372	0.250602	0.219594	0.00320287	0.00320287	-74563.2	0.0	-3998.12	
12728000000	4346	-95408.6	-20811.9	-74596.8	1.59504	2024	102.402	0	6.24524	-1.00907	-0.746569	-0.507324	-0.20679	-0.461866	-0.146921	0.497845	0.833972	0.94712	0.717554	-0.176214	-1.01409	0.165773	0.653364	0.362057	0.428203	0.0300865	-0.410898	-0.878632	-0.854404	-0.433404	0.109276	0.553553	1.833	16.7006	0.326181	0.204844	0.24168	0.227294	0.00324783	0.00324783	-74596.8	0.0	-4045.79	
12730000000	4347	-95319.2	-20745.9	-74573.3	1.62044	2023.97	101.556	0	6.24524	-1.22035	-0.978395	-0.660231	0.0533435	-0.472575	-0.187774	0.595375	0.90001	1.01467	0.678564	0.0603779	-0.98426	0.0377364	0.594493	0.348086	0.258625	0.097525	-0.400186	-0.943022	-0.883258	-0.241007	0.105495	0.423288	1.833	16.1999	0.319457	0.205884	0.246581	0.228078	0.00328724	0.00328724	-74573.3	0.0	-3979.89	
12732000000	4349	-95405.4	-20785.3	-74620.2	1.62653	2023.97	102.163	0	6.24524	-1.03949	-1.03677	-0.687433	-0.142471	-0.520949	-0.115191	0.639426	0.846059	0.932711	0.813065	0.134298	-1.15845	0.0172763	0.642938	0.461421	0.22466	0.156354	-0.279155	-0.79172	-1.12048	-1.21928	-1.19798	-0.470465	1.833	16.9905	0.327569	0.2055	0.243111	0.22382	0.00326948	0.00326948	-74620.2	0.0	-4019.16	
12734000000	4346	-95223.6	-20695.6	-74528	1.62099	2023.97	100.795	0	6.24524	-1.18175	-1.04585	-0.500845	-0.331012	-0.325654	-0.0687146	0.458203	0.753887	0.880924	0.699308	-0.0865896	-0.910379	0.0614968	0.673233	0.35075	0.164121	0.130806	-0.455082	-0.973458	-1.27239	-1.17384	-0.642073	-0.827458	1.833	15.444	0.327735	0.203102	0.246877	0.222285	0.00328495	0.00328495	-74528	0.0	-3929.7	
12736000000	4345	-95271.8	-20725.9	-74545.9	1.59476	2024	101.359	0	6.24524	-0.993133	-1.16932	-0.500357	-0.140265	-0.509876	0.0418248	0.459022	0.627284	0.932473	0.73753	0.12403	-1.28183	0.0661998	0.630707	0.224562	0.371099	0.141398	-0.0225387	-1.22813	-1.53349	-1.71319	-1.18009	-1.68595	1.833	16.968	0.316214	0.207791	0.246489	0.229506	0.00324627	0.00324627	-74545.9	0.0	-3959.79	
12738000000	4347	-95256	-20706.2	-74549.9	1.619	2023.98	100.976	0	6.24524	-1.21242	-1.09359	-0.469877	-0.0645819	-0.610517	-0.348927	0.479209	0.87838	0.871005	0.673742	-0.0894814	-1.1317	0.216181	0.650854	0.274454	0.254476	0.299975	-0.21928	-1.16283	-1.95939	-2.44242	-2.20188	-2.24853	1.833	17.1377	0.33029	0.204076	0.242843	0.222792	0.00328784	0.00328784	-74549.9	0.0	-3940.01	
12740000000	4350	-95428.4	-20785.2	-74643.2	1.67344	2023.92	102.407	0	6.24524	-1.13713	-0.938736	-0.263717	-0.102695	-0.833966	0.106742	0.322628	0.880654	0.97163	0.672838	0.0927847	-1.09626	0.00143998	0.668798	0.514703	0.458897	0.199892	-0.356384	-1.72687	-2.35919	-3.21335	-3.66044	-3.49677	1.833	16.1266	0.324484	0.210998	0.244829	0.219688	0.0032255	0.0032255	-74643.2	0.0	-4019.14	
12742000000	4349	-95352.6	-20759.1	-74593.5	1.64418	2023.95	101.506	0	6.24524	-1.07785	-1.095	-0.514129	-0.0442157	-0.507897	0.0168716	0.62154	0.787726	0.999718	0.615175	0.0861019	-1.01279	-0.122689	0.56519	0.4126	0.337294	0.323558	-0.47196	-1.06203	-1.20736	-0.300523	-0.691059	-0.811753	1.833	16.1508	0.323103	0.205371	0.244005	0.227521	0.0032663	0.0032663	-74593.5	0.0	-3993.06	
12744000000	4346	-95316.9	-20754.1	-74562.8	1.60272	2023.99	101.61	0	6.24524	-1.0852	-1.0414	-0.347932	-0.0577984	-0.529412	-0.0208392	0.591588	0.680216	0.946903	0.702566	-0.0303901	-1.04888	0.28018	0.288516	0.463204	0.315055	0.208245	-0.117933	-0.458628	-0.774037	-0.811704	-0.469234	-0.325608	1.833	16.7731	0.329616	0.207661	0.24062	0.222103	0.00321096	0.00321096	-74562.8	0.0	-3987.96	
12746000000	4345	-95330.5	-20779.9	-74550.6	1.60682	2023.99	101.594	0	6.24524	-1.1456	-1.1865	-0.520603	-0.123678	-0.63297	-0.355691	0.500675	0.903674	1.02691	0.78514	0.0123055	-0.897032	0.149653	0.366894	0.438058	0.417837	0.21924	-0.657813	-1.0526	-1.63288	-2.06721	-1.85632	-1.74017	1.833	18.416	0.323579	0.207365	0.24632	0.222737	0.00326479	0.00326479	-74550.6	0.0	-4013.63	
12748000000	4347	-95315.3	-20755	-74560.3	1.6037	2023.99	101.303	0	6.24524	-1.23653	-1.05004	-0.45481	-0.0647753	-0.576931	-0.0801573	0.49175	0.613151	0.999254	0.705828	-0.0156235	-0.796197	0.339493	0.377365	0.315196	0.379025	0.109034	-0.2783	-1.40607	-1.06515	-0.909651	-0.95181	-0.619536	1.833	17.2329	0.322846	0.2072	0.248524	0.22143	0.00322778	0.00322778	-74560.3	0.0	-3988.79	
12750000000	4346	-95464	-20848.3	-74615.7	1.63642	2023.96	102.774	0	6.24524	-1.07795	-0.914163	-0.555208	-0.145261	-0.520496	0.165974	0.613733	0.817374	0.938329	0.746406	-0.166972	-0.813405	0.0493221	0.551988	0.530569	0.201166	0.277521	-0.176486	-0.760981	-0.871808	-1.34736	-1.64998	-1.26184	1.833	17.4754	0.325018	0.206704	0.238016	0.230262	0.00315937	0.00315937	-74615.7	0.0	-4082.13	
12752000000	4346	-95311.7	-20757.1	-74554.6	1.56529	2024.03	101.37	0	6.24524	-1.17019	-1.3346	-0.25273	0.0298386	-0.446209	0.00637568	0.686427	0.866543	0.92302	0.650628	-0.06418	-1.00504	0.0943254	0.400806	0.524727	0.351327	0.208716	-0.286964	-1.27877	-1.67053	-1.37772	-1.64608	-1.76077	1.833	16.3762	0.326367	0.202866	0.241694	0.229073	0.00330719	0.00330719	-74554.6	0.0	-3991.07	
12754000000	4346	-95371.3	-20786.7	-74584.6	1.61111	2023.98	102.124	0	6.24524	-1.22079	-1.06301	-0.508447	0.0444288	-0.715968	-0.0844469	0.412138	1.00468	0.97706	0.723706	-0.0162703	-0.911272	0.164779	0.43125	0.444253	0.219648	0.094523	-0.372713	-1.44102	-1.64832	-1.92428	-1.45387	-1.70206	1.833	16.5079	0.322223	0.208972	0.249406	0.219399	0.00326744	0.00326744	-74584.6	0.0	-4020.61	
12756000000	4350	-95427.5	-20798.8	-74628.7	1.60533	2023.99	102.056	0	6.24524	-0.967679	-1.1564	-0.737337	-0.098694	-0.871019	-0.0419121	0.447148	1.10327	1.01066	0.609622	-0.00312275	-0.896549	-0.100432	0.703351	0.323731	0.379859	0.108627	-0.377902	-1.61213	-1.01656	-1.52223	-1.7698	-1.68471	1.833	15.9454	0.330663	0.200014	0.245966	0.223358	0.00329851	0.00329851	-74628.7	0.0	-4032.76	
12758000000	4347	-95527.9	-20870.4	-74657.5	1.61053	2023.98	103.576	0	6.24524	-0.922511	-1.19072	-0.524551	0.0073733	-0.79187	-0.000181711	0.525732	1.0229	0.999461	0.687824	-0.00871272	-0.976161	-0.0199124	0.649829	0.401109	0.393904	-0.0149457	-0.231955	-1.38952	-1.05944	-1.85567	-1.19483	-1.22658	1.833	16.0656	0.320999	0.205478	0.248686	0.224838	0.00315206	0.00315206	-74657.5	0.0	-4104.34	
12760000000	4345	-95417.7	-20828.4	-74589.3	1.59491	2024	102.521	0	6.24524	-0.851291	-0.956726	-0.561063	-0.281401	-0.818241	-0.166055	0.512973	0.955935	1.03323	0.871521	0.0897383	-0.981691	0.0318432	0.59634	0.352976	0.320875	-0.0140046	-0.323128	-1.32823	-1.6744	-1.94026	-1.71208	-1.88861	1.833	17.1752	0.32576	0.206037	0.248192	0.220011	0.00328202	0.00328202	-74589.3	0.0	-4062.28	
12762000000	4345	-95455.3	-20846.5	-74608.8	1.60588	2023.99	102.978	0	6.24524	-0.826153	-1.17394	-0.453698	-0.174147	-0.731121	-0.0743545	0.565682	0.817108	1.02345	0.702176	0.178931	-0.73728	0.125834	0.840994	0.435553	0.380492	0.119047	-0.32081	-1.34257	-1.05932	-0.793715	-0.770988	-0.479211	1.833	15.716	0.327195	0.205292	0.243666	0.223847	0.00320691	0.00320691	-74608.8	0.0	-4080.53	
12764000000	4344	-95721	-21005.1	-74715.9	1.60202	2023.99	105.839	0	6.24524	-1.07652	-1.14163	-0.547428	-0.107477	-0.449031	-0.0671927	0.945135	1.06316	1.02622	0.64423	0.175203	-0.935826	-0.0528911	0.777204	0.526792	0.175367	0.514319	-0.447097	-1.30188	-1.3043	-0.998581	-0.715583	0.00237764	1.833	15.894	0.324125	0.208426	0.244881	0.222568	0.00310586	0.00310586	-74715.9	0.0	-4239.09	
12766000000	4345	-95562.2	-20922.1	-74640.1	1.60259	2023.99	103.737	0	6.24524	-0.846572	-1.06425	-0.624678	-0.138311	-0.591455	-0.180709	1.04834	0.962692	0.977902	0.697434	-0.00575762	-0.871141	0.112347	0.722743	0.530038	0.271538	0.393964	-0.207448	-1.10297	-1.23471	-0.563407	-0.432921	-0.450365	1.833	17.3255	0.329166	0.203349	0.243099	0.224386	0.00319991	0.00319991	-74640.1	0.0	-4155.93	
12768000000	4348	-95460.3	-20844.2	-74616.1	1.60342	2023.99	102.331	0	6.24524	-0.821588	-0.939699	-0.546329	-0.0681299	-0.714104	-0.117452	0.62444	0.801288	0.907477	0.692624	-0.0112142	-0.95493	0.454128	0.498156	0.473115	0.212527	0.309393	-0.299124	-1.03217	-1.52029	-0.330273	0.263319	-0.399457	1.833	17.2544	0.326265	0.209047	0.242314	0.222375	0.00322175	0.00322175	-74616.1	0.0	-4078.02	
12770000000	4346	-95708.4	-20991.6	-74716.8	1.57188	2024.02	105.306	0	6.24524	-0.933197	-1.00467	-0.525451	-0.118999	-0.536589	-0.133971	0.74559	0.996316	0.957921	0.791948	0.0706542	-0.816228	0.273278	0.7302	0.602047	0.00544992	0.281288	-0.0289408	-1.28334	-0.83899	-0.964376	-0.361723	0.0603195	1.833	17.582	0.325667	0.203226	0.246748	0.22436	0.00318023	0.00318023	-74716.8	0.0	-4225.39	
12772000000	4351	-95758.1	-20994.9	-74763.2	1.59874	2023.99	104.98	0	6.24524	-1.00853	-0.895803	-0.503993	-0.0498636	-0.501398	-0.0371752	0.638204	1.04465	0.97064	0.734621	0.0816145	-0.84593	0.299009	0.708728	0.518347	-0.000404229	0.360195	-0.0628706	-0.957919	-1.24457	-1.41776	-1.47119	-1.95237	1.833	16.3548	0.325768	0.203925	0.245038	0.225269	0.00322774	0.00322774	-74763.2	0.0	-4228.87	
12774000000	4350	-95718.4	-20977	-74741.4	1.63925	2023.95	104.733	0	6.24524	-0.768677	-1.2547	-0.570423	-0.0269098	-0.363007	0.00403938	0.631069	1.1079	1.00849	0.640833	0.0437555	-0.870334	0.0103474	0.642602	0.548828	0.100566	0.114029	-0.149656	-1.57301	-1.18156	-1.01163	-0.422426	-0.00575667	1.833	16.0356	0.323557	0.207128	0.243091	0.226224	0.00323388	0.00323388	-74741.4	0.0	-4210.99	
12776000000	4347	-95465.7	-20838.5	-74627.2	1.60332	2023.99	102.891	0	6.24524	-1.20139	-1.11946	-0.650402	-0.172621	-0.622941	-0.242924	0.660886	1.17099	0.974076	0.626377	0.117724	-0.864052	0.292714	0.552603	0.476812	0.11124	0.207136	-0.0905835	-1.07826	-1.26549	-0.885696	-1.23509	-1.06027	1.833	16.4408	0.322209	0.205433	0.249492	0.222867	0.00322587	0.00322587	-74627.2	0.0	-4072.42	
12778000000	4346	-95417.6	-20816.9	-74600.7	1.66714	2023.93	102.474	0	6.24524	-0.983464	-1.20519	-0.516869	-0.0747672	-0.41434	0.00202573	0.397315	1.08315	0.990741	0.768262	0.040578	-0.83251	0.280718	0.633373	0.55513	0.185989	0.0395978	-0.0287488	-1.51823	-1.16088	-1.10339	-1.73145	-2.00221	1.833	16.5893	0.327916	0.210891	0.245184	0.216009	0.0031643	0.0031643	-74600.7	0.0	-4050.81	
12780000000	4346	-95669.5	-20975.3	-74694.3	1.63019	2023.96	104.74	0	6.24524	-1.10702	-0.981067	-0.421059	-0.043996	-0.353756	-0.0542922	0.45841	0.865599	1.05935	0.62735	0.156134	-0.881982	0.00392966	0.464921	0.508699	0.254755	0.193039	-0.12309	-1.78075	-2.38944	-2.07394	-1.61826	-1.5631	1.833	17.4778	0.330496	0.206467	0.245772	0.217265	0.00316712	0.00316712	-74694.3	0.0	-4209.06	
12782000000	4346	-95532.4	-20887.6	-74644.8	1.58256	2024.01	103.57	0	6.24524	-0.954377	-0.873682	-0.732334	-0.147171	-0.660533	0.0396128	0.881416	0.826999	1.04662	0.70791	0.00428556	-0.921942	0.160219	0.595742	0.547454	0.335026	0.280285	-0.0706685	-1.27133	-0.89236	-0.877547	-1.17936	-0.952618	1.833	17.2018	0.331138	0.206467	0.242678	0.219717	0.00320455	0.00320455	-74644.8	0.0	-4121.41	
