replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	1.0	0.7888730385164051	0.33238231098430815	0.3095577746077033	0.42796005706134094	0.9457917261055635	0.17261055634807418	0.24679029957203993	0.11697574893009986	0.029957203994293864
sim_001	0.7631954350927247	0.6604850213980028	0.08701854493580599	0.7318116975748931	0.042796005706134094	0.5891583452211127	0.06419400855920114	0.7104136947218259	0.33238231098430815	0.7902995720399429
sim_002	0.9015691868758916	0.024251069900142655	0.7075606276747504	0.9629101283880172	0.8459343794579173	0.3124108416547789	0.5192582025677603	0.8059914407988588	0.4507845934379458	0.978601997146933
sim_003	0.5962910128388017	0.68188302425107	0.6747503566333809	0.7646219686162625	0.12268188302425106	0.07560627674750357	0.637660485021398	0.9372325249643366	0.31383737517831667	0.9115549215406562
sim_004	0.5021398002853067	0.039942938659058486	0.920114122681883	0.818830242510699	0.10413694721825963	0.2738944365192582	0.5206847360912982	0.42938659058487877	0.5962910128388017	0.891583452211127
sim_005	0.4964336661911555	0.7360912981455064	0.6333808844507846	0.4122681883024251	0.26961483594864477	0.16690442225392296	0.6291012838801712	0.5064194008559201	0.48359486447931527	0.6148359486447932
sim_006	0.3680456490727532	0.19686162624821682	0.5805991440798859	0.16547788873038516	0.2282453637660485	0.48216833095577744	0.28815977175463625	0.0912981455064194	0.8773181169757489	0.037089871611982884
sim_007	0.02710413694721826	0.8887303851640513	0.4008559201141227	0.23537803138373753	0.9243937232524965	0.5991440798858774	0.4450784593437946	0.7689015691868759	0.1355206847360913	0.5320970042796006
sim_008	0.8659058487874465	0.03138373751783167	0.463623395149786	0.7075606276747504	0.8559201141226819	0.44935805991440797	0.8944365192582026	0.15834522111269614	0.30099857346647646	0.6633380884450785
sim_011	0.33808844507845937	0.1398002853067047	0.8074179743223966	0.5278174037089871	0.5634807417974322	0.08273894436519258	0.6219686162624821	0.9258202567760342	0.2738944365192582	0.6291012838801712
sim_012	0.20114122681883023	0.0442225392296719	0.5049928673323824	0.4051355206847361	0.884450784593438	0.12268188302425106	0.29243937232524964	0.9243937232524965	0.7004279600570613	0.5221112696148359
