sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	exponential.popSize.mean	exponential.popSize.stderr	exponential.popSize.stddev	exponential.popSize.median	exponential.popSize.95%HPDlo	exponential.popSize.95%HPDup	exponential.popSize.ACT	exponential.popSize.ESS	exponential.popSize.geometric-mean	exponential.growthRate.mean	exponential.growthRate.stderr	exponential.growthRate.stddev	exponential.growthRate.median	exponential.growthRate.95%HPDlo	exponential.growthRate.95%HPDup	exponential.growthRate.ACT	exponential.growthRate.ESS	exponential.growthRate.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	alpha.mean	alpha.stderr	alpha.stddev	alpha.median	alpha.95%HPDlo	alpha.95%HPDup	alpha.ACT	alpha.ESS	alpha.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 173	minTipESS_month.ESS	minTipESS_year.ESS
89	sims/sim_089/delphy-digested.log	843.3865905848787	0.0343860708167494	0.7108632829396576	843.0	843.0	845.0	4920760.336364165	427.3729782080501	843.386291331023	-67164.02011412274	353.6295802068351	7838.133684649415	-68200.4	-80136.3	-51966.2	4280663.70972562	491.2789563968801		-20353.53731811696	349.18722659116776	7743.823022431486	-21370.3	-33210.6	-5418.22	4276073.208452004	491.80636006026526		-46810.48544935805	5.46520916382118	102.79900595048925	-46811.8	-47027.5	-46634.7	5943948.229550253	353.8052349690676		1.2285638516405144	0.0020482802859299	0.0542310975634854	1.22404	1.12294	1.3224	3000000.0	701.0	1.2273805254933396	31.241653067047075	0.028243113335836	0.7477760955536616	31.219	29.7217	32.5725	3000000.0	701.0	31.232699316133548	2.469539643366621	0.0088189266441918	0.2180188356649784	2.45932	2.11371	2.96195	3440984.379254327	611.1623210727063	2.459920532673108	1.9077741226818823	0.0054383129477386	0.1368489681119553	1.91598	1.62627	2.15721	3321120.317697547	633.2200579405564	1.9027923484341571	3.453835848787444	0.0092070564331508	0.2432780377550967	3.45756	3.01489	3.92055	3012139.4527761443	698.1748464739128	3.445269298080136	0.1716637803138372	9.516480321865549e-05	0.0020955881099799	0.171693	0.167465	0.175543	4336907.198349487	484.9077704038368	0.1716509971164667	0.0659480031383737	5.3624197825076944e-05	0.0014197759574174	0.0659559	0.0633479	0.0685139	3000000.0	701.0	0.0659326985500454	0.5069739457917259	0.0001141571210762954	0.0027620691777557	0.506908	0.501433	0.512553	3592329.6690825643	585.4139774808251	0.5069664231787798	0.2554142753209702	9.215802367741568e-05	0.0024400131210797	0.255376	0.250643	0.259989	3000000.0	701.0	0.2554026264947265	0.4052293366619119	0.0041752290615671	0.0929340577658112	0.389855	0.266115	0.584436	4244730.149182871	495.4378549611303	0.3955602241734596	0.0009316411483594872	1.3815973249215897e-06	3.657972975473322e-05	0.000930705	0.000868638	0.00100753	3000000.0	701.0	0.0009309241857022196	0.0009316411483594872	1.3815973249215897e-06	3.657972975473322e-05	0.000930705	0.000868638	0.00100753	3000000.0	701.0	0.0009309241857022196	-46810.48544935805	5.46520916382118	102.79900595048925	-46811.8	-47027.5	-46634.7	5943948.229550253	353.8052349690676		0.0	0.0	0.0	0.0	0.0	0.0				-421.4393623395152	0.8651735669878676	22.90668539992601	-421.267	-461.58	-376.647	3000000.0	701.0			319.4667080961401	
90	sims/sim_090/delphy-digested.log	1116.4821683309558	0.0348746397041163	0.7967722904874037	1116.0	1116.0	1118.0	4028935.246919565	521.9741373624477	1116.481884282598	-81113.14679029942	56.12321390587585	1454.7912496007964	-81626.3	-82618.4	-78226.4	3129846.066504918	671.9180289746353		-33924.18502139802	53.84729082989256	1403.3454606709663	-34419.0	-35240.4	-30981.3	3096262.694233044	679.2059355677252		-47188.96262482166	4.441835534355684	117.60383473099704	-47192.0	-47420.1	-46973.1	3000000.0	701.0		1.7025250213980008	0.0030591554658462	0.0809954378166808	1.69945	1.56283	1.85518	2999999.9999999995	701.0000000000001	1.700609539500991	33.44080185449356	0.0276919298850609	0.7331827395079946	33.4118	32.1534	34.9242	3000000.0	701.0	33.43277722431173	2.832530941512123	0.0098600699093751	0.2571740806891107	2.80896	2.39675	3.38134	3091326.4435681147	680.2904961317012	2.821050649632431	2.033933452211128	0.0049173043250257	0.1301925388002937	2.02773	1.79244	2.29798	3000000.0	701.0	2.029775052257085	3.0275464194008537	0.0075817050329122	0.2007362899315084	3.01741	2.68751	3.45904	3000000.0	701.0	3.020914170273368	0.3784605078459345	0.00010322675881296284	0.0027330734308168	0.378437	0.372923	0.383434	3000000.0	701.0	0.3784506386297745	0.0132822569186875	2.276839745497773e-05	0.0006028253028781502	0.0132918	0.0121187	0.0144521	3000000.0000000005	700.9999999999999	0.0132685782583921	0.1412118516405135	7.672364587356603e-05	0.0019317544222175	0.141269	0.137863	0.145123	3317369.95296464	633.9359281049157	0.1411986187273685	0.46704537660485	0.0001087495306357429	0.0027445495052041	0.467038	0.462038	0.472848	3301808.775318291	636.9236206894728	0.4670373079590917	0.937569084165477	0.0120079610579223	0.317927635267483	0.875911	0.453993	1.50087	3000000.0	701.0	0.8949594592579968	0.0011278387874465	1.5403339325695445e-06	4.036196896533497e-05	0.00112649	0.00105006	0.00120842	3062840.2798207253	686.6175862500716	0.0011271188549441	0.0011278387874465	1.5403339325695445e-06	4.036196896533497e-05	0.00112649	0.00105006	0.00120842	3062840.2798207253	686.6175862500716	0.0011271188549441	-47188.96262482166	4.441835534355684	117.60383473099704	-47192.0	-47420.1	-46973.1	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-433.3647646219682	0.7874844047047368	20.849755707079023	-432.047	-471.672	-394.272	3000000.0	701.0			477.1341713640937	
91	sims/sim_091/delphy-digested.log	728.3552068473609	0.0264593170279412	0.6719926879005386	728.0	728.0	730.0	3260374.123783885	645.0180010505438	728.3548972434172	-77409.03437945804	184.2639675183623	4878.647355328176	-78966.1	-82670.9	-67397.8	3000000.0000000005	700.9999999999999		-30238.05330955779	180.78628294159645	4786.57077143823	-31785.1	-35355.5	-20379.7	3000000.0	701.0		-47170.98316690443	3.9819731165001926	105.4283312941758	-47167.6	-47361.3	-46975.6	3000000.0	701.0		1.520474479315264	0.0027916870510644	0.0729896630823655	1.51639	1.39344	1.66939	3076451.118691148	683.5798518699381	1.5187381184153763	33.81232610556345	0.0322503086470126	0.8200416792170439	33.781	32.2428	35.4652	3252633.800941706	646.5529563737354	33.80241466451854	2.929482767475037	0.0113469455343823	0.2634366370861115	2.91187	2.47842	3.4809	3901619.073735683	539.0070020306828	2.9177482551924463	2.0419516119828818	0.0050900099940638	0.1347651639686921	2.0316	1.7307	2.27932	3000000.0	701.0	2.0375100606501446	0.1869988701854494	0.0007843764084651325	0.0193786611612863	0.186801	0.147398	0.222245	3445408.973722336	610.3774663731632	0.1860012635710346	0.1408171512125534	7.362376840795098e-05	0.0019492926797905	0.140813	0.136858	0.144291	3000000.0	701.0	0.1408036695765067	0.336433730385164	0.00010058189002115104	0.002663046814599	0.336504	0.331429	0.341502	3000000.0	701.0	0.3364231959166995	0.0922605285306704	6.128137444270739e-05	0.0015756445539768	0.0922754	0.0892519	0.0952759	3181117.8733760044	661.0883606674287	0.0922470714204618	0.4304885634807415	0.00010293369841865872	0.0027253142452516	0.4306	0.425413	0.436058	3000000.0	701.0	0.4304799351074255	0.6500602296718976	0.0085104876520283	0.2253271143311526	0.603246	0.334889	1.11254	3000000.0	701.0	0.616317120194575	0.0007643686504992871	1.1936451395069493e-06	3.160343165017081e-05	0.000763785	0.000704821	0.00082639	3000000.0	701.0	0.0007637173606875839	0.0007643686504992871	1.1936451395069493e-06	3.160343165017081e-05	0.000763785	0.000704821	0.00082639	3000000.0	701.0	0.0007637173606875839	-47170.98316690443	3.9819731165001926	105.4283312941758	-47167.6	-47361.3	-46975.6	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-439.74287874465045	0.9380313859030438	23.816053148514257	-440.264	-483.898	-390.331	3262379.133795655	644.621582517676			500.5326532723897	
92	sims/sim_092/delphy-digested.log	884.1611982881598	0.0192514619659397	0.4759322909781526	884.0	884.0	885.0	3440934.141995301	611.1712439751983	884.1610703381838	-74745.48673323821	168.6520198019	4164.625449794311	-75043.1	-81510.0	-67177.9	3448819.5259110173	609.7738615199024		-28106.918972895823	171.01091402359194	4222.816237080666	-28403.2	-35072.1	-20455.9	3448915.5752591323	609.7568798395398		-46638.56747503567	2.847581563997084	69.48003682206935	-46651.9	-46752.4	-46495.9	3532413.516320784	595.3436624233049		1.3844742938659056	0.0027803133541446	0.0736127012506165	1.37704	1.25136	1.52731	3000000.0	701.0	1.3825418065136097	32.68393766048499	0.0284167979692248	0.7523746401781963	32.6738	31.2993	34.1178	3000000.0	701.0	32.67529054743197	2.6828907275320995	0.0089230782164637	0.2362510290450609	2.6772	2.27345	3.24133	3000000.0	701.0	2.6724488017628465	1.973695092724677	0.005208795328995	0.1379101725556565	1.97538	1.69463	2.23252	3000000.0	701.0	1.968770878635366	0.4762716718972887	0.0018527678696809	0.0490546317285564	0.473356	0.389124	0.579508	3000000.0	701.0	0.4737672225199649	0.5519558017118402	0.0001048474248003893	0.0027759828392104	0.551896	0.546687	0.557268	3000000.0	701.0	0.5519488198593222	0.2371246690442225	9.06384813513466e-05	0.0023997811036589	0.237151	0.232069	0.241332	3000000.0	701.0	0.2371125196740108	0.0657219212553495	5.30428000135485e-05	0.0014043826337312	0.0656987	0.0631312	0.0682961	3000000.0	701.0	0.0657069020418771	0.1451976062767472	7.930209862956003e-05	0.0020248669681685	0.145153	0.141356	0.149141	3225638.115188946	651.9640222805384	0.1451835014575483	2.942203764621965	0.0519953716346056	1.2949995816298507	2.75036	1.06839	5.47602	3390231.773277175	620.3115717858813	2.6961669539567468	0.0009322140185449364	1.4034315233958376e-06	3.6005953092826834e-05	0.000932247	0.000855396	0.000999279	3195016.4939493923	658.2125644680038	0.0009315184966590816	0.0009322140185449364	1.4034315233958376e-06	3.6005953092826834e-05	0.000932247	0.000855396	0.000999279	3195016.4939493923	658.2125644680038	0.0009315184966590816	-46638.56747503567	2.847581563997084	69.48003682206935	-46651.9	-46752.4	-46495.9	3532413.516320784	595.3436624233049		0.0	0.0	0.0	0.0	0.0	0.0				-444.312263908701	0.9168039689481282	21.84589898702904	-444.278	-488.984	-403.774	3703841.553790668	567.7888671689265			476.5144099665894	
93	sims/sim_093/delphy-digested.log	947.2196861626248	0.0197752913669582	0.5235786151023695	947.0	947.0	948.0	3000000.0	701.0	947.2195415922088	-84418.45420827396	90.7511850896143	2353.5373288152923	-85406.4	-86675.1	-79076.9	3126811.502723478	672.5701239643868		-32975.83395149783	93.5408120860544	2423.927560908454	-33973.3	-35436.5	-27649.0	3131859.5023603337	671.486060730077		-51442.61711840225	4.207474961044346	106.42964480495206	-51451.4	-51638.3	-51239.5	3286677.770604712	639.8558504301052		1.5488922824536375	0.0025700501149546	0.0680456866594696	1.54371	1.41803	1.67759	3000000.0	701.0	1.5474144584081406	34.195427389443665	0.0432185551792612	0.7896773320845328	34.1802	32.6084	35.6751	6299127.769914349	333.85574587711454	34.18631685677981	2.752536119828814	0.0100712171829765	0.2666496208477038	2.73851	2.24801	3.25637	3000000.0	701.0	2.739726169733016	1.8590323823109824	0.0055783024278841	0.1476933920046321	1.86959	1.58497	2.11862	3000000.0	701.0	1.8530936283662705	0.4147942895863049	0.0013702504741516	0.0362793059429337	0.411968	0.349856	0.490581	3000000.0	701.0	0.4132226061774626	0.2844511925820258	0.00010031814023707016	0.0026121947508698	0.284589	0.279752	0.289101	3101609.459258764	678.0350742490269	0.2844391930023539	0.4336232995720395	0.0001120143665397886	0.0027180587615347	0.433609	0.428554	0.438864	3571651.2341483263	588.803290728208	0.4336147767204084	0.0988379450784593	6.436335598387238e-05	0.0016612733211494	0.0987876	0.0960103	0.102288	3156708.3036695174	666.2002940073261	0.0988239763939113	0.1830875848787445	8.735054625667703e-05	0.0022216614505548	0.18302	0.178815	0.187564	3250983.493410325	646.8811681950206	0.1830741091830458	1.5449952125534945	0.0266269005801741	0.6794579059716456	1.37417	0.547774	2.98804	3229649.505037288	651.1542496236661	1.420457032717264	0.0009521827589158348	1.336983399425817e-06	3.539851341297431e-05	0.000951002	0.000888917	0.00102813	3000000.0	701.0	0.0009515259107021092	0.0009521827589158348	1.336983399425817e-06	3.539851341297431e-05	0.000951002	0.000888917	0.00102813	3000000.0	701.0	0.0009515259107021092	-51442.61711840225	4.207474961044346	106.42964480495206	-51451.4	-51638.3	-51239.5	3286677.770604712	639.8558504301052		0.0	0.0	0.0	0.0	0.0	0.0				-461.3523323823108	1.2154140778833478	21.82149263935139	-460.064	-505.565	-421.902	6524074.16583164	322.34458814309403			396.359362652319	
94	sims/sim_094/delphy-digested.log	1109.8659058487874	0.0429955806685177	0.8490954739915706	1110.0	1109.0	1112.0	5392297.6666453285	390.00072510988144	1109.865581235167	-80728.49700427959	104.71449686504184	2741.9941443033667	-81753.8	-83778.1	-75312.4	3067042.876946576	685.6767526164035		-32167.383166904456	107.7822516052052	2826.7614764589302	-33186.3	-35283.2	-26618.1	3057422.437376325	687.8342927988236		-48561.11583452216	3.9144537188053854	103.64066041059851	-48567.1	-48747.2	-48363.2	3000000.0	701.0		1.6761499429386593	0.0030597644539586	0.0810115616323373	1.67212	1.50819	1.82513	3000000.0	701.0	1.67419770633709	29.861108701854484	0.0250756783141017	0.6639138044064444	29.8196	28.6372	31.1625	3000000.0000000005	700.9999999999999	29.853745879049107	2.134925577746077	0.0073369073548284	0.1942549275639316	2.13297	1.78464	2.53151	3000000.0	701.0	2.1260532149117903	1.8874701141226813	0.0053209219318739	0.1408788818587558	1.90036	1.61576	2.13756	3000000.0	701.0	1.8820341564776573	0.4466576005706132	0.0011738734945068	0.0294342616834625	0.446374	0.383907	0.498084	3344841.728282164	628.7293004682928	0.4456852692493173	0.4824157674750348	0.00011216410797442144	0.0029520330598432	0.482499	0.476433	0.488179	3036020.1708275606	692.6831449300822	0.4824067366042684	0.1848938787446504	9.928153497134852e-05	0.0022613111836247	0.184865	0.180925	0.18958	4053737.0812319694	518.7805617035424	0.1848800496994068	0.314749691868759	0.00010182502795842068	0.0026959606375892	0.314782	0.309828	0.319963	3000000.0	701.0	0.3147381446182892	0.0179406472182596	2.8119382857419826e-05	0.0007445001573470718	0.0179442	0.01654	0.0193185	3000000.0	701.0	0.0179251777399861	1.795320057061341	0.0284807731808872	0.7540684737660005	1.58114	0.784387	3.25265	3000000.0	701.0	1.6649959599541866	0.0012403019686162	1.6611628132691366e-06	4.398161873355566e-05	0.00124042	0.00115005	0.0013197	3000000.0	701.0	0.0012395233491464	0.0012403019686162	1.6611628132691366e-06	4.398161873355566e-05	0.00124042	0.00115005	0.0013197	3000000.0	701.0	0.0012395233491464	-48561.11583452216	3.9144537188053854	103.64066041059851	-48567.1	-48747.2	-48363.2	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-335.1520527817403	0.7884967313643395	20.87655847729553	-335.227	-372.627	-292.38	3000000.0000000005	700.9999999999999			425.21645648636246	
95	sims/sim_095/delphy-digested.log	1138.8530670470757	0.044035052538861	1.068192645946196	1139.0	1138.0	1141.0	3573856.7669982626	588.4399227802131	1138.8525665255822	-65206.7162624822	258.2441202420833	6578.143979252272	-65814.1	-75730.5	-51915.2	3241107.287346948	648.8523253179437		-17807.104502139817	254.4816648356581	6482.130150384475	-18413.6	-28140.7	-4720.06	3241281.6749778725	648.8174157262519		-47399.6126961484	4.018452935130749	106.39418573537348	-47399.0	-47600.7	-47198.8	3000000.0	701.0		1.7733356918687608	0.0038463142823889	0.1018365731198581	1.76775	1.56283	1.95081	3000000.0	701.0	1.770431987006036	42.41524736091302	0.0364398421268422	0.9647960033367868	42.4288	40.5953	44.3655	3000000.0	701.0	42.4042909945408	3.5538383452211084	0.0139001871769167	0.3680269795692684	3.53146	2.88618	4.29831	3000000.0	701.0	3.534894147861662	1.5985078031383724	0.0064883869731811	0.1717891586367924	1.59881	1.28573	1.94282	3000000.0	701.0	1.5890121943183246	1.0814547232524978	0.0031125804963097	0.0824099405384528	1.07449	0.918481	1.23635	3000000.0000000005	700.9999999999999	1.078347401996364	0.5385209386590586	0.00010702534743858378	0.0028336464001307	0.538434	0.533245	0.54435	3000000.0	701.0	0.5385134831373125	0.3243341483594865	0.000107018702260568	0.0026446350382895	0.324393	0.318942	0.329229	3443714.491905756	610.677802977853	0.3243233628025839	0.0484195757489301	4.652374634799118e-05	0.0012317815313401	0.0484	0.0461067	0.0506771	3000000.0	701.0	0.0484039336730901	0.0887253442225392	5.870665700411876e-05	0.0015543412029525	0.0887281	0.0859704	0.091965	3000000.0	701.0	0.0887117237664628	0.3661569300998573	0.002223163992024	0.0588613893221868	0.360678	0.266091	0.47717	3000000.0000000005	700.9999999999999	0.3616179884712855	0.0009220165306704704	1.236076349089359e-06	3.2726857522311336e-05	0.000921408	0.000862063	0.000985651	3000000.0	701.0	0.0009214355815514676	0.0009220165306704704	1.236076349089359e-06	3.2726857522311336e-05	0.000921408	0.000862063	0.000985651	3000000.0	701.0	0.0009214355815514676	-47399.6126961484	4.018452935130749	106.39418573537348	-47399.0	-47600.7	-47198.8	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-687.1995249643361	0.7745080931266088	20.257496279859502	-687.275	-728.854	-650.097	3074111.796579969	684.1000390225375			474.16718699170826	
96	sims/sim_096/delphy-digested.log	944.703281027104	0.0406016544229297	0.9572029313150836	944.0	944.0	947.0	3783717.413494721	555.8026063203342	944.702796640345	-35357.38912981453	481.602221052906	11894.540662582076	-36210.1	-58372.5	-12339.5	3447631.8509885445	609.9839225574516		11589.161098987151	478.612647728506	11817.881341930028	10695.5	-11273.3	34496.7	3449279.3189747864	609.6925779339509		-46946.54921540652	3.290093630177916	87.10985009033928	-46945.0	-47113.0	-46772.6	3000000.0	701.0		1.2137249643366623	0.0017189988266865	0.045512908424654	1.21036	1.13387	1.30326	3000000.0	701.0	1.2128796003107345	31.75059828815977	0.027463718909385	0.7271405333839445	31.7673	30.3318	33.1184	3000000.0	701.0	31.74228410173858	2.786346191155492	0.0100323643665419	0.2656209379603295	2.77195	2.31769	3.32509	3000000.0	701.0	2.774079635053108	2.083579158345218	0.005635162891731	0.1491988526506044	2.07004	1.75446	2.35879	3000000.0	701.0	2.078330492031089	3.4768656490727574	0.0085463631642187	0.2262769689067817	3.47783	3.05254	3.91967	3000000.0	701.0	3.469494990502674	0.508760168330956	0.00010776763768455792	0.0028532995770269	0.508688	0.503095	0.514048	3000000.0	701.0	0.508752168790449	0.3058612881597713	0.00011410641810499572	0.0025536358477014	0.305848	0.300896	0.31067	4198957.563859898	500.83859339288347	0.3058506312062309	0.078952365620542	6.665161730151322e-05	0.0015052869461596	0.0790061	0.0762899	0.0819361	4123082.889617231	510.055232043912	0.0789380265401307	0.1064261726105563	6.699431645189353e-05	0.0017737686275948	0.106387	0.103227	0.110054	3000000.0	701.0	0.1064113965684642	0.2283858402282454	0.0012408346875161	0.0318413058664112	0.225968	0.168344	0.292186	3193635.762217308	658.4971351084536	0.226237252493728	0.0010099306148359	1.6739907585024467e-06	4.096014663941508e-05	0.00100888	0.000936851	0.00109784	3512548.90260838	598.7105256921365	0.0010091022457623	0.0010099306148359	1.6739907585024467e-06	4.096014663941508e-05	0.00100888	0.000936851	0.00109784	3512548.90260838	598.7105256921365	0.0010091022457623	-46946.54921540652	3.290093630177916	87.10985009033928	-46945.0	-47113.0	-46772.6	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-430.6646205420829	0.835096685041195	22.11035770470764	-431.572	-474.286	-388.331	3000000.0	701.0			423.5130030121055	
97	sims/sim_097/delphy-digested.log	799.5905848787446	0.1100041169963231	1.4537559501491664	799.0	798.0	802.0	12041321.183317488	174.6486093995713	799.5892647997964	21269.30199062765	764.7045333801736	20246.626617387512	20503.0	-15947.0	63695.0	3000000.0	701.0		65552.5847788874	762.248555153196	20181.601144186447	64772.2	22731.5	102223.0	3000000.0	701.0	62103.24732629074	-44283.28259629101	2.896327161312867	76.68432974849594	-44278.9	-44430.9	-44131.4	3000000.0	701.0		1.3765584450784616	0.0025749037265584	0.0618991066079037	1.36884	1.26229	1.49453	3639087.536842168	577.8921168312664	1.375183340617784	25.123021398002862	0.027426738024757	0.6402447206631472	25.0963	23.972	26.3585	3859184.8131841626	544.9337364760312	25.114879847644247	1.7572194864479351	0.0082155040456746	0.1713799186356571	1.74342	1.46115	2.11273	4832677.739467	435.16247376179103	1.7490404692669097	2.153266034236804	0.0065303409327542	0.1586528578000599	2.1387	1.88771	2.4814	3562994.766552663	590.2338167155757	2.147482584525056	27.890716975748933	0.162172235155651	4.293737711204675	27.4347	19.8366	36.6673	3000000.0	701.0	27.572445855867247	0.3384664308131241	0.00010209910180165364	0.0027032171275492	0.338414	0.33358	0.343946	3000000.0	701.0	0.3384556443148272	0.0130924512125534	2.408582224421216e-05	0.0006377059746145289	0.0130858	0.0117781	0.0142929	3000000.0	701.0	0.0130768544427951	0.3088746875891581	9.953477480261928e-05	0.002635322968425	0.308784	0.303998	0.31413	3000000.0000000005	700.9999999999999	0.3088634482752579	0.3395664522111271	0.00010421666990736608	0.0027592827174699	0.339647	0.334634	0.345054	3000000.0	701.0	0.3395552377208675	0.1456650385164052	0.0007311072489137047	0.0193570913207363	0.143661	0.113103	0.187063	3000000.0	701.0	0.1444280494839417	0.0010732438487874	1.8092640860631424e-06	4.646875911919097e-05	0.00107074	0.000987532	0.00116658	3188020.0704274448	659.6570766626426	0.0010722424592704	0.0010732438487874	1.8092640860631424e-06	4.646875911919097e-05	0.00107074	0.000987532	0.00116658	3188020.0704274448	659.6570766626426	0.0010722424592704	-44283.28259629101	2.896327161312867	76.68432974849594	-44278.9	-44430.9	-44131.4	3000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-167.07321982881584	0.9918043692377588	24.264156437826312	-166.349	-213.066	-122.549	3513669.528802959	598.5195769724118			454.7901344398143	
98	sims/sim_098/delphy-digested.log	1194.0470756062768	0.0490731748263015	1.2212143490324257	1194.0	1193.0	1196.0	3395813.162351576	619.2920221039745	1194.0464516471554	-74697.97860199724	55.25801954405651	1461.947446873677	-75142.5	-76421.3	-71945.0	3004459.690851192	699.9594657248339		-33626.709557774586	57.592866491213286	1524.8520347044937	-34079.9	-35330.8	-30676.8	3000000.0	701.0		-41071.26961483594	3.0974933378985914	82.01048682482902	-41075.7	-41224.6	-40894.4	3000000.0000000005	700.9999999999999		1.5169978031383744	0.0025421675887403	0.0673074576144349	1.51365	1.37977	1.6366	3000000.0	701.0	1.515516154195888	35.41506504992872	0.0283188985621769	0.7497826158679233	35.3981	34.0826	36.9183	3000000.0	701.0	35.40713911184504	2.9130914835948656	0.0106920811228494	0.2830878657149639	2.91416	2.33724	3.42536	3000000.0	701.0	2.89925211468331	1.833404764621972	0.0055001020036711	0.1456229259340785	1.83939	1.58126	2.11331	3000000.0	701.0	1.8274337518389048	10.104544850214	0.0252679312653553	0.6084537894280493	10.1017	8.73554	11.11	3626798.654446246	579.8502206406863	10.086188301727184	0.2982737261055635	9.440507597570304e-05	0.0024995069868627	0.298234	0.29377	0.303072	3000000.0	701.0	0.2982632587045291	0.0429814905848787	4.380288916479331e-05	0.0011147859250592	0.042975	0.0406018	0.0450277	3246847.064487433	647.7052839974131	0.0429670304449311	0.0116181867760342	2.168449822272573e-05	0.000574127548270509	0.0116197	0.0104701	0.0126705	3000000.0	701.0	0.0116039260674298	0.6471265777460766	9.929895297085804e-05	0.0026290792541972	0.64698	0.642621	0.65237	3000000.0	701.0	0.647121236483818	1.47335969614836	0.0152743167298384	0.4044089895711498	1.39557	0.801424	2.22797	3000000.0	701.0	1.4249323792449824	0.0011341042253922	1.5037956023899156e-06	3.98151007891588e-05	0.001132	0.00106019	0.00121215	3000000.0	701.0	0.0011334064776035	0.0011341042253922	1.5037956023899156e-06	3.98151007891588e-05	0.001132	0.00106019	0.00121215	3000000.0	701.0	0.0011334064776035	-41071.26961483594	3.0974933378985914	82.01048682482902	-41075.7	-41224.6	-40894.4	3000000.0000000005	700.9999999999999		0.0	0.0	0.0	0.0	0.0	0.0				-505.461626248217	0.7397689542593682	19.586422135905487	-506.326	-538.462	-465.541	3000000.0	701.0			387.1388014964152	
