replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	8861	57	0.006433	595	44	0.073950	290	34	0.117241	133	24	0.180451	93	20	0.215054	58	16	0.275862	39	12	0.307692	30	10	0.333333	28	12	0.428571	11	3	0.272727	18	10	0.555556	11	9	0.818182	10	6	0.600000	6	6	1.000000	8	7	0.875000	6	6	1.000000	8	8	1.000000	1	1	1.000000	3	3	1.000000	211	210	0.995261
sim_001	10066	46	0.004570	423	38	0.089835	230	26	0.113043	119	17	0.142857	102	23	0.225490	64	20	0.312500	40	17	0.425000	20	9	0.450000	28	8	0.285714	17	7	0.411765	14	6	0.428571	12	10	0.833333	13	6	0.461538	6	3	0.500000	6	4	0.666667	9	8	0.888889	6	4	0.666667	9	8	0.888889	4	4	1.000000	235	234	0.995745
sim_002	4139	35	0.008456	477	34	0.071279	257	38	0.147860	146	22	0.150685	105	21	0.200000	76	18	0.236842	34	14	0.411765	32	13	0.406250	19	5	0.263158	15	9	0.600000	17	12	0.705882	17	11	0.647059	12	9	0.750000	6	4	0.666667	5	2	0.400000	8	7	0.875000	4	4	1.000000	5	5	1.000000	6	6	1.000000	229	229	1.000000
sim_003	7782	59	0.007582	549	44	0.080146	239	27	0.112971	127	24	0.188976	70	18	0.257143	65	20	0.307692	43	7	0.162791	33	10	0.303030	27	15	0.555556	11	5	0.454545	14	8	0.571429	11	7	0.636364	9	5	0.555556	8	2	0.250000	3	3	1.000000	9	6	0.666667	6	5	0.833333	7	7	1.000000	7	7	1.000000	219	219	1.000000
sim_004	7456	43	0.005767	382	32	0.083770	253	33	0.130435	158	22	0.139241	88	18	0.204545	71	14	0.197183	54	17	0.314815	45	17	0.377778	28	14	0.500000	23	10	0.434783	16	11	0.687500	10	8	0.800000	9	7	0.777778	11	8	0.727273	5	3	0.600000	8	8	1.000000	3	2	0.666667	5	5	1.000000	6	5	0.833333	221	221	1.000000
sim_005	8943	56	0.006262	516	40	0.077519	246	37	0.150407	127	23	0.181102	81	22	0.271605	50	14	0.280000	40	15	0.375000	38	7	0.184211	27	8	0.296296	15	6	0.400000	23	10	0.434783	12	9	0.750000	10	7	0.700000	8	7	0.875000	8	4	0.500000	4	3	0.750000	3	3	1.000000	7	5	0.714286	2	1	0.500000	222	221	0.995495
sim_006	17308	108	0.006240	643	46	0.071540	278	32	0.115108	146	30	0.205479	84	15	0.178571	61	14	0.229508	45	12	0.266667	40	12	0.300000	25	11	0.440000	16	6	0.375000	12	3	0.250000	14	7	0.500000	10	6	0.600000	6	3	0.500000	6	3	0.500000	8	7	0.875000	2	2	1.000000	4	3	0.750000	4	4	1.000000	175	174	0.994286
sim_007	5722	50	0.008738	494	32	0.064777	243	24	0.098765	156	29	0.185897	74	17	0.229730	62	18	0.290323	47	20	0.425532	37	10	0.270270	18	5	0.277778	15	7	0.466667	10	5	0.500000	12	7	0.583333	10	8	0.800000	5	5	1.000000	15	12	0.800000	4	3	0.750000	5	4	0.800000	5	5	1.000000	4	4	1.000000	233	233	1.000000
sim_008	12410	48	0.003868	399	33	0.082707	206	26	0.126214	124	19	0.153226	88	20	0.227273	56	8	0.142857	43	14	0.325581	24	10	0.416667	30	10	0.333333	16	11	0.687500	17	9	0.529412	12	10	0.833333	12	8	0.666667	0	0	NaN	7	7	1.000000	2	2	1.000000	10	9	0.900000	4	4	1.000000	2	2	1.000000	248	248	1.000000
sim_011	3764	42	0.011158	446	29	0.065022	232	30	0.129310	147	33	0.224490	100	20	0.200000	52	13	0.250000	55	23	0.418182	26	5	0.192308	22	8	0.363636	34	12	0.352941	15	7	0.466667	13	10	0.769231	11	6	0.545455	6	2	0.333333	7	4	0.571429	4	2	0.500000	4	4	1.000000	4	4	1.000000	3	3	1.000000	242	241	0.995868
