#Skyline assuming 50.0 gen/year and approximate confidence bounds (+/- 2.000000 standard deviations of the LH)
#date 	N_e 	lower 	upper
2024.074	2.084e+01	1.031e+01	4.212e+01
2024.578	1.068e+02	8.635e+01	1.321e+02
