replicate	num_mutations
sim_000	1116
sim_001	1177
sim_002	855
sim_003	893
sim_004	1261
sim_005	713
sim_006	660
sim_007	826
sim_008	753
sim_009	857
sim_010	883
sim_011	762
sim_012	831
sim_013	827
sim_014	1089
sim_015	1084
sim_016	829
sim_017	844
sim_018	850
sim_019	937
sim_020	755
sim_021	889
sim_022	880
sim_023	775
sim_024	1040
sim_025	703
sim_026	994
sim_027	933
sim_028	951
sim_029	919
sim_030	1067
sim_031	1217
sim_032	967
sim_033	1152
sim_034	865
sim_035	1006
sim_036	881
sim_037	900
sim_038	1113
sim_039	1200
sim_040	1004
sim_041	1105
sim_042	976
sim_043	1191
sim_044	902
sim_045	798
sim_046	931
sim_047	911
sim_048	1090
sim_049	757
sim_050	791
sim_051	846
sim_052	974
sim_053	738
sim_054	869
sim_055	1155
sim_056	1018
sim_057	1098
sim_058	1086
sim_059	864
sim_060	998
sim_061	883
sim_062	971
sim_063	1016
sim_064	1059
sim_065	1043
sim_066	769
sim_067	1050
sim_068	1021
sim_069	915
sim_070	766
sim_071	1069
sim_072	743
sim_073	694
sim_074	848
sim_075	978
sim_076	973
sim_077	757
sim_078	812
sim_079	984
sim_080	828
sim_081	940
sim_082	1020
sim_083	798
sim_084	846
sim_085	1002
sim_086	1043
sim_087	827
sim_088	881
sim_089	1266
sim_090	966
sim_091	747
sim_092	916
sim_093	987
sim_094	824
sim_095	719
sim_096	1194
sim_097	1013
sim_098	961
sim_099	1085
sim_100	670
sim_101	801
sim_102	693
sim_103	948
sim_104	1003
sim_105	1209
sim_106	1038
sim_107	1232
sim_108	1147
sim_109	1146
sim_110	845
sim_111	1074
sim_112	1315
sim_113	784
sim_114	1072
sim_115	790
sim_116	749
sim_117	722
sim_118	777
sim_119	806
sim_120	620
sim_121	816
sim_122	810
sim_123	1081
sim_124	1261
sim_125	1056
sim_126	932
sim_127	860
sim_128	908
sim_129	1035
sim_130	737
sim_131	1029
sim_132	1073
sim_133	854
sim_134	1075
sim_135	1084
sim_136	688
sim_137	1073
sim_138	905
sim_139	957
sim_140	1282
sim_141	922
sim_142	756
sim_143	793
sim_144	1037
sim_145	901
sim_146	1109
sim_147	1025
sim_148	859
sim_149	965
sim_150	800
sim_151	700
sim_152	1483
sim_153	1153
sim_154	750
sim_155	1192
sim_156	836
sim_157	934
sim_158	965
sim_159	1151
sim_160	1093
sim_161	845
sim_162	706
sim_163	851
sim_164	804
sim_165	1111
sim_166	844
sim_167	1133
sim_168	727
sim_169	994
sim_170	964
sim_171	893
sim_172	985
sim_173	897
sim_174	1224
sim_175	1037
sim_176	1052
sim_177	770
sim_178	670
sim_179	861
sim_180	738
sim_181	993
sim_182	825
sim_183	1092
sim_184	1148
sim_185	751
sim_186	797
sim_187	974
sim_188	846
sim_189	1204
sim_190	786
sim_191	1083
sim_192	879
sim_193	1102
sim_194	1017
sim_195	1203
sim_196	1520
sim_197	786
sim_198	1012
sim_199	949
