# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/ebola_delphy_alpha.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
582850000	55	-39878.1	-13186.1	-26692	0.278251	2014.18	1.62534	0.158135	6.28209	4.42851	0.322935	0.208467	0.196825	0.271772	3.64624	0.00175336	0.00175336	-26692	0.0	93.1955	
582900000	55	-42400.1	-15710	-26690.1	0.278851	2014.18	1.57641	0.149951	6.40051	5.7785	0.32224	0.213489	0.197073	0.267198	2.46906	0.00175377	0.00175377	-26690.1	0.0	99.4009	
582950000	55	-45415.4	-18749.3	-26666.1	0.283835	2014.18	1.16355	0.0529181	1.45928	7.87832	0.316907	0.210058	0.200247	0.272788	1.34047	0.00295004	0.00295004	-26666.1	0.0	143.332	
583000000	55	-42062.4	-15376.9	-26685.5	0.303445	2014.16	1.49698	0.0998841	0.125793	12.243	0.316483	0.216899	0.200366	0.266252	2.67132	0.0016869	0.0016869	-26685.5	0.0	110.691	
583050000	55	-43905.1	-17230.5	-26674.7	0.302175	2014.16	1.29468	0.100915	6.00239	6.54994	0.31868	0.21879	0.198689	0.263841	1.93026	0.00208022	0.00208022	-26674.7	0.0	125.877	
583100000	55	-43819.5	-17140.6	-26678.9	0.276439	2014.18	1.33847	0.109215	7.84388	12.024	0.316522	0.219456	0.198703	0.265319	1.94866	0.00212331	0.00212331	-26678.9	0.0	121.103	
583150000	55	-45296.6	-18633.3	-26663.4	0.268144	2014.19	1.26931	0.106602	9.26208	12.8259	0.317165	0.218002	0.195377	0.269457	1.38586	0.00209494	0.00209494	-26663.4	0.0	130.901	
583200000	55	-45000	-18320.8	-26679.2	0.273781	2014.19	1.27898	0.103038	3.84829	7.92547	0.315403	0.22124	0.196234	0.267124	1.58281	0.00238065	0.00238065	-26679.2	0.0	130.874	
583250000	55	-45254.6	-18579.7	-26674.9	0.289483	2014.17	1.2815	0.109897	5.54685	6.97672	0.318833	0.212592	0.198531	0.270044	1.46732	0.00214578	0.00214578	-26674.9	0.0	128.22	
583300000	55	-45473.4	-18795.8	-26677.5	0.298713	2014.16	1.4248	0.145534	7.59125	5.62049	0.314221	0.214832	0.200299	0.270647	1.42925	0.00164403	0.00164403	-26677.5	0.0	112.99	
583350000	55	-44614	-17935.8	-26678.2	0.291248	2014.17	1.22326	0.0702582	2.27882	9.2056	0.328157	0.207706	0.19506	0.269076	1.73788	0.00258644	0.00258644	-26678.2	0.0	137.844	
583400000	55	-45939.7	-19284.5	-26655.2	0.282311	2014.18	1.11685	0.0662668	5.96296	10.2967	0.320843	0.211266	0.196038	0.271853	1.06425	0.00257709	0.00257709	-26655.2	0.0	154.408	
583450000	55	-44895.9	-18231.5	-26664.3	0.276973	2014.18	0.992812	0.0705992	8.53801	5.5637	0.32351	0.212116	0.196254	0.26812	1.62108	0.00337388	0.00337388	-26664.3	0.0	164.133	
583500000	56	-40432.1	-13733.3	-26698.8	0.33474	2014.12	1.31849	0.0484951	-2.25021	7.63826	0.31775	0.215065	0.197977	0.269208	3.31045	0.00201321	0.00201321	-26698.8	0.0	141.562	
583550000	56	-44540.1	-17844.4	-26695.7	0.277659	2014.18	1.34447	0.116677	4.53058	4.9031	0.319463	0.213681	0.196264	0.270593	1.7846	0.00259466	0.00259466	-26695.7	0.0	117.068	
583600000	55	-39857.4	-13160.3	-26697.2	0.331053	2014.13	1.56049	0.079353	-0.546954	8.12133	0.322913	0.209628	0.202914	0.264545	3.66469	0.00168432	0.00168432	-26697.2	0.0	113.892	
583650000	55	-44808.5	-18144.7	-26663.8	0.285054	2014.17	1.2598	0.0632834	-0.280347	6.993	0.3208	0.215499	0.19804	0.265661	1.65821	0.00208874	0.00208874	-26663.8	0.0	134.75	
583700000	55	-42721	-16040.8	-26680.2	0.310446	2014.15	1.30628	0.0955911	4.08605	8.93108	0.321656	0.217515	0.191309	0.26952	2.3445	0.00285643	0.00285643	-26680.2	0.0	131.187	
583750000	55	-42915.8	-16242.8	-26673	0.276628	2014.18	1.23968	0.0856971	7.00997	7.4396	0.318285	0.2097	0.202044	0.269971	2.31266	0.00255882	0.00255882	-26673	0.0	127.269	
583800000	55	-41899	-15225.7	-26673.3	0.278058	2014.18	1.11241	0.0719386	4.51871	10.8086	0.316577	0.212889	0.197813	0.272721	2.70735	0.00283495	0.00283495	-26673.3	0.0	157.295	
583850000	55	-39406.2	-12733.2	-26672.9	0.27227	2014.19	1.06642	0.0531743	0.0682235	7.79094	0.32353	0.211839	0.193998	0.270633	3.73216	0.00323419	0.00323419	-26672.9	0.0	157.899	
583900000	56	-40552.1	-13852.9	-26699.2	0.288893	2014.17	1.12182	0.0430769	-1.44985	8.90219	0.323516	0.216306	0.198118	0.26206	3.3826	0.00234012	0.00234012	-26699.2	0.0	153.458	
583950000	55	-40645.9	-13964.1	-26681.8	0.299113	2014.16	1.17604	0.0538464	0.150335	7.08203	0.32445	0.212464	0.197788	0.265299	3.24687	0.00257425	0.00257425	-26681.8	0.0	151.124	
584000000	55	-43163.4	-16485.4	-26678	0.298224	2014.16	1.24529	0.0643514	0.909499	15.9646	0.316866	0.217442	0.196506	0.269186	2.22716	0.00211236	0.00211236	-26678	0.0	147.096	
584050000	55	-41427.9	-14733.1	-26694.8	0.341174	2014.12	1.5857	0.0769194	-2.61358	20.081	0.325727	0.209861	0.197616	0.266796	2.9281	0.00183909	0.00183909	-26694.8	0.0	116.748	
584100000	55	-42518.1	-15830.8	-26687.3	0.306527	2014.15	1.47166	0.114718	0.777431	8.70015	0.316337	0.217609	0.201186	0.264869	2.45769	0.00234091	0.00234091	-26687.3	0.0	107.203	
584150000	55	-43521.3	-16828.6	-26692.8	0.343549	2014.12	1.48861	0.103366	2.89142	5.64182	0.319984	0.218037	0.194216	0.267763	2.0454	0.00196084	0.00196084	-26692.8	0.0	122.089	
584200000	55	-44112.3	-17434.6	-26677.6	0.292452	2014.17	1.22851	0.0832878	3.63251	12.3799	0.325021	0.212473	0.200541	0.261966	1.86106	0.00287309	0.00287309	-26677.6	0.0	138.787	
584250000	55	-45815.5	-19143.7	-26671.8	0.266943	2014.19	1.2301	0.143318	13.3725	8.34926	0.32475	0.210899	0.197144	0.267207	1.3357	0.00208129	0.00208129	-26671.8	0.0	122.702	
584300000	55	-45216.2	-18540.4	-26675.7	0.273718	2014.19	1.46966	0.170109	11.1351	5.2733	0.319057	0.213556	0.198435	0.268951	0.72001	0.00177485	0.00177485	-26675.7	0.0	102.669	
584350000	55	-46063	-19374.4	-26688.6	0.314887	2014.15	1.67002	0.154782	5.38633	7.60976	0.326792	0.215976	0.188291	0.268942	0.929951	0.00166836	0.00166836	-26688.6	0.0	96.5159	
584400000	55	-45380.4	-18692.2	-26688.2	0.277781	2014.18	1.51999	0.179081	10.5503	13.5766	0.316511	0.216725	0.195259	0.271504	1.41824	0.00196079	0.00196079	-26688.2	0.0	99.0327	
584450000	56	-45985.8	-19306.7	-26679.1	0.270872	2014.19	1.73991	0.262989	12.7602	6.76491	0.317931	0.218141	0.200828	0.2631	0.812185	0.00168862	0.00168862	-26679.1	0.0	75.4418	
584500000	55	-45789.3	-19116.5	-26672.8	0.275144	2014.18	1.33164	0.171556	12.988	6.04461	0.319263	0.213832	0.196815	0.27009	0.879449	0.00251311	0.00251311	-26672.8	0.0	115.441	
584550000	55	-45812.5	-19138.6	-26673.9	0.25536	2014.2	1.56726	0.242384	15.2805	7.65783	0.317136	0.217746	0.198693	0.266425	0.8644	0.00187623	0.00187623	-26673.9	0.0	93.384	
584600000	55	-45020	-18332.8	-26687.2	0.268901	2014.19	1.58249	0.259579	14.9042	5.06308	0.316987	0.212324	0.197452	0.273237	1.60674	0.00237577	0.00237577	-26687.2	0.0	93.7581	
584650000	56	-45861	-19164.3	-26696.7	0.316046	2014.14	1.48984	0.0945225	2.54769	11.665	0.321043	0.213058	0.199669	0.26623	1.11239	0.00197546	0.00197546	-26696.7	0.0	116.642	
584700000	55	-45989.6	-19320.6	-26669.1	0.330935	2014.13	1.40536	0.110616	2.09204	8.52429	0.318263	0.212055	0.20094	0.268742	1.05061	0.00222488	0.00222488	-26669.1	0.0	116.59	
584750000	55	-45721.5	-19059	-26662.5	0.269956	2014.19	1.39954	0.151665	7.80246	7.94434	0.313908	0.218314	0.200491	0.267287	0.882694	0.00213563	0.00213563	-26662.5	0.0	107.144	
584800000	55	-45799.4	-19127.1	-26672.3	0.267195	2014.19	1.42238	0.172405	14.4158	8.09955	0.314969	0.218659	0.195916	0.270456	0.875303	0.0021282	0.0021282	-26672.3	0.0	111.907	
584850000	56	-46156.2	-19473.5	-26682.7	0.285579	2014.17	1.44573	0.141895	6.9381	7.75456	0.322353	0.208249	0.197632	0.271767	0.98346	0.00237322	0.00237322	-26682.7	0.0	112.876	
584900000	55	-45304.9	-18642.6	-26662.3	0.282372	2014.18	1.4059	0.110181	5.08799	6.42029	0.321355	0.210788	0.199527	0.268329	0.791991	0.00216692	0.00216692	-26662.3	0.0	115.554	
584950000	55	-42489	-15840.8	-26648.2	0.309128	2014.15	1.32905	0.0928202	-1.80477	7.6955	0.321155	0.211272	0.201278	0.266295	0.529848	0.00182874	0.00182874	-26648.2	0.0	119.932	
585000000	55	-28763.3	-2126.68	-26636.6	0.297417	2014.16	1.36962	0.0974483	3.74661	9.26944	0.320541	0.216724	0.199352	0.263382	0.291773	0.00209432	0.00209432	-26636.6	0.0	123.786	
585050000	55	-23516.7	3104.63	-26621.3	0.300515	2014.16	1.28046	0.125271	5.97991	11.9418	0.318705	0.211431	0.195852	0.274012	0.259767	0.00194502	0.00194502	-26621.3	0.0	124.402	
585100000	55	-45567.3	-18905	-26662.4	0.270272	2014.19	1.41269	0.142545	10.4796	7.99414	0.318341	0.214412	0.198229	0.269018	0.744858	0.00199772	0.00199772	-26662.4	0.0	111.912	
585150000	55	-45521.6	-18854.1	-26667.5	0.282169	2014.18	1.68732	0.223415	8.47143	7.9354	0.318044	0.215432	0.201408	0.265116	0.709426	0.00160927	0.00160927	-26667.5	0.0	84.9589	
585200000	55	-45797.7	-19123	-26674.7	0.292076	2014.17	1.66019	0.229753	11.9611	4.94377	0.319271	0.214067	0.196249	0.270414	0.974732	0.00149204	0.00149204	-26674.7	0.0	84.7512	
585250000	55	-45327.6	-18654.9	-26672.7	0.266119	2014.19	1.62698	0.306224	16.7905	10.0198	0.322135	0.210757	0.198481	0.268626	0.783912	0.002721	0.002721	-26672.7	0.0	81.0048	
585300000	55	-45860.3	-19185.1	-26675.2	0.279457	2014.18	1.55226	0.176554	12.563	12.5056	0.315763	0.21332	0.199354	0.271562	1.12205	0.00192722	0.00192722	-26675.2	0.0	93.6167	
585350000	55	-46202.6	-19532.9	-26669.7	0.280485	2014.18	1.58529	0.20422	10.1045	10.2454	0.318831	0.212754	0.196153	0.272263	1.05139	0.00188661	0.00188661	-26669.7	0.0	96.199	
585400000	55	-41745	-15079.5	-26665.6	0.262262	2014.2	1.59341	0.364063	20.5316	8.20949	0.319111	0.215835	0.196299	0.268755	0.475577	0.00181026	0.00181026	-26665.6	0.0	80.7536	
585450000	55	-21955.3	4673.17	-26628.5	0.286752	2014.17	1.42364	0.180296	12.6175	9.2322	0.318988	0.214628	0.198048	0.268335	0.247609	0.00272852	0.00272852	-26628.5	0.0	109.679	
585500000	55	45621.5	72212.9	-26591.4	0.26426	2014.19	1.56857	0.222686	10.5587	7.65518	0.317098	0.216795	0.195072	0.271035	0.111166	0.00145211	0.00145211	-26591.4	0.0	94.0233	
585550000	55	-3171.48	23447	-26618.5	0.276781	2014.18	1.44566	0.139499	7.61093	7.97873	0.319309	0.212975	0.195346	0.27237	0.182758	0.00202767	0.00202767	-26618.5	0.0	98.5687	
585600000	55	-31211.9	-4567.05	-26644.9	0.274077	2014.18	1.56556	0.198431	13.2775	14.1609	0.317103	0.214637	0.192548	0.275711	0.313547	0.00179839	0.00179839	-26644.9	0.0	94.9223	
585650000	55	-32337.6	-5711.75	-26625.8	0.280676	2014.18	1.31097	0.118535	10.0258	6.4254	0.323223	0.211891	0.194732	0.270155	0.322828	0.00214717	0.00214717	-26625.8	0.0	120.496	
585700000	55	-17171	9452.8	-26623.8	0.272933	2014.19	1.23893	0.0927054	8.20544	8.45689	0.317407	0.210688	0.2013	0.270605	0.225421	0.00237302	0.00237302	-26623.8	0.0	133.441	
585750000	55	-31964.8	-5336.05	-26628.7	0.326012	2014.13	1.60283	0.106809	-0.82862	5.52437	0.313212	0.214174	0.205855	0.266759	0.32045	0.00205546	0.00205546	-26628.7	0.0	108.209	
585800000	55	-44830.6	-18169.2	-26661.3	0.325275	2014.13	1.48521	0.0788813	1.38974	12.6137	0.326012	0.212884	0.194228	0.266875	0.698841	0.0021454	0.0021454	-26661.3	0.0	126.458	
585850000	56	-44458.6	-17781.7	-26676.9	0.287481	2014.17	1.48286	0.109181	7.0813	10.4544	0.318254	0.21314	0.196259	0.272347	0.617823	0.00232177	0.00232177	-26676.9	0.0	105.191	
585900000	55	-43551	-16887.9	-26663.1	0.271027	2014.19	1.50185	0.199817	11.1434	14.2191	0.318213	0.211709	0.20066	0.269418	0.574305	0.0020611	0.0020611	-26663.1	0.0	96.3717	
585950000	55	-45969.6	-19295.9	-26673.7	0.255583	2014.2	1.31532	0.14382	14.7355	13.5428	0.320042	0.21845	0.195131	0.266376	1.22048	0.0020172	0.0020172	-26673.7	0.0	116.243	
586000000	56	-45715.6	-19037.6	-26678	0.264493	2014.19	1.37069	0.132262	11.0703	6.47079	0.316064	0.21765	0.198702	0.267584	1.12564	0.00213828	0.00213828	-26678	0.0	116.431	
586050000	55	-43674.9	-16988.5	-26686.4	0.3493	2014.11	1.51358	0.0972413	2.74631	7.89047	0.31172	0.213216	0.202215	0.272849	2.06902	0.00205381	0.00205381	-26686.4	0.0	116.061	
586100000	55	-45436.2	-18772.6	-26663.6	0.270675	2014.19	1.18519	0.0971557	5.73921	8.50689	0.319227	0.214015	0.201248	0.26551	1.40283	0.00246952	0.00246952	-26663.6	0.0	133.048	
586150000	55	-43426.9	-16741.4	-26685.5	0.263874	2014.19	1.231	0.0878096	5.67532	11.6356	0.322214	0.208254	0.200091	0.269441	2.13169	0.00318276	0.00318276	-26685.5	0.0	131.229	
586200000	55	-39937.9	-13249.8	-26688.2	0.280702	2014.18	1.50277	0.101125	2.85418	11.325	0.315199	0.215534	0.199044	0.270223	3.5796	0.00217863	0.00217863	-26688.2	0.0	103.636	
586250000	55	-40030.3	-13342.8	-26687.5	0.288386	2014.17	1.34652	0.0833493	5.84794	6.69043	0.316926	0.21301	0.198752	0.271311	3.55917	0.00245942	0.00245942	-26687.5	0.0	117.78	
586300000	55	-45037.7	-18361.8	-26675.9	0.287563	2014.17	1.45321	0.101413	4.93399	7.33591	0.319025	0.214413	0.195561	0.271001	1.53708	0.00198798	0.00198798	-26675.9	0.0	118.131	
586350000	55	-45651.5	-18978.1	-26673.3	0.285678	2014.17	1.45323	0.087515	0.581556	7.71756	0.320399	0.212013	0.19557	0.272018	1.28397	0.00208823	0.00208823	-26673.3	0.0	112.207	
586400000	56	-45264.7	-18584.1	-26680.6	0.306373	2014.15	1.37311	0.08153	3.73073	8.76823	0.319184	0.213931	0.19841	0.268475	1.40581	0.00268933	0.00268933	-26680.6	0.0	121.187	
586450000	56	-45891.3	-19203.5	-26687.8	0.303916	2014.16	1.43852	0.105079	4.37336	8.59451	0.317826	0.211966	0.202238	0.267969	1.2129	0.00222023	0.00222023	-26687.8	0.0	115.006	
586500000	55	-45366.2	-18679	-26687.2	0.334868	2014.12	1.45024	0.0702893	-1.62805	13.4529	0.316102	0.219292	0.197222	0.267384	1.42001	0.00243384	0.00243384	-26687.2	0.0	126.522	
586550000	57	-44640.5	-17956	-26684.5	0.284382	2014.18	1.17216	0.0801235	5.14809	7.50017	0.323289	0.210918	0.193051	0.272742	1.65547	0.00234547	0.00234547	-26684.5	0.0	137.346	
586600000	55	-43390.1	-16710.4	-26679.6	0.267976	2014.19	1.2462	0.118219	11.4499	8.13852	0.318199	0.212603	0.191696	0.277502	2.10995	0.00177938	0.00177938	-26679.6	0.0	123.915	
586650000	56	-45587.2	-18912.7	-26674.5	0.265337	2014.19	1.24133	0.100517	10.1133	8.12875	0.316687	0.216736	0.198352	0.268225	1.35216	0.00239116	0.00239116	-26674.5	0.0	127.936	
586700000	55	-45138.9	-18463.5	-26675.4	0.289935	2014.17	1.44551	0.136251	10.4381	9.40904	0.320324	0.214465	0.195256	0.269955	1.53713	0.00203192	0.00203192	-26675.4	0.0	103.732	
586750000	55	-44798.9	-18119.1	-26679.7	0.255772	2014.2	1.38972	0.254582	19.8766	5.50651	0.320603	0.212027	0.196987	0.270383	1.55059	0.0019196	0.0019196	-26679.7	0.0	108.714	
586800000	55	-41403.5	-14723.1	-26680.4	0.262979	2014.2	1.35933	0.148066	13.8587	12.0777	0.318943	0.212692	0.198607	0.269758	2.90665	0.00193922	0.00193922	-26680.4	0.0	113.247	
586850000	55	-41673.8	-14993.5	-26680.3	0.287462	2014.17	1.45594	0.115462	6.27399	8.67264	0.319772	0.21212	0.196535	0.271573	2.8126	0.00250149	0.00250149	-26680.3	0.0	107.816	
586900000	55	-43405.3	-16718.8	-26686.6	0.266833	2014.19	1.30609	0.120284	9.13002	4.61697	0.316915	0.211808	0.200047	0.27123	2.14809	0.00227759	0.00227759	-26686.6	0.0	117.187	
586950000	55	-45339.4	-18681.5	-26657.9	0.276178	2014.18	1.19556	0.101445	9.58667	7.81338	0.318313	0.210991	0.19855	0.272145	1.34313	0.00234623	0.00234623	-26657.9	0.0	133.586	
587000000	56	-43473.1	-16797.5	-26675.5	0.297316	2014.16	1.2118	0.092987	6.32271	10.1812	0.317063	0.216642	0.200015	0.266279	2.12518	0.00254621	0.00254621	-26675.5	0.0	136.04	
587050000	55	-45193.1	-18521.9	-26671.3	0.275125	2014.18	1.34169	0.0976728	6.67307	8.50948	0.320277	0.213268	0.198647	0.267808	1.38276	0.00177618	0.00177618	-26671.3	0.0	123.819	
587100000	55	-43351	-16688.4	-26662.6	0.275656	2014.18	1.09763	0.0806223	6.88231	14.0108	0.318063	0.21121	0.199891	0.270835	2.16379	0.00319844	0.00319844	-26662.6	0.0	147.445	
587150000	55	-44674	-17991.5	-26682.5	0.275736	2014.18	1.27459	0.108748	9.86659	6.81485	0.319795	0.213028	0.196469	0.270708	1.67323	0.00293454	0.00293454	-26682.5	0.0	122.239	
587200000	55	-44516	-17835.1	-26680.9	0.284678	2014.18	1.38941	0.111096	6.0435	8.2962	0.316166	0.217825	0.205107	0.260902	1.69165	0.00201127	0.00201127	-26680.9	0.0	114.698	
587250000	55	-45578	-18899.5	-26678.5	0.33377	2014.13	1.47603	0.0915864	4.85311	10.9506	0.320044	0.219545	0.192762	0.267648	1.34059	0.002389	0.002389	-26678.5	0.0	116.226	
587300000	55	-41186.9	-14518.1	-26668.8	0.271377	2014.19	1.19423	0.110458	8.33455	8.84443	0.32087	0.209837	0.202539	0.266755	3.00402	0.00202842	0.00202842	-26668.8	0.0	129.94	
587350000	56	-36774	-10081	-26693	0.284358	2014.18	1.2919	0.124029	5.72552	16.943	0.323204	0.214154	0.196348	0.266294	5.46372	0.00232551	0.00232551	-26693	0.0	124.303	
587400000	55	-41908.5	-15228.3	-26680.2	0.279042	2014.18	1.23299	0.0907826	4.59071	5.95332	0.319389	0.209312	0.198602	0.272696	2.71927	0.00238799	0.00238799	-26680.2	0.0	135.435	
587450000	56	-45390.5	-18716.3	-26674.2	0.319346	2014.14	1.60355	0.175573	7.40493	8.83283	0.329137	0.21047	0.196146	0.264246	0.74189	0.00209207	0.00209207	-26674.2	0.0	95.1698	
587500000	55	-43740.4	-17073.1	-26667.2	0.271942	2014.19	1.32804	0.0897636	4.80437	7.78823	0.314757	0.210807	0.203035	0.271401	0.594395	0.00156602	0.00156602	-26667.2	0.0	122.42	
587550000	55	-45088.5	-18418.1	-26670.4	0.315543	2014.14	1.35858	0.0793039	-1.57622	11.0822	0.311728	0.212931	0.202027	0.273314	0.714871	0.00243298	0.00243298	-26670.4	0.0	123.446	
587600000	55	-24264.7	2351.81	-26616.5	0.318863	2014.14	1.25068	0.0916641	4.97276	10.1471	0.319334	0.215169	0.200915	0.264582	0.265244	0.0024689	0.0024689	-26616.5	0.0	137.57	
587650000	55	-45643.2	-18993.9	-26649.4	0.281651	2014.18	1.05291	0.0459688	0.282519	9.62823	0.315257	0.21011	0.201229	0.273403	0.816553	0.00296496	0.00296496	-26649.4	0.0	161.873	
587700000	55	-39615	-12981	-26634.1	0.25694	2014.2	1.15298	0.0919306	8.19654	10.6693	0.322753	0.210324	0.193026	0.273896	0.442157	0.00255447	0.00255447	-26634.1	0.0	136.243	
587750000	55	-33216.9	-6581.03	-26635.8	0.262775	2014.2	1.29779	0.100816	6.7587	11.7233	0.318737	0.216528	0.197735	0.267	0.321408	0.00269186	0.00269186	-26635.8	0.0	121.548	
587800000	55	-21492.7	5135.21	-26627.9	0.263449	2014.19	1.37445	0.2037	13.0649	12.6191	0.322801	0.213375	0.197216	0.266608	0.245324	0.00234006	0.00234006	-26627.9	0.0	109.373	
587850000	55	55705	82300.1	-26595.1	0.284321	2014.18	1.34907	0.116996	10.4442	7.88109	0.321851	0.212294	0.196764	0.269091	0.103027	0.00172166	0.00172166	-26595.1	0.0	112.706	
587900000	55	-30394.2	-3760.42	-26633.8	0.259438	2014.2	1.33984	0.107761	8.61198	8.58023	0.315687	0.212442	0.203499	0.268373	0.301382	0.00210409	0.00210409	-26633.8	0.0	119.979	
587950000	55	-3744.34	22859.5	-26603.8	0.282907	2014.18	1.2381	0.0661812	4.45682	14.3776	0.315234	0.212217	0.198615	0.273933	0.182358	0.00297064	0.00297064	-26603.8	0.0	142.292	
588000000	57	4616.63	31237.2	-26620.6	0.28031	2014.18	1.05191	0.051099	4.59073	11.0801	0.320806	0.213161	0.198092	0.267941	0.163755	0.00397323	0.00397323	-26620.6	0.0	153.891	
588050000	55	-10991.1	15605.1	-26596.3	0.271938	2014.19	0.994824	0.0675248	6.52528	9.13184	0.316679	0.213068	0.202864	0.267389	0.207278	0.00309859	0.00309859	-26596.3	0.0	169.837	
588100000	55	-37573.4	-10944.6	-26628.8	0.278222	2014.18	0.970939	0.0545613	2.07572	8.3829	0.319168	0.213146	0.198538	0.269149	0.389403	0.00334149	0.00334149	-26628.8	0.0	169.337	
588150000	55	-45797	-19135.1	-26661.9	0.286601	2014.17	1.09093	0.0589627	5.01045	9.62199	0.318841	0.213564	0.197657	0.269938	1.21972	0.00284275	0.00284275	-26661.9	0.0	157.218	
588200000	55	-45983.6	-19339	-26644.6	0.267622	2014.19	0.999183	0.0740879	7.04612	7.22094	0.314898	0.210273	0.197556	0.277272	0.850423	0.00313402	0.00313402	-26644.6	0.0	161.541	
588250000	55	-45571	-18930	-26641	0.264395	2014.19	1.07801	0.0681356	5.21037	14.1925	0.318685	0.210551	0.200677	0.270088	0.745836	0.00300886	0.00300886	-26641	0.0	153.051	
588300000	56	-44220.6	-17570.3	-26650.3	0.269662	2014.19	1.04814	0.05614	3.89381	13.8896	0.318715	0.216556	0.19965	0.265079	0.61402	0.00259117	0.00259117	-26650.3	0.0	162.592	
588350000	55	-45072.5	-18416.4	-26656.1	0.292996	2014.17	1.18045	0.0468984	-0.871347	7.36078	0.31742	0.214082	0.199781	0.268718	0.747372	0.00343197	0.00343197	-26656.1	0.0	155.786	
588400000	55	-45105.2	-18445	-26660.2	0.316578	2014.14	1.2216	0.0422846	0.727315	11.8182	0.315231	0.215803	0.199714	0.269252	0.713513	0.0024377	0.0024377	-26660.2	0.0	156.491	
588450000	56	-45730.6	-19058.6	-26672.1	0.282123	2014.18	1.11119	0.0595686	-1.97133	7.539	0.315589	0.215757	0.203275	0.26538	0.801754	0.00299383	0.00299383	-26672.1	0.0	153.809	
588500000	56	-44604.3	-17920.4	-26683.9	0.283235	2014.18	1.1109	0.0579423	4.30771	10.6546	0.30873	0.213757	0.201671	0.275842	1.63665	0.0035087	0.0035087	-26683.9	0.0	154.762	
588550000	55	-42503.3	-15818.6	-26684.8	0.291774	2014.17	1.29586	0.0842753	4.1443	10.6203	0.315359	0.21147	0.201862	0.271308	2.51044	0.00268474	0.00268474	-26684.8	0.0	130.62	
588600000	55	-43851.8	-17190.5	-26661.4	0.293743	2014.16	1.24863	0.0836911	2.41	6.64957	0.316507	0.209875	0.198422	0.275195	0.593949	0.00213892	0.00213892	-26661.4	0.0	134.367	
588650000	55	-43206.1	-16548.4	-26657.7	0.298407	2014.16	1.14824	0.052316	0.280168	8.95154	0.322876	0.213141	0.194874	0.26911	0.565815	0.00245243	0.00245243	-26657.7	0.0	165.174	
588700000	55	-35814.4	-9174.13	-26640.3	0.303104	2014.16	1.25264	0.0854809	3.50347	17.5177	0.318155	0.217373	0.1929	0.271572	0.372418	0.00216744	0.00216744	-26640.3	0.0	137.996	
588750000	55	-33185.5	-6535.37	-26650.1	0.332899	2014.13	1.54437	0.0962663	0.465509	6.62093	0.313941	0.219679	0.198845	0.267535	0.335524	0.00160759	0.00160759	-26650.1	0.0	114.373	
588800000	55	-18741.2	7883.92	-26625.2	0.303051	2014.16	1.50299	0.0886028	3.05732	18.6061	0.314271	0.213557	0.195698	0.276474	0.23128	0.00232764	0.00232764	-26625.2	0.0	103.306	
588850000	55	-33503.6	-6859.18	-26644.4	0.353382	2014.11	1.45843	0.101657	5.91271	9.23088	0.322241	0.211623	0.195246	0.270889	0.335082	0.00239371	0.00239371	-26644.4	0.0	122.585	
588900000	56	-30580.8	-3954.24	-26626.6	0.274803	2014.18	1.32278	0.0935357	3.53	9.03094	0.321258	0.216645	0.196611	0.265486	0.308062	0.00202589	0.00202589	-26626.6	0.0	122.263	
588950000	55	-6231.74	20378.1	-26609.9	0.269675	2014.19	1.31382	0.0924077	4.16118	6.86608	0.318281	0.214994	0.197291	0.269435	0.188432	0.00241982	0.00241982	-26609.9	0.0	114.237	
589000000	55	-9994.96	16617.8	-26612.7	0.280689	2014.18	1.39901	0.0859591	4.72739	9.23251	0.318037	0.213096	0.193911	0.274956	0.199802	0.00210207	0.00210207	-26612.7	0.0	116.453	
589050000	55	-19144.4	7487.79	-26632.2	0.33081	2014.13	1.47111	0.0774702	-2.23057	6.17518	0.320248	0.212488	0.195149	0.272116	0.232044	0.00200203	0.00200203	-26632.2	0.0	119.712	
589100000	55	-15093.1	11532.4	-26625.4	0.354452	2014.1	1.51039	0.0809991	1.69158	5.84468	0.317237	0.213951	0.197814	0.270998	0.216818	0.00238684	0.00238684	-26625.4	0.0	118.059	
589150000	56	-20628.4	6005.21	-26633.6	0.305759	2014.15	1.50159	0.11406	5.75884	14.7665	0.316818	0.212099	0.199809	0.271274	0.238126	0.00198938	0.00198938	-26633.6	0.0	108.179	
589200000	55	-35372.6	-8727.59	-26645	0.27197	2014.19	1.33353	0.108747	5.79305	11.1513	0.322051	0.210341	0.200328	0.26728	0.356579	0.00227492	0.00227492	-26645	0.0	120.521	
