replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_017	3982	38	0.009543	410	27	0.065854	201	28	0.139303	113	17	0.150442	96	24	0.250000	55	14	0.254545	40	13	0.325000	23	13	0.565217	25	11	0.440000	20	10	0.500000	16	6	0.375000	6	3	0.500000	18	12	0.666667	8	3	0.375000	5	5	1.000000	6	3	0.500000	3	3	1.000000	8	8	1.000000	6	6	1.000000	255	254	0.996078
sim_019	12092	69	0.005706	494	34	0.068826	236	29	0.122881	117	19	0.162393	81	17	0.209877	45	11	0.244444	38	11	0.289474	33	13	0.393939	17	6	0.352941	14	10	0.714286	18	11	0.611111	16	7	0.437500	8	6	0.750000	6	5	0.833333	7	6	0.857143	9	6	0.666667	0	0	NaN	5	4	0.800000	4	4	1.000000	230	230	1.000000
sim_020	5158	47	0.009112	433	28	0.064665	266	29	0.109023	143	20	0.139860	83	15	0.180723	72	24	0.333333	56	19	0.339286	42	17	0.404762	21	6	0.285714	23	15	0.652174	10	4	0.400000	10	5	0.500000	4	3	0.750000	11	11	1.000000	7	6	0.857143	4	3	0.750000	7	4	0.571429	1	1	1.000000	2	2	1.000000	239	239	1.000000
sim_022	6308	50	0.007926	593	44	0.074199	259	32	0.123552	168	20	0.119048	117	31	0.264957	59	22	0.372881	42	13	0.309524	46	19	0.413043	30	15	0.500000	19	9	0.473684	16	7	0.437500	3	2	0.666667	9	6	0.666667	15	12	0.800000	7	5	0.714286	2	2	1.000000	4	4	1.000000	0	0	NaN	5	4	0.800000	202	201	0.995050
sim_023	6023	48	0.007969	446	36	0.080717	246	32	0.130081	134	19	0.141791	95	26	0.273684	74	21	0.283784	59	23	0.389831	38	17	0.447368	36	7	0.194444	20	12	0.600000	13	6	0.461538	7	4	0.571429	12	7	0.583333	8	5	0.625000	9	7	0.777778	7	3	0.428571	9	8	0.888889	1	1	1.000000	6	5	0.833333	211	211	1.000000
sim_024	3769	37	0.009817	416	32	0.076923	194	25	0.128866	137	25	0.182482	98	17	0.173469	53	9	0.169811	39	12	0.307692	36	15	0.416667	21	12	0.571429	19	12	0.631579	16	10	0.625000	15	9	0.600000	8	6	0.750000	12	6	0.500000	6	6	1.000000	3	1	0.333333	4	4	1.000000	7	5	0.714286	6	4	0.666667	252	251	0.996032
sim_025	25340	139	0.005485	568	36	0.063380	252	35	0.138889	158	18	0.113924	86	17	0.197674	56	9	0.160714	35	11	0.314286	24	10	0.416667	14	4	0.285714	11	6	0.545455	10	6	0.600000	7	2	0.285714	8	5	0.625000	7	4	0.571429	8	7	0.875000	7	2	0.285714	4	3	0.750000	4	3	0.750000	4	4	1.000000	193	177	0.917098
sim_027	10527	84	0.007979	599	38	0.063439	285	37	0.129825	174	30	0.172414	100	17	0.170000	72	19	0.263889	47	13	0.276596	26	10	0.384615	26	11	0.423077	19	9	0.473684	12	6	0.500000	8	4	0.500000	15	10	0.666667	5	5	1.000000	2	1	0.500000	8	4	0.500000	7	5	0.714286	4	4	1.000000	8	8	1.000000	183	183	1.000000
sim_028	7742	93	0.012012	499	38	0.076152	240	27	0.112500	131	24	0.183206	85	16	0.188235	63	16	0.253968	54	19	0.351852	41	13	0.317073	24	7	0.291667	14	5	0.357143	14	7	0.500000	6	4	0.666667	9	6	0.666667	4	2	0.500000	3	3	1.000000	5	5	1.000000	5	3	0.600000	2	1	0.500000	5	3	0.600000	234	206	0.880342
sim_029	4546	36	0.007919	415	32	0.077108	191	32	0.167539	126	20	0.158730	65	20	0.307692	47	8	0.170213	45	15	0.333333	28	9	0.321429	29	12	0.413793	19	7	0.368421	15	9	0.600000	14	7	0.500000	15	7	0.466667	11	5	0.454545	8	5	0.625000	7	6	0.857143	3	3	1.000000	9	9	1.000000	8	7	0.875000	249	249	1.000000
sim_030	11311	59	0.005216	620	36	0.058065	286	45	0.157343	147	26	0.176871	100	20	0.200000	76	20	0.263158	35	11	0.314286	45	20	0.444444	31	15	0.483871	23	15	0.652174	10	5	0.500000	15	10	0.666667	14	12	0.857143	12	7	0.583333	5	5	1.000000	3	3	1.000000	7	6	0.857143	2	2	1.000000	7	6	0.857143	176	175	0.994318
sim_031	19842	64	0.003225	406	25	0.061576	228	32	0.140351	136	26	0.191176	91	12	0.131868	49	9	0.183673	44	27	0.613636	22	9	0.409091	18	7	0.388889	11	7	0.636364	13	8	0.615385	15	11	0.733333	14	8	0.571429	11	5	0.454545	7	5	0.714286	10	9	0.900000	4	4	1.000000	4	3	0.750000	5	4	0.800000	223	223	1.000000
sim_032	10196	64	0.006277	648	48	0.074074	300	34	0.113333	145	28	0.193103	117	27	0.230769	79	25	0.316456	50	17	0.340000	29	10	0.344828	27	9	0.333333	15	4	0.266667	16	8	0.500000	13	7	0.538462	13	10	0.769231	7	4	0.571429	4	2	0.500000	6	6	1.000000	6	6	1.000000	8	6	0.750000	5	5	1.000000	178	178	1.000000
sim_033	7346	53	0.007215	556	37	0.066547	279	44	0.157706	176	34	0.193182	97	21	0.216495	56	9	0.160714	44	15	0.340909	23	8	0.347826	25	7	0.280000	24	13	0.541667	16	8	0.500000	11	4	0.363636	9	7	0.777778	8	6	0.750000	5	4	0.800000	7	6	0.857143	5	4	0.800000	4	3	0.750000	6	6	1.000000	209	209	1.000000
sim_038	2634	20	0.007593	391	29	0.074169	226	39	0.172566	111	22	0.198198	82	16	0.195122	68	22	0.323529	44	15	0.340909	31	12	0.387097	23	6	0.260870	14	5	0.357143	15	7	0.466667	12	4	0.333333	7	7	1.000000	7	4	0.571429	6	4	0.666667	6	4	0.666667	7	7	1.000000	9	8	0.888889	4	4	1.000000	263	263	1.000000
sim_039	7388	51	0.006903	502	32	0.063745	272	45	0.165441	182	23	0.126374	95	18	0.189474	65	15	0.230769	42	17	0.404762	31	14	0.451613	25	8	0.320000	24	11	0.458333	21	15	0.714286	15	8	0.533333	5	3	0.600000	9	8	0.888889	3	2	0.666667	4	3	0.750000	3	2	0.666667	7	5	0.714286	5	5	1.000000	213	213	1.000000
sim_040	5844	54	0.009240	503	44	0.087475	250	27	0.108000	200	32	0.160000	104	18	0.173077	58	13	0.224138	52	14	0.269231	33	14	0.424242	32	13	0.406250	20	16	0.800000	14	7	0.500000	15	7	0.466667	15	8	0.533333	5	3	0.600000	6	5	0.833333	4	2	0.500000	5	5	1.000000	5	4	0.800000	4	4	1.000000	209	208	0.995215
sim_042	15161	80	0.005277	581	55	0.094664	281	26	0.092527	167	27	0.161677	106	26	0.245283	57	15	0.263158	45	12	0.266667	26	7	0.269231	20	8	0.400000	18	7	0.388889	9	5	0.555556	10	5	0.500000	22	15	0.681818	6	6	1.000000	4	3	0.750000	3	3	1.000000	5	5	1.000000	6	4	0.666667	5	5	1.000000	184	184	1.000000
sim_043	14208	77	0.005419	523	40	0.076482	244	32	0.131148	112	17	0.151786	87	16	0.183908	60	20	0.333333	30	6	0.200000	18	5	0.277778	21	9	0.428571	17	8	0.470588	11	7	0.636364	12	8	0.666667	11	5	0.454545	9	8	0.888889	4	3	0.750000	7	3	0.428571	10	10	1.000000	3	3	1.000000	8	8	1.000000	214	213	0.995327
sim_044	15293	91	0.005950	647	48	0.074189	250	32	0.128000	116	23	0.198276	86	18	0.209302	66	20	0.303030	44	9	0.204545	31	13	0.419355	17	5	0.294118	16	8	0.500000	8	3	0.375000	11	6	0.545455	4	2	0.500000	8	5	0.625000	4	2	0.500000	4	4	1.000000	3	3	1.000000	4	4	1.000000	2	2	1.000000	200	200	1.000000
sim_045	18953	92	0.004854	538	33	0.061338	223	23	0.103139	148	27	0.182432	82	18	0.219512	63	13	0.206349	37	11	0.297297	41	16	0.390244	28	13	0.464286	19	11	0.578947	8	7	0.875000	11	7	0.636364	8	7	0.875000	7	6	0.857143	7	6	0.857143	6	6	1.000000	4	3	0.750000	5	4	0.800000	3	3	1.000000	192	192	1.000000
sim_046	10311	61	0.005916	656	66	0.100610	317	31	0.097792	168	27	0.160714	86	18	0.209302	62	15	0.241935	42	11	0.261905	29	13	0.448276	19	11	0.578947	15	5	0.333333	13	10	0.769231	12	5	0.416667	8	6	0.750000	5	3	0.600000	7	6	0.857143	5	4	0.800000	10	9	0.900000	3	2	0.666667	7	7	1.000000	188	188	1.000000
sim_047	30053	112	0.003727	567	36	0.063492	243	37	0.152263	130	22	0.169231	103	23	0.223301	49	12	0.244898	40	6	0.150000	28	9	0.321429	23	8	0.347826	17	12	0.705882	11	6	0.545455	11	4	0.363636	7	4	0.571429	10	6	0.600000	4	4	1.000000	4	3	0.750000	3	3	1.000000	6	4	0.666667	5	5	1.000000	182	182	1.000000
sim_048	10785	69	0.006398	595	45	0.075630	255	31	0.121569	134	18	0.134328	99	26	0.262626	59	15	0.254237	42	15	0.357143	41	16	0.390244	20	5	0.250000	20	10	0.500000	14	8	0.571429	12	9	0.750000	10	4	0.400000	16	13	0.812500	8	8	1.000000	7	4	0.571429	3	3	1.000000	5	4	0.800000	8	6	0.750000	190	189	0.994737
sim_049	8605	51	0.005927	548	45	0.082117	292	41	0.140411	158	27	0.170886	110	14	0.127273	58	16	0.275862	40	14	0.350000	32	17	0.531250	25	8	0.320000	17	6	0.352941	13	6	0.461538	13	7	0.538462	10	5	0.500000	9	6	0.666667	12	9	0.750000	8	8	1.000000	4	4	1.000000	5	5	1.000000	7	7	1.000000	202	202	1.000000
sim_050	5356	50	0.009335	521	28	0.053743	247	38	0.153846	135	31	0.229630	93	22	0.236559	66	24	0.363636	38	11	0.289474	26	8	0.307692	22	10	0.454545	12	3	0.250000	15	3	0.200000	15	5	0.333333	5	3	0.600000	6	4	0.666667	7	2	0.285714	7	4	0.571429	3	2	0.666667	8	6	0.750000	4	4	1.000000	240	240	1.000000
sim_051	7874	58	0.007366	480	40	0.083333	240	29	0.120833	142	16	0.112676	112	24	0.214286	73	15	0.205479	45	15	0.333333	28	3	0.107143	28	16	0.571429	19	11	0.578947	10	6	0.600000	7	4	0.571429	11	8	0.727273	9	7	0.777778	2	2	1.000000	6	6	1.000000	13	11	0.846154	2	2	1.000000	2	1	0.500000	224	224	1.000000
sim_052	18262	95	0.005202	686	54	0.078717	269	27	0.100372	150	24	0.160000	82	19	0.231707	56	13	0.232143	33	11	0.333333	23	10	0.434783	27	11	0.407407	14	3	0.214286	8	6	0.750000	16	10	0.625000	11	8	0.727273	5	3	0.600000	4	4	1.000000	9	7	0.777778	6	6	1.000000	6	4	0.666667	6	6	1.000000	178	177	0.994382
sim_054	12099	56	0.004628	581	44	0.075731	262	32	0.122137	131	19	0.145038	77	23	0.298701	61	21	0.344262	48	16	0.333333	23	5	0.217391	20	7	0.350000	16	8	0.500000	15	10	0.666667	10	4	0.400000	18	12	0.666667	6	4	0.666667	10	6	0.600000	9	9	1.000000	7	6	0.857143	14	13	0.928571	7	7	1.000000	196	196	1.000000
sim_055	12131	82	0.006760	544	36	0.066176	250	29	0.116000	136	24	0.176471	90	16	0.177778	68	20	0.294118	42	12	0.285714	26	9	0.346154	31	17	0.548387	17	9	0.529412	15	6	0.400000	13	8	0.615385	12	7	0.583333	4	2	0.500000	6	4	0.666667	5	2	0.400000	6	4	0.666667	5	5	1.000000	9	9	1.000000	197	197	1.000000
sim_056	15003	75	0.004999	547	37	0.067642	259	30	0.115830	146	25	0.171233	87	15	0.172414	51	13	0.254902	44	12	0.272727	39	13	0.333333	29	14	0.482759	21	11	0.523810	10	6	0.600000	10	7	0.700000	18	12	0.666667	7	5	0.714286	9	8	0.888889	6	5	0.833333	5	5	1.000000	7	6	0.857143	4	4	1.000000	195	195	1.000000
sim_057	4415	45	0.010193	454	31	0.068282	223	34	0.152466	125	20	0.160000	93	19	0.204301	81	18	0.222222	55	20	0.363636	31	11	0.354839	19	9	0.473684	23	11	0.478261	15	7	0.466667	9	7	0.777778	18	9	0.500000	7	4	0.571429	4	2	0.500000	5	4	0.800000	8	7	0.875000	5	4	0.800000	4	4	1.000000	232	232	1.000000
sim_058	4416	56	0.012681	474	34	0.071730	263	24	0.091255	117	19	0.162393	81	12	0.148148	71	24	0.338028	49	14	0.285714	36	12	0.333333	32	17	0.531250	12	6	0.500000	17	11	0.647059	12	10	0.833333	2	1	0.500000	3	1	0.333333	6	1	0.166667	4	2	0.500000	6	4	0.666667	1	1	1.000000	2	2	1.000000	247	247	1.000000
sim_062	15364	76	0.004947	518	38	0.073359	269	35	0.130112	135	24	0.177778	84	21	0.250000	76	20	0.263158	47	13	0.276596	37	12	0.324324	23	10	0.434783	10	6	0.600000	6	3	0.500000	16	11	0.687500	7	5	0.714286	10	6	0.600000	6	2	0.333333	10	7	0.700000	9	7	0.777778	6	5	0.833333	8	8	1.000000	189	189	1.000000
sim_063	3730	46	0.012332	466	33	0.070815	228	33	0.144737	150	21	0.140000	86	26	0.302326	71	20	0.281690	51	13	0.254902	31	12	0.387097	30	12	0.400000	25	7	0.280000	18	9	0.500000	16	10	0.625000	13	9	0.692308	6	0	0.000000	8	7	0.875000	8	5	0.625000	4	3	0.750000	6	5	0.833333	2	1	0.500000	226	226	1.000000
sim_064	13576	74	0.005451	543	32	0.058932	288	33	0.114583	136	23	0.169118	93	27	0.290323	48	9	0.187500	44	17	0.386364	26	9	0.346154	22	13	0.590909	13	7	0.538462	17	10	0.588235	10	7	0.700000	10	4	0.400000	9	5	0.555556	4	3	0.750000	4	4	1.000000	2	1	0.500000	7	6	0.857143	5	4	0.800000	210	210	1.000000
sim_065	3499	45	0.012861	512	36	0.070312	252	40	0.158730	146	22	0.150685	77	13	0.168831	64	21	0.328125	64	18	0.281250	31	10	0.322581	36	17	0.472222	13	4	0.307692	11	7	0.636364	15	5	0.333333	6	3	0.500000	10	8	0.800000	9	4	0.444444	5	4	0.800000	4	2	0.500000	10	8	0.800000	1	1	1.000000	231	230	0.995671
sim_066	12367	59	0.004771	451	33	0.073171	213	21	0.098592	121	27	0.223140	83	14	0.168675	44	12	0.272727	49	17	0.346939	36	17	0.472222	22	8	0.363636	19	9	0.473684	13	7	0.538462	13	7	0.538462	10	8	0.800000	9	8	0.888889	5	4	0.800000	7	5	0.714286	5	4	0.800000	2	2	1.000000	4	4	1.000000	232	232	1.000000
sim_068	11411	77	0.006748	542	42	0.077491	221	22	0.099548	136	20	0.147059	73	15	0.205479	61	17	0.278689	43	14	0.325581	32	13	0.406250	27	12	0.444444	17	6	0.352941	20	11	0.550000	11	3	0.272727	11	9	0.818182	12	8	0.666667	4	2	0.500000	6	2	0.333333	5	4	0.800000	5	5	1.000000	8	7	0.875000	209	209	1.000000
sim_069	13967	66	0.004725	642	46	0.071651	271	38	0.140221	171	30	0.175439	83	18	0.216867	76	29	0.381579	45	17	0.377778	29	12	0.413793	25	12	0.480000	14	7	0.500000	13	6	0.461538	11	5	0.454545	16	10	0.625000	8	6	0.750000	13	8	0.615385	5	5	1.000000	6	2	0.333333	3	3	1.000000	8	6	0.750000	172	172	1.000000
sim_070	4462	40	0.008965	481	31	0.064449	222	27	0.121622	140	22	0.157143	86	23	0.267442	67	21	0.313433	49	20	0.408163	46	17	0.369565	23	10	0.434783	16	7	0.437500	17	11	0.647059	14	5	0.357143	11	8	0.727273	6	2	0.333333	5	4	0.800000	7	6	0.857143	1	0	0.000000	5	4	0.800000	4	4	1.000000	236	236	1.000000
sim_071	13163	51	0.003874	350	25	0.071429	181	21	0.116022	88	21	0.238636	72	14	0.194444	54	19	0.351852	39	9	0.230769	24	11	0.458333	17	6	0.352941	12	4	0.333333	17	10	0.588235	7	4	0.571429	10	3	0.300000	9	6	0.666667	4	1	0.250000	6	5	0.833333	7	6	0.857143	3	3	1.000000	2	2	1.000000	277	277	1.000000
sim_072	7448	49	0.006579	509	36	0.070727	268	34	0.126866	137	23	0.167883	101	33	0.326733	67	18	0.268657	40	10	0.250000	30	7	0.233333	22	10	0.454545	21	13	0.619048	6	2	0.333333	15	9	0.600000	15	8	0.533333	12	9	0.750000	8	6	0.750000	3	2	0.666667	6	5	0.833333	3	3	1.000000	2	1	0.500000	221	220	0.995475
sim_073	10499	69	0.006572	533	45	0.084428	227	25	0.110132	149	18	0.120805	77	21	0.272727	70	16	0.228571	43	16	0.372093	29	11	0.379310	21	7	0.333333	15	9	0.600000	13	10	0.769231	12	7	0.583333	5	3	0.600000	2	1	0.500000	11	6	0.545455	3	2	0.666667	7	7	1.000000	6	3	0.500000	7	6	0.857143	216	216	1.000000
sim_076	7430	62	0.008345	503	27	0.053678	264	49	0.185606	147	22	0.149660	83	14	0.168675	59	20	0.338983	41	13	0.317073	31	7	0.225806	24	13	0.541667	26	11	0.423077	16	6	0.375000	11	6	0.545455	6	4	0.666667	14	10	0.714286	5	3	0.600000	9	7	0.777778	7	7	1.000000	7	7	1.000000	6	4	0.666667	206	206	1.000000
sim_077	12190	51	0.004184	486	42	0.086420	238	29	0.121849	124	29	0.233871	83	15	0.180723	54	14	0.259259	47	20	0.425532	19	4	0.210526	26	8	0.307692	18	11	0.611111	15	9	0.600000	12	5	0.416667	11	6	0.545455	9	7	0.777778	6	2	0.333333	6	4	0.666667	6	3	0.500000	0	0	NaN	5	4	0.800000	235	235	1.000000
sim_080	12576	65	0.005169	544	47	0.086397	262	31	0.118321	162	28	0.172840	90	17	0.188889	67	22	0.328358	40	12	0.300000	35	9	0.257143	22	13	0.590909	16	5	0.312500	10	3	0.300000	9	7	0.777778	21	12	0.571429	7	4	0.571429	10	7	0.700000	11	9	0.818182	7	6	0.857143	4	4	1.000000	4	4	1.000000	194	193	0.994845
sim_081	6511	52	0.007986	533	41	0.076923	249	20	0.080321	122	29	0.237705	94	18	0.191489	71	14	0.197183	52	21	0.403846	41	15	0.365854	17	8	0.470588	20	9	0.450000	14	6	0.428571	13	10	0.769231	15	9	0.600000	1	1	1.000000	4	3	0.750000	6	6	1.000000	2	1	0.500000	8	7	0.875000	3	3	1.000000	225	225	1.000000
sim_083	8250	46	0.005576	517	40	0.077369	247	28	0.113360	163	36	0.220859	98	15	0.153061	59	19	0.322034	38	11	0.289474	19	9	0.473684	25	10	0.400000	18	10	0.555556	17	11	0.647059	11	5	0.454545	12	7	0.583333	5	3	0.600000	11	7	0.636364	3	3	1.000000	7	5	0.714286	7	7	1.000000	4	3	0.750000	223	223	1.000000
sim_084	11620	62	0.005336	479	37	0.077244	270	35	0.129630	119	20	0.168067	79	16	0.202532	65	21	0.323077	44	17	0.386364	34	9	0.264706	26	10	0.384615	21	8	0.380952	11	3	0.272727	5	4	0.800000	7	5	0.714286	9	7	0.777778	7	3	0.428571	6	5	0.833333	2	1	0.500000	7	4	0.571429	2	1	0.500000	230	230	1.000000
sim_086	10894	75	0.006885	597	58	0.097152	274	28	0.102190	176	27	0.153409	96	23	0.239583	69	12	0.173913	50	18	0.360000	29	13	0.448276	25	9	0.360000	17	6	0.352941	8	6	0.750000	11	6	0.545455	9	7	0.777778	12	9	0.750000	11	6	0.545455	7	4	0.571429	2	1	0.500000	10	9	0.900000	3	1	0.333333	180	180	1.000000
sim_087	10328	75	0.007262	582	42	0.072165	286	34	0.118881	146	32	0.219178	84	17	0.202381	59	19	0.322034	45	11	0.244444	42	14	0.333333	30	11	0.366667	12	6	0.500000	15	8	0.533333	13	7	0.538462	5	2	0.400000	10	7	0.700000	9	7	0.777778	5	3	0.600000	5	3	0.600000	8	8	1.000000	3	2	0.666667	190	190	1.000000
sim_088	6363	48	0.007544	456	27	0.059211	260	37	0.142308	146	29	0.198630	102	17	0.166667	73	16	0.219178	45	16	0.355556	33	14	0.424242	32	13	0.406250	27	16	0.592593	13	6	0.461538	14	9	0.642857	8	6	0.750000	5	5	1.000000	8	4	0.500000	9	4	0.444444	6	4	0.666667	6	5	0.833333	3	3	1.000000	220	219	0.995455
sim_089	5104	42	0.008229	472	36	0.076271	267	28	0.104869	160	29	0.181250	103	21	0.203883	71	18	0.253521	52	21	0.403846	38	13	0.342105	16	3	0.187500	26	10	0.384615	16	13	0.812500	8	5	0.625000	6	4	0.666667	8	5	0.625000	9	8	0.888889	6	6	1.000000	9	8	0.888889	4	4	1.000000	3	3	1.000000	221	221	1.000000
sim_091	11154	74	0.006634	540	33	0.061111	235	32	0.136170	120	25	0.208333	88	15	0.170455	42	15	0.357143	36	11	0.305556	27	8	0.296296	18	9	0.500000	18	8	0.444444	15	7	0.466667	11	4	0.363636	8	5	0.625000	9	4	0.444444	7	4	0.571429	7	7	1.000000	3	2	0.666667	7	4	0.571429	3	3	1.000000	228	228	1.000000
sim_092	19210	109	0.005674	681	44	0.064611	281	34	0.120996	153	22	0.143791	76	18	0.236842	65	19	0.292308	39	15	0.384615	30	10	0.333333	21	13	0.619048	22	11	0.500000	13	3	0.230769	9	7	0.777778	13	7	0.538462	10	3	0.300000	8	6	0.750000	9	7	0.777778	5	4	0.800000	1	0	0.000000	6	6	1.000000	160	160	1.000000
sim_093	3219	28	0.008698	358	34	0.094972	229	29	0.126638	137	32	0.233577	97	16	0.164948	78	22	0.282051	55	17	0.309091	37	12	0.324324	30	10	0.333333	17	9	0.529412	18	9	0.500000	15	7	0.466667	7	3	0.428571	5	3	0.600000	5	2	0.400000	9	9	1.000000	1	1	1.000000	6	5	0.833333	5	5	1.000000	245	245	1.000000
sim_094	14776	61	0.004128	518	33	0.063707	256	32	0.125000	153	27	0.176471	98	32	0.326531	65	19	0.292308	45	15	0.333333	26	10	0.384615	20	9	0.450000	21	8	0.380952	21	10	0.476190	11	7	0.636364	6	2	0.333333	6	2	0.333333	9	7	0.777778	5	4	0.800000	9	8	0.888889	2	2	1.000000	6	5	0.833333	205	205	1.000000
sim_097	9029	64	0.007088	581	37	0.063683	247	42	0.170040	143	27	0.188811	80	16	0.200000	64	13	0.203125	36	9	0.250000	32	10	0.312500	20	7	0.350000	20	15	0.750000	12	8	0.666667	11	6	0.545455	10	8	0.800000	7	5	0.714286	4	4	1.000000	5	4	0.800000	7	5	0.714286	1	1	1.000000	7	7	1.000000	210	210	1.000000
sim_101	3225	35	0.010853	424	31	0.073113	252	33	0.130952	141	25	0.177305	84	17	0.202381	68	25	0.367647	52	14	0.269231	35	13	0.371429	23	8	0.347826	16	4	0.250000	12	8	0.666667	13	5	0.384615	6	3	0.500000	12	7	0.583333	3	2	0.666667	6	5	0.833333	3	3	1.000000	8	7	0.875000	6	6	1.000000	247	247	1.000000
