replicate	mu	alpha	tau	gamma_0	gamma_1	gamma_2	gamma_3	gamma_4	N_bar	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.0008038477341452512	1.899178779922581	1.1438929052537856	0.5028485137605658	0.6497417095742757	-1.2078099882858373	-0.775777122406961	0.08442236081197718	0.8612978449248566	2.2858104773589973	0.3545882456023238	0.14888068205588567	0.36908434933738077	0.12744672300440965	5.962093498591756
sim_004	0.0010164715141527184	0.7396161623917951	1.0729163659470113	-0.5820452226460571	-1.2282994012606823	-0.29768979993867073	0.2660406850640269	0.6967318258258384	0.7952868732268723	11.967936677987929	0.5358567460002769	0.14964857911761478	0.11761691210911743	0.19687776277299077	2.786856141237925
sim_005	0.0010225332529961184	0.7909509648583394	1.8996127931562248	-0.29372616491277975	-0.6710357709436863	-0.6325349832920801	-0.13784701048498882	0.043916201462234294	0.7130201874074242	2.0429835531739204	0.2804662765179361	0.3059143445213963	0.3820665155069006	0.03155286345376717	3.0110347025519517
sim_006	0.000921914709345369	0.6098681119380288	1.8881370135202906	-1.1622693617876845	-0.3331798641278242	0.2091482827848048	0.5635345776193699	1.4720766757990833	1.161673992755903	3.6395768299308977	0.45600132737540316	0.0746126394450096	0.25904091169653354	0.2103451214830536	1.6898948221748384
sim_007	0.000965581698659813	2.654662849325929	1.393062299951774	-1.669230083058096	0.019816212198951577	0.766318545116951	-0.4256975073950062	-0.591015361870896	0.6838876433219475	12.245713745654136	0.5494826975368892	0.05575015573714191	0.26244762617266587	0.13231952055330296	1.3880695145878799
sim_010	0.00102285027837574	0.15776642354933104	1.5115891328927846	-1.8153310252687127	-1.8877161795911332	-0.2335605834617427	0.92737432854777	0.31199419407472573	0.5830701038382751	1.1608709853746686	0.13551884568446912	0.15711871055419363	0.24451319974529706	0.46284924401604005	1.0680985760010884
sim_012	0.0009605750824287676	0.3141886875216358	1.666760086040648	-1.454495892726844	-0.4910724140034397	-0.35033689940014634	0.7078646371568666	0.12995188143888203	0.7470540521432445	1.7320707947249665	0.3838632989745981	0.1576229677390202	0.2060755299629958	0.25243820332338585	1.148937146728476
sim_014	0.0010080455126864323	0.2226215041128172	1.4702401947706516	-0.6595198734693669	-0.041449604982387034	-0.01994572408679507	-0.613950769516306	0.14223816403203393	0.7877885508603528	2.4113686846008178	0.14696664581591526	0.10409096819328746	0.4658218990293032	0.28312048696149406	1.6336044016958104
sim_015	0.0009004920503020912	0.3225660216832227	1.4684623297877804	-0.43861285147222534	-0.06123561331827543	-0.7333944370335509	-0.03692220874432628	-0.4900559801819734	0.7032490249178982	5.215980718929022	0.3920568576738652	0.004112750450813347	0.23969372780187595	0.3641366640734454	1.9503581201895865
sim_016	0.001000205624993417	0.38697354872317474	1.216002482906253	-0.2315385813126768	-0.8595325975238537	-1.4859424041767424	-0.32589805876996014	-0.2960172384183761	0.5274053948141263	3.625313830016453	0.5299316056608532	0.1991450691476185	0.009322793692395338	0.261600531499133	3.668349461962779
sim_017	0.0010065503080770005	3.095253085528903	1.623871389313022	-0.2605478826815113	-0.36088965649043414	1.2840311794299555	0.7749869193212366	-0.23921773577775407	1.2708329666914606	5.381543524883225	0.08831545644703817	0.7090330770093505	0.12322244925506552	0.079429017288546	1.6887468308759712
sim_019	0.0009299359910788596	0.985573098884203	1.4225101902072734	0.12641865742621405	-0.550327321287343	0.30815734400290684	-0.6669108140316637	-0.9712354841268263	0.7041389827685034	0.7013372372231979	0.3629797165572863	0.2452263721974445	0.2048249466565829	0.18696896458868634	2.1902550128247187
sim_020	0.0010753389822829435	2.568114654587867	1.7067903897404135	-0.7077696306260611	-0.6717287924225379	-0.0005747001321052547	0.4904526904102994	0.6206408145257457	0.947625474719247	12.749984407935473	0.15784960824067143	0.1137880490669457	0.6652336892942178	0.0631286533981651	1.8121357585929345
sim_022	0.0009245681769519399	0.44218032314939	1.4814626125492087	-0.11608783147118035	-0.011623887566324986	-0.712947430467366	-0.32357850689270756	0.07164655183913793	0.8037088350035333	0.26801841639146085	0.3104254364965081	0.5089561746647553	0.09914973235142076	0.08146865648731592	3.1077394191521566
sim_023	0.0010036121423687336	1.059356916378518	1.5577994099765382	-0.14176595242859968	-0.17451857450915226	-0.6750965496225089	0.32336396698971515	0.010262778540880035	0.8767346778368871	0.56551863866544	0.09375037446919099	0.473990772129738	0.2931427357233038	0.1391161176777671	2.0404452385834873
sim_024	0.0011975855527476416	3.4092158116516598	1.373489994720637	-0.9548299870341547	-1.1472393368081462	0.19058887043476058	0.19391754674815098	1.2778757176010789	0.9158181705199616	21.40823891285198	0.08080188130526966	0.1994301102639585	0.5300078207843864	0.1897601876463856	2.0737895265295694
sim_025	0.0010315632614777024	1.3722009515714404	1.2642615227405263	-2.4971742044371674	-0.8362472527908009	-0.48675313316427227	0.939679288972016	2.0198575203585967	0.8418717803437701	0.45543625712655855	0.08189318233209221	0.18156907637531816	0.004547068940541479	0.7319906723520483	1.08796560922105
sim_027	0.0009293609850097014	0.1665467879901177	1.3566583515500206	0.08338560004236306	-0.5793499697353778	-1.160989274931301	-0.9824985319681395	-0.4527738229201378	0.5387814842101426	5.584089789876568	0.10329508290171349	0.6437685589348091	0.2295700044744876	0.023366353688989854	2.062447528147856
sim_028	0.0010853008629090328	0.586742480494861	1.487416605583711	-1.9973857064499874	-1.2568344711193467	0.845711202103574	0.9698931763165004	-0.32946980091127553	0.7021437526873762	3.5572451074557336	0.014867574412355289	0.6895787486969753	0.02100584861729258	0.274547828273377	1.2606505313670637
sim_029	0.0010890058751128339	1.1035910832088884	1.30650421284775	-0.3990999338964365	-0.2640194027542645	-0.8999923164021791	0.035595979661682486	0.35676539134471863	0.7912430758921088	9.84293675804761	0.021598859651286627	0.049298122230126036	0.897956279602281	0.031146738516306255	1.6034064045944327
sim_030	0.0008729298824019215	1.3400511295297175	1.4313084051229286	-0.802511467570151	-1.2862470187263877	-0.6148628578276066	0.3276124610325488	0.21726351206815497	0.6493723005043556	3.315140986924445	0.7633660693956508	0.032320138375853145	0.07564220837393013	0.12867158385456595	1.7642386188950143
sim_031	0.0009806215721820302	1.9830457791311125	1.185875877168189	-0.8456428506050852	-1.6824081728724511	0.6200891600622102	0.4886339804223271	1.4358650499853352	1.0033129089913653	5.632598525039917	0.099201741241451	0.09843149495566623	0.6123354793434179	0.1900312844594647	1.459603001311778
