item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -60623.3 1.254999 55.58206 -60623.6 -60723.4 -60511.3 356976.5 1961.473 NaN     
prior                -3901.33 1.358613 56.60963 -3901.07 -4010.37 -3790.57 403304.3 1736.157 NaN     
likelihood           -56721.9 0.522053 27.86227 -56721.2 -56777.6 -56670.4 245820.2 2848.422 NaN     
rootHeight           1.802578 0.000856 0.04995  1.797046 1.709207 1.898966 205813.9 3402.102 1.801895
age(root)            2014.008 0.000856 0.04995  2014.013 2013.911 2014.101 205813.0 3402.116 2014.008
treeLength           135.1735 0.0571   2.403351 135.1135 130.4127 139.7829 395232.9 1771.613 135.1522
skygrid.precision    12.4882  2.74E-6  3.42E-6  12.4882  12.4882  12.4882  44852206 1.561127 12.4882 
skygrid.logPopSize1  -0.60567 0.007665 0.43248  -0.61035 -1.45274 0.239125 219947.5 3183.486 NaN     
skygrid.logPopSize2  -0.46926 0.006184 0.341321 -0.47624 -1.15928 0.192617 229834.5 3046.539 NaN     
skygrid.logPopSize3  -0.19601 0.004484 0.257447 -0.19736 -0.69516 0.300172 212435.8 3296.054 NaN     
skygrid.logPopSize4  0.04122  0.003359 0.19874  0.04145  -0.33233 0.435445 200000   3501     NaN     
skygrid.logPopSize5  0.21901  0.002763 0.154348 0.216612 -0.08200 0.524294 224385.3 3120.523 NaN     
skygrid.logPopSize6  0.383642 0.002824 0.160185 0.380017 0.074793 0.699489 217588.4 3218.001 NaN     
skygrid.logPopSize7  0.826667 0.002907 0.163068 0.824949 0.523245 1.150052 222560.1 3146.116 0.809953
skygrid.logPopSize8  1.291872 0.002487 0.137269 1.292661 1.018381 1.555034 229760.5 3047.520 1.284487
skygrid.logPopSize9  1.275244 0.002302 0.122561 1.274802 1.04325  1.519172 247113.8 2833.512 1.269299
skygrid.logPopSize10 1.598478 0.002016 0.116248 1.598664 1.361006 1.812658 210623.8 3324.409 1.594244
skygrid.logPopSize11 2.337926 0.002206 0.129916 2.334077 2.079641 2.582603 201951.3 3467.171 2.334317
skygrid.logPopSize12 2.467372 0.002344 0.130186 2.465017 2.206736 2.723164 227062.2 3083.735 2.463937
skygrid.logPopSize13 2.708103 0.002052 0.115602 2.706442 2.486074 2.936793 220640.7 3173.484 2.705637
skygrid.logPopSize14 2.467399 0.002151 0.112724 2.463908 2.254119 2.697258 254914.8 2746.799 2.464823
skygrid.logPopSize15 1.64458  0.002354 0.116704 1.643592 1.426946 1.879293 284966.7 2457.128 1.640425
skygrid.logPopSize16 1.108372 0.002666 0.143281 1.103021 0.827785 1.391021 242443.3 2888.097 1.098955
skygrid.logPopSize17 0.183332 0.003166 0.153038 0.186419 -0.13236 0.463424 299649.0 2336.733 NaN     
skygrid.logPopSize18 -0.63409 0.003583 0.187674 -0.63653 -1.02590 -0.28946 255196.1 2743.771 NaN     
skygrid.logPopSize19 -0.72623 0.003893 0.222009 -0.72509 -1.14768 -0.26791 215283.3 3252.458 NaN     
skygrid.logPopSize20 -0.83503 0.004432 0.256355 -0.83601 -1.32053 -0.31834 209243.8 3346.334 NaN     
skygrid.logPopSize21 -1.08391 0.005807 0.333601 -1.08039 -1.72070 -0.43058 212179.5 3300.035 NaN     
skygrid.logPopSize22 -1.21422 0.007268 0.416932 -1.22292 -1.99663 -0.36134 212800.4 3290.407 NaN     
skygrid.logPopSize23 -1.23228 0.008914 0.498765 -1.24099 -2.18927 -0.24655 223628.7 3131.082 NaN     
skygrid.logPopSize24 -1.23192 0.010011 0.569047 -1.22261 -2.38939 -0.15588 216720.9 3230.883 NaN     
skygrid.logPopSize25 -1.23605 0.011198 0.63294  -1.23880 -2.45384 0.015201 219176.6 3194.683 NaN     
skygrid.cutOff       2        0        0        2        2        2        NaN      NaN      2       
kappa                10.20143 0.009274 0.525829 10.17551 9.195689 11.21639 217794.3 3214.958 10.18793
frequencies1         0.31035  5.54E-5  0.003182 0.310398 0.304298 0.316715 212003.0 3302.783 0.310334
frequencies2         0.221417 4.81E-5  0.002814 0.221451 0.215663 0.22659  204874.9 3417.694 0.221399
frequencies3         0.201963 4.7E-5   0.002675 0.201992 0.196768 0.207191 215917.4 3242.905 0.201945
frequencies4         0.266269 4.97E-5  0.002943 0.266211 0.260209 0.271785 200000   3501     0.266253
clock.rate           0.001104 5.76E-7  2.86E-5  0.001104 0.001049 0.00116  283219.7 2472.285 0.001103
meanRate             0.001104 5.76E-7  2.86E-5  0.001104 0.001049 0.00116  283219.7 2472.285 0.001103
treeLikelihood       -56721.9 0.522053 27.86227 -56721.2 -56777.6 -56670.4 245820.2 2848.422 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -3889.65 1.358685 56.60902 -3889.36 -3998.56 -3778.79 403355.7 1735.936 NaN     
