# BEAST v10.5.0
# Generated Thu Oct 16 11:33:20 UTC 2025 [seed=1760614396442]
# -beagle -working beastX_run_b/ebola_dudas.xml
# keywords: skygrid
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
0	-252745.20504892938	-60982.830906142975	-191762.3741427864	143.07999185440713	1872.730968145593	1715.7854524460797	12.4882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.001	0.001	-191762.3741427864	0.0	-60973.308471323384
200000	-89444.17295774235	-12015.372977528652	-77428.7999802137	152.0565271972311	1863.7544328027689	4548.48457957164	12.4882	4.974378272786912	4.86336026058086	4.702843456285638	4.6979839361394005	4.912581737536513	4.9671093658980086	5.080730622765912	5.322217906248831	5.85122499270563	6.263678013620396	6.789484979469677	7.511571807893727	7.954764437153844	8.572848162143913	8.955500541073368	9.351477638252934	9.347257191596892	9.61667244231242	9.463933518970723	9.28394230621208	9.290274858987482	8.919380974382358	8.190675186633321	7.202176360754047	6.266946154264483	2.0	10.198961560927783	0.30049449046861737	0.23206654561994058	0.2043691791369426	0.26306978477449955	5.9206348638392124E-5	5.920634863839205E-5	-77428.7999802137	0.0	-12003.692033944508
400000	-77001.58647036002	-11591.867469613124	-65409.719000746896	122.7588168326415	1893.0521431673585	4333.676241138829	12.4882	4.619480456982529	4.486043012381258	4.056169067868935	4.180291440192798	4.267923244185087	3.8227191421022155	3.672846279542316	4.615397699059303	5.066637033721645	5.258327540410753	5.91889399889104	6.75552638699826	7.605837270984791	7.941021865852119	8.662194609635593	8.800225642595153	8.859273996542989	9.10437589919028	9.499726869404933	9.614890944260788	9.473136687348017	8.973414982397253	8.615748077434862	7.917942509970667	6.224840650737415	2.0	10.164390776504648	0.303150158857567	0.22653666955362853	0.20005445261020982	0.2702587189785948	4.392850091461496E-5	4.392850091461486E-5	-65409.719000746896	0.0	-11580.192791132844
600000	-72101.65756705933	-11226.115814108649	-60875.54175295068	73.56818729496806	1942.242772705032	3830.369098443297	12.4882	1.8248124052788077	2.0710773358290444	2.5641015065293833	3.02739555872799	3.377334759048809	3.1270009007809607	3.0776546944904837	4.016150857494668	4.561919018840917	5.096519739515628	5.270425516523859	6.117834033777027	7.211910039476678	8.142847039812073	8.456240985480788	9.05620193316088	9.231420547311552	9.336190159936296	9.194164378273172	8.83803090196966	8.453824941261285	8.34214599084062	7.949377346157228	7.2784341044691265	6.096887904601647	2.0	9.773349726803865	0.3100737117807242	0.22437232041128452	0.20032962941205582	0.2652243383959356	4.529481032463537E-5	4.529481032463552E-5	-60875.54175295068	0.0	-11214.512989065171
800000	-69580.24538559944	-10761.836833974432	-58818.408551625005	46.86548880640249	1968.9454711935975	3217.37973726666	12.4882	2.545017876575531	2.6657456339871124	2.9113440949754543	2.8714316655290775	3.245960066077937	2.664102392338839	2.710406309356584	3.4978351466893853	3.8602829750922765	4.435141395914211	5.290258444155508	5.729441929689118	6.765532085627117	7.75983591283401	7.821231409150338	7.829613222910241	8.18192356701348	8.198492630040189	8.325388440562426	8.337367067880779	8.180167327316658	7.924439941950952	7.587414632980021	6.855901404153093	5.85674627947569	2.0	10.216471008982415	0.3111263895978101	0.22272778504946134	0.20178663182869977	0.2643591935240289	4.970628160986414E-5	4.970628160986406E-5	-58818.408551625005	0.0	-10750.152722525534
1000000	-68011.83202661775	-10125.820245467703	-57886.01178115004	24.103459766199208	1991.7075002338008	2448.355745739928	12.4882	2.4294526895699518	2.493510176864213	2.362816801000329	2.389546531004606	2.684932670220059	2.4659583319018266	2.5097289432518046	3.3324018335203776	4.091867090502469	4.42444422336083	4.7775727057371205	5.237149339655132	6.319894573858886	7.161309738631962	7.822647685121494	8.065966151389235	8.313833987079937	8.545758681621814	8.456060294245416	8.220389759612615	8.062248728642988	7.539019618847249	7.367858124696359	6.508110320711067	5.426924890397879	2.0	11.041998706577026	0.3059738443038806	0.21973874875134586	0.20547859491044684	0.26880881203432677	6.244116326725533E-5	6.244116326725541E-5	-57886.01178115004	0.0	-10113.990652963645
1200000	-67239.06151233285	-9707.83869888419	-57531.22281344866	16.503284771508426	1999.3076752284917	1864.6915857650386	12.4882	1.9307782514248524	2.1740184601284525	2.3133849562301223	2.94851730133518	3.0982358611961165	2.567914533449385	2.628168988662043	3.3987515738784393	3.8451649411825097	3.8962778344113924	4.503299221969977	4.846599084246193	5.631176314117167	6.452868682940749	7.3757461575329915	7.649770228070118	7.541576557232348	7.708719910174481	7.991172068629147	7.466620747637677	7.256228633024195	6.506903132561907	6.681238976606266	5.8595811602733	4.9223039482342035	2.0	10.871074383404517	0.3067099419906886	0.22128693455259602	0.20789775614510866	0.2641053673116067	8.073196988519384E-5	8.073196988519421E-5	-57531.22281344866	0.0	-9696.038624140652
1400000	-66439.49410898164	-9209.79540780724	-57229.6987011744	9.368981543908495	2006.4419784560914	1380.2134900468993	12.4882	1.8846770028420796	1.9909883902921817	1.9421601326215505	2.377297489726648	2.2966931289308365	2.283995012317599	2.3075987061348484	3.0457177202243897	3.3883428022480917	3.843643687352137	4.296820727608967	4.877631566884999	5.480081365607251	6.086887290882453	6.567420833513861	6.784845819597232	6.773212208135329	6.610267200986671	6.714488093212168	6.716772293792611	6.571288833894006	6.260341487587108	5.934084023783796	5.290676194192157	4.39254098422289	2.0	9.216356696345205	0.31192957180965447	0.21745909374305075	0.20400949149714226	0.2666018429501526	1.0759241104177848E-4	1.0759241104177825E-4	-57229.6987011744	0.0	-9198.298217789174
1600000	-65768.41267684283	-8696.378235842436	-57072.03444100038	7.646563635217112	2008.164396364783	1048.11734776253	12.4882	1.208167876812612	0.9014199322479158	1.3244739315376655	1.753115804209434	1.983955699477085	2.0486652345802403	2.226612139635315	2.9091432792899488	3.386656023431496	3.5136830778520203	4.006116141951078	4.62916451532933	4.835994048378794	5.611489688823037	6.145430097802527	6.389987959761688	6.0619069723526575	6.493890103188257	6.449746064045779	6.198174659852855	5.501892900255264	5.267397789969314	4.905863558809477	4.536889501883376	3.7984319644636257	2.0	9.73547417838733	0.31110252202043426	0.22146416118984638	0.2006878632574683	0.2667454535322511	1.403004206701083E-4	1.4030042067010863E-4	-57072.03444100038	0.0	-8684.782468934633
1800000	-65316.64153220904	-8281.490540577453	-57035.150991631584	6.275492683538029	2009.535467316462	824.8610535872624	12.4882	1.0990627342137487	1.2353877775555966	1.2928382007478478	1.4318714834453035	1.7507200207394795	1.9791481004499665	2.287604169074678	3.0710727131165756	3.255313829397663	3.215151328626691	3.949823743690419	4.289090670351559	4.855057365900846	5.416036470845932	5.857646849519021	5.8463470331339	5.372009236358195	5.542475241866462	5.57471872711644	5.3740735157493615	5.174789938756832	4.832085092336877	4.456184784043115	3.9565360137415797	3.429330218390231	2.0	10.259234105987934	0.31234631813673225	0.2263142926795441	0.19957673056206088	0.26176265862166276	1.803635900113227E-4	1.8036359001132293E-4	-57035.150991631584	0.0	-8269.798707182841
