replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.7788873038516405	0.15121255349500715	1.0	1.0	0.9144079885877318	0.07845934379457917	0.3723252496433666	0.8159771754636234	0.7731811697574893	0.37089871611982883
sim_001	0.7146932952924394	0.2553495007132668	0.34807417974322397	0.6276747503566333	0.5649072753209701	0.5263908701854494	0.9942938659058488	0.015691868758915834	0.543509272467903	0.23823109843081314
sim_002	0.26961483594864477	0.9942938659058488	0.268188302425107	0.07988587731811697	0.2582025677603424	0.7218259629101283	0.12838801711840228	0.5221112696148359	0.5649072753209701	0.8373751783166904
sim_004	0.891583452211127	0.948644793152639	0.16119828815977175	0.08131241084165478	0.3338088445078459	0.7788873038516405	0.052781740370898715	0.6062767475035663	0.48216833095577744	0.07560627674750357
sim_005	0.6105563480741797	0.16262482168330955	0.9728958630527818	0.9115549215406562	0.4065620542082739	0.5991440798858774	0.5049928673323824	0.340941512125535	0.7617689015691869	0.7189728958630528
sim_006	0.12553495007132667	0.02282453637660485	0.37375178316690444	0.181169757489301	0.4607703281027104	0.760342368045649	0.03566333808844508	0.7560627674750356	0.6733238231098431	0.9743223965763196
sim_010	0.7945791726105563	0.8873038516405135	0.21540656205420827	0.042796005706134094	0.4607703281027104	0.6576319543509273	0.4992867332382311	0.7517831669044223	0.2653352353780314	0.7988587731811697
sim_011	0.9914407988587732	0.6704707560627675	0.6362339514978602	0.9900142653352354	0.9500713266761769	0.717546362339515	0.5320970042796006	0.04850213980028531	0.7517831669044223	0.1398002853067047
sim_012	0.23537803138373753	0.24679029957203993	0.7860199714693296	0.7660485021398002	0.05991440798858773	0.2253922967189729	0.68188302425107	0.4122681883024251	0.7018544935805991	0.5263908701854494
sim_013	0.12981455064194009	0.3067047075606277	0.29529243937232524	0.16119828815977175	0.39514978601997147	0.2810271041369472	0.7746077032810271	0.33808844507845937	0.630527817403709	0.9543509272467903
sim_014	0.5235378031383737	0.7574893009985735	0.289586305278174	0.21825962910128388	0.33238231098430815	0.7788873038516405	0.7132667617689016	0.047075606276747506	0.20970042796005706	0.08416547788873038
sim_015	0.47218259629101283	0.572039942938659	0.4579172610556348	0.3680456490727532	0.8673323823109843	0.8473609129814551	0.2724679029957204	0.9500713266761769	0.07988587731811697	0.2268188302425107
sim_017	0.5920114122681883	0.9686162624821684	0.21540656205420827	0.33951497860199714	0.0042796005706134095	0.62339514978602	0.9015691868758916	0.025677603423680456	0.9286733238231099	0.19971469329529243
sim_018	0.5292439372325249	0.33951497860199714	0.8430813124108416	0.9343794579172611	0.14550641940085593	0.9415121255349501	0.6390870185449358	0.4094151212553495	0.16119828815977175	0.3751783166904422
