replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_012	55150	120	0.002176	282	14	0.049645	66	14	0.212121	22	5	0.227273	14	6	0.428571	10	5	0.500000	4	1	0.250000	9	3	0.333333	3	2	0.666667	1	0	0.000000	4	2	0.500000	3	1	0.333333	2	1	0.500000	0	0	NaN	0	0	NaN	2	1	0.500000	3	2	0.666667	0	0	NaN	0	0	NaN	21	21	1.000000
sim_013	59759	133	0.002226	235	16	0.068085	50	7	0.140000	23	5	0.217391	16	3	0.187500	9	2	0.222222	3	2	0.666667	0	0	NaN	1	0	0.000000	0	0	NaN	2	0	0.000000	2	0	0.000000	0	0	NaN	1	1	1.000000	2	0	0.000000	3	3	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	21	21	1.000000
sim_014	93	0	0.000000	25	2	0.080000	37	6	0.162162	23	5	0.217391	21	3	0.142857	21	3	0.142857	10	2	0.200000	10	6	0.600000	5	3	0.600000	4	2	0.500000	4	3	0.750000	2	1	0.500000	2	1	0.500000	2	2	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	1	0	0.000000	0	0	NaN	157	157	1.000000
sim_015	341	8	0.023460	88	9	0.102273	68	7	0.102941	40	5	0.125000	26	7	0.269231	26	9	0.346154	15	5	0.333333	15	2	0.133333	13	4	0.307692	5	2	0.400000	3	3	1.000000	5	2	0.400000	3	3	1.000000	1	0	0.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	130	130	1.000000
sim_016	4286	28	0.006533	283	22	0.077739	113	14	0.123894	58	9	0.155172	41	10	0.243902	13	4	0.307692	17	4	0.235294	14	7	0.500000	9	4	0.444444	10	4	0.400000	5	3	0.600000	5	3	0.600000	3	2	0.666667	4	2	0.500000	2	2	1.000000	1	0	0.000000	4	4	1.000000	3	3	1.000000	1	1	1.000000	72	72	1.000000
sim_017	58889	130	0.002208	190	13	0.068421	65	5	0.076923	27	4	0.148148	16	3	0.187500	6	5	0.833333	4	1	0.250000	1	0	0.000000	6	1	0.166667	6	3	0.500000	0	0	NaN	2	1	0.500000	2	2	1.000000	2	1	0.500000	0	0	NaN	4	4	1.000000	2	2	1.000000	2	2	1.000000	1	1	1.000000	20	20	1.000000
sim_018	179	1	0.005587	64	9	0.140625	55	6	0.109091	30	7	0.233333	29	5	0.172414	19	6	0.315789	17	3	0.176471	5	2	0.400000	9	7	0.777778	7	3	0.428571	2	1	0.500000	4	1	0.250000	0	0	NaN	2	1	0.500000	2	2	1.000000	0	0	NaN	1	0	0.000000	1	0	0.000000	0	0	NaN	144	144	1.000000
sim_019	73	0	0.000000	20	3	0.150000	21	1	0.047619	18	1	0.055556	21	4	0.190476	17	2	0.117647	19	8	0.421053	22	11	0.500000	10	4	0.400000	3	2	0.666667	1	0	0.000000	3	3	1.000000	1	1	1.000000	2	1	0.500000	2	2	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	154	154	1.000000
sim_020	392	13	0.033163	135	8	0.059259	97	10	0.103093	50	5	0.100000	33	8	0.242424	22	5	0.227273	14	4	0.285714	10	4	0.400000	8	5	0.625000	4	2	0.500000	10	4	0.400000	5	3	0.600000	5	3	0.600000	4	3	0.750000	3	3	1.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	112	112	1.000000
sim_021	28	1	0.035714	2	0	0.000000	10	1	0.100000	8	1	0.125000	10	4	0.400000	10	4	0.400000	22	6	0.272727	15	5	0.333333	8	5	0.625000	4	0	0.000000	0	0	NaN	0	0	NaN	1	0	0.000000	0	0	NaN	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	170	169	0.994118
sim_022	5730	46	0.008028	280	16	0.057143	131	15	0.114504	58	8	0.137931	37	3	0.081081	18	6	0.333333	12	5	0.416667	13	5	0.384615	11	6	0.545455	8	5	0.625000	9	5	0.555556	5	5	1.000000	5	4	0.800000	2	2	1.000000	4	2	0.500000	3	1	0.333333	1	1	1.000000	3	0	0.000000	1	1	1.000000	62	62	1.000000
sim_023	169	6	0.035503	50	3	0.060000	40	4	0.100000	29	2	0.068966	21	6	0.285714	23	6	0.260870	10	2	0.200000	13	6	0.461538	4	2	0.500000	7	4	0.571429	4	1	0.250000	2	1	0.500000	2	2	1.000000	1	0	0.000000	1	1	1.000000	0	0	NaN	0	0	NaN	2	2	1.000000	0	0	NaN	150	150	1.000000
sim_024	24297	72	0.002963	299	23	0.076923	114	12	0.105263	52	12	0.230769	29	7	0.241379	12	0	0.000000	18	5	0.277778	9	3	0.333333	7	6	0.857143	7	4	0.571429	5	2	0.400000	2	0	0.000000	4	2	0.500000	5	4	0.800000	2	0	0.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	0	0	NaN	43	43	1.000000
sim_025	10119	39	0.003854	249	14	0.056225	111	12	0.108108	66	11	0.166667	32	13	0.406250	24	6	0.250000	14	5	0.357143	10	5	0.500000	8	3	0.375000	8	2	0.250000	5	5	1.000000	7	2	0.285714	4	3	0.750000	3	2	0.666667	2	2	1.000000	3	2	0.666667	2	2	1.000000	2	2	1.000000	0	0	NaN	68	68	1.000000
sim_026	6492	35	0.005391	277	26	0.093863	121	13	0.107438	63	14	0.222222	22	2	0.090909	24	5	0.208333	21	7	0.333333	9	5	0.555556	12	6	0.500000	13	3	0.230769	2	2	1.000000	5	4	0.800000	3	0	0.000000	3	1	0.333333	3	2	0.666667	3	2	0.666667	2	2	1.000000	1	1	1.000000	3	3	1.000000	65	65	1.000000
sim_027	68	0	0.000000	13	1	0.076923	24	5	0.208333	20	1	0.050000	25	9	0.360000	24	9	0.375000	17	4	0.235294	11	3	0.272727	3	0	0.000000	7	3	0.428571	2	1	0.500000	5	2	0.400000	1	0	0.000000	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	158	158	1.000000
sim_028	39	0	0.000000	3	1	0.333333	22	4	0.181818	21	3	0.142857	17	5	0.294118	28	8	0.285714	22	4	0.181818	14	5	0.357143	7	4	0.571429	6	3	0.500000	3	2	0.666667	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	1	0	0.000000	1	0	0.000000	0	0	NaN	0	0	NaN	157	157	1.000000
sim_029	107	0	0.000000	47	5	0.106383	37	8	0.216216	23	4	0.173913	30	8	0.266667	21	6	0.285714	16	4	0.250000	11	2	0.181818	6	3	0.500000	7	2	0.285714	4	3	0.750000	4	1	0.250000	1	1	1.000000	0	0	NaN	1	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	150	150	1.000000
sim_030	622	11	0.017685	141	12	0.085106	94	11	0.117021	61	12	0.196721	34	6	0.176471	23	4	0.173913	13	4	0.307692	17	6	0.352941	4	1	0.250000	8	5	0.625000	2	1	0.500000	7	5	0.714286	1	1	1.000000	6	4	0.666667	3	2	0.666667	0	0	NaN	4	3	0.750000	0	0	NaN	0	0	NaN	110	110	1.000000
sim_032	1907	14	0.007341	153	11	0.071895	82	11	0.134146	47	10	0.212766	37	11	0.297297	23	4	0.173913	12	4	0.333333	9	2	0.222222	13	6	0.461538	8	5	0.625000	7	2	0.285714	7	3	0.428571	2	2	1.000000	4	3	0.750000	2	2	1.000000	4	3	0.750000	3	3	1.000000	3	3	1.000000	1	0	0.000000	99	99	1.000000
sim_033	9253	43	0.004647	311	16	0.051447	150	20	0.133333	59	12	0.203390	37	11	0.297297	19	5	0.263158	7	4	0.571429	13	3	0.230769	9	7	0.777778	4	3	0.750000	3	0	0.000000	2	1	0.500000	4	3	0.750000	3	3	1.000000	0	0	NaN	4	3	0.750000	4	4	1.000000	2	0	0.000000	0	0	NaN	60	60	1.000000
sim_035	443	7	0.015801	106	12	0.113208	83	8	0.096386	47	6	0.127660	38	12	0.315789	18	6	0.333333	31	8	0.258065	12	2	0.166667	9	4	0.444444	6	2	0.333333	8	4	0.500000	10	7	0.700000	3	3	1.000000	5	2	0.400000	3	1	0.333333	1	1	1.000000	5	5	1.000000	0	0	NaN	2	2	1.000000	106	106	1.000000
sim_036	64	2	0.031250	39	2	0.051282	64	9	0.140625	54	12	0.222222	30	7	0.233333	32	7	0.218750	19	8	0.421053	18	5	0.277778	11	3	0.272727	4	1	0.250000	3	2	0.666667	2	2	1.000000	4	2	0.500000	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	136	136	1.000000
sim_037	4225	27	0.006391	252	17	0.067460	119	15	0.126050	58	7	0.120690	42	10	0.238095	24	9	0.375000	22	6	0.272727	13	5	0.384615	8	5	0.625000	10	8	0.800000	6	2	0.333333	5	4	0.800000	4	2	0.500000	3	2	0.666667	5	2	0.400000	2	2	1.000000	2	2	1.000000	4	4	1.000000	0	0	NaN	69	69	1.000000
sim_038	14593	50	0.003426	235	17	0.072340	105	12	0.114286	35	9	0.257143	38	10	0.263158	29	10	0.344828	12	2	0.166667	12	3	0.250000	4	0	0.000000	4	3	0.750000	8	4	0.500000	4	2	0.500000	5	1	0.200000	5	3	0.600000	5	3	0.600000	2	2	1.000000	0	0	NaN	3	3	1.000000	1	1	1.000000	63	63	1.000000
sim_039	72	1	0.013889	17	1	0.058824	15	0	0.000000	20	6	0.300000	19	2	0.105263	12	5	0.416667	6	4	0.666667	10	5	0.500000	6	0	0.000000	2	1	0.500000	2	0	0.000000	2	0	0.000000	2	2	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	169	169	1.000000
sim_040	7630	34	0.004456	226	17	0.075221	90	8	0.088889	53	11	0.207547	31	13	0.419355	28	8	0.285714	11	2	0.181818	22	5	0.227273	5	4	0.800000	4	1	0.250000	7	5	0.714286	3	1	0.333333	1	1	1.000000	0	0	NaN	3	2	0.666667	2	1	0.500000	2	1	0.500000	2	2	1.000000	1	1	1.000000	81	81	1.000000
sim_041	25573	86	0.003363	366	24	0.065574	113	11	0.097345	51	11	0.215686	22	4	0.181818	17	5	0.294118	11	2	0.181818	11	5	0.454545	10	3	0.300000	2	1	0.500000	2	0	0.000000	3	1	0.333333	1	1	1.000000	4	4	1.000000	1	1	1.000000	1	1	1.000000	3	2	0.666667	1	1	1.000000	1	1	1.000000	34	34	1.000000
sim_042	46	0	0.000000	43	2	0.046512	46	5	0.108696	40	7	0.175000	27	3	0.111111	15	6	0.400000	18	7	0.388889	10	3	0.300000	9	5	0.555556	5	3	0.600000	3	1	0.333333	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	149	149	1.000000
sim_043	34073	104	0.003052	316	19	0.060127	103	15	0.145631	41	6	0.146341	30	6	0.200000	15	1	0.066667	14	4	0.285714	6	6	1.000000	8	3	0.375000	3	2	0.666667	0	0	NaN	5	2	0.400000	3	2	0.666667	1	0	0.000000	1	0	0.000000	3	3	1.000000	2	1	0.500000	1	1	1.000000	1	1	1.000000	22	22	1.000000
sim_044	6300	40	0.006349	296	18	0.060811	122	11	0.090164	59	11	0.186441	45	8	0.177778	24	12	0.500000	11	5	0.454545	8	3	0.375000	10	5	0.500000	5	3	0.600000	6	3	0.500000	5	4	0.800000	1	1	1.000000	1	0	0.000000	2	2	1.000000	0	0	NaN	1	0	0.000000	1	1	1.000000	0	0	NaN	71	71	1.000000
sim_045	448	8	0.017857	116	6	0.051724	92	15	0.163043	42	10	0.238095	34	6	0.176471	24	3	0.125000	16	2	0.125000	14	7	0.500000	14	8	0.571429	4	2	0.500000	2	0	0.000000	10	5	0.500000	1	1	1.000000	3	3	1.000000	2	2	1.000000	1	0	0.000000	3	2	0.666667	0	0	NaN	1	1	1.000000	117	117	1.000000
sim_046	18	0	0.000000	5	0	0.000000	13	0	0.000000	10	2	0.200000	11	2	0.181818	22	7	0.318182	8	3	0.375000	8	3	0.375000	4	0	0.000000	6	3	0.500000	2	2	1.000000	4	2	0.500000	2	2	1.000000	1	1	1.000000	0	0	NaN	2	2	1.000000	0	0	NaN	2	2	1.000000	0	0	NaN	167	167	1.000000
sim_047	514	4	0.007782	74	2	0.027027	67	10	0.149254	37	5	0.135135	30	9	0.300000	20	6	0.300000	21	5	0.238095	17	8	0.470588	9	5	0.555556	3	1	0.333333	5	1	0.200000	3	1	0.333333	2	2	1.000000	4	4	1.000000	2	2	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	131	131	1.000000
sim_049	2687	19	0.007071	174	10	0.057471	96	15	0.156250	55	8	0.145455	33	8	0.242424	29	9	0.310345	18	9	0.500000	13	5	0.384615	7	5	0.714286	8	2	0.250000	6	1	0.166667	3	1	0.333333	1	0	0.000000	3	3	1.000000	1	0	0.000000	3	2	0.666667	3	2	0.666667	0	0	NaN	2	2	1.000000	97	97	1.000000
sim_050	11291	50	0.004428	306	22	0.071895	120	10	0.083333	56	13	0.232143	34	11	0.323529	19	7	0.368421	19	6	0.315789	11	5	0.454545	5	2	0.400000	9	4	0.444444	5	4	0.800000	5	2	0.400000	6	2	0.333333	3	2	0.666667	1	0	0.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	2	2	1.000000	51	51	1.000000
sim_051	1209	17	0.014061	148	13	0.087838	87	9	0.103448	71	16	0.225352	44	7	0.159091	25	4	0.160000	9	5	0.555556	13	4	0.307692	7	1	0.142857	6	5	0.833333	5	1	0.200000	5	4	0.800000	7	5	0.714286	5	2	0.400000	3	2	0.666667	5	3	0.600000	2	1	0.500000	0	0	NaN	1	1	1.000000	99	98	0.989899
sim_052	14152	50	0.003533	250	15	0.060000	84	8	0.095238	58	11	0.189655	25	5	0.200000	20	3	0.150000	21	12	0.571429	9	2	0.222222	6	2	0.333333	7	5	0.714286	5	3	0.600000	5	3	0.600000	3	2	0.666667	2	2	1.000000	4	3	0.750000	4	4	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	63	63	1.000000
sim_053	346	4	0.011561	52	5	0.096154	30	4	0.133333	30	3	0.100000	30	8	0.266667	19	7	0.368421	10	2	0.200000	10	4	0.400000	11	4	0.363636	7	4	0.571429	2	2	1.000000	3	1	0.333333	2	1	0.500000	3	0	0.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	146	146	1.000000
sim_054	60	0	0.000000	19	1	0.052632	15	2	0.133333	12	1	0.083333	9	0	0.000000	20	5	0.250000	8	3	0.375000	4	3	0.750000	5	3	0.600000	6	5	0.833333	7	2	0.285714	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	168	168	1.000000
sim_055	5338	24	0.004496	190	12	0.063158	83	11	0.132530	39	6	0.153846	29	8	0.275862	20	5	0.250000	20	8	0.400000	9	3	0.333333	14	7	0.500000	5	3	0.600000	5	1	0.200000	3	2	0.666667	5	1	0.200000	5	5	1.000000	0	0	NaN	3	1	0.333333	1	1	1.000000	3	3	1.000000	1	1	1.000000	96	96	1.000000
sim_056	52070	113	0.002170	220	18	0.081818	63	7	0.111111	40	11	0.275000	29	3	0.103448	14	5	0.357143	1	0	0.000000	5	1	0.200000	5	0	0.000000	1	0	0.000000	7	5	0.714286	2	2	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	2	2	1.000000	27	27	1.000000
sim_057	104	3	0.028846	41	2	0.048780	35	0	0.000000	39	7	0.179487	33	12	0.363636	30	6	0.200000	19	8	0.421053	7	2	0.285714	14	6	0.428571	7	2	0.285714	4	4	1.000000	11	6	0.545455	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	1	1	1.000000	138	138	1.000000
sim_058	76	0	0.000000	13	0	0.000000	9	3	0.333333	27	6	0.222222	11	2	0.181818	14	4	0.285714	7	2	0.285714	6	2	0.333333	7	3	0.428571	4	1	0.250000	6	5	0.833333	0	0	NaN	4	2	0.500000	1	0	0.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	167	167	1.000000
sim_059	25326	85	0.003356	272	22	0.080882	77	7	0.090909	39	5	0.128205	12	2	0.166667	18	6	0.333333	13	4	0.307692	6	1	0.166667	2	1	0.500000	10	4	0.400000	6	2	0.333333	4	3	0.750000	4	3	0.750000	3	3	1.000000	2	1	0.500000	2	1	0.500000	2	2	1.000000	0	0	NaN	3	2	0.666667	45	44	0.977778
sim_060	13371	58	0.004338	322	22	0.068323	125	15	0.120000	59	10	0.169492	32	7	0.218750	22	6	0.272727	14	4	0.285714	8	4	0.500000	4	2	0.500000	5	4	0.800000	1	1	1.000000	4	3	0.750000	3	1	0.333333	5	3	0.600000	2	0	0.000000	2	2	1.000000	4	4	1.000000	1	1	1.000000	2	2	1.000000	49	49	1.000000
sim_061	64085	136	0.002122	146	9	0.061644	48	4	0.083333	31	8	0.258065	17	4	0.235294	5	2	0.400000	7	2	0.285714	3	1	0.333333	6	2	0.333333	1	0	0.000000	3	1	0.333333	1	1	1.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	23	23	1.000000
sim_062	4593	22	0.004790	163	13	0.079755	116	18	0.155172	55	6	0.109091	38	7	0.184211	23	6	0.260870	17	4	0.235294	13	8	0.615385	9	2	0.222222	6	3	0.500000	6	2	0.333333	5	3	0.600000	1	1	1.000000	4	2	0.500000	1	1	1.000000	2	2	1.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	97	97	1.000000
sim_063	480	10	0.020833	84	4	0.047619	53	10	0.188679	39	7	0.179487	33	7	0.212121	19	4	0.210526	20	8	0.400000	9	3	0.333333	9	2	0.222222	11	4	0.363636	9	5	0.555556	3	1	0.333333	5	2	0.400000	0	0	NaN	2	1	0.500000	1	1	1.000000	1	0	0.000000	0	0	NaN	0	0	NaN	129	129	1.000000
sim_064	4433	34	0.007670	321	32	0.099688	120	10	0.083333	58	10	0.172414	33	10	0.303030	24	4	0.166667	20	5	0.250000	13	6	0.461538	9	5	0.555556	7	3	0.428571	5	2	0.400000	3	1	0.333333	3	3	1.000000	2	1	0.500000	0	0	NaN	2	1	0.500000	0	0	NaN	1	0	0.000000	2	2	1.000000	69	69	1.000000
sim_065	55	0	0.000000	31	1	0.032258	27	2	0.074074	26	7	0.269231	19	5	0.263158	15	3	0.200000	31	13	0.419355	7	3	0.428571	10	4	0.400000	3	1	0.333333	1	0	0.000000	3	2	0.666667	2	1	0.500000	2	1	0.500000	1	1	1.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	0	0	NaN	153	153	1.000000
sim_066	1081	8	0.007401	73	4	0.054795	57	6	0.105263	48	11	0.229167	26	4	0.153846	26	10	0.384615	13	2	0.153846	8	2	0.250000	9	3	0.333333	6	3	0.500000	6	3	0.500000	0	0	NaN	2	2	1.000000	1	1	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	132	132	1.000000
sim_067	6716	34	0.005063	232	18	0.077586	96	11	0.114583	47	8	0.170213	40	9	0.225000	32	11	0.343750	17	2	0.117647	23	9	0.391304	8	1	0.125000	6	2	0.333333	6	4	0.666667	3	2	0.666667	3	3	1.000000	2	2	1.000000	2	2	1.000000	1	0	0.000000	1	1	1.000000	2	1	0.500000	1	1	1.000000	77	77	1.000000
sim_068	2332	21	0.009005	215	16	0.074419	106	17	0.160377	56	9	0.160714	33	9	0.272727	22	5	0.227273	19	6	0.315789	11	4	0.363636	8	2	0.250000	10	4	0.400000	4	4	1.000000	2	1	0.500000	2	1	0.500000	3	0	0.000000	3	2	0.666667	0	0	NaN	3	3	1.000000	0	0	NaN	1	1	1.000000	93	93	1.000000
sim_069	32966	86	0.002609	260	17	0.065385	121	20	0.165289	40	5	0.125000	26	6	0.230769	18	6	0.333333	13	5	0.384615	10	4	0.400000	3	2	0.666667	5	2	0.400000	4	1	0.250000	2	2	1.000000	2	2	1.000000	3	2	0.666667	3	3	1.000000	0	0	NaN	2	1	0.500000	1	1	1.000000	1	0	0.000000	33	33	1.000000
sim_070	360	4	0.011111	73	5	0.068493	51	9	0.176471	40	6	0.150000	41	10	0.243902	26	7	0.269231	9	2	0.222222	10	3	0.300000	7	3	0.428571	7	4	0.571429	7	3	0.428571	2	1	0.500000	4	3	0.750000	3	2	0.666667	1	1	1.000000	2	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	135	135	1.000000
sim_071	112	3	0.026786	41	2	0.048780	46	6	0.130435	36	7	0.194444	38	8	0.210526	25	4	0.160000	14	2	0.142857	12	5	0.416667	8	3	0.375000	12	8	0.666667	9	6	0.666667	2	2	1.000000	2	1	0.500000	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	139	139	1.000000
sim_072	106	0	0.000000	55	1	0.018182	65	5	0.076923	28	8	0.285714	30	10	0.333333	16	3	0.187500	13	2	0.153846	13	4	0.307692	9	7	0.777778	6	6	1.000000	3	2	0.666667	3	2	0.666667	4	1	0.250000	3	2	0.666667	1	1	1.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	0	0	NaN	142	142	1.000000
sim_073	3756	26	0.006922	185	11	0.059459	71	8	0.112676	66	10	0.151515	28	5	0.178571	20	2	0.100000	12	4	0.333333	9	4	0.444444	9	4	0.444444	6	5	0.833333	6	4	0.666667	8	5	0.625000	5	4	0.800000	1	1	1.000000	3	2	0.666667	1	0	0.000000	4	4	1.000000	1	1	1.000000	2	2	1.000000	96	96	1.000000
sim_074	17549	70	0.003989	272	14	0.051471	110	10	0.090909	48	9	0.187500	23	4	0.173913	11	4	0.363636	20	4	0.200000	4	3	0.750000	7	4	0.571429	5	2	0.400000	3	2	0.666667	3	2	0.666667	2	2	1.000000	0	0	NaN	2	2	1.000000	2	2	1.000000	2	1	0.500000	2	2	1.000000	4	4	1.000000	57	57	1.000000
sim_075	3777	26	0.006884	195	17	0.087179	74	6	0.081081	61	6	0.098361	35	8	0.228571	23	6	0.260870	9	5	0.555556	14	5	0.357143	5	3	0.600000	8	4	0.500000	2	0	0.000000	6	4	0.666667	7	4	0.571429	2	0	0.000000	1	1	1.000000	1	1	1.000000	2	2	1.000000	2	2	1.000000	1	1	1.000000	97	97	1.000000
