item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -60352.1 1.329615 57.51111 -60351.0 -60468.4 -60248.1 374257.5 1870.904 NaN     
prior                -3875.68 1.433753 59.00396 -3874.77 -3989.40 -3762.47 413436.2 1693.610 NaN     
likelihood           -56476.4 0.542832 28.58211 -56476.6 -56531.0 -56419.3 252560.2 2772.407 NaN     
rootHeight           1.799402 0.000842 0.049848 1.793521 1.711462 1.903404 200000   3501     1.798719
age(root)            2014.011 0.000842 0.049848 2014.017 2013.907 2014.099 200000   3501     2014.011
treeLength           134.0451 0.059852 2.481011 134.0467 129.4571 139.0612 407500.2 1718.281 134.0221
skygrid.precision    12.4882  2.74E-6  3.42E-6  12.4882  12.4882  12.4882  44852206 1.561127 12.4882 
skygrid.logPopSize1  -0.61935 0.007623 0.432026 -0.63166 -1.47634 0.206986 217979.5 3212.228 NaN     
skygrid.logPopSize2  -0.48990 0.005975 0.337481 -0.49762 -1.13495 0.17683  219482.4 3190.231 NaN     
skygrid.logPopSize3  -0.21635 0.004633 0.260655 -0.22778 -0.69325 0.323493 221258.7 3164.620 NaN     
skygrid.logPopSize4  0.020785 0.003586 0.198404 0.018883 -0.37017 0.401927 228787.8 3060.476 NaN     
skygrid.logPopSize5  0.200072 0.002592 0.151687 0.198812 -0.07479 0.515342 204457.6 3424.670 NaN     
skygrid.logPopSize6  0.360389 0.003011 0.15992  0.360079 0.056537 0.675887 248249.8 2820.545 NaN     
skygrid.logPopSize7  0.808159 0.002823 0.167026 0.803554 0.488578 1.141171 200000   3501     0.790138
skygrid.logPopSize8  1.266304 0.002425 0.139048 1.266924 1.002001 1.55018  213006.1 3287.229 1.258576
skygrid.logPopSize9  1.254278 0.00231  0.120217 1.252222 1.024879 1.499704 258485.6 2708.854 1.248455
skygrid.logPopSize10 1.598061 0.002133 0.115956 1.597566 1.367588 1.815056 237031.3 2954.039 1.593849
skygrid.logPopSize11 2.332762 0.002273 0.13076  2.330598 2.088666 2.598424 211506.7 3310.532 2.329096
skygrid.logPopSize12 2.457538 0.002323 0.130028 2.458107 2.208228 2.716172 223390.9 3134.415 2.454092
skygrid.logPopSize13 2.696735 0.002005 0.114909 2.695945 2.486822 2.933755 213244.5 3283.553 2.694286
skygrid.logPopSize14 2.435394 0.002115 0.113335 2.434565 2.225169 2.66076  243949.4 2870.267 2.432757
skygrid.logPopSize15 1.621359 0.002519 0.120294 1.621852 1.386221 1.854858 307008.6 2280.717 1.616859
skygrid.logPopSize16 1.091454 0.00265  0.141591 1.091488 0.817691 1.367819 245298.7 2854.478 1.08209 
skygrid.logPopSize17 0.163673 0.003108 0.158256 0.162949 -0.14967 0.471122 270063.0 2592.728 NaN     
skygrid.logPopSize18 -0.65078 0.004138 0.190164 -0.65861 -1.03312 -0.28796 331512.7 2112.135 NaN     
skygrid.logPopSize19 -0.74389 0.004039 0.220911 -0.74549 -1.16277 -0.30691 234032.4 2991.893 NaN     
skygrid.logPopSize20 -0.87365 0.004737 0.262585 -0.87144 -1.39612 -0.38337 227850.9 3073.061 NaN     
skygrid.logPopSize21 -1.12261 0.00576  0.340798 -1.11778 -1.80948 -0.47622 200000   3501     NaN     
skygrid.logPopSize22 -1.22803 0.007029 0.415878 -1.22108 -2.06767 -0.44072 200000   3501     NaN     
skygrid.logPopSize23 -1.24646 0.00854  0.505332 -1.23680 -2.17050 -0.19080 200000   3501     NaN     
skygrid.logPopSize24 -1.24965 0.009728 0.575617 -1.23040 -2.35437 -0.15061 200000   3501     NaN     
skygrid.logPopSize25 -1.24951 0.010867 0.643011 -1.25260 -2.49163 0.02313  200000   3501     NaN     
skygrid.cutOff       2        0        0        2        2        2        NaN      NaN      2       
kappa                10.34000 0.009137 0.52489  10.31364 9.357829 11.38758 212184.5 3299.957 10.32677
frequencies1         0.312229 5.81E-5  0.003264 0.312172 0.305532 0.318319 221590.0 3159.888 0.312212
frequencies2         0.220155 4.8E-5   0.002833 0.220152 0.214971 0.225784 200875.1 3485.747 0.220137
frequencies3         0.200764 4.58E-5  0.002696 0.200775 0.195537 0.206018 201681.7 3471.807 0.200746
frequencies4         0.266851 5.39E-5  0.003089 0.266816 0.261014 0.273043 212937.8 3288.283 0.266833
alpha                0.24851  0.000394 0.023307 0.247004 0.20314  0.294101 200015.8 3500.722 0.247427
clock.rate           0.001131 6.96E-7  3.19E-5  0.001131 0.001074 0.001198 332501.0 2105.857 0.001131
meanRate             0.001131 6.96E-7  3.19E-5  0.001131 0.001074 0.001198 332501.0 2105.857 0.001131
treeLikelihood       -56476.4 0.542832 28.58211 -56476.6 -56531.0 -56419.3 252560.2 2772.407 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -3863.73 1.433585 59.00022 -3862.78 -3977.07 -3750.13 413391.3 1693.794 NaN     
