#node	date	numeric date
NODE_0000019	2021-07-23	2021.556584
NODE_0000000	2022-10-22	2022.807972
TIP_6|2024-01-26	2024-01-26	2024.069672
NODE_0000001	2023-06-19	2023.465488
NODE_0000002	2023-10-08	2023.767244
NODE_0000003	2023-11-01	2023.833075
NODE_0000004	2023-12-26	2023.983736
TIP_82|2024-01-19	2024-01-19	2024.050546
NODE_0000005	2024-01-07	2024.018199
TIP_2|2024-02-29	2024-02-29	2024.162568
TIP_13|2024-02-09	2024-02-09	2024.107923
NODE_0000006	2023-11-17	2023.879063
TIP_35|2024-01-08	2024-01-08	2024.020492
NODE_0000007	2023-12-14	2023.951633
TIP_5|2024-01-02	2024-01-02	2024.004098
NODE_0000008	2024-02-06	2024.099727
TIP_73|2024-02-06	2024-02-06	2024.099727
TIP_97|2024-02-23	2024-02-23	2024.146175
NODE_0000009	2023-12-29	2023.993487
TIP_64|2024-01-31	2024-01-31	2024.083333
NODE_0000010	2024-01-25	2024.067848
NODE_0000011	2024-02-10	2024.109680
TIP_61|2024-03-20	2024-03-20	2024.217213
TIP_72|2024-02-22	2024-02-22	2024.143443
NODE_0000012	2024-04-15	2024.289206
TIP_8|2024-06-24	2024-06-24	2024.479508
NODE_0000013	2024-05-13	2024.364754
TIP_42|2024-05-13	2024-05-13	2024.364754
NODE_0000014	2024-05-30	2024.410120
TIP_50|2024-06-29	2024-06-29	2024.493169
NODE_0000015	2024-07-04	2024.507833
TIP_16|2024-07-26	2024-07-26	2024.566940
TIP_65|2024-07-16	2024-07-16	2024.539617
NODE_0000016	2024-01-07	2024.016606
NODE_0000021	2024-01-23	2024.061475
TIP_14|2024-01-23	2024-01-23	2024.061475
NODE_0000020	2024-01-24	2024.064028
NODE_0000017	2024-02-23	2024.146045
TIP_68|2024-03-23	2024-03-23	2024.225410
NODE_0000018	2024-03-07	2024.181477
TIP_78|2024-03-13	2024-03-13	2024.198087
TIP_94|2024-03-07	2024-03-07	2024.181694
NODE_0000024	2024-01-24	2024.065487
TIP_55|2024-03-16	2024-03-16	2024.206284
NODE_0000022	2024-03-08	2024.184881
NODE_0000026	2024-03-21	2024.219945
TIP_34|2024-03-21	2024-03-21	2024.219945
TIP_3|2024-03-30	2024-03-30	2024.244536
NODE_0000028	2024-03-08	2024.184881
TIP_96|2024-05-19	2024-05-19	2024.381148
NODE_0000023	2024-05-03	2024.337432
TIP_62|2024-05-05	2024-05-05	2024.342896
TIP_43|2024-05-03	2024-05-03	2024.337432
NODE_0000027	2024-03-13	2024.198480
TIP_69|2024-03-17	2024-03-17	2024.209016
NODE_0000036	2024-03-24	2024.228142
TIP_85|2024-03-24	2024-03-24	2024.228142
NODE_0000039	2024-04-01	2024.250000
TIP_21|2024-04-01	2024-04-01	2024.250000
NODE_0000040	2024-04-01	2024.250642
TIP_31|2024-05-06	2024-05-06	2024.345628
TIP_88|2024-06-08	2024-06-08	2024.435792
NODE_0000031	2024-01-19	2024.049641
TIP_33|2024-01-23	2024-01-23	2024.061475
NODE_0000032	2024-02-23	2024.146097
NODE_0000033	2024-03-17	2024.209016
TIP_53|2024-03-17	2024-03-17	2024.209016
NODE_0000034	2024-04-16	2024.289793
TIP_100|2024-05-19	2024-05-19	2024.381148
