#node	date	numeric date
NODE_0000002	2013-06-09	2013.436307
NODE_0000114	2013-12-01	2013.915817
NODE_0000115	2014-01-18	2014.047068
KU729217.2|2015-11-18	2015-11-18	2015.880822
BRA_2016_FC-DQ75D1-URI|2016-04-04	2016-04-04	2016.258197
NODE_0000116	2014-03-15	2014.201413
ZBRA105|2015-02-23	2015-02-23	2015.146575
NODE_0000117	2015-07-29	2015.574165
DOM_2016_MA-WGS16-020-SER|2016-06-30	2016-06-30	2016.495902
NODE_0000118	2015-08-24	2015.645757
DOM_2016_BB-0433-SER|2016-06-13	2016-06-13	2016.449454
NODE_0000119	2015-09-11	2015.694035
NODE_0000123	2016-02-18	2016.131586
DOM_2016_MA-WGS16-011-SER|2016-06-06	2016-06-06	2016.430328
DOM_2016_MA-WGS16-024-SER|2016-07-07	2016-07-07	2016.515027
NODE_0000140	2015-10-16	2015.790289
DOM_2016_BB-0091-SER|2016-04-07	2016-04-07	2016.266393
DOM_2016_MA-WGS16-013-SER|2016-06-15	2016-06-15	2016.454918
NODE_0000128	2015-09-25	2015.731640
DOM_2016_BB-0436-PLA|2016-06-14	2016-06-14	2016.452186
NODE_0000010	2015-09-25	2015.731640
DOM_2016_MA-WGS16-014-SER|2016-06-18	2016-06-18	2016.463115
NODE_0000129	2016-04-11	2016.277322
DOM_2016_BB-0115-SER|2016-04-11	2016-04-11	2016.277322
DOM_2016_BB-0115-URI|2016-04-11	2016-04-11	2016.277322
NODE_0000014	2015-09-12	2015.696080
NODE_0000134	2015-10-22	2015.806844
USA_2016_FL-039-URI|2016-08-17	2016-08-17	2016.627049
NODE_0000135	2016-01-13	2016.034717
KU853012.1|2016-02-01	2016-02-01	2016.086066
KU853013.1|2016-02-01	2016-02-01	2016.086066
NODE_0000017	2015-09-12	2015.696080
NODE_0000021	2015-09-16	2015.707578
NODE_0000127	2015-12-08	2015.936426
DOM_2016_BB-0183-SER|2016-04-18	2016-04-18	2016.296448
DOM_2016_BB-0269-SER|2016-04-27	2016-04-27	2016.321038
NODE_0000145	2016-02-19	2016.134786
DOM_2016_BB-0071-SER|2016-04-05	2016-04-05	2016.260929
DOM_2016_BB-0071-URI|2016-04-05	2016-04-05	2016.260929
NODE_0000024	2015-09-12	2015.696080
KX269878.1|2016-02-01	2016-02-01	2016.086066
NODE_0000025	2015-09-12	2015.696080
DOM_2016_BB-0085-URI|2016-04-07	2016-04-07	2016.266393
NODE_0000026	2015-09-12	2015.696080
JAM_2016_MA-WGS16-038-SER|2016-09-26	2016-09-26	2016.736339
NODE_0000028	2015-09-12	2015.696080
NODE_0000120	2016-04-05	2016.260929
DOM_2016_BB-0076-SER|2016-04-05	2016-04-05	2016.260929
DOM_2016_BB-0076-URI|2016-04-05	2016-04-05	2016.260929
NODE_0000032	2015-09-12	2015.698164
NODE_0000141	2016-05-24	2016.394809
DOM_2016_BB-0428-PLA|2016-06-13	2016-06-13	2016.449454
DOM_2016_MA-WGS16-009-SER|2016-05-24	2016-05-24	2016.394809
NODE_0000038	2015-09-12	2015.698164
JAM_2016_WI-JM6-SER|2016-06-13	2016-06-13	2016.449454
NODE_0000124	2016-09-14	2016.703846
DOM_2016_MA-WGS16-036-SER|2016-09-22	2016-09-22	2016.725410
DOM_2016_MA-WGS16-040-SER|2016-10-06	2016-10-06	2016.763661
NODE_0000040	2015-09-11	2015.694207
NODE_0000136	2015-10-04	2015.757345
DOM_2016_BB-0216-SER|2016-04-21	2016-04-21	2016.304645
NODE_0000137	2016-04-18	2016.296448
DOM_2016_BB-0180-SER|2016-04-18	2016-04-18	2016.296448
DOM_2016_BB-0180-URI|2016-04-18	2016-04-18	2016.296448
NODE_0000147	2015-09-20	2015.718660
NODE_0000149	2015-10-10	2015.773291
NODE_0000150	2016-02-17	2016.130004
DOM_2016_BB-0208-SER|2016-04-20	2016-04-20	2016.301913
DOM_2016_MA-WGS16-007-SER|2016-05-10	2016-05-10	2016.356557
NODE_0000151	2016-06-23	2016.475898
JAM_2016_MA-WGS16-039-SER|2016-09-28	2016-09-28	2016.741803
JAM_2016_MA-WGS16-041-SER|2016-10-12	2016-10-12	2016.780055
NODE_0000048	2015-09-20	2015.718660
NODE_0000050	2015-09-20	2015.718660
JAM_2016_MA-WGS16-025-SER|2016-07-10	2016-07-10	2016.523224
NODE_0000153	2016-06-23	2016.476170
USA_2016_FL-05-MOS|2016-09-09	2016-09-09	2016.689891
NODE_0000154	2016-07-20	2016.549461
NODE_0000058	2016-07-23	2016.557550
USA_2016_FL-032-URI|2016-08-05	2016-08-05	2016.594262
USA_2016_FL-03-MOS|2016-08-23	2016-08-23	2016.643443
NODE_0000156	2016-08-03	2016.588798
USA_2016_FL-04-MOS|2016-09-04	2016-09-04	2016.676230
USA_2016_MA-WGS16-034-SER|2016-08-15	2016-08-15	2016.621585
USA_2016_FL-035-URI|2016-08-03	2016-08-03	2016.588798
NODE_0000158	2015-11-06	2015.848259
NODE_0000159	2016-04-04	2016.258197
DOM_2016_BB-0059-SER|2016-04-04	2016-04-04	2016.258197
DOM_2016_MA-WGS16-031-SER|2016-08-17	2016-08-17	2016.627049
NODE_0000160	2016-04-21	2016.305304
USA_2016_FL-029-URI|2016-08-01	2016-08-01	2016.583333
NODE_0000161	2016-05-31	2016.413899
USA_2016_FL-028-SER|2016-08-01	2016-08-01	2016.583333
NODE_0000162	2016-06-08	2016.435921
NODE_0000046	2016-06-08	2016.435921
USA_2016_FL-038-URI|2016-08-05	2016-08-05	2016.594262
NODE_0000166	2016-06-22	2016.474811
USA_2016_FL-06-MOS|2016-09-20	2016-09-20	2016.719945
USA_2016_FL-01-MOS|2016-08-22	2016-08-22	2016.640710
NODE_0000069	2016-06-08	2016.435921
USA_2016_FL-010-URI|2016-06-22	2016-06-22	2016.474044
NODE_0000165	2016-06-11	2016.444335
USA_2016_FL-030-URI|2016-08-02	2016-08-02	2016.586066
HTI_2016_MA-WGS16-022-SER|2016-07-05	2016-07-05	2016.509563
NODE_0000073	2016-06-08	2016.435921
USA_2016_FL-036-SER|2016-08-04	2016-08-04	2016.591530
NODE_0000169	2016-06-24	2016.479223
USA_2016_FL-022-URI|2016-07-22	2016-07-22	2016.556011
NODE_0000077	2016-07-09	2016.519577
USA_2016_FL-08-MOS|2016-10-05	2016-10-05	2016.760929
NODE_0000078	2016-07-09	2016.519782
USA_2016_FL-021-URI|2016-07-19	2016-07-19	2016.547814
USA_2016_FL-02-MOS|2016-08-23	2016-08-23	2016.643443
NODE_0000112	2013-06-09	2013.436307
NODE_0000113	2013-07-11	2013.523714
KU527068.1|2015	2015-01-01	2015.000000
KU926310.1|2016-01-29	2016-01-29	2016.077869
NODE_0000109	2013-08-15	2013.619303
ZBRC321|2015-08-09	2015-08-09	2015.604110
NODE_0000111	2013-12-09	2013.939673
KX280026.1|2015	2015-01-01	2015.000000
ZBRX16|2016-04-25	2016-04-25	2016.315574
NODE_0000044	2013-10-11	2013.775488
NODE_0000103	2013-11-17	2013.878552
NODE_0000104	2014-01-30	2014.081941
BRA_2016_FC-5790-SER|2016-03-22	2016-03-22	2016.222678
NODE_0000089	2015-09-11	2015.694377
ZBRX127|2016-03-10	2016-03-10	2016.189891
DOM_2016_BB-0085-SER|2016-04-07	2016-04-07	2016.266393
NODE_0000106	2014-06-17	2014.458617
KX051563.1|2016-02-05	2016-02-05	2016.096995
NODE_0000107	2014-10-15	2014.787534
KU509998.3|2014-12-12	2014-12-12	2014.946575
NODE_0000108	2015-03-13	2015.196607
KU321639.1|2015-03-14	2015-03-14	2015.198630
ZBRC14|2016-01-15	2016-01-15	2016.039617
NODE_0000093	2013-10-11	2013.775488
NODE_0000096	2013-11-03	2013.838620
KU729218.1|2015-06-02	2015-06-02	2015.417808
NODE_0000097	2014-08-04	2014.589233
KX101061.1|2015-05	2015-05-01	2015.330137
NODE_0000098	2014-10-08	2014.769082
KX101060.1|2015-05	2015-05-01	2015.330137
NODE_0000099	2014-12-20	2014.967866
KU940224.1|2015-08-01	2015-08-01	2015.582192
NODE_0000100	2014-12-20	2014.967866
KU940228.1|2015-07-01	2015-07-01	2015.497260
NODE_0000101	2015-01-02	2015.003658
KU940227.1|2015-07-15	2015-07-15	2015.535616
KX101066.1|2015-05	2015-05-01	2015.330137
NODE_0000102	2013-10-11	2013.775488
NODE_0000015	2013-12-10	2013.942223
NODE_0000042	2016-02-25	2016.151639
ZBRX130|2016-03-22	2016-03-22	2016.222678
ZBRX137|2016-03-03	2016-03-03	2016.170765
ZBRX102|2016-02-25	2016-02-25	2016.151639
NODE_0000105	2013-12-10	2013.942223
NODE_0000011	2014-04-16	2014.289892
NODE_0000012	2014-07-28	2014.569900
ZBRX106|2016-03-07	2016-03-07	2016.181694
NODE_0000013	2015-04-17	2015.292576
KU365777.1|2015-07-21	2015-07-21	2015.552055
NODE_0000110	2015-07-01	2015.497260
KU707826.1|2015-07-01	2015-07-01	2015.497260
KU365779.1|2015-09-02	2015-09-02	2015.669863
NODE_0000000	2014-06-08	2014.434308
NODE_0000121	2014-06-08	2014.434308
KU312312.1|2015-10-02	2015-10-02	2015.752055
NODE_0000001	2016-04-12	2016.280055
BRA_2016_FC-6863-SER|2016-04-12	2016-04-12	2016.280055
BRA_2016_FC-6864-URI|2016-04-12	2016-04-12	2016.280055
NODE_0000003	2014-08-02	2014.585692
KU365778.1|2015-07-23	2015-07-23	2015.557534
NODE_0000004	2015-08-23	2015.643272
BRA_2016_FC-DQ122D1-PLA|2016-04-15	2016-04-15	2016.288251
NODE_0000005	2015-10-06	2015.764259
PRI_2016_MA-WGS16-005-SER|2016-04-12	2016-04-12	2016.280055
NODE_0000006	2015-11-11	2015.862857
NODE_0000009	2016-02-19	2016.134208
PRI_2016_MA-WGS16-004-SER|2016-04-13	2016-04-13	2016.282787
NODE_0000130	2016-02-19	2016.135087
PRI_2016_MA-WGS16-016-SER|2016-06-26	2016-06-26	2016.484973
BRA_2016_FC-DQ75D1-PLA|2016-04-04	2016-04-04	2016.258197
NODE_0000131	2015-11-11	2015.862857
BRA_2016_FC-DQ12D1-PLA|2016-03-15	2016-03-15	2016.203552
NODE_0000008	2015-11-11	2015.862857
BRA_2016_FC-DQ192D1-URI|2016-05-10	2016-05-10	2016.356557
BRA_2016_FC-DQ68D1-URI|2016-04-01	2016-04-01	2016.250000
NODE_0000016	2014-02-22	2014.144584
NODE_0000018	2014-05-03	2014.334949
ZBRC16|2016-01-19	2016-01-19	2016.050546
NODE_0000019	2014-08-04	2014.590776
BRA_2016_FC-5905-SER|2016-03-23	2016-03-23	2016.225410
BRA_2016_FC-6418-SER|2016-03-27	2016-03-27	2016.236339
NODE_0000138	2014-02-22	2014.144584
BRA_2016_FC-DQ5D1-URI|2016-03-14	2016-03-14	2016.200820
NODE_0000020	2015-03-10	2015.188074
NODE_0000142	2015-03-10	2015.188074
NODE_0000143	2015-03-10	2015.188074
NODE_0000034	2015-11-01	2015.834247
KU501216.1|2015-12-01	2015-12-01	2015.916438
KU501217.1|2015-11-01	2015-11-01	2015.834247
NODE_0000146	2015-03-10	2015.188074
HND_2016_HU-ME180-PLA|2016-06-13	2016-06-13	2016.449454
HND_2016_HU-ME137-PLA|2016-05-31	2016-05-31	2016.413934
NODE_0000027	2015-08-22	2015.640957
NODE_0000148	2015-09-14	2015.702548
UNK_2016_MA-WGS16-029-SER|2016-08-05	2016-08-05	2016.594262
NODE_0000029	2016-02-21	2016.140500
HND_2016_HU-ME152-SER|2016-06-06	2016-06-06	2016.430328
HND_2016_HU-ME59-PLA|2016-05-13	2016-05-13	2016.364754
NODE_0000030	2015-09-12	2015.698056
HND_2016_HU-ME136-PLA|2016-05-31	2016-05-31	2016.413934
NODE_0000031	2015-09-25	2015.733862
HND_2016_HU-ME50-PLA|2016-05-12	2016-05-12	2016.362022
NODE_0000152	2015-09-25	2015.733862
HND_2016_HU-ME167-PLA|2016-06-09	2016-06-09	2016.438525
HND_2016_HU-ME178-PLA|2016-06-10	2016-06-10	2016.441257
NODE_0000155	2015-03-10	2015.188074
NODE_0000022	2015-09-11	2015.693229
HND_2016_HU-SZ76-SER|2016-05-03	2016-05-03	2016.337432
NODE_0000023	2015-11-01	2015.834191
HND_2016_HU-ME171-PLA|2016-06-10	2016-06-10	2016.441257
NODE_0000163	2015-11-01	2015.834191
HND_2016_HU-ME172-PLA|2016-06-10	2016-06-10	2016.441257
HND_2016_HU-ME131-PLA|2016-05-28	2016-05-28	2016.405738
NODE_0000035	2015-08-23	2015.643651
NODE_0000036	2015-11-06	2015.848380
HND_2016_HU-ME156-SER|2016-06-07	2016-06-07	2016.433060
HND_2016_HU-ME58-PLA|2016-05-13	2016-05-13	2016.364754
NODE_0000037	2015-09-16	2015.707287
NODE_0000167	2016-04-21	2016.303319
HND_2016_HU-ME42-SER|2016-05-09	2016-05-09	2016.353825
USA_2016_FL-019-URI|2016-07-07	2016-07-07	2016.515027
NODE_0000039	2015-10-10	2015.773525
HND_2016_HU-ME38-PLA|2016-04-30	2016-04-30	2016.329235
NODE_0000170	2015-10-10	2015.773525
HND_2016_HU-ME33-PLA|2016-04-28	2016-04-28	2016.323770
HND_2016_HU-ME147-SER|2016-06-04	2016-06-04	2016.424863
NODE_0000171	2013-10-11	2013.775488
NODE_0000172	2013-10-11	2013.775488
NODE_0000079	2014-07-02	2014.500589
NODE_0000084	2014-08-07	2014.599071
BRA_2016_FC-DQ107D1-URI|2016-04-13	2016-04-13	2016.282787
NODE_0000085	2015-12-28	2015.991391
BRA_2016_FC-DQ60D1-PLA|2016-03-30	2016-03-30	2016.244536
BRA_2016_FC-DQ60D1-URI|2016-03-30	2016-03-30	2016.244536
NODE_0000176	2014-07-02	2014.500589
NODE_0000177	2014-07-02	2014.500589
BRA_2016_FC-DQ47D1-PLA|2016-03-28	2016-03-28	2016.239071
BRA_2016_FC-DQ28D1-URI|2016-03-21	2016-03-21	2016.219945
NODE_0000178	2014-07-02	2014.500589
BRA_2016_FC-DQ58D1-PLA|2016-03-30	2016-03-30	2016.244536
NODE_0000082	2016-03-23	2016.225410
BRA_2016_FC-DQ131D1-URI|2016-04-18	2016-04-18	2016.296448
BRA_2016_FC-DQ42D1-URI|2016-03-23	2016-03-23	2016.225410
NODE_0000086	2015-03-27	2015.234375
NODE_0000087	2015-09-10	2015.692920
ZBRX1|2016-04-18	2016-04-18	2016.296448
ZBRX4|2016-04-18	2016-04-18	2016.296448
NODE_0000088	2015-09-13	2015.700138
NODE_0000090	2015-09-13	2015.700138
ZBRX7|2016-04-19	2016-04-19	2016.299180
NODE_0000184	2015-11-03	2015.839272
ZBRX13|2016-04-24	2016-04-24	2016.312842
ZBRX103|2016-05-24	2016-05-24	2016.394809
NODE_0000185	2015-09-13	2015.700138
ZBRX2|2016-04-18	2016-04-18	2016.296448
NODE_0000186	2015-09-13	2015.700138
ZBRX11|2016-04-19	2016-04-19	2016.299180
NODE_0000187	2015-09-13	2015.700162
ZBRX12|2016-04-19	2016-04-19	2016.299180
