replicate	mu	alpha	tau	gamma_0	gamma_1	gamma_2	gamma_3	gamma_4	N_bar	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_002	0.6747503566333809	0.8601997146932953	0.47218259629101283	0.05848787446504993	0.8259629101283881	0.5121255349500713	0.9757489300998573	0.42796005706134094	0.6119828815977175	0.7475035663338089	0.1369472182596291	0.3024251069900143	0.19686162624821682	0.9315263908701854	0.514978601997147
sim_005	0.8174037089871612	0.4664764621968616	0.49072753209700426	0.26676176890156916	0.9914407988587732	0.11126961483594865	0.9415121255349501	0.41797432239657634	0.7589158345221113	0.12553495007132667	0.20542082738944364	0.456490727532097	0.5064194008559201	0.7118402282453637	0.5192582025677603
sim_007	0.7546362339514978	0.2781740370898716	0.47360912981455067	0.10271041369472182	0.9614835948644793	0.008559201141226819	0.5634807417974322	0.724679029957204	0.42368045649072755	0.4536376604850214	0.4051355206847361	0.5934379457917262	0.3437945791726106	0.8958630527817404	0.14978601997146934
sim_008	0.31383737517831667	0.1355206847360913	0.14693295292439373	0.6576319543509273	0.40228245363766046	0.6176890156918687	0.23109843081312412	0.8601997146932953	0.7874465049928673	0.7075606276747504	0.8673323823109843	0.3437945791726106	0.5649072753209701	0.1383737517831669	0.7517831669044223
sim_009	0.0456490727532097	0.289586305278174	0.9243937232524965	0.2253922967189729	0.4950071326676177	0.514978601997147	0.8445078459343794	0.9186875891583453	0.9015691868758916	0.7489300998573466	0.21255349500713266	0.8302425106990015	0.44650499286733236	0.49358059914407987	0.2268188302425107
sim_010	0.37089871611982883	0.9800285306704708	0.6419400855920114	0.2553495007132668	0.014265335235378032	0.8502139800285307	0.33238231098430815	0.7788873038516405	0.362339514978602	0.7475035663338089	0.0028530670470756064	0.28245363766048504	0.9015691868758916	0.985734664764622	0.7532097004279601
sim_011	0.11412268188302425	0.7075606276747504	0.8459343794579173	0.5449358059914408	0.6533523537803139	0.43794579172610554	0.43794579172610554	0.289586305278174	0.35235378031383735	0.15121255349500715	0.5977175463623395	0.025677603423680456	0.5649072753209701	0.9914407988587732	0.7303851640513552
sim_012	0.9015691868758916	0.18830242510699002	0.6718972895863052	0.5306704707560628	0.4122681883024251	0.14550641940085593	0.9643366619115549	0.9572039942938659	0.948644793152639	0.28815977175463625	0.17118402282453637	0.8716119828815977	0.43509272467902993	0.3181169757489301	0.03281027104136947
sim_013	0.9714693295292439	0.6562054208273894	0.7902995720399429	0.275320970042796	0.38231098430813126	0.5677603423680456	0.33951497860199714	0.025677603423680456	0.007132667617689016	0.43081312410841655	0.7517831669044223	0.7075606276747504	0.3666191155492154	0.3980028530670471	0.7118402282453637
sim_016	0.833095577746077	0.11269614835948645	0.4322396576319544	0.15263908701854492	0.9001426533523538	0.33951497860199714	0.4008559201141227	0.5278174037089871	0.48502139800285304	0.08701854493580599	0.41512125534950073	0.1768901569186876	0.8901569186875892	0.33666191155492153	0.11697574893009986
sim_017	0.9158345221112696	0.10271041369472182	0.6162624821683309	0.2225392296718973	0.4764621968616263	0.30099857346647646	0.5763195435092725	0.9700427960057061	0.8758915834522111	0.5977175463623395	0.557774607703281	0.26105563480741795	0.7303851640513552	0.46504992867332384	0.09700427960057062
