replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_040	2145	16	0.007459	132	12	0.090909	70	7	0.100000	37	4	0.108108	26	8	0.307692	18	3	0.166667	18	6	0.333333	13	4	0.307692	4	1	0.250000	9	7	0.777778	6	3	0.500000	4	3	0.750000	7	2	0.285714	2	1	0.500000	4	3	0.750000	1	0	0.000000	2	2	1.000000	2	2	1.000000	1	1	1.000000	113	113	1.000000
sim_041	873	5	0.005727	86	10	0.116279	64	6	0.093750	55	10	0.181818	31	6	0.193548	19	3	0.157895	18	8	0.444444	15	4	0.266667	8	5	0.625000	10	7	0.700000	6	4	0.666667	2	1	0.500000	5	1	0.200000	1	0	0.000000	0	0	NaN	3	2	0.666667	3	3	1.000000	1	1	1.000000	2	1	0.500000	121	121	1.000000
sim_044	195	0	0.000000	83	5	0.060241	50	6	0.120000	37	5	0.135135	37	10	0.270270	20	8	0.400000	24	7	0.291667	13	7	0.538462	10	6	0.600000	1	1	1.000000	5	2	0.400000	2	0	0.000000	1	1	1.000000	3	2	0.666667	0	0	NaN	4	3	0.750000	0	0	NaN	0	0	NaN	0	0	NaN	135	135	1.000000
sim_046	549	4	0.007286	131	11	0.083969	74	15	0.202703	46	6	0.130435	36	6	0.166667	27	6	0.222222	15	3	0.200000	17	9	0.529412	11	4	0.363636	8	5	0.625000	5	2	0.400000	7	5	0.714286	5	4	0.800000	2	0	0.000000	3	1	0.333333	2	2	1.000000	2	2	1.000000	4	4	1.000000	2	2	1.000000	107	107	1.000000
sim_049	1329	15	0.011287	166	12	0.072289	87	10	0.114943	61	10	0.163934	26	6	0.230769	19	5	0.263158	15	7	0.466667	12	4	0.333333	11	6	0.545455	5	2	0.400000	2	2	1.000000	7	4	0.571429	3	1	0.333333	4	1	0.250000	3	1	0.333333	3	2	0.666667	3	2	0.666667	0	0	NaN	2	2	1.000000	106	106	1.000000
sim_050	690	12	0.017391	112	7	0.062500	65	7	0.107692	45	4	0.088889	23	5	0.217391	11	3	0.272727	18	8	0.444444	8	3	0.375000	7	4	0.571429	7	3	0.428571	5	3	0.600000	6	1	0.166667	1	1	1.000000	2	2	1.000000	0	0	NaN	3	3	1.000000	1	1	1.000000	3	3	1.000000	2	2	1.000000	126	126	1.000000
sim_052	6433	46	0.007151	308	25	0.081169	137	16	0.116788	60	8	0.133333	27	5	0.185185	21	3	0.142857	14	5	0.357143	8	4	0.500000	5	2	0.400000	4	1	0.250000	6	3	0.500000	6	3	0.500000	2	2	1.000000	5	4	0.800000	7	6	0.857143	7	3	0.428571	2	1	0.500000	2	2	1.000000	2	2	1.000000	57	57	1.000000
sim_053	209	1	0.004785	71	5	0.070423	74	13	0.175676	48	6	0.125000	44	7	0.159091	24	6	0.250000	17	11	0.647059	9	6	0.666667	9	3	0.333333	7	2	0.285714	3	0	0.000000	6	3	0.500000	2	2	1.000000	3	1	0.333333	1	1	1.000000	1	1	1.000000	1	0	0.000000	1	1	1.000000	1	1	1.000000	128	128	1.000000
sim_058	7793	29	0.003721	245	22	0.089796	135	14	0.103704	57	11	0.192982	44	9	0.204545	23	11	0.478261	16	8	0.500000	9	4	0.444444	9	4	0.444444	9	4	0.444444	3	2	0.666667	3	1	0.333333	8	3	0.375000	4	2	0.500000	5	4	0.800000	1	1	1.000000	2	2	1.000000	3	3	1.000000	4	4	1.000000	60	60	1.000000
sim_059	2904	20	0.006887	141	7	0.049645	66	8	0.121212	41	9	0.219512	31	5	0.161290	24	8	0.333333	12	4	0.333333	5	2	0.400000	10	6	0.600000	3	1	0.333333	7	3	0.428571	3	2	0.666667	6	3	0.500000	1	0	0.000000	5	3	0.600000	1	1	1.000000	3	2	0.666667	2	2	1.000000	4	4	1.000000	108	108	1.000000
sim_060	69096	148	0.002142	160	10	0.062500	37	6	0.162162	15	3	0.200000	7	2	0.285714	5	2	0.400000	3	1	0.333333	0	0	NaN	5	1	0.200000	1	0	0.000000	2	0	0.000000	3	2	0.666667	3	2	0.666667	2	2	1.000000	2	1	0.500000	1	1	1.000000	2	1	0.500000	2	2	1.000000	2	2	1.000000	12	12	1.000000
sim_061	577	5	0.008666	88	5	0.056818	66	12	0.181818	46	7	0.152174	29	6	0.206897	32	9	0.281250	14	6	0.428571	13	3	0.230769	10	3	0.300000	5	3	0.600000	5	4	0.800000	4	1	0.250000	6	6	1.000000	2	1	0.500000	0	0	NaN	2	1	0.500000	1	1	1.000000	0	0	NaN	3	3	1.000000	122	122	1.000000
sim_063	3420	23	0.006725	225	11	0.048889	84	13	0.154762	58	14	0.241379	30	9	0.300000	26	8	0.307692	17	6	0.352941	13	1	0.076923	15	8	0.533333	7	4	0.571429	2	0	0.000000	6	3	0.500000	10	6	0.600000	2	1	0.500000	4	4	1.000000	2	2	1.000000	3	2	0.666667	4	4	1.000000	3	3	1.000000	76	76	1.000000
sim_066	253	5	0.019763	94	5	0.053191	76	8	0.105263	35	10	0.285714	33	7	0.212121	22	3	0.136364	16	6	0.375000	18	7	0.388889	11	8	0.727273	12	4	0.333333	5	2	0.400000	6	5	0.833333	3	2	0.666667	3	2	0.666667	3	2	0.666667	4	3	0.750000	3	2	0.666667	1	1	1.000000	1	1	1.000000	116	115	0.991379
sim_067	125	2	0.016000	46	4	0.086957	59	10	0.169492	37	8	0.216216	30	5	0.166667	25	5	0.200000	14	3	0.214286	15	5	0.333333	7	3	0.428571	8	6	0.750000	9	3	0.333333	2	1	0.500000	1	1	1.000000	3	1	0.333333	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	138	137	0.992754
sim_068	86438	170	0.001967	114	10	0.087719	27	4	0.148148	16	1	0.062500	3	0	0.000000	2	1	0.500000	3	1	0.333333	1	0	0.000000	2	0	0.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	2	1	0.500000	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	4	4	1.000000
sim_070	553	6	0.010850	131	8	0.061069	82	10	0.121951	67	12	0.179104	42	14	0.333333	18	5	0.277778	27	10	0.370370	10	2	0.200000	12	5	0.416667	3	2	0.666667	4	3	0.750000	3	2	0.666667	3	2	0.666667	3	2	0.666667	3	2	0.666667	2	1	0.500000	2	0	0.000000	4	3	0.750000	1	1	1.000000	108	108	1.000000
sim_071	1018	9	0.008841	132	13	0.098485	76	6	0.078947	63	12	0.190476	30	6	0.200000	19	3	0.157895	23	11	0.478261	16	5	0.312500	4	1	0.250000	6	4	0.666667	5	2	0.400000	2	1	0.500000	5	2	0.400000	1	1	1.000000	3	2	0.666667	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	118	118	1.000000
sim_072	476	7	0.014706	100	9	0.090000	60	3	0.050000	40	6	0.150000	26	7	0.269231	29	7	0.241379	21	6	0.285714	19	8	0.421053	10	5	0.500000	5	4	0.800000	1	1	1.000000	1	1	1.000000	2	1	0.500000	7	5	0.714286	1	1	1.000000	0	0	NaN	3	2	0.666667	0	0	NaN	3	3	1.000000	122	122	1.000000
sim_073	2688	16	0.005952	219	8	0.036530	107	18	0.168224	53	9	0.169811	41	9	0.219512	25	8	0.320000	16	8	0.500000	15	4	0.266667	18	9	0.500000	10	5	0.500000	3	1	0.333333	2	0	0.000000	1	1	1.000000	6	6	1.000000	1	1	1.000000	3	2	0.666667	4	4	1.000000	2	2	1.000000	5	4	0.800000	83	83	1.000000
sim_075	7567	37	0.004890	234	13	0.055556	92	7	0.076087	62	11	0.177419	41	9	0.219512	23	7	0.304348	20	6	0.300000	16	7	0.437500	5	1	0.200000	7	4	0.571429	8	5	0.625000	3	2	0.666667	8	6	0.750000	3	2	0.666667	1	1	1.000000	2	2	1.000000	6	5	0.833333	2	2	1.000000	2	2	1.000000	69	69	1.000000
sim_076	142	4	0.028169	55	5	0.090909	56	6	0.107143	38	3	0.078947	45	9	0.200000	22	9	0.409091	15	8	0.533333	6	4	0.666667	8	3	0.375000	6	1	0.166667	3	1	0.333333	7	1	0.142857	3	3	1.000000	4	2	0.500000	3	1	0.333333	4	4	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	131	131	1.000000
sim_079	21191	60	0.002831	234	17	0.072650	100	7	0.070000	47	3	0.063830	42	12	0.285714	29	12	0.413793	16	6	0.375000	10	4	0.400000	13	6	0.461538	5	2	0.400000	9	7	0.777778	2	1	0.500000	7	3	0.428571	3	2	0.666667	2	1	0.500000	2	2	1.000000	2	2	1.000000	2	2	1.000000	5	4	0.800000	45	45	1.000000
sim_080	4950	23	0.004646	200	20	0.100000	92	6	0.065217	59	11	0.186441	33	8	0.242424	16	7	0.437500	13	3	0.230769	13	4	0.307692	7	3	0.428571	3	0	0.000000	3	0	0.000000	5	5	1.000000	0	0	NaN	5	5	1.000000	2	2	1.000000	3	2	0.666667	5	3	0.600000	0	0	NaN	3	3	1.000000	93	93	1.000000
sim_081	94	1	0.010638	39	4	0.102564	46	6	0.130435	29	7	0.241379	23	4	0.173913	21	5	0.238095	20	7	0.350000	11	3	0.272727	5	4	0.800000	8	4	0.500000	4	1	0.250000	4	2	0.500000	1	0	0.000000	2	2	1.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	1	0	0.000000	1	1	1.000000	146	146	1.000000
sim_082	31273	69	0.002206	230	13	0.056522	83	14	0.168675	33	9	0.272727	22	5	0.227273	15	3	0.200000	9	4	0.444444	7	2	0.285714	4	2	0.500000	3	1	0.333333	6	5	0.833333	3	3	1.000000	4	3	0.750000	7	5	0.714286	3	3	1.000000	6	5	0.833333	4	3	0.750000	0	0	NaN	5	5	1.000000	44	44	1.000000
sim_083	1096	10	0.009124	93	8	0.086022	52	8	0.153846	33	4	0.121212	25	5	0.200000	20	5	0.250000	7	1	0.142857	7	3	0.428571	5	2	0.400000	4	1	0.250000	6	3	0.500000	4	2	0.500000	5	3	0.600000	0	0	NaN	1	1	1.000000	2	2	1.000000	3	3	1.000000	1	1	1.000000	3	3	1.000000	133	133	1.000000
sim_085	30538	84	0.002751	341	32	0.093842	98	9	0.091837	45	9	0.200000	22	7	0.318182	13	5	0.384615	12	3	0.250000	5	4	0.800000	3	1	0.333333	1	1	1.000000	5	3	0.600000	3	1	0.333333	1	1	1.000000	4	4	1.000000	2	1	0.500000	4	4	1.000000	0	0	NaN	2	2	1.000000	2	1	0.500000	26	26	1.000000
sim_086	7175	33	0.004599	228	21	0.092105	92	10	0.108696	45	10	0.222222	24	4	0.166667	22	5	0.227273	12	3	0.250000	13	7	0.538462	8	2	0.250000	9	4	0.444444	1	1	1.000000	5	2	0.400000	5	2	0.400000	0	0	NaN	0	0	NaN	3	3	1.000000	1	1	1.000000	2	2	1.000000	4	4	1.000000	84	84	1.000000
sim_087	11619	59	0.005078	314	25	0.079618	130	15	0.115385	44	5	0.113636	32	5	0.156250	17	5	0.294118	13	3	0.230769	7	3	0.428571	9	2	0.222222	4	0	0.000000	7	5	0.714286	4	3	0.750000	5	1	0.200000	1	1	1.000000	3	2	0.666667	6	6	1.000000	10	9	0.900000	1	1	1.000000	4	4	1.000000	44	44	1.000000
sim_088	38	1	0.026316	11	0	0.000000	29	4	0.137931	27	4	0.148148	26	6	0.230769	19	7	0.368421	18	6	0.333333	11	2	0.181818	13	6	0.461538	5	2	0.400000	4	2	0.500000	0	0	NaN	2	1	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	154	154	1.000000
sim_089	31482	85	0.002700	233	15	0.064378	71	4	0.056338	34	3	0.088235	21	8	0.380952	9	2	0.222222	13	4	0.307692	4	0	0.000000	7	4	0.571429	7	4	0.571429	5	2	0.400000	3	3	1.000000	4	4	1.000000	1	1	1.000000	5	5	1.000000	3	2	0.666667	4	4	1.000000	0	0	NaN	2	2	1.000000	46	46	1.000000
sim_090	79	2	0.025316	45	4	0.088889	31	4	0.129032	33	4	0.121212	17	2	0.117647	22	6	0.272727	23	8	0.347826	9	3	0.333333	8	5	0.625000	4	2	0.500000	5	1	0.200000	3	3	1.000000	4	3	0.750000	1	0	0.000000	2	2	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	1	1	1.000000	147	147	1.000000
sim_091	138	2	0.014493	30	3	0.100000	31	6	0.193548	32	8	0.250000	38	6	0.157895	16	3	0.187500	15	6	0.400000	14	4	0.285714	6	0	0.000000	14	8	0.571429	4	1	0.250000	4	4	1.000000	2	0	0.000000	2	1	0.500000	1	1	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	0	0	NaN	143	143	1.000000
sim_092	183	1	0.005464	60	3	0.050000	56	4	0.071429	53	9	0.169811	27	5	0.185185	21	6	0.285714	20	8	0.400000	18	5	0.277778	18	10	0.555556	6	5	0.833333	4	3	0.750000	3	2	0.666667	4	3	0.750000	1	1	1.000000	4	3	0.750000	1	1	1.000000	4	4	1.000000	2	2	1.000000	1	1	1.000000	122	122	1.000000
sim_093	397	4	0.010076	99	5	0.050505	81	9	0.111111	42	10	0.238095	30	7	0.233333	25	7	0.280000	11	5	0.454545	13	4	0.307692	9	0	0.000000	6	4	0.666667	2	2	1.000000	4	3	0.750000	6	5	0.833333	6	4	0.666667	2	2	1.000000	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	122	122	1.000000
sim_094	126	3	0.023810	51	5	0.098039	36	4	0.111111	32	8	0.250000	26	6	0.230769	30	12	0.400000	24	9	0.375000	9	1	0.111111	10	3	0.300000	9	3	0.333333	7	2	0.285714	4	3	0.750000	1	0	0.000000	2	1	0.500000	1	1	1.000000	1	1	1.000000	2	1	0.500000	2	1	0.500000	2	1	0.500000	133	133	1.000000
sim_095	30081	97	0.003225	286	16	0.055944	97	11	0.113402	34	6	0.176471	27	7	0.259259	11	2	0.181818	14	6	0.428571	7	1	0.142857	6	4	0.666667	3	0	0.000000	4	2	0.500000	5	2	0.400000	4	2	0.500000	2	2	1.000000	2	1	0.500000	2	2	1.000000	2	2	1.000000	3	2	0.666667	2	2	1.000000	32	31	0.968750
sim_096	7586	33	0.004350	251	17	0.067729	105	12	0.114286	41	6	0.146341	30	6	0.200000	20	8	0.400000	21	7	0.333333	12	6	0.500000	8	1	0.125000	11	7	0.636364	7	4	0.571429	8	5	0.625000	2	1	0.500000	3	2	0.666667	3	3	1.000000	3	3	1.000000	2	2	1.000000	1	1	1.000000	3	3	1.000000	71	71	1.000000
sim_098	7780	37	0.004756	201	12	0.059701	107	11	0.102804	59	6	0.101695	37	10	0.270270	23	8	0.347826	14	3	0.214286	8	2	0.250000	5	2	0.400000	4	4	1.000000	5	3	0.600000	4	2	0.500000	3	2	0.666667	3	2	0.666667	4	4	1.000000	1	1	1.000000	3	3	1.000000	3	3	1.000000	1	1	1.000000	84	82	0.976190
sim_099	5944	37	0.006225	244	14	0.057377	109	16	0.146789	54	7	0.129630	44	13	0.295455	30	12	0.400000	22	5	0.227273	13	4	0.307692	14	6	0.428571	5	0	0.000000	4	2	0.500000	3	0	0.000000	3	2	0.666667	2	1	0.500000	2	2	1.000000	4	3	0.750000	4	3	0.750000	3	2	0.666667	3	3	1.000000	67	66	0.985075
sim_101	7040	34	0.004830	234	19	0.081197	105	7	0.066667	45	13	0.288889	34	6	0.176471	20	9	0.450000	16	5	0.312500	16	6	0.375000	10	3	0.300000	5	1	0.200000	4	2	0.500000	5	3	0.600000	3	1	0.333333	2	2	1.000000	4	3	0.750000	5	4	0.800000	4	4	1.000000	2	2	1.000000	2	2	1.000000	72	72	1.000000
sim_102	276	3	0.010870	104	6	0.057692	86	15	0.174419	44	7	0.159091	29	3	0.103448	24	6	0.250000	23	8	0.347826	15	6	0.400000	11	3	0.272727	7	5	0.714286	2	2	1.000000	2	2	1.000000	4	2	0.500000	1	1	1.000000	4	3	0.750000	4	3	0.750000	0	0	NaN	0	0	NaN	3	3	1.000000	120	120	1.000000
sim_105	311	7	0.022508	112	10	0.089286	84	10	0.119048	56	9	0.160714	27	6	0.222222	25	3	0.120000	20	3	0.150000	15	7	0.466667	5	4	0.800000	9	6	0.666667	2	2	1.000000	4	2	0.500000	1	1	1.000000	4	2	0.500000	2	1	0.500000	0	0	NaN	2	2	1.000000	1	1	1.000000	1	1	1.000000	121	121	1.000000
sim_107	75	2	0.026667	35	2	0.057143	26	2	0.076923	17	6	0.352941	28	5	0.178571	13	2	0.153846	27	9	0.333333	13	4	0.307692	10	6	0.600000	2	2	1.000000	4	1	0.250000	2	0	0.000000	2	2	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	2	2	1.000000	150	149	0.993333
