# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/ebola_dudas_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/ebola_dudas_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/ebola_dudas_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
2048000000	2788	-74629.8	-8946.54	-65683.3	1.77112	2014.04	128.457	0	12.4882	-0.319624	-0.902684	-0.498543	-0.0298439	0.0184751	0.507455	0.877505	1.37595	1.03297	1.51145	2.28248	2.44136	2.64553	2.3824	1.20113	0.850845	-0.259662	-1.0261	-1.09372	-0.937529	-1.43859	-1.7968	-2.13225	-1.87877	-1.8734	2	10.0387	0.308997	0.22253	0.200714	0.267758	0.00118505	0.00118505	-65683.3	0.0	-3695.16	
2050000000	2788	-75042.4	-9158.53	-65883.8	1.85599	2013.95	137.91	0	12.4882	-0.914087	-0.756603	-0.307698	0.211486	0.377267	0.512717	1.13696	1.51697	1.38244	1.60576	2.5478	2.2893	2.58077	2.78733	1.44622	1.09172	0.0187563	-1.07498	-1.08288	-1.32753	-1.23711	-1.29898	-0.910194	-0.309814	-0.424644	2	10.047	0.307215	0.222276	0.205176	0.265333	0.00108554	0.00108554	-65883.8	0.0	-3907.15	
2052000000	2788	-75061.9	-9167.16	-65894.7	1.82618	2013.98	138.475	0	12.4882	-0.635174	-0.6599	-0.323703	-0.431935	-0.0209339	0.51564	1.2124	1.30547	1.52289	1.56468	2.37699	2.49424	2.75565	2.67499	1.50151	1.14366	0.185236	-0.731362	-0.648003	-0.420074	-0.560583	-0.782423	-1.23728	-1.3084	-1.11438	2	10.6038	0.307362	0.224692	0.202429	0.265517	0.00106188	0.00106188	-65894.7	0.0	-3915.68	
2054000000	2787	-74955.8	-9139.5	-65816.3	1.78533	2014.02	135.366	0	12.4882	-0.699896	-0.752454	-0.497342	0.0441354	0.452787	0.626694	0.809327	1.59847	1.18647	1.25818	2.12188	2.46831	2.63617	2.574	1.59341	1.15296	0.00726171	-1.01853	-0.9777	-0.859419	-0.48005	-0.614963	-0.804832	-0.901241	-1.07065	2	9.82348	0.306721	0.222782	0.201739	0.268758	0.00111609	0.00111609	-65816.3	0.0	-3888.16	
2056000000	2786	-75114.8	-9214.6	-65900.2	1.79715	2014.01	139.903	0	12.4882	-0.497357	-0.490114	-0.111379	0.225661	0.423919	0.560226	0.921099	1.50831	1.47184	1.64101	2.47095	2.41052	2.85475	2.69164	1.71734	1.35147	-0.0808106	-0.935376	-0.70925	-0.91275	-0.887433	-0.92629	-0.894314	-0.282134	0.223441	2	10.3456	0.319053	0.220761	0.195845	0.264341	0.0010774	0.0010774	-65900.2	0.0	-3963.17	
2058000000	2785	-75154.4	-9254.48	-65899.9	1.81946	2013.99	140.559	0	12.4882	-1.0822	-0.776834	-0.491197	0.041452	0.0833938	0.502272	0.855688	1.4216	1.52115	1.56198	2.39094	2.61397	2.82602	2.53704	1.94504	1.28628	0.225452	-0.809806	-0.95996	-0.980557	-1.2877	-1.30997	-0.861877	-0.942881	-0.863059	2	10.4029	0.311182	0.226002	0.199984	0.262833	0.00109009	0.00109009	-65899.9	0.0	-4003.03	
2060000000	2783	-75079.9	-9231.65	-65848.3	1.77152	2014.04	139.355	0	12.4882	-0.716449	-0.57834	0.0863117	0.119835	0.154507	0.51584	0.907754	1.43695	1.42148	1.61861	2.25352	2.48924	2.91101	2.53537	1.73044	1.23261	0.10022	-0.835017	-1.04528	-0.959971	-1.1636	-1.38121	-1.18628	-1.10007	-0.636354	2	9.24624	0.307379	0.224438	0.203501	0.264682	0.00106849	0.00106849	-65848.3	0.0	-3980.42	
2062000000	2784	-74996.9	-9181.05	-65815.8	1.84215	2013.97	136.956	0	12.4882	-0.181567	-0.229505	0.0596296	0.524499	0.12141	0.442179	1.19527	1.43926	1.36203	1.43291	2.14571	2.42748	2.7083	2.90873	1.48864	1.00487	0.160202	-0.6053	-0.513981	-0.490146	-1.09868	-1.24196	-1.38412	-1.60762	-1.65797	2	10.6972	0.305563	0.219796	0.203543	0.271098	0.00112654	0.00112654	-65815.8	0.0	-3929.55	
2064000000	2784	-75093.1	-9217.67	-65875.5	1.92215	2013.89	140.066	0	12.4882	-0.675974	-0.39119	0.123297	0.0289465	0.36339	0.635968	0.790972	1.34626	1.44348	1.4977	2.36533	2.35359	2.99588	2.71923	1.52182	1.01204	0.0989526	-0.58272	-0.979183	-1.15477	-1.13569	-0.809774	-1.23789	-1.72051	-1.66949	2	11.2242	0.307923	0.222988	0.198734	0.270354	0.00107649	0.00107649	-65875.5	0.0	-3966.08	
2066000000	2783	-74935	-9150.45	-65784.5	1.77004	2014.04	136.331	0	12.4882	-0.329614	-0.0367925	-0.138883	0.228274	0.677329	0.549957	0.895828	1.40669	1.14824	1.44637	2.42342	2.46019	2.84477	2.52559	1.58678	1.05537	0.131138	-0.705321	-0.742501	-1.0545	-0.943584	-0.973214	-1.25778	-1.50845	-1.26488	2	10.2711	0.310287	0.22552	0.201617	0.262575	0.0010985	0.0010985	-65784.5	0.0	-3899.03	
2068000000	2786	-74974.1	-9145.48	-65828.7	1.84502	2013.96	136.256	0	12.4882	0.770842	0.578378	0.718256	0.286369	0.249284	0.442754	0.923543	1.27366	1.20719	1.65201	2.47947	2.4389	2.81867	2.59342	1.44306	1.15773	0.00761174	-0.751174	-0.821555	-0.90234	-1.33644	-1.45215	-1.30591	-1.5388	-1.45737	2	9.52116	0.303434	0.224104	0.201857	0.270604	0.00112217	0.00112217	-65828.7	0.0	-3894.19	
2070000000	2785	-74931.1	-9135.34	-65795.7	1.79067	2014.02	135.527	0	12.4882	0.00284471	0.645705	0.10579	0.0430005	0.195065	0.319964	1.05571	1.24682	1.29778	1.64282	2.31102	2.52452	2.6676	2.63081	1.27857	0.983183	0.118744	-0.351431	-0.4835	-0.822632	-0.75908	-0.788056	-0.767366	-1.09437	-1.30247	2	10.4802	0.309583	0.219527	0.199784	0.271106	0.0010991	0.0010991	-65795.7	0.0	-3883.88	
2072000000	2786	-74948	-9146.9	-65801.1	1.80013	2014.01	135.199	0	12.4882	-1.03774	-0.187145	-0.0014974	0.214106	0.344662	0.457877	0.974387	1.30641	1.17712	1.68863	2.41537	2.42457	2.67737	2.26053	1.4728	1.06011	0.0778021	-0.6042	-0.69773	-0.557914	-0.745726	-0.682031	-0.287774	-0.134462	-0.358918	2	10.0329	0.30676	0.221624	0.205891	0.265725	0.00113506	0.00113506	-65801.1	0.0	-3895.52	
2074000000	2787	-74910.7	-9101.52	-65809.2	1.8819	2013.93	134.96	0	12.4882	-0.663162	-0.829589	-0.519466	-0.179945	0.582381	0.43922	0.813651	1.31381	1.35389	1.63711	2.42867	2.33749	2.92496	2.38761	1.32524	1.04378	-0.151585	-0.851173	-0.850533	-1.0321	-1.13799	-1.72765	-1.95678	-1.69425	-1.63519	2	10.2156	0.307789	0.220376	0.202924	0.268911	0.00111808	0.00111808	-65809.2	0.0	-3850.11	
2076000000	2786	-74855.6	-9076.92	-65778.7	1.7449	2014.07	134.005	0	12.4882	-0.460185	-0.618717	-0.396347	-0.0444941	0.350303	0.472143	0.675999	1.32088	1.13566	1.58573	2.47295	2.60598	2.60108	2.51064	1.34487	1.08774	0.147667	-0.827346	-1.12328	-0.782273	-1.37617	-1.61148	-2.22615	-2.31538	-2.07832	2	10.1867	0.30555	0.224435	0.205157	0.264858	0.00109474	0.00109474	-65778.7	0.0	-3825.52	
2078000000	2785	-74950.5	-9151.66	-65798.8	1.78489	2014.02	135.737	0	12.4882	-1.60901	-1.09549	-0.139525	0.169735	0.301516	0.316606	1.08099	1.42202	1.20205	1.59401	2.10097	2.36517	2.62902	2.5075	1.52459	1.24745	0.0155206	-0.856791	-0.651952	-1.01902	-1.44221	-1.76136	-1.73317	-0.855017	-1.87275	2	9.48658	0.307493	0.220431	0.203722	0.268353	0.00110961	0.00110961	-65798.8	0.0	-3900.39	
2080000000	2788	-75098.9	-9197.9	-65901	1.73629	2014.07	138.897	0	12.4882	0.149381	0.16247	-0.0306997	0.327979	0.320388	0.394221	0.546016	1.38092	1.32874	1.73743	2.48616	2.49983	2.8929	2.37968	1.61653	1.314	0.103718	-1.00567	-0.772564	-0.959961	-1.21912	-1.42618	-1.51453	-0.935366	-0.861316	2	9.64017	0.308939	0.223419	0.199466	0.268176	0.0010866	0.0010866	-65901	0.0	-3946.6	
2082000000	2791	-75011.9	-9128.94	-65883	1.88755	2013.92	135.962	0	12.4882	-0.502788	0.167146	-0.109155	0.0263383	0.345939	0.367317	0.868468	1.24981	1.2447	1.51082	2.45714	2.58729	2.89113	2.54005	1.40329	1.03921	-0.155769	-1.01878	-0.460473	-0.428576	-1.17954	-1.99659	-1.81875	-1.73841	-2.08612	2	10.0504	0.308335	0.219704	0.203748	0.268212	0.00113808	0.00113808	-65883	0.0	-3877.56	
2084000000	2785	-75005.5	-9159.93	-65845.6	1.85126	2013.96	138.049	0	12.4882	-0.1277	0.222156	0.165133	0.284894	0.655935	0.732516	0.828389	1.4475	1.11469	1.41428	2.59045	2.4381	2.75163	2.57035	1.64769	1.15617	-0.0973855	-0.905449	-1.17306	-1.16354	-1.18873	-1.29087	-1.34415	-1.34183	-1.27418	2	10.8288	0.3048	0.222002	0.206248	0.26695	0.00107709	0.00107709	-65845.6	0.0	-3908.41	
2086000000	2788	-75040.1	-9156.31	-65883.8	1.93864	2013.87	137.653	0	12.4882	-0.729314	-0.494356	-0.117018	-0.107985	0.17106	0.432291	0.843011	1.192	1.50606	1.61513	2.73537	2.48552	2.90862	2.6013	1.6962	1.16522	-0.088186	-0.950099	-0.741457	-0.608559	-1.0141	-0.771162	-0.907262	-0.516415	-0.565684	2	10.1404	0.306762	0.230173	0.200656	0.262409	0.00104682	0.00104682	-65883.8	0.0	-3904.91	
2088000000	2785	-75090.1	-9223.41	-65866.7	1.74941	2014.06	139.094	0	12.4882	-0.740127	-0.6899	-0.129194	0.27781	0.472941	0.416882	0.971052	1.57139	1.34955	1.70004	2.53894	2.62142	2.75908	2.61644	1.72256	1.29435	-0.00110615	-0.849509	-0.74645	-0.797576	-0.655235	-0.29861	-0.154902	-0.143212	-0.30011	2	9.86915	0.308861	0.22048	0.1974	0.273259	0.00107876	0.00107876	-65866.7	0.0	-3972.06	
2090000000	2785	-74992.1	-9159.04	-65833.1	1.80905	2014	137.337	0	12.4882	-0.447921	-0.775152	-0.401439	-0.0374739	0.125841	0.458367	0.774116	1.52919	1.25732	1.59324	2.5784	2.55461	2.78499	2.60496	1.64495	1.09792	0.0228161	-0.947915	-0.875935	-0.567005	-0.552171	-0.630219	-0.190545	0.0615969	0.130547	2	10.6194	0.309104	0.222646	0.200694	0.267556	0.00111227	0.00111227	-65833.1	0.0	-3907.56	
2092000000	2784	-75069.5	-9214.61	-65854.9	1.79805	2014.01	139.115	0	12.4882	0.0612078	-0.271235	-0.075232	-0.0600109	0.490729	0.361473	1.261	1.72339	1.27831	1.35856	2.47695	2.32362	2.76377	2.59394	1.61604	1.27914	0.101552	-0.685383	-0.301272	-0.548542	-1.0243	-1.53938	-0.752701	-1.02934	-1.45531	2	9.6213	0.311712	0.225597	0.197766	0.264924	0.00108458	0.00108458	-65854.9	0.0	-3963.31	
2094000000	2785	-75095.4	-9213.74	-65881.6	1.84474	2013.96	139.973	0	12.4882	-0.462241	-0.190607	0.165531	-0.400946	0.337032	0.423654	0.824459	1.45402	1.265	1.73185	2.41067	2.74463	2.71621	2.61137	1.69873	1.40312	0.0954063	-0.940825	-1.09731	-1.11782	-0.769144	-0.883088	-0.924565	-0.787787	-1.09439	2	10.6594	0.311605	0.22153	0.197849	0.269016	0.00106111	0.00106111	-65881.6	0.0	-3962.25	
2096000000	2789	-75024.4	-9136.79	-65887.7	1.88009	2013.93	137.51	0	12.4882	-0.938399	-0.438244	-0.170026	0.00679909	0.194584	0.345332	0.722853	1.05909	1.19568	1.70074	2.46863	2.70147	2.71825	2.58208	1.47677	1.40104	-0.0472855	-0.765673	-0.454232	-0.344024	-0.937056	-1.48412	-1.36965	-1.12134	-1.23376	2	11.342	0.31401	0.217247	0.202526	0.266217	0.00111183	0.00111183	-65887.7	0.0	-3885.18	
2098000000	2787	-75139	-9210.96	-65928	1.8429	2013.97	140.908	0	12.4882	-0.825791	-0.791742	0.232711	0.179839	0.370096	0.476272	1.19422	1.56368	1.3582	1.46048	2.409	2.30189	2.77882	2.69279	1.58505	1.04785	-0.0911645	-0.575265	-0.719458	-0.901049	-0.7413	-0.974983	-1.27253	-1.70567	-1.94402	2	10.0626	0.311107	0.222696	0.202697	0.2635	0.00106244	0.00106244	-65928	0.0	-3959.58	
2100000000	2784	-75056.3	-9193.26	-65863.1	1.81444	2013.99	139.707	0	12.4882	-0.880075	-0.858478	-0.293107	-0.0272566	0.305667	0.459184	1.08949	1.61196	1.27303	1.73607	2.40502	2.48688	3.0527	2.79713	1.70591	1.06819	-0.23023	-0.858628	-1.04049	-1.22219	-1.19079	-1.53754	-2.41563	-2.47544	-2.16239	2	9.82152	0.313617	0.22104	0.202127	0.263216	0.00106908	0.00106908	-65863.1	0.0	-3941.92	
2102000000	2787	-74865.9	-9080.59	-65785.3	1.77635	2014.03	133.861	0	12.4882	-0.321852	-0.340094	-0.159322	-0.115222	0.467618	0.407257	0.901667	1.35169	1.39369	1.68757	2.15475	2.23906	2.76838	2.66291	1.52548	1.03243	-0.0881091	-0.595637	-0.66874	-0.820643	-1.70507	-1.82084	-1.67351	-2.0159	-1.73217	2	10.5009	0.308637	0.222085	0.204625	0.264652	0.00108951	0.00108951	-65785.3	0.0	-3829.13	
2104000000	2784	-74925.4	-9134.28	-65791.1	1.77155	2014.04	136.065	0	12.4882	0.159792	0.205201	0.184812	0.261978	0.405602	0.609643	1.08985	1.39675	1.17373	1.82859	2.50741	2.63366	2.73204	2.67442	1.5591	0.825172	0.0919055	-0.731408	-0.715653	-0.964651	-1.21172	-1.39587	-2.09711	-2.06661	-1.79783	2	10.1575	0.313015	0.218718	0.206683	0.261584	0.00108615	0.00108615	-65791.1	0.0	-3882.88	
2106000000	2788	-75005.9	-9153.9	-65852	1.78637	2014.02	136.535	0	12.4882	-0.487978	-0.325454	-0.0656706	0.222422	0.360694	0.510805	0.543374	1.10904	1.30948	1.68463	2.20781	2.32245	2.94664	2.45945	1.51065	1.05453	0.1213	-0.798186	-0.669704	-0.509833	-0.92673	-1.39243	-1.73238	-2.249	-2.51367	2	10.736	0.308119	0.223687	0.200859	0.267334	0.00108001	0.00108001	-65852	0.0	-3902.39	
2108000000	2786	-75174.8	-9254.04	-65920.8	1.74803	2014.06	141.142	0	12.4882	-0.173355	-0.354695	-0.0780481	0.0835088	0.267765	0.464753	0.786795	1.32041	1.41027	1.60581	2.22202	2.35921	2.72701	2.84958	1.71128	1.33805	0.117419	-0.54561	-0.415833	-0.626514	-0.922363	-1.37127	-1.24678	-1.58244	-1.22454	2	10.5612	0.308419	0.221185	0.202003	0.268393	0.00107139	0.00107139	-65920.8	0.0	-4002.57	
2110000000	2786	-75002.9	-9160.96	-65841.9	1.79834	2014.01	137.257	0	12.4882	-0.506859	-0.334901	-0.155841	0.0210501	0.28478	0.235163	0.572797	1.21781	1.43915	1.59649	2.32808	2.38404	2.68776	2.66764	1.39994	1.28317	0.173304	-0.769279	-1.07318	-1.15561	-1.02475	-1.20624	-1.60122	-1.65267	-1.30897	2	10.183	0.31076	0.222114	0.20268	0.264446	0.00107431	0.00107431	-65841.9	0.0	-3909.55	
2112000000	2787	-74989.7	-9141.16	-65848.6	1.80393	2014.01	136.895	0	12.4882	-1.19408	-0.659727	-0.300024	0.00988381	0.102404	0.475197	1.02162	1.38975	1.25444	1.59792	2.4006	2.50708	2.65453	2.56079	1.37413	1.19881	0.330517	-0.663074	-0.785993	-0.868187	-1.50321	-1.8787	-1.69091	-1.35994	-1.64535	2	10.3813	0.309755	0.222256	0.200682	0.267306	0.00104429	0.00104429	-65848.6	0.0	-3889.72	
2114000000	2786	-74924.3	-9106.9	-65817.4	1.71567	2014.09	135.807	0	12.4882	-0.815916	-0.59616	-0.37862	0.243281	0.402861	0.530558	1.04937	1.39396	1.10467	1.68412	2.66204	2.40162	2.7636	2.72122	1.37703	1.20918	0.0355229	-0.744172	-0.736076	-1.07116	-1.38496	-1.80651	-2.21413	-2.25854	-2.61517	2	10.2274	0.311149	0.222924	0.207796	0.258131	0.0010753	0.0010753	-65817.4	0.0	-3855.48	
2116000000	2785	-74959.4	-9131.3	-65828.1	1.76015	2014.05	137.036	0	12.4882	-0.751674	-0.52504	-0.45767	-0.251254	0.164294	0.316864	0.923631	1.35529	1.24719	1.4954	2.66961	2.38731	2.62349	2.55765	1.57987	1.44827	0.0319751	-0.641803	-0.561755	-0.825262	-0.734304	-0.897072	-1.05109	-0.883892	-0.688447	2	11.0451	0.302868	0.221879	0.20671	0.268542	0.00108584	0.00108584	-65828.1	0.0	-3879.75	
2118000000	2787	-75102.5	-9194.25	-65908.2	1.78613	2014.02	139.731	0	12.4882	-0.590849	-0.838365	-0.639983	-0.1517	0.299772	0.435791	0.968339	1.47335	1.31347	1.53819	2.22432	2.58113	2.81562	2.60778	1.53577	1.37557	0.170585	-0.640726	-0.752256	-0.955877	-0.814246	-1.00386	-1.41254	-1.72266	-1.97043	2	11.4132	0.305836	0.225272	0.199792	0.2691	0.00108956	0.00108956	-65908.2	0.0	-3942.63	
2120000000	2786	-75109.9	-9216.68	-65893.2	1.74955	2014.06	139.63	0	12.4882	-0.846452	-0.549277	-0.233731	0.0630309	0.210863	0.46518	0.856274	1.36275	1.24271	1.55292	2.35692	2.53515	2.86237	2.69767	1.53513	1.51992	0.170534	-0.726557	-1.03231	-1.40211	-1.4973	-2.28449	-2.34553	-2.57784	-2.46619	2	9.5189	0.308422	0.226048	0.197573	0.267957	0.00107483	0.00107483	-65893.2	0.0	-3965.4	
2122000000	2784	-74987.5	-9169.72	-65817.7	1.81259	2014	137.318	0	12.4882	-0.459603	-0.600415	-0.428808	0.110244	0.107033	0.245907	1.00424	1.36925	1.56224	1.5787	2.23875	2.41764	2.74542	2.73531	1.51859	0.96156	0.336064	-0.934586	-0.799275	-0.906179	-1.34465	-1.50645	-1.34447	-1.37854	-1.41204	2	9.69158	0.306116	0.219518	0.203544	0.270822	0.00110728	0.00110728	-65817.7	0.0	-3918.41	
2124000000	2790	-74975.9	-9106.99	-65868.9	1.73307	2014.08	136.182	0	12.4882	-0.000513116	-0.526559	-0.0614319	0.143985	0.354966	0.804138	0.935314	1.52368	1.30628	1.59151	2.20913	2.49728	2.74878	2.65992	1.17247	1.15198	0.128552	-0.86917	-0.62613	-0.959909	-1.35101	-1.07177	-0.884687	-0.872329	-0.501213	2	10.0827	0.310691	0.2261	0.201412	0.261796	0.00111215	0.00111215	-65868.9	0.0	-3855.6	
2126000000	2786	-74894.9	-9099.43	-65795.5	1.99848	2013.81	134.908	0	12.4882	-0.628652	-0.586596	-0.51115	0.167667	0.34216	0.334028	0.943299	1.26827	1.14443	1.52006	2.22955	2.35423	2.89811	2.65512	1.32733	1.2774	0.514	-0.611291	-0.781641	-0.800818	-0.760855	-0.413581	-0.385929	-0.60864	-0.545648	2	11.1102	0.316502	0.218668	0.198573	0.266258	0.0011226	0.0011226	-65795.5	0.0	-3847.86	
2128000000	2786	-74934.4	-9121.44	-65812.9	1.72346	2014.08	135.738	0	12.4882	-0.923882	-0.333182	-0.240683	0.0895178	0.342639	0.578537	1.05647	1.24613	1.39103	1.56782	2.44094	2.39268	2.73148	2.70964	1.27831	1.21793	0.341305	-0.891382	-1.09514	-1.16734	-1.19182	-1.24423	-1.25281	-1.41697	-1.56754	2	10.1218	0.31279	0.225988	0.200326	0.260896	0.00106463	0.00106463	-65812.9	0.0	-3870.05	
2130000000	2785	-74843.4	-9084.42	-65759	1.9082	2013.9	133.9	0	12.4882	-1.05972	-0.689363	-0.538039	-0.0764411	0.18022	0.524773	0.873726	1.32886	1.27644	1.69703	2.54404	2.36557	2.67588	2.538	1.36088	1.18921	0.103559	-0.474234	-0.412568	-0.753707	-0.731377	-0.924724	-1.14429	-1.1306	-1.3214	2	9.61662	0.315608	0.222787	0.200021	0.261583	0.00110984	0.00110984	-65759	0.0	-3833.12	
2132000000	2785	-74937.5	-9136.07	-65801.4	1.81666	2013.99	135.863	0	12.4882	-1.02092	-0.812213	-0.420861	-0.177955	0.225166	0.302435	0.991067	1.60141	1.26336	1.63528	2.49306	2.5517	2.64235	2.59157	1.45712	1.02652	-0.0856065	-0.926956	-0.324561	-0.671734	-1.07593	-1.79917	-1.27308	-1.14483	-1.28407	2	9.36607	0.308828	0.217211	0.206045	0.267915	0.00111856	0.00111856	-65801.4	0.0	-3884.82	
2134000000	2788	-74848.4	-9052.26	-65796.1	1.88578	2013.92	133.625	0	12.4882	0.0133668	0.191292	0.200744	-0.321821	-0.00540306	0.0506128	0.930715	1.10197	1.18823	1.76198	2.37567	2.56151	2.78551	2.61574	1.48138	1.08677	0.127837	-0.82371	-0.925233	-0.899401	-1.17298	-1.03746	-1.21188	-0.944781	-0.685947	2	9.24636	0.307842	0.217132	0.20487	0.270156	0.0011168	0.0011168	-65796.1	0.0	-3801.03	
2136000000	2787	-74826.4	-9067.67	-65758.7	1.8364	2013.97	132.548	0	12.4882	-0.275517	-0.577855	-0.539812	-0.292082	0.0175153	0.25602	0.600872	1.31833	1.11038	1.84831	2.41053	2.22211	2.77695	2.51251	1.54092	1.0233	0.103342	-0.585356	-0.427229	-0.968777	-1.18912	-1.63281	-2.05278	-2.27691	-1.75695	2	9.77384	0.314038	0.221445	0.199633	0.264884	0.00112646	0.00112646	-65758.7	0.0	-3816.34	
2138000000	2787	-74748.9	-9017.73	-65731.2	1.7815	2014.03	131.364	0	12.4882	-1.16068	-0.364329	-0.119621	-0.112327	0.0932053	0.384621	0.723118	1.1043	1.32642	1.43658	2.39012	2.51132	2.62924	2.38514	1.32462	1.1897	0.0735633	-0.48297	-0.467818	-0.628923	-0.603108	-0.716485	-0.497064	-0.405683	-0.207539	2	11.0555	0.312218	0.2235	0.202482	0.261801	0.00114561	0.00114561	-65731.2	0.0	-3766.17	
2140000000	2789	-74909.9	-9086.98	-65822.9	1.75248	2014.06	134.311	0	12.4882	-0.171606	-0.399608	0.00874063	-0.0971137	0.174827	0.402099	1.18467	1.2661	1.32989	1.58583	2.12318	2.46049	2.9259	2.59708	1.25065	1.01553	0.0117515	-0.845148	-0.637649	-0.790417	-0.923647	-0.467098	-0.687061	-0.543651	-0.209158	2	9.83931	0.318763	0.215276	0.200065	0.265896	0.00110129	0.00110129	-65822.9	0.0	-3835.64	
2142000000	2787	-74855.9	-9073.1	-65782.8	1.77029	2014.04	133.801	0	12.4882	-0.744647	-0.596696	-0.501712	-0.199496	0.255568	0.495736	1.09753	1.20141	1.27317	1.50226	2.31364	2.78663	2.5465	2.61616	1.25111	0.971039	0.0232232	-0.795556	-0.936829	-0.839262	-1.10823	-1.0542	-0.916561	-0.886794	-0.989632	2	9.36437	0.311101	0.217891	0.200938	0.270071	0.00110177	0.00110177	-65782.8	0.0	-3821.85	
2144000000	2789	-75022.4	-9136.95	-65885.4	1.81849	2013.99	137.542	0	12.4882	-1.07189	-0.937681	-0.474676	-0.0559493	0.0751107	0.447866	0.635668	1.37105	1.44518	1.58387	2.42596	2.60216	2.98068	2.78969	1.23642	1.16088	0.270168	-0.605682	-1.03847	-1.03097	-1.62956	-2.00652	-1.75427	-1.4194	-1.3485	2	10.4273	0.306194	0.22257	0.20669	0.264546	0.00108376	0.00108376	-65885.4	0.0	-3885.5	
2146000000	2787	-75250.5	-9288.53	-65962	1.78048	2014.03	142.639	0	12.4882	-0.458368	0.170309	0.100101	0.398091	0.243072	0.9487	1.11474	1.38833	1.47377	1.71356	2.47845	2.85885	2.72187	2.76745	1.45596	1.09849	0.0760896	-1.00924	-0.753564	-1.10569	-1.15665	-1.43896	-1.68775	-1.72001	-1.8363	2	10.3284	0.313544	0.221964	0.197655	0.266836	0.00100924	0.00100924	-65962	0.0	-4037.1	
2148000000	2785	-74883.1	-9090.92	-65792.2	1.77847	2014.03	135.458	0	12.4882	-0.750384	-0.663543	-0.300315	0.0799724	0.153427	0.694575	0.728343	1.17515	1.15794	1.40613	2.48604	2.46992	2.56052	2.70253	1.27125	1.08456	0.104537	-0.932615	-1.03039	-0.952612	-1.26195	-1.1585	-1.48341	-1.2428	-0.896892	2	10.3914	0.313222	0.223274	0.201675	0.261829	0.0011302	0.0011302	-65792.2	0.0	-3839.47	
2150000000	2785	-74932.3	-9124.71	-65807.6	1.75335	2014.06	136.21	0	12.4882	-0.542018	-0.398421	-0.277233	-0.0938377	0.150512	0.393129	1.03359	0.945132	0.985303	1.60923	2.46467	2.50435	2.71195	2.72695	1.70901	1.2431	-0.00138708	-0.370689	-0.923015	-1.14942	-1.51232	-1.05325	-0.828454	-1.16023	-0.785084	2	10.7385	0.312374	0.222544	0.195256	0.269826	0.00112605	0.00112605	-65807.6	0.0	-3873.2	
2152000000	2786	-74885.7	-9091.2	-65794.5	1.8117	2014	135.055	0	12.4882	-0.994383	-0.282896	0.0394338	0.0626001	0.15222	0.271221	0.910581	1.45389	0.977565	1.7372	2.28697	2.74039	2.72598	2.67942	1.40546	0.908867	-0.0202614	-0.686112	-0.574348	-1.08166	-1.12886	-1.43494	-1.37968	-1.82854	-1.74928	2	10.1942	0.307076	0.223761	0.203539	0.265625	0.00111854	0.00111854	-65794.5	0.0	-3839.79	
2154000000	2786	-74843.8	-9076.5	-65767.3	1.80171	2014.01	133.513	0	12.4882	-0.557885	-0.55465	-0.347392	0.105039	-0.0169489	0.822298	0.891247	1.15388	1.05222	1.57898	2.39015	2.48331	2.65966	2.50497	1.51905	1.06493	0.0400104	-0.505211	-0.508733	-0.916278	-1.11287	-1.28951	-1.18599	-0.859014	-0.769439	2	10.3785	0.305706	0.222516	0.206966	0.264812	0.00110907	0.00110907	-65767.3	0.0	-3825.06	
