item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize14 1.636603 0.00675  0.551049 1.615878 0.591568 2.715855 10505.37 6664.209 NaN     
skygrid.logPopSize15 1.862222 0.006945 0.570485 1.848142 0.767732 2.973491 10374.46 6748.296 NaN     
skygrid.logPopSize16 2.115257 0.007089 0.57721  2.109993 1.070844 3.314361 10559.58 6629.993 NaN     
skygrid.logPopSize17 2.38657  0.007299 0.560968 2.38078  1.301421 3.482089 11851.64 5907.195 2.316526
skygrid.logPopSize18 2.666857 0.007327 0.500489 2.654634 1.722092 3.647113 15005.01 4665.772 2.618717
skygrid.logPopSize19 2.927366 0.007216 0.399039 2.908801 2.204529 3.747675 22896.33 3057.694 2.90013 
skygrid.logPopSize20 2.678425 0.009659 0.403435 2.658366 1.871639 3.457982 40133.14 1744.443 2.647695
skygrid.logPopSize21 1.919293 0.012792 0.456402 1.903809 1.023304 2.80198  54993.27 1273.064 1.861996
skygrid.logPopSize22 1.221162 0.011906 0.450759 1.201492 0.376943 2.123334 48843.00 1433.368 NaN     
skygrid.logPopSize23 0.812066 0.010199 0.420086 0.806796 -0.02787 1.618339 41267.29 1696.500 NaN     
skygrid.logPopSize24 0.606393 0.006864 0.425086 0.597833 -0.22684 1.435391 18253.23 3835.484 NaN     
skygrid.logPopSize25 0.519998 0.006071 0.449794 0.511915 -0.35082 1.40013  12755.08 5488.789 NaN     
skygrid.logPopSize26 0.493382 0.006029 0.478658 0.476434 -0.42075 1.447607 11105.69 6303.974 NaN     
skygrid.logPopSize27 0.50427  0.006353 0.507883 0.491606 -0.48962 1.496798 10953.90 6391.325 NaN     
skygrid.logPopSize28 0.501236 0.006721 0.548814 0.487729 -0.57110 1.571567 10498.86 6668.340 NaN     
skygrid.logPopSize29 0.478011 0.007301 0.586942 0.455896 -0.64326 1.668647 10832.99 6462.661 NaN     
skygrid.logPopSize30 0.505647 0.007612 0.619335 0.496581 -0.76223 1.652721 10575.09 6620.268 NaN     
skygrid.logPopSize31 0.586704 0.007831 0.649477 0.574522 -0.63500 1.913619 10179.00 6877.884 NaN     
skygrid.logPopSize32 0.710933 0.008794 0.674724 0.705872 -0.60315 2.006676 11891.63 5887.332 NaN     
skygrid.logPopSize33 0.87402  0.008846 0.706269 0.865311 -0.47666 2.269946 10983.55 6374.076 NaN     
skygrid.logPopSize34 1.050156 0.009287 0.714383 1.042441 -0.27581 2.503886 11832.75 5916.625 NaN     
skygrid.logPopSize35 1.25553  0.008569 0.710749 1.240272 -0.10431 2.691233 10176.44 6879.612 NaN     
skygrid.logPopSize36 1.480645 0.008313 0.691946 1.467204 0.136089 2.839373 10105.19 6928.122 NaN     
skygrid.logPopSize37 1.715701 0.00806  0.649947 1.714711 0.483921 3.024943 10767.05 6502.241 NaN     
skygrid.logPopSize38 1.972795 0.007605 0.571829 1.96552  0.855828 3.063087 12382.31 5654.033 1.878932
skygrid.logPopSize39 2.203578 0.006926 0.481827 2.185142 1.280188 3.153694 14467.84 4839.007 2.14901 
skygrid.logPopSize40 2.139315 0.008219 0.453309 2.135128 1.254497 3.02144  23015.02 3041.925 2.089069
skygrid.logPopSize41 1.488466 0.011793 0.542161 1.486981 0.37768  2.482659 33125.98 2113.446 NaN     
skygrid.logPopSize42 0.79285  0.012108 0.54481  0.767864 -0.25150 1.862644 34576.47 2024.787 NaN     
skygrid.logPopSize43 0.388134 0.008678 0.4772   0.367318 -0.53304 1.316327 23152.58 3023.852 NaN     
skygrid.logPopSize44 0.291628 0.006608 0.463476 0.286564 -0.63181 1.156198 14230.64 4919.666 NaN     
skygrid.logPopSize45 0.356556 0.006565 0.520684 0.343705 -0.62687 1.382359 11130.83 6289.736 NaN     
skygrid.logPopSize46 0.442537 0.007845 0.56769  0.437487 -0.68249 1.543019 13370.98 5235.964 NaN     
skygrid.logPopSize47 0.499371 0.00905  0.605305 0.499628 -0.76425 1.623775 15648.22 4473.991 NaN     
skygrid.logPopSize48 0.513166 0.010583 0.644669 0.524602 -0.83244 1.703331 18866.72 3710.764 NaN     
skygrid.logPopSize49 0.478524 0.012153 0.686851 0.499602 -0.85298 1.817532 21917.78 3194.210 NaN     
skygrid.logPopSize50 0.403493 0.013116 0.710998 0.437873 -1.00329 1.79043  23825.94 2938.393 NaN     
skygrid.cutOff       5        0        0        5        5        5        NaN      NaN      5       
kappa                11.26654 0.020368 1.6036   11.12143 8.329997 14.45920 11294.27 6198.713 11.15549
frequencies1         0.339378 0.000139 0.010361 0.339194 0.319254 0.359657 12620.57 5547.290 0.33922 
frequencies2         0.193428 0.000108 0.00858  0.193398 0.177103 0.210285 11036.57 6343.454 0.193237
frequencies3         0.223588 0.000109 0.009004 0.223595 0.206187 0.241495 10310.44 6790.200 0.223406
frequencies4         0.243606 0.000119 0.009397 0.243597 0.225642 0.262719 11178.22 6263.067 0.243425
clock.rate           0.003389 1.13E-5  0.000372 0.003375 0.002658 0.004099 64800.91 1080.385 0.003369
meanRate             0.003389 1.13E-5  0.000372 0.003375 0.002658 0.004099 64800.91 1080.385 0.003369
treeLikelihood       -5497.57 0.135721 9.217862 -5497.22 -5514.87 -5479.27 15177.37 4612.787 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -402.766 0.67275  19.7716  -402.444 -441.617 -364.706 81055.73 863.7266 NaN     
