item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -5911.28 0.648817 20.92244 -5910.86 -5950.10 -5868.21 67325.52 1039.873 NaN     
prior                -413.719 0.672779 19.77375 -413.481 -452.414 -375.540 81045.09 863.8400 NaN     
likelihood           -5497.57 0.135721 9.217862 -5497.22 -5514.87 -5479.27 15177.37 4612.787 NaN     
rootHeight           6.288311 0.01723  0.707182 6.205251 5.054358 7.690949 41557.34 1684.659 6.250026
age(root)            1997.692 0.01723  0.707182 1997.775 1996.289 1998.926 41557.35 1684.659 1997.692
treeLength           69.06246 0.229297 6.775743 68.47738 56.71329 82.81580 80176.06 873.2032 68.73490
skygrid.precision    5.09935  NaN      NaN      5.09935  5.09935  5.09935  10000    7001     5.09935 
skygrid.logPopSize1  1.62587  0.008213 0.474173 1.610179 0.728071 2.557779 21001.90 3333.506 NaN     
skygrid.logPopSize2  1.512839 0.008651 0.398558 1.497194 0.743736 2.297738 32987.97 2122.288 1.456394
skygrid.logPopSize3  1.125915 0.009285 0.412235 1.11506  0.293852 1.920736 35519.60 1971.024 NaN     
skygrid.logPopSize4  0.760101 0.010068 0.451298 0.755312 -0.11198 1.648353 34843.04 2009.296 NaN     
skygrid.logPopSize5  0.488564 0.009129 0.458895 0.478621 -0.37677 1.41335  27708.86 2526.628 NaN     
skygrid.logPopSize6  0.404709 0.00732  0.462241 0.391724 -0.44319 1.366316 17557.76 3987.409 NaN     
skygrid.logPopSize7  0.577995 0.005799 0.44374  0.565414 -0.31866 1.408229 11954.98 5856.136 NaN     
skygrid.logPopSize8  0.959129 0.005245 0.418924 0.942029 0.136893 1.754924 10973.01 6380.199 NaN     
skygrid.logPopSize9  1.294911 0.005773 0.43254  1.28309  0.412909 2.111943 12472.08 5613.334 NaN     
skygrid.logPopSize10 1.401458 0.006865 0.454105 1.393156 0.524095 2.306272 15998.55 4376.020 NaN     
skygrid.logPopSize11 1.345539 0.006969 0.480861 1.335011 0.395697 2.273125 14703.03 4761.601 NaN     
skygrid.logPopSize12 1.352206 0.006775 0.500246 1.342964 0.343084 2.283968 12841.02 5452.055 NaN     
skygrid.logPopSize13 1.46064  0.006335 0.518592 1.4506   0.447341 2.471572 10446.87 6701.528 NaN     
