replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	17246	109	0.006320	721	47	0.065187	299	36	0.120401	136	18	0.132353	89	17	0.191011	75	25	0.333333	55	16	0.290909	38	13	0.342105	18	9	0.500000	16	7	0.437500	18	13	0.722222	10	2	0.200000	9	8	0.888889	10	8	0.800000	4	3	0.750000	1	0	0.000000	11	9	0.818182	9	9	1.000000	6	6	1.000000	143	143	1.000000
sim_001	45998	156	0.003391	762	59	0.077428	278	38	0.136691	140	30	0.214286	74	21	0.283784	55	12	0.218182	37	14	0.378378	28	7	0.250000	15	3	0.200000	13	8	0.615385	13	5	0.384615	5	2	0.400000	8	4	0.500000	17	8	0.470588	4	2	0.500000	6	4	0.666667	6	5	0.833333	4	4	1.000000	6	5	0.833333	111	111	1.000000
sim_002	43534	149	0.003423	683	56	0.081991	220	25	0.113636	134	17	0.126866	64	14	0.218750	43	15	0.348837	38	15	0.394737	33	16	0.484848	20	7	0.350000	11	5	0.454545	8	5	0.625000	10	4	0.400000	10	5	0.500000	7	4	0.571429	9	5	0.555556	9	8	0.888889	8	6	0.750000	3	2	0.666667	4	4	1.000000	137	136	0.992701
sim_003	13104	80	0.006105	603	42	0.069652	266	27	0.101504	138	31	0.224638	78	15	0.192308	80	29	0.362500	51	17	0.333333	31	13	0.419355	16	5	0.312500	22	11	0.500000	19	12	0.631579	15	4	0.266667	9	4	0.444444	8	7	0.875000	6	4	0.666667	10	6	0.600000	8	5	0.625000	1	1	1.000000	7	6	0.857143	179	179	1.000000
sim_004	20197	106	0.005248	679	40	0.058910	319	35	0.109718	153	22	0.143791	87	21	0.241379	66	21	0.318182	45	18	0.400000	26	12	0.461538	19	9	0.473684	22	10	0.454545	18	7	0.388889	12	10	0.833333	12	10	0.833333	13	10	0.769231	7	6	0.857143	5	4	0.800000	4	3	0.750000	6	6	1.000000	8	8	1.000000	140	140	1.000000
sim_005	20398	106	0.005197	623	37	0.059390	285	35	0.122807	176	31	0.176136	100	14	0.140000	61	18	0.295082	49	16	0.326531	28	11	0.392857	18	10	0.555556	22	11	0.500000	14	10	0.714286	11	4	0.363636	14	12	0.857143	15	14	0.933333	10	7	0.700000	6	5	0.833333	2	2	1.000000	5	4	0.800000	6	6	1.000000	146	145	0.993151
sim_006	17862	95	0.005319	693	47	0.067821	310	46	0.148387	194	33	0.170103	95	26	0.273684	49	9	0.183673	59	25	0.423729	33	9	0.272727	18	6	0.333333	19	8	0.421053	16	7	0.437500	11	7	0.636364	9	5	0.555556	7	4	0.571429	6	4	0.666667	8	6	0.750000	3	3	1.000000	7	2	0.285714	5	5	1.000000	151	151	1.000000
sim_007	34683	137	0.003950	641	37	0.057722	261	30	0.114943	125	29	0.232000	94	26	0.276596	44	12	0.272727	39	9	0.230769	26	7	0.269231	22	8	0.363636	15	7	0.466667	14	9	0.642857	11	5	0.454545	5	3	0.600000	9	6	0.666667	9	6	0.666667	5	4	0.800000	7	5	0.714286	7	6	0.857143	6	5	0.833333	148	147	0.993243
sim_009	21964	96	0.004371	638	46	0.072100	259	38	0.146718	126	17	0.134921	81	24	0.296296	59	14	0.237288	39	14	0.358974	18	4	0.222222	26	14	0.538462	15	8	0.533333	14	9	0.642857	11	7	0.636364	9	7	0.777778	11	9	0.818182	11	6	0.545455	6	5	0.833333	7	6	0.857143	3	3	1.000000	5	5	1.000000	167	166	0.994012
sim_010	44145	138	0.003126	565	31	0.054867	243	34	0.139918	141	29	0.205674	79	28	0.354430	56	12	0.214286	43	15	0.348837	39	14	0.358974	20	11	0.550000	17	7	0.411765	13	8	0.615385	7	5	0.714286	8	3	0.375000	6	4	0.666667	5	5	1.000000	2	1	0.500000	8	5	0.625000	7	7	1.000000	6	6	1.000000	135	135	1.000000
sim_011	26393	134	0.005077	668	53	0.079341	260	29	0.111538	119	18	0.151261	97	21	0.216495	54	19	0.351852	47	13	0.276596	35	9	0.257143	18	4	0.222222	17	6	0.352941	7	3	0.428571	12	5	0.416667	6	2	0.333333	11	9	0.818182	6	3	0.500000	9	8	0.888889	6	5	0.833333	12	11	0.916667	8	6	0.750000	140	140	1.000000
sim_012	23350	125	0.005353	685	48	0.070073	243	29	0.119342	134	27	0.201493	74	17	0.229730	57	14	0.245614	37	15	0.405405	32	8	0.250000	31	14	0.451613	7	2	0.285714	12	4	0.333333	16	8	0.500000	5	3	0.600000	7	3	0.428571	13	12	0.923077	5	4	0.800000	1	1	1.000000	12	11	0.916667	4	4	1.000000	149	149	1.000000
sim_013	23075	108	0.004680	749	66	0.088117	270	26	0.096296	163	28	0.171779	67	19	0.283582	73	24	0.328767	38	11	0.289474	33	8	0.242424	21	11	0.523810	22	9	0.409091	18	9	0.500000	14	7	0.500000	14	7	0.500000	5	2	0.400000	11	10	0.909091	3	2	0.666667	5	4	0.800000	7	6	0.857143	6	5	0.833333	136	136	1.000000
sim_014	40574	143	0.003524	610	46	0.075410	243	26	0.106996	125	16	0.128000	67	16	0.238806	70	15	0.214286	29	6	0.206897	23	13	0.565217	20	8	0.400000	16	9	0.562500	12	8	0.666667	8	4	0.500000	9	7	0.777778	13	10	0.769231	9	8	0.888889	8	4	0.500000	7	5	0.714286	5	4	0.800000	3	3	1.000000	147	147	1.000000
sim_015	23522	111	0.004719	712	56	0.078652	305	43	0.140984	152	21	0.138158	89	19	0.213483	61	19	0.311475	40	10	0.250000	25	10	0.400000	30	14	0.466667	13	8	0.615385	20	4	0.200000	9	6	0.666667	13	2	0.153846	6	5	0.833333	10	7	0.700000	8	7	0.875000	5	5	1.000000	8	7	0.875000	7	6	0.857143	139	138	0.992806
