item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    55.10870 0.003475 0.337685 55       55       56       74140.08 9442.259 55.10768
posterior_for_Delphy       -22812.0 0.869512 33.81412 -22811.1 -22878.7 -22746.6 462896.2 1512.325 NaN     
prior_for_Delphy           3881.028 0.644865 24.81122 3881.54  3831.64  3928.54  472900.9 1480.331 3880.948
likelihood_really_logG     -26693.0 0.229235 10.11107 -26692.4 -26713.1 -26673.9 359827.3 1945.516 NaN     
rootHeight                 0.292543 0.000368 0.025598 0.287002 0.256295 0.340921 144587.0 4841.720 0.291511
age(root)                  2014.166 0.000366 0.02563  2014.17  2014.12  2014.2   142814.1 4901.823 2014.166
treeLength                 1.373705 0.005835 0.240729 1.34255  0.962348 1.86005  411274.0 1702.149 1.354028
exponential.popSize        0.111073 0.001048 0.046777 0.101702 0.041638 0.205256 351115.8 1993.786 0.102621
exponential.growthRate     5.342999 0.047565 3.64563  5.15684  -1.37758 12.764   119167.3 5874.511 NaN     
kappa                      9.291285 0.028663 3.317015 8.68266  4.00939  15.821   52271.65 13392.53 8.776555
frequencies1               0.31912  2.83E-5  0.003343 0.319104 0.312429 0.325526 50104.24 13971.86 0.319103
frequencies2               0.214051 2.5E-5   0.002957 0.214047 0.208035 0.219689 50000    14001    0.214031
frequencies3               0.198055 2.46E-5  0.00289  0.198075 0.19245  0.203782 50895.41 13754.67 0.198034
frequencies4               0.268774 2.73E-5  0.003225 0.268769 0.262736 0.275479 50000    14001    0.268754
clock.rate                 0.002218 9.47E-6  0.00047  0.002185 0.001376 0.003185 284406.6 2461.440 0.002169
meanRate                   0.002218 9.47E-6  0.00047  0.002185 0.001376 0.003185 284406.6 2461.440 0.002169
treeLikelihood_really_logG -26693.0 0.229235 10.11107 -26692.4 -26713.1 -26673.9 359827.3 1945.516 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                 121.5689 0.635095 24.44887 122.056  71.795   167.332  472376.9 1481.973 118.9015
