# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
11022000000	4366	-105840	-34148.6	-71691.5	1.61583	2023.98	101.29	0	6.24524	-0.948538	-1.03779	-0.197967	-0.0621273	-0.547724	-0.332775	0.627891	0.78068	0.942234	0.662324	0.0976582	-1.1359	-0.149051	0.641776	0.327199	-0.0676646	0.111243	-0.180546	-1.24872	-1.60941	-2.22498	-2.97675	-3.29807	1.833	17.8008	0.326312	0.206717	0.23865	0.228321	0.509688	0.00320375	0.00320375	-71691.5	0.0	-3973.96	
11024000000	4364	-106389	-34727.3	-71662.1	1.6183	2023.98	101.014	0	6.24524	-1.14075	-0.999143	-0.496629	-0.138703	-0.71174	-0.171638	0.751438	0.866497	0.837805	0.692437	0.0418987	-1.03629	0.169443	0.610509	0.447106	0.154884	0.261867	0.051911	-1.48548	-2.19778	-2.54023	-2.67966	-3.02341	1.833	17.8094	0.32367	0.201948	0.246082	0.2283	0.563234	0.00330439	0.00330439	-71662.1	0.0	-3932.19	
11026000000	4361	-105537	-34096	-71440.5	1.60274	2023.99	99.5385	0	6.24524	-0.998211	-0.949128	-0.564024	-0.192105	-0.558496	0.0820858	0.703589	0.868301	0.814041	0.50307	0.0224405	-0.985959	0.2256	0.575951	0.440675	0.0672985	0.103418	0.013092	-1.09973	-1.87093	-2.00043	-1.78952	-1.76446	1.833	17.1744	0.328825	0.202132	0.244247	0.224796	0.51219	0.00343628	0.00343628	-71440.5	0.0	-3854.38	
11028000000	4356	-105901	-34439.5	-71461.1	1.62233	2023.97	100.829	0	6.24524	-0.8416	-0.894925	-0.565969	-0.0337921	-0.598012	-0.0732283	0.547257	0.798715	0.829248	0.522144	-0.0677282	-0.92206	0.116735	0.578127	0.602581	0.000694073	0.260788	-0.316396	-0.768838	-0.942472	-1.50122	-1.64353	-2.34853	1.833	16.9686	0.32496	0.203354	0.249853	0.221833	0.529078	0.00333356	0.00333356	-71461.1	0.0	-3956.41	
11030000000	4358	-105642	-34054.2	-71587.5	1.60766	2023.99	104.514	0	6.24524	-0.89994	-0.967809	-0.419439	-0.043839	-0.601016	-0.164058	0.64642	0.69907	1.00963	0.604015	0.0348381	-1.01677	0.0279189	0.741073	0.747468	0.0991078	0.328729	-0.161445	-1.16722	-1.8469	-2.13803	-1.94779	-1.38688	1.833	15.6205	0.326382	0.199127	0.246499	0.227992	0.488671	0.00321706	0.00321706	-71587.5	0.0	-4184.76	
11032000000	4362	-105156	-33591.4	-71564.7	1.61239	2023.98	102.471	0	6.24524	-1.11795	-0.734187	-0.488261	-0.0934747	-0.825043	-0.191791	0.438021	0.741378	0.921493	0.589681	0.0362631	-1.05417	0.0884726	0.713408	0.699411	0.155211	0.379188	-0.41337	-1.56366	-1.85218	-1.99252	-2.15252	-3.14961	1.833	16.396	0.31937	0.209039	0.252117	0.219473	0.472192	0.0031779	0.0031779	-71564.7	0.0	-4034.97	
11034000000	4360	-105971	-34335.8	-71634.8	1.59214	2024	102.35	0	6.24524	-1.19016	-0.846	-0.386921	-0.139001	-0.429849	-0.0150554	0.513897	0.782621	0.996311	0.647647	-0.103888	-1.05632	0.0485476	0.608513	0.625658	0.152245	0.145469	0.0484891	-1.49937	-1.62738	-2.66212	-2.62138	-3.20611	1.833	17.7734	0.33228	0.206929	0.245977	0.214813	0.519156	0.00328337	0.00328337	-71634.8	0.0	-4019.85	
11036000000	4359	-105679	-34161.7	-71517.7	1.61604	2023.98	102.346	0	6.24524	-1.03022	-0.877489	-0.449099	-0.176717	-0.544821	-0.103277	0.362233	0.721675	0.979606	0.672266	-0.0890765	-1.11078	0.259176	0.546266	0.540752	0.284116	0.150504	-0.285877	-1.28672	-1.64948	-1.61734	-1.86943	-2.64771	1.833	16.7535	0.324142	0.201444	0.250789	0.223625	0.500891	0.00323163	0.00323163	-71517.7	0.0	-4028.32	
11038000000	4362	-106834	-35200.1	-71633.4	1.58249	2024.01	101.344	0	6.24524	-0.806228	-0.952764	-0.471008	-0.125498	-0.398945	-0.116069	0.49479	0.92396	0.96177	0.749827	-0.000189441	-1.09062	0.121702	0.676303	0.502591	0.224432	0.143264	-0.369061	-1.10895	-1.21756	-1.99549	-2.50007	-2.57588	1.833	15.6466	0.321076	0.207862	0.246986	0.224076	0.555855	0.00314338	0.00314338	-71633.4	0.0	-4011.64	
11040000000	4365	-106067	-34419.2	-71648	1.60126	2023.99	101.612	0	6.24524	-0.992517	-0.961775	-0.707962	-0.103426	-0.683114	-0.261764	0.675557	0.863448	0.980659	0.742823	0.0749014	-1.1136	0.0187524	0.522679	0.409086	0.459776	0.186173	-0.373079	-1.60163	-1.61573	-1.60558	-2.69315	-2.61294	1.833	17.8303	0.327486	0.201623	0.247327	0.223564	0.51984	0.00323468	0.00323468	-71648	0.0	-3983.81	
11042000000	4363	-105881	-34406.4	-71475.1	1.61707	2023.98	100.492	0	6.24524	-0.886187	-0.759957	-0.464717	-0.0887312	-0.397013	-0.0894631	0.36188	0.745779	0.889213	0.734837	-0.16857	-1.18698	0.0367882	0.520618	0.385569	0.447626	0.346772	-0.437274	-1.68245	-1.77902	-1.86214	-2.72965	-3.00548	1.833	16.2501	0.32777	0.20484	0.242759	0.224631	0.523705	0.0032153	0.0032153	-71475.1	0.0	-3944.25	
11044000000	4367	-105211	-33801.7	-71409.3	1.58431	2024.01	99.9708	0	6.24524	-0.897192	-0.906607	-0.398242	-0.299011	-0.357139	0.0489057	0.519856	0.943657	0.89257	0.610337	-0.0919358	-0.962687	0.201494	0.750863	0.322791	0.241167	0.168912	-0.908843	-1.28876	-1.71732	-1.4692	-1.67298	-1.46269	1.833	16.4819	0.319731	0.208023	0.251151	0.221095	0.49597	0.00335636	0.00335636	-71409.3	0.0	-3932.97	
11046000000	4362	-105553	-34055.2	-71497.4	1.58937	2024	99.7386	0	6.24524	-0.95065	-0.952192	-0.448583	-0.289514	-0.458814	-0.0580228	0.59458	0.892371	1.03778	0.739195	-0.106273	-0.894837	0.279299	0.559774	0.290086	0.112285	0.135204	-0.476765	-0.677365	-0.590292	-1.18887	-1.07309	-1.04206	1.833	17.029	0.328953	0.200346	0.242542	0.228158	0.513798	0.00339464	0.00339464	-71497.4	0.0	-3933.2	
11048000000	4359	-105180	-33745.1	-71434.4	1.65421	2023.94	100.83	0	6.24524	-0.896208	-1.03182	-0.713536	0.042404	-0.363861	-0.0331205	0.708163	0.982165	1.03992	0.708735	-0.269127	-0.928117	0.145327	0.327293	0.286385	0.191477	0.130107	-0.576943	-0.964745	-1.02905	-0.96258	-0.694582	-0.911463	1.833	15.5076	0.327288	0.203731	0.245026	0.223955	0.489824	0.00329582	0.00329582	-71434.4	0.0	-3975.57	
11050000000	4362	-106079	-34472.7	-71605.9	1.61013	2023.98	100.848	0	6.24524	-1.06737	-1.08401	-0.64026	-0.0874757	-0.50981	-0.147604	0.687269	0.964846	1.00291	0.680362	0.0646519	-0.87783	0.269119	0.48514	0.212624	0.373869	0.070647	-0.388924	-1.62012	-2.174	-1.97656	-1.14176	-0.908428	1.833	17.9812	0.326817	0.206062	0.242487	0.224635	0.533302	0.00330552	0.00330552	-71605.9	0.0	-3984.48	
11052000000	4359	-105771	-34227.1	-71543.5	1.62784	2023.96	102.135	0	6.24524	-0.93157	-1.14785	-0.546301	-0.173956	-0.692468	-0.162946	0.596469	0.919277	1.03966	0.82736	0.0153568	-0.778422	0.0158094	0.542349	0.504104	-0.0127013	0.320718	-0.751841	-1.30635	-2.11455	-1.9245	-1.2205	-1.30913	1.833	15.4288	0.326081	0.202585	0.246154	0.22518	0.51879	0.00329951	0.00329951	-71543.5	0.0	-4057.32	
11054000000	4361	-106002	-34373.1	-71629.2	1.67946	2023.91	104.031	0	6.24524	-0.927451	-0.999772	-0.652497	-0.0143069	-0.586025	-0.220486	0.63858	0.820495	1.03773	0.695919	0.148727	-0.744985	0.0113659	0.626097	0.447317	0.313837	0.251484	-0.559177	-1.50161	-1.61076	-2.61998	-2.83405	-2.37939	1.833	16.0358	0.323828	0.201932	0.25297	0.22127	0.520004	0.00327251	0.00327251	-71629.2	0.0	-4149.86	
11056000000	4359	-106471	-34893	-71577.6	1.62512	2023.97	100.94	0	6.24524	-1.07782	-1.13133	-0.576523	-0.200307	-0.645277	-0.383445	0.845997	0.940492	0.922072	0.671365	0.0110065	-0.986962	0.101876	0.408042	0.387719	0.378283	0.130464	-0.296186	-1.63686	-2.19308	-1.99554	-1.87874	-2.28558	1.833	15.5102	0.325487	0.200487	0.245805	0.228221	0.545273	0.00327306	0.00327306	-71577.6	0.0	-3939.4	
11058000000	4358	-105993	-34516.5	-71476.4	1.62175	2023.97	99.2434	0	6.24524	-1.19412	-0.949919	-0.467162	-0.209011	-0.564416	-0.116592	0.730241	0.917491	0.81678	0.579718	-0.0876636	-0.964948	0.200854	0.492326	0.298895	0.298765	-0.00926997	-0.531865	-1.44256	-1.9375	-1.69132	-2.0471	-1.71369	1.833	18.5055	0.325115	0.20436	0.244332	0.226193	0.522774	0.00327092	0.00327092	-71476.4	0.0	-3844.23	
11060000000	4358	-105105	-33744.7	-71360.6	1.58664	2024.01	98.8621	0	6.24524	-1.18232	-0.960981	-0.448396	-0.140554	-0.698831	-0.118978	0.629769	0.744786	0.794835	0.785095	-0.125081	-0.871523	0.225576	0.470969	0.38847	0.0679435	-0.0128072	-0.335608	-1.84974	-2.26171	-2.03705	-2.17707	-2.3269	1.833	17.8362	0.323353	0.203211	0.250676	0.222759	0.491872	0.0033992	0.0033992	-71360.6	0.0	-3829.05	
11062000000	4357	-104872	-33501.6	-71370.1	1.6251	2023.97	101.759	0	6.24524	-1.06688	-0.888675	-0.444962	-0.246553	-0.650566	-0.131679	0.662112	0.600914	0.989927	0.546046	0.0433368	-0.871262	0.150905	0.384974	0.648959	0.388789	0.181139	-0.304715	-1.7689	-2.94561	-2.64136	-2.51976	-1.56121	1.833	15.98	0.328705	0.199967	0.241592	0.229736	0.474483	0.00321839	0.00321839	-71370.1	0.0	-4011.18	
11064000000	4360	-104220	-32906	-71313.7	1.60324	2023.99	100.284	0	6.24524	-1.20779	-1.07745	-0.632333	-0.169756	-0.62743	-0.171482	0.705324	0.749636	0.941568	0.750289	-0.170702	-1.04752	0.0134338	0.429938	0.302247	0.31041	0.142104	-0.0620737	-0.944801	-1.3578	-1.2699	-1.81089	-0.821254	1.833	15.8463	0.32291	0.207443	0.24517	0.224477	0.466287	0.00335363	0.00335363	-71313.7	0.0	-3905.91	
11066000000	4359	-106082	-34582.9	-71498.9	1.65196	2023.94	100.173	0	6.24524	-1.22929	-1.01286	-0.606289	-0.175799	-0.493312	-0.112945	0.499419	0.88614	0.944921	0.672516	0.0547588	-1.29699	-0.0127365	0.459629	0.395733	0.327005	-0.0960575	-0.210718	-1.30312	-1.69708	-1.29616	-1.22982	-1.54238	1.833	16.8739	0.330579	0.199627	0.248254	0.22154	0.532259	0.00323882	0.00323882	-71498.9	0.0	-3859.43	
11068000000	4355	-105991	-34421.8	-71569.2	1.62243	2023.97	101.373	0	6.24524	-1.08885	-1.11659	-0.500119	-0.243848	-0.471232	-0.0178789	0.681083	0.876998	0.941249	0.847567	0.052997	-1.26965	0.110935	0.435532	0.501851	0.31427	-0.178848	-0.411871	-1.70999	-2.11808	-2.26616	-3.02402	-2.48677	1.833	18.8892	0.319963	0.205628	0.248044	0.226365	0.514787	0.00324545	0.00324545	-71569.2	0.0	-3951.15	
11070000000	4358	-106292	-34770	-71522	1.59761	2023.99	100.311	0	6.24524	-1.13248	-1.20892	-0.873536	-0.159281	-0.615384	-0.010304	0.453338	0.570399	0.979765	0.541278	-0.0106282	-1.33987	0.130323	0.533904	0.440536	0.2428	-0.133845	-0.10015	-1.85956	-1.54139	-2.2844	-2.30255	-2.28577	1.833	16.5292	0.331547	0.204549	0.246294	0.21761	0.544635	0.00322861	0.00322861	-71522	0.0	-3863.85	
11072000000	4360	-105260	-33837.2	-71422.9	1.61372	2023.98	100.141	0	6.24524	-1.04401	-1.01531	-0.58708	-0.254984	-0.718474	-0.136482	0.646623	0.705651	0.970008	0.682708	0.0238631	-1.15983	0.104576	0.580213	0.38097	0.240786	0.146352	-0.430538	-1.35208	-1.68737	-1.98094	-1.88554	-1.9186	1.833	16.4652	0.326916	0.203266	0.244007	0.225812	0.513918	0.00341682	0.00341682	-71422.9	0.0	-3845.54	
11074000000	4359	-105949	-34437.4	-71511.9	1.64146	2023.95	99.353	0	6.24524	-1.21226	-1.00365	-0.446414	-0.23354	-0.525434	-0.315176	0.836503	0.870042	0.909773	0.748142	-0.0808682	-1.2863	0.0268047	0.601743	0.431735	0.0788346	0.137731	-0.292946	-1.31785	-2.0369	-1.77056	-2.12777	-2.51312	1.833	16.7889	0.320083	0.205904	0.245313	0.228701	0.532431	0.00334529	0.00334529	-71511.9	0.0	-3842.21	
11076000000	4360	-105937	-34512.3	-71424.5	1.62202	2023.97	100.696	0	6.24524	-1.12169	-1.19418	-0.269877	-0.258222	-0.385365	-0.0595986	0.533972	1.01734	0.90734	0.835911	-0.133423	-1.08877	0.121776	0.403652	0.356627	0.197346	0.194308	-0.636646	-0.973714	-1.64761	-1.29852	-1.15333	-1.49627	1.833	17.5747	0.325471	0.199501	0.248824	0.226204	0.529596	0.00315912	0.00315912	-71424.5	0.0	-3933.91	
11078000000	4359	-105637	-34128.4	-71509	1.6166	2023.98	99.4355	0	6.24524	-1.1345	-1.17411	-0.469259	-0.188306	-0.380351	-0.19387	0.4226	0.857757	1.02923	0.716414	-0.00117131	-1.12697	-0.0608438	0.417173	0.091226	0.315137	-0.111888	-0.543479	-1.67988	-1.74233	-1.35543	-1.86027	-1.40754	1.833	16.7849	0.322806	0.209985	0.247159	0.22005	0.52455	0.00335268	0.00335268	-71509	0.0	-3868.17	
11080000000	4362	-105417	-33981.4	-71435.1	1.59089	2024	99.2899	0	6.24524	-0.958096	-0.994442	-0.460054	-0.254084	-0.581527	-0.145827	0.615353	1.26827	0.884065	0.687396	-0.115014	-1.12177	0.124989	0.571517	0.243939	0.345213	-0.016843	-0.593885	-1.98655	-2.58572	-2.31711	-2.35561	-1.77923	1.833	17.7442	0.327796	0.205762	0.245405	0.221037	0.504258	0.00337667	0.00337667	-71435.1	0.0	-3874.45	
11082000000	4361	-105722	-34218.6	-71503.3	1.65398	2023.94	99.8869	0	6.24524	-1.01497	-0.92962	-0.686122	-0.297339	-0.53733	-0.189477	0.529108	0.781656	0.891485	0.608112	-0.305391	-1.03571	0.0660786	0.547295	0.312796	0.188643	0.0451602	-0.430839	-0.797687	-0.632448	-0.777394	-0.515782	-0.557137	1.833	18.5454	0.3288	0.202991	0.244554	0.223655	0.519116	0.00330308	0.00330308	-71503.3	0.0	-3914.09	
11084000000	4361	-105907	-34417.6	-71489.6	1.57541	2024.02	98.9682	0	6.24524	-0.77614	-0.850831	-0.415392	-0.154222	-0.636814	-0.149023	0.52672	1.04545	0.976665	0.572672	-0.10952	-0.914143	0.0600552	0.669863	0.249341	0.31209	0.0929324	-0.770933	-1.44794	-1.4087	-1.25811	-1.23254	-1.68341	1.833	17.2363	0.330135	0.201304	0.249491	0.219069	0.536469	0.0033415	0.0033415	-71489.6	0.0	-3892.97	
11086000000	4361	-105802	-34316.5	-71485.8	1.56327	2024.03	98.6974	0	6.24524	-1.30791	-1.08975	-0.424112	-0.0965391	-0.668899	-0.434741	0.691189	0.930076	0.990551	0.522101	-0.0665169	-0.975795	0.469595	0.560109	0.301837	0.267626	-0.0143075	-0.514895	-1.41705	-1.43472	-2.14633	-2.19931	-2.73508	1.833	16.5833	0.32822	0.20235	0.245644	0.223786	0.522927	0.00339395	0.00339395	-71485.8	0.0	-3832.12	
11088000000	4358	-106851	-35152.5	-71698.7	1.59694	2024	101.148	0	6.24524	-1.0094	-1.11872	-0.627423	-0.104156	-0.564705	0.139305	0.538958	0.806653	1.04174	0.63443	-0.0330681	-1.07588	0.258516	0.599747	0.342352	0.0130363	0.162571	-0.783004	-2.22492	-2.32777	-2.32743	-1.95857	-2.31425	1.833	17.4712	0.322296	0.203259	0.251969	0.222477	0.578164	0.00322401	0.00322401	-71698.7	0.0	-3994.87	
11090000000	4362	-105035	-33675.4	-71359.8	1.58536	2024.01	98.574	0	6.24524	-1.08252	-0.98089	-0.472079	-0.173212	-0.711808	0.128082	0.380536	0.622771	0.974075	0.654614	-0.110127	-1.04552	0.27184	0.66948	0.227356	0.263131	0.154324	-0.752792	-1.13717	-0.539481	-0.848057	-1.16678	-1.10788	1.833	16.3792	0.321117	0.204032	0.245218	0.229633	0.493338	0.00337947	0.00337947	-71359.8	0.0	-3854.27	
11092000000	4363	-105705	-34209.7	-71495.5	1.59096	2024	98.6678	0	6.24524	-1.01155	-0.993893	-0.361363	-0.164925	-0.759599	-0.0572397	0.266496	0.533532	0.99107	0.705621	-0.173659	-1.04002	0.0153761	0.528053	0.401892	0.126678	0.243216	-0.918713	-1.36967	-1.42979	-0.900184	-0.404759	-0.654594	1.833	18.4757	0.324677	0.203509	0.249127	0.222686	0.513527	0.00329757	0.00329757	-71495.5	0.0	-3818.37	
11094000000	4363	-104814	-33403.4	-71410.3	1.61682	2023.98	100.503	0	6.24524	-1.18654	-1.04746	-0.358762	-0.269737	-0.827126	-0.126372	0.615068	0.737202	0.96972	0.698482	-0.0853141	-1.19487	-0.0926737	0.660976	0.438512	0.350067	0.0543799	-0.639674	-0.879619	-0.822748	-0.83211	-0.536904	-0.682793	1.833	17.2207	0.327539	0.205353	0.24883	0.218278	0.470177	0.00329939	0.00329939	-71410.3	0.0	-3931.36	
11096000000	4364	-105974	-34375.5	-71598.4	1.61395	2023.98	99.4392	0	6.24524	-0.968728	-0.811328	-0.609846	-0.18345	-0.744551	-0.247802	0.518813	0.787315	0.960152	0.704677	-0.167864	-1.19195	0.0135969	0.595398	0.220434	0.221916	0.256243	-0.427052	-1.1755	-0.361826	-0.590895	-0.724885	-0.376442	1.833	16.4906	0.319757	0.206912	0.252162	0.221169	0.525394	0.00332986	0.00332986	-71598.4	0.0	-3879.43	
11098000000	4364	-104937	-33518.4	-71419.1	1.60199	2023.99	100.081	0	6.24524	-0.964473	-0.964524	-0.679955	-0.14514	-0.505656	-0.262436	0.622999	0.868675	0.889213	0.573143	-0.168667	-1.20064	0.115192	0.685949	0.358593	0.223209	0.298731	-0.341236	-1.20385	-1.21352	-1.97724	-1.90446	-2.47952	1.833	19.0224	0.328606	0.200916	0.246013	0.224465	0.491629	0.00336666	0.00336666	-71419.1	0.0	-3884.94	
11100000000	4364	-106720	-35052.5	-71667.9	1.57012	2024.02	100.227	0	6.24524	-1.06975	-1.02297	-0.640442	-0.419517	-0.524571	-0.0878142	0.520624	0.934918	0.953672	0.659129	-0.182941	-1.1642	-0.180553	0.497822	0.507028	0.182664	0.110286	-0.273936	-1.67574	-1.05733	-1.30271	-1.35074	-1.15442	1.833	17.0789	0.322485	0.199638	0.250925	0.226952	0.550078	0.00325305	0.00325305	-71667.9	0.0	-3890.72	
11102000000	4362	-105693	-34165	-71528.1	1.61574	2023.98	101.232	0	6.24524	-0.992934	-1.05917	-0.590322	-0.207612	-0.582759	-0.11905	0.535515	0.943714	1.02738	0.580181	-0.180983	-0.967193	0.0461845	0.489631	0.381659	0.442304	0.222729	-0.263828	-1.3391	-1.28473	-1.27915	-1.04265	-0.610025	1.833	16.8254	0.329313	0.199173	0.245667	0.225846	0.522296	0.00331371	0.00331371	-71528.1	0.0	-3952.38	
11104000000	4359	-105049	-33710.9	-71337.6	1.58462	2024.01	100.234	0	6.24524	-0.907118	-0.855355	-0.686711	-0.363806	-0.783756	0.186529	0.321293	1.08487	0.90705	0.69745	-0.0246751	-1.16337	-0.0383277	0.48253	0.398498	0.327146	0.0660554	-0.306439	-1.3103	-1.6966	-1.66885	-1.94367	-1.19911	1.833	17.1778	0.32223	0.210505	0.243538	0.223726	0.478849	0.00329418	0.00329418	-71337.6	0.0	-3900.8	
11106000000	4359	-105961	-34381.5	-71579.5	1.61229	2023.98	100.98	0	6.24524	-0.810951	-0.907669	-0.250003	-0.160332	-0.630537	0.0711444	0.545117	0.980622	0.895168	0.582729	-0.00367386	-1.24763	0.0291864	0.418489	0.381699	0.519981	0.174442	-0.196784	-1.11162	-1.59612	-1.95069	-1.76267	-1.679	1.833	16.25	0.328935	0.206776	0.243739	0.22055	0.539217	0.00326306	0.00326306	-71579.5	0.0	-3936.41	
11108000000	4358	-105964	-34418.9	-71545.5	1.62598	2023.97	102.605	0	6.24524	-0.96101	-0.920607	-0.539571	-0.140351	-0.620018	-0.198099	0.629063	0.812176	0.995785	0.580044	-0.0838949	-1.35633	-0.0438421	0.518844	0.522994	0.333279	0.389146	-0.0837302	-1.39122	-2.02414	-1.79323	-1.7548	-1.36488	1.833	15.6165	0.329606	0.202597	0.239267	0.228531	0.513341	0.00312961	0.00312961	-71545.5	0.0	-4042.31	
11110000000	4356	-106262	-34663.4	-71598.2	1.61447	2023.98	100.746	0	6.24524	-1.04952	-0.758141	-0.434438	-0.0437683	-0.485702	-0.143624	0.300877	0.77614	0.8884	0.541094	-0.0179295	-1.2067	-0.00688025	0.513936	0.621769	0.331306	0.218558	-0.214137	-1.22648	-1.38152	-1.79839	-1.8224	-1.80704	1.833	16.1012	0.331597	0.194536	0.246817	0.22705	0.531764	0.0031826	0.0031826	-71598.2	0.0	-3929.51	
11112000000	4357	-105907	-34396.1	-71511	1.62083	2023.97	101.105	0	6.24524	-1.20847	-1.06566	-0.538834	-0.109751	-0.705465	-0.125911	0.311687	1.07897	0.930656	0.667905	0.23223	-0.951728	0.293146	0.689801	0.403671	0.242816	0.204139	-0.417165	-1.2607	-1.6892	-1.58064	-1.12526	-1.18692	1.833	18.8951	0.329904	0.205408	0.246179	0.218509	0.523585	0.00320496	0.00320496	-71511	0.0	-3963.94	
11114000000	4364	-105399	-33857.6	-71541.5	1.62971	2023.96	101.073	0	6.24524	-1.08379	-0.804599	-0.479424	-0.228511	-0.492969	-0.190903	0.666493	1.12156	0.908048	0.733352	-0.0299182	-0.877656	0.205061	0.448075	0.404178	0.192438	0.295764	-0.545772	-1.9003	-1.07363	-1.00001	-0.670643	-1.07963	1.833	17.2682	0.327449	0.206406	0.244161	0.221985	0.492514	0.00341534	0.00341534	-71541.5	0.0	-3962.95	
11116000000	4360	-106045	-34501.3	-71543.4	1.61162	2023.98	101.665	0	6.24524	-0.812995	-0.968512	-0.516687	-0.171322	-0.704064	0.0637536	0.50064	0.868226	0.822139	0.664304	-0.0361424	-0.820193	0.196012	0.651812	0.405991	0.350431	0.137389	-0.400217	-1.07559	-1.18897	-0.990235	-1.37735	-1.63043	1.833	16.2143	0.321095	0.204195	0.255234	0.219475	0.528513	0.00322108	0.00322108	-71543.4	0.0	-4004.19	
11118000000	4359	-106842	-35221.7	-71619.9	1.6279	2023.96	101.178	0	6.24524	-0.977531	-0.879123	-0.491088	-0.0843322	-0.543464	0.0587311	0.671805	1.0319	0.976424	0.637882	0.047869	-1.08838	-0.0617598	0.599968	0.492605	0.352187	0.159775	-0.857952	-1.3807	-2.06455	-2.15239	-2.26928	-1.97656	1.833	19.2863	0.327494	0.20503	0.240511	0.226965	0.588812	0.00329436	0.00329436	-71619.9	0.0	-3983.3	
11120000000	4358	-106103	-34638.9	-71463.9	1.64349	2023.95	100.29	0	6.24524	-0.896387	-1.01915	-0.535987	-0.098771	-0.498451	-0.274694	0.909578	0.932502	0.870417	0.629608	-0.252745	-1.05542	0.0508843	0.506701	0.372045	0.462908	0.130822	-0.667738	-1.77156	-2.25137	-2.39443	-2.31814	-2.39394	1.833	17.0939	0.327804	0.203285	0.251684	0.217227	0.537675	0.00330575	0.00330575	-71463.9	0.0	-3923.91	
11122000000	4356	-105499	-34110.8	-71387.8	1.65306	2023.94	99.3157	0	6.24524	-0.868009	-1.06957	-0.551866	-0.210496	-0.593426	0.0039432	0.612369	0.890693	0.881256	0.648416	-0.0883365	-0.979398	-0.050372	0.35249	0.432664	0.333785	0.0424113	-0.828388	-1.70158	-1.97528	-2.47144	-2.76984	-3.07944	1.833	16.4595	0.321971	0.203581	0.245854	0.228594	0.509011	0.00320445	0.00320445	-71387.8	0.0	-3834.9	
11124000000	4356	-105899	-34486.4	-71412.2	1.59243	2024	97.6127	0	6.24524	-0.889946	-0.958947	-0.650058	-0.215663	-0.61639	-0.0475431	0.828015	0.816989	0.827944	0.64872	-0.0682375	-1.35518	0.0143486	0.213437	0.42921	0.286911	-0.0853276	-0.947132	-2.15932	-2.16869	-2.08765	-1.22407	-1.39148	1.833	17.6463	0.326981	0.198798	0.251895	0.222326	0.543915	0.00344533	0.00344533	-71412.2	0.0	-3768.6	
11126000000	4358	-105571	-34127.8	-71442.9	1.64585	2023.95	98.4425	0	6.24524	-1.15509	-1.1011	-0.518158	-0.181535	-0.409258	-0.19405	0.679554	0.919955	0.949856	0.723898	-0.213753	-0.984979	-0.084	0.486378	0.156999	0.134919	-0.00914169	-0.712037	-1.2968	-2.0973	-2.39019	-2.76169	-2.52988	1.833	16.2374	0.322144	0.203268	0.247447	0.227142	0.51679	0.0034248	0.0034248	-71442.9	0.0	-3821.92	
11128000000	4364	-105690	-34164.3	-71525.6	1.59809	2023.99	98.4753	0	6.24524	-1.07564	-0.844582	-0.456031	-0.281198	-0.539353	0.0439729	0.76831	1.02222	0.963577	0.612336	-0.201274	-0.952829	0.136704	0.706452	0.207931	0.105303	0.0902076	-0.754495	-1.90442	-1.88772	-1.90273	-2.31808	-3.48929	1.833	17.1444	0.325358	0.201651	0.246071	0.22692	0.527501	0.00332407	0.00332407	-71525.6	0.0	-3822.09	
