item                   mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                  -26482.0 0.490434 24.78353 -26481.2 -26531.4 -26433.8 27413.41 2553.676 NaN     
prior                  112.8829 0.498369 25.11982 113.4208 63.51194 162.3947 27554.84 2540.569 109.6925
likelihood             -26594.9 0.045574 5.17495  -26594.6 -26604.9 -26584.7 5429.332 12893.84 NaN     
rootHeight             0.293881 0.000315 0.026926 0.287989 0.256254 0.345552 9596.195 7295.078 0.292753
age(root)              2014.166 0.000315 0.026926 2014.172 2014.114 2014.204 9597.450 7294.124 2014.166
treeLength             1.404568 0.00493  0.25657  1.367075 0.955174 1.906772 25847.47 2708.388 1.383055
exponential.popSize    0.116756 0.000953 0.050661 0.107067 0.040438 0.213384 24747.62 2828.755 0.107575
exponential.growthRate 5.386835 0.040024 3.625827 5.229834 -1.49099 12.50295 8530.099 8206.821 NaN     
kappa                  9.230799 0.02765  3.271746 8.622684 4.157243 15.83120 5000     14001    8.725601
frequencies1           0.319196 2.85E-5  0.003372 0.319205 0.312767 0.325838 5010.633 13971.28 0.319178
frequencies2           0.21405  2.52E-5  0.002941 0.214079 0.208419 0.219857 5158.283 13571.37 0.21403 
frequencies3           0.198035 2.48E-5  0.002875 0.197987 0.192729 0.203834 5196.155 13472.46 0.198014
frequencies4           0.268719 2.74E-5  0.003203 0.268678 0.262681 0.2751   5110.962 13697.02 0.2687  
alpha                  1.019885 0.008852 0.986271 0.731187 0.002936 3.004329 5639.513 12413.30 0.600915
clock.rate             0.002179 7.33E-6  0.000468 0.002148 0.001295 0.003118 17179.13 4075.001 0.002129
meanRate               0.002179 7.33E-6  0.000468 0.002148 0.001295 0.003118 17179.13 4075.001 0.002129
treeLikelihood         -26594.9 0.045574 5.17495  -26594.6 -26604.9 -26584.7 5429.332 12893.84 NaN     
branchRates            0        0        0        0        0        0        NaN      NaN      NaN     
coalescent             117.9581 0.490922 24.73766 118.4751 68.36154 165.5605 27570.01 2539.171 115.0490
