# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
4748000000	2791	-85579	-22216.3	-63362.7	1.90647	2013.9	137.291	0	12.4882	-1.03903	-0.560193	-0.107607	0.619489	0.476468	0.333162	0.719534	1.30886	1.23677	1.82875	2.27622	2.62902	2.87873	2.3531	1.66972	1.30765	0.121184	-0.703211	-0.91809	-0.909722	-1.24399	-1.34021	-1.39739	-0.761202	-0.862257	2	11.2237	0.308737	0.218875	0.201188	0.2712	0.367492	0.00112522	0.00112522	-63362.7	0.0	-3939.46	
4750000000	2792	-88352.7	-24883.2	-63469.4	1.73791	2014.07	136.361	0	12.4882	-0.58316	-0.215253	0.118557	0.117997	0.424223	0.390815	1.14853	1.4916	1.57095	1.58054	2.14691	2.27502	2.88178	2.33554	1.64864	1.30794	0.253683	-0.498094	-0.700491	-0.888721	-0.870936	-0.946724	-0.743522	-0.789755	-0.911207	2	10.5464	0.31444	0.215845	0.200627	0.269088	0.41225	0.00112943	0.00112943	-63469.4	0.0	-3920.05	
4752000000	2790	-85911.6	-22683.3	-63228.3	1.7811	2014.03	133.131	0	12.4882	-1.42872	-1.22039	-0.631534	-0.0432088	0.363101	0.320777	0.995808	1.38182	1.05603	1.69317	2.22791	2.34502	2.52333	2.27987	1.63293	1.05749	0.384796	-0.751851	-0.794138	-0.97897	-1.0655	-0.857922	-0.764431	-0.89023	-1.41789	2	9.90666	0.311017	0.222471	0.196723	0.269789	0.369648	0.00111357	0.00111357	-63228.3	0.0	-3860.47	
4754000000	2789	-87144.2	-23750.4	-63393.8	1.77427	2014.04	133.192	0	12.4882	-0.525597	-0.571631	-0.440527	-0.0852629	0.553646	0.387876	0.764195	1.39426	1.01492	1.46119	2.19762	2.50127	2.81809	2.54811	1.56821	1.32758	0.0753054	-0.948011	-0.833769	-1.03872	-1.1785	-0.541726	-0.123644	-0.410198	-0.338169	2	10.2195	0.314933	0.220537	0.197979	0.266551	0.388748	0.00113106	0.00113106	-63393.8	0.0	-3839.71	
4756000000	2790	-87397.4	-23997.5	-63399.9	1.86069	2013.95	133.781	0	12.4882	-1.08843	-0.894673	-0.256973	-0.144883	-0.000256591	0.417316	0.858484	1.4609	1.34253	1.59129	2.29101	2.63035	2.784	2.55123	1.52952	1.02985	0.238776	-1.13066	-0.870774	-1.08277	-1.52968	-1.25791	-1.77914	-1.68879	-1.70538	2	10.7769	0.310878	0.219029	0.203679	0.266414	0.393447	0.00114398	0.00114398	-63399.9	0.0	-3854.85	
4758000000	2789	-87021.8	-23707.4	-63314.4	1.71204	2014.1	132.371	0	12.4882	-0.772008	-0.800531	-0.580061	-0.255797	0.229611	0.126548	0.92037	1.32105	1.44616	1.58008	2.34936	2.27645	2.51091	2.65823	1.37453	0.800255	0.0493794	-0.772669	-0.793137	-1.00434	-1.34965	-1.60492	-1.53112	-1.67448	-1.50556	2	10.3681	0.315892	0.22118	0.193096	0.269832	0.383971	0.00113593	0.00113593	-63314.4	0.0	-3795.95	
4760000000	2793	-87730.1	-24358.5	-63371.7	1.79176	2014.02	130.047	0	12.4882	-0.630478	-0.208683	0.373809	0.113409	0.0106293	0.348132	0.771431	1.40403	1.34796	1.72879	2.23016	2.44262	2.69374	2.3515	1.4376	0.999719	0.051066	-1.27939	-0.719383	-1.05631	-1.4376	-1.83115	-2.30293	-2.32398	-2.15645	2	10.6672	0.310433	0.226019	0.205148	0.2584	0.411246	0.00115802	0.00115802	-63371.7	0.0	-3764.65	
4762000000	2791	-87911.8	-24525.8	-63386	1.70903	2014.1	129.307	0	12.4882	-1.12671	-0.745408	-0.250809	-0.057103	0.136859	0.584524	0.689337	1.24281	1.24882	1.78301	2.48395	2.42568	2.67956	2.47429	1.38184	0.883226	0.0209697	-0.662521	-0.778803	-0.909751	-1.35456	-1.95634	-2.42074	-2.30477	-2.36353	2	9.77987	0.313569	0.220624	0.200869	0.264939	0.404274	0.00117135	0.00117135	-63386	0.0	-3741.14	
4764000000	2790	-87811.2	-24538.5	-63272.7	1.76359	2014.05	132.426	0	12.4882	0.0576407	0.283356	0.195984	-0.0369453	0.270105	0.091757	0.403363	0.991031	1.38578	1.56236	2.36654	2.48547	2.91912	2.40167	1.39795	0.843245	0.0496182	-0.843921	-1.04749	-1.39299	-1.87658	-1.64282	-1.66838	-1.93145	-1.33731	2	9.86547	0.313347	0.224706	0.195083	0.266864	0.406968	0.00113422	0.00113422	-63272.7	0.0	-3819.78	
4766000000	2794	-86906.9	-23578.2	-63328.7	1.79712	2014.01	130.852	0	12.4882	-0.430604	-0.576402	-0.0514141	0.353037	0.413073	0.25057	0.799413	1.29773	1.10351	1.5819	2.59098	2.3717	2.75106	2.29227	1.42181	1.23838	0.147282	-0.816702	-0.734587	-0.632283	-1.32819	-1.08556	-1.40571	-1.62135	-1.93436	2	10.3922	0.315915	0.219162	0.200117	0.264806	0.378969	0.00114219	0.00114219	-63328.7	0.0	-3791.96	
4768000000	2793	-88257	-24827.6	-63429.4	1.74839	2014.06	134.215	0	12.4882	-1.33232	-1.02646	-0.684072	-0.0935663	0.155894	0.386469	0.82937	1.27528	1.19005	1.63442	2.59281	2.8707	2.79091	2.23129	1.57445	1.16264	0.14524	-1.02629	-0.50133	-0.629542	-1.27559	-1.46884	-1.06354	-0.885304	-1.39299	2	9.80226	0.308737	0.223435	0.197415	0.270413	0.399857	0.00112613	0.00112613	-63429.4	0.0	-3847.68	
4770000000	2793	-86691.3	-23305.2	-63386.1	1.75169	2014.06	132.599	0	12.4882	-0.85678	-0.648166	-0.127068	0.200458	0.243354	0.208897	0.443072	1.18776	1.31892	1.40963	2.41238	2.46456	3.0803	2.26588	1.52526	1.21111	0.176005	-1.15825	-1.14809	-1.16739	-1.73273	-2.14905	-2.5278	-2.10181	-1.64467	2	10.1864	0.320683	0.220565	0.202266	0.256486	0.38209	0.0011264	0.0011264	-63386.1	0.0	-3798.04	
4772000000	2791	-89735.2	-26220.8	-63514.4	1.81199	2014	137.046	0	12.4882	-0.535139	-0.451136	-0.302539	0.177561	0.324231	0.553976	1.00174	1.4486	1.08537	1.6953	2.30973	2.68299	2.81935	2.49895	1.695	1.30585	0.0750853	-0.902169	-0.916902	-0.500414	-0.954232	-0.948826	-0.954109	-1.38406	-1.11537	2	10.6655	0.31673	0.216228	0.197462	0.269579	0.436416	0.00108627	0.00108627	-63514.4	0.0	-3902.93	
4774000000	2794	-89426.2	-25851.9	-63574.3	1.76975	2014.04	134.94	0	12.4882	-0.208945	-0.681526	-0.47199	-0.018746	0.229185	0.718021	0.711832	1.36207	1.20874	1.6225	2.23458	2.23042	2.71859	2.68609	1.4007	0.874363	0.158324	-0.654455	-0.464872	-0.701578	-1.00087	-0.681904	-0.958961	-0.625461	-0.50087	2	10.457	0.315892	0.220564	0.201406	0.262138	0.426803	0.00110533	0.00110533	-63574.3	0.0	-3857.59	
4776000000	2791	-85944.7	-22629.4	-63315.3	1.79352	2014.02	133.797	0	12.4882	-0.693697	-0.587332	-0.325434	0.26965	0.46388	0.499774	0.816375	1.17049	1.27189	1.53041	2.35977	2.31014	2.93444	2.50528	1.51526	1.13146	-0.0974242	-0.91335	-1.03886	-1.34347	-1.50457	-1.55218	-1.36563	-1.17133	-1.24681	2	10.7298	0.3115	0.217241	0.198757	0.272502	0.378781	0.0011003	0.0011003	-63315.3	0.0	-3833.13	
4778000000	2794	-89263.3	-25714.1	-63549.2	1.82244	2013.99	136.069	0	12.4882	-0.792432	-0.748428	-0.0330484	0.15609	0.334772	0.51395	0.662993	1.15474	1.1609	1.72329	2.23457	2.41052	2.87628	2.40785	1.73569	0.98884	0.0964303	-0.708573	-0.360053	-0.608517	-0.818667	-0.812317	-0.848363	-0.590026	-0.722109	2	10.169	0.312787	0.223946	0.19743	0.265837	0.425556	0.0010901	0.0010901	-63549.2	0.0	-3888.39	
4780000000	2797	-89139.4	-25679.1	-63460.3	1.78617	2014.02	132.781	0	12.4882	-1.77556	-1.1431	-0.534086	0.285354	0.377893	0.18499	0.873559	1.17394	1.02683	1.86274	2.23346	2.66117	2.75537	2.30341	1.8049	1.19155	0.184745	-0.990497	-0.842416	-1.13153	-1.22306	-1.10677	-1.23259	-1.51362	-1.38935	2	9.36231	0.313509	0.223381	0.201542	0.261569	0.431157	0.00114247	0.00114247	-63460.3	0.0	-3822.07	
4782000000	2795	-85812.6	-22479.3	-63333.2	1.77614	2014.03	134.548	0	12.4882	-1.43628	-0.863259	-0.767592	-0.0834743	0.28987	0.202133	0.875168	1.14675	1.39319	1.48597	2.48236	2.45365	2.7155	2.37886	1.62356	0.939002	0.112138	-0.633448	-0.830648	-1.05323	-1.52181	-1.71922	-1.35927	-1.1612	-1.1712	2	10.3557	0.309117	0.222603	0.199076	0.269204	0.375626	0.001137	0.001137	-63333.2	0.0	-3865.33	
4784000000	2794	-89179	-25691.4	-63487.6	1.87865	2013.93	133.007	0	12.4882	-0.309421	-0.120697	-0.304914	0.0619277	0.158868	0.635699	1.12298	1.29126	1.12688	1.63587	2.44828	2.36005	2.63792	2.43433	1.66757	1.1917	-0.129506	-0.419678	-0.837186	-0.705683	-0.846824	-1.0641	-1.08308	-0.940393	-1.06401	2	10.696	0.308322	0.221217	0.200774	0.269686	0.424605	0.00111513	0.00111513	-63487.6	0.0	-3824.2	
4786000000	2792	-86730.3	-23324.1	-63406.2	1.79159	2014.02	135.749	0	12.4882	-0.597046	-0.424506	-0.239227	-0.0989767	0.231585	0.0936535	0.725534	1.48966	1.14747	1.5981	2.31764	2.46157	2.51148	2.43195	1.53506	1.31511	0.133719	-0.89902	-0.220369	-0.551972	-1.28078	-1.65173	-1.73686	-1.49784	-1.22382	2	9.41167	0.313459	0.219069	0.201652	0.26582	0.382186	0.00112842	0.00112842	-63406.2	0.0	-3899.66	
4788000000	2795	-83820.6	-20556.3	-63264.3	1.83448	2013.98	132.047	0	12.4882	-0.447462	-0.0270707	0.252955	-0.0531808	-0.0723742	0.145385	0.677428	1.34308	1.25036	1.69674	2.2356	2.36889	2.64762	2.29686	1.51957	1.07416	0.059282	-0.572974	-0.695286	-0.894512	-0.875624	-0.896599	-1.36449	-1.30188	-1.47159	2	9.9514	0.305094	0.219637	0.206553	0.268716	0.341485	0.00113601	0.00113601	-63264.3	0.0	-3800.31	
4790000000	2795	-89100.2	-25551.6	-63548.6	1.83988	2013.97	134.193	0	12.4882	-0.693702	-0.498667	-0.442226	-0.0455578	0.221661	0.0899682	0.491315	1.24872	1.15112	1.37897	2.53246	2.31469	2.88374	2.6238	1.58891	1.31461	0.318402	-0.557484	-0.479836	-0.388007	-1.00648	-1.00894	-1.46091	-1.42951	-1.15511	2	11.7269	0.317047	0.218411	0.199694	0.264849	0.431727	0.00114017	0.00114017	-63548.6	0.0	-3845.15	
4792000000	2796	-83839.6	-20544.9	-63294.7	1.76937	2014.04	133.839	0	12.4882	-1.26513	-1.05591	-0.502789	-0.00957089	0.310627	0.314755	0.683168	1.24295	1.37627	1.61215	2.60822	2.45462	2.77977	2.56357	1.45893	0.92515	0.17004	-0.906835	-0.877301	-0.839665	-0.776318	-1.2255	-0.718284	-0.993856	-1.08589	2	10.0918	0.313064	0.22266	0.197307	0.266969	0.338943	0.00111258	0.00111258	-63294.7	0.0	-3812.08	
4794000000	2795	-87963.2	-24507.2	-63456	1.7283	2014.08	133.542	0	12.4882	-0.823099	-0.678244	-0.167625	-0.144867	0.0616283	0.377325	0.860255	1.06883	1.01426	1.58617	2.43645	2.53613	2.88064	2.57331	1.65714	0.934933	0.144065	-0.853055	-0.806378	-1.0344	-1.11792	-1.20576	-0.955515	-1.28298	-1.53113	2	10.9547	0.311554	0.221673	0.202071	0.264702	0.413	0.00117422	0.00117422	-63456	0.0	-3797.8	
4796000000	2795	-88619.8	-25189	-63430.8	1.72103	2014.09	135.165	0	12.4882	-1.34734	-1.02114	-0.271416	0.0716539	0.0620265	0.181732	0.922514	1.2192	1.27593	1.66365	2.0925	2.71044	2.7658	2.65895	1.71988	1.21203	0.456808	-1.12331	-1.25367	-1.30686	-1.52601	-1.72101	-1.3586	-1.28586	-1.05282	2	10.6279	0.32066	0.217932	0.197884	0.263524	0.417987	0.0011163	0.0011163	-63430.8	0.0	-3873.02	
4798000000	2794	-86440.3	-22966.2	-63474.2	1.77107	2014.04	137.613	0	12.4882	-0.73986	-0.693689	-0.295511	-0.249745	0.495676	-0.108503	0.664849	1.16602	1.38246	1.44602	2.35925	2.11162	2.81107	2.45927	1.71893	1.62836	0.196022	-0.879507	-1.06429	-1.12311	-1.36654	-1.48901	-1.75999	-1.92315	-1.89468	2	10.5311	0.308722	0.220459	0.202191	0.268628	0.381809	0.00111925	0.00111925	-63474.2	0.0	-3927.7	
4800000000	2792	-87399.9	-23984.2	-63415.8	1.84083	2013.97	133.877	0	12.4882	-1.78916	-1.48487	-0.830634	-0.414842	0.181905	0.218337	0.940486	1.3727	1.15593	1.79492	2.37508	2.53401	2.63945	2.4105	1.53226	1.2364	0.0728967	-0.828101	-1.06814	-1.15476	-1.57403	-2.04052	-2.48674	-1.8826	-2.40404	2	9.84801	0.311127	0.224745	0.198571	0.265557	0.387549	0.00110267	0.00110267	-63415.8	0.0	-3843.31	
4802000000	2796	-87580.3	-24156.6	-63423.7	1.70953	2014.1	130.9	0	12.4882	-0.80244	-0.965023	-0.627502	-0.0849514	0.0682133	0.218201	0.832522	1.46361	1.03492	1.43104	2.31415	2.38271	2.81671	2.40336	1.40785	1.05949	0.28727	-1.05208	-0.759219	-1.35148	-1.63111	-1.79714	-1.84878	-1.83784	-1.66728	2	10.2819	0.313355	0.218536	0.201359	0.266749	0.405841	0.00117133	0.00117133	-63423.7	0.0	-3765.9	
4804000000	2794	-89552.3	-26075.2	-63477.1	1.71754	2014.09	129.34	0	12.4882	-1.1875	-0.970122	-0.446871	-0.0854597	7.6108e-05	0.293315	0.504024	1.19057	1.09964	1.3903	2.44174	2.58559	2.57574	2.463	1.50146	0.932849	0.0624792	-0.790269	-0.704812	-1.11194	-1.25276	-0.961006	-0.683251	-0.569088	-0.348266	2	10.9701	0.314187	0.218079	0.207416	0.260318	0.428964	0.00111616	0.00111616	-63477.1	0.0	-3724.95	
4806000000	2796	-88814.2	-25316.7	-63497.4	1.77204	2014.04	133.166	0	12.4882	-1.1246	-0.818865	-0.370532	0.014878	0.130897	0.192115	0.603849	1.19481	1.32398	1.67458	2.5578	2.39792	2.68793	2.38539	1.70111	1.03082	0.101803	-1.07479	-1.03384	-0.693141	-0.995429	-1.52632	-1.64964	-1.98422	-2.04371	2	10.5949	0.3153	0.214051	0.205489	0.265161	0.426302	0.0011196	0.0011196	-63497.4	0.0	-3820.59	
4808000000	2795	-88953.6	-25501.1	-63452.5	1.81075	2014	131.224	0	12.4882	-0.761221	-0.4838	-0.266389	-0.109613	0.0243386	0.159448	0.894839	1.02852	1.06306	1.6496	2.43985	2.3876	2.6115	2.44306	1.6055	1.13825	-0.051533	-0.922705	-0.994174	-0.886869	-1.03197	-1.29014	-1.28871	-1.87852	-1.98086	2	9.96736	0.313163	0.219379	0.199839	0.26762	0.430549	0.00117833	0.00117833	-63452.5	0.0	-3753.97	
4810000000	2793	-88781	-25349	-63432	1.83278	2013.98	130.847	0	12.4882	-0.500367	-0.606587	-0.220065	0.412562	0.471307	0.462802	0.695384	1.28225	1.04872	1.64025	2.48448	2.29332	2.88419	2.32262	1.28123	0.992224	0.141323	-0.87182	-0.816585	-1.14437	-1.01869	-1.22911	-1.65961	-1.96138	-2.10942	2	10.8138	0.311163	0.219241	0.204961	0.264635	0.419834	0.00114647	0.00114647	-63432	0.0	-3768.95	
4812000000	2795	-86644.2	-23236.2	-63408.1	1.82891	2013.98	131.656	0	12.4882	-0.81139	-0.417719	-0.327264	-0.258037	0.17043	0.48568	0.827128	1.41378	1.07422	1.44046	2.51976	2.82219	2.63224	2.31899	1.58479	1.05472	0.0666174	-1.33315	-1.25101	-1.36441	-1.07671	-1.3726	-1.43884	-0.75407	-0.718231	2	10.0866	0.311355	0.218501	0.204174	0.26597	0.387282	0.00118211	0.00118211	-63408.1	0.0	-3802.19	
4814000000	2792	-88489.2	-25088.4	-63400.8	1.80982	2014	135.748	0	12.4882	-0.750952	-0.558125	-0.324748	-0.210964	0.158791	-0.0177971	0.564088	1.31952	1.29006	1.69953	2.37577	2.40378	2.92643	2.44363	1.57314	1.22826	0.364604	-1.01452	-1.02323	-0.763386	-1.13333	-0.90772	-0.729965	-0.278314	-0.561229	2	10.8659	0.308002	0.221936	0.201658	0.268404	0.415565	0.001127	0.001127	-63400.8	0.0	-3871.06	
4816000000	2792	-87625.2	-24159.9	-63465.3	1.90197	2013.91	135.57	0	12.4882	-1.03146	-0.521114	-0.39017	-0.178417	0.355862	0.326391	0.921531	1.35705	1.17389	1.37248	2.56089	2.57084	2.79574	2.45293	1.73399	1.01902	0.0116683	-0.698673	-1.04482	-0.929672	-1.20098	-0.827399	-1.02079	-1.03609	-1.5021	2	11.1287	0.315519	0.225862	0.196796	0.261822	0.400239	0.00113226	0.00113226	-63465.3	0.0	-3880.58	
4818000000	2791	-90772.2	-27238.7	-63533.5	1.77604	2014.03	134.515	0	12.4882	-0.247806	-0.342807	-0.171758	0.0557689	-0.0483891	0.204018	0.936939	1.44502	1.32087	1.55411	2.22006	2.53565	2.91383	2.53674	1.39216	0.98768	0.167916	-0.805449	-0.724544	-0.910659	-1.42703	-1.47771	-1.1366	-1.12058	-1.59593	2	9.80823	0.317629	0.21721	0.201752	0.263408	0.461129	0.00109118	0.00109118	-63533.5	0.0	-3857.9	
4820000000	2792	-86529.3	-23151	-63378.3	1.81236	2014	133.402	0	12.4882	-0.551765	-0.3156	0.106798	0.2829	0.508146	0.241239	0.750014	1.36227	1.11175	1.577	2.5093	2.34031	2.72368	2.49433	1.84205	1.27398	0.00761092	-0.68928	-0.923588	-0.74469	-1.21976	-1.32754	-1.47945	-1.57088	-1.64552	2	9.92226	0.312943	0.219811	0.202553	0.264693	0.380503	0.00113272	0.00113272	-63378.3	0.0	-3830.05	
4822000000	2795	-86884.1	-23453.6	-63430.5	1.80892	2014	135.679	0	12.4882	-0.504371	-0.289216	-0.230878	0.0974003	0.0523659	0.411706	0.710415	1.34122	1.18026	1.56239	2.18088	2.59868	2.84543	2.44677	1.67021	1.15165	0.0029205	-0.885362	-1.09346	-0.82012	-0.969755	-1.24329	-1.54343	-1.66214	-2.08472	2	10.6795	0.310407	0.216627	0.206246	0.266719	0.386768	0.00112412	0.00112412	-63430.5	0.0	-3884.26	
4824000000	2797	-87495.1	-23902.4	-63592.7	1.73788	2014.07	136.802	0	12.4882	-0.924736	-0.386599	0.235909	0.271887	0.108181	0.286325	0.862606	1.53521	1.42006	1.56197	2.37408	2.41404	2.81825	2.70345	1.73187	1.4482	-0.111408	-0.92579	-0.958163	-1.75723	-2.05792	-1.771	-1.88009	-1.99385	-2.06171	2	11.0375	0.313067	0.219838	0.199001	0.268094	0.398249	0.00115092	0.00115092	-63592.7	0.0	-3900.71	
4826000000	2795	-88972.3	-25335	-63637.2	1.77761	2014.03	140.832	0	12.4882	-1.36034	-1.44459	-0.788951	-0.420351	0.267149	0.407134	0.820843	1.3228	1.2688	1.83399	2.61589	2.69246	3.02696	2.38417	1.73893	1.17085	0.121765	-0.833442	-0.930466	-1.45577	-1.41528	-2.11899	-2.03428	-2.26841	-2.51106	2	10.9934	0.314685	0.21942	0.198188	0.267707	0.411766	0.0010554	0.0010554	-63637.2	0.0	-3980.41	
4828000000	2792	-85413.2	-22034.4	-63378.9	1.89005	2013.92	138.152	0	12.4882	-1.34943	-0.968858	-0.525926	0.136244	0.100128	0.239241	0.622066	1.18335	1.53266	1.64786	2.3817	2.52814	2.95759	2.38041	1.80592	1.10136	0.192173	-0.87882	-1.02122	-1.0734	-1.33324	-0.724691	-0.419094	-0.246763	0.109409	2	10.0755	0.310864	0.221329	0.202721	0.265086	0.363035	0.00111022	0.00111022	-63378.9	0.0	-3924.25	
4830000000	2792	-90309.4	-26615.1	-63694.2	1.86877	2013.94	137.064	0	12.4882	-0.906694	-0.378213	0.0622925	0.0486409	-0.000110142	0.707703	1.00843	1.35017	1.52357	1.61272	2.90057	2.6572	2.6473	2.4397	1.67694	1.13772	0.378337	-0.928262	-0.6162	-0.688738	-1.01049	-1.44026	-1.64969	-2.35221	-2.31235	2	10.543	0.313232	0.220889	0.198642	0.267237	0.439131	0.00110179	0.00110179	-63694.2	0.0	-3918.47	
4832000000	2792	-87617.4	-24200.9	-63416.5	1.78703	2014.02	134.114	0	12.4882	-0.812561	-0.587123	-0.552492	-0.30248	-0.130678	0.341465	1.08346	1.42977	1.33537	1.33436	2.42844	2.31247	2.72583	2.43623	1.74298	1.14094	0.0848536	-0.63595	-0.75796	-1.24709	-1.13546	-1.39036	-1.44969	-1.63842	-1.63028	2	9.92311	0.314803	0.218041	0.203079	0.264077	0.397687	0.00116584	0.00116584	-63416.5	0.0	-3845.77	
4834000000	2791	-88032.2	-24747.9	-63284.4	1.80892	2014	132.053	0	12.4882	0.066632	-0.228838	-0.617112	-0.323073	0.074339	0.315963	0.852127	1.24488	1.09993	1.48413	2.5137	2.39623	2.86484	2.37597	1.60668	0.886214	0.0418094	-0.839067	-0.976726	-0.818911	-1.63024	-1.02288	-1.10132	-0.934839	-0.652803	2	10.6515	0.309676	0.220479	0.200936	0.26891	0.396011	0.00109405	0.00109405	-63284.4	0.0	-3817.11	
4836000000	2789	-86155.6	-22732.7	-63422.9	1.71592	2014.09	133.842	0	12.4882	0.365451	-0.114944	-0.470345	-0.118326	0.224472	0.592595	0.85801	1.358	1.3252	1.53809	2.52528	2.40064	2.46531	2.60353	1.555	1.04751	-0.155527	-0.946127	-1.2091	-1.24069	-1.36435	-0.900962	-0.576381	-0.1969	-0.248564	2	9.6362	0.306499	0.220329	0.201202	0.27197	0.37711	0.00116428	0.00116428	-63422.9	0.0	-3848.23	
4838000000	2791	-89930.3	-26436.5	-63493.8	1.77078	2014.04	133.496	0	12.4882	-0.965046	-0.925325	-0.59756	-0.404206	0.0871541	0.0269851	0.67162	1.32091	1.45208	1.62138	2.4636	2.53726	2.51847	2.3554	1.7442	1.16882	-0.0522776	-0.687459	-0.797933	-0.857814	-1.51472	-1.93738	-1.24482	-1.15284	-1.40093	2	10.6965	0.31694	0.218725	0.197743	0.266592	0.441484	0.00111923	0.00111923	-63493.8	0.0	-3847.19	
4840000000	2791	-87555.6	-24288.9	-63266.6	1.86116	2013.95	128.612	0	12.4882	-0.305946	-0.302427	-0.360838	-0.132372	0.10597	0.40206	0.585409	0.9832	1.06421	1.5477	2.28412	2.2503	2.37328	2.2467	1.40178	1.24857	-0.176995	-0.712676	-0.631572	-0.321307	-0.236466	0.00347999	0.139585	0.148907	0.2081	2	9.5961	0.31374	0.213198	0.203326	0.269736	0.40089	0.00115384	0.00115384	-63266.6	0.0	-3725.23	
4842000000	2796	-85775.3	-22519.1	-63256.2	1.87671	2013.93	129.165	0	12.4882	-1.05017	-0.934315	-0.376397	-0.153444	0.316325	0.00929771	0.879403	1.27401	0.919933	1.59866	2.51815	2.20998	2.37949	2.46759	1.48011	1.19723	-0.284233	-0.82029	-0.762239	-0.769364	-0.636342	-0.54966	-0.242446	-0.332145	-0.558788	2	11.0978	0.311237	0.222086	0.200419	0.266258	0.369062	0.00120515	0.00120515	-63256.2	0.0	-3721.18	
4844000000	2794	-87424.4	-24129.2	-63295.2	1.80821	2014	128.137	0	12.4882	-0.973227	-1.31884	-0.622703	-0.342219	0.259528	0.0868739	0.624444	1.14004	1.09405	1.61552	2.51491	2.44499	2.53273	2.39631	1.47332	1.07139	-0.193584	-0.409161	-0.765217	-0.813118	-0.864131	-0.684712	-0.312456	-0.24824	-0.28955	2	11.4979	0.314558	0.220017	0.199165	0.26626	0.400725	0.00115673	0.00115673	-63295.2	0.0	-3702.12	
4846000000	2799	-87813.3	-24439.8	-63373.4	1.8028	2014.01	127.47	0	12.4882	-0.886127	-0.736304	-0.416765	-0.1308	0.247588	0.226463	0.52319	1.14065	1.0386	1.54713	2.11311	2.28055	2.65345	2.31376	1.5129	1.05753	0.120428	-0.847568	-0.835381	-0.53855	-0.941513	-1.29122	-1.15871	-1.27144	-1.49298	2	10.5458	0.311429	0.220905	0.20262	0.265046	0.407991	0.00120238	0.00120238	-63373.4	0.0	-3688.6	
4848000000	2799	-87760.3	-24176.6	-63583.7	1.90102	2013.91	134.055	0	12.4882	-0.378431	-0.140055	-0.061257	-0.247865	-0.0364939	0.497357	0.814714	1.34734	1.23675	1.64046	2.50044	2.39619	2.55211	2.69081	1.83016	1.26056	0.318909	-0.817906	-0.750709	-0.900573	-1.12032	-1.41263	-1.27768	-1.2623	-1.12717	2	9.98138	0.313435	0.221298	0.198876	0.266391	0.397356	0.00113852	0.00113852	-63583.7	0.0	-3842.03	
4850000000	2797	-88026.3	-24532.8	-63493.5	1.80343	2014.01	136.25	0	12.4882	-0.397787	-0.457296	0.0220377	0.200077	0.50082	0.420956	0.786539	1.163	1.24231	1.63222	2.28044	2.38759	2.72548	2.33395	1.64841	1.36552	0.0659962	-0.666991	-0.503236	-1.03783	-1.49331	-1.72784	-1.65244	-1.44021	-1.55395	2	10.9722	0.314061	0.221031	0.198034	0.266875	0.403783	0.00112751	0.00112751	-63493.5	0.0	-3893.53	
4852000000	2794	-86491.2	-23087.3	-63403.9	1.85746	2013.95	135.32	0	12.4882	-0.537763	-0.24677	-0.0275334	-0.147463	0.0225938	0.447727	0.850737	1.27984	1.13095	1.32483	2.32062	2.54417	2.69886	2.46994	1.70729	1.31431	-0.0523684	-0.847806	-0.72195	-0.667895	-1.11935	-1.29921	-1.84197	-1.7958	-2.03099	2	10.1904	0.316108	0.217024	0.198619	0.268249	0.375357	0.00109604	0.00109604	-63403.9	0.0	-3851.45	
