# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/ebola_dudas_alpha_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
2868000000	2792	-87132.6	-23805.3	-63327.3	1.76164	2014.05	132.422	0	12.4882	-1.16785	-1.32221	-0.558513	-0.0953458	0.215574	0.414854	0.84328	1.14115	0.875458	1.64686	2.41229	2.54024	2.71232	2.53304	1.40292	1.2776	-0.0457871	-0.870191	-0.600573	-0.760354	-0.834023	-1.10353	-0.977254	-1.43515	-1.00899	2	10.42	0.313923	0.221049	0.201112	0.263916	0.394625	0.00112954	0.00112954	-63327.3	0.0	-3803.09	
2870000000	2793	-89135.7	-25736.7	-63399	1.77003	2014.04	132.959	0	12.4882	-0.160042	0.043339	-0.230571	-0.0389158	0.276877	0.20092	0.803144	1.09619	1.10957	1.61277	2.65692	2.39682	2.95626	2.48592	1.40991	0.972608	0.0767031	-0.523026	-0.552935	-0.586945	-0.650955	-0.579978	-0.439051	-0.184617	-0.685241	2	10.6658	0.310997	0.222666	0.20396	0.262376	0.437034	0.00113947	0.00113947	-63399	0.0	-3790.92	
2872000000	2793	-87161.5	-23691.9	-63469.7	1.88063	2013.93	135.178	0	12.4882	-0.161697	-0.714305	-0.535928	-0.127166	0.0452432	0.229829	0.900177	1.35474	1.3037	1.60775	2.35025	2.66915	2.7263	2.43733	1.47249	0.777165	-0.0419294	-0.340373	-0.405926	-0.589591	-1.11282	-1.16265	-1.19714	-1.16348	-0.99914	2	10.5085	0.322236	0.215402	0.199033	0.263329	0.385324	0.00114931	0.00114931	-63469.7	0.0	-3866.74	
2874000000	2795	-85244.7	-21984.2	-63260.5	1.83285	2013.98	131.854	0	12.4882	-0.460041	-0.520173	-0.532939	-0.101236	-0.149861	0.344092	0.969558	1.2993	1.34275	1.7254	2.15358	2.38563	2.4333	2.60402	1.43749	1.22405	-0.0870251	-1.12518	-1.40464	-1.59095	-1.93005	-2.55888	-2.3267	-1.92361	-1.75453	2	9.96394	0.313298	0.221402	0.200874	0.264427	0.361693	0.00115914	0.00115914	-63260.5	0.0	-3782.06	
2876000000	2795	-87677.3	-24316.3	-63361	1.74233	2014.07	131.434	0	12.4882	-0.987309	-0.811558	-0.219281	-0.0814869	0.331044	0.58298	0.577409	0.874749	1.15857	1.43764	2.34023	2.40695	2.70585	2.68387	1.55938	0.957027	-0.131936	-0.842754	-1.29588	-1.26354	-1.45514	-1.10022	-1.09016	-1.05257	-1.73105	2	9.73049	0.315687	0.218756	0.200342	0.265214	0.399354	0.0011312	0.0011312	-63361	0.0	-3757.99	
2878000000	2798	-87341.8	-23996.2	-63345.7	1.77921	2014.03	133.253	0	12.4882	-0.691604	-0.487406	-0.111528	0.210441	-0.0700893	0.333464	0.679771	1.13515	1.11287	1.65512	2.48555	2.70927	2.55599	2.45696	1.31606	1.03039	0.075253	-0.748849	-0.807321	-1.16585	-1.61491	-1.45487	-1.22109	-1.51201	-1.59814	2	10.2746	0.309695	0.222018	0.198752	0.269535	0.4003	0.00109285	0.00109285	-63345.7	0.0	-3798.11	
2880000000	2799	-86062.7	-22526.3	-63536.4	1.80711	2014	137.485	0	12.4882	-0.625941	-0.712436	-0.172794	0.292355	0.2095	0.390725	0.744248	1.33912	1.29222	1.59844	2.37264	2.63512	2.67522	2.64318	1.80399	1.0589	0.165106	-0.694882	-0.703287	-0.84263	-1.43876	-2.00313	-1.85601	-1.9408	-1.90568	2	10.7302	0.312735	0.221019	0.20073	0.265516	0.369646	0.00109658	0.00109658	-63536.4	0.0	-3921.73	
2882000000	2799	-83005.5	-19686.8	-63318.7	1.93332	2013.88	136.438	0	12.4882	-0.792987	-0.155587	0.0674177	-0.0371213	0.194524	0.246924	0.780182	1.34632	1.19609	1.52814	2.49296	2.44837	2.84651	2.43715	1.59179	1.11791	0.190187	-0.713774	-0.685834	-0.944961	-1.24125	-1.14356	-1.53607	-1.74188	-1.79306	2	10.2112	0.316004	0.221287	0.195228	0.267481	0.332385	0.00110425	0.00110425	-63318.7	0.0	-3897.59	
2884000000	2800	-86276.5	-22818.8	-63457.6	1.76441	2014.04	134.476	0	12.4882	-1.14195	-0.826338	-0.446806	-0.256677	0.0606238	0.342231	0.493261	1.4045	1.43634	1.48124	2.36313	2.32016	2.71677	2.47714	1.71782	1.30433	0.194156	-0.724116	-0.905926	-1.09872	-1.1685	-1.46318	-1.99835	-2.27768	-2.34399	2	10.8425	0.312694	0.219027	0.198622	0.269657	0.375514	0.0011058	0.0011058	-63457.6	0.0	-3868.04	
2886000000	2800	-88375.8	-24804.5	-63571.3	1.70286	2014.11	137.732	0	12.4882	-1.42189	-0.773976	-0.499287	-0.253563	0.0808611	0.499668	0.827629	1.21212	1.32832	1.79167	2.4526	2.43415	2.79297	2.67191	1.61104	1.36264	0.233999	-0.73177	-0.81327	-0.969826	-1.38267	-1.0462	-1.57504	-1.78208	-1.50414	2	10.3972	0.315117	0.223096	0.194998	0.266789	0.400947	0.00113971	0.00113971	-63571.3	0.0	-3904.93	
2888000000	2800	-88718.6	-25054.3	-63664.3	1.82435	2013.99	135.49	0	12.4882	-0.515832	-0.486854	-0.71535	0.00959295	-0.107918	0.141963	0.65647	1.28787	1.55088	1.52342	2.33747	2.40187	2.89125	2.70308	1.53579	1.10522	0.190894	-0.758538	-0.991991	-0.762601	-1.05943	-1.20288	-0.538246	-0.495311	-0.0817679	2	10.4155	0.311828	0.22024	0.199711	0.268221	0.424409	0.00110708	0.00110708	-63664.3	0.0	-3868.78	
2890000000	2798	-87060.2	-23653.6	-63406.7	1.80521	2014.01	133.446	0	12.4882	-1.08114	-0.458943	-0.121137	0.0367389	0.0621309	0.156639	0.482483	1.18324	1.3311	1.44371	2.13883	2.42803	2.79503	2.5389	1.53144	1.1709	0.166198	-0.723501	-1.08024	-1.01717	-1.11878	-1.13948	-1.29954	-1.47614	-1.35085	2	10.6923	0.303587	0.222015	0.201721	0.272678	0.391454	0.00112444	0.00112444	-63406.7	0.0	-3837.52	
2892000000	2797	-87724.1	-24186.7	-63537.4	1.84477	2013.96	137.862	0	12.4882	-0.50324	-0.28209	-0.253061	0.283055	0.46984	0.292284	0.742632	1.1609	1.11041	1.66418	2.33208	2.55098	2.59294	2.7127	1.73831	1.4089	0.0390775	-0.918883	-1.05885	-0.805421	-1.25631	-1.31322	-1.62981	-1.5054	-1.82628	2	10.8912	0.31076	0.22064	0.201644	0.266956	0.399547	0.00114053	0.00114053	-63537.4	0.0	-3903.45	
2894000000	2800	-85322.6	-21921.6	-63401	1.82383	2013.99	136.194	0	12.4882	-0.505869	-0.743017	-0.237372	-0.0865425	0.188001	0.417708	0.56325	1.29706	1.31117	1.66886	2.62209	2.4494	2.59825	2.6421	1.45276	1.18289	0.0841532	-0.44718	-1.15024	-1.18903	-1.5349	-1.71696	-1.85931	-2.18665	-1.99565	2	10.4294	0.311557	0.218021	0.20024	0.270182	0.368775	0.00114858	0.00114858	-63401	0.0	-3875.12	
2896000000	2796	-88873.1	-25371.1	-63501.9	1.80307	2014.01	133.497	0	12.4882	-0.33843	-0.570829	-0.354734	-0.238718	0.0530036	0.257139	0.912362	1.2678	1.17844	1.45269	2.33565	2.50193	2.79426	2.608	1.26958	1.21527	0.2339	-0.940758	-0.661937	-1.03662	-1.65394	-1.32096	-1.47861	-1.52909	-1.70492	2	10.2105	0.315934	0.219782	0.199691	0.264593	0.415908	0.0011144	0.0011144	-63501.9	0.0	-3786.68	
2898000000	2797	-88055.9	-24583.8	-63472	1.79237	2014.02	134.964	0	12.4882	-1.11674	-0.839025	-0.400661	-0.363292	0.322609	0.33433	0.775567	1.11051	1.03522	1.60279	2.46459	2.39273	2.72178	2.60902	1.42995	1.2565	0.112799	-1.23716	-0.928237	-0.876214	-0.98774	-0.958574	-0.637492	-0.661839	-0.644262	2	10.3134	0.311731	0.220748	0.197788	0.269733	0.405908	0.0011271	0.0011271	-63472	0.0	-3816.89	
2900000000	2799	-89247.3	-25730.9	-63516.4	1.89202	2013.92	132.687	0	12.4882	-1.07081	-0.630779	-0.379257	0.241756	0.308624	0.387888	0.982989	1.33923	1.0975	1.54183	2.43225	2.60021	2.66821	2.46739	1.50592	1.12166	0.211775	-0.952099	-1.25581	-1.11327	-1.31373	-1.44967	-1.70094	-1.54382	-2.46178	2	10.3321	0.318222	0.220292	0.198726	0.26276	0.430388	0.00114672	0.00114672	-63516.4	0.0	-3814.37	
2902000000	2798	-87987	-24646.5	-63340.6	1.9059	2013.9	130.651	0	12.4882	0.110619	-0.216559	0.123232	0.10002	-0.0960541	0.0751826	0.469078	1.04629	1.07898	1.56546	2.52187	2.57606	2.73839	2.41736	1.35327	0.909484	0.141074	-1.44236	-0.910415	-1.36006	-1.501	-1.70084	-1.72809	-1.72602	-1.87019	2	10.7906	0.315959	0.223766	0.199161	0.261114	0.411213	0.00116218	0.00116218	-63340.6	0.0	-3736.19	
2904000000	2796	-86709.4	-23377.1	-63332.3	1.85325	2013.96	132.704	0	12.4882	-1.20987	-1.0238	-0.545017	-0.211259	0.0954936	0.49741	0.634562	1.38712	1.21147	1.5589	2.34145	2.58175	2.70606	2.33475	1.64627	1.15999	0.403025	-0.863803	-0.421834	-0.565954	-1.01438	-1.08224	-0.946702	-0.959562	-0.314917	2	9.24454	0.307727	0.22325	0.204103	0.26492	0.381323	0.00113072	0.00113072	-63332.3	0.0	-3836.76	
2906000000	2794	-84418.6	-21113	-63305.6	1.80383	2014.01	133.274	0	12.4882	-0.0884332	-0.52882	0.0194855	-0.198992	0.0660906	0.242392	0.606165	1.2006	1.11866	1.68867	2.49911	2.69371	2.58192	2.51259	1.57363	1.12197	0.0791564	-0.788846	-0.973917	-1.30709	-1.68777	-1.95478	-2.30609	-2.43934	-2.18323	2	10.1064	0.308577	0.219581	0.204177	0.267665	0.355288	0.00117777	0.00117777	-63305.6	0.0	-3809.02	
2908000000	2791	-85140	-21939.8	-63200.2	1.77292	2014.04	130.924	0	12.4882	-0.462325	-0.415289	-0.091365	0.355348	0.178195	0.459223	0.85651	1.13681	1.02033	1.54936	2.08989	2.32262	2.61506	2.5412	1.64075	1.06736	0.177041	-1.1176	-1.06263	-1.18952	-1.51315	-1.95344	-1.89979	-2.06497	-2.30959	2	9.86153	0.311879	0.223591	0.194778	0.269751	0.353087	0.00115308	0.00115308	-63200.2	0.0	-3787.8	
2910000000	2794	-88717.4	-25237.9	-63479.5	1.77175	2014.04	132.029	0	12.4882	-1.33349	-1.02187	-0.219468	0.0648947	0.108923	0.570234	0.793045	1.21219	1.25698	1.55365	2.46846	2.47168	2.66246	2.58126	1.4564	0.953588	-0.025037	-0.795254	-0.938608	-1.04591	-1.53152	-1.26297	-1.40999	-1.37525	-1.55125	2	11.0911	0.312003	0.220588	0.198735	0.268674	0.409664	0.00114489	0.00114489	-63479.5	0.0	-3797.51	
2912000000	2793	-88538.9	-25086	-63453	1.77159	2014.04	132.647	0	12.4882	-0.75379	-0.706458	-0.616863	-0.420678	-0.0476144	0.184099	0.861836	1.45742	1.25125	1.41333	2.13479	2.38943	2.48924	2.54116	1.81698	1.05074	-0.0334468	-0.982427	-0.844038	-1.02138	-1.76193	-1.81114	-1.87636	-2.25895	-1.94218	2	10.6088	0.313327	0.217932	0.20462	0.264122	0.409873	0.00113596	0.00113596	-63453	0.0	-3796.78	
2914000000	2795	-84458.1	-21187.9	-63270.2	1.83428	2013.98	131.806	0	12.4882	-0.500332	-0.551694	-0.641745	-0.228677	0.315259	0.458294	1.10582	1.46615	1.17818	1.57066	2.30418	2.4401	2.68234	2.36632	1.53424	1.03631	-0.188469	-0.927198	-0.969823	-0.753984	-1.16142	-1.56095	-1.75574	-1.7636	-1.80723	2	10.289	0.315827	0.220721	0.197673	0.265779	0.352982	0.00116556	0.00116556	-63270.2	0.0	-3777.48	
2916000000	2796	-87500.9	-24159.1	-63341.8	1.77002	2014.04	128.467	0	12.4882	-0.701192	-0.474584	-0.741465	-0.351066	0.179887	0.595802	0.642228	1.20919	1.25408	1.61742	2.36013	2.40917	2.53027	2.38632	1.44216	1.11326	-0.364154	-1.00291	-0.66605	-0.743951	-1.264	-1.409	-1.02306	-1.2645	-1.46119	2	10.7495	0.308219	0.22019	0.202246	0.269346	0.404666	0.0012345	0.0012345	-63341.8	0.0	-3716.79	
2918000000	2793	-88520.7	-25155.3	-63365.5	1.71883	2014.09	128.936	0	12.4882	-0.524233	-0.0641574	0.270156	0.00813389	-0.267431	0.140006	0.312484	1.02327	1.23002	1.60554	2.06491	2.44625	2.64765	2.3605	1.56876	1.08245	-0.128278	-0.929012	-0.63227	-0.920105	-1.07932	-0.693483	-0.424023	-0.239834	-0.352542	2	10.6117	0.315186	0.219319	0.198411	0.267085	0.41996	0.00116365	0.00116365	-63365.5	0.0	-3743.74	
2920000000	2794	-87736.9	-24306.5	-63430.4	1.78765	2014.02	133.038	0	12.4882	-0.8971	-0.285053	-0.0987656	0.10934	-0.0010017	0.358303	0.602846	1.33196	1.08681	1.49567	2.49906	2.71437	2.7507	2.36702	1.50252	1.12468	-0.176896	-0.843652	-0.734594	-0.980984	-1.04248	-1.1834	-1.25291	-1.61041	-1.99075	2	10.2723	0.316418	0.217751	0.201506	0.264326	0.406584	0.00112714	0.00112714	-63430.4	0.0	-3801.7	
2922000000	2802	-87992.5	-24521.5	-63471	1.79899	2014.01	132.886	0	12.4882	-0.486196	-0.386769	-0.271454	0.313737	0.255951	0.421577	0.806322	1.36123	1.22398	1.52995	2.48071	2.57082	2.58439	2.55355	1.35178	1.30971	0.0710903	-0.743834	-0.534374	-1.05753	-1.366	-1.86577	-1.68351	-1.63419	-1.65163	2	9.43144	0.309971	0.220544	0.201762	0.267723	0.400727	0.00112572	0.00112572	-63471	0.0	-3807.7	
2924000000	2799	-86478.9	-23159.2	-63319.7	1.73855	2014.07	126.77	0	12.4882	-0.45918	-0.524648	-0.227966	0.0846943	0.459954	0.384127	0.89325	1.07937	1.01948	1.53048	2.30504	2.22022	2.499	2.40105	1.43072	1.18287	-0.0149903	-1.10152	-1.33274	-1.92679	-1.59798	-1.72648	-1.48932	-1.74985	-1.96499	2	10.7057	0.311454	0.222641	0.198068	0.267838	0.395645	0.00122378	0.00122378	-63319.7	0.0	-3671.47	
2926000000	2797	-89022.9	-25598.2	-63424.7	1.80486	2014.01	131.139	0	12.4882	-0.342753	-0.167163	0.108397	0.297038	0.25758	0.403318	0.87364	1.239	1.23106	1.85938	2.41117	2.138	2.4626	2.3707	1.45082	1.00774	0.0755737	-0.857974	-1.12742	-0.866483	-1.38135	-1.14997	-1.09901	-1.02254	-0.638394	2	9.6153	0.317617	0.217188	0.200225	0.26497	0.423551	0.00111009	0.00111009	-63424.7	0.0	-3797.27	
2928000000	2797	-89240.4	-25738.5	-63501.8	1.74109	2014.07	135.843	0	12.4882	-0.631011	-0.493382	0.446738	0.227383	0.327482	0.538749	1.05138	1.27489	1.1252	1.49782	2.15778	2.35886	2.70823	2.55113	1.79159	1.13425	-0.005008	-0.636915	-1.06402	-1.10564	-1.6289	-1.47199	-1.60637	-1.45717	-1.32631	2	11.8723	0.315265	0.223135	0.196471	0.265129	0.430038	0.00108951	0.00108951	-63501.8	0.0	-3902.23	
2930000000	2796	-85701.2	-22399.5	-63301.7	1.73986	2014.07	133.763	0	12.4882	-0.151515	-0.190235	-0.207692	-0.421602	0.088263	0.291733	0.825138	1.10693	1.38228	1.65261	2.51778	2.48246	2.75275	2.48573	1.27873	1.01716	-0.104407	-0.873794	-0.709205	-1.00857	-1.3663	-1.21384	-1.12159	-1.44528	-1.59561	2	10.6382	0.317283	0.216575	0.199147	0.266995	0.370618	0.00117583	0.00117583	-63301.7	0.0	-3789.42	
2932000000	2797	-86654.9	-23273.7	-63381.2	1.79585	2014.01	132.609	0	12.4882	-0.20114	-0.234658	-0.364734	-0.081937	0.21016	0.534102	0.759203	1.40406	1.25177	1.76284	2.42984	2.58975	2.63558	2.51395	1.36546	1.10675	0.033319	-1.23499	-1.02474	-0.714329	-1.05994	-0.781723	-0.790156	-0.597378	-1.18884	2	10.153	0.316454	0.222015	0.192116	0.269416	0.389915	0.00112497	0.00112497	-63381.2	0.0	-3804.58	
2934000000	2799	-86240.7	-22801.9	-63438.8	1.78584	2014.02	133.436	0	12.4882	0.00527971	-0.207384	0.00760666	0.220016	0.30515	0.412136	0.893555	1.1676	1.01667	1.61683	2.27058	2.53315	3.04015	2.44127	1.45953	0.98005	0.265806	-0.955924	-0.79023	-0.692304	-0.852686	-1.16019	-1.07729	-0.950242	-0.827331	2	10.4533	0.314221	0.216743	0.200902	0.268134	0.378708	0.00119064	0.00119064	-63438.8	0.0	-3813.72	
2936000000	2795	-86014.3	-22801.8	-63212.5	1.7555	2014.05	128.461	0	12.4882	-0.628189	-0.412912	-0.554122	-0.369065	-0.289211	0.199339	0.859943	1.13943	1.2112	1.50534	2.14064	2.22239	2.73614	2.53096	1.35682	1.11939	0.0456012	-0.627067	-0.807129	-1.2033	-1.3314	-1.43354	-0.681241	-0.690982	-0.878788	2	10.2442	0.312875	0.217428	0.201264	0.268433	0.383556	0.00118674	0.00118674	-63212.5	0.0	-3690.03	
2938000000	2800	-91516.8	-27866.5	-63650.2	1.72646	2014.08	131.852	0	12.4882	-0.761851	-0.41097	-0.237477	0.0149666	-0.00707678	0.128442	1.02333	1.23139	1.11771	1.60531	2.51913	2.37931	2.73054	2.48693	1.65682	1.09194	-0.0578875	-1.03968	-0.824763	-0.808387	-1.21422	-1.33923	-1.18197	-1.22383	-1.97301	2	9.53419	0.309061	0.223051	0.202623	0.265265	0.489294	0.00115017	0.00115017	-63650.2	0.0	-3792.95	
2940000000	2802	-88862.7	-25331.3	-63531.4	1.72437	2014.08	132.43	0	12.4882	-0.06096	-0.156547	0.0712119	-0.0523751	-0.130189	0.114146	0.885919	1.62066	1.26041	1.63713	2.28818	2.38416	2.59272	2.55594	1.52148	0.966342	-0.026959	-1.19127	-1.36708	-1.73615	-1.95621	-1.62401	-0.787725	-0.884312	-1.15359	2	10.408	0.30771	0.221842	0.20113	0.269317	0.428265	0.00116239	0.00116239	-63531.4	0.0	-3804.14	
2942000000	2798	-85019.3	-21672.8	-63346.5	1.77948	2014.03	133.345	0	12.4882	0.102574	-0.179007	-0.187933	-0.128222	0.0456902	0.559833	0.64102	1.15999	1.48993	1.70346	2.43762	2.38444	2.89941	2.46328	1.46473	0.866427	0.0508087	-0.881524	-0.583863	-1.41998	-1.58751	-1.63712	-1.82903	-1.98029	-2.40591	2	10.7834	0.316229	0.221948	0.199015	0.262808	0.36472	0.00118712	0.00118712	-63346.5	0.0	-3807.29	
2944000000	2796	-87408.3	-24052.8	-63355.5	1.83296	2013.98	130.631	0	12.4882	-0.771154	-0.154007	-0.354329	-0.101393	0.241725	0.344929	0.673628	1.2224	0.979438	1.51063	2.23163	2.43274	2.80732	2.50334	1.52379	0.868506	-0.0344177	-0.729144	-0.501731	-0.842277	-1.33758	-1.49701	-1.48223	-1.25854	-1.15521	2	10.5538	0.317604	0.220311	0.196382	0.265704	0.403105	0.00117771	0.00117771	-63355.5	0.0	-3751.92	
2946000000	2793	-86421.8	-23111.4	-63310.4	1.84996	2013.96	130.533	0	12.4882	-1.0949	-0.554205	-0.192613	0.045799	0.316157	0.621742	0.952756	1.15245	1.02767	1.47691	1.9612	2.13786	2.68542	2.55545	1.37841	1.10826	0.0880454	-0.699991	-0.781695	-0.803122	-1.39207	-1.40231	-1.36823	-0.928312	-0.743487	2	10.2626	0.310183	0.212695	0.204542	0.272579	0.384787	0.00111405	0.00111405	-63310.4	0.0	-3755.02	
2948000000	2794	-87918.1	-24455.3	-63462.8	1.75734	2014.05	133.886	0	12.4882	-0.726223	-0.547023	-0.37579	0.0554276	0.0478499	0.256399	0.734839	1.3061	1.35239	1.72575	2.58566	2.73673	2.63302	2.38387	1.49988	1.0539	-0.223409	-0.684833	-0.66598	-0.765479	-1.36034	-1.6085	-1.19956	-1.0999	-1.42771	2	9.94398	0.31224	0.220032	0.203187	0.264542	0.411064	0.00111564	0.00111564	-63462.8	0.0	-3835.17	
2950000000	2793	-87497.7	-24101.2	-63396.5	1.75724	2014.05	131.989	0	12.4882	-0.804451	-0.429027	-0.114547	-0.00742015	0.34954	0.0471774	0.765717	1.38064	1.30877	1.65587	2.37564	2.48598	2.61743	2.37766	1.61055	0.997906	-0.0771143	-0.779739	-1.00689	-1.48354	-1.8934	-2.14584	-2.20598	-2.02035	-1.44071	2	10.1103	0.315275	0.216703	0.199703	0.268319	0.405416	0.00112933	0.00112933	-63396.5	0.0	-3798.97	
2952000000	2794	-87904.6	-24486.4	-63418.2	1.82771	2013.98	131.296	0	12.4882	-1.03482	-0.665299	-0.40103	-0.22083	0.327546	0.192553	0.779338	1.39326	1.20065	1.47432	2.24603	2.3032	2.8058	2.23982	1.52778	1.05581	-0.0640787	-1.09378	-1.0483	-0.870265	-1.21734	-1.15542	-1.79671	-1.02291	-0.895591	2	9.58367	0.31583	0.219929	0.203123	0.261117	0.404231	0.00111388	0.00111388	-63418.2	0.0	-3793.49	
2954000000	2791	-84748.5	-21620.8	-63127.8	1.78376	2014.02	129.608	0	12.4882	-0.427353	-0.323584	-0.481106	-0.241022	-0.0786421	0.204558	0.744995	1.27992	1.13768	1.66592	2.31713	2.35562	2.6702	2.41215	1.46442	1.03481	0.0299271	-1.23486	-1.16764	-1.59489	-2.11571	-1.96068	-1.73043	-1.6791	-2.05227	2	10.4203	0.312624	0.221356	0.201625	0.264396	0.360528	0.00115242	0.00115242	-63127.8	0.0	-3751.22	
2956000000	2791	-85425.9	-22273.2	-63152.8	1.74687	2014.06	132.188	0	12.4882	-0.73267	-0.749673	-0.149492	0.06741	0.0769811	0.359515	0.809023	1.02704	1.06349	1.61953	2.30458	2.41666	2.64872	2.58783	1.36621	1.20331	0.118808	-0.658215	-0.928376	-1.10028	-1.50166	-1.45605	-1.88255	-1.95642	-2.26241	2	11.4278	0.309438	0.220212	0.200379	0.269971	0.370149	0.00116932	0.00116932	-63152.8	0.0	-3798.82	
2958000000	2790	-87077.7	-23684	-63393.7	1.86005	2013.95	133.428	0	12.4882	-1.0381	-0.590848	0.00362061	0.0408854	0.323633	0.285374	0.804564	1.21069	1.28448	1.59475	2.47875	2.47419	2.65131	2.55284	1.55776	0.802113	-0.163676	-0.902101	-0.734233	-1.22762	-1.52273	-1.65389	-2.00874	-2.15015	-1.94738	2	10.2799	0.31707	0.215559	0.204306	0.263066	0.387858	0.00111297	0.00111297	-63393.7	0.0	-3811.08	
2960000000	2798	-88778.9	-25365.2	-63413.7	1.7641	2014.05	129.757	0	12.4882	-1.54366	-1.06257	-0.713228	-0.442667	-0.261608	-0.0406621	0.780469	1.18398	1.04184	1.58306	2.65395	2.66039	2.74002	2.378	1.38946	0.846043	-0.19631	-1.04727	-1.0481	-1.60778	-1.55357	-2.10874	-2.17382	-2.02021	-1.69182	2	10.669	0.314986	0.216137	0.198645	0.270231	0.432676	0.00116623	0.00116623	-63413.7	0.0	-3693.23	
2962000000	2791	-87760.8	-24290.5	-63470.4	1.85737	2013.95	136.475	0	12.4882	-0.408788	-0.318611	-0.152091	0.0974936	-0.0220647	-0.0254201	0.606926	1.11094	1.29055	1.56692	2.66795	2.39723	2.79826	2.3819	1.59173	0.997721	0.100179	-1.04599	-0.783211	-0.366425	-0.542978	-0.697681	-0.606119	-0.589614	-0.360239	2	11.5492	0.312961	0.222124	0.204612	0.260303	0.402275	0.00112706	0.00112706	-63470.4	0.0	-3871.02	
2964000000	2790	-85736.8	-22392.5	-63344.2	1.72786	2014.08	136.265	0	12.4882	-0.474168	-0.622099	-0.171589	0.292161	0.37986	0.488421	0.637363	1.08406	1.27587	1.59596	2.31274	2.59533	2.73205	2.51548	1.72839	1.31654	0.0167364	-0.928588	-0.675601	-0.916898	-1.46333	-1.12539	-0.881268	-0.932187	-1.1444	2	10.2455	0.311696	0.216175	0.204676	0.267452	0.369782	0.00112244	0.00112244	-63344.2	0.0	-3903.29	
2966000000	2792	-88144.6	-24604	-63540.6	1.83337	2013.98	138.172	0	12.4882	-0.925393	-0.335502	0.0181831	0.163371	0.124882	0.520396	1.05176	1.3713	1.29093	1.53175	2.36893	2.63362	2.82668	2.66203	1.34889	1.30254	0.307759	-0.745981	-0.499046	-0.83381	-0.805458	-1.27316	-1.67163	-1.67518	-1.56186	2	9.99456	0.317821	0.217619	0.196867	0.267693	0.400459	0.00108002	0.00108002	-63540.6	0.0	-3898.49	
2968000000	2790	-89141.7	-25627.4	-63514.3	1.80366	2014.01	137.859	0	12.4882	-0.905856	-0.954898	-0.547971	-0.281944	0.150625	0.300831	0.869687	1.15815	1.1364	1.59651	2.42194	2.69259	2.66503	2.69481	1.48195	1.24417	0.577166	-1.03934	-0.965123	-0.706898	-0.634489	-0.29359	-0.466066	-0.421717	-0.214051	2	10.4444	0.312374	0.217652	0.203839	0.266135	0.422117	0.0010627	0.0010627	-63514.3	0.0	-3897.08	
2970000000	2793	-90084.5	-26474.4	-63610.1	1.75087	2014.06	135.597	0	12.4882	-1.52038	-1.25376	-1.01199	-0.174188	0.209942	0.21465	0.882056	1.33805	1.23676	1.54199	2.34849	2.47199	2.67256	2.65772	1.64036	1.36466	0.171012	-1.07314	-0.485929	-0.711716	-1.01417	-1.1283	-1.24232	-1.18971	-0.977966	2	11.0488	0.317615	0.217862	0.198276	0.266247	0.439518	0.00111306	0.00111306	-63610.1	0.0	-3868.36	
2972000000	2793	-91008.7	-27310.7	-63698	1.79322	2014.02	137.48	0	12.4882	-0.139858	-0.151507	-0.270162	-0.00632851	0.186651	0.264333	0.808245	1.31939	1.36095	1.49166	2.59861	2.58674	2.87831	2.56911	1.46795	0.98326	0.135196	-0.728305	-0.738401	-1.05342	-1.26461	-1.43817	-1.12638	-1.13985	-1.24955	2	10.3585	0.318497	0.218334	0.197708	0.265462	0.472283	0.00110311	0.00110311	-63698	0.0	-3909.43	
