item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    2793.212 0.720146 3.129222 2793     2787     2799     37084298 18.88130 2793.210
posterior_for_Delphy       -87457.8 31.41539 1527.861 -87526.4 -90298.6 -84348.4 2960325. 2365.280 NaN     
prior_for_Delphy           -24055.4 30.04897 1453.418 -24125.6 -26842.3 -21178.7 2992956. 2339.492 NaN     
likelihood_really_logG     -63402.4 2.471196 102.0350 -63402.9 -63624.2 -63223.3 4107122. 1704.843 NaN     
rootHeight                 1.797263 0.000968 0.050691 1.79111  1.70524  1.90062  2553003. 2742.652 1.796557
age(root)                  2014.012 0.000967 0.050636 2014.02  2013.91  2014.1   2551113. 2744.684 2014.012
treeLength                 133.2568 0.091062 2.443146 133.286  128.392  137.838  9727328. 719.8276 133.2344
skygrid.isloglinear        0        0        0        0        0        0        NaN      NaN      NaN     
skygrid.precision          12.4882  2.74E-6  3.42E-6  12.4882  12.4882  12.4882  44852206 1.561127 12.4882 
skygrid.logPopSize1        -0.65672 0.007768 0.431809 -0.65925 -1.4832  0.194308 2266216. 3089.731 NaN     
skygrid.logPopSize2        -0.51921 0.006429 0.33455  -0.52630 -1.14681 0.141184 2585757. 2707.911 NaN     
skygrid.logPopSize3        -0.23750 0.004475 0.253564 -0.24219 -0.72291 0.2568   2181172. 3210.200 NaN     
skygrid.logPopSize4        -0.00284 0.0036   0.195852 -0.01070 -0.39262 0.37406  2365826. 2959.642 NaN     
skygrid.logPopSize5        0.173163 0.00276  0.152417 0.170288 -0.12066 0.473489 2296526. 3048.952 NaN     
skygrid.logPopSize6        0.342395 0.003127 0.164231 0.344476 0.027667 0.666548 2538773. 2758.024 NaN     
skygrid.logPopSize7        0.798311 0.002816 0.166637 0.795307 0.470078 1.12164  2000000  3501     0.780055
skygrid.logPopSize8        1.255621 0.003065 0.141484 1.25361  0.987589 1.53749  3285793. 2130.991 1.247553
skygrid.logPopSize9        1.231364 0.002701 0.123731 1.22981  1.00986  1.48927  3336665. 2098.502 1.225109
skygrid.logPopSize10       1.587728 0.002158 0.116896 1.58488  1.36955  1.81685  2386506. 2933.996 1.583409
skygrid.logPopSize11       2.338529 0.002942 0.135306 2.33663  2.08356  2.60764  3311440. 2114.487 2.334605
skygrid.logPopSize12       2.436013 0.004748 0.131071 2.43531  2.17054  2.68497  9187712. 762.1048 2.432488
skygrid.logPopSize13       2.70601  0.002859 0.122565 2.70691  2.46163  2.94452  3811074. 1837.277 2.703232
skygrid.logPopSize14       2.504593 0.003245 0.134065 2.50253  2.26735  2.79294  4101461. 1707.196 2.500998
skygrid.logPopSize15       1.479413 0.00343  0.130313 1.47571  1.22477  1.72835  4851339. 1443.312 1.473631
skygrid.logPopSize16       1.113983 0.003624 0.14936  1.11473  0.820892 1.4033   4121932. 1698.717 1.103744
skygrid.logPopSize17       0.151265 0.009288 0.179398 0.148451 -0.21753 0.490819 18768985 373.0622 NaN     
skygrid.logPopSize18       -0.80864 0.004482 0.209323 -0.80836 -1.20282 -0.38603 3210820. 2180.751 NaN     
skygrid.logPopSize19       -0.82189 0.004251 0.225687 -0.82659 -1.25186 -0.37960 2484280. 2818.521 NaN     
skygrid.logPopSize20       -0.93630 0.005647 0.26237  -0.93658 -1.43637 -0.40514 3243301. 2158.911 NaN     
skygrid.logPopSize21       -1.18927 0.007839 0.337548 -1.19012 -1.85637 -0.53856 3776799. 1853.950 NaN     
skygrid.logPopSize22       -1.29930 0.009014 0.413874 -1.30119 -2.12514 -0.52462 3321198. 2108.275 NaN     
skygrid.logPopSize23       -1.31883 0.011053 0.494874 -1.32782 -2.23391 -0.31773 3493221. 2004.453 NaN     
skygrid.logPopSize24       -1.32864 0.01243  0.57115  -1.33501 -2.47125 -0.23118 3316315. 2111.379 NaN     
skygrid.logPopSize25       -1.33042 0.01342  0.645295 -1.32575 -2.6803  -0.16796 3028569. 2311.982 NaN     
skygrid.cutOff             2        0        0        2        2        2        NaN      NaN      2       
kappa                      10.37062 0.009373 0.526741 10.3578  9.4099   11.428   2217127. 3158.140 10.35727
frequencies1               0.312894 5.86E-5  0.003198 0.312875 0.306608 0.319106 2351866. 2977.209 0.312878
frequencies2               0.219928 4.71E-5  0.002786 0.219832 0.214818 0.225646 2000000  3501     0.219911
frequencies3               0.200357 4.6E-5   0.002722 0.200329 0.19519  0.205644 2000000  3501     0.200339
frequencies4               0.26682  5.21E-5  0.003083 0.266761 0.261231 0.273301 2000000  3501     0.266802
alpha                      0.39868  0.000526 0.025907 0.397816 0.347298 0.450297 2890008. 2422.830 0.397842
clock.rate                 0.001137 9.19E-7  3.27E-5  0.001137 0.00107  0.001198 5544970. 1262.765 0.001137
meanRate                   0.001137 9.19E-7  3.27E-5  0.001137 0.00107  0.001198 5544970. 1262.765 0.001137
treeLikelihood_really_logG -63402.4 2.471196 102.0350 -63402.9 -63624.2 -63223.3 4107122. 1704.843 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
skygrid                    -3824.97 2.822373 59.2112  -3824.77 -3941.81 -3711.41 15909008 440.1279 NaN     
