replicate	tip_name	true_date	posterior_mean	hpd_lo	hpd_hi	normalized_rank
sim_000	TIP_256	2025.515068	2025.501557	2025.464114	2025.536576	0.758916
sim_000	TIP_172	2025.794521	2025.804139	2025.740545	2025.886711	0.480742
sim_000	TIP_019	2025.284932	2025.362679	2025.297950	2025.423427	0.005706
sim_000	TIP_137	2025.835616	2025.779395	2025.728087	2025.826027	0.977175
sim_000	TIP_271	2025.504110	2025.505509	2025.466023	2025.541916	0.463623
sim_000	TIP_238	2025.317808	2025.370351	2025.295070	2025.430826	0.115549
sim_000	TIP_164	2025.895890	2025.888984	2025.864113	2025.910139	0.773181
sim_000	TIP_108	2025.002740	2025.020479	2024.996030	2025.048905	0.097004
sim_000	TIP_389	2025.334247	2025.338854	2025.310958	2025.375752	0.433666
sim_000	TIP_080	2025.482192	2025.434592	2025.391920	2025.483291	0.975749
sim_000	TIP_100	2025.441096	2025.444758	2025.415888	2025.473293	0.403709
sim_000	TIP_041	2025.205479	2025.190249	2025.127667	2025.254934	0.666191
sim_000	TIP_017	2025.673973	2025.670494	2025.637806	2025.702879	0.681883
sim_000	TIP_383	2025.115068	2025.037406	2024.997530	2025.080002	0.998573
sim_000	TIP_361	2025.789041	2025.811432	2025.768222	2025.856854	0.174037
sim_000	TIP_315	2025.471233	2025.479190	2025.461233	2025.502189	0.189729
sim_000	TIP_367	2025.536986	2025.547105	2025.495070	2025.593701	0.350927
sim_000	TIP_144	2025.986301	2025.981521	2025.958214	2026.001370	0.597718
sim_000	TIP_000	2025.446575	2025.435882	2025.401919	2025.477402	0.699001
sim_000	TIP_177	2025.279452	2025.289324	2025.234656	2025.345345	0.379458
sim_000	TIP_289	2025.350685	2025.313978	2025.260964	2025.360004	0.937233
sim_000	TIP_064	2025.463014	2025.479374	2025.442055	2025.511509	0.149786
sim_000	TIP_295	2025.956164	2025.937944	2025.904250	2025.982331	0.824536
sim_000	TIP_279	2025.616438	2025.689883	2025.644385	2025.743836	0.000000
sim_002	TIP_127	2025.101370	2025.098285	2025.042875	2025.142465	0.539230
sim_002	TIP_198	2025.063014	2025.079650	2025.028627	2025.130137	0.273894
sim_002	TIP_296	2025.660274	2025.687377	2025.626297	2025.763703	0.289586
sim_002	TIP_119	2025.161644	2025.168232	2025.135066	2025.199320	0.342368
sim_002	TIP_268	2025.857534	2025.859483	2025.828906	2025.893831	0.502140
sim_002	TIP_210	2025.709589	2025.690898	2025.658084	2025.723287	0.875892
sim_002	TIP_098	2025.252055	2025.238934	2025.207949	2025.285892	0.783167
sim_002	TIP_263	2025.904110	2025.886072	2025.784521	2025.993290	0.599144
sim_002	TIP_436	2025.232877	2025.238418	2025.200960	2025.272192	0.375178
sim_002	TIP_050	2025.846575	2025.889933	2025.790551	2025.997810	0.333809
sim_002	TIP_273	2025.027397	2025.028659	2024.996440	2025.064523	0.556348
sim_002	TIP_043	2025.041096	2025.014120	2024.995210	2025.043015	0.940086
sim_002	TIP_095	2025.690411	2025.691180	2025.673702	2025.711369	0.539230
sim_002	TIP_287	2025.605479	2025.585691	2025.502190	2025.645895	0.647646
sim_002	TIP_331	2025.035616	2025.034341	2025.004659	2025.068493	0.600571
sim_002	TIP_333	2025.904110	2025.882820	2025.787671	2025.989861	0.583452
sim_002	TIP_352	2025.016438	2025.066206	2025.018078	2025.114248	0.018545
sim_002	TIP_136	2025.443836	2025.450119	2025.409178	2025.489861	0.339515
sim_002	TIP_110	2025.695890	2025.727254	2025.668763	2025.785201	0.182596
sim_002	TIP_292	2025.479452	2025.480487	2025.436306	2025.523287	0.477889
sim_002	TIP_181	2025.747945	2025.744962	2025.694521	2025.785481	0.523538
sim_002	TIP_145	2025.219178	2025.237878	2025.203289	2025.274793	0.154066
sim_002	TIP_484	2025.156164	2025.130697	2025.096300	2025.164114	0.931526
sim_002	TIP_416	2025.630137	2025.594086	2025.524797	2025.669043	0.801712
sim_002	TIP_056	2025.824658	2025.895389	2025.798900	2025.999040	0.152639
sim_002	TIP_266	2025.912329	2025.878067	2025.786981	2025.990410	0.653352
sim_002	TIP_294	2025.679452	2025.689234	2025.624107	2025.763564	0.407989
sim_002	TIP_277	2025.471233	2025.479861	2025.438496	2025.520688	0.332382
sim_002	TIP_264	2025.917808	2025.871443	2025.827257	2025.910819	0.980029
sim_002	TIP_303	2025.986301	2025.964476	2025.935616	2025.999310	0.907275
sim_002	TIP_491	2025.008219	2025.023081	2024.995070	2025.066983	0.292439
sim_002	TIP_446	2025.441096	2025.409516	2025.337126	2025.470412	0.760342
sim_003	TIP_191	2025.739726	2025.746106	2025.716488	2025.774412	0.340942
sim_003	TIP_382	2025.076712	2025.025026	2024.995210	2025.062083	0.984308
sim_003	TIP_457	2025.539726	2025.529875	2025.496300	2025.562514	0.746077
sim_003	TIP_463	2025.301370	2025.228899	2025.133976	2025.327947	0.907275
sim_003	TIP_030	2025.819178	2025.903368	2025.838196	2025.961264	0.000000
sim_003	TIP_031	2025.046575	2025.032679	2025.004260	2025.064644	0.854494
sim_003	TIP_492	2025.298630	2025.293351	2025.241866	2025.344385	0.580599
sim_003	TIP_146	2025.106849	2025.116235	2025.066983	2025.166713	0.386591
sim_003	TIP_449	2025.353425	2025.355384	2025.281862	2025.415069	0.449358
sim_003	TIP_407	2025.684932	2025.697447	2025.672122	2025.731457	0.212553
sim_003	TIP_011	2025.397260	2025.431205	2025.389311	2025.472062	0.044223
sim_003	TIP_460	2025.189041	2025.217358	2025.128707	2025.313918	0.346648
sim_003	TIP_426	2025.772603	2025.784364	2025.761254	2025.819188	0.236805
sim_003	TIP_239	2025.684932	2025.722425	2025.682792	2025.757124	0.015692
sim_003	TIP_202	2025.120548	2025.133118	2025.094700	2025.172392	0.265335
sim_003	TIP_022	2025.687671	2025.685887	2025.647445	2025.723838	0.536377
sim_003	TIP_083	2025.238356	2025.248840	2025.198070	2025.304879	0.368046
sim_003	TIP_404	2025.432877	2025.448003	2025.405109	2025.483992	0.189729
sim_003	TIP_227	2025.082192	2025.060240	2025.020758	2025.102070	0.861626
sim_003	TIP_053	2025.846575	2025.847163	2025.817308	2025.875632	0.540656
sim_003	TIP_292	2025.342466	2025.324125	2025.218038	2025.397030	0.569187
sim_003	TIP_367	2025.016438	2025.018687	2024.995070	2025.048765	0.546362
sim_003	TIP_144	2025.657534	2025.616322	2025.554075	2025.680992	0.805991
sim_003	TIP_147	2025.673973	2025.744867	2025.679172	2025.808009	0.028531
sim_003	TIP_302	2025.298630	2025.299999	2025.260283	2025.345155	0.477889
sim_003	TIP_084	2025.320548	2025.315840	2025.284542	2025.349544	0.634807
sim_003	TIP_445	2025.931507	2025.933365	2025.860824	2025.993411	0.419401
sim_003	TIP_258	2025.380822	2025.382269	2025.353834	2025.415228	0.467903
sim_003	TIP_185	2025.227397	2025.250747	2025.189591	2025.305919	0.213980
sim_003	TIP_310	2025.572603	2025.578459	2025.541205	2025.626437	0.443652
sim_003	TIP_070	2025.504110	2025.525024	2025.486161	2025.557764	0.119829
sim_003	TIP_279	2025.657534	2025.612070	2025.568663	2025.664534	0.942939
sim_003	TIP_329	2025.263014	2025.335760	2025.231877	2025.412879	0.097004
sim_004	TIP_076	2025.849315	2025.858992	2025.803289	2025.921368	0.416548
sim_004	TIP_252	2025.586301	2025.601083	2025.564324	2025.641825	0.179743
sim_004	TIP_283	2025.917808	2025.929568	2025.880052	2025.985161	0.340942
sim_004	TIP_243	2025.471233	2025.424935	2025.390581	2025.468113	0.977175
sim_004	TIP_389	2025.145205	2025.181533	2025.132016	2025.223668	0.084165
sim_004	TIP_371	2025.956164	2025.968300	2025.922307	2025.997970	0.275321
sim_004	TIP_107	2025.358904	2025.350466	2025.283631	2025.436066	0.580599
sim_004	TIP_276	2025.476712	2025.525742	2025.452485	2025.608919	0.119829
sim_004	TIP_499	2025.139726	2025.150763	2025.125817	2025.175182	0.174037
sim_004	TIP_383	2025.698630	2025.605612	2025.525537	2025.696660	0.961484
