#node	date	numeric date
NODE_0000001	2024-02-25	2024.151071
NODE_0000348	2024-05-12	2024.362140
NODE_0000349	2024-07-15	2024.536885
A/cattle/TX/24-021768-001-original/2024|SRR30235387|2024-07-15	2024-07-15	2024.536885
A/cattle/TX/24-021768-002-original/2024|SRR30235386|2024-07-25	2024-07-25	2024.564208
NODE_0000003	2024-05-12	2024.362140
A/cattle/TX/24-026219-004-original/2024|SRR30811296|2024-05-22	2024-05-22	2024.389344
NODE_0000351	2024-05-14	2024.368307
A/cattle/TX/24-026360-014-original/2024|SRR30811278|2024-05-21	2024-05-21	2024.386612
A/cattle/TX/24-026360-011-original/2024|SRR30811280|2024-05-21	2024-05-21	2024.386612
NODE_0000353	2024-05-20	2024.382783
A/cattle/TX/24-026360-009-original/2024|SRR30811282|2024-05-21	2024-05-21	2024.386612
NODE_0000009	2024-05-20	2024.384273
A/cattle/TX/24-026360-005-original/2024|SRR30811286|2024-05-21	2024-05-21	2024.386612
A/cattle/TX/24-026360-010-original/2024|SRR30811281|2024-05-21	2024-05-21	2024.386612
NODE_0000012	2024-05-20	2024.383893
NODE_0000014	2024-05-20	2024.384195
A/cattle/TX/24-026360-017-original/2024|SRR30811277|2024-05-21	2024-05-21	2024.386612
A/cattle/TX/24-026219-010-original/2024|SRR30811291|2024-05-22	2024-05-22	2024.389344
NODE_0000008	2024-06-18	2024.463324
NODE_0000370	2024-07-02	2024.501603
A/cattle/TX/24-019890-002-original/2024|SRR29953220|2024-07-04	2024-07-04	2024.506831
A/cattle/ID/24-019883-002-original/2024|SRR29953233|2024-07-08	2024-07-08	2024.517760
NODE_0000011	2024-07-02	2024.501603
A/cattle/TX/24-019890-004-original/2024|SRR29953219|2024-07-04	2024-07-04	2024.506831
A/cattle/TX/24-021589-006-original/2024|SRR30235384|2024-07-23	2024-07-23	2024.558743
NODE_0000361	2024-05-19	2024.382341
A/cattle/TX/24-026219-007-original-repeat2/2024|SRR30932716|2024-05-22	2024-05-22	2024.389344
NODE_0000013	2024-05-20	2024.382592
NODE_0000367	2024-05-21	2024.386273
A/cattle/TX/24-026219-005-original/2024|SRR30811295|2024-05-22	2024-05-22	2024.389344
NODE_0000017	2024-05-21	2024.386273
A/cattle/TX/24-026219-006-original/2024|SRR30811293|2024-05-22	2024-05-22	2024.389344
A/cattle/TX/24-026219-009-original/2024|SRR30811292|2024-05-22	2024-05-22	2024.389344
NODE_0000018	2024-06-14	2024.451583
