item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    401.5520 0.286991 3.629681 401      394      408      4376815. 159.9564 401.5357
posterior_for_Delphy       -9682.81 6.594647 292.3656 -9711.38 -10211.4 -9108.59 356197.1 1965.484 NaN     
prior_for_Delphy           -2469.61 5.361546 269.5235 -2499.76 -2958.75 -1942.21 277042.6 2527.047 NaN     
likelihood_really_logG     -7213.19 3.364004 56.25314 -7211.56 -7321.36 -7103.94 2503683. 279.6280 NaN     
rootHeight                 6.22418  0.056053 0.741675 6.11109  4.99848  7.73068  3998802. 175.0773 6.181943
age(root)                  1997.758 0.056043 0.741251 1997.87  1996.23  1998.96  4001904. 174.9417 1997.758
treeLength                 67.12941 0.671275 7.244979 66.5922  53.0915  81.4637  6010163. 116.4860 66.74223
skygrid.isloglinear        0        0        0        0        0        0        NaN      NaN      NaN     
skygrid.precision          5.09935  NaN      NaN      5.09935  5.09935  5.09935  100000   7001     5.09935 
skygrid.logPopSize1        1.595516 0.01008  0.489369 1.57111  0.680932 2.5785   297042.1 2356.904 1.513496
skygrid.logPopSize2        1.467123 0.01103  0.422829 1.4543   0.716071 2.36964  476404.6 1469.548 1.4004  
skygrid.logPopSize3        1.054022 0.013798 0.435794 1.04553  0.239335 1.92911  701808.9 997.5649 NaN     
skygrid.logPopSize4        0.669115 0.013066 0.464449 0.668432 -0.25995 1.56312  554106.4 1263.475 NaN     
skygrid.logPopSize5        0.397875 0.011346 0.468233 0.388272 -0.48378 1.33493  411103.4 1702.977 NaN     
skygrid.logPopSize6        0.335152 0.009301 0.463558 0.331087 -0.54470 1.27234  281849.1 2483.952 NaN     
skygrid.logPopSize7        0.520635 0.007925 0.443469 0.507223 -0.30753 1.4203   223585.6 3131.239 NaN     
skygrid.logPopSize8        0.908947 0.007242 0.424632 0.901364 0.130173 1.76968  203639.3 3437.941 NaN     
skygrid.logPopSize9        1.246898 0.00866  0.430088 1.2417   0.388105 2.07369  283821.7 2466.688 NaN     
skygrid.logPopSize10       1.348901 0.010886 0.458886 1.34343  0.450155 2.25325  393960.9 1777.079 NaN     
skygrid.logPopSize11       1.295896 0.010681 0.490925 1.28771  0.39161  2.31157  331411.2 2112.481 NaN     
skygrid.logPopSize12       1.306864 0.009295 0.502396 1.28822  0.307622 2.2472   239662.3 2921.193 NaN     
skygrid.logPopSize13       1.416759 0.008133 0.526278 1.40891  0.34368  2.40295  167212.7 4186.882 NaN     
skygrid.logPopSize14       1.612419 0.008314 0.555953 1.59226  0.478157 2.63548  156579.6 4471.207 NaN     
skygrid.logPopSize15       1.857673 0.009399 0.585709 1.83876  0.747007 3.01679  180278.6 3883.432 NaN     
skygrid.logPopSize16       2.128924 0.009873 0.57942  2.11659  1.0163   3.28959  203286.2 3443.911 2.042389
skygrid.logPopSize17       2.399033 0.009431 0.562969 2.38931  1.3699   3.57283  196494.2 3562.954 2.328159
skygrid.logPopSize18       2.676621 0.011103 0.50879  2.66461  1.74982  3.72526  333393.6 2099.920 2.626382
skygrid.logPopSize19       2.955227 0.015321 0.408767 2.94464  2.20219  3.79733  983496.5 711.8479 2.926722
skygrid.logPopSize20       2.698906 0.024118 0.426243 2.69519  1.8769   3.53261  2241356. 312.3555 2.664237
skygrid.logPopSize21       1.84156  0.071853 0.558483 1.85008  0.721347 2.90846  11588415 60.41378 NaN     
skygrid.logPopSize22       1.092851 0.028139 0.513098 1.06027  0.160345 2.17008  2105664. 332.4840 NaN     
skygrid.logPopSize23       0.663211 0.018863 0.449465 0.648348 -0.21249 1.54493  1233075. 567.7674 NaN     
skygrid.logPopSize24       0.490615 0.010555 0.450092 0.487164 -0.40170 1.33383  385047.5 1818.217 NaN     
skygrid.logPopSize25       0.422699 0.010171 0.468783 0.409301 -0.54583 1.30296  329553.9 2124.386 NaN     
skygrid.logPopSize26       0.42694  0.00931  0.499079 0.408164 -0.56065 1.37846  243637.4 2873.531 NaN     
skygrid.logPopSize27       0.441098 0.009572 0.529068 0.417214 -0.61552 1.46044  229165.9 3054.991 NaN     
skygrid.logPopSize28       0.450267 0.010808 0.571157 0.432271 -0.62984 1.59078  250669.1 2792.924 NaN     
skygrid.logPopSize29       0.426765 0.013414 0.60753  0.414509 -0.73858 1.63175  341320.0 2051.153 NaN     
skygrid.logPopSize30       0.44593  0.013434 0.629809 0.435322 -0.80651 1.64466  318554.9 2197.736 NaN     
skygrid.logPopSize31       0.548433 0.013896 0.665848 0.535311 -0.71482 1.84656  304906.9 2296.110 NaN     
skygrid.logPopSize32       0.689423 0.014388 0.691632 0.673378 -0.57594 2.10816  302979.7 2310.715 NaN     
skygrid.logPopSize33       0.85956  0.01554  0.714444 0.844653 -0.50678 2.29774  331217.4 2113.716 NaN     
skygrid.logPopSize34       1.053002 0.015693 0.722898 1.03878  -0.35327 2.4572   329907.7 2122.108 NaN     
skygrid.logPopSize35       1.262707 0.015842 0.732381 1.2602   -0.13087 2.75314  327581.6 2137.177 NaN     
skygrid.logPopSize36       1.484145 0.014922 0.71844  1.47987  0.105241 2.92689  302008.3 2318.148 NaN     
skygrid.logPopSize37       1.708793 0.013374 0.670875 1.70767  0.425144 3.03416  278234.1 2516.225 NaN     
skygrid.logPopSize38       1.957302 0.011275 0.593358 1.9499   0.781211 3.10769  252768.4 2769.728 NaN     
skygrid.logPopSize39       2.16566  0.010928 0.49617  2.14372  1.258    3.16554  339605.1 2061.511 2.106292
skygrid.logPopSize40       2.098665 0.015319 0.46586  2.08689  1.18142  2.98583  757044.3 924.7806 2.044662
