# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_a/h5n1-andersen-e756a15-ALL_full_dates_only_a.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
3224000000	4344	-95359.2	-20786.6	-74572.6	1.57438	2024.02	102.402	0	6.24524	-1.0037	-1.13851	-0.564662	-0.0606604	-0.692771	-0.120271	0.392202	0.841871	0.906435	0.812077	0.0464498	-0.993712	0.312434	0.578876	0.557373	0.127254	0.08526	-0.0251793	-1.49491	-1.43199	-1.76653	-2.14169	-1.90457	1.833	17.7392	0.322433	0.207223	0.246637	0.223708	0.00322109	0.00322109	-74572.6	0.0	-4020.39	
3226000000	4345	-95375.4	-20789.3	-74586.1	1.65399	2023.94	102.438	0	6.24524	-1.07227	-0.815641	-0.488645	-0.0545598	-0.610443	-0.127098	0.735029	0.810736	0.893834	0.706382	0.0165852	-0.94257	0.197318	0.38656	0.549835	0.196549	0.235749	0.23	-1.34202	-1.09754	-0.52852	-1.01378	-0.732417	1.833	17.8533	0.322687	0.207991	0.2443	0.225021	0.00326072	0.00326072	-74586.1	0.0	-4023.07	
3228000000	4348	-95432.3	-20813.4	-74619	1.60502	2023.99	102.404	0	6.24524	-1.06451	-0.778934	-0.338196	-0.00464823	-0.403734	0.0395946	0.454393	0.921695	0.806211	0.755539	0.0739729	-0.892453	0.0386133	0.368898	0.469607	0.311068	0.258842	-0.208095	-1.19723	-1.80793	-1.67877	-1.20751	-1.28354	1.833	16.3291	0.326353	0.207662	0.245661	0.220324	0.00325803	0.00325803	-74619	0.0	-4047.31	
3230000000	4346	-95529.4	-20876.9	-74652.5	1.61789	2023.98	103.707	0	6.24524	-0.975399	-0.944837	-0.578041	-0.0545319	-0.575288	0.171021	0.838927	0.857892	0.925128	0.800523	0.0450624	-0.898121	-0.0298489	0.519238	0.465968	0.199858	0.124257	0.168967	-0.93072	-1.21543	-1.49786	-1.70844	-1.26057	1.833	16.1862	0.32516	0.202681	0.25013	0.222028	0.00310431	0.00310431	-74652.5	0.0	-4110.87	
3232000000	4346	-95464.7	-20843.4	-74621.3	1.60102	2023.99	102.88	0	6.24524	-1.13993	-1.02638	-0.535259	-0.243329	-0.474289	-0.128007	0.55887	0.95726	1.07207	0.653402	-0.0410225	-0.87641	0.303733	0.478814	0.341688	0.254937	0.200542	-0.175984	-1.31419	-1.68537	-1.43019	-1.49811	-1.23303	1.833	17.0363	0.326628	0.212356	0.238028	0.222988	0.00327215	0.00327215	-74621.3	0.0	-4077.31	
3234000000	4346	-95683.2	-20980.8	-74702.4	1.62522	2023.97	104.949	0	6.24524	-0.879901	-1.21247	-0.348452	-0.185764	-0.580567	-0.0649105	0.630404	1.0494	1.06337	0.780469	-0.0011865	-0.879921	0.231905	0.502723	0.40736	0.336803	0.300723	-0.0054559	-1.73338	-1.92483	-1.46263	-1.13955	-1.79082	1.833	16.9482	0.327751	0.208163	0.243731	0.220355	0.00314517	0.00314517	-74702.4	0.0	-4214.64	
3236000000	4346	-95538.5	-20890.1	-74648.4	1.61659	2023.98	103.637	0	6.24524	-1.21063	-1.14853	-0.472058	-0.0935605	-0.576709	-0.0763398	0.616672	0.684233	1.09959	0.752947	0.118577	-1.22812	0.314132	0.701927	0.456625	0.275485	0.310411	-0.163813	-1.34502	-1.22939	-0.681764	-0.41314	-0.0544891	1.833	16.6115	0.323371	0.206037	0.242991	0.227601	0.00314392	0.00314392	-74648.4	0.0	-4123.98	
3238000000	4350	-95719.8	-20981.2	-74738.6	1.56041	2024.03	104.668	0	6.24524	-0.810468	-0.770436	-0.436695	-0.192183	-0.59827	-0.018446	0.589656	0.866827	1.00627	0.810756	0.0103471	-0.984352	0.116004	0.823133	0.449462	0.521831	0.192254	-0.321876	-1.46644	-1.80442	-1.20344	-1.90804	-1.59155	1.833	17.7492	0.329996	0.203746	0.243389	0.222869	0.0031277	0.0031277	-74738.6	0.0	-4214.94	
3240000000	4349	-95521.3	-20870.4	-74650.9	1.60877	2023.98	102.889	0	6.24524	-1.01518	-1.19696	-0.501697	-0.324924	-0.563915	-0.488744	0.762899	0.773852	0.976571	0.692707	0.0276546	-1.01779	0.0708667	0.667567	0.457159	0.381359	0.161808	-0.328917	-0.894723	-1.07681	-1.78572	-1.17572	-1.43447	1.833	17.5956	0.326621	0.205202	0.247735	0.220441	0.00323206	0.00323206	-74650.9	0.0	-4104.18	
3242000000	4347	-95386.1	-20790.1	-74596.1	1.59872	2023.99	102.162	0	6.24524	-1.03787	-0.905467	-0.632657	-0.281333	-0.695391	-0.0901778	0.832419	0.744824	0.95173	0.508076	-0.0924092	-1.10888	0.375085	0.700357	0.476735	0.260894	0.312189	-0.154946	-1.34018	-0.986962	-0.719788	-0.413332	-0.206517	1.833	16.5825	0.324974	0.205884	0.243149	0.225993	0.00324739	0.00324739	-74596.1	0.0	-4023.99	
3244000000	4348	-95465.5	-20835.5	-74630	1.64572	2023.95	102.633	0	6.24524	-1.12307	-0.960242	-0.690663	-0.062517	-0.464913	-0.026947	0.697369	1.03814	0.93202	0.625875	0.136781	-0.896315	0.16205	0.385787	0.462114	0.287463	0.235629	-0.145229	-0.96525	-1.08525	-0.498126	-0.962494	-0.98863	1.833	16.1034	0.331173	0.203386	0.241171	0.22427	0.0032229	0.0032229	-74630	0.0	-4069.51	
3246000000	4347	-95539.6	-20873.1	-74666.5	1.63355	2023.96	103.771	0	6.24524	-1.08491	-0.953211	-0.393164	-0.109661	-0.278027	-0.177048	0.422687	0.836538	1.09786	0.682903	0.218034	-1.13018	0.135527	0.637077	0.538914	0.18763	0.154014	-0.0385589	-0.832756	-1.12041	-1.01251	-0.655906	-0.520321	1.833	16.5572	0.327026	0.200357	0.251468	0.22115	0.00323954	0.00323954	-74666.5	0.0	-4107.05	
3248000000	4342	-95572.2	-20931.3	-74640.9	1.68481	2023.91	104.565	0	6.24524	-0.942999	-1.0566	-0.475523	-0.0757069	-0.499222	0.0190538	0.872615	0.817408	0.963048	0.638436	0.00879306	-1.09901	0.202284	0.6524	0.568454	0.357467	0.152044	0.10895	-1.27759	-1.08185	-1.38292	-1.16351	-0.686931	1.833	16.7747	0.322514	0.207224	0.251875	0.218387	0.00318591	0.00318591	-74640.9	0.0	-4165.17	
3250000000	4347	-95553	-20886.6	-74666.4	1.60286	2023.99	103.69	0	6.24524	-0.928162	-1.15249	-0.60695	-0.250018	-0.641949	-0.324518	0.606517	0.938941	0.995592	0.580099	0.284871	-0.966523	0.228157	0.637158	0.335036	0.371155	0.199366	-0.337472	-1.66495	-1.61387	-1.56791	-1.84023	-1.59054	1.833	16.394	0.316091	0.208618	0.255039	0.220252	0.00319567	0.00319567	-74666.4	0.0	-4120.52	
3252000000	4345	-95549.4	-20903.4	-74646	1.61866	2023.98	103.848	0	6.24524	-0.964126	-0.844201	-0.628794	-0.0725588	-0.284303	-0.250745	0.381195	0.963071	1.02285	0.612436	0.236403	-1.02265	-0.100295	0.665563	0.440474	0.255499	0.175786	-0.170085	-1.69809	-1.50394	-1.33651	-1.6601	-1.18824	1.833	16.8242	0.318583	0.207885	0.247256	0.226276	0.00321106	0.00321106	-74646	0.0	-4137.32	
3254000000	4345	-95452.5	-20837.9	-74614.6	1.66633	2023.93	103.108	0	6.24524	-1.15534	-1.07796	-0.467139	-0.123559	-0.255144	0.193486	0.517392	0.836414	1.03225	0.776051	0.258985	-1.0667	0.181941	0.456072	0.480035	0.405644	0.104221	-0.143712	-1.24974	-1.6695	-1.65448	-1.64901	-2.06748	1.833	16.1199	0.324034	0.203727	0.251262	0.220977	0.00323822	0.00323822	-74614.6	0.0	-4071.92	
3256000000	4346	-95445.5	-20818	-74627.5	1.64636	2023.95	103.152	0	6.24524	-1.08583	-1.02575	-0.604998	-0.0494159	-0.366255	-0.270685	0.504097	0.978372	0.997929	0.707331	0.0251969	-1.14451	0.101092	0.498734	0.422808	0.260826	0.0056559	-0.102275	-1.29922	-1.58985	-2.13898	-2.3402	-2.39126	1.833	16.8891	0.329918	0.204628	0.243268	0.222186	0.00322737	0.00322737	-74627.5	0.0	-4051.92	
3258000000	4345	-95372.1	-20773.1	-74599	1.71794	2023.87	102.755	0	6.24524	-1.11406	-1.23711	-0.480983	0.0654894	-0.723505	0.352974	0.789388	0.900732	0.976054	0.695445	-0.0583013	-0.998757	0.253834	0.473771	0.348658	0.404314	0.0592272	-0.00800389	-1.10841	-1.38676	-1.83218	-1.67966	-1.11498	1.833	16.2358	0.325124	0.207003	0.247001	0.220872	0.00322892	0.00322892	-74599	0.0	-4007.09	
3260000000	4345	-95282.1	-20743.4	-74538.7	1.62372	2023.97	101.257	0	6.24524	-1.10828	-1.02697	-0.199594	-0.120921	-0.533669	0.0745682	0.477712	0.796242	0.869593	0.699462	0.0164836	-1.02181	0.215727	0.562555	0.24796	0.168521	-0.0447285	-0.322116	-1.03118	-1.96776	-2.09143	-2.05451	-2.29709	1.833	15.1442	0.324363	0.205282	0.252413	0.217942	0.00325267	0.00325267	-74538.7	0.0	-3977.54	
3262000000	4345	-95059.4	-20597.7	-74461.8	1.64382	2023.95	99.4954	0	6.24524	-1.02868	-1.04087	-0.299687	-0.0811625	-0.58998	-0.25661	0.791494	0.712157	0.82323	0.602565	0.0801985	-1.13118	0.0755135	0.439625	0.12638	0.312901	0.087323	-0.219543	-1.64031	-2.09906	-2.12857	-1.79569	-1.2108	1.833	16.4856	0.331957	0.205432	0.239332	0.223279	0.00327673	0.00327673	-74461.8	0.0	-3831.59	
3264000000	4344	-95345.1	-20771.2	-74573.8	1.61123	2023.98	102.403	0	6.24524	-1.01343	-1.12316	-0.247373	-0.080456	-0.490251	-0.262968	0.721509	0.916017	0.961258	0.652966	0.147059	-1.18612	-0.197208	0.509388	0.370623	0.231244	0.170306	-0.162047	-1.44127	-1.5699	-1.70005	-1.56556	-1.86976	1.833	15.4848	0.328767	0.203833	0.243574	0.223826	0.00320963	0.00320963	-74573.8	0.0	-4005.29	
3266000000	4345	-95270.4	-20740.4	-74530.1	1.59927	2023.99	101.117	0	6.24524	-0.931107	-1.06256	-0.309326	-0.110829	-0.63417	-0.0407039	0.541318	0.756605	0.950817	0.521468	0.0671451	-1.11632	-0.106575	0.467778	0.305672	0.438291	0.11789	-0.328499	-1.4697	-2.42368	-1.87215	-1.80097	-1.82406	1.833	16.3938	0.320762	0.204373	0.248903	0.225962	0.00322793	0.00322793	-74530.1	0.0	-3974.29	
3268000000	4348	-95488.2	-20849.8	-74638.4	1.61646	2023.98	102.813	0	6.24524	-0.894659	-1.2577	-0.449491	-0.0914023	-0.578318	-0.0171606	1.05194	1.02535	0.98568	0.66795	0.0654531	-0.976821	0.156754	0.617813	0.353789	0.373581	0.212152	-0.364581	-2.10019	-2.61658	-2.53299	-2.69219	-2.64445	1.833	17.7432	0.323431	0.211232	0.242903	0.222434	0.00320957	0.00320957	-74638.4	0.0	-4083.55	
3270000000	4345	-95455.4	-20850.7	-74604.7	1.62934	2023.96	102.911	0	6.24524	-0.998607	-1.09471	-0.713839	0.0565057	-0.640952	0.0667092	0.733342	0.757494	1.04786	0.641601	-0.131336	-1.00885	0.107683	0.45841	0.398134	0.345742	0.227389	-0.174707	-1.33768	-1.44881	-1.50006	-1.87774	-1.88899	1.833	16.928	0.325782	0.202391	0.247918	0.223909	0.00324889	0.00324889	-74604.7	0.0	-4084.57	
3272000000	4346	-95287.7	-20733.7	-74554	1.64219	2023.95	101.401	0	6.24524	-0.981929	-1.11006	-0.653869	0.120337	-0.655961	0.0905861	0.518879	0.688568	0.920557	0.738633	0.0561858	-1.03166	0.342076	0.42932	0.412923	0.303739	0.160556	-0.11573	-1.32246	-1.50331	-1.44611	-1.63136	-1.70462	1.833	17.0734	0.322666	0.20398	0.251272	0.222082	0.00318955	0.00318955	-74554	0.0	-3967.57	
3274000000	4343	-95174.3	-20683.3	-74491.1	1.67369	2023.92	100.752	0	6.24524	-1.23383	-1.18318	-0.559051	-0.0799759	-0.578939	-0.204256	0.520614	0.776104	0.921237	0.583581	0.0890451	-0.959324	0.268526	0.458557	0.544087	0.191872	0.20453	0.054441	-1.46638	-1.87266	-0.91525	-1.01457	-1.56227	1.833	16.247	0.324807	0.207132	0.241787	0.226274	0.0033133	0.0033133	-74491.1	0.0	-3917.22	
3276000000	4346	-95286.1	-20713.8	-74572.2	1.65855	2023.93	101.834	0	6.24524	-1.11656	-1.06627	-0.586745	-0.217395	-0.690177	-0.206287	0.7658	0.643877	0.96822	0.684226	0.0606172	-0.99233	0.214991	0.530836	0.514955	0.254672	0.0427781	-0.232733	-1.49209	-1.90946	-2.18639	-2.53335	-2.05151	1.833	15.6108	0.325475	0.205133	0.246686	0.222705	0.00328076	0.00328076	-74572.2	0.0	-3947.87	
3278000000	4346	-95190.8	-20675.3	-74515.5	1.58948	2024	100.429	0	6.24524	-1.17896	-0.840612	-0.525508	-0.29977	-0.585176	0.0552192	0.534179	0.765916	0.934646	0.659916	0.116357	-1.06297	0.0883863	0.512616	0.46657	0.144701	0.0563603	-0.405666	-1.68561	-1.74751	-2.48631	-2.34264	-1.95313	1.833	15.4925	0.332434	0.197616	0.247906	0.222044	0.00328223	0.00328223	-74515.5	0.0	-3909.35	
3280000000	4344	-95319	-20777.1	-74541.9	1.59002	2024	101.657	0	6.24524	-1.05295	-0.945719	-0.558202	-0.173861	-0.485734	-0.176392	0.493891	0.828746	0.947003	0.574858	0.045032	-0.95581	0.262772	0.61262	0.464216	0.0618216	0.0301185	-0.861567	-1.45631	-1.72393	-2.628	-2.15973	-1.90507	1.833	17.1785	0.324605	0.209881	0.248544	0.216969	0.00321372	0.00321372	-74541.9	0.0	-4010.92	
3282000000	4347	-95377.2	-20795.6	-74581.6	1.62487	2023.97	101.768	0	6.24524	-0.997007	-0.716879	-0.470864	-0.237544	-0.578536	-0.173057	0.636866	0.749998	0.944986	0.70255	0.0139651	-0.876761	0.339915	0.493785	0.26003	0.437132	0.12673	-0.425105	-0.776398	-1.25796	-1.20824	-1.29157	-0.493754	1.833	17.9408	0.331267	0.202391	0.244105	0.222238	0.00325088	0.00325088	-74581.6	0.0	-4029.37	
3284000000	4347	-95466.3	-20848.5	-74617.9	1.60496	2023.99	102.671	0	6.24524	-0.797225	-1.13329	-0.503806	-0.194291	-0.51833	-0.107371	0.656346	0.985027	0.868542	0.645315	0.120207	-1.0179	0.182353	0.519047	0.447706	0.192202	0.280331	-0.93435	-0.709147	-0.981864	-0.907618	-1.83965	-1.87904	1.833	16.6562	0.326202	0.204581	0.246628	0.222589	0.00323456	0.00323456	-74617.9	0.0	-4082.37	
3286000000	4343	-95394.5	-20832.9	-74561.6	1.59601	2024	102.41	0	6.24524	-1.07002	-0.952011	-0.507305	-0.129264	-0.578846	0.106892	0.776263	1.02885	1.04936	0.563468	0.277906	-0.815539	0.210518	0.575238	0.478724	0.257926	0.120649	-0.478614	-1.82838	-1.41964	-1.09837	-1.41105	-1.33153	1.833	16.1434	0.32724	0.200415	0.247324	0.225021	0.00323585	0.00323585	-74561.6	0.0	-4066.91	
3288000000	4344	-95337.8	-20783	-74554.8	1.58887	2024.01	101.949	0	6.24524	-1.0217	-1.2551	-0.548124	-0.21492	-0.516464	0.0545706	0.448225	0.729882	0.968228	0.706223	-0.0685401	-1.01082	0.343253	0.65521	0.285473	0.0909097	0.188383	-0.32138	-1.73575	-1.2078	-0.669761	-1.22508	-1.19525	1.833	18.9401	0.327796	0.204768	0.245409	0.222027	0.00326112	0.00326112	-74554.8	0.0	-4016.65	
3290000000	4344	-95207	-20699.9	-74507.1	1.5966	2024	100.879	0	6.24524	-0.967926	-1.12868	-0.674096	-0.149257	-0.615963	-0.0713306	0.780356	0.940021	0.92058	0.686929	0.0977215	-0.937133	0.217575	0.562509	0.493837	0.280976	0.227678	-0.690257	-2.00808	-2.21307	-2.41046	-2.03486	-2.11641	1.833	17.0506	0.324745	0.204537	0.24794	0.222778	0.00320623	0.00320623	-74507.1	0.0	-3933.74	
3292000000	4345	-95092.8	-20618.1	-74474.7	1.65442	2023.94	99.7967	0	6.24524	-1.03731	-0.947219	-0.626729	-0.151656	-0.618687	-0.0343142	0.503907	0.645399	0.779588	0.586216	0.103767	-1.11006	-0.0173301	0.647523	0.444381	0.212782	0.201438	-0.417706	-1.8028	-1.68288	-1.52951	-1.55979	-1.02912	1.833	17.8122	0.3249	0.205877	0.247863	0.22136	0.00343282	0.00343282	-74474.7	0.0	-3851.83	
3294000000	4346	-95472.2	-20837.6	-74634.6	1.70887	2023.88	103.295	0	6.24524	-1.17528	-0.930957	-0.515053	-0.226867	-0.4508	0.0603501	0.486409	0.626615	0.981855	0.648199	-0.0340139	-1.03179	0.168428	0.684945	0.345326	0.382724	0.121625	-0.350453	-1.468	-1.17496	-1.10813	-0.334159	-0.611021	1.833	15.8138	0.329354	0.205015	0.242187	0.223444	0.00314925	0.00314925	-74634.6	0.0	-4071.61	
3296000000	4347	-95383.8	-20789.4	-74594.3	1.59877	2023.99	102.072	0	6.24524	-1.15115	-0.962462	-0.535138	-0.107705	-0.509841	0.167622	0.606834	0.775355	0.940048	0.579998	-0.00149942	-0.94413	0.142026	0.621749	0.380071	0.437911	0.157391	-0.405294	-1.5301	-1.15501	-0.962116	-0.694028	-0.452767	1.833	16.1371	0.324869	0.205041	0.250771	0.21932	0.00321126	0.00321126	-74594.3	0.0	-4023.4	
3298000000	4350	-95515.1	-20841	-74674.1	1.6546	2023.94	103.104	0	6.24524	-1.30758	-0.997789	-0.0362025	-0.203336	-0.763702	-0.236407	0.667593	0.884537	1.03862	0.58152	-0.0710514	-1.03135	-0.0350709	0.904254	0.519558	0.487997	-0.000642419	-0.544992	-0.734587	-0.15309	-0.401457	-0.749748	-0.897889	1.833	17.0083	0.32145	0.203902	0.249046	0.225603	0.00328075	0.00328075	-74674.1	0.0	-4074.86	
3300000000	4348	-95455.5	-20820.7	-74634.8	1.5909	2024	102.722	0	6.24524	-1.13951	-0.908824	-0.488157	-0.160213	-0.47553	-0.0386158	0.669506	0.7129	0.99562	0.681522	-0.0127573	-1.01755	0.0942144	0.641252	0.586524	0.223124	0.0893031	-0.878959	-1.50795	-1.6682	-1.37844	-1.37111	-1.38086	1.833	15.6896	0.322636	0.209668	0.248246	0.21945	0.00324154	0.00324154	-74634.8	0.0	-4054.72	
3302000000	4349	-95619.2	-20911.2	-74708.1	1.61283	2023.98	104.206	0	6.24524	-1.23402	-1.09298	-0.283363	-0.186091	-0.502749	0.0537246	0.490144	0.869613	0.987612	0.670347	-0.0235822	-0.984403	0.219575	0.520194	0.615492	0.401077	0.426085	-0.384785	-1.63447	-2.19325	-2.41817	-1.25632	-1.76917	1.833	16.0476	0.321755	0.207029	0.24887	0.222346	0.00321363	0.00321363	-74708.1	0.0	-4145.15	
3304000000	4345	-95446.2	-20839.7	-74606.6	1.62026	2023.97	102.955	0	6.24524	-1.10101	-0.949649	-0.324251	-0.172923	-0.611512	0.144253	0.61171	0.864749	0.942679	0.664609	-0.00706892	-0.882854	0.162586	0.5469	0.482182	0.30076	0.0977485	-0.0714036	-1.09027	-1.59937	-2.3827	-2.29803	-2.61589	1.833	16.8747	0.324839	0.209568	0.244247	0.221345	0.00323356	0.00323356	-74606.6	0.0	-4073.54	
3306000000	4343	-95454.9	-20856.4	-74598.5	1.62968	2023.96	103.239	0	6.24524	-1.21153	-1.0148	-0.565714	-0.10046	-0.448388	0.0918409	0.40974	0.785173	0.969053	0.549808	-0.170672	-0.756824	0.155866	0.710444	0.335648	0.412717	0.147633	0.00237881	-1.05761	-1.28789	-2.42467	-2.32962	-2.49718	1.833	17.7459	0.326789	0.205345	0.252378	0.215487	0.00325011	0.00325011	-74598.5	0.0	-4090.12	
3308000000	4347	-95551.2	-20890.1	-74661.1	1.64711	2023.95	103.672	0	6.24524	-0.92568	-1.18298	-0.470733	-0.127498	-0.361529	0.168741	0.664197	0.96991	1.04346	0.455954	-0.1418	-0.959195	0.369117	0.53962	0.426315	0.245252	0.17493	-0.0652598	-0.715906	-0.895452	-0.992364	-1.53363	-1.42214	1.833	17.1908	0.321478	0.204004	0.249073	0.225445	0.0031816	0.0031816	-74661.1	0.0	-4123.92	
3310000000	4343	-95838.6	-21092.2	-74746.4	1.64501	2023.95	106.756	0	6.24524	-0.783775	-1.11359	-0.469592	0.0400289	-0.45353	0.151346	0.521435	0.874529	1.08825	0.663051	0.00255399	-0.916215	0.295983	0.572769	0.318777	0.276911	0.399503	0.0805348	-1.25089	-1.4123	-1.6549	-1.33098	-1.71652	1.833	16.5927	0.331785	0.196502	0.245227	0.226485	0.00301566	0.00301566	-74746.4	0.0	-4326.07	
3312000000	4346	-95730.1	-21007.5	-74722.6	1.6905	2023.9	105.383	0	6.24524	-0.904098	-1.02131	-0.533623	-0.208233	-0.567803	0.301364	0.585004	0.977998	0.96924	0.702959	0.0377689	-0.883292	0.0952911	0.530796	0.473928	0.545343	0.424981	-0.304365	-1.70497	-1.64394	-1.2883	-1.25144	-1.11232	1.833	16.1802	0.325399	0.202794	0.253563	0.218245	0.00318167	0.00318167	-74722.6	0.0	-4241.48	
3314000000	4345	-95759	-21036.7	-74722.3	1.59169	2024	105.74	0	6.24524	-0.841286	-0.729364	-0.4181	-0.206337	-0.43711	-0.109667	0.511229	0.855808	1.02254	0.726168	0.218585	-0.762913	0.0519849	0.700583	0.429906	0.252061	0.468174	-0.188701	-1.75183	-2.41897	-1.81352	-1.21683	-1.00665	1.833	16.2017	0.325491	0.203269	0.247697	0.223543	0.00311509	0.00311509	-74722.3	0.0	-4270.64	
3316000000	4347	-96068.5	-21203.6	-74865	1.6002	2023.99	108.629	0	6.24524	-0.936962	-1.00507	-0.292144	-0.0747721	-0.513863	0.0352216	1.1677	0.706322	1.08168	0.799959	0.223233	-0.807078	0.245923	0.763482	0.543339	0.418222	0.401236	-0.190157	-1.98907	-1.58046	-1.1766	-0.757024	-0.676556	1.833	17.2907	0.320055	0.207018	0.250287	0.22264	0.0029727	0.0029727	-74865	0.0	-4437.4	
3318000000	4344	-95779.7	-21056.9	-74722.7	1.5922	2024	106.031	0	6.24524	-0.794919	-0.742341	-0.505486	-0.24775	-0.297446	0.0145447	0.498605	0.601583	1.00166	0.723447	0.0817417	-0.830874	0.269834	0.588769	0.728462	0.353643	0.317609	0.0462912	-1.65718	-1.93896	-2.14326	-1.39788	-1.0736	1.833	16.8303	0.328922	0.204874	0.246075	0.220129	0.00313824	0.00313824	-74722.7	0.0	-4290.8	
3320000000	4343	-95750.5	-21033.3	-74717.3	1.61719	2023.98	106.161	0	6.24524	-0.785378	-0.839501	-0.489372	-0.119666	-0.451324	0.112517	0.775021	1.00467	1.0173	0.75263	0.0476665	-1.11666	0.164038	0.540193	0.804831	0.413265	0.445184	-0.0872141	-1.12819	-0.868293	-1.59819	-1.63384	-1.56768	1.833	16.4451	0.324838	0.202393	0.252402	0.220366	0.00311769	0.00311769	-74717.3	0.0	-4267.2	
3322000000	4344	-95644.7	-20952.5	-74692.2	1.66286	2023.93	105.224	0	6.24524	-0.729751	-0.567462	-0.30893	-0.166709	-0.687994	0.171914	0.59101	0.735353	0.972934	0.665908	0.0344457	-1.2083	0.0931701	0.492676	0.745064	0.485875	0.456002	-0.215705	-1.68641	-1.3987	-0.999139	-1.11816	-0.76204	1.833	15.1818	0.327865	0.201544	0.244964	0.225627	0.0031878	0.0031878	-74692.2	0.0	-4186.6	
3324000000	4343	-95580.3	-20931.7	-74648.6	1.63812	2023.96	104.476	0	6.24524	-0.814779	-0.601967	-0.370421	-0.142513	-0.521299	-0.0568097	0.550458	0.826025	0.937988	0.769256	0.0302021	-0.98605	0.209139	0.60482	0.482414	0.407237	0.308881	-0.101999	-1.55306	-1.27866	-1.12128	-1.12998	-0.950666	1.833	17.751	0.329183	0.201843	0.249053	0.219921	0.00320585	0.00320585	-74648.6	0.0	-4165.51	
3326000000	4349	-95721.1	-20979.2	-74741.9	1.6068	2023.99	105.046	0	6.24524	-0.728499	-0.562853	-0.580054	-0.175327	-0.587524	-0.178361	0.722693	0.898353	0.933868	0.650257	0.192996	-0.870746	0.403309	0.592271	0.408855	0.345896	0.305289	-0.0171736	-1.612	-1.68254	-1.13312	-1.05166	-1.08349	1.833	15.8299	0.324528	0.205381	0.244996	0.225096	0.0032152	0.0032152	-74741.9	0.0	-4213.23	
3328000000	4349	-95644.9	-20937.4	-74707.5	1.61102	2023.98	104.165	0	6.24524	-0.81303	-1.12065	-0.59993	-0.152648	-0.491948	-0.130231	0.921106	1.01643	0.905373	0.726481	0.206627	-0.984372	0.337875	0.67143	0.272409	0.53413	0.0738236	0.0435053	-1.35294	-1.5122	-1.63841	-1.84136	-1.75411	1.833	19.0377	0.325564	0.207255	0.244165	0.223015	0.00319896	0.00319896	-74707.5	0.0	-4171.02	
3330000000	4348	-95473.1	-20833.7	-74639.5	1.58848	2024.01	102.808	0	6.24524	-1.18636	-0.917497	-0.467068	-0.319101	-0.259722	-0.104219	0.664801	0.764949	1.01348	0.598944	0.175973	-0.877863	0.269184	0.710986	0.352639	0.238456	0.00207265	-0.252703	-1.12185	-0.398545	-0.245932	0.0186383	0.536302	1.833	15.7863	0.322267	0.202946	0.249993	0.224794	0.00332277	0.00332277	-74639.5	0.0	-4067.7	
3332000000	4347	-95456.7	-20834.6	-74622.1	1.6334	2023.96	102.706	0	6.24524	-0.87563	-0.77251	-0.3166	-0.242417	-0.533	0.0581824	0.785583	1.12697	0.940377	0.660144	0.174885	-1.07662	-0.0179096	0.638912	0.550005	0.287969	-0.0390649	-0.193003	-0.484934	-1.09263	-0.419586	-0.253189	-0.150416	1.833	17.0354	0.321046	0.20522	0.244972	0.228763	0.00325573	0.00325573	-74622.1	0.0	-4068.45	
