replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	6283	30	0.004775	263	17	0.064639	111	14	0.126126	72	8	0.111111	42	15	0.357143	21	3	0.142857	18	6	0.333333	9	6	0.666667	6	3	0.500000	7	4	0.571429	7	4	0.571429	4	3	0.750000	2	2	1.000000	3	1	0.333333	3	3	1.000000	3	3	1.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	71	71	1.000000
sim_001	1866	20	0.010718	178	13	0.073034	122	15	0.122951	60	11	0.183333	38	9	0.236842	29	9	0.310345	17	7	0.411765	9	3	0.333333	12	4	0.333333	7	4	0.571429	5	3	0.600000	5	3	0.600000	4	3	0.750000	5	2	0.400000	4	2	0.500000	3	2	0.666667	2	1	0.500000	5	3	0.600000	3	2	0.666667	83	82	0.987952
sim_002	15800	55	0.003481	249	26	0.104418	102	11	0.107843	40	6	0.150000	20	4	0.200000	20	7	0.350000	9	3	0.333333	9	2	0.222222	9	1	0.111111	4	2	0.500000	6	4	0.666667	5	2	0.400000	3	3	1.000000	2	1	0.500000	3	1	0.333333	7	3	0.428571	6	6	1.000000	3	3	1.000000	2	2	1.000000	57	56	0.982456
sim_004	4162	33	0.007929	257	14	0.054475	119	16	0.134454	43	3	0.069767	26	5	0.192308	22	6	0.272727	11	5	0.454545	6	4	0.666667	5	3	0.600000	8	3	0.375000	3	2	0.666667	5	3	0.600000	2	1	0.500000	5	2	0.400000	4	3	0.750000	5	4	0.800000	1	1	1.000000	3	3	1.000000	4	4	1.000000	83	83	1.000000
sim_005	1655	15	0.009063	146	12	0.082192	84	11	0.130952	74	13	0.175676	53	12	0.226415	28	6	0.214286	13	4	0.307692	11	5	0.454545	9	3	0.333333	9	4	0.444444	7	4	0.571429	7	2	0.285714	1	0	0.000000	4	3	0.750000	5	4	0.800000	2	1	0.500000	1	1	1.000000	2	2	1.000000	1	0	0.000000	96	96	1.000000
sim_006	5697	38	0.006670	214	20	0.093458	104	5	0.048077	51	9	0.176471	30	9	0.300000	28	6	0.214286	11	4	0.363636	13	4	0.307692	8	6	0.750000	7	2	0.285714	7	2	0.285714	6	4	0.666667	9	5	0.555556	4	0	0.000000	3	2	0.666667	2	1	0.500000	1	1	1.000000	1	0	0.000000	2	2	1.000000	78	78	1.000000
sim_007	588	7	0.011905	104	10	0.096154	85	11	0.129412	52	8	0.153846	41	11	0.268293	21	4	0.190476	15	4	0.266667	9	6	0.666667	10	4	0.400000	11	3	0.272727	5	2	0.400000	4	3	0.750000	9	5	0.555556	5	3	0.600000	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	113	113	1.000000
sim_008	1385	9	0.006498	113	8	0.070796	89	8	0.089888	44	8	0.181818	27	4	0.148148	34	15	0.441176	18	6	0.333333	12	5	0.416667	14	7	0.500000	3	1	0.333333	5	2	0.400000	9	3	0.333333	3	1	0.333333	2	2	1.000000	3	3	1.000000	1	1	1.000000	2	2	1.000000	2	2	1.000000	0	0	NaN	111	111	1.000000
sim_009	6692	36	0.005380	241	13	0.053942	96	14	0.145833	53	9	0.169811	29	6	0.206897	20	7	0.350000	15	5	0.333333	13	4	0.307692	8	1	0.125000	8	4	0.500000	9	6	0.666667	4	2	0.500000	4	3	0.750000	1	1	1.000000	2	1	0.500000	4	3	0.750000	3	3	1.000000	2	2	1.000000	1	1	1.000000	78	77	0.987179
sim_010	5895	41	0.006955	274	20	0.072993	110	6	0.054545	69	12	0.173913	43	11	0.255814	19	7	0.368421	12	3	0.250000	11	4	0.363636	8	5	0.625000	7	5	0.714286	8	2	0.250000	6	3	0.500000	6	3	0.500000	6	5	0.833333	1	1	1.000000	5	5	1.000000	2	0	0.000000	0	0	NaN	3	3	1.000000	62	62	1.000000
sim_011	13400	49	0.003657	238	17	0.071429	117	13	0.111111	53	10	0.188679	33	4	0.121212	17	5	0.294118	15	6	0.400000	12	4	0.333333	7	3	0.428571	7	3	0.428571	3	2	0.666667	5	5	1.000000	3	2	0.666667	3	3	1.000000	3	2	0.666667	1	0	0.000000	3	2	0.666667	2	2	1.000000	2	2	1.000000	64	64	1.000000
sim_012	10903	42	0.003852	221	16	0.072398	111	14	0.126126	61	6	0.098361	37	9	0.243243	22	7	0.318182	11	3	0.272727	11	6	0.545455	10	3	0.300000	6	6	1.000000	5	4	0.800000	2	1	0.500000	5	4	0.800000	4	3	0.750000	7	5	0.714286	3	3	1.000000	2	1	0.500000	2	1	0.500000	1	1	1.000000	64	63	0.984375
sim_013	9264	50	0.005397	266	19	0.071429	111	13	0.117117	56	4	0.071429	31	10	0.322581	20	6	0.300000	20	2	0.100000	14	5	0.357143	11	8	0.727273	9	3	0.333333	8	3	0.375000	4	1	0.250000	7	5	0.714286	4	1	0.250000	3	2	0.666667	0	0	NaN	3	3	1.000000	2	2	1.000000	4	4	1.000000	57	57	1.000000
sim_014	9856	46	0.004667	273	24	0.087912	122	14	0.114754	66	11	0.166667	30	12	0.400000	25	5	0.200000	12	4	0.333333	11	3	0.272727	12	6	0.500000	13	7	0.538462	11	4	0.363636	3	2	0.666667	4	2	0.500000	5	2	0.400000	4	2	0.500000	0	0	NaN	4	4	1.000000	2	1	0.500000	4	3	0.750000	46	46	1.000000
sim_015	19061	61	0.003200	193	13	0.067358	80	11	0.137500	45	5	0.111111	25	6	0.240000	20	7	0.350000	17	4	0.235294	9	2	0.222222	6	4	0.666667	5	2	0.400000	2	0	0.000000	5	2	0.400000	1	1	1.000000	4	4	1.000000	2	1	0.500000	1	1	1.000000	4	3	0.750000	1	1	1.000000	5	4	0.800000	66	66	1.000000
sim_016	1541	9	0.005840	156	11	0.070513	84	15	0.178571	58	6	0.103448	38	9	0.236842	21	4	0.190476	25	15	0.600000	11	5	0.454545	13	4	0.307692	9	6	0.666667	6	1	0.166667	3	1	0.333333	5	3	0.600000	3	2	0.666667	1	0	0.000000	3	3	1.000000	1	1	1.000000	2	2	1.000000	2	2	1.000000	99	99	1.000000
