item                                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                                -49756.2 2.222323 58.71217 -49755.7 -49875.1 -49645.6 200593.5 697.9785 NaN     
prior                                -1143.72 2.35288  60.13698 -1142.45 -1266.99 -1031.10 214326.2 653.2562 NaN     
likelihood                           -48612.5 0.458926 16.52468 -48612.3 -48644.0 -48579.4 107988.5 1296.526 NaN     
rootHeight                           0.425853 0.000632 0.028934 0.424627 0.371806 0.482336 66816.93 2095.426 0.424889
age(root)                            2019.926 0.000632 0.028934 2019.927 2019.870 2019.980 66798.16 2096.015 2019.926
treeLength                           22.74442 0.039676 1.017742 22.69720 20.80709 24.77001 212779.9 658.0038 22.72175
exponential.popSize                  6.729243 0.042584 1.230802 6.607758 4.536335 9.28298  167600.2 835.3804 6.619997
exponential.growthRate               11.91432 0.043399 1.414705 11.88859 9.316706 14.84864 131762.5 1062.593 11.82934
kappa                                5.414976 0.004092 0.464449 5.394431 4.535628 6.311879 10865.84 12885.32 5.395205
frequencies1                         0.296178 3.14E-5  0.002616 0.296209 0.291172 0.301373 20211.21 6927.341 0.296166
frequencies2                         0.181409 2.68E-5  0.002166 0.181376 0.177353 0.185782 21462.98 6523.323 0.181397
frequencies3                         0.192873 2.58E-5  0.002258 0.192858 0.18852  0.197305 18244.86 7673.938 0.19286 
frequencies4                         0.32954  3.14E-5  0.002654 0.329543 0.324296 0.334525 19551.09 7161.237 0.329529
clock.rate                           0.000996 1.83E-6  5.92E-5  0.000995 0.00088  0.001112 134029.7 1044.618 0.000995
meanRate                             0.000996 1.83E-6  5.92E-5  0.000995 0.00088  0.001112 134029.7 1044.618 0.000995
age(NC_045512.2|NC_045512.2|2019-12) 0.389724 0.00049  0.023636 0.387289 0.352468 0.430601 60148.03 2327.756 0.389013
treeLikelihood                       -48612.5 0.458926 16.52468 -48612.3 -48644.0 -48579.4 107988.5 1296.526 NaN     
branchRates                          0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                           -1136.13 2.350233 60.07335 -1134.85 -1259.31 -1023.73 214297.5 653.3440 NaN     
