replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	2486	23	0.009252	173	18	0.104046	76	7	0.092105	60	11	0.183333	39	8	0.205128	29	4	0.137931	18	4	0.222222	9	3	0.333333	15	6	0.400000	5	1	0.200000	5	3	0.600000	5	3	0.600000	5	3	0.600000	6	3	0.500000	4	4	1.000000	4	4	1.000000	1	1	1.000000	2	1	0.500000	2	2	1.000000	89	89	1.000000
sim_001	561	8	0.014260	88	2	0.022727	80	17	0.212500	47	6	0.127660	35	7	0.200000	17	6	0.352941	21	8	0.380952	15	7	0.466667	7	1	0.142857	6	1	0.166667	6	1	0.166667	5	2	0.400000	3	3	1.000000	2	2	1.000000	5	3	0.600000	2	1	0.500000	2	1	0.500000	2	2	1.000000	4	4	1.000000	116	116	1.000000
sim_002	236	3	0.012712	80	9	0.112500	56	6	0.107143	47	6	0.127660	28	7	0.250000	21	4	0.190476	12	3	0.250000	16	7	0.437500	11	5	0.454545	9	8	0.888889	5	2	0.400000	6	4	0.666667	2	1	0.500000	2	0	0.000000	1	1	1.000000	3	2	0.666667	0	0	NaN	2	2	1.000000	1	1	1.000000	127	127	1.000000
sim_003	104	2	0.019231	58	2	0.034483	43	4	0.093023	20	3	0.150000	27	8	0.296296	29	8	0.275862	18	6	0.333333	14	4	0.285714	11	8	0.727273	4	2	0.500000	3	0	0.000000	4	3	0.750000	2	1	0.500000	1	0	0.000000	2	2	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	142	142	1.000000
sim_004	994	8	0.008048	130	13	0.100000	72	10	0.138889	57	12	0.210526	34	10	0.294118	28	6	0.214286	14	4	0.285714	10	4	0.400000	8	2	0.250000	4	1	0.250000	9	3	0.333333	2	1	0.500000	0	0	NaN	0	0	NaN	1	0	0.000000	2	2	1.000000	3	3	1.000000	3	2	0.666667	4	4	1.000000	113	113	1.000000
sim_005	559	4	0.007156	63	3	0.047619	44	6	0.136364	30	7	0.233333	25	6	0.240000	20	8	0.400000	9	3	0.333333	15	5	0.333333	10	2	0.200000	7	3	0.428571	5	4	0.800000	3	1	0.333333	3	2	0.666667	0	0	NaN	1	0	0.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	141	141	1.000000
sim_006	115	3	0.026087	57	2	0.035088	48	7	0.145833	39	8	0.205128	30	7	0.233333	30	8	0.266667	12	4	0.333333	16	6	0.375000	9	5	0.555556	6	3	0.500000	9	5	0.555556	8	4	0.500000	1	0	0.000000	3	3	1.000000	3	0	0.000000	1	1	1.000000	3	2	0.666667	2	2	1.000000	2	2	1.000000	126	126	1.000000
sim_008	52	0	0.000000	12	0	0.000000	18	2	0.111111	14	3	0.214286	11	5	0.454545	14	1	0.071429	14	8	0.571429	12	1	0.083333	5	1	0.200000	4	2	0.500000	1	1	1.000000	0	0	NaN	3	3	1.000000	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	167	167	1.000000
sim_010	33261	98	0.002946	320	25	0.078125	78	8	0.102564	35	7	0.200000	28	5	0.178571	20	6	0.300000	7	1	0.142857	8	4	0.500000	10	5	0.500000	6	1	0.166667	1	1	1.000000	7	4	0.571429	2	0	0.000000	4	2	0.500000	1	1	1.000000	2	0	0.000000	0	0	NaN	2	2	1.000000	5	5	1.000000	23	23	1.000000
sim_011	2650	22	0.008302	234	20	0.085470	114	13	0.114035	51	9	0.176471	37	9	0.243243	25	3	0.120000	19	7	0.368421	6	3	0.500000	10	4	0.400000	14	6	0.428571	8	8	1.000000	7	2	0.285714	3	1	0.333333	4	3	0.750000	3	2	0.666667	3	2	0.666667	3	3	1.000000	2	2	1.000000	2	2	1.000000	77	77	1.000000
