sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
158	sims/sim_158/delphy-digested.log	782.4151212553495	0.037335476756530164	0.7306219525344791	782.0	782.0	784.0	915263.1788717805	382.9499624709601	782.4147805565078	-38739.45577746078	1.0405137866774827	25.57314332653114	-38738.0	-38788.5	-38690.7	580250.4349828694	604.0495256334409	NaN	5311.939343794584	0.3134047436431551	7.918725676224466	5311.84	5296.63	5326.11	549020.4950418625	638.4096826353898	5311.93344090195	-44051.3977175464	0.894067564630333	19.945089838777623	-44049.5	-44092.6	-44013.8	704298.4094725366	497.6583721983648	NaN	2.543497517831669	0.005426522870143597	0.143674815025439	2.54247	2.27945	2.80548	500000.0	701.0	2.539459921728178	2023.4511412268182	0.005426958838751708	0.1436863622963629	2023.45	2023.19	2023.71	500000.0	701.0	2023.451136125157	25.810890299572048	0.023911364139551035	0.5734433203674301	25.798	24.7956	27.026	609418.6379325129	575.1383009700704	25.80452271011018	0.9175673666191151	0.00237521254555524	0.06288708834276463	0.916571	0.804479	1.0405	500000.0	701.0	0.9154147739193168	0.06347857189728962	5.1769547574070754E-5	0.0013706714869992503	0.0634641	0.0610614	0.0664249	500000.0	701.0	0.06346376563718108	0.4093466233951498	1.0750543399062937E-4	0.002846357365936117	0.409154	0.403927	0.414383	500000.00000000006	700.9999999999999	0.40933673157413664	0.07227398416547795	6.044105486298221E-5	0.0014502955863836867	0.0722473	0.069535	0.0750974	608750.0956038267	575.7699301095547	0.07225945396178465	0.4549008273894434	1.0682171781129692E-4	0.0028282550197438827	0.454819	0.449687	0.460198	500000.0	701.0	0.4548920359416664	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-44051.3977175464	0.894067564630333	19.945089838777623	-44049.5	-44092.6	-44013.8	704298.4094725366	497.6583721983648	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-219.13284308131236	0.31336556386924974	7.920355405721185	-219.222	-234.372	-204.913	548657.3755153216	638.8322031956574	NaN	
159	sims/sim_159/delphy-digested.log	870.1654778887304	0.1383953746258065	1.2812733084296506	870.0	869.0	873.0	4089287.2229300947	85.71175877170508	870.1645356458283	-36726.022539229634	1.8292732344537301	31.07683143205905	-36724.8	-36784.6	-36665.4	1214427.849468229	288.6132759171129	NaN	5330.479258202572	0.2773294263905014	7.009491322279676	5330.79	5315.86	5344.19	548664.5796989693	638.8238150753336	5330.474648823111	-42056.50028530675	1.7727717303981638	26.919314563252318	-42055.0	-42107.7	-42006.9	1520077.2633669479	230.58038459416719	NaN	3.803447132667617	0.007817238816680776	0.19216917219844437	3.80822	3.4411	4.16986	579999.1316070089	604.3112496200924	3.7985754267129788	2022.1910413694711	0.0077990211260867736	0.1919713048744743	2022.19	2021.82	2022.55	578489.6306830882	605.8881290337476	2022.1910322573233	28.99042767475035	0.029321130694682295	0.7006101610390724	28.9769	27.7895	30.527	613898.5201695685	570.9412687673304	28.981965350856502	1.3836516690442229	0.00391189424250078	0.0970537104981813	1.3783	1.20889	1.57092	569426.8549640959	615.5312081691337	1.3802559303408837	0.1749597061340942	8.735225429570557E-5	0.0022022334692591676	0.175003	0.17135	0.179881	551454.3151736591	635.592088693011	0.17494584007735522	0.660996252496434	1.0090084932433921E-4	0.002644537980408227	0.660898	0.65601	0.665664	510244.16711444187	686.9260299087101	0.6609909624451636	0.056269451783166904	4.810777516621686E-5	0.0012737209192133039	0.0563244	0.0536384	0.0585721	500000.0	701.0	0.05625505328013405	0.10777459201141218	6.998194272259437E-5	0.0017477957690722396	0.107719	0.104589	0.111279	561925.3746975078	623.7483049927741	0.10776042745910566	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-42056.50028530675	1.7727717303981638	26.919314563252318	-42055.0	-42107.7	-42006.9	1520077.2633669479	230.58038459416719	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-200.41445791726113	0.2772882756533981	7.011476738475045	-200.082	-215.009	-186.711	548191.1769184564	639.3754857023847	NaN	
160	sims/sim_160/delphy-digested.log	680.1825962910128	0.019296152215194574	0.4933620355308571	680.0	680.0	681.0	536164.4321175466	653.7173654278465	680.1824176165261	-39496.96162624818	0.9243122666292486	24.47246552535355	-39497.0	-39541.5	-39447.1	500000.0	701.0	NaN	5336.188530670471	0.30377388980616654	8.042840410072879	5336.77	5321.28	5352.04	500000.0	701.0	5336.182467493275	-44833.14907275324	0.6893863442906202	17.881559535537118	-44832.6	-44865.7	-44799.1	520957.85329830047	672.7991483013573	NaN	1.694044436519259	0.00284202906746165	0.07366851925416304	1.68578	1.56009	1.83605	521652.35466353997	671.903417796453	1.6924636764722205	2024.3005848787507	0.0028449524688301643	0.07389546872692876	2024.31	2024.16	2024.43	519520.1765102138	674.6609965264922	2024.3005835299452	23.093026390870197	0.022250960258804943	0.5591303043938278	23.0665	22.1056	24.2217	555084.9798603831	631.4348482067719	23.086278550294633	0.6323732353780311	0.002577934217204405	0.06825442934045793	0.63131	0.495697	0.768585	500000.0	701.0	0.6286501983537688	0.2833094350927245	1.1194515439916174E-4	0.0026062460775434456	0.283364	0.278497	0.28857	646647.7700465653	542.0261481374324	0.2832974427892085	0.029915454636233952	4.323128459276299E-5	9.927282855480485E-4	0.0298875	0.0280599	0.0318818	664696.6818390444	527.3081836820019	0.029898950846392828	0.23755228815977178	9.180993258625535E-5	0.002430796920511225	0.237662	0.232811	0.242143	500000.0	701.0	0.23753984332993178	0.4492228002853066	1.1539019441279025E-4	0.0028426065217950916	0.449271	0.44343	0.454391	577553.6545053829	606.8700237039766	0.4492138019336272	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-44833.14907275324	0.6893863442906202	17.881559535537118	-44832.6	-44865.7	-44799.1	520957.85329830047	672.7991483013573	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-194.9503209700429	0.3037670571856878	8.042659507084919	-194.374	-210.324	-179.558	500000.0	701.0	NaN	
161	sims/sim_161/delphy-digested.log	798.6191155492154	0.03681246450588383	0.9712734494621871	798.0	798.0	801.0	503494.5510377347	696.1346439154046	798.6185257068807	-39440.504422253936	1.0401582027491607	27.539649405211275	-39438.5	-39497.1	-39391.3	499999.99999999994	701.0000000000001	NaN	5311.227432239661	0.3073650681126559	8.137921900211424	5311.35	5294.59	5327.37	500000.0	701.0	5311.221196207616	-44751.73152639091	0.8439687085749108	21.824312438272145	-44749.7	-44794.9	-44710.1	524154.80464497086	668.6955778978434	NaN	2.887534465049927	0.00662158089588776	0.1569621587091994	2.88219	2.60548	3.19452	623765.6783947502	561.9097236994594	2.883292182462125	2023.1070898716105	0.006627607602511949	0.15700142005354886	2023.11	2022.79	2023.38	624589.1501380777	561.1688898574608	2023.1070837795592	26.536566619115575	0.024327954435848988	0.5970335452933453	26.5094	25.2978	27.6253	581971.5347746955	602.2631332573552	26.52986614217066	6.568883837375186	0.018014589723648056	0.4769615660416054	6.55588	5.62218	7.41185	500000.0	701.0	6.5516439104712925	0.49748304279600586	1.0708535671867488E-4	0.002825962597545735	0.497403	0.492205	0.502562	503286.61299417337	696.422259107571	0.49747501880339706	0.3370366091298148	1.0786194272442359E-4	0.002690427180732022	0.336961	0.331912	0.342135	563354.8205756354	622.1656178283154	0.33702587126829625	0.11867644650499297	7.256231044345026E-5	0.0019211890892674142	0.118693	0.115213	0.122597	500000.0	701.0	0.1186609048759833	0.0468038978601997	4.577559527386502E-5	0.0012119731808074127	0.0468369	0.0443839	0.0490794	500000.0	701.0	0.04678817058568735	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-44751.73152639091	0.8439687085749108	21.824312438272145	-44749.7	-44794.9	-44710.1	524154.80464497086	668.6955778978434	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-218.00779172610535	0.30740302773260564	8.13892693436096	-217.931	-235.128	-202.43	500000.0	701.0	NaN	
162	sims/sim_162/delphy-digested.log	726.5634807417974	0.06677725902006627	0.8616286100176257	726.0	726.0	728.0	2105256.3095674408	166.4880415781848	726.5629706075337	-33524.26233951501	1.2247416792543542	26.028761791729817	-33523.8	-33571.2	-33472.2	776014.7925229305	451.6666478231381	NaN	5345.977703281026	0.2674085680003463	6.970344109347035	5346.01	5332.01	5358.01	515858.0611150838	679.4504659718912	5345.973158759072	-38870.2412268188	1.136575824528754	21.189134079026246	-38870.4	-38910.7	-38829.6	1008459.43297044	347.5598408233382	NaN	2.584765520684736	0.005488373139291615	0.1453123877753928	2.5863	2.28767	2.8411	500000.0	701.0	2.58068272187852	2023.409828815976	0.005484493504757507	0.1452096678421314	2023.41	2023.15	2023.7	500000.0	701.0	2023.4098236055065	24.304240798858768	0.02693285934125472	0.5846573485357726	24.2969	23.2212	25.4827	743789.6364755054	471.2353907764386	24.297195419307595	1.4761007132667607	0.005155510356709303	0.11447909799340268	1.47213	1.26496	1.69051	710851.6107502541	493.070557482555	1.4716665068482317	0.09979994393723252	6.282970806777305E-5	0.0016635047710571544	0.099812	0.0963559	0.102741	500000.0	701.0	0.0997860882714382	0.2393375292439371	9.092854785714681E-5	0.0024074610218235044	0.239391	0.234707	0.243765	499999.99999999994	701.0000000000001	0.2393254080537741	0.6376794807417976	1.036387678241435E-4	0.002743981948069369	0.637727	0.632479	0.643092	500000.0	701.0	0.6376735743732157	0.02318305335235377	3.220289173883744E-5	8.526167906374132E-4	0.0231919	0.0215635	0.0248253	500000.0	701.0	0.02316733070451173	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-38870.2412268188	1.136575824528754	21.189134079026246	-38870.4	-38910.7	-38829.6	1008459.43297044	347.5598408233382	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-184.87794579172615	0.26758948457341775	6.971462689717011	-184.842	-198.864	-172.864	516390.558866361	678.7498221684325	NaN	
163	sims/sim_163/delphy-digested.log	749.1711840228245	0.02319813673861009	0.48288528522497026	749.0	749.0	750.0	808921.3303930379	433.2930617983573	749.1710286138734	-46736.97746077025	1.0401366845928057	25.36328149440383	-46737.1	-46783.0	-46687.3	589464.9223283961	594.6070524697539	NaN	5310.177104136946	0.30182815513692085	7.684465407366757	5309.81	5293.42	5323.75	540729.6709709138	648.1982010912318	5310.171543682067	-52047.15748930097	0.7907811135660126	19.146814558463923	-52046.3	-52086.5	-52013.4	597871.0661592379	586.2468010897976	NaN	2.1293828530670487	0.004355935106292974	0.11008469725577201	2.12329	1.91802	2.34521	548778.2870159049	638.691450250184	2.1265494545027184	2023.865235378031	0.004359877258979304	0.11011529627891468	2023.87	2023.65	2024.07	549466.5313214416	637.8914456483158	2023.865232382434	25.266565049928673	0.02218420172123576	0.5578774819784036	25.2776	24.2277	26.326	554240.132134014	632.397366553835	25.260399091340112	1.4579101426533516	0.004632786758615774	0.11363450507184086	1.45836	1.22974	1.67444	582575.4698089313	601.6387887305902	1.4534713636451095	0.19127112981455072	8.196289078856903E-5	0.0020961174370360655	0.191333	0.187207	0.195302	535909.3514933847	654.0285199787685	0.19125964798460313	0.33931918402282485	1.0822502488930533E-4	0.002801621069620038	0.339434	0.333968	0.344414	523027.61715012765	670.13669738857	0.33930761387328506	0.22945823395149803	9.278703906864196E-5	0.002315961149908526	0.229481	0.225151	0.233948	562600.5014216881	622.9998002388703	0.22944654196389605	0.23995141654778898	9.190260304149544E-5	0.002433250500977033	0.239915	0.235376	0.244555	500000.0	701.0	0.23993909033183802	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-52047.15748930097	0.7907811135660126	19.146814558463923	-52046.3	-52086.5	-52013.4	597871.0661592379	586.2468010897976	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-220.68592724679024	0.3022530420494325	7.688054048261013	-221.004	-237.424	-207.114	541747.0158410082	646.9809519040613	NaN	
164	sims/sim_164/delphy-digested.log	677.2724679029957	0.026668940614327407	0.6194178742392478	677.0	677.0	679.0	649728.7494801033	539.4558887542861	677.2721850402947	-38079.42339514977	0.9281235699692585	22.65677089750062	-38078.1	-38124.7	-38036.9	588170.9892332526	595.9151444326018	NaN	5351.926690442228	0.2546242950930339	6.741535855061007	5352.6	5338.64	5364.7	500000.0	701.0	5351.922443451018	-43431.351497860174	0.753961289202861	17.635415800680043	-43429.8	-43468.1	-43400.7	640640.973608611	547.1083093947284	NaN	2.232582738944364	0.005194636054635788	0.12943252922069243	2.21918	2.02192	2.49863	564561.6814154986	620.8356173256535	2.2288475505888847	2023.7618687589184	0.005192254317478575	0.12958975226335093	2023.78	2023.5	2023.97	562676.2836960579	622.9158934826022	2023.76186460986	22.541204564907265	0.021185463376919417	0.5270310518586109	22.5001	21.6122	23.5565	566358.6650897772	618.8657852430667	22.535062139763248	3.570594493580597	0.011436756475327136	0.30280419163516864	3.55346	3.03579	4.17092	500000.0	701.0	3.5578622209071638	0.17491039800285305	7.9432506635431E-5	0.0021030871832599953	0.174923	0.170768	0.178826	499999.99999999994	701.0000000000001	0.17489776171468904	0.15997160342368044	7.846930264578845E-5	0.002077585004725769	0.159897	0.155758	0.163853	500000.0	701.0	0.15995812158890066	0.08400771426533525	6.0782890238209066E-5	0.001609312394081108	0.0840783	0.0809665	0.087127	500000.0	701.0	0.0839922815822309	0.5811102710413697	1.0808680654294095E-4	0.002861750020839506	0.581242	0.575672	0.586554	500000.0	701.0	0.581103223945347	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-43431.351497860174	0.753961289202861	17.635415800680043	-43429.8	-43468.1	-43400.7	640640.973608611	547.1083093947284	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-178.14309557774607	0.25467375117149216	6.742845274405035	-177.489	-191.243	-165.187	500000.00000000006	700.9999999999999	NaN	
165	sims/sim_165/delphy-digested.log	813.6048502139801	0.04670873046559409	0.9232636934854912	813.0	813.0	815.0	897083.0145902819	390.7107751450197	813.6043270121754	-33649.4305278174	1.2946221295751525	26.476697852181854	-33648.3	-33702.0	-33595.8	838004.6651178256	418.2554281493395	NaN	5307.820684736093	0.30305852543710476	7.602467018771001	5308.23	5293.81	5323.69	556970.1807233953	629.2976035894221	5307.815239756468	-38957.25149786018	1.0591649913675973	21.256095253286617	-38956.2	-38993.7	-38908.3	870258.5172704256	402.7538863961328	NaN	2.9040824393723246	0.006106593970407547	0.1594041228143736	2.89863	2.60274	3.21096	514383.47954886494	681.3982445692125	2.8997175029444344	2023.0903281027108	0.0061033456289409736	0.1595080680331313	2023.1	2022.78	2023.38	513166.9009918757	683.0136536914898	2023.090321814565	26.94762382310987	0.02682428161415313	0.5961695560250783	26.9243	25.8209	28.2293	709585.3374704146	493.9504545703972	26.941031506942995	1.7719158773181172	0.00584205121969853	0.12574351358548524	1.7641	1.53487	2.01477	756567.2886908365	463.2767041864907	1.7674770176304382	0.15867599714693295	8.063030435473044E-5	0.0021348005602908108	0.158695	0.154674	0.16284	500000.0	701.0	0.15866163528913854	0.17806924108416566	8.157821565233816E-5	0.002159897843323593	0.178043	0.173872	0.182014	500000.0	701.0	0.17805614229117314	0.007144450613409416	1.7685378530078712E-5	4.682452372851938E-4	0.0071178	0.00618719	0.00801704	500000.0	701.0	0.007129101182540517	0.6561103138373757	1.0026139704495893E-4	0.0026545613129021904	0.656112	0.65087	0.660796	500000.0	701.0	0.6561049436488658	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-38957.25149786018	1.0591649913675973	21.256095253286617	-38956.2	-38993.7	-38908.3	870258.5172704256	402.7538863961328	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-222.91311269614837	0.3029109138606363	7.600491523082557	-222.516	-236.929	-207.07	556717.0302458728	629.583757919535	NaN	
166	sims/sim_166/delphy-digested.log	681.2610556348075	0.023751968178584527	0.6288667193089138	681.0	681.0	683.0	500000.0	701.0	681.2607658878804	-31878.179600570606	1.0134974690645862	23.6379557285727	-31877.8	-31923.6	-31830.6	644337.6805028375	543.969428772925	NaN	5333.852867332375	0.2997260240176218	7.020473645697951	5333.97	5321.26	5347.95	638857.6518291142	548.6355199730066	5333.848246513492	-37212.03480741801	0.7739665851440165	18.19932077628557	-37211.2	-37247.5	-37178.1	633901.9454928014	552.9246321014491	NaN	1.7313995863052778	0.003454754825141283	0.08273601732549561	1.72949	1.57376	1.88796	611129.5218373962	573.5281760668369	1.7294291608824945	2024.2632382310987	0.003474650558475926	0.0830837827733989	2024.27	2024.11	2024.42	613024.3985875989	571.7553833216882	2024.2632365260545	22.943055349500693	0.02153452427689779	0.516559698791286	22.9404	21.8884	23.913	609140.5992838485	575.4008194693871	22.937231608528844	5.633428987161195	0.03963383576232554	1.0493614710869275	5.50501	3.56011	7.42411	500000.0	701.0	5.541089157802529	0.012459300570613415	2.5352463120034246E-5	6.322958349389913E-4	0.0124454	0.0113527	0.0137664	563491.9283944125	622.014233635428	0.012443281012710595	0.47136794436519286	1.2889339780876338E-4	0.0028244673396494945	0.471324	0.465885	0.476953	729921.6625656136	480.1885160772209	0.47135948771338193	0.05406053637660487	5.3189063581083176E-5	0.0013063912104431558	0.0540313	0.0514675	0.0564985	581013.4842069127	603.2562230090664	0.05404475619760548	0.4621122139800289	1.2999444384351826E-4	0.0027214367843152966	0.461989	0.456668	0.467184	799725.7900743792	438.27522427081095	0.4621042012822479	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-37212.03480741801	0.7739665851440165	18.19932077628557	-37211.2	-37247.5	-37178.1	633901.9454928014	552.9246321014491	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-195.62670185449377	0.29929316667370337	7.005956013586192	-195.419	-208.806	-182.195	639656.4925730701	547.9503515864982	NaN	
167	sims/sim_167/delphy-digested.log	719.1968616262482	0.021253344394266457	0.5325805821467177	719.0	719.0	721.0	558176.9851288272	627.9370331241885	719.1966647053067	-40030.719400855916	0.8873756305783013	23.494516219836807	-40029.1	-40076.0	-39988.8	500000.00000000006	700.9999999999999	NaN	5322.162482168327	0.28265223462818373	7.483614922296522	5322.46	5305.49	5334.74	500000.0	701.0	5322.157220085567	-45352.878459343825	0.6650634590185948	17.60848921652507	-45352.1	-45386.9	-45321.7	500000.0	701.0	NaN	1.717757503566335	0.0035642582788367526	0.08228254403729121	1.71037	1.56556	1.87703	657674.3959653308	532.9384907641693	1.7158094555760854	2024.276604850217	0.003582885379699104	0.08268761586395963	2024.28	2024.1	2024.41	658071.2072750992	532.617133412247	2024.2766031613562	24.111825392296712	0.020105638352280904	0.532325015550125	24.1229	23.1619	25.1771	500000.0	701.0	24.105953409076488	3.91278340941512	0.012751958676378584	0.3376260172275418	3.88511	3.29	4.5847	500000.00000000006	700.9999999999999	3.8985357870001156	0.22698984022824517	9.076149013874447E-5	0.0022949471807128413	0.227066	0.222741	0.231507	548208.6306344195	639.3551294411046	0.2269782349782229	0.22978945078459334	9.07428523072054E-5	0.0024025444713135814	0.229774	0.225355	0.234681	500000.0	701.0	0.2297768875849111	0.4959663009985737	1.0674251269141844E-4	0.002826157952932843	0.496057	0.49111	0.501701	500000.0	701.0	0.49595825049707065	0.047254375178316724	4.594985688301757E-5	0.0012165870016755374	0.0472001	0.0451538	0.0497032	499999.99999999994	701.0000000000001	0.04723874245315627	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-45352.878459343825	0.6650634590185948	17.60848921652507	-45352.1	-45386.9	-45321.7	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-207.79737945791717	0.2827262695577967	7.485575100961425	-207.437	-224.561	-195.335	500000.0	701.0	NaN	
168	sims/sim_168/delphy-digested.log	650.1968616262482	0.02034951738023256	0.5162593091139908	650.0	650.0	651.0	544578.4582947654	643.6170852176527	650.196657018072	-43119.18901569186	0.9040688008111192	23.918736875523976	-43117.1	-43166.1	-43072.7	500742.5584657262	699.9604768444907	NaN	5346.015178316693	0.2870779081914171	7.600790846913965	5346.35	5332.16	5361.53	500000.0	701.0	5346.00977459711	-48465.20342368046	0.6623656586243988	17.43271353873802	-48464.2	-48498.0	-48432.2	506003.65050936694	692.6827497137033	NaN	1.55078286733238	0.002385016882964246	0.06314667194673462	1.54643	1.43441	1.67485	500000.0	701.0	1.5495047631392955	2024.4438801711779	0.002389886654073855	0.06327560599789364	2024.45	2024.31	2024.55	500000.0	701.0	2024.4438791822913	21.94028216833097	0.02059422557107059	0.5452610484321812	21.9191	20.8529	22.9037	500000.00000000006	700.9999999999999	21.933504933837753	9.217857617689022	0.03666954225093048	0.970877636756475	9.11427	7.52026	11.1871	499999.99999999994	701.0000000000001	9.16751491624363	0.40628152639087006	1.055430910534135E-4	0.0027944015803846004	0.406237	0.401843	0.412901	500000.0	701.0	0.4062719207678247	0.24319947503566341	9.218094243766964E-5	0.002440619927443952	0.243201	0.238656	0.247746	500000.0	701.0	0.24318723646960572	0.22627196291012827	9.662872793597105E-5	0.0024392004785098436	0.22637	0.221571	0.230812	550054.287035319	637.2098323042329	0.22625881230128314	0.12424703994293868	7.526438572442072E-5	0.0018275774939164914	0.124263	0.119987	0.127262	594450.1798735918	589.6204793386266	0.12423359732474981	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-48465.20342368046	0.6623656586243988	17.43271353873802	-48464.2	-48498.0	-48432.2	506003.65050936694	692.6827497137033	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-182.6570556348073	0.2869047769041166	7.596206952044117	-182.322	-196.639	-167.259	500000.0	701.0	NaN	
169	sims/sim_169/delphy-digested.log	779.6833095577746	0.044655138309703336	1.0478527204292953	779.0	779.0	782.0	636546.9031189634	550.6271388370819	779.6826066239915	-44285.333951497894	1.151753745170147	27.585159273495027	-44285.0	-44334.5	-44230.8	611021.2254832048	573.6298272172448	NaN	5340.063594864487	0.2592515282786936	6.793423801380056	5340.31	5326.24	5352.54	510450.05599584745	686.6489598403557	5340.059273389315	-49625.39814550646	0.988358948124842	23.373297144832257	-49624.1	-49673.0	-49585.1	626725.6345059403	559.2558859927691	NaN	3.6155393865905814	0.00784376728800545	0.19434230383009213	3.60822	3.26849	4.0137	570956.1161119563	613.8825561354911	3.610337981464012	2022.379001426533	0.007835232068490959	0.19435434997017315	2022.39	2021.98	2022.73	569643.5985884287	615.297004773749	2022.3789920875129	26.458850071326673	0.02545591624544293	0.6094101614181634	26.476	25.3457	27.6892	611569.9054274132	573.1151858347952	26.45182462886638	2.8351657774607695	0.007504365842006285	0.19868862622244426	2.83679	2.44694	3.17812	500000.0	701.0	2.8282188317503265	0.3701244079885875	1.0974396802180481E-4	0.0028863393016136827	0.370275	0.364627	0.375766	506704.281943035	691.7249616599926	0.37011315117723936	0.2874369443651926	9.620318726921978E-5	0.0025336997849553147	0.287391	0.282867	0.292735	505308.53590110026	693.6356208093036	0.28742577415753456	0.26721241797432266	9.262594592516159E-5	0.002452402019823669	0.267101	0.26235	0.271971	500000.0	701.0	0.26720116002275646	0.075226233951498	5.5984132515166176E-5	0.0014822585430775274	0.0751161	0.0723492	0.0778666	500000.00000000006	700.9999999999999	0.07521164909038022	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-49625.39814550646	0.988358948124842	23.373297144832257	-49624.1	-49673.0	-49585.1	626725.6345059403	559.2558859927691	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-190.25938516405128	0.25913349760893745	6.794050054686614	-190.026	-204.146	-177.879	509891.35850486235	687.4013339385857	NaN	
