replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	278	2	0.007194	95	6	0.063158	75	13	0.173333	37	6	0.162162	24	6	0.250000	28	4	0.142857	22	9	0.409091	20	8	0.400000	4	0	0.000000	3	1	0.333333	3	2	0.666667	5	2	0.400000	7	7	1.000000	1	1	1.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	0	0	NaN	128	128	1.000000
sim_001	379	5	0.013193	78	8	0.102564	76	10	0.131579	55	13	0.236364	33	3	0.090909	25	7	0.280000	19	7	0.368421	15	4	0.266667	11	5	0.454545	4	3	0.750000	4	2	0.500000	3	1	0.333333	3	2	0.666667	2	1	0.500000	2	2	1.000000	4	2	0.500000	0	0	NaN	0	0	NaN	1	0	0.000000	124	123	0.991935
sim_002	1245	9	0.007229	85	7	0.082353	52	4	0.076923	50	5	0.100000	21	5	0.238095	16	2	0.125000	18	11	0.611111	11	4	0.363636	8	4	0.500000	5	4	0.800000	4	3	0.750000	4	1	0.250000	1	1	1.000000	1	1	1.000000	1	1	1.000000	2	1	0.500000	2	1	0.500000	2	1	0.500000	1	1	1.000000	132	132	1.000000
sim_003	487	5	0.010267	118	10	0.084746	78	15	0.192308	53	8	0.150943	33	6	0.181818	19	5	0.263158	14	6	0.428571	12	3	0.250000	5	1	0.200000	7	5	0.714286	4	3	0.750000	6	3	0.500000	1	0	0.000000	4	3	0.750000	3	1	0.333333	4	3	0.750000	2	0	0.000000	0	0	NaN	0	0	NaN	121	121	1.000000
sim_004	433	7	0.016166	126	8	0.063492	80	12	0.150000	49	6	0.122449	27	4	0.148148	20	6	0.300000	16	6	0.375000	14	6	0.428571	4	2	0.500000	8	4	0.500000	8	4	0.500000	8	6	0.750000	5	4	0.800000	5	5	1.000000	5	2	0.400000	2	2	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	113	113	1.000000
sim_005	894	9	0.010067	124	12	0.096774	80	9	0.112500	46	7	0.152174	29	7	0.241379	18	5	0.277778	15	3	0.200000	13	4	0.307692	15	6	0.400000	6	4	0.666667	5	3	0.600000	3	1	0.333333	3	1	0.333333	1	1	1.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	120	120	1.000000
sim_006	1272	16	0.012579	149	12	0.080537	81	6	0.074074	40	6	0.150000	26	6	0.230769	19	5	0.263158	15	6	0.400000	10	3	0.300000	6	3	0.500000	7	2	0.285714	2	2	1.000000	7	3	0.428571	2	1	0.500000	1	0	0.000000	2	2	1.000000	2	2	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	120	120	1.000000
sim_007	231	2	0.008658	102	10	0.098039	49	6	0.122449	54	9	0.166667	41	10	0.243902	23	6	0.260870	10	4	0.400000	8	3	0.375000	6	1	0.166667	4	2	0.500000	11	4	0.363636	5	3	0.600000	3	3	1.000000	1	1	1.000000	1	0	0.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	131	131	1.000000
sim_008	509	9	0.017682	129	9	0.069767	76	10	0.131579	45	11	0.244444	26	3	0.115385	28	6	0.214286	13	3	0.230769	12	5	0.416667	2	1	0.500000	2	2	1.000000	13	8	0.615385	3	2	0.666667	5	2	0.400000	4	2	0.500000	0	0	NaN	3	3	1.000000	0	0	NaN	2	2	1.000000	0	0	NaN	121	120	0.991736
sim_009	254	5	0.019685	113	9	0.079646	67	9	0.134328	45	15	0.333333	30	4	0.133333	16	3	0.187500	14	5	0.357143	12	5	0.416667	6	3	0.500000	3	0	0.000000	2	2	1.000000	7	4	0.571429	2	0	0.000000	2	0	0.000000	0	0	NaN	1	1	1.000000	3	1	0.333333	0	0	NaN	4	2	0.500000	130	130	1.000000
sim_010	188	6	0.031915	89	10	0.112360	59	4	0.067797	41	7	0.170732	35	7	0.200000	17	5	0.294118	15	3	0.200000	16	4	0.250000	8	5	0.625000	4	3	0.750000	5	4	0.800000	5	1	0.200000	4	2	0.500000	4	3	0.750000	2	2	1.000000	1	1	1.000000	1	0	0.000000	1	1	1.000000	1	1	1.000000	129	129	1.000000
sim_011	290	4	0.013793	90	7	0.077778	71	6	0.084507	49	9	0.183673	34	7	0.205882	24	6	0.250000	10	5	0.500000	14	7	0.500000	9	1	0.111111	9	4	0.444444	5	4	0.800000	5	4	0.800000	5	4	0.800000	3	2	0.666667	2	2	1.000000	1	0	0.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	124	123	0.991935
sim_012	360	4	0.011111	79	7	0.088608	61	6	0.098361	41	8	0.195122	31	8	0.258065	22	7	0.318182	23	6	0.260870	20	11	0.550000	12	4	0.333333	5	2	0.400000	2	2	1.000000	5	2	0.400000	2	1	0.500000	4	1	0.250000	1	1	1.000000	3	2	0.666667	3	3	1.000000	0	0	NaN	1	1	1.000000	122	122	1.000000
sim_013	891	8	0.008979	179	16	0.089385	83	9	0.108434	36	7	0.194444	27	5	0.185185	17	2	0.117647	16	6	0.375000	12	6	0.500000	6	3	0.500000	3	2	0.666667	8	7	0.875000	5	2	0.400000	4	4	1.000000	0	0	NaN	3	2	0.666667	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	116	116	1.000000
sim_014	309	9	0.029126	78	3	0.038462	54	4	0.074074	34	6	0.176471	22	8	0.363636	22	2	0.090909	15	3	0.200000	11	7	0.636364	16	7	0.437500	2	2	1.000000	4	3	0.750000	6	4	0.666667	5	2	0.400000	4	4	1.000000	1	0	0.000000	3	2	0.666667	1	1	1.000000	2	2	1.000000	2	1	0.500000	128	128	1.000000
sim_016	372	3	0.008065	82	6	0.073171	63	3	0.047619	51	12	0.235294	34	5	0.147059	18	5	0.277778	13	4	0.307692	12	8	0.666667	12	5	0.416667	1	0	0.000000	3	2	0.666667	9	7	0.777778	4	2	0.500000	4	3	0.750000	1	1	1.000000	5	5	1.000000	1	0	0.000000	2	2	1.000000	2	2	1.000000	123	123	1.000000
sim_017	221	2	0.009050	81	7	0.086420	66	7	0.106061	34	10	0.294118	26	4	0.153846	22	5	0.227273	14	7	0.500000	15	6	0.400000	7	1	0.142857	3	2	0.666667	8	5	0.625000	2	1	0.500000	1	1	1.000000	2	1	0.500000	3	1	0.333333	1	1	1.000000	1	0	0.000000	2	2	1.000000	0	0	NaN	135	135	1.000000
sim_018	139	1	0.007194	63	4	0.063492	57	10	0.175439	35	4	0.114286	24	4	0.166667	22	9	0.409091	23	5	0.217391	20	6	0.300000	14	7	0.500000	7	6	0.857143	3	1	0.333333	6	4	0.666667	2	1	0.500000	5	3	0.600000	3	3	1.000000	2	1	0.500000	0	0	NaN	0	0	NaN	0	0	NaN	129	129	1.000000
sim_019	896	12	0.013393	97	8	0.082474	82	8	0.097561	41	8	0.195122	36	8	0.222222	18	5	0.277778	14	3	0.214286	10	4	0.400000	9	3	0.333333	6	2	0.333333	5	4	0.800000	6	5	0.833333	4	0	0.000000	4	4	1.000000	4	2	0.500000	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	120	120	1.000000
sim_020	236	0	0.000000	91	7	0.076923	92	12	0.130435	58	6	0.103448	33	10	0.303030	34	12	0.352941	14	4	0.285714	9	4	0.444444	6	3	0.500000	8	2	0.250000	8	4	0.500000	3	2	0.666667	1	1	1.000000	2	2	1.000000	2	2	1.000000	2	2	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	123	123	1.000000
sim_021	413	6	0.014528	111	13	0.117117	75	6	0.080000	33	5	0.151515	30	7	0.233333	22	7	0.318182	20	5	0.250000	18	9	0.500000	6	2	0.333333	6	2	0.333333	5	1	0.200000	1	0	0.000000	1	0	0.000000	1	1	1.000000	3	3	1.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	125	125	1.000000
sim_022	650	7	0.010769	139	7	0.050360	83	9	0.108434	38	5	0.131579	28	9	0.321429	25	7	0.280000	22	8	0.363636	18	6	0.333333	11	5	0.454545	4	4	1.000000	2	1	0.500000	4	2	0.500000	3	3	1.000000	4	3	0.750000	0	0	NaN	2	2	1.000000	0	0	NaN	1	0	0.000000	1	1	1.000000	119	119	1.000000
sim_023	797	6	0.007528	109	9	0.082569	64	7	0.109375	37	5	0.135135	26	7	0.269231	22	9	0.409091	20	9	0.450000	11	4	0.363636	12	5	0.416667	11	4	0.363636	4	2	0.500000	1	1	1.000000	3	2	0.666667	2	1	0.500000	4	3	0.750000	0	0	NaN	3	1	0.333333	2	1	0.500000	1	1	1.000000	121	121	1.000000
sim_026	334	7	0.020958	89	10	0.112360	74	5	0.067568	49	5	0.102041	32	5	0.156250	38	9	0.236842	16	5	0.312500	14	5	0.357143	11	4	0.363636	10	5	0.500000	5	5	1.000000	6	5	0.833333	2	2	1.000000	2	2	1.000000	1	1	1.000000	4	3	0.750000	6	5	0.833333	1	1	1.000000	0	0	NaN	114	114	1.000000
sim_027	1683	12	0.007130	98	6	0.061224	78	10	0.128205	59	13	0.220339	42	11	0.261905	29	9	0.310345	12	1	0.083333	7	2	0.285714	5	2	0.400000	4	1	0.250000	1	0	0.000000	1	1	1.000000	3	1	0.333333	4	2	0.500000	1	0	0.000000	1	1	1.000000	0	0	NaN	2	2	1.000000	2	2	1.000000	122	122	1.000000
sim_028	1416	9	0.006356	118	8	0.067797	73	9	0.123288	43	7	0.162791	36	7	0.194444	16	1	0.062500	16	8	0.500000	8	5	0.625000	9	4	0.444444	7	3	0.428571	4	2	0.500000	4	3	0.750000	4	3	0.750000	4	4	1.000000	0	0	NaN	3	2	0.666667	1	1	1.000000	0	0	NaN	2	1	0.500000	121	121	1.000000
sim_029	436	5	0.011468	141	10	0.070922	72	8	0.111111	57	13	0.228070	28	8	0.285714	27	8	0.296296	19	5	0.263158	10	2	0.200000	8	3	0.375000	8	4	0.500000	4	3	0.750000	4	4	1.000000	3	2	0.666667	3	1	0.333333	3	2	0.666667	1	1	1.000000	2	2	1.000000	2	2	1.000000	1	1	1.000000	114	114	1.000000
sim_030	333	7	0.021021	96	8	0.083333	60	6	0.100000	44	7	0.159091	34	3	0.088235	22	7	0.318182	15	7	0.466667	12	3	0.250000	9	5	0.555556	7	3	0.428571	6	5	0.833333	1	1	1.000000	7	6	0.857143	1	1	1.000000	1	1	1.000000	3	0	0.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	126	126	1.000000
sim_031	493	6	0.012170	116	6	0.051724	57	12	0.210526	45	7	0.155556	25	4	0.160000	23	3	0.130435	19	6	0.315789	8	3	0.375000	2	2	1.000000	5	4	0.800000	5	3	0.600000	2	1	0.500000	4	3	0.750000	3	2	0.666667	4	3	0.750000	0	0	NaN	2	2	1.000000	1	1	1.000000	2	2	1.000000	128	128	1.000000
sim_032	577	6	0.010399	134	11	0.082090	77	9	0.116883	46	5	0.108696	34	9	0.264706	21	6	0.285714	13	7	0.538462	14	5	0.357143	3	2	0.666667	7	4	0.571429	9	4	0.444444	4	3	0.750000	4	1	0.250000	3	2	0.666667	1	1	1.000000	4	4	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	117	117	1.000000
sim_033	396	4	0.010101	95	6	0.063158	44	7	0.159091	25	2	0.080000	25	4	0.160000	23	9	0.391304	19	5	0.263158	17	6	0.352941	10	4	0.400000	6	2	0.333333	1	1	1.000000	7	5	0.714286	5	4	0.800000	3	3	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	3	3	1.000000	1	1	1.000000	131	131	1.000000
sim_034	663	6	0.009050	143	9	0.062937	52	7	0.134615	40	6	0.150000	32	5	0.156250	30	7	0.233333	12	8	0.666667	9	4	0.444444	7	0	0.000000	9	5	0.555556	8	5	0.625000	4	2	0.500000	4	4	1.000000	6	6	1.000000	1	1	1.000000	1	1	1.000000	4	3	0.750000	1	1	1.000000	1	1	1.000000	117	117	1.000000
sim_035	693	8	0.011544	134	7	0.052239	84	7	0.083333	38	8	0.210526	36	7	0.194444	18	6	0.333333	17	7	0.411765	13	7	0.538462	12	7	0.583333	7	2	0.285714	11	6	0.545455	2	1	0.500000	2	2	1.000000	2	1	0.500000	3	3	1.000000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	118	118	1.000000
sim_036	1382	8	0.005789	80	10	0.125000	48	6	0.125000	45	7	0.155556	38	10	0.263158	20	5	0.250000	12	5	0.416667	10	6	0.600000	6	2	0.333333	7	1	0.142857	3	2	0.666667	6	3	0.500000	3	0	0.000000	3	3	1.000000	3	2	0.666667	3	3	1.000000	3	2	0.666667	2	0	0.000000	1	1	1.000000	123	122	0.991870
sim_037	249	4	0.016064	103	7	0.067961	73	9	0.123288	51	6	0.117647	36	11	0.305556	30	9	0.300000	14	1	0.071429	10	5	0.500000	10	4	0.400000	16	10	0.625000	10	5	0.500000	3	2	0.666667	1	1	1.000000	1	1	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	1	0	0.000000	0	0	NaN	120	120	1.000000
sim_038	5668	17	0.002999	55	3	0.054545	33	1	0.030303	26	9	0.346154	24	5	0.208333	20	3	0.150000	17	5	0.294118	8	3	0.375000	8	4	0.500000	3	2	0.666667	4	1	0.250000	1	1	1.000000	5	5	1.000000	1	1	1.000000	2	1	0.500000	2	2	1.000000	3	3	1.000000	1	0	0.000000	2	2	1.000000	130	130	1.000000
sim_039	867	10	0.011534	142	7	0.049296	80	7	0.087500	51	12	0.235294	31	8	0.258065	17	3	0.176471	12	7	0.583333	13	4	0.307692	6	1	0.166667	6	5	0.833333	8	5	0.625000	3	2	0.666667	4	2	0.500000	0	0	NaN	5	4	0.800000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	120	120	1.000000
sim_040	188	7	0.037234	84	6	0.071429	64	8	0.125000	45	5	0.111111	32	7	0.218750	18	6	0.333333	14	6	0.428571	10	3	0.300000	9	5	0.555556	9	3	0.333333	11	6	0.545455	5	2	0.400000	6	3	0.500000	2	1	0.500000	2	1	0.500000	0	0	NaN	1	1	1.000000	2	1	0.500000	0	0	NaN	127	127	1.000000
sim_041	254	7	0.027559	86	6	0.069767	47	3	0.063830	33	3	0.090909	37	5	0.135135	24	3	0.125000	15	8	0.533333	19	10	0.526316	12	6	0.500000	8	6	0.750000	6	1	0.166667	6	6	1.000000	4	3	0.750000	3	3	1.000000	3	1	0.333333	2	2	1.000000	1	1	1.000000	1	0	0.000000	0	0	NaN	125	124	0.992000
