replicate	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_032	4.051116755382399	0.5169061551685672	0.2565705001589178	0.11007114244066032	0.1164522022318547	2.7920405311755285
sim_033	4.905950691380859	0.3118572481893445	0.5564610630132389	0.07101013034213816	0.06067155845527846	2.621122915375703
sim_034	1.4815937257649012	0.11294922898351535	0.3241860716513629	0.0007751728963235508	0.5620895264687983	2.1583757645949873
sim_035	7.43846236081027	0.5374031645797331	0.3017257974727706	0.06228456270343163	0.09858647524406472	1.8057663393345071
sim_036	2.68271513893375	0.07065693275939025	0.13976547700374625	0.44884982483592895	0.3407277654009347	2.2086859033139725
sim_037	43.60849245435116	0.6537074689726146	0.021716483636238477	0.257525717315494	0.06705033007565288	3.527702728544965
sim_038	1.6543022554273399	0.4422068880470233	0.05087420064573163	0.33249481606642944	0.1744240952408157	1.6864088589702138
sim_039	20.33507497681563	0.3260994402928211	0.3283018104059397	0.0519829900856715	0.29361575921556754	2.8135065180354593
sim_040	3.529871652060985	0.3506010585752955	0.09069952153330847	0.43974902676643207	0.11895039312496394	2.9521732190061956
sim_041	12.179368857039604	0.008471104572744487	0.35848048908471164	0.5766277510120386	0.0564206553305053	2.08187412143061
sim_042	2.3968266553782542	0.5118329914182608	0.06435536863753767	0.1417104350910513	0.28210120485315027	2.146801083000347
sim_043	1.1177215019642992	0.27890094807644855	0.4820636370348996	0.21575649656769227	0.023278918320959605	1.9818601131756692
sim_044	4.706765589213519	0.5296758274460583	0.1749380241356421	0.23746168626392616	0.057924462154373385	3.007900240276851
sim_045	1.1979416639419451	0.14820796341371822	0.4041473075830197	0.24110877165292402	0.20653595735033814	3.966285378356501
sim_046	5.140747666368445	0.1956062706001543	0.2900045058253771	0.012152575859580735	0.5022366477148877	2.845409731657546
sim_047	2.8062252627183604	0.20799418086375215	0.24133354192781553	0.19760688329890827	0.35306539390952424	4.0317539022340565
sim_048	2.4152312448212125	0.496428033246899	0.14902956863261985	0.3541764565000439	0.0003659416204371944	2.069605482901091
sim_049	11.195616705453752	0.08892072881689415	0.46015937002377866	0.33730031087977747	0.11361959027954961	1.619286143802266
sim_050	7.3568412124532285	0.40867848793109535	0.40144757828813654	0.14808948726957852	0.041784446511189614	1.7621631756039426
sim_051	1.5371203421224662	0.04748801964824347	0.24318904939147004	0.5351214732402133	0.17420145772007312	2.391250075625408
sim_052	8.28267640552115	0.718552891824695	0.16772020616136615	0.07639569155142598	0.03733121046251283	1.8899787701742004
sim_053	7.621762132441285	0.0331773271061483	0.2915363877768838	0.31870637697714976	0.35657990813981816	2.614567251219324
sim_054	1.0851129474327113	0.11935140535251501	0.38200156527355034	0.20361964760020768	0.29502738177372695	1.7731308407410313
sim_055	4.25674391667794	0.042319532341647884	0.3358403122359499	0.4861260667437907	0.13571408867861146	3.649423928680973
sim_056	1.5550975580380646	0.15177083174925513	0.27816315488727206	0.5385131438917067	0.03155286947176597	2.1070009842450683
sim_057	25.433952881721403	0.34705934198009375	0.1262407543749237	0.18661867389264178	0.3400812297523407	2.321772374281539
sim_058	1.631176502490571	0.2996624617140766	0.12261867974206167	0.2067812825004881	0.37093757604337363	2.659065295866945
sim_060	2.6337010277219512	0.47397608804158775	0.08374169433464544	0.38638181909723146	0.055900398526535486	2.1344177413978915
sim_061	3.354940602446292	0.11243281961901413	0.07535493587633187	0.7649824645857338	0.047229779918920085	2.787645867986962
sim_062	3.2090929970535362	0.41548562190395916	0.4355334166987639	0.002780425122883528	0.14620053627439356	2.22653553385456
sim_063	2.8702353152640208	0.1064975403337412	0.1427364812171725	0.4747546656990102	0.27601131275007623	4.020773324416472
sim_064	10.27802557767414	0.03703952576456658	0.683825186658672	0.1124753062558345	0.166659981320927	2.7192107983198888
sim_065	0.872330473648575	0.07299897182320482	0.04769663430834585	0.12802356169411983	0.7512808321743294	2.062611919023498
sim_066	11.804424005857683	0.06750013025684076	0.5504343284277893	0.06474151911337717	0.3173240222019927	2.9409275991020403
sim_067	4.467058727886543	0.5857243340581183	0.26861208845479917	0.11062881044373524	0.03503476704334737	1.9596585574085525
sim_068	4.251566804836646	0.059658676992828105	0.5594926524604915	0.20733643313493016	0.17351223741175023	3.8391602239183626
sim_069	0.7081659375863605	0.09316670477221424	0.07620840177784698	0.7697245403125224	0.06090035313741656	3.09239100873312
sim_070	19.075965503551725	0.16630824740794325	0.39141578381543035	0.22866370124143137	0.21361226753519502	2.45549017010428
sim_071	1.1761370313194461	0.0064057874573641175	0.8080179931780824	0.13896646072182547	0.046609758642728136	2.6367869762974427
sim_072	8.19266633128608	0.04818749429096103	0.37257151200476984	0.12848259187580754	0.4507584018284617	3.598502330923888
sim_073	7.955787235683459	0.12223496057660208	0.7422612311613992	0.02632781359968611	0.10917599466231256	3.681230623055116
sim_074	7.454296937619339	0.22750131102069515	0.3622997432041891	0.327736781883261	0.08246216389185486	2.0407292017021983
sim_075	4.060248128532617	0.28420861231451705	0.42482846154399634	0.15541985633429625	0.13554306980719025	1.7645684572224105
sim_076	13.479743654057412	0.18494859473740793	0.31644190389247184	0.4636801784026328	0.034929322967487464	3.188529250989083
sim_078	0.23688717887385055	0.5164419077775588	0.2796111642890954	0.007787946995551261	0.19615898093779452	3.2730080720142594
sim_080	3.8927699099995814	0.35265670056849396	0.11831921991315868	0.16781997939341697	0.3612041001249303	1.758993688680964
sim_081	3.902536744739273	0.45474372851289896	0.14795424124171666	0.2852510897528106	0.11205094049257375	4.561772218282515
sim_082	18.658220421753832	0.11208397780993389	0.05909703494666976	0.5216401858284002	0.3071788014149961	1.549940998306805
sim_083	0.08543105504031459	0.4382070135675982	0.4824751598838374	0.038880715365540185	0.04043711118302427	4.1255029507296985
sim_084	9.22972775211668	0.03435597258023111	0.03689276168975202	0.6327427901453475	0.29600847558466925	1.699313381493
sim_085	1.9408224442677755	0.1563584863918244	0.6540993496171805	0.1823664262104262	0.007175737780568867	2.4866149613311963
sim_086	0.7273298685902494	0.07669852587982288	0.44443800148114726	0.4084083754737506	0.07045509716527928	3.469464727893466
sim_087	1.333914709972389	0.030905606666129053	0.37590100675773946	0.04215192558058152	0.55104146099555	2.39666651748921
sim_088	8.228416533714517	0.10917635678594109	0.20489083484581214	0.2851454197978193	0.40078738857042734	3.02333243003188
sim_089	31.04652843158338	0.5530172530882747	0.17839380024390883	0.20370836982279913	0.06488057684501741	1.834294173362475
sim_090	1.1654614880053014	0.3310304470158088	0.21121731356705292	0.4469771276423759	0.010775111774762548	2.23233803576671
sim_091	9.428657418657286	0.21261855400881266	0.030218670950867003	0.27345281453906406	0.48370996050125636	2.002236760400546
sim_092	1.904101983170211	0.4536286026993524	0.1528968802270971	0.2707572047593052	0.12271731231424532	1.7730151342383265
sim_093	104.95506260666646	0.537039259511605	0.2348799012080133	0.11996561873366127	0.10811522054672038	2.861905279457816
sim_094	7.148552707617846	0.46893790525576506	0.3166414074729732	0.0736562633812654	0.14076442388999647	1.7700386384475622
sim_095	0.7269456047176454	0.0052076811294079015	0.7216518435611371	0.08282588682000956	0.19031458848944535	2.4828520472443443
sim_096	5.245071409535012	0.569540893428311	0.14135827821467514	0.2775443866214756	0.011556441735538105	2.09211040045148
sim_097	2.3522962432344396	0.34598159551132673	0.4104336009007807	0.09850120173040744	0.14508360185748503	4.324919941524569
sim_098	8.217892083961697	0.03241141484729128	0.13572122597701627	0.3762958690139272	0.45557149016176524	2.7909607999896062
sim_099	4.9113233866548445	0.558712161826137	0.016494192732778006	0.1929089054322756	0.23188474000880932	2.2009349232421695
sim_100	1.8232006786976451	0.03812407245159819	0.3577632971404576	0.06101779019798988	0.5430948402099541	2.1197207097718778
sim_101	6.662271209662146	0.1762449519331687	0.21830805804294912	0.471861503030355	0.13358548699352712	2.2789057716675574
sim_103	2.6081491842723126	0.359597479851765	0.036577970400243874	0.4573539534251963	0.14647059632279488	2.3604852033997163
sim_104	4.3111709316359486	0.7967131834315121	0.19083018634414287	0.00701913675746033	0.0054374934668846575	3.4116147046785494
sim_105	4.255247902373821	0.6284133183396999	0.13880207449058127	0.004719573367347426	0.22806503380237136	2.0026399427990493
sim_106	74.3838912712617	0.011189480089649116	0.2998694356850549	0.6109459664065767	0.07799511781871916	2.81451438885188
sim_107	1.881191685986618	0.7011721111013799	0.047723696787823185	0.1254315579647221	0.1256726341460749	1.4738156478233668
sim_108	18.90488970663122	0.23655779554184797	0.15616833223189622	0.3068119712803169	0.300461900945939	1.7493165824038723
sim_109	2.4394120265278807	0.7983748416849835	0.06370159893752292	0.02077191802998977	0.11715164134750364	1.7539064873587076
sim_110	2.707418806374187	0.039139023861769054	0.5549567285014327	0.3825317456935812	0.02337250194321703	1.908113339793671
sim_111	3.043818510679401	0.34673191127891784	0.06963920768082041	0.002767620528709213	0.5808612605115526	2.6379267337796706
sim_112	3.577264456153139	0.04248532195897713	0.22302021058656105	0.42376971830712734	0.31072474914733456	3.3687749172657906
sim_113	63.94405006488845	0.3054225102789542	0.4214322425322046	0.03424864960042388	0.23889659758841728	2.656659043318045
sim_114	0.796111594867586	0.6679610626837886	0.05207534893090297	0.23012208642306797	0.04984150196224036	4.805149462599703
sim_115	6.182533280661905	0.11634992147746176	0.49760744459963585	0.3529400968710804	0.03310253705182201	2.263062281207952
sim_116	5.575773004516798	0.17089906494930343	0.3357765981182472	0.46960252322984614	0.023721813702603158	3.6936121490648626
sim_117	7.568913640349283	0.04596717621260105	0.4208180763741938	0.2347734156318819	0.29844133178132337	3.3770527643463693
sim_118	6.948552650326897	0.3279117420419787	0.13237003661105182	0.1211909203474282	0.4185273009995413	2.2985601639339555
sim_119	1.7228870368666598	0.047399225266839345	0.45681788440372645	0.057367302340117166	0.438415587989317	1.8233470687276925
sim_120	9.722750123052613	0.12427311307626276	0.41596768157082414	0.1001016271950605	0.35965757815785265	2.183240899547726
sim_121	12.47591844302808	0.0044080307088891334	0.46937171954086426	0.10065356550949056	0.42556668424075605	2.0984152576268706
sim_122	1.036995360546569	0.019347315008254675	0.34828115914148344	0.13795219436552977	0.494419331484732	4.557448184020141
sim_123	1.947564025957697	0.012930158780854942	0.06142232732885496	0.44644961037090153	0.4791979035193885	3.246338665570516
sim_124	0.29406274713325303	0.10788881013073098	0.26460254626671076	0.3271459835821074	0.30036266002045076	3.4356998850086162
sim_125	0.30168137758050523	0.5312347018005346	0.28544934993183185	0.09954492030842574	0.08377102795920792	2.4518870569277995
sim_126	13.725842852518944	0.7741452479345112	0.12256750112514077	0.05685058773913979	0.046436663201208206	4.175843552593221
sim_127	2.433843892657855	0.7081836498513335	0.10090128086076273	0.06725735926045949	0.12365771002744422	2.086916074138872
sim_128	1.3284578757652934	0.2541181082112689	0.18005600743923464	0.19207116800072568	0.3737547163487708	2.367685738858893
sim_129	1.8499729945958092	0.5004349884785951	0.15257605166649493	0.23653237740017613	0.11045658245473397	3.269802645772348
sim_130	22.769489438115865	0.20634274366010186	0.2196560556560086	0.14684661959604503	0.42715458108784454	2.312221373300676
sim_131	3.1519347530675033	0.22356934635383202	0.021869494656171065	0.6424547263160094	0.11210643267398765	2.3859502433425694
sim_132	28.263956481625574	0.09904029112173683	0.2539217716390364	0.27280419488896385	0.3742337423502628	2.0989745883288053
sim_133	0.6569138946500062	0.4672474185336307	0.032748192649272354	0.183945829138077	0.31605855967901986	2.6915835226517
sim_134	0.4746686115926112	0.17791401376132948	0.42920182722181904	0.324220170747187	0.06866398826966444	3.5766584874020126
sim_135	3.853023505375387	0.044984442696728515	0.7042224927935303	0.21209015500289424	0.03870290950684696	2.967971573705778
sim_136	5.416557372861067	0.2285435104882887	0.06898047785962393	0.665245203372883	0.037230808279204296	2.467747234820621
sim_137	1.7889379390251516	0.33778428551573897	0.16464316429719975	0.1896105043137572	0.3079620458733041	1.8468219431922028
sim_138	0.6790342539118828	0.3347855914070161	0.01651728894793433	0.3355223589683899	0.31317476067665956	1.7501729584193908
sim_139	5.083285946919786	0.17201762319778816	0.4260262404100244	0.2405690329240047	0.16138710346818272	3.8150019043041503
sim_140	3.18549051351279	0.3233801662763563	0.14770417473918973	0.3749043476194658	0.15401131136498813	2.4849724302470015
sim_141	16.87756750415777	0.24653983641333116	0.12381859900422745	0.16891477896497842	0.460726785617463	2.1220972840626855
sim_142	1.3001432281753365	0.7396688041275289	0.18751543904875756	0.013041323789819908	0.05977443303389363	3.2540152806049636
sim_143	1.5171250208438227	0.45292837073019376	0.0033188371500772907	0.09924947477201997	0.444503317347709	4.644751878613712
sim_144	17.853043068959927	0.2101287000653888	0.0722903779800739	0.5791061093954114	0.13847481255912583	2.452294602036577
sim_145	1.166206771716651	0.5314777255737356	0.049903652412598296	0.31788415659399943	0.10073446541966656	4.928047974485319
sim_147	5.44309924490298	0.3257944301357542	0.31923640155679744	0.2926418302844649	0.06232733802298354	2.626861773847021
sim_148	1.0246141274937741	0.32669528001040454	0.2885756776700737	0.17767779736755038	0.20705124495197147	2.151771877243435
sim_149	2.574573256772763	0.4362302637115554	0.40373319107374256	0.07771946073355612	0.08231708448114608	3.8664257237254387
sim_150	12.551419849904828	0.10578290466028659	0.8474509779647446	0.03685566794407081	0.009910449430898086	1.5348081681100894
sim_151	3.6781696694531543	0.3050432700238276	0.2481558085023381	0.40027450820582217	0.04652641326801215	4.6955105021395855
sim_152	0.7062653563079364	0.06173302360353533	0.553757337083546	0.2737391595834917	0.11077047972942701	2.865905925100852
sim_153	3.2041279580628395	0.14338323365032174	0.11221359578207742	0.7343569609644037	0.010046209603197112	1.7033766025758261
sim_154	9.957996660742985	0.02769603101404443	0.6359812491319906	0.036886485810447	0.29943623404351793	1.6362604442185744
sim_155	18.59802650559539	0.10300177210707417	0.16731695329890545	0.3038641166807597	0.4258171579132607	3.455002981976384
sim_157	0.6371554372517135	0.34456273706837515	0.4791124787240582	0.17066553177497717	0.005659252432589458	2.1035294335557597
sim_158	0.85416255573106	0.0645210287699256	0.41174912238896977	0.07280668022831026	0.45092316861279447	2.5952339368750597
sim_160	0.7401442346033291	0.2816536752263476	0.029123489992468547	0.23739773323499017	0.4518251015461937	1.6205989617654315
sim_161	6.544207595375872	0.5005604232416137	0.3313604986701088	0.12113464823508953	0.04694442985318787	3.203729393250872
sim_162	1.493052027056018	0.09842694315831667	0.24043159996922112	0.6388562445473132	0.02228521232514912	2.5201222505945804
sim_163	1.463546294195035	0.18757342722564868	0.3372989028126721	0.23477989099553345	0.24034777896614573	2.055807658856418
sim_164	3.5157323873547606	0.17438424531594082	0.1586009531817844	0.08232359855634422	0.5846912029459307	2.1919327866105722
sim_165	1.9257117879085885	0.1572927119588836	0.17730094446170033	0.007047737030032905	0.6583586065493834	3.024256180150931
sim_166	6.142848703957297	0.013289446855321426	0.474659910783372	0.05318776705867436	0.4588628753026322	1.715160388158376
sim_167	3.7717146559206087	0.22654424824352282	0.23254311631967206	0.4957317410603732	0.04518089437643184	1.760368415146248
sim_168	10.723300754424164	0.4082996030335912	0.24243864570371745	0.22721139909000565	0.1220503521726856	1.5798118474823706
sim_169	2.8493649999988273	0.36647105557498566	0.2863039680841551	0.2711048025758023	0.07612017376505725	3.8084286761275044
sim_171	2.18372465409886	0.3379987493269402	0.34789743762389375	0.20632857810331073	0.10777523494585509	2.418556271799478
sim_172	1.6542838197470553	0.2511475199115469	0.420256531768902	0.26394254100161557	0.06465340731793556	2.371809050132675
sim_173	7.431365406409346	0.19414229043535164	0.1306885288134249	0.5426124565009826	0.13255672425024084	4.247801160487096
sim_174	10.558769472358316	0.45511823849425836	0.12260510391918804	0.28307129176688933	0.13920536581966417	2.525142709863225
sim_175	3.670199779274581	0.6164722113807898	0.08062328720218477	0.20696057845404384	0.09594392296298146	1.7089657438885195
sim_177	7.885149011622938	0.6298299126618725	0.14296253588368843	0.11611231536991713	0.11109523608452179	2.8919445815623854
sim_178	0.48917979861111827	0.049283638160963844	0.1134600206424804	0.7012333079653855	0.13602303323117027	1.8123558599466807
sim_179	7.921051541916373	0.15837523780768317	0.34274732506348515	0.14962558795325262	0.34925184917557917	2.1522358148398255
sim_180	3.5600590452443552	0.32443266930891224	0.18321040115027848	0.30475664288632986	0.18760028665447945	1.9148326838808014
sim_182	0.5000975131624547	0.29869868296409224	0.5950970937877195	0.07092040970016451	0.035283813548023776	1.7166967640846909
sim_183	12.804229289921775	0.6353076773023548	0.21595596364155883	0.043790500878588164	0.1049458581774982	2.270582338494183
sim_184	0.21062897747526688	0.07723762734466752	0.05774175582285487	0.00419559478362787	0.8608250220488497	1.9746462898029933
sim_185	6.196150298346614	0.37793977576678084	0.1096959934757667	0.10517624647583396	0.40718798428161856	4.742554418611027
sim_186	2.8557550002877123	0.2925022202235775	0.02515330472894944	0.2665654866593023	0.41577898838817073	1.5719867908895802
sim_187	4.213296041186815	0.5933319697564408	0.04914448933703943	0.30312391540151457	0.05439962550500516	2.396709415583492
sim_188	13.429049452745101	0.13222062146925698	0.001706984974509426	0.8515393869488296	0.014533006607403845	2.237093975792349
sim_189	0.969410080247611	0.204885719028104	0.0939390737610946	0.046028327008471745	0.6551468802023296	2.2457549553418787
sim_190	16.329158286102615	0.21980138979447333	0.6572311109223141	0.031192884748025233	0.09177461453518718	3.1552111616210734
sim_191	3.186941192067171	0.19101833956384376	0.2366902127992631	0.1855260573842306	0.3867653902526624	4.159504519669803
sim_192	2.300367548845423	0.08559787650619347	0.22253120592032316	0.642916370465014	0.04895454710846938	2.6440847035127666
sim_193	13.548913079019924	0.12475086676015223	0.01341350682727975	0.15879894728436147	0.7030366791282066	1.6409571471774014
sim_194	0.478677269644813	0.5853027196551376	0.21151487999584367	0.14323946470525986	0.05994293564375882	2.4853483680759254
sim_195	0.8273023753673967	0.369287734453861	0.028667784224763543	0.28410351931992833	0.31794096200144717	2.600397930303463
sim_196	1.2541201992872621	0.4972030506327459	2.5419468591229785e-05	0.14495192909480625	0.3578196008038566	1.5832138335105876
sim_197	35.40216188238228	0.48818645678352457	0.10924119892941635	0.03425424310363234	0.3683181011834269	2.3219361518361405
sim_198	1.6635342688285009	0.06577269110458371	0.3637065727628488	0.4135954000618437	0.15692533607072393	3.2285697094680845
sim_199	0.19579321046974826	0.4976034593276126	0.40072887969527676	0.0889083755265739	0.012759285450536843	2.407126713995166
