sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 146
0	sims/sim_000/delphy-digested.log	810.3894436519258	0.0306184039701906	0.810665251449604	810.0	810.0	812.0	500000.00000000006	700.9999999999999	810.3890387962281	-36275.13651925819	1.0212570541862678	25.801161822877155	-36275.0	-36327.0	-36225.3	549135.6458717535	638.2758115138945		5322.539671897293	0.2919035453875584	7.456985161010926	5323.01	5309.51	5337.47	537081.513797664	652.6011247745993	5322.534446787063	-41597.67489300999	0.8184109113166792	20.77710652166644	-41595.7	-41635.7	-41555.8	543826.9319208363	644.5065137947628		2.8253845363766037	0.0066362022877711	0.1568959781130164	2.81918	2.52603	3.12603	627052.1079917963	558.9647104807844	2.8210385493674077	2023.1690870185455	0.0066315303360936	0.1569657472620971	2023.18	2022.86	2023.46	625612.9876133841	560.2505173959108	2023.1690809294848	26.419006704707563	0.0247882849684465	0.5892192907644271	26.3715	25.2035	27.513	620336.1190625995	565.0162697758863	26.412456588755585	1.01863909272468	0.0027596501907237	0.0730656149757774	1.0155	0.872316	1.15057	500000.0	701.0	1.0160285905450497	0.5692131312410841	0.00010467404040841924	0.0027121213636056	0.56912	0.564246	0.574237	522092.8664839523	671.3365044813792	0.5692066709720874	0.1201979500713266	7.345401244672597e-05	0.0018849866579771	0.120183	0.116588	0.123767	532233.8713481954	658.5450849119253	0.1201831930188286	0.2959813223965761	0.00010219824211739864	0.0025847536461351	0.295951	0.291168	0.300867	547944.4853287458	639.663340693562	0.2959700366139026	0.0146076168330955	2.648457949685038e-05	0.0006564675669229376	0.014622	0.0133258	0.0158755	570489.4759769026	614.384690269362	0.0145928064414244	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-41597.67489300999	0.8184109113166792	20.77710652166644	-41595.7	-41635.7	-41555.8	543826.9319208363	644.5065137947628		0.0	0.0	0.0	0.0	0.0	0.0				-208.497203994294	0.2919799586993954	7.457741175868215	-208.025	-221.557	-193.552	537253.7977047937	652.3918518535818		
1	sims/sim_001/delphy-digested.log	841.5620542082739	0.0672354501925381	0.9100411819070926	841.0	841.0	843.0	1913209.659966576	183.19999492691423	841.5615627678939	-41715.7132667618	1.2502649673839483	27.251656617546207	-41716.0	-41769.6	-41663.8	737745.0960640279	475.0963467869404		5325.066733238236	0.2642585967109273	6.996617522832858	5324.87	5312.78	5338.91	500000.0	701.0	5325.062136641434	-47040.77988587734	1.0838382625212963	22.380485118077388	-47039.7	-47087.6	-47001.8	822011.6785415579	426.3929687980461		2.772915435092723	0.005234856053779	0.1342006476584611	2.77534	2.52603	3.04658	533320.511522262	657.2032997560217	2.769684571524057	2023.2216119828831	0.005221658925635	0.1341803720753848	2023.22	2022.94	2023.46	530795.2568395894	660.3299398093978	2023.221607533424	27.33788074179743	0.02487144173358	0.6202119501386858	27.3165	26.1724	28.544	563650.2245886866	621.8395464239741	27.3308508699909	6.311481440798859	0.0220078054458615	0.582687561117068	6.27929	5.23964	7.49259	500000.0	701.0	6.284847191635621	0.0601128718972895	5.00745035389844e-05	0.0013257928153293	0.0601095	0.0573998	0.0625619	500000.0	701.0	0.0600982414897688	0.4994344721825969	0.00010653323286094752	0.0027778597776924	0.499506	0.493746	0.504713	515510.5957677351	679.9084303553653	0.4994267481846738	0.1692023694721828	8.193813291734324e-05	0.0021694271584483	0.169144	0.165297	0.173183	500000.0	701.0	0.1691884808552081	0.2712502881597718	9.83891930214117e-05	0.0026049920816972	0.271157	0.26594	0.276195	500000.0	701.0	0.2712377819711909	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-47040.77988587734	1.0838382625212963	22.380485118077388	-47039.7	-47087.6	-47001.8	822011.6785415579	426.3929687980461		0.0	0.0	0.0	0.0	0.0	0.0				-204.231868758916	0.2640078747843002	6.989979307668316	-204.412	-216.582	-190.353	500000.0	701.0000000000001		
2	sims/sim_002/delphy-digested.log	751.4607703281027	0.0505899787190237	0.7686540694339152	751.0	751.0	753.0	1518291.4770429851	230.8515889733054	751.460377681419	-34300.57075606268	1.0702665196978256	26.73648487908707	-34298.3	-34356.6	-34256.0	561646.7945416069	624.0576878678062		5328.084151212555	0.3294691774128662	7.829759391469081	5328.4	5313.33	5343.5	620612.8631007653	564.7643174019927	5328.078397767366	-39628.65463623395	0.866101552623117	20.95591243946447	-39626.7	-39670.7	-39591.5	598704.4775813139	585.4307310611291		2.3029137660485035	0.0050260221533236	0.1330709960084324	2.29315	2.05479	2.57534	500000.0	701.0	2.29910900928094	2023.6915549215391	0.0050295801015441	0.1331651944749903	2023.7	2023.4	2023.92	500000.00000000006	700.9999999999999	2023.6915505401664	24.368657489300983	0.0236661012253257	0.5989121600007534	24.3362	23.3405	25.6299	547287.080476726	640.4317085188445	24.36131308083759	16.30394643366621	0.1258545019048693	3.1253038058758307	15.9581	9.87603	21.8286	568382.9621498416	616.6616935072702	16.01317341722755	0.0055185133951497	1.5980063605459766e-05	0.0004230946293880474	0.00551649	0.00472017	0.00632968	500000.0	701.0	0.0055023280492774	0.5655241797432237	0.00010476354652193	0.0027737620439682	0.565727	0.560414	0.570915	500000.0	701.0	0.5655173734274572	0.1284453309557775	7.614249616124851e-05	0.0019511328130661	0.128449	0.124762	0.131841	533787.7182948092	656.6280713982633	0.128430522535182	0.3005119386590589	9.88463533469366e-05	0.002617096043432	0.30032	0.295144	0.304935	500000.0	701.0	0.3005005555255341	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-39628.65463623395	0.866101552623117	20.95591243946447	-39626.7	-39670.7	-39591.5	598704.4775813139	585.4307310611291		0.0	0.0	0.0	0.0	0.0	0.0				-199.48903138373765	0.2951414416298435	7.81428421979365	-199.148	-215.418	-185.336	500000.00000000006	700.9999999999999		
3	sims/sim_003/delphy-digested.log	817.8530670470756	0.0528559447828964	1.0601495775574676	817.0	817.0	820.0	871247.2359338676	402.2968286657552	817.852380664665	-45406.90499286737	1.281236489268687	30.55875914444917	-45405.1	-45466.3	-45352.2	616134.0196227961	568.8697407336473		5345.910870185449	0.2765080230124907	7.3209382902156275	5346.14	5331.45	5359.41	500000.00000000006	700.9999999999999	5345.905856199	-50752.81526390871	1.1031106167369518	25.911673922512488	-50751.1	-50805.4	-50708.6	635236.1597153993	551.7633003716795		4.318851269614838	0.0083350538288461	0.2206822574498673	4.31781	3.92603	4.76438	500000.0	701.0	4.3132113667122365	2021.675734664768	0.0083467373330503	0.2209915949152424	2021.68	2021.23	2022.07	500000.0	701.0	2021.6757225862495	27.461502567760355	0.0258870527734015	0.6853960828647246	27.4504	26.1693	28.7294	500000.0	701.0	27.452969977719803	0.7663787104136955	0.0024794083163152	0.0615229481626259	0.760097	0.652244	0.880397	569258.9302007386	615.7127827162986	0.7639445355387644	0.3367079129814551	9.930229170456046e-05	0.0026291676518581	0.336574	0.33182	0.341879	500000.0	701.0	0.3366976506561703	0.0884816539229671	6.394439645766976e-05	0.0016554729324465	0.0884882	0.0852826	0.0916819	522936.359270079	670.2536432716827	0.0884661563573777	0.2363979800285306	8.820165470668842e-05	0.0023352626954995	0.23623	0.231977	0.240744	500000.0	701.0	0.2363864450316065	0.3384124108416547	0.00010054999263809664	0.0026497005616923	0.338404	0.333593	0.343802	504729.2957072713	694.4316547127473	0.3384020396951873	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-50752.81526390871	1.1031106167369518	25.911673922512488	-50751.1	-50805.4	-50708.6	635236.1597153993	551.7633003716795		0.0	0.0	0.0	0.0	0.0	0.0				-185.20527674750335	0.2765209787669142	7.321281311386189	-184.963	-199.677	-171.697	500000.0	701.0		
4	sims/sim_004/delphy-digested.log	670.3723252496434	0.0314732696685746	0.7044013958338262	670.0	670.0	672.0	699731.3503975502	500.906526198754	670.3719556630596	-35185.69115549217	0.9529380403452734	25.091633656379862	-35184.1	-35234.9	-35140.1	505544.598042266	693.3117302752714		5343.868031383737	0.2829991437366196	7.40557440234574	5344.24	5328.75	5357.15	511847.7118166779	684.7739902088967	5343.862899024934	-40529.56105563484	0.7435356494745338	19.43443730502731	-40528.4	-40569.6	-40495.6	513035.8012984021	683.1881890366072		2.303855905848788	0.0049990085280447	0.1323557723361093	2.30137	2.04658	2.58356	500000.00000000006	700.9999999999999	2.300086806512155	2023.690741797432	0.0050006899045962	0.1324002884821913	2023.69	2023.4	2023.93	500000.0	701.0000000000001	2023.6907374662303	23.076329386590626	0.0212291872333237	0.5620725503008339	23.0661	22.144	24.2996	500000.0	701.0000000000001	23.069496717701234	3.1509585877318096	0.0108217089070568	0.2760161453497614	3.13927	2.63413	3.69588	538779.1051067105	650.5449017563145	3.1390635811118446	0.5943827660485027	0.00010809255479138344	0.0028619022137811	0.594462	0.588833	0.599921	500000.00000000006	700.9999999999999	0.5943758736890781	0.0253980855920114	3.344406952756863e-05	0.0008854787159396384	0.0253346	0.0238725	0.0272796	500000.0	701.0	0.0253827032975155	0.2116944022824535	8.694169905674997e-05	0.0023019035999475	0.211682	0.207521	0.216491	500000.0	701.0	0.2116818880109117	0.1685247774607701	8.271035512941151e-05	0.0021898728261682	0.168452	0.164584	0.172906	500000.0	701.0	0.1685105552503466	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-40529.56105563484	0.7435356494745338	19.43443730502731	-40528.4	-40569.6	-40495.6	513035.8012984021	683.1881890366072		0.0	0.0	0.0	0.0	0.0	0.0				-186.3430998573466	0.2828955611272342	7.406071879630581	-185.939	-201.494	-173.081	511404.3795014865	685.3676152356477		
5	sims/sim_005/delphy-digested.log	807.3937232524964	0.0366239601338362	0.7394839376230502	807.0	807.0	809.0	859728.1306431611	407.6870204744744	807.3933850565189	-44721.52496433669	1.2641883202039654	27.923473741457585	-44720.8	-44776.6	-44667.6	718410.515296784	487.8826138217148		5320.041226818835	0.3040365610375699	8.049795000578829	5320.4	5304.84	5335.65	500000.0	701.0	5320.035136640389	-50041.566619115605	1.0267951797348835	22.1736768833131	-50040.2	-50084.2	-49997.4	751588.6894405441	466.3454957802781		2.9754282738944364	0.0074347285844926	0.1589600527008054	2.9726	2.6411	3.26575	766729.6592917525	457.13635275797947	2.971184308907113	2023.0190870185425	0.0074327828784849	0.1589400558886829	2023.02	2022.7	2023.32	766521.2333533282	457.26065338941095	2023.0190807749152	27.01006091298145	0.0295437533728393	0.6407392822139198	26.9818	25.8709	28.3427	745172.2267988606	470.3610620402364	27.002454128854293	1.5952719115549223	0.0041927401726566	0.111008685150946	1.59641	1.37802	1.80221	500000.0	701.0	1.5914015173495275	0.2401078616262482	0.00010380099459011976	0.0023596697832387	0.240122	0.23466	0.243786	678248.1057374105	516.7725453784003	0.2400962617433321	0.075022504136947	5.53354544814698e-05	0.001465083881009	0.0750528	0.0723043	0.0779062	500000.0	701.0	0.075008171324599	0.3437707004279599	9.879541997036474e-05	0.0026157475107483	0.343959	0.33825	0.348586	500000.0	701.0	0.3437607384000706	0.3410989472182597	9.603417080823448e-05	0.0025426395607604	0.34111	0.335991	0.345725	500000.0	701.0	0.3410894695696971	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-50041.566619115605	1.0267951797348835	22.1736768833131	-50040.2	-50084.2	-49997.4	751588.6894405441	466.3454957802781		0.0	0.0	0.0	0.0	0.0	0.0				-210.7651398002853	0.3039808588709177	8.048320207006018	-210.408	-225.907	-195.101	500000.0	701.0		
6	sims/sim_006/delphy-digested.log	866.6833095577746	0.0489106634730646	0.959742239760636	866.0	866.0	868.0	910302.870315846	385.0366855136772	866.68277870649	-44036.74636233953	1.2942868080234289	30.13942685670147	-44036.2	-44093.6	-43979.2	646366.8770050923	542.2616976043446		5317.730898716116	0.3497575636382437	8.401340931318494	5317.76	5301.41	5334.9	607470.27872945	576.9829607681971	5317.724260709123	-49354.47860199722	1.075672824011794	24.48476700265091	-49353.7	-49400.3	-49309.1	676482.341127934	518.1214330230605		3.4969732239657643	0.0073169090461832	0.1914008657418024	3.49041	3.14795	3.86849	512218.8298174394	684.2778507867862	3.4917611147080656	2022.4976319543475	0.0073350659969565	0.1913622810504113	2022.5	2022.13	2022.85	514971.7406731635	680.6198715716546	2022.4976229012216	27.810367617689	0.0275451166976489	0.6726438336977749	27.7852	26.493	29.0238	587769.3359301848	596.3223641895337	27.802243424730364	2.4957352353780315	0.006848227742373	0.1804471779941697	2.48574	2.14287	2.81584	504828.915691371	694.2946196336334	2.4892656564852267	0.0542405335235377	5.160124069980235e-05	0.0012758835839681	0.0542454	0.0517771	0.0568531	573305.6354882723	611.3667445488942	0.0542255231591578	0.3265163223965762	9.83032513097826e-05	0.002602716654165	0.32651	0.321317	0.331058	500000.0	701.0	0.3265059447344901	0.2244054507845932	9.341529546360214e-05	0.0023452760543699	0.224351	0.21988	0.228796	556078.4527509701	630.3067458666038	0.2243931994643568	0.3948377146932951	0.00010297226586350648	0.0027263353725301	0.39485	0.389605	0.399879	500000.0	701.0	0.3948283000490568	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-49354.47860199722	1.075672824011794	24.48476700265091	-49353.7	-49400.3	-49309.1	676482.341127934	518.1214330230605		0.0	0.0	0.0	0.0	0.0	0.0				-212.71716690442207	0.349938015867261	8.401840775102361	-212.654	-229.003	-195.548	608024.9191549001	576.4566368219964		
7	sims/sim_007/delphy-digested.log	795.4450784593438	0.0387352598010357	0.7860549220302466	795.0	795.0	797.0	851128.6030471661	411.806158017905	795.4446906168863	-42137.46233951496	0.9895139156867624	26.198770774331823	-42136.8	-42188.2	-42090.9	500000.00000000006	700.9999999999999		5326.575905848784	0.3202329441714062	7.509815278899851	5326.82	5312.53	5340.24	637325.8434119975	549.9541617888234	5326.570610976135	-47464.03737517836	0.7915971144693432	20.958645473858205	-47462.7	-47506.4	-47429.3	500000.0	701.0		2.9431615691868758	0.0063215417352648	0.1672886149596302	2.93425	2.66027	3.29041	500496.7599554196	700.3042338000746	2.9384364136981693	2023.0514122681864	0.0063142289013474	0.1671780784126974	2023.06	2022.7	2023.33	500000.0	701.0	2023.051405360599	25.526386019971454	0.0219182494632138	0.5803164406871114	25.503	24.601	26.815	500000.00000000006	700.9999999999999	25.51978881680629	2.6507684593437943	0.0082695433806316	0.197449556626942	2.64461	2.25616	3.01734	614806.932797374	570.0976701827736	2.643429927915494	0.3722165335235376	0.00010969439675434522	0.0027195697943882	0.372195	0.367361	0.377552	570238.4437380511	614.6551567137207	0.3722065999271848	0.2551027817403709	0.00010077532334378536	0.0024945523257899	0.255137	0.250419	0.260186	572019.9643644146	612.7408514306824	0.2550905882502142	0.0333604238231098	3.801396536785436e-05	0.00100647312714	0.0333743	0.031304	0.035326	500000.0	701.0	0.0333451733951296	0.339320256776034	9.661685553358486e-05	0.0024865691475371	0.339256	0.334841	0.344088	529166.9827338858	662.3618091007464	0.3393111441446519	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-47464.03737517836	0.7915971144693432	20.958645473858205	-47462.7	-47506.4	-47429.3	500000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-203.8144122681885	0.3206034113627068	7.51015618193366	-203.603	-217.78	-190.053	638743.3079466458	548.7337333157269		
8	sims/sim_008/delphy-digested.log	883.5606276747503	0.0427189877752824	0.9085685970734424	883.0	883.0	885.0	774844.3756705051	452.3488987020106	883.5601611038298	-40653.826818830246	1.1060444725639884	29.284080950700016	-40651.2	-40705.0	-40594.1	500000.0	701.0		5303.431055634804	0.3120966699699123	8.263197705164897	5304.2	5287.64	5319.44	500000.0	701.0	5303.424616567124	-45957.25748930103	0.9992991162570476	23.73633014393621	-45955.3	-46004.1	-45912.4	621229.2290116608	564.2039743648652		2.977245905848785	0.0075967235776064	0.1621803193422542	2.96712	2.66301	3.29863	769031.92266648	455.7678162236807	2.972854141451822	2023.0172039942915	0.0075991296211986	0.1621622751856684	2023.03	2022.7	2023.33	769690.3831048838	455.37791259143	2023.017197494903	28.30482539229673	0.0247821918084756	0.6561433369419388	28.2558	27.1093	29.5343	500000.0	701.0	28.297229920831334	3.1601302139800302	0.0104404733338419	0.2585793609225105	3.15443	2.7021	3.69045	571400.5890137458	613.4050379699	3.1495973139458906	0.0529911552068473	5.987880759106717e-05	0.0013067086073319	0.0530055	0.0502562	0.0553044	735998.290066364	476.2239324882072	0.0529750668560519	0.3313202667617684	0.00010188187947532604	0.0026974658613521	0.331332	0.326254	0.336363	500000.00000000006	700.9999999999999	0.3313092765797767	0.1118714422253923	7.38354937412002e-05	0.0018297241651559	0.111827	0.108372	0.115317	570751.6049101363	614.1025219809684	0.1118564882410719	0.5038171483594863	0.00010960265058651676	0.0027458754790225	0.503871	0.498505	0.508894	558429.6366627518	627.6529342078504	0.5038096618474697	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-45957.25748930103	0.9992991162570476	23.73633014393621	-45955.3	-46004.1	-45912.4	621229.2290116608	564.2039743648652		0.0	0.0	0.0	0.0	0.0	0.0				-226.7767960057061	0.3120107138576251	8.260921896430307	-225.988	-244.325	-212.644	500000.0	701.0		
9	sims/sim_009/delphy-digested.log	822.716119828816	0.0571505297707958	1.0752751337447797	822.0	822.0	825.0	990123.4308792785	353.9962686154581	822.7154181695562	-36047.557346647685	1.2312135384367058	30.71832996131683	-36047.1	-36107.8	-35987.9	563066.3643883348	622.4843502785893		5312.458930099852	0.3178769047797374	7.95321128035849	5312.57	5297.63	5327.26	559913.4935086977	625.9895574289376	5312.452976213757	-41360.01711840231	1.0317772178967624	25.323470622857943	-41358.4	-41411.4	-41314.6	581853.2154636809	602.3856029061991		3.4948116690442217	0.0075381999973581	0.1938363061001421	3.48493	3.13699	3.89589	530094.2380792071	661.2031877011801	3.489461893312293	2022.4996148359464	0.0075367281009937	0.1938969203604967	2022.51	2022.09	2022.85	529556.0146068733	661.8752130691988	2022.499605541408	27.43466276747504	0.0254546091633231	0.6624467258513128	27.4372	26.2449	28.8397	517510.2699449524	677.2812451379616	27.42665985622204	0.9901107931526382	0.0036698137161318	0.0971634727173113	0.989846	0.806513	1.16342	500000.0	701.0	0.9853379848136744	0.1180692168330956	7.193691748799318e-05	0.0018204763070048	0.118101	0.114436	0.121579	547295.1615085165	640.4222522887146	0.1180551780624769	0.4997697532097003	0.00010764201441693014	0.0028499735245466	0.499701	0.494193	0.505044	500000.0	701.0	0.4997616258994457	0.379011870185449	0.00010526653590851788	0.0027870793944729	0.379099	0.372813	0.383801	500000.0	701.0	0.3790016169966038	0.0031492173609129	1.1576283840845514e-05	0.0003064983746159818	0.00314188	0.00255434	0.00374827	500000.0	701.0	0.0031342573615842	0.001	1.0356191938126475e-10	1.1641532182693479e-10	0.001	0.001	0.001	276193387.5481095	1.2690383470493016	0.000999999999999938	-41360.01711840231	1.0317772178967624	25.323470622857943	-41358.4	-41411.4	-41314.6	581853.2154636809	602.3856029061991		0.0	0.0	0.0	0.0	0.0	0.0				-218.5876562054208	0.3177646093263102	7.953304391565211	-218.475	-233.54	-203.898	559504.8646045596	626.4467427780496		
