sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 155
117	sims/sim_117/delphy-digested.log	2251.485021398003	0.0606824549592613	1.4555186555279944	2251.0	2250.0	2254.0	2436905.8224338167	575.3197300828708	2251.484551142912	-62027.71611982887	2.4371782350662072	51.04683656110154	-62026.2	-62114.8	-61922.4	3195839.2682330804	438.695404345269		3281.5102853067037	0.5734422425289668	12.394893474512658	3281.77	3257.37	3303.28	3000832.6770417304	467.2036567470714	3281.486868292706	-65309.22681883023	1.9516042443114612	40.99303924391054	-65307.4	-65386.2	-65232.3	3177688.227047974	441.2012443720565		2.198827532097003	0.0032604737579545	0.0724639141759029	2.19726	2.06849	2.35342	2838349.386853297	493.9490559174291	2.1976372940835485	2023.7984308131288	0.0032373486878794	0.0722321645494201	2023.8	2023.64	2023.92	2816214.424690641	497.8314107435227	2023.798429524126	37.21986904422251	0.0297447953380515	0.621454913490005	37.2159	36.1328	38.4494	3211816.5497308737	436.5131003878404	37.21468941370923	4.137701198288156	0.007314900679391	0.1837155748602409	4.12638	3.79794	4.50147	2222659.463289708	630.7758894945299	4.1336414828992005	0.4738893509272467	0.00010344556816692275	0.0027388667158018	0.473886	0.468458	0.479214	2000000.0	701.0	0.4738814368422113	0.2805700385164054	0.00010492715736851804	0.002512966672026	0.280629	0.276042	0.285638	2444276.715445992	573.5848118751913	0.2805587884299052	0.213536146932953	0.00011440567188108068	0.0022888156210091	0.21364	0.209116	0.217735	3502849.7392065623	400.2455441658682	0.2135238639473914	0.0320045128388016	3.618438755485128e-05	0.0009580324847344924	0.0319438	0.0298844	0.0337416	2000000.0	700.9999999999999	0.0319902114553647	0.0020174054208273	2.265516172663803e-06	5.561854391387383e-05	0.00201708	0.0019062	0.00211741	2326178.9285748964	602.7051413705811	0.0020166375313835	0.0020174054208273	2.265516172663803e-06	5.561854391387383e-05	0.00201708	0.0019062	0.00211741	2326178.9285748964	602.7051413705811	0.0020166375313835	-65309.22681883023	1.9516042443114612	40.99303924391054	-65307.4	-65386.2	-65232.3	3177688.227047974	441.2012443720565		0.0	0.0	0.0	0.0	0.0	0.0				-476.3914279600575	0.5749493754087034	12.425478398951634	-476.096	-500.516	-454.508	3001794.719380642	467.053923090808		
118	sims/sim_118/delphy-digested.log	54.00285306704708	0.0020145430786894	0.0533378576184029	54.0	54.0	54.0	2000000.0	701.0	54.00282704543806	-30747.1455064194	0.8747189711448664	23.15941338289514	-30746.7	-30792.8	-30702.2	2000000.0	701.0		3271.301854493582	0.814073757824727	21.553746178051043	3271.6	3230.86	3314.98	2000000.0	701.0	3271.2307772137606	-34018.44978602003	0.113397008715289	2.983255665760866	-34018.2	-34023.7	-34012.8	2025677.4551518955	692.1141351671265		2.310137132667617	0.0195489150039517	0.50149474858109	2.19726	1.57923	3.40274	2130397.045082059	658.0932898102087	2.261523710976342	2023.6871326676169	0.0195473739477295	0.5016610607638827	2023.8	2022.59	2024.42	2128649.0794095863	658.6336909928181	2023.6870704754851	37.18301055634805	0.0617181780856034	1.6340754535365805	37.0121	34.1048	40.5607	2000000.0	701.0	37.1474614133511	3.6273862624821698	0.0471071476872791	1.0162557401719958	3.51032	1.91117	5.70826	3012420.5929582505	465.4064586058387	3.491314756942804	0.0934889098430813	6.659349677496446e-05	0.0017631563636597	0.0934452	0.089743	0.0965642	2000000.0	701.0	0.0934722988276018	0.1340567703281028	7.395240276755074e-05	0.0019402857489156	0.134069	0.129866	0.137506	2036672.5220459905	688.3777263276405	0.1340427241011478	0.174031997146933	8.084400048231479e-05	0.0021404584654228	0.17406	0.17007	0.178061	2000000.0	701.0	0.1740188305957756	0.5984223152639092	0.00010595661776083364	0.0028053502807978	0.598481	0.592576	0.603706	2000000.0	701.0	0.5984157398212341	4.9207729957204e-05	3.0143711833141546e-07	7.22969588296288e-06	4.90014e-05	3.55827e-05	6.27681e-05	2437257.4928311934	575.236717549853	4.867195077900502e-05	4.9207729957204e-05	3.0143711833141546e-07	7.22969588296288e-06	4.90014e-05	3.55827e-05	6.27681e-05	2437257.4928311934	575.236717549853	4.867195077900502e-05	-34018.44978602003	0.113397008715289	2.983255665760866	-34018.2	-34023.7	-34012.8	2025677.4551518955	692.1141351671265		0.0	0.0	0.0	0.0	0.0	0.0				-488.7491597717543	0.8141363590404807	21.55540363318003	-488.403	-529.278	-444.867	2000000.0	701.0		
119	sims/sim_119/delphy-digested.log	182.0285306704708	0.0068630528237754	0.174842038306554	182.0	182.0	182.0	2160185.1445134883	649.0184434240961	182.028447045596	-29655.060912981466	0.923796068550747	24.45879847123794	-29654.9	-29699.5	-29609.1	2000000.0	701.0		3260.377760342373	0.7446655462776163	19.71606628728022	3260.92	3223.93	3295.96	2000000.0	701.0000000000001	3260.318113771394	-32915.44065620542	0.2414701689319503	6.393261876122939	-32915.1	-32926.9	-32903.7	2000000.0	701.0000000000001		1.947990599144079	0.0100656458321846	0.2665021115100265	1.91802	1.50545	2.46027	2000000.0	701.0	1.9306352142448957	2024.0465192582049	0.0100610674359769	0.2663808920683355	2024.08	2023.49	2024.44	2000000.0	701.0000000000001	2024.04650172803	36.37974878744652	0.0423376484762296	1.1209487104349942	36.3763	34.3685	38.5451	2000000.0	700.9999999999999	36.36251676653274	9.780747061340945	0.0630628122724443	1.6696765322925256	9.73534	7.00945	13.0893	2000000.0	701.0000000000001	9.639851628134036	0.6622821711840223	0.00010553673451313052	0.0027942332820256	0.662255	0.657124	0.667679	2000000.0	701.0	0.6622762768322924	0.1340714236804564	8.163643587816774e-05	0.0019915105282843	0.134086	0.129747	0.137515	2355867.5593418228	595.109854304241	0.1340566067316217	0.0752509312410841	6.27118702763592e-05	0.0015643284752481	0.0752101	0.0723499	0.0782967	2253157.8498268523	622.2378073101887	0.0752347118866208	0.128395517831669	7.36227262300905e-05	0.0019492650866684	0.128409	0.124432	0.131987	2000000.0	701.0	0.1283807226211712	0.0001677776077032811	5.097378320984797e-07	1.3429775190088869e-05	0.000167981	0.000143811	0.000195385	2019780.9102971489	694.1346919620796	0.00016723850048115964	0.0001677776077032811	5.097378320984797e-07	1.3429775190088869e-05	0.000167981	0.000143811	0.000195385	2019780.9102971489	694.1346919620796	0.00016723850048115964	-32915.44065620542	0.2414701689319503	6.393261876122939	-32915.1	-32926.9	-32903.7	2000000.0	701.0000000000001		0.0	0.0	0.0	0.0	0.0	0.0				-498.061430813124	0.7455574988055031	19.739681983294247	-497.454	-534.688	-462.441	2000000.0	701.0		
121	sims/sim_121/delphy-digested.log	696.1954350927247	0.0180570854742262	0.478086700750625	696.0	696.0	697.0	2000000.0	701.0	696.1952711400096	-35790.7721825963	1.2051734874717863	31.21172798693033	-35791.9	-35852.5	-35734.9	2090313.980640994	670.712635988818		3262.4106134094177	0.6562244231404407	16.55601651321653	3262.04	3231.19	3293.87	2202627.673734992	636.5124785809267	3262.3685837696644	-39053.18373751782	0.6271099220882198	16.53977936644814	-39052.6	-39083.0	-39021.1	2015468.125474496	695.6200310386606		1.9000100285306711	0.0046267282724096	0.1136503933717153	1.8907	1.69945	2.12329	2323561.197900467	603.3841507023035	1.896665210545552	2024.09718972896	0.0046115898426859	0.1137479712559491	2024.11	2023.88	2024.31	2304422.186080889	608.3954617640484	2024.0971865327729	35.91647560627673	0.0302421959533985	0.8007046157447497	35.9114	34.5051	37.5021	2000000.0	701.0000000000001	35.90756959808893	8.25921570613409	0.0351458644619705	0.8378372796633531	8.22116	6.72389	9.90751	2467045.234073368	568.2911608739095	8.217048056306538	0.6652130242510699	9.94379638692768e-05	0.0026327597629911	0.665367	0.659811	0.67011	2000000.0	701.0	0.665207811649495	0.0428097817403708	4.434142473341005e-05	0.0011740015013273	0.0427773	0.0404774	0.0451136	2000000.0	701.0	0.0427937044299931	0.1320435563480742	7.64562712276907e-05	0.0018731181677873	0.132065	0.128459	0.135694	2335844.288379511	600.2112413805785	0.1320302681577696	0.1599336333808844	7.677345883641566e-05	0.0020326851579093	0.15981	0.156174	0.163932	2000000.0	701.0	0.159920736963328	0.0006472106476462205	1.130049700989377e-06	2.979191546750438e-05	0.0006474	0.000582368	0.000697943	2017187.4105023504	695.0271416034927	0.0006465224103621161	0.0006472106476462205	1.130049700989377e-06	2.979191546750438e-05	0.0006474	0.000582368	0.000697943	2017187.4105023504	695.0271416034927	0.0006465224103621161	-39053.18373751782	0.6271099220882198	16.53977936644814	-39052.6	-39083.0	-39021.1	2015468.125474496	695.6200310386606		0.0	0.0	0.0	0.0	0.0	0.0				-495.8363723252496	0.6570128589785391	16.56688703321272	-496.187	-526.984	-464.023	2205027.098623662	635.819850411409		
122	sims/sim_122/delphy-digested.log	473.0271041369472	0.0061332682625136	0.1623868919605551	473.0	473.0	473.0	2000000.0	701.0	473.0270763009165	-45691.676747503625	1.165916482172114	29.83328873792615	-45688.5	-45751.0	-45639.1	2141315.3708811738	654.7377462774492		3262.687018544937	0.7339022608485088	18.865999557876403	3264.24	3224.56	3296.17	2121606.439723297	660.8200153195477	3262.6323916375063	-48954.36447931526	0.4926967996123369	12.554268279847651	-48953.5	-48978.8	-48932.5	2159358.1808218886	649.2669963008984		1.83991232524964	0.0048167408147376	0.1275299786149414	1.83333	1.60655	2.07945	2000000.0	701.0	1.8355451388133912	2024.1572610556332	0.0048201095503988	0.1276191717605995	2024.16	2023.92	2024.39	2000000.0	701.0	2024.1572570325136	36.32130970042799	0.0361816432911963	0.9338919849841616	36.2792	34.6664	38.185	2104414.534727057	666.2185500357416	36.30934691053556	0.9376285263908706	0.0039703935892536	0.0911309151999694	0.932943	0.778404	1.12545	2661237.72946284	526.8225324172703	0.9332064543782544	0.273930774607703	0.00010160779988115964	0.0025519304668625	0.273926	0.268753	0.278541	2222615.994005195	630.7882260280014	0.2739188860758649	0.2224279001426532	8.800018799484424e-05	0.0023299285813256	0.222379	0.218007	0.22672	2000000.0	701.0	0.2224157004377002	0.2511199457917262	0.00010372474391698498	0.0024535971490594	0.251199	0.246573	0.256022	2505568.2636840222	559.5537029745865	0.251107950539613	0.2525213680456492	0.00010856963262154527	0.0026051134723791	0.252602	0.247552	0.257178	2435070.057327107	575.7534555449001	0.2525079204073523	0.00043499493295292495	8.616160082237619e-07	2.281249403473509e-05	0.000434742	0.000393185	0.000478075	2000000.0	700.9999999999999	0.0004343991240788272	0.00043499493295292495	8.616160082237619e-07	2.281249403473509e-05	0.000434742	0.000393185	0.000478075	2000000.0	700.9999999999999	0.0004343991240788272	-48954.36447931526	0.4926967996123369	12.554268279847651	-48953.5	-48978.8	-48932.5	2159358.1808218886	649.2669963008984		0.0	0.0	0.0	0.0	0.0	0.0				-497.9733366619123	0.7341567743130637	18.8742295756497	-496.455	-533.066	-461.459	2121227.106338495	660.9381880000715		
123	sims/sim_123/delphy-digested.log	1269.3295292439373	0.0280921941288358	0.7054695066155424	1269.0	1269.0	1271.0	2223119.6762031694	630.6453111847102	1269.3293334193452	-34624.96633380886	1.539919010228182	38.42581092993872	-34623.4	-34701.7	-34556.2	2251633.447122851	622.6590752555586		3267.580656205419	0.5957985925868277	14.805190645867604	3267.92	3241.0	3296.49	2270486.642620275	617.4887681268232	3267.5471082652107	-37892.54679029954	1.00530513915571	25.295697948835176	-37890.6	-37938.2	-37842.0	2214371.509584163	633.1367586386992		1.5658157203994294	0.002367208984228	0.0626751828149016	1.5601	1.44808	1.68305	2000000.0	701.0	1.5645717197099498	2024.4316833095515	0.0023713227891595	0.062784100584118	2024.44	2024.3	2024.54	2000000.0	701.0	2024.431682335938	35.0277362339515	0.0259255738012086	0.6487354627723202	35.0028	33.859	36.2743	2239079.3775889254	626.1501999583842	35.02173322384335	2.5296823965763178	0.008494672091039	0.2145312359627085	2.52373	2.1418	2.97306	2198164.46044491	637.8048709404728	2.520650101788155	0.1775016305278175	7.60502000101763e-05	0.0020135358645977	0.177409	0.173868	0.181687	2000000.0	701.0	0.1774902076829292	0.7672963723252495	8.562062056473784e-05	0.0022669261913309	0.767282	0.762607	0.771119	2000000.0	701.0000000000001	0.7672930236180177	0.0542184827389443	4.7936903660897416e-05	0.0012691968561056	0.0541773	0.0514484	0.0563823	2000000.0	701.0	0.0542036257945646	0.0009835269443651926	5.920893447806543e-06	0.00015676397045691085	0.000974737	0.000672692	0.00127226	2000000.0	701.0	0.0009711250194358708	0.0012082791583452	1.6154681067052711e-06	4.048911355775653e-05	0.00120679	0.00113988	0.00129662	2231866.702830539	628.1737158504716	0.0012076018694642	0.0012082791583452	1.6154681067052711e-06	4.048911355775653e-05	0.00120679	0.00113988	0.00129662	2231866.702830539	628.1737158504716	0.0012076018694642	-37892.54679029954	1.00530513915571	25.295697948835176	-37890.6	-37938.2	-37842.0	2214371.509584163	633.1367586386992		0.0	0.0	0.0	0.0	0.0	0.0				-491.67766048502114	0.5965830249146776	14.826087902696678	-491.352	-518.337	-462.734	2270056.4443823	617.6057883800748		
124	sims/sim_124/delphy-digested.log	1209.3138373751783	0.0321143610093265	0.6054387090905982	1209.0	1209.0	1211.0	3944629.466761332	355.4199480112608	1209.3136859147137	-48062.48873038519	1.578598393324674	39.35716767764032	-48060.5	-48128.9	-47981.2	2255504.263393113	621.5904898760303		3259.1794579172606	0.6099581517267264	15.087742651365	3259.84	3229.16	3285.87	2291392.8711697934	611.8549191803395	3259.144512525588	-51321.66604850213	1.032012453385629	26.13862783734288	-51320.4	-51369.4	-51271.5	2185507.588016128	641.4985734607543		2.0973763766048497	0.00409342166301	0.1012317585124887	2.09589	1.90162	2.27671	2292384.263934251	611.5903088576651	2.094940767094861	2023.897332382308	0.0041108233233218	0.1013104194379531	2023.9	2023.72	2024.09	2308327.3343511163	607.366199384417	2023.897329846661	36.98137888730383	0.0304526097779229	0.7624229051436839	36.9431	35.6262	38.438	2236686.818021676	626.8199860184509	36.97353731406822	3.158780470756062	0.0083504344124368	0.2018392727695842	3.15901	2.74857	3.52204	2399688.148659706	584.2425820134407	3.1523006884039946	0.5656085435092723	0.0001099548310991462	0.0027780825503711	0.565601	0.559839	0.570423	2196273.14861972	638.3541140504802	0.5656017225090032	0.1441109329529243	7.587000269492706e-05	0.0020087648875758	0.144023	0.140654	0.148206	2000000.0	701.0	0.1440969339134449	0.2090691768901572	9.660956338466368e-05	0.0022317338455123	0.209188	0.204907	0.213623	2627262.4139208407	533.6353127770366	0.2090572591065092	0.0812113793152639	5.965286699725393e-05	0.0015793934415576	0.081132	0.0784149	0.0843911	2000000.0	701.0	0.0811960335591063	0.0010911760784593	1.5071026658247869e-06	3.91419373496326e-05	0.00108985	0.00102406	0.00117105	2078495.3380883925	674.5264106723615	0.0010904734191847	0.0010911760784593	1.5071026658247869e-06	3.91419373496326e-05	0.00108985	0.00102406	0.00117105	2078495.3380883925	674.5264106723615	0.0010904734191847	-51321.66604850213	1.032012453385629	26.13862783734288	-51320.4	-51369.4	-51271.5	2185507.588016128	641.4985734607543		0.0	0.0	0.0	0.0	0.0	0.0				-499.96805706134177	0.6106777852261712	15.105443083501612	-499.395	-529.948	-473.194	2291423.272727534	611.8468013686388		
125	sims/sim_125/delphy-digested.log	469.1198288159772	0.0179152542129948	0.4066746596572295	469.0	469.0	470.0	2720819.5522747594	515.2859177404281	469.1196529181518	-34429.18188302423	1.168167164676251	30.92886647452139	-34428.6	-34489.6	-34370.6	2000000.0	701.0		3257.707261055637	0.7198263472859977	19.05841360507416	3257.87	3223.17	3296.36	2000000.0	701.0	3257.651458341882	-37686.88716119827	0.6112657946730523	14.320179424094194	-37686.4	-37711.4	-37657.6	2554531.624213226	548.8285941387803		2.788869115549214	0.0085364322415529	0.2239218695794841	2.77808	2.34247	3.20274	2037547.704300615	688.0820493384394	2.7799687459466007	2023.2084450784605	0.0085316897935208	0.2238414459608542	2023.22	2022.79	2023.65	2036747.170884915	688.3524965893861	2023.2084326956112	38.82424536376608	0.0412592198029218	1.0923957965595372	38.8093	36.7255	40.8217	2000000.0	701.0000000000001	38.80889106916751	5.377474422253933	0.0238915507632943	0.6325623642854715	5.36217	4.24462	6.69203	2000000.0	701.0	5.340755936558406	0.544513142653352	0.00010490019432433798	0.0027773799864713	0.544584	0.539324	0.549594	2000000.0	701.0	0.5445060602681069	0.2000361298145505	8.589163694111718e-05	0.0022741017305269	0.200122	0.195554	0.204242	2000000.0	701.0	0.2000231905682173	0.2515030356633381	9.291424980367954e-05	0.0024600352699504	0.251554	0.246599	0.25588	2000000.0	701.0	0.2514909909651795	0.0039476999144079	1.3371133122347778e-05	0.00035401953037064607	0.00395297	0.00323353	0.00459049	2000000.0	701.0	0.003931797271535	0.0004037071312410844	8.036692942273806e-07	2.1278273390321004e-05	0.000403814	0.000360041	0.000440408	2000000.0	701.0	0.0004031444119243463	0.0004037071312410844	8.036692942273806e-07	2.1278273390321004e-05	0.000403814	0.000360041	0.000440408	2000000.0	701.0	0.0004031444119243463	-37686.88716119827	0.6112657946730523	14.320179424094194	-37686.4	-37711.4	-37657.6	2554531.624213226	548.8285941387803		0.0	0.0	0.0	0.0	0.0	0.0				-501.45857061341	0.7202111286473656	19.068601232106477	-501.237	-535.869	-462.974	2000000.0	700.9999999999999		
126	sims/sim_126/delphy-digested.log	1273.679029957204	0.0954019884136012	1.57584374534189	1273.0	1272.0	1277.0	5138502.381458362	272.84214269491054	1273.67805587806	-51528.26547788874	1.9198840410348568	48.69967796309288	-51528.8	-51614.8	-51427.3	2178942.811977746	643.4312971837275		3251.0062054208247	0.6056458998187977	14.92981842023287	3251.82	3221.5	3279.89	2307153.685345325	607.675166550578	3250.971899875421	-54779.27246790301	1.5008870588884962	38.26252170750308	-54778.0	-54855.1	-54705.8	2157232.0394809614	649.9069058594768		5.226631954350926	0.0118509944000352	0.296650237760829	5.21037	4.70137	5.79233	2237526.5534591214	626.5847427967133	5.218290692477074	2020.7678744650525	0.0118578403814085	0.2968655164358331	2020.78	2020.2	2021.29	2236864.656373196	626.7701516966936	2020.7678526584516	43.52206704707557	0.0426241539296109	1.0173485715992612	43.54	41.6194	45.5301	2461047.5079991478	569.6761218314871	43.5101914356696	0.8988180328102706	0.002027776314226	0.0536882261129579	0.897425	0.801678	1.00711	2000000.0	701.0000000000001	0.8972207629017138	0.2837971069900143	9.246548608111431e-05	0.0024355797966153	0.283847	0.278767	0.287972	2020703.5384757128	693.8177586691303	0.2837866509636584	0.0372804572039943	3.976294493666289e-05	0.0010527798178227	0.0372631	0.0351649	0.0391181	2000000.0	700.9999999999999	0.0372655793606261	0.4019534208273891	0.00010044257629235864	0.0026593582879466	0.401959	0.396857	0.406903	2000000.0	701.0	0.4019446243352363	0.2769690099857347	9.778932912160164e-05	0.002589109842383	0.277043	0.271377	0.281453	2000000.0	701.0	0.2769568949576173	0.0009751130171184016	1.3915837368299182e-06	3.67788000097988e-05	0.000974053	0.000904306	0.00104391	2007111.9293545675	698.5161014168477	0.0009744196980606576	0.0009751130171184016	1.3915837368299182e-06	3.67788000097988e-05	0.000974053	0.000904306	0.00104391	2007111.9293545675	698.5161014168477	0.0009744196980606576	-54779.27246790301	1.5008870588884962	38.26252170750308	-54778.0	-54855.1	-54705.8	2157232.0394809614	649.9069058594768		0.0	0.0	0.0	0.0	0.0	0.0				-509.1278815977174	0.6064151032521334	14.949517956593889	-508.33	-538.676	-480.205	2306925.946695859	607.7351559585354		
127	sims/sim_127/delphy-digested.log	635.5320970042796	0.0353812600415039	0.8227574608015709	635.0	635.0	637.0	2592692.1109614964	540.7506715018584	635.5315651697367	-30847.232667617664	1.323703741910334	35.04691582897188	-30847.8	-30922.3	-30786.2	2000000.0	701.0		3275.064350927244	0.701260243958736	18.566849941774457	3275.41	3236.5	3308.73	2000000.0	700.9999999999999	3275.0116914753785	-34122.2960057061	0.7528460732466297	19.53615655532916	-34121.3	-34159.9	-34084.2	2082006.77710358	673.3887782778578		2.199458116975749	0.0061928036726497	0.1495712386527466	2.19452	1.87431	2.46301	2403402.215683526	583.3397301754889	2.194420844000208	2023.79757489301	0.0061732386040196	0.1495198159171149	2023.8	2023.53	2024.11	2389883.0919025326	586.6395744420699	2023.797569369625	36.60486633380879	0.0355398877638264	0.9350268551752356	36.5659	34.8513	38.4729	2025498.605142301	692.1752483268201	36.5929570498902	18.89948174037088	0.064341947103763	1.7035434236113636	18.7994	15.8237	22.3763	2000000.0	701.0	18.823194803450512	0.6320442553495008	0.0001072978461825205	0.0028408611871257	0.632075	0.625993	0.637062	2000000.0	701.0	0.6320378702353587	0.3130831597717545	0.0001048863057833468	0.0027770122678435	0.313012	0.307738	0.318453	2000000.0	701.0	0.3130708494324857	0.0473771820256775	5.309060230273493e-05	0.0011932248401556	0.0473686	0.0449318	0.0495568	2775484.1195746544	505.1371002673429	0.0473621465043572	0.0074954124536376	1.878279976757629e-05	0.000497301005974565	0.00745209	0.00654552	0.00849658	2000000.0	701.0	0.0074790167634532	0.0005806253095577746	1.0836466420669242e-06	2.8506535392423037e-05	0.000579451	0.000531432	0.000638607	2025977.032605136	692.0117935380617	0.0005799274792120145	0.0005806253095577746	1.0836466420669242e-06	2.8506535392423037e-05	0.000579451	0.000531432	0.000638607	2025977.032605136	692.0117935380617	0.0005799274792120145	-34122.2960057061	0.7528460732466297	19.53615655532916	-34121.3	-34159.9	-34084.2	2082006.77710358	673.3887782778578		0.0	0.0	0.0	0.0	0.0	0.0				-481.6143009985735	0.701457949247667	18.572084466975724	-481.31	-520.324	-447.952	2000000.0	701.0000000000001		
128	sims/sim_128/delphy-digested.log	589.1241084165478	0.0190178556877655	0.3928798674942632	589.0	589.0	590.0	3285122.429442803	426.772526781535	589.1239776146044	-34576.01298145509	1.2600233242208894	33.36088732255181	-34576.1	-34640.4	-34511.8	2000000.0	701.0		3246.623580599146	0.7136154835254408	18.893972263235923	3247.09	3210.78	3285.24	2000000.0	701.0	3246.568573007993	-37822.63780313836	0.6500171677520401	17.210117502371077	-37822.0	-37857.0	-37791.6	2000000.0	701.0		2.8404199286733207	0.0081315491066998	0.2152941840903883	2.8274	2.44658	3.27671	2000000.0	701.0	2.8323506254341195	2023.154236804563	0.0081230685299848	0.2150696488004747	2023.17	2022.7	2023.53	2000000.0	701.0	2023.1542253728985	39.575639087018494	0.0410084438766936	1.0857561516752754	39.5246	37.5249	41.6494	2000000.0	701.0	39.56076618565782	0.4752097004279604	0.0015818366051667	0.0401017761085068	0.473584	0.400852	0.553045	2181443.857598869	642.6935972320606	0.473529607502974	0.404680245363766	0.00010995134359366242	0.0029111162581725	0.404711	0.399077	0.410288	2000000.0	701.0000000000001	0.4046697763668916	0.0133080353780313	2.6898343541892175e-05	0.000660505552369784	0.0133091	0.0120686	0.0146179	2325124.113583925	602.978564373912	0.0132916245817186	0.5064211340941507	0.0001105585496390917	0.0028723330961127	0.506494	0.501156	0.51211	2077127.1120704652	674.9707284897439	0.506412989081551	0.0755905985734665	5.837281309796248e-05	0.0015455022166233	0.0756664	0.0723642	0.0782956	2000000.0	701.0	0.0755747636463289	0.0004964938002853058	9.22221431749547e-07	2.4417107748337996e-05	0.000494409	0.000446623	0.000542536	2000000.0	701.0000000000001	0.0004958956434189665	0.0004964938002853058	9.22221431749547e-07	2.4417107748337996e-05	0.000494409	0.000446623	0.000542536	2000000.0	701.0000000000001	0.0004958956434189665	-37822.63780313836	0.6500171677520401	17.210117502371077	-37822.0	-37857.0	-37791.6	2000000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-514.0430057061343	0.7139968443922972	18.90406932792948	-513.596	-549.907	-475.439	2000000.0	701.0000000000001		
