sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
0	sims/sim_000/delphy-digested.log	1392.4679029957204	0.03196346618265453	0.7444783116318058	1392.0	1392.0	1394.0	2584351.90998065	542.4957779881058	1392.4677041111443	-54762.638801711866	1.5740065410787387	41.67403400837089	-54761.8	-54833.8	-54667.0	2000000.0	701.0	NaN	3257.736818830243	0.5621209624666346	14.882942030623346	3258.09	3224.49	3284.72	2000000.0	701.0	3257.7028035540543	-58020.37203994294	1.1198606341693245	28.908010183818963	-58019.8	-58070.3	-57959.8	2103970.141909367	666.3592662620563	NaN	2.3913351355206856	0.005355578957485971	0.12095365067127638	2.38082	2.18082	2.61918	2748671.9135728213	510.0645126386258	2.388308072958822	2023.6059201141236	0.0053732252825213446	0.12112953826208957	2023.62	2023.38	2023.82	2758785.8418717193	508.19457557053516	2023.605916488775	37.601431383737506	0.02820949307413295	0.7204371207080392	37.6186	36.1604	38.8891	2149544.3685607226	652.2312451446359	37.59454060883201	0.21237277318116976	7.30973745159405E-4	0.018645421956340873	0.211729	0.17163	0.244665	2154800.849966522	650.640174019693	0.21155191589958078	0.2505191340941514	9.443090196895169E-5	0.0023989032400565033	0.250554	0.245794	0.254808	2172455.1908810143	645.3527814451422	0.2505076489534433	0.21161882025677642	8.135128233764561E-5	0.0021538894650640662	0.211607	0.207512	0.215621	2000000.0	701.0	0.21160785683452052	0.09830878116975747	6.380375257786312E-5	0.0016892939675961	0.0982772	0.09531	0.101801	2000000.0	701.0	0.09829427276932896	0.4395532810271043	1.0451218951487155E-4	0.00276580679640089	0.439623	0.434577	0.445169	2001880.8593230685	700.3413781947459	0.4395445752286956	0.001232274051355207	1.586773035678269E-6	4.159555514177006E-5	0.00123279	0.00115736	0.00131422	2040251.884090235	687.170055292052	0.0012315715003266366	0.001232274051355207	1.586773035678269E-6	4.159555514177006E-5	0.00123279	0.00115736	0.00131422	2040251.884090235	687.170055292052	0.0012315715003266366	-58020.37203994294	1.1198606341693245	28.908010183818963	-58019.8	-58070.3	-57959.8	2103970.141909367	666.3592662620563	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-501.89079315263865	0.5627978961438187	14.900864800563019	-501.517	-535.223	-474.802	2000000.0	701.0	NaN	
1	sims/sim_001/delphy-digested.log	1422.663338088445	0.03407438258613205	0.9021671395067699	1422.0	1422.0	1424.0	2000000.0	701.0	1422.6630522006242	-42943.88559201137	1.5247331827855226	40.36945263867857	-42944.1	-43024.6	-42864.4	1999999.9999999998	701.0000000000001	NaN	3286.8076319543516	0.5567554583732461	14.25812867121057	3287.6	3260.5	3314.97	2137725.4190789633	655.8372686628998	3286.7766938558393	-46230.693009985735	1.049893005783581	27.79739199710274	-46231.4	-46287.2	-46176.1	2000000.0	701.0	NaN	1.498001169757486	0.0022557592812352074	0.05972439538705743	1.49452	1.3825	1.60927	2000000.0	701.0	1.4968192897499146	2024.4966904422263	0.002257316528016609	0.059765624532512586	2024.5	2024.39	2024.61	1999999.9999999998	701.0000000000001	2024.496689560003	33.888930955777475	0.023108848964161974	0.6118392347784053	33.8796	32.7752	35.1335	2000000.0	701.0	33.88340906115889	8.371710114122685	0.018234092279063162	0.4827732045072661	8.35615	7.40408	9.26396	2000000.0	701.0	8.357822149484264	0.003694631098430816	1.461523864838028E-5	3.510653117017315E-4	0.0036918	0.00309836	0.00443283	2429875.3596189804	576.9843273853529	0.0036779904454594904	0.6223972296718979	1.0314142995637861E-4	0.0027308142294905262	0.622405	0.617198	0.627673	2000000.0	701.0	0.6223912377196134	0.2796931540656204	9.671365082651197E-5	0.0025606297486382022	0.27966	0.275154	0.285029	2000000.0	701.0	0.2796814418808942	0.09421494336661917	6.281876269978414E-5	0.00156936055724776	0.0941877	0.0913657	0.0971051	2246370.066147532	624.1180031411275	0.0942018674341365	0.0013999177888730386	1.6873972474846534E-6	4.467621222803059E-5	0.00139845	0.00132172	0.00149922	2000000.0000000002	700.9999999999999	0.001399205441393632	0.0013999177888730386	1.6873972474846534E-6	4.467621222803059E-5	0.00139845	0.00132172	0.00149922	2000000.0000000002	700.9999999999999	0.001399205441393632	-46230.693009985735	1.049893005783581	27.79739199710274	-46231.4	-46287.2	-46176.1	2000000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-470.6597232524961	0.5577171611996353	14.282628620220795	-469.83	-497.003	-442.521	2137763.917116107	655.8254579819695	NaN	
2	sims/sim_002/delphy-digested.log	215.02139800285306	0.0054655095861691864	0.14470704314405852	215.0	215.0	215.0	2000000.0	701.0	215.02134945376173	-37678.41169757493	0.939619463382116	24.877745069543145	-37678.1	-37726.3	-37630.9	1999999.9999999998	701.0000000000001	NaN	3255.149343794578	0.7540557128740054	19.964684137242973	3255.55	3219.47	3297.73	2000000.0	701.0	3255.0881069686234	-40933.56134094151	0.25431296828350114	6.73329309681242	-40933.6	-40947.7	-40921.9	1999999.9999999998	701.0000000000001	NaN	1.997971997146934	0.008468887387100749	0.22422568888589023	1.97267	1.60928	2.42466	2000000.0000000002	700.9999999999999	1.9858944343668037	2023.9991726105566	0.008466464318598954	0.2241615339956266	2024.02	2023.55	2024.37	2000000.0	701.0	2023.9991601966865	36.50002039942944	0.04076081031097088	1.079199705199383	36.4591	34.5154	38.6116	2000000.0	701.0	36.48410703107005	10.636960784593443	0.06889044400580868	1.8159626754175944	10.432	7.38244	13.9737	2017679.33215156	694.857690049772	10.48999804273115	0.12209169472182589	8.316606792790139E-5	0.001979235713486699	0.122069	0.118399	0.12594	2475399.582095816	566.3732070330989	0.12207565014937265	0.40810840228245376	1.0855977955601428E-4	0.002874272645699042	0.408135	0.402616	0.413552	2000000.0000000002	700.9999999999999	0.4080982769415246	0.34424042082738926	1.0188470031730473E-4	0.0026402937169075825	0.344135	0.338922	0.349349	2087668.1901206686	671.5626585846305	0.34423029870927724	0.12555947931526384	6.875409452885534E-5	0.0018203612239475607	0.125494	0.121847	0.128782	2000000.0	701.0	0.12554629308413037	1.974803723252499E-4	5.511073432184989E-7	1.4591340991433869E-5	1.98025E-4	1.73071E-4	2.26833E-4	2000000.0	701.0	1.969401088919176E-4	1.974803723252499E-4	5.511073432184989E-7	1.4591340991433869E-5	1.98025E-4	1.73071E-4	2.26833E-4	2000000.0	701.0	1.969401088919176E-4	-40933.56134094151	0.25431296828350114	6.73329309681242	-40933.6	-40947.7	-40921.9	1999999.9999999998	701.0000000000001	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-503.1056019971465	0.7547158130493049	19.982161216573633	-502.545	-539.262	-460.951	2000000.0	701.0	NaN	
3	sims/sim_003/delphy-digested.log	4919.208273894436	0.1555673189092026	2.9371913014697912	4919.0	4913.0	4924.0	3932966.804958451	356.47389605028997	4919.207397216294	-101527.36233951498	3.7164609064039813	82.40588775775032	-101525.0	-101670.0	-101363.0	2851613.5296753473	491.65147570316657	NaN	3180.853323823114	0.4694883434100486	11.674631502948227	3180.35	3156.01	3201.11	2267311.958797874	618.3533741617712	3180.831900642869	-104708.19258202567	3.3623084879364424	73.29880418517622	-104706.0	-104841.0	-104561.0	2950049.806956085	475.24621336702415	NaN	3.044581954350929	0.0037893061941898553	0.09350680207927828	3.0411	2.85205	3.21096	2302401.2072857036	608.9294930716334	3.0431478176804925	2022.9526961483593	0.0037814515114283896	0.09345181300105411	2022.96	2022.77	2023.13	2295565.174008008	610.742842710119	2022.952693989857	41.2967432239658	0.023279796319053272	0.5234159105898395	41.2772	40.3559	42.3055	2773400.0949016	505.51667701220833	41.293426657715386	0.36406974607703274	5.1934034749586E-4	0.013750265160080705	0.362815	0.337468	0.391101	1999999.9999999998	701.0000000000001	0.36381175898919815	0.39902591583452246	9.77116532052842E-5	0.0025870532633968713	0.399009	0.394173	0.404168	2000000.0	701.0	0.39901753119363625	0.18922018402282467	7.767596607337163E-5	0.002056580304659177	0.189111	0.185462	0.193602	2000000.0	701.0	0.18920901362828296	0.2916714151212553	9.332918947983543E-5	0.0024642974120519415	0.291731	0.286547	0.296378	2010929.106159523	697.1901673239704	0.29166099652631833	0.12008244222539244	6.246241186896976E-5	0.0016537800882943175	0.120067	0.116894	0.122894	1999999.9999999998	701.0000000000001	0.12007103818489435	0.003966820770328102	2.9216585397271337E-6	7.285463397061081E-5	0.00396912	0.00382668	0.00410414	2254719.7436364726	621.8067695361627	0.003966151155765308	0.003966820770328102	2.9216585397271337E-6	7.285463397061081E-5	0.00396912	0.00382668	0.00410414	2254719.7436364726	621.8067695361627	0.003966151155765308	-104708.19258202567	3.3623084879364424	73.29880418517622	-104706.0	-104841.0	-104561.0	2950049.806956085	475.24621336702415	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-576.2914379457909	0.4714259878148311	11.719785263791959	-576.769	-601.275	-555.951	2268484.1249424666	618.033859961686	NaN	
4	sims/sim_004/delphy-digested.log	4873.206847360913	0.627142491631882	4.760603770273436	4873.0	4864.0	4882.0	2.433080036127313E7	57.62243654884189	4873.204522164261	-91704.25905848773	6.688369304967754	91.62560746120367	-91704.8	-91881.1	-91535.1	7470587.725639445	187.66930414166254	NaN	3267.4611412268173	0.46776445831015645	10.111818432778938	3267.59	3247.13	3285.46	3000156.627209721	467.3089355684481	3267.4454895136146	-94971.71883024243	6.6871392246368915	84.89695003094926	-94973.2	-95127.7	-94810.5	8698503.998032145	161.17714038151541	NaN	2.9081391726105545	0.004112140190219609	0.08595116697798598	2.90685	2.73151	3.06575	3209078.070241032	436.8856005720972	2.9068704946896005	2023.0890727532096	0.004096955327687087	0.08591617785714269	2023.09	2022.93	2023.26	3188016.6328629786	439.77185863705563	2023.089070928879	38.27942567760343	0.0263585635011075	0.5093801246703737	38.2611	37.3305	39.2712	3754114.3696907144	373.45692270837895	38.276036907168326	8.571603552068474	0.010445514371406804	0.27655966464538395	8.5562	8.06792	9.14871	2000000.0000000002	700.9999999999999	8.567146016533401	0.49324106419400854	1.1280016245182707E-4	0.002799462164600685	0.493264	0.487757	0.498334	2276241.092434497	615.9277260479142	0.49323312395986235	0.09231256861626248	5.1497585493716354E-5	0.0013634709089268679	0.0923573	0.0896952	0.0947995	2000000.0	701.0	0.09230250086917054	0.04495189843081313	4.510832783715974E-5	9.762962468349433E-4	0.0449333	0.0432518	0.0469716	2992941.514856315	468.435481629285	0.04494128488616749	0.36949448216833125	9.904339238986562E-5	0.0026223129288610167	0.369534	0.364131	0.374111	2000000.0	701.0	0.36948517048565555	0.004230481711840234	3.704596377068937E-6	8.346548332098599E-5	0.00422449	0.00408949	0.00439089	2761951.091279322	507.6121747509297	0.004229661090324739	0.004230481711840234	3.704596377068937E-6	8.346548332098599E-5	0.00422449	0.00408949	0.00439089	2761951.091279322	507.6121747509297	0.004229661090324739	-94971.71883024243	6.6871392246368915	84.89695003094926	-94973.2	-95127.7	-94810.5	8698503.998032145	161.17714038151541	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-487.13353495007067	0.4706412698418211	10.163147026195299	-487.06	-507.52	-468.957	3006572.017809134	466.3117968554855	NaN	
5	sims/sim_005/delphy-digested.log	992.339514978602	0.029493469178517993	0.7374198717024072	992.0	992.0	994.0	2242694.1984547344	625.1409581234966	992.3392413077015	-43283.078031383724	1.5646386094119107	39.16315196006306	-43282.4	-43363.6	-43210.0	2237797.7018978405	626.5088210659017	NaN	3278.670770328101	0.6689570112148816	16.48411797717476	3278.45	3246.49	3311.41	2308941.901176859	607.2045378384817	3278.6293106804806	-46561.74650499285	1.003593243055368	25.29858739475234	-46561.3	-46607.2	-46509.0	2206332.321696394	635.4437118167389	NaN	2.8334315406562056	0.008310944925204854	0.18347708046076297	2.81644	2.53699	3.22466	2876637.784071565	487.37453417427577	2.8275589130961603	2023.163865905847	0.008307399677031374	0.18332023359882665	2023.18	2022.76	2023.45	2879104.4366157576	486.95697945850844	2023.163857600291	37.2309216833096	0.03422753121628548	0.8453119959912478	37.1826	35.7519	38.9851	2298608.983565925	609.9340992851339	37.2213436492394	2.9786727246790305	0.0073300690030757565	0.19069350078766126	2.97634	2.61618	3.37607	2071535.385530078	676.7926871021067	2.9725492851243254	0.49836584878744716	1.0683175950004068E-4	0.002770458774224356	0.498351	0.492882	0.503614	2084708.7631692323	672.5160006852183	0.49835814758090374	0.013595836376604846	3.067040868447937E-5	6.552165658710825E-4	0.0136161	0.012469	0.0149736	3071973.049499634	456.3842121689053	0.013580006814801978	0.17067696291012857	9.172113864112378E-5	0.0022298210815295694	0.170678	0.166481	0.175033	2372175.70871415	591.0186141986765	0.17066240802243454	0.3173613623395151	1.0257198914749131E-4	0.002601399930891472	0.317183	0.312727	0.322416	2179672.8786514876	643.2157842269361	0.3173506957806463	8.88925447931527E-4	1.316202298255229E-6	3.4848304570562E-5	8.88184E-4	8.15638E-4	9.52077E-4	2000000.0000000002	700.9999999999999	8.882423348094572E-4	8.88925447931527E-4	1.316202298255229E-6	3.4848304570562E-5	8.88184E-4	8.15638E-4	9.52077E-4	2000000.0000000002	700.9999999999999	8.882423348094572E-4	-46561.74650499285	1.003593243055368	25.29858739475234	-46561.3	-46607.2	-46509.0	2206332.321696394	635.4437118167389	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-480.74213552068477	0.6691002543350495	16.498478803440783	-480.958	-512.967	-448.007	2305911.2985098297	608.002571870838	NaN	
6	sims/sim_006/delphy-digested.log	195.01283880171184	0.004252039350300276	0.1125787141732578	195.0	195.0	195.0	2000000.0000000002	700.9999999999999	195.0128064143208	-36517.02910128391	0.9410346610249263	24.915214423424967	-36516.9	-36569.5	-36475.7	2000000.0	701.0	NaN	3260.698002853068	0.74810062020077	19.807014694317164	3260.82	3224.59	3297.41	2000000.0	701.0	3260.637832477049	-39777.72796005703	0.25726555541847246	6.8114669436501325	-39777.4	-39791.9	-39766.0	2000000.0	701.0	NaN	2.443172981455064	0.012472350901878567	0.319174098677467	2.40822	1.80873	2.99178	2140865.4540982246	654.8753436682225	2.4232793731486497	2023.5514265335237	0.012464829464319049	0.31909101540105694	2023.59	2023.0	2024.19	2139397.801763982	655.3245959419137	2023.5514013727102	37.526133095577734	0.04746005329414304	1.2565715728665774	37.4857	35.049	39.8799	2000000.0	701.0	37.50520784228433	7.184733466476462	0.04262629282552365	1.1285909750096152	7.14386	5.05527	9.32012	2000000.0	701.0	7.096855667080014	0.1068388074179743	7.044955450550133E-5	0.0017014559373398413	0.106836	0.103627	0.110103	2403605.021527751	583.2905104803274	0.10682525775679332	0.22168923395149762	9.052859673302551E-5	0.002393352389442296	0.221674	0.216905	0.226107	2005886.2241742543	698.9429326068326	0.22167630801354724	0.5011368730385172	1.1125242929654635E-4	0.00294556432964594	0.501179	0.495634	0.507089	2000000.0	701.0	0.5011282172735134	0.1703350841654778	8.371448683918168E-5	0.0021746722297335754	0.170276	0.166127	0.174603	2077598.5579595692	674.8175650337948	0.1703212076301531	1.7391453209700424E-4	5.655994326151581E-7	1.3741780042929618E-5	1.73099E-4	1.47393E-4	1.99674E-4	2375089.383418901	590.2935737019903	1.73370234055845E-4	1.7391453209700424E-4	5.655994326151581E-7	1.3741780042929618E-5	1.73099E-4	1.47393E-4	1.99674E-4	2375089.383418901	590.2935737019903	1.73370234055845E-4	-39777.72796005703	0.25726555541847246	6.8114669436501325	-39777.4	-39791.9	-39766.0	2000000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-498.26097004279626	0.7472743566243607	19.785138205529915	-498.106	-534.255	-461.473	2000000.0	701.0	NaN	
7	sims/sim_007/delphy-digested.log	1972.554921540656	0.037957867422361576	0.8688092765443531	1972.0	1972.0	1974.0	2676102.378316055	523.8962497698658	1972.554730313201	-60074.656062767506	1.6846308105272172	44.60296692259936	-60076.1	-60155.7	-59986.3	2000000.0	701.0	NaN	3284.833851640515	0.4713242103677106	12.478970486743615	3283.86	3260.75	3306.61	2000000.0	701.0	3284.810161188424	-63359.4904422254	1.2695728282273366	33.61372385659034	-63360.1	-63423.8	-63292.7	2000000.0	701.0	NaN	1.8201879885877317	0.0028926399442140496	0.07597954466503405	1.81966	1.67485	1.97539	2032092.152031008	689.929341343476	1.8185982528785667	2024.1741084165446	0.002897647688771053	0.0761705667432287	2024.17	2024.01	2024.31	2028919.4291117722	691.0082184060768	2024.1741069833881	34.31478145506416	0.021234794897391465	0.5622210210833146	34.3189	33.2482	35.4188	2000000.0000000002	700.9999999999999	34.31017111897968	2.558096119828816	0.004483887266257469	0.11408416882823993	2.56039	2.35279	2.77762	2165741.4991881214	647.3533431970401	2.5555554844191977	0.3443244136947223	1.001916599160189E-4	0.0026527149244473984	0.34417	0.339359	0.349384	2000000.0	701.0	0.3443142049140073	0.24644885021398008	8.641478582343203E-5	0.002287952831997985	0.246417	0.242192	0.250892	2000000.0	701.0	0.24643823050015243	0.03444973095577748	4.772061911935697E-5	0.0010466546467995115	0.0344049	0.0324524	0.036316	2914428.0679611494	481.0549333546596	0.034433854245849854	0.37477701283880205	1.0401921888417245E-4	0.0027540549242842174	0.374791	0.369941	0.380526	2000000.0	701.0	0.37476688587185725	0.0019122116119828796	1.9848347901824236E-6	5.255128894867616E-5	0.00191158	0.00180715	0.00201088	2000000.0	701.0	0.0019114903816895823	0.0019122116119828796	1.9848347901824236E-6	5.255128894867616E-5	0.00191158	0.00180715	0.00201088	2000000.0	701.0	0.0019114903816895823	-63359.4904422254	1.2695728282273366	33.61372385659034	-63360.1	-63423.8	-63292.7	2000000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-473.7089215406563	0.4723048057014117	12.504933125432352	-474.753	-497.945	-451.947	1999999.9999999998	701.0000000000001	NaN	
8	sims/sim_008/delphy-digested.log	350.02710413694723	0.007605174485309001	0.1943753350595676	350.0	350.0	350.0	2146268.582015332	653.2267264908343	350.0270503250404	-36131.573751783166	1.0458190293791796	27.21368961178417	-36131.1	-36182.7	-36079.9	2070552.464729475	677.1139702481174	NaN	3243.3420399429356	0.7542692657083994	19.29397994696402	3243.67	3207.35	3279.78	2142679.387219409	654.3209443104779	3243.2846545164152	-39374.91554921541	0.35307501303503874	9.168836437980248	-39374.7	-39391.0	-39356.2	2078995.408663639	674.3641636520947	NaN	1.5341787589158344	0.004569674971072483	0.12098856337775965	1.51639	1.31147	1.75409	2000000.0	701.0	1.5295439678011193	2024.463209700429	0.0045693815444786965	0.12098079073534448	2024.48	2024.21	2024.66	2000000.0	701.0	2024.46320608544	35.52502168330954	0.03381898220135282	0.870469053916621	35.4812	33.8758	37.2155	2116227.7634390434	662.4995778911979	35.5143691950723	1.4030836233951487	0.005827347770500432	0.1542872172569321	1.39486	1.14023	1.75398	2000000.0000000002	700.9999999999999	1.3946639881115792	0.16265528530670487	7.933402977605156E-5	0.0021004798700876267	0.162715	0.158658	0.166416	2000000.0	701.0	0.16264172369477073	0.08698139015691876	6.238343648398604E-5	0.0015521573607245056	0.0869409	0.0837682	0.0898669	2264723.0784844863	619.0602344804973	0.08696756204026382	0.17271377175463623	8.456483084088348E-5	0.0022389726754065164	0.172713	0.169077	0.177326	2000000.0	701.0	0.17269925599610658	0.5776495492154066	1.1091260539415012E-4	0.0029365670145068074	0.577581	0.572067	0.583283	2000000.0	701.0	0.5776420845211883	3.295524907275324E-4	7.766487089086964E-7	1.9147969449041827E-5	3.29602E-4	2.90958E-4	3.66684E-4	2306491.248430172	607.8496941855815	3.2899705815795185E-4	3.295524907275324E-4	7.766487089086964E-7	1.9147969449041827E-5	3.29602E-4	2.90958E-4	3.66684E-4	2306491.248430172	607.8496941855815	3.2899705815795185E-4	-39374.91554921541	0.35307501303503874	9.168836437980248	-39374.7	-39391.0	-39356.2	2078995.408663639	674.3641636520947	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-517.2443609129816	0.7541898927442716	19.296623449822217	-516.927	-553.321	-480.626	2141641.5552607803	654.6380259367368	NaN	
9	sims/sim_009/delphy-digested.log	6746.619115549215	0.2409895838434064	4.137663866562383	6746.0	6739.0	6754.0	4755915.651224617	294.7907622455403	6746.617846931078	-101988.0242510699	7.629652534680161	101.44260858539121	-101985.0	-102198.0	-101811.0	7930794.863802143	176.77925404413497	NaN	3279.4102425106953	0.46491675711288877	9.287208010373362	3279.16	3262.55	3298.3	3513403.8089428893	399.0432288003447	3279.3970933213827	-105267.44507845935	7.1917906825647	94.09744799697522	-105264.0	-105459.0	-105098.0	8189669.967855337	171.19126967300093	NaN	2.667074522111269	0.007981666212055006	0.06791919368851573	2.66575	2.54521	2.81096	1.936199459310016E7	72.40989523360453	2.6662126917008715	2023.3301711840297	0.00800317630409754	0.06817731796728917	2023.33	2023.19	2023.45	1.931936972966056E7	72.56965520192637	2023.330170035383	37.10334935805988	0.04263644399299366	0.44204938933981974	37.1022	36.3023	37.9592	1.3042726152666207E7	107.4928648803534	37.100716984697904	0.8132102653352357	8.51836628196168E-4	0.0225535712124911	0.81254	0.773454	0.859884	2000000.0	701.0	0.8128982370505909	0.01613608059914408	2.188406402127073E-5	5.794113330950557E-4	0.0161376	0.0150935	0.0172564	2000000.0000000002	700.9999999999999	0.016125663602614075	0.7805529115549212	8.632626218135649E-5	0.0021090823192361566	0.78053	0.776945	0.785235	2348804.2582320226	596.8994628165842	0.7805500624125384	0.1250973680456491	6.253890133158728E-5	0.0016558052542525903	0.125106	0.122091	0.128373	2000000.0000000002	700.9999999999999	0.12508640799387213	0.07821366875891582	5.7098714868136605E-5	0.0013376673931090523	0.0781855	0.0754765	0.0805964	2554491.130579465	548.837294135356	0.07820223566194517	0.006031033309557772	7.84829044843759E-6	1.0285510266261896E-4	0.00602677	0.00583519	0.00622117	8162937.354723072	171.75189996880272	0.006030155445872114	0.006031033309557772	7.84829044843759E-6	1.0285510266261896E-4	0.00602677	0.00583519	0.00622117	8162937.354723072	171.75189996880272	0.006030155445872114	-105267.44507845935	7.1917906825647	94.09744799697522	-105264.0	-105459.0	-105098.0	8189669.967855337	171.19126967300093	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-475.69444365192567	0.4694534583019847	9.346257894583704	-475.93	-492.613	-456.625	3537183.398770306	396.3605620470237	NaN	
