sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
29	sims/sim_029/delphy-digested.log	1508.8031383737518	0.050968238411380505	1.0648267728875351	1508.0	1508.0	1511.0	3212102.06392766	436.47430003692887	1508.8027628785835	-55131.136376604845	1.8994245716921334	44.73533013776802	-55129.6	-55214.7	-55048.5	2527498.0192147326	554.6987532103336	NaN	3240.8639942938694	0.6122561651491826	14.249529511465743	3241.25	3212.32	3269.1	2588292.1629031114	541.6699165937557	3240.8326690962663	-58372.000142653334	1.4057448408632445	33.47415784926028	-58371.3	-58439.4	-58310.5	2472530.6863008114	567.030374089129	NaN	3.1677211554921554	0.006556522110221118	0.16903228761684627	3.16986	2.8137	3.48493	2109384.4282474993	664.648881078921	3.163205382542597	2022.829557774607	0.006542802961576047	0.16903250434348016	2022.83	2022.5	2023.17	2100560.7113947836	667.4408372938977	2022.8295507122568	40.06766633380889	0.03174335297315459	0.7936453647913538	40.0332	38.6807	41.622	2242852.131243057	625.0969381663913	40.059820265025344	0.9774360898716111	0.0020988258871579013	0.05556936335183032	0.975603	0.873064	1.08454	2000000.0	701.0	0.9758550044794357	0.09776119158345221	5.8387609612923206E-5	0.0015417939321961556	0.0978002	0.0950213	0.10109	2010651.2145731188	697.2865257973937	0.0977490347298046	0.189076027104137	8.344179598310178E-5	0.0022092387501459463	0.18897	0.185021	0.193531	2000000.0	701.0	0.18906313732385224	0.5030501697574902	1.112971672207858E-4	0.0027542375382329093	0.503115	0.497882	0.508282	2289356.6167506585	612.3991298436912	0.5030426244310814	0.21011261911554935	8.741669205367854E-5	0.0023144797067099878	0.21011	0.205686	0.214783	2000000.0	701.0	0.21009986944354433	0.0012540495577746079	1.591325135702289E-6	4.213256812668737E-5	0.00125411	0.00117167	0.00133259	2000000.0	701.0	0.0012533419778546298	0.0012540495577746079	1.591325135702289E-6	4.213256812668737E-5	0.00125411	0.00117167	0.00133259	2000000.0	701.0	0.0012533419778546298	-58372.000142653334	1.4057448408632445	33.47415784926028	-58371.3	-58439.4	-58310.5	2472530.6863008114	567.030374089129	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-518.9645249643365	0.6128150126207983	14.26921475870637	-518.597	-547.663	-490.78	2585869.8168720636	542.1773326918276	NaN	
30	sims/sim_030/delphy-digested.log	746.2781740370899	0.027197746675627302	0.6440289361544251	746.0	746.0	748.0	2500363.2154856673	560.7185353379458	746.2778965389011	-46768.63395149786	1.3048830611980355	34.54861186340093	-46769.7	-46832.8	-46702.7	2000000.0	701.0	NaN	3259.7012125534975	0.6272584964853698	16.60754973533829	3259.85	3225.61	3288.89	1999999.9999999998	701.0000000000001	3259.65889790419	-50028.337660485005	0.7885304771385321	20.87745194111773	-50028.4	-50071.5	-49990.0	2000000.0	701.0	NaN	3.0951633951497852	0.00864290394637321	0.22883302171449907	3.09041	2.67671	3.55616	2000000.0	701.0	3.0867022074537904	2022.8993295292455	0.008645497190401431	0.2289016816754216	2022.9	2022.42	2023.3	2000000.0	701.0	2022.8993165784302	39.758656205420834	0.03835624669925726	1.0155355061536933	39.814	37.8186	41.7599	2000000.0	701.0	39.74566381699836	7.306517232524968	0.032258923453167665	0.6978153951792807	7.23782	5.89988	8.52876	2996171.4432081445	467.9304994973223	7.273459406639498	0.4149086590584877	1.0374716380304676E-4	0.0027468518838878932	0.414842	0.409475	0.419972	2000000.0	701.0	0.41489956609496503	0.1640392710413696	9.338861290100968E-5	0.002074376623776587	0.164049	0.159833	0.167825	2841584.950307008	493.38662208515933	0.16402617350521706	0.27198037232524974	1.1964895135189561E-4	0.0026073025938158035	0.272	0.266887	0.276839	2952452.5969920503	474.85944445927885	0.27196787224833835	0.14907173181169744	7.845647420842358E-5	0.0019903005413244245	0.149081	0.145266	0.152742	2178553.682102174	643.5462258828315	0.14905844779185726	6.251750898716125E-4	1.0228560568055044E-6	2.708155079705562E-5	6.24513E-4	5.74091E-4	6.75484E-4	2000000.0	701.0	6.245907977536631E-4	6.251750898716125E-4	1.0228560568055044E-6	2.708155079705562E-5	6.24513E-4	5.74091E-4	6.75484E-4	2000000.0	701.0	6.245907977536631E-4	-50028.337660485005	0.7885304771385321	20.87745194111773	-50028.4	-50071.5	-49990.0	2000000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-498.7715777460775	0.6273785244138853	16.610727643298816	-498.664	-532.74	-469.328	2000000.0	701.0	NaN	
31	sims/sim_031/delphy-digested.log	4497.455064194009	0.2798228725660925	3.1932155524247605	4497.0	4491.0	4503.0	1.076608893288965E7	130.2237060031139	4497.453930723546	-87555.6042796006	7.73868049027892	79.03074672383366	-87558.1	-87704.1	-87392.2	1.3442798075444914E7	104.29376325758714	NaN	3265.7627674750397	0.6291244008814408	10.074829075679151	3265.78	3245.68	3284.59	5466957.523299599	256.4497701006132	3265.747220878299	-90821.36890156913	7.226189738018703	71.43774366629255	-90822.4	-90952.8	-90671.3	1.4345354235864855E7	97.7319888340475	NaN	3.9483946647646175	0.013328969234159514	0.11184890456592458	3.93699	3.74795	4.18082	1.9910294076063797E7	70.41583588087168	3.9468096703096576	2022.0488587731825	0.013336507232667362	0.11191042025366289	2022.06	2021.82	2022.25	1.9910912628561817E7	70.413648342209	2022.0488556763062	40.185526248216824	0.05267450720390205	0.5430079992975666	40.17	39.1912	41.2638	1.3192786105940929E7	106.2701986329223	40.1818551688871	54.77612482168332	0.15062061013301067	3.8553594198668075	54.6517	47.2397	61.7896	2139868.447024079	655.1804630559254	54.640476492521266	0.5550853209700428	1.0014979892068137E-4	0.002651606595823836	0.555163	0.550017	0.560357	1999999.9999999998	701.0000000000001	0.5550789879911096	0.12750374607703283	6.97385140008985E-5	0.0017159633647962182	0.127486	0.124466	0.131045	2315673.7292835116	605.4393510927769	0.12749218356410022	0.10617446504992864	5.778324498928074E-5	0.0015298925728446028	0.106133	0.103029	0.108872	2000000.0	701.0	0.10616344419433134	0.21123645791726112	8.17950294132592E-5	0.0021656382921779378	0.211292	0.207336	0.215257	2000000.0	701.0	0.21122535903316889	0.0037380968330955828	5.2414086815893655E-6	7.861671587186146E-5	0.00374034	0.00359007	0.00389671	6231810.8882376915	224.974734494306	0.0037372696507223797	0.0037380968330955828	5.2414086815893655E-6	7.861671587186146E-5	0.00374034	0.00359007	0.00389671	6231810.8882376915	224.974734494306	0.0037372696507223797	-90821.36890156913	7.226189738018703	71.43774366629255	-90822.4	-90952.8	-90671.3	1.4345354235864855E7	97.7319888340475	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-485.0105848787446	0.6341025793707148	10.110530818959697	-484.947	-505.128	-465.737	5514665.039268332	254.23121622378952	NaN	
32	sims/sim_032/delphy-digested.log	414.0599144079886	0.018005211843259282	0.2762175610836299	414.0	414.0	414.0	5957196.316940344	235.3456098153362	414.0598224814994	-40408.77860199714	1.0917391065979376	28.905326304755818	-40407.3	-40462.7	-40349.0	2000000.0000000002	700.9999999999999	NaN	3268.945706134095	0.6975701480420092	18.469149469286883	3269.48	3234.41	3307.97	2000000.0	701.0	3268.893480233069	-43677.72282453637	0.4845761926550139	12.729947964696022	-43676.9	-43704.4	-43655.3	2031509.712961564	690.1271458634299	NaN	2.865057931526389	0.009761570316421492	0.2584512851288445	2.85205	2.39452	3.33425	2000000.0	701.0	2.8535057864077813	2023.1320684736113	0.009770878909139264	0.25869774286840824	2023.15	2022.66	2023.6	1999999.9999999998	701.0000000000001	2023.13205193334	37.96888074179742	0.0420215220358215	1.1125788188973729	37.8798	35.839	40.2331	2000000.0	701.0	37.95265189932589	2.580110128388016	0.010022259031448112	0.2579233691061963	2.5697	2.11833	3.10794	2116887.9644355173	662.2929619111197	2.567356892028841	0.24644695720399426	9.095179812262724E-5	0.0024080766052636373	0.246481	0.241607	0.250913	2000000.0	701.0	0.24643518650726368	0.30474798430813105	1.0062992098901952E-4	0.002664318501934224	0.304884	0.300073	0.310362	2000000.0	701.0	0.3047363334325592	0.05859421925820266	5.493073224675303E-5	0.0013300118261582985	0.0585442	0.0562235	0.0615119	2391485.68219182	586.2464535915822	0.058579158142753884	0.39021086162624874	1.1197283149209759E-4	0.0028433209564948147	0.390336	0.384453	0.395441	2174310.4975430965	644.8021115586832	0.39020050129573614	3.646170841654782E-4	7.519710950972015E-7	1.9909490953588874E-5	3.63938E-4	3.26769E-4	4.03629E-4	2000000.0	701.0	3.6407307953068013E-4	3.646170841654782E-4	7.519710950972015E-7	1.9909490953588874E-5	3.63938E-4	3.26769E-4	4.03629E-4	2000000.0	701.0	3.6407307953068013E-4	-43677.72282453637	0.4845761926550139	12.729947964696022	-43676.9	-43704.4	-43655.3	2031509.712961564	690.1271458634299	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-491.1379914407985	0.6980086239388502	18.480758734535343	-490.608	-525.74	-452.114	2000000.0	701.0	NaN	
33	sims/sim_033/delphy-digested.log	1047.3808844507846	0.03386912878267393	0.6957214377154766	1047.0	1047.0	1049.0	3322655.330284916	421.9516803988752	1047.3806536090694	-47705.287874465044	1.324174871665929	34.2096854688809	-47704.7	-47775.7	-47644.3	2100586.3336451296	667.4326960735393	NaN	3271.180998573467	0.5646941608613694	14.3898576723827	3271.25	3240.5	3296.77	2159044.585130915	649.3613006676233	3271.149346667078	-50976.4667617689	0.8524153174981005	22.070522989265204	-50976.0	-51021.4	-50934.3	2091342.9423265732	670.3826386505054	NaN	2.040133195435094	0.004882837301635733	0.12927997594401328	2.03288	1.77868	2.26301	1999999.9999999998	701.0000000000001	2.0360629244807433	2023.9572610556388	0.004874014834179997	0.12904638743155467	2023.96	2023.71	2024.2	2000000.0	701.0	2023.9572569416425	35.58661241084169	0.02595748893251932	0.6872609791115495	35.5512	34.4357	37.0703	2000000.0	701.0	35.57998057648089	5.819557389443653	0.01816288140637567	0.4562101564981241	5.80055	5.04409	6.8426	2222222.849631157	630.8998218755166	5.801855544245363	0.4893580156918689	1.0536664708752051E-4	0.0027897299785583445	0.489492	0.483808	0.49429	2000000.0	701.0	0.4893500630326443	0.07713108416547795	6.242896338206586E-5	0.001476943483856928	0.0771403	0.0739723	0.0797851	2504912.1929100957	559.7002577448509	0.07711692790045163	0.26283107988587734	9.824630430685145E-5	0.0024154883509382836	0.262857	0.257659	0.267051	2319372.823833594	604.4737549708343	0.2628199755766448	0.17067984878744666	8.115971768173049E-5	0.00214881752172949	0.170675	0.166635	0.175048	2000000.0	701.0	0.1706663162130454	9.800415278174027E-4	1.3148574777693544E-6	3.481269855927521E-5	9.79797E-4	9.13863E-4	0.00105139	2000000.0	701.0	9.79426004666985E-4	9.800415278174027E-4	1.3148574777693544E-6	3.481269855927521E-5	9.79797E-4	9.13863E-4	0.00105139	2000000.0	701.0	9.79426004666985E-4	-50976.4667617689	0.8524153174981005	22.070522989265204	-50976.0	-51021.4	-50934.3	2091342.9423265732	670.3826386505054	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-487.2900684736085	0.5654271876629826	14.41217935137574	-487.261	-518.01	-461.629	2157953.4473513337	649.6896407662598	NaN	
34	sims/sim_034/delphy-digested.log	451.66619115549213	0.1297244774665522	0.6386155791445408	452.0	451.0	453.0	5.785126443560817E7	24.234561053726107	451.6657400593436	-31000.1569186876	1.4227877818302186	30.24361048558049	-30999.9	-31062.1	-30949.2	3102851.532071771	451.84243767663804	NaN	3263.311155492151	0.7017525345185833	18.579884025699126	3264.18	3224.79	3296.56	2000000.0	701.0	3263.258224479857	-34263.47047075603	1.6291287609239276	14.920900283055367	-34262.8	-34295.1	-34236.9	1.671355285279196E7	83.88401989381924	NaN	2.16872239657632	0.007367066912435041	0.1813058546554541	2.14521	1.87431	2.56164	2314800.5969614894	605.6677200793571	2.161301844713599	2023.8285592011432	0.0073526144084856485	0.18112280571406747	2023.85	2023.44	2024.12	2310390.1379116797	606.8239199061171	2023.8285510961073	37.42547175463628	0.03872282404678772	1.0252411563205248	37.4197	35.4925	39.4294	2000000.0	701.0	37.41143598270262	5.610633409415124	0.020336896383208708	0.5384478967416041	5.58475	4.59132	6.62999	2000000.0	701.0	5.584986014154223	0.09733293751783173	6.257086376015644E-5	0.0016566515044448417	0.0974234	0.0939197	0.10016	1999999.9999999998	701.0000000000001	0.09731882154161778	0.05303357717546362	5.35504924507009E-5	0.0012963017537363833	0.0530407	0.0503826	0.0553141	2392559.4308402925	585.9833540300408	0.053017719597221846	0.14752670613409408	7.722104232982915E-5	0.001997254247695193	0.147544	0.143768	0.151556	2095813.4616432046	668.9526647570885	0.14751318783577785	0.7021068059914404	9.576795936113317E-5	0.002535591238741424	0.702027	0.697036	0.707008	2000000.0000000002	700.9999999999999	0.7021022274911634	4.036937475035666E-4	8.127959806643098E-7	2.1519915232988818E-5	4.03292E-4	3.60257E-4	4.43026E-4	2000000.0	701.0	4.0311943311171523E-4	4.036937475035666E-4	8.127959806643098E-7	2.1519915232988818E-5	4.03292E-4	3.60257E-4	4.43026E-4	2000000.0	701.0	4.0311943311171523E-4	-34263.47047075603	1.6291287609239276	14.920900283055367	-34262.8	-34295.1	-34236.9	1.671355285279196E7	83.88401989381924	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-495.7913195435093	0.7019023921211697	18.58385171631178	-494.946	-534.298	-462.558	2000000.0	701.0	NaN	
35	sims/sim_035/delphy-digested.log	30.0	0.0	0.0	30.0	30.0	30.0	NaN	NaN	30.000000000000014	-25713.420684736062	0.9210337149765478	21.723645922227515	-25713.2	-25756.7	-25675.8	2520192.058562174	556.3068081405956	NaN	3267.863223965763	0.8924271569161348	20.932106379288825	3267.91	3231.6	3310.67	2548400.621690088	550.1489789584966	3267.796139296095	-28981.285734664772	0.08822596830950645	2.3359063698215725	-28981.1	-28985.6	-28977.1	2000000.0000000002	700.9999999999999	NaN	2.7031790014265336	0.0263822008351299	0.6985058232788742	2.58356	1.64207	4.19178	2000000.0	701.0	2.6212564434395897	2023.2940798858785	0.026387728796706297	0.6986521837643234	2023.41	2021.79	2024.34	2000000.0	701.0	2023.2939592334615	37.992780313837414	0.0719802535428931	1.9057783152742118	37.6999	34.4891	41.6491	2000000.0	701.0	37.94572981937436	3.656055801711843	0.05284517234720937	1.3991501636796493	3.45656	1.44158	6.36321	2000000.0	701.0	3.4127368964545566	0.10813424536376592	7.141106181407595E-5	0.0018396079265872217	0.108127	0.104354	0.111401	2112654.361217549	663.6201480643572	0.10811857682448306	0.14960095863052789	7.940160367294795E-5	0.0019702254198719336	0.149597	0.145531	0.153234	2277061.316702979	615.7058616366094	0.14958798336030296	0.6848638858773182	9.63568009104944E-5	0.0025511816458794368	0.684808	0.679819	0.689393	2000000.0	701.0	0.6848591344919887	0.05740088901569184	5.166805585330528E-5	0.001352965487912498	0.0574012	0.0547908	0.0600325	2044649.248789696	685.6921796390731	0.057384976473731523	2.695952995720398E-5	2.0811832813080567E-7	5.202666386394487E-6	2.64254E-5	1.66851E-5	3.63154E-5	2243451.6486451775	624.9298935623012	2.6476333853966945E-5	2.695952995720398E-5	2.0811832813080567E-7	5.202666386394487E-6	2.64254E-5	1.66851E-5	3.63154E-5	2243451.6486451775	624.9298935623012	2.6476333853966945E-5	-28981.285734664772	0.08822596830950645	2.3359063698215725	-28981.1	-28985.6	-28977.1	2000000.0000000002	700.9999999999999	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-492.21654350927247	0.8928143460180318	20.909038833245052	-492.187	-531.318	-452.591	2556243.348336263	548.4610848620868	NaN	
36	sims/sim_036/delphy-digested.log	1373.41940085592	0.034809308061860805	0.8349499618076586	1373.0	1373.0	1375.0	2436788.836322722	575.3473502101692	1373.419147305572	-52429.29743223963	1.5398952108847757	40.77088863828427	-52426.6	-52519.2	-52356.8	2000000.0	701.0	NaN	3242.9996861626237	0.5582652484919471	14.780856587475164	3243.2	3215.11	3274.23	2000000.0	701.0	3242.9659951195845	-55672.29586305276	1.0626888340168166	28.136179537401244	-55671.1	-55731.9	-55621.0	2000000.0	701.0	NaN	2.1466278459343795	0.0052501029818122595	0.12134692126855375	2.13973	1.90981	2.37534	2624376.461189717	534.2221364706293	2.1432370325917978	2023.8452639087016	0.005267218796163195	0.12139747008864879	2023.85	2023.6	2024.06	2639316.5789846852	531.198118165625	2023.8452602677578	37.23809058487874	0.026257630501910673	0.6952076487365823	37.1963	35.8262	38.5991	2000000.0	701.0	37.23160366554254	4.212605877318115	0.010889136214451936	0.2633969581975709	4.20279	3.70601	4.70476	2396146.4829867897	585.1061318473364	4.204425312838867	0.23381732810271028	1.0244535088855663E-4	0.002522709487110417	0.233872	0.229074	0.238985	2312054.362829809	606.3871258996005	0.23380371730066	0.25286162482168356	1.0574604961174634E-4	0.002470201431669053	0.252813	0.24788	0.257493	2569280.850535413	545.6779860044638	0.2528495727510411	0.055540258202567826	4.6730105624861317E-5	0.0012372451830457906	0.0555209	0.0530565	0.0577578	2000000.0	701.0	0.055526487378943876	0.45778079315263975	1.3652981526790227E-4	0.0029795986188918787	0.457895	0.452076	0.463616	2943658.9410307785	476.2780023384988	0.4577710878339319	0.0012296453067047065	1.4786690962807087E-6	3.9149841247491604E-5	0.00122868	0.00116172	0.00130815	2000000.0	701.0	0.0012290250172796336	0.0012296453067047065	1.4786690962807087E-6	3.9149841247491604E-5	0.00122868	0.00116172	0.00130815	2000000.0	701.0	0.0012290250172796336	-55672.29586305276	1.0626888340168166	28.136179537401244	-55671.1	-55731.9	-55621.0	2000000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-515.6676447931527	0.5589679810261278	14.799462418360763	-515.479	-543.566	-484.358	2000000.0	701.0	NaN	
37	sims/sim_037/delphy-digested.log	73.00713266761768	0.00317842958871224	0.08415338775569572	73.0	73.0	73.0	2000000.0	701.0	73.007084599107	-31656.276176890136	0.888467537621107	23.29178842985869	-31656.4	-31698.3	-31611.0	2039977.9322236811	687.2623364468201	NaN	3252.7725962910126	0.8075362939341507	21.290776269904242	3253.11	3212.51	3291.68	2016922.0868493759	695.11857158055	3252.702933303081	-34909.05149786019	0.13161346659786083	3.3804995269820197	-34908.9	-34915.6	-34903.0	2125136.89695625	659.722205194418	NaN	1.908131226818831	0.016257544401219296	0.3247912468211098	1.84152	1.40983	2.59726	3512766.467408567	399.1156295209916	1.8824068291674607	2024.0891012838822	0.016240526808747855	0.32468909952657293	2024.16	2023.39	2024.58	3507622.2583671845	399.70096456527733	2024.0890752391244	36.5056915834522	0.05310640772388665	1.35412090332796	36.4684	33.7566	38.8	2156388.3653907976	650.1611780612249	36.480666997562956	5.208026704707561	0.04855448318114683	1.285548141350135	5.09614	3.14591	7.95866	2000000.0000000002	700.9999999999999	5.058358048900655	0.06446574650499294	5.540625861442104E-5	0.0014575872177387112	0.0644776	0.0618514	0.0673079	2025799.972999751	692.072276970147	0.06444925958846551	0.1398123666191154	7.857531167507882E-5	0.001954053006907689	0.139797	0.136101	0.143462	2266979.3145595784	618.4441079791574	0.13979871030990126	0.5550552867332383	1.0487193547741083E-4	0.002776631793829797	0.555048	0.549595	0.560409	2000000.0	701.0	0.5550483441638933	0.24066659201141227	9.400934324221036E-5	0.002489029406893935	0.240724	0.235967	0.245606	2000000.0	701.0	0.24065372018967232	6.778727717546365E-5	3.062499433834983E-7	8.108397406608776E-6	6.74932E-5	5.25956E-5	8.35936E-5	2000000.0	701.0	6.730341358995917E-5	6.778727717546365E-5	3.062499433834983E-7	8.108397406608776E-6	6.74932E-5	5.25956E-5	8.35936E-5	2000000.0	701.0	6.730341358995917E-5	-34909.05149786019	0.13161346659786083	3.3804995269820197	-34908.9	-34915.6	-34903.0	2125136.89695625	659.722205194418	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-506.791527817403	0.8069584020621817	21.284945361859645	-506.67	-547.228	-468.15	2015140.0286970625	695.7332890193725	NaN	
38	sims/sim_038/delphy-digested.log	166.02282453637662	0.005640638275918843	0.14934382113845945	166.0	166.0	166.0	2000000.0	701.0	166.0227576224639	-40019.284593437966	0.9208481219462193	24.38074744517511	-40018.8	-40071.3	-39973.7	2000000.0000000002	700.9999999999999	NaN	3260.194194008559	0.7532612133752784	19.943648647137785	3261.39	3215.14	3294.61	2000000.0	701.0	3260.133153385097	-43279.47803138375	0.24482782162908107	6.482160406077656	-43279.1	-43291.7	-43266.8	2000000.0000000002	700.9999999999999	NaN	2.390805962910129	0.011438958740183507	0.3028624996905244	2.35616	1.81419	2.98356	2000000.0	701.0	2.3719798459148653	2023.6007132667628	0.011443399169731182	0.3029800656299765	2023.64	2022.98	2024.15	1999999.9999999998	701.0000000000001	2023.6006905841748	38.15549999999996	0.04970296398003517	1.3159557836451594	38.1098	35.5904	40.648	2000000.0	701.0	38.13286524219706	0.5599619843081304	0.003991147548941907	0.10567123728316516	0.551707	0.360376	0.757612	2000000.0	701.0	0.5499812558565754	0.3340162938659056	9.871264170061483E-5	0.0026135558397894325	0.333981	0.32859	0.339072	2000000.0	701.0	0.3340060730688189	0.2922219144079885	9.262114473077521E-5	0.002452274901462101	0.292192	0.287954	0.297234	2000000.0	701.0	0.2922116217692541	0.16396644365192597	8.374786902779368E-5	0.0021677197104762185	0.163945	0.159715	0.168203	2092614.792165036	669.9751933558109	0.1639521081170083	0.20979537945791718	8.873342870904299E-5	0.002349342159138688	0.209823	0.205751	0.214866	2000000.0	701.0	0.20978221097147837	1.4601894436519253E-4	4.969410402547964E-7	1.2582391051911082E-5	1.45673E-4	1.21811E-4	1.69877E-4	2186912.394112271	641.0864942622044	1.4547883168888846E-4	1.4601894436519253E-4	4.969410402547964E-7	1.2582391051911082E-5	1.45673E-4	1.21811E-4	1.69877E-4	2186912.394112271	641.0864942622044	1.4547883168888846E-4	-43279.47803138375	0.24482782162908107	6.482160406077656	-43279.1	-43291.7	-43266.8	2000000.0000000002	700.9999999999999	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-500.82425534950096	0.7534028514086301	19.947398712964816	-499.624	-545.833	-466.332	2000000.0	701.0	NaN	
