sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	Unnamed: 155
0	sims/sim_000/delphy-digested.log	2127.1526390870185	0.1053997564668332	1.8374250176414757	2127.0	2125.0	2131.0	1153315.1223233407	303.90653275569787	2127.151845946128	-56181.82239657624	2.9299637121791067	51.054957739794126	-56181.3	-56278.2	-56086.0	1154347.7571108213	303.63466974393816		5347.033423680458	0.2677307816507251	5.257367323554078	5347.17	5337.07	5356.92	908966.7375891382	385.6026689487392	5347.030838858863	-61528.8572039943	2.694892174289147	47.00987842921426	-61527.8	-61615.9	-61439.3	1151841.0514871	304.29545773479964		1.9722409700427967	0.0039241268201174	0.0619822289581259	1.96993	1.83878	2.08219	1404881.5574969184	249.48722412193013	1.9712698309665997	2024.0223252496464	0.0039452234199549	0.0620605509268026	2024.02	2023.89	2024.13	1416446.2044114985	247.45027302016385	2024.02232429821	23.322900000000004	0.0298884967098676	0.4562801858384142	23.3274	22.399	24.1541	1503948.437662655	233.05320263820064	23.318435951335303	3.889203537803138	0.0081495335555627	0.215770347634802	3.87949	3.5207	4.35341	500000.00000000006	700.9999999999999	3.8832395790859806	0.1766491098430813	8.650039961661813e-05	0.0021540554687077	0.176633	0.172653	0.180565	565210.843150976	620.1225688559134	0.1766359714430256	0.436659509272468	0.0001026991890867908	0.0027191052813108	0.436651	0.431226	0.44157	500000.0	701.0	0.4366510417455689	0.0220552218259629	3.096690429003581e-05	0.0008198922868749612	0.022012	0.0206396	0.0237269	500000.00000000006	700.9999999999999	0.0220400170045471	0.3646361554921538	0.0001061175515964982	0.0026839275429581	0.364603	0.359221	0.370041	547924.7148173598	639.686421366907	0.3646262748245896	0.0030385204422253	4.348875788157623e-06	8.572168747980265e-05	0.00303586	0.00289067	0.00321045	902112.3033369154	388.5325570923927	0.0030373144201975	0.0030385204422253	4.348875788157623e-06	8.572168747980265e-05	0.00303586	0.00289067	0.00321045	902112.3033369154	388.5325570923927	0.0030373144201975	-61528.8572039943	2.694892174289147	47.00987842921426	-61527.8	-61615.9	-61439.3	1151841.0514871	304.29545773479964		0.0	0.0	0.0	0.0	0.0	0.0				-179.89385306704708	0.2710471999287354	5.308655704798542	-179.709	-190.102	-170.088	913710.7884339974	383.6005927003658		
1	sims/sim_001/delphy-digested.log	112.00998573466477	0.0047162199047272	0.1248685463301264	112.0	112.0	112.0	500000.0	701.0	112.00991683217144	-36054.78930099859	0.6744606031116324	17.771017324815162	-36054.5	-36089.6	-36020.8	504866.571375871	694.2428353788832		5326.110442225394	0.4887991814748145	12.811297904442243	5326.41	5299.75	5348.11	510226.1369431329	686.9503042316016	5326.095030231503	-41380.90000000002	0.2450421654911825	6.487835505341713	-41380.7	-41394.0	-41369.5	500000.0	701.0		2.5597611982881614	0.0143426553183732	0.3797419451005447	2.51507	1.92895	3.36164	500000.0	701.0	2.5330490314562137	2023.4347218259657	0.014336744320648	0.3795854433038692	2023.48	2022.62	2024.05	500000.0	701.0000000000001	2023.434686217993	24.820593295292436	0.0486839407108269	1.288975711283069	24.8165	22.6149	27.5812	500000.0	701.0	24.787288813427804	2.6977714550641965	0.0198070789870654	0.5244202370026291	2.6451	1.72357	3.66753	500000.0	701.0000000000001	2.649602991922079	0.3713591954350924	0.00011021958981239796	0.0028451057117631	0.371514	0.366087	0.376892	526027.9106873767	666.3144538128993	0.3713482940856318	0.1294814579172613	7.515326245246905e-05	0.0018515529418987	0.129394	0.126136	0.133217	577446.0701699756	606.9830900344125	0.1294682266642683	0.2044674522111269	8.69543903451098e-05	0.0023022396196324	0.204584	0.200003	0.20897	500000.0	701.0	0.2044544896428667	0.2946918958630528	9.905082192598868e-05	0.0026225096362609	0.294777	0.289665	0.299362	500000.0	701.0	0.2946802090488777	0.0001522748302425107	5.924663453696377e-07	1.5686378665815624e-05	0.00015095	0.000123063	0.000182907	500000.00000000006	700.9999999999999	0.00015147715844289432	0.0001522748302425107	5.924663453696377e-07	1.5686378665815624e-05	0.00015095	0.000123063	0.000182907	500000.00000000006	700.9999999999999	0.00015147715844289432	-41380.90000000002	0.2450421654911825	6.487835505341713	-41380.7	-41394.0	-41369.5	500000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-204.1157189728957	0.4901204341459818	12.819865311364088	-203.875	-230.829	-182.07	512302.7847128986	684.1657130488271		
2	sims/sim_002/delphy-digested.log	17.00142653352354	0.0014255156614503	0.0377425294016824	17.0	17.0	17.0	500000.0	701.0	17.001386209203545	-32792.995435092715	0.630064942606211	14.889961852350806	-32793.7	-32821.2	-32764.7	627583.4518538179	558.4914627125022		5330.853780313842	0.593286417667688	14.071829440830763	5330.79	5304.2	5356.92	623039.6833474516	562.5644872519879	5330.83520583095	-38123.84893009984	0.080315282743699	1.9442634664812035	-38123.6	-38127.6	-38120.9	598100.4879006745	586.021926232247		2.162346319543506	0.0236100207714284	0.563869743087813	2.03288	1.38523	3.32055	614501.8265944875	570.3807292851166	2.099835774316519	2023.832225392297	0.0236367958946901	0.5641123306336827	2023.96	2022.65	2024.59	615366.7792201248	569.5790085454411	2023.8321467504568	23.87506291012841	0.0732629897672817	1.7120145874161632	23.6788	20.7377	27.2014	641863.0508593725	546.0666407432635	23.815368479893547	4.726777831669043	0.0911407522560067	2.413079431343973	4.15563	1.30115	9.33534	500000.0	701.0	4.210063919173805	0.3589737417974325	0.00010460842839423614	0.0027696550736646	0.358896	0.354019	0.364465	500000.0	701.0	0.3589630605022949	0.0827086925820255	5.965727754259081e-05	0.0015795102169405	0.0826841	0.079502	0.0856677	500000.0	701.0	0.0826935924151064	0.1950438673323824	8.597057304416756e-05	0.0022761916747298	0.19502	0.190545	0.199101	500000.0	701.0	0.1950305860104896	0.3632737175463625	9.96527966935096e-05	0.0026384477637485	0.363391	0.357925	0.368152	500000.00000000006	700.9999999999999	0.363264132364268	2.544124236804563e-05	2.523754998613052e-07	5.880736600301759e-06	2.4844e-05	1.54628e-05	3.84892e-05	645533.747155293	542.9615439077609	2.477025840421077e-05	2.544124236804563e-05	2.523754998613052e-07	5.880736600301759e-06	2.4844e-05	1.54628e-05	3.84892e-05	645533.747155293	542.9615439077609	2.477025840421077e-05	-38123.84893009984	0.080315282743699	1.9442634664812035	-38123.6	-38127.6	-38120.9	598100.4879006745	586.021926232247		0.0	0.0	0.0	0.0	0.0	0.0				-198.9125320970043	0.5919940226787788	14.038726036819565	-199.087	-225.624	-172.906	623257.1477070788	562.3681995296258		
3	sims/sim_003/delphy-digested.log	1904.563480741797	0.1236548678490805	1.924548637220694	1904.0	1902.0	1908.0	1446947.172957425	242.23413718941148	1904.5625089648397	-59797.92539229673	3.436030050547845	58.081058817057965	-59800.5	-59909.0	-59689.1	1226684.504135996	285.729540740283		5336.152054208271	0.3526716443240955	6.9580415279173895	5335.96	5323.74	5350.57	900440.612822679	389.2538775003287	5336.147517499468	-65134.07717546359	3.1348694917315054	52.65161375921815	-65134.5	-65234.8	-65036.0	1242520.5478896943	282.08789029307536		2.830508430813123	0.0058023418049945	0.122601719899096	2.82466	2.58904	3.07397	785057.585689559	446.464063769458	2.8278692296495467	2023.1639372325208	0.0058080942924351	0.1227487422642931	2023.17	2022.92	2023.4	784731.8167679696	446.6494062182727	2023.163933508832	25.23693380884452	0.0374675981184464	0.6334135392984281	25.2344	23.9464	26.4015	1226379.9577927897	285.8004958192743	25.228980301302485	4.737240756062763	0.008765626500191	0.2320822737016693	4.72662	4.28805	5.19342	500000.0	701.0	4.731566575607586	0.0994016905848787	6.069005412982624e-05	0.0016068544277151	0.0994452	0.0964167	0.102457	500000.0	701.0000000000001	0.0993887074538971	0.2601003409415122	9.488378177704438e-05	0.00251218139533	0.260063	0.255319	0.264647	500000.0	701.0	0.260088201180431	0.3570612168330956	0.00010158104930348316	0.0026607230016566	0.357121	0.351984	0.362047	510874.332748036	686.0787037677759	0.3570512955454082	0.2834367375178319	9.429629410682084e-05	0.002496626834086	0.2833	0.27916	0.288515	500000.0	701.0	0.2834257504909538	0.0025133945221112	4.220346380664168e-06	8.682210703910016e-05	0.00251148	0.00233593	0.00268897	828177.7779517195	423.21831052611657	0.0025118967554941	0.0025133945221112	4.220346380664168e-06	8.682210703910016e-05	0.00251148	0.00233593	0.00268897	828177.7779517195	423.21831052611657	0.0025118967554941	-65134.07717546359	3.1348694917315054	52.65161375921815	-65134.5	-65234.8	-65036.0	1242520.5478896943	282.08789029307536		0.0	0.0	0.0	0.0	0.0	0.0				-191.0454921540658	0.356166257421073	7.012328294111213	-191.221	-203.582	-176.627	904209.5457212888	387.63138661670047		
4	sims/sim_004/delphy-digested.log	2041.803138373752	0.1098191061412137	2.031433825817518	2041.0	2039.0	2046.0	1024326.6498757972	342.17600415111644	2041.8021283001897	-48454.208131241096	3.1533041227831498	58.31588830129522	-48452.9	-48576.5	-48354.1	1024816.121297485	342.0125744667676		5324.062496433668	0.3593387219929436	7.055465798149805	5323.98	5311.88	5338.12	909169.1236894962	385.51683165134017	5324.057820802771	-53778.268901569136	2.8806386565023745	52.71028810527662	-53776.3	-53878.8	-53678.7	1046826.7481929456	334.8214024957238		2.440036633380883	0.0040920711587662	0.0956734642394069	2.4411	2.26027	2.63014	641196.8461913394	546.6340049579835	2.4381620618822484	2023.5546219686184	0.0040795959005378	0.0956248186848361	2023.55	2023.38	2023.75	637941.8402134848	549.4231259117704	2023.5546197092096	24.698808416547788	0.0306762417248398	0.5528314369584411	24.6759	23.6132	25.7188	1079212.2396147468	324.773929662918	24.69262586940165	1.3993815263908702	0.002326158504832	0.0615883137138181	1.39581	1.28539	1.53053	500000.0	701.0	1.398029256033665	0.0198194634807417	2.9835519569406997e-05	0.0007899372872648553	0.0197992	0.0182494	0.0213067	500000.00000000006	700.9999999999999	0.0198037412099098	0.1626026176890156	8.295252849612932e-05	0.0020455510024947	0.162725	0.158637	0.166248	576403.559801645	608.0809079677022	0.1625897323471095	0.1239260299572041	6.968652993576089e-05	0.0018450487610346	0.12381	0.120646	0.127523	500000.0	701.0	0.1239123068531947	0.6936518601997144	0.0001061269668428389	0.0026307039181512	0.693548	0.689048	0.698931	570421.1018324862	614.4583341570177	0.693646870671588	0.0027514461055634	4.042997403479045e-06	8.997840600229934e-05	0.00275479	0.00256031	0.00290973	707649.7485534076	495.3015255308144	0.0027499720753221	0.0027514461055634	4.042997403479045e-06	8.997840600229934e-05	0.00275479	0.00256031	0.00290973	707649.7485534076	495.3015255308144	0.0027499720753221	-53778.268901569136	2.8806386565023745	52.71028810527662	-53776.3	-53878.8	-53678.7	1046826.7481929456	334.8214024957238		0.0	0.0	0.0	0.0	0.0	0.0				-204.0733552068472	0.3621847105675801	7.111078019739052	-204.212	-216.359	-189.825	909237.545457635	385.4878208131928		
5	sims/sim_005/delphy-digested.log	790.962910128388	0.0573713053635128	1.1561629584371564	791.0	790.0	793.0	863056.8081968051	406.11463425252833	790.9620662283808	-40506.89286733239	1.6994786008615916	41.18346314914724	-40504.3	-40598.3	-40438.8	596861.677800971	587.2382379973764		5333.582268188302	0.3716481091389525	9.258819422507626	5333.73	5315.53	5349.76	564729.7271009611	620.6508763037692	5333.574229337233	-45840.47860199717	1.4309855638823497	34.33518047170899	-45838.3	-45917.9	-45784.3	608807.3100290768	575.7158204674975		4.658387617689014	0.0128580593737537	0.31797211557008	4.63836	4.06027	5.24862	573140.110678512	611.5433093402947	4.647708961209278	2021.3361198288176	0.0128452591420408	0.3178665516788117	2021.36	2020.75	2021.93	572379.5460834602	612.3559138308074	2021.336094834388	29.596139942938656	0.0489531794064149	1.115878794018865	29.509	27.5658	31.7246	674552.537989749	519.6037080292276	29.57530876409937	1.2730985663338077	0.00401557675194	0.1010954197703981	1.27045	1.09504	1.47367	552994.6440018646	633.8216903215036	1.2690988131594363	0.0877999338088444	6.201432519868904e-05	0.0016419163643199	0.0878304	0.0846824	0.0908544	500000.0	701.0	0.0877845649489937	0.4239982838801714	0.00010070765891926457	0.0026663767228353	0.424056	0.418837	0.428961	500000.0	701.0	0.4239898974355638	0.4116693865905853	0.00010180175228942986	0.0026953443815649	0.411674	0.40614	0.416408	500000.0	701.0	0.4116605637357343	0.0765323696148359	5.575932950486214e-05	0.0014763065676229	0.0764625	0.0736817	0.0795931	500000.0	701.0	0.0765181424910144	0.0008924045106990011	1.922705845606651e-06	4.505458855540431e-05	0.000893153	0.000809248	0.000979683	638315.8957916123	549.1011618398203	0.0008912632786841221	0.0008924045106990011	1.922705845606651e-06	4.505458855540431e-05	0.000893153	0.000809248	0.000979683	638315.8957916123	549.1011618398203	0.0008912632786841221	-45840.47860199717	1.4309855638823497	34.33518047170899	-45838.3	-45917.9	-45784.3	608807.3100290768	575.7158204674975		0.0	0.0	0.0	0.0	0.0	0.0				-196.46369614835945	0.3726732747333833	9.28337462716508	-196.323	-214.468	-180.26	564849.525558219	620.5192429853143		
6	sims/sim_006/delphy-digested.log	62.001426533523535	0.0014255156615957	0.0377425294114719	62.0	62.0	62.0	500000.0	701.0	62.00141516759323	-34732.794436519296	0.6094894273141633	16.13708865042559	-34732.4	-34761.6	-34700.3	500000.0	701.0		5335.417232524966	0.5008899242390599	13.261764289064269	5336.39	5308.72	5359.91	500000.0	701.0	5335.400741510804	-40068.20998573472	0.1576214789689093	4.173250064618362	-40068.2	-40076.6	-40060.8	500000.00000000006	700.9999999999999		2.4860176890156893	0.0181283545817599	0.4361545041329049	2.43288	1.73223	3.28767	605513.8386997877	578.8472163619319	2.449864634877419	2023.5085164051368	0.0181182163137186	0.4359472459554801	2023.56	2022.71	2024.26	605412.001673401	578.9445848962253	2023.5084694390507	24.7008078459344	0.064738520574405	1.5668414272979871	24.6424	21.8062	27.6513	598361.2652494233	585.7665266047865	24.651957922026003	3.0922003994293847	0.0333229167182205	0.7695799747292614	2.9931	1.80119	4.77982	657153.039512921	533.3613008315218	3.0003561913830725	0.1983568131241085	8.456291287837224e-05	0.002238921894657	0.198398	0.193719	0.20229	500000.0	701.0	0.198344183821293	0.1373279101283878	7.196561345770264e-05	0.0019053906984553	0.137358	0.133354	0.140641	500000.0	701.0	0.137314677815348	0.2404350827389439	0.00010303124557711229	0.0024401531169997	0.240411	0.235444	0.244862	624873.0079244849	560.9139706069005	0.2404227046273768	0.4238801982881597	0.00010652692954702575	0.0027637009494248	0.42387	0.419163	0.429608	520744.5647099055	673.0747159987263	0.4238711916206251	8.496868074179748e-05	4.4533640607638694e-07	1.1790906865822504e-05	8.41955e-05	6.55122e-05	0.00010917	500000.0	701.0	8.415104839729996e-05	8.496868074179748e-05	4.4533640607638694e-07	1.1790906865822504e-05	8.41955e-05	6.55122e-05	0.00010917	500000.0	701.0	8.415104839729996e-05	-40068.20998573472	0.1576214789689093	4.173250064618362	-40068.2	-40076.6	-40060.8	500000.00000000006	700.9999999999999		0.0	0.0	0.0	0.0	0.0	0.0				-194.74099857346647	0.5011845455677667	13.269564802580817	-193.815	-216.411	-165.217	500000.0	701.0		
7	sims/sim_007/delphy-digested.log	1659.904422253923	0.118206197411074	2.055088771411094	1660.0	1657.0	1664.0	1159597.693758102	302.26000093539005	1659.9031507649695	-49573.18031383739	2.671722741127979	53.49061761566198	-49572.2	-49683.6	-49473.7	874410.9181833158	400.8412895028828		5346.588259629102	0.2769163949450102	6.532654752368696	5346.8	5332.89	5358.82	629804.7726457008	556.5216638921457	5346.584268516736	-54919.76647646214	2.4674195743791225	48.72211235242544	-54919.1	-55014.7	-54824.1	898921.5997514803	389.9116453502739		2.846497275320968	0.0055942312721348	0.1254666092373695	2.8411	2.6137	3.09315	696807.045322499	503.00869136272894	2.8437457752137	2023.1482025677608	0.0055971596477014	0.1256318013790014	2023.15	2022.9	2023.38	695703.5841833112	503.8065175579814	2023.1481986670285	24.519711554921543	0.0288372864144684	0.5962363417796291	24.4891	23.4547	25.8218	819898.1696699973	427.49211178392255	24.51246794898951	0.1124936912981455	0.0003185393680013342	0.007468476054982	0.112475	0.100151	0.127644	637602.8719527776	549.7152152507225	0.1122473826632662	0.3682778159771754	9.969729348832735e-05	0.0026396258789049	0.368211	0.36326	0.373222	500000.0	701.0	0.3682683650063722	0.0489911283880171	4.34511916175286e-05	0.0011504313291725	0.0489749	0.0467197	0.0511355	500000.0	701.0	0.0489776367310426	0.4960483209700427	0.0001009435306710574	0.0026726217587676	0.496124	0.490845	0.501086	500000.0	701.0000000000001	0.496041118526248	0.0866827222539229	5.60965137545191e-05	0.0014852339942382	0.0867646	0.083543	0.0894597	500000.0	701.0	0.0866699761601912	0.0022569169757489	3.282686221523383e-06	7.785865173626287e-05	0.00225571	0.00211636	0.00242108	623064.5025481171	562.5420780137159	0.0022555742477499	0.0022569169757489	3.282686221523383e-06	7.785865173626287e-05	0.00225571	0.00211636	0.00242108	623064.5025481171	562.5420780137159	0.0022555742477499	-54919.76647646214	2.4674195743791225	48.72211235242544	-54919.1	-55014.7	-54824.1	898921.5997514803	389.9116453502739		0.0	0.0	0.0	0.0	0.0	0.0				-181.45447360912985	0.2791250754738858	6.57747840833975	-181.212	-195.061	-169.13	631199.8210712546	555.2916656489878		
8	sims/sim_008/delphy-digested.log	216.14978601997143	0.0202614897372435	0.5196186299094036	216.0	216.0	218.0	532919.1705417968	657.6982390099819	216.14916513541613	-36024.59885877322	0.8954027018589534	23.20869645554318	-36023.9	-36068.5	-35977.6	521702.99034992536	671.8382038885894		5330.709643366625	0.469083390014953	11.69230647832017	5330.91	5308.69	5353.04	564141.113430733	621.298451141933	5330.696820209754	-41355.310128388	0.5562801778857579	14.728299058273771	-41354.4	-41381.7	-41325.9	500000.0	701.0		5.79034001426534	0.0263895551198244	0.6987005382959133	5.68851	4.53699	7.12329	500000.0	701.0	5.74925255667889	2020.2041226818808	0.0263932367447626	0.6987980144169792	2020.31	2018.87	2021.46	500000.0	701.0	2020.2040018071295	31.18402624821682	0.070711888685275	1.841415551790486	31.1285	27.5722	34.5301	516855.6681471548	678.1390271997725	31.13024742482407	8.611981811697563	0.0813029118710785	1.7331336493230691	8.39197	5.90369	12.167	771322.7021484907	454.4142147297042	8.447078563079028	0.2900461911554921	0.0001099828421078916	0.0025855589998115	0.290071	0.28491	0.295114	634204.0251443172	552.6612668852764	0.2900346704809196	0.0997544962910127	6.642801701467155e-05	0.0016611954685675	0.0997771	0.0966034	0.103039	560465.8083100012	625.3726718082573	0.0997406560762304	0.4244559614835948	0.0001225083757467845	0.00286296853461	0.424296	0.419128	0.430387	641780.3802138034	546.1369820673453	0.424446307516087	0.1857433452211128	0.00010060505925167102	0.002348089681074	0.185656	0.181223	0.190421	643425.5532869613	544.7405658812568	0.1857285020162301	0.00023342599857346656	8.027430721765852e-07	2.049172559258288e-05	0.000232385	0.000193364	0.000272021	537878.3842686276	651.6342917862136	0.0002325249610622883	0.00023342599857346656	8.027430721765852e-07	2.049172559258288e-05	0.000232385	0.000193364	0.000272021	537878.3842686276	651.6342917862136	0.0002325249610622883	-41355.310128388	0.5562801778857579	14.728299058273771	-41354.4	-41381.7	-41325.9	500000.0	701.0		0.0	0.0	0.0	0.0	0.0	0.0				-197.8639443651926	0.4689519860668394	11.682987907599909	-197.723	-220.01	-175.717	564724.8866473014	620.6561961185618		
9	sims/sim_009/delphy-digested.log	231.3694721825963	0.0361683193131078	0.7952307058153076	231.0	231.0	233.0	725034.0399998829	483.4255781977583	231.36811265542084	-24951.284450784577	1.0830266499340546	25.35642080439884	-24949.9	-25004.7	-24906.1	639426.1716890252	548.1477229406557		5323.950413694724	0.4784470912752471	12.119143517529976	5324.74	5302.13	5348.68	546275.8513788942	641.6172326037802	5323.936615905356	-30275.234094151227	0.7639071894755448	17.03272903039796	-30273.3	-30310.1	-30245.0	705018.8711771494	497.1498130465365		5.312650941512119	0.0238333374205708	0.6266328916561172	5.29507	4.11781	6.50411	507027.33214048215	691.2842321937921	5.275831021293757	2020.6818830242487	0.023848090009391	0.6264854778599287	2020.7	2019.5	2021.88	507894.14910528506	690.1044255332469	2020.6817859018447	30.874451640513573	0.0701813074744539	1.7596420905330277	30.7853	27.9905	35.0451	557547.9823458262	628.6454459494356	30.82463658982574	26.048643509272477	0.1448629864631183	3.818423607899122	25.8642	18.5743	33.5013	504469.22568030335	694.7896564499692	25.772973049695427	0.5338372268188303	0.00010865251396430647	0.0028387361985972	0.533865	0.528609	0.539823	513472.87872353673	682.6066468618991	0.5338296771603984	0.4020966291012845	0.00010332327651581472	0.0027356288725691	0.401987	0.396843	0.407785	500000.0	701.0	0.4020873288011159	0.004148420385164	1.3521720837311133e-05	0.0003580065516382696	0.00414715	0.00342488	0.00481643	500000.0	701.0	0.0041329779622864	0.0599177289586305	5.588912159123914e-05	0.0013768562013313	0.0599412	0.0572822	0.0624872	577517.8607614599	606.9076366536337	0.0599019106121518	0.00025181746790299564	8.308419042817919e-07	2.196337652892924e-05	0.000251281	0.000207777	0.00029108	501564.2726237201	698.8137296273284	0.000250862421194866	0.00025181746790299564	8.308419042817919e-07	2.196337652892924e-05	0.000251281	0.000207777	0.00029108	501564.2726237201	698.8137296273284	0.000250862421194866	-30275.234094151227	0.7639071894755448	17.03272903039796	-30273.3	-30310.1	-30245.0	705018.8711771494	497.1498130465365		0.0	0.0	0.0	0.0	0.0	0.0				-202.2868972895865	0.479044580151238	12.11592876969422	-201.663	-225.009	-178.645	547931.7436638983	639.6782154950251		
