sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	clock.rate.mean	clock.rate.stderr	clock.rate.stddev	clock.rate.median	clock.rate.95%HPDlo	clock.rate.95%HPDup	clock.rate.ACT	clock.rate.ESS	clock.rate.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
45	sims/sim_045/delphy-digested.log	293.0199714693295	0.006005079142327181	0.1589929050342543	293.0	293.0	293.0	500000.0	701.0	293.0199284720015	-38445.077603423655	0.7649227059921957	20.252403040165156	-38444.0	-38483.0	-38405.7	500000.0	701.0	NaN	5335.936690442225	0.3822305824916003	10.120091548785235	5336.1	5315.06	5353.04	500000.0	701.0	5335.92709198394	-43781.01298145503	0.4213705093756562	11.156376087320353	-43780.6	-43802.0	-43759.3	500000.0	701.0	NaN	1.687908330955775	0.004915303055404859	0.1301395523761206	1.68031	1.45354	1.9508	500000.0	701.0	1.682968486533774	2024.3067760342362	0.0049222051923472855	0.13032229185193436	2024.31	2024.07	2024.56	499999.99999999994	701.0000000000001	2024.3067718391464	22.892798573466447	0.03234717686534847	0.856436942023165	22.8242	21.2985	24.5485	500000.0	701.0	22.87680221832422	0.5651175477888731	0.0030929861029025418	0.07814750122708247	0.559533	0.419103	0.718678	549052.3664373651	638.3726242257885	0.5597655530458593	0.41152257346647664	1.0710982130168997E-4	0.002835882964318312	0.41159	0.406338	0.417375	500000.00000000006	700.9999999999999	0.4115127999152546	0.2453621169757489	9.769301425057736E-5	0.002526277174611643	0.245322	0.240584	0.250517	524146.92867109686	668.7056258989154	0.2453491171300018	0.20963024393723276	9.729295385974805E-5	0.0023749975338188648	0.209532	0.205779	0.214867	588199.2606446622	595.8865021623021	0.2096167987426501	0.13348504992867327	8.429961737344914E-5	0.0020359485506968515	0.133445	0.129757	0.137456	600904.7418792006	583.2871261822407	0.13346953738755765	4.274859743223967E-4	1.2319709152681671E-6	2.967820595186669E-5	4.26134E-4	3.75166E-4	4.84631E-4	603967.603215168	580.3291403945251	4.264628281138891E-4	4.274859743223967E-4	1.2319709152681671E-6	2.967820595186669E-5	4.26134E-4	3.75166E-4	4.84631E-4	603967.603215168	580.3291403945251	4.264628281138891E-4	-43781.01298145503	0.4213705093756562	11.156376087320353	-43780.6	-43802.0	-43759.3	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-194.7752339514978	0.38272936002318114	10.133297384349046	-194.607	-215.678	-177.639	500000.0	701.0	NaN	
46	sims/sim_046/delphy-digested.log	498.15263908701854	0.019416480344295405	0.4757569502675574	498.0	498.0	499.0	583792.8264545669	600.3842187109802	498.1524123765404	-33690.56890156918	1.252288194275675	25.99372913316649	-33690.1	-33737.7	-33639.4	813503.4829937133	430.85248843699003	NaN	5336.481298145511	0.4680857526176334	9.398707829287382	5336.7	5317.93	5353.72	869365.8347267311	403.16744228874967	5336.473019811704	-39027.05007132668	0.840027961961941	18.026880081843146	-39027.2	-39060.0	-38991.4	761087.1127761004	460.5254695767151	NaN	2.4132774607703276	0.007064780870911276	0.1682647418280893	2.40548	2.12329	2.7589	617872.9278279407	567.2687444522636	2.407424307715176	2023.581312410841	0.0070605126912935195	0.16810598284249528	2023.59	2023.24	2023.87	618292.7541725219	566.8835638694873	2023.5813054282112	24.59684065620543	0.03941015984390179	0.8282972517105515	24.5947	23.0516	26.2882	793472.6727361454	441.72913830965956	24.582922261251916	2.543043937232525	0.010526790111785929	0.25904593745296833	2.51841	2.11624	3.10117	578797.1426800909	605.5662237325975	2.529917414229755	0.3024686233951497	1.0555063147795568E-4	0.002670927706612112	0.302409	0.297191	0.307238	547375.5916892597	640.3281500337263	0.30245683327096745	0.011895323580599151	2.305231091509994E-5	6.103423105168637E-4	0.0119093	0.0106927	0.0130769	500000.0	701.0	0.011879605553599128	0.5158030399429385	1.0575027635151392E-4	0.0027876183835500194	0.515731	0.510362	0.5213	504410.8321617209	694.8700893235873	0.5157955070900392	0.16983304136947197	9.805435082640094E-5	0.002191547532574104	0.169764	0.165855	0.174164	701649.0972526997	499.53744880792897	0.16981891001298208	6.773229971469332E-4	1.6296321542201377E-6	3.8176464588449446E-5	6.76769E-4	6.03114E-4	7.50495E-4	638668.9140131187	548.7976513489749	6.762483480448411E-4	6.773229971469332E-4	1.6296321542201377E-6	3.8176464588449446E-5	6.76769E-4	6.03114E-4	7.50495E-4	638668.9140131187	548.7976513489749	6.762483480448411E-4	-39027.05007132668	0.840027961961941	18.026880081843146	-39027.2	-39060.0	-38991.4	761087.1127761004	460.5254695767151	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-193.27243937232507	0.46877584515145443	9.423939690524014	-193.034	-211.502	-175.77	867268.3088515456	404.14252016672816	NaN	
47	sims/sim_047/delphy-digested.log	326.0713266761769	0.020015436017531186	0.28871713443587127	326.0	326.0	327.0	1684507.7582735405	208.07265403112717	326.07119918151494	-37863.02796005709	0.9040421457953578	22.289377177544573	-37862.0	-37906.9	-37822.2	576593.1924642874	607.8809194780929	NaN	5334.014893009984	0.38375399850200687	10.1309971876315	5334.36	5315.42	5353.21	502909.06039962586	696.9450892801229	5334.005268974114	-43197.04251069898	0.5790771383020092	13.636827803355729	-43196.1	-43225.0	-43172.5	632024.84283724	554.566808523793	NaN	2.3647682025677605	0.008586784857951467	0.20691145251722126	2.34795	1.96447	2.72877	603642.9417974974	580.6412627907133	2.35586513095751	2023.6298716119832	0.008599911207961549	0.2067529352857166	2023.65	2023.26	2024.02	606418.7111483377	577.9834849361422	2023.6298610497788	24.565494864479323	0.03911768136625903	0.9643964382309828	24.4861	22.8399	26.4831	576664.260698955	607.8060040952962	24.546667746312675	0.8471999572039939	0.00393894964925773	0.10428922457239174	0.844635	0.628753	1.03733	500000.00000000006	700.9999999999999	0.8408260608334879	0.1646931512125534	8.097337570373216E-5	0.0021438838561302323	0.164572	0.160685	0.169006	500000.00000000006	700.9999999999999	0.1646792088439818	0.13586306134094162	7.683242405422728E-5	0.0020342463448708168	0.135758	0.131801	0.139763	500000.0	701.0	0.13584784149509405	0.2432639144079883	9.510171514902956E-5	0.0025179514874686467	0.243261	0.2384	0.248221	500000.0	701.0	0.24325087922030755	0.4561798958630532	1.0701290833668572E-4	0.002833317057458326	0.456096	0.450436	0.462231	499999.99999999994	701.0000000000001	0.45617110279110495	4.431900727532089E-4	1.2583008701961458E-6	3.0305221984912476E-5	4.42535E-4	3.82483E-4	5.00029E-4	604257.5383251917	580.0506866186125	4.421525600214653E-4	4.431900727532089E-4	1.2583008701961458E-6	3.0305221984912476E-5	4.42535E-4	3.82483E-4	5.00029E-4	604257.5383251917	580.0506866186125	4.421525600214653E-4	-43197.04251069898	0.5790771383020092	13.636827803355729	-43196.1	-43225.0	-43172.5	632024.84283724	554.566808523793	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-196.6341298145508	0.3842159267425086	10.144088587649383	-196.254	-215.42	-177.586	502820.16117409465	697.0683100327079	NaN	
48	sims/sim_048/delphy-digested.log	727.2410841654779	0.02253059204127067	0.5878668320671275	727.0	727.0	729.0	514843.5955965638	680.7892785261624	727.2408469207717	-35502.75164051357	1.187015554082903	29.07073201320452	-35502.9	-35562.5	-35450.7	584371.3378535998	599.7898550045063	NaN	5327.302710413694	0.33939930310926797	8.986073266486057	5327.4	5309.37	5343.37	500000.0	701.0	5327.295129685599	-40830.05534950069	0.8570610230327479	21.378170012599675	-40829.9	-40872.8	-40789.7	563339.8310580301	622.1821726003512	NaN	1.8030649786019959	0.0035968975908847174	0.09523291588415306	1.79233	1.63113	1.97539	500000.0	701.0	1.8005819091884414	2024.191340941512	0.003599882211445869	0.0953119369787253	2024.2	2024.01	2024.35	500000.0	701.0	2024.1913386975361	23.31163737517832	0.027616301504441002	0.6437462236892071	23.2963	21.937	24.4802	645044.4821138186	543.3733792302312	23.30277920530917	0.18720475035663336	7.781258348981288E-4	0.020601974426497922	0.187617	0.147154	0.22585	499999.99999999994	701.0000000000001	0.18606227095038075	0.22354347503566302	9.472517406337646E-5	0.0023419379945812694	0.223569	0.218865	0.22781	573413.6953411648	611.2515324410982	0.22353120017041242	0.5363022738944362	1.3576371030659073E-4	0.0029788789185608636	0.536283	0.530637	0.542185	728030.7399854464	481.4357152103311	0.5362940009122149	7.339396661911554E-4	6.429993921824897E-6	1.5518812301739069E-4	7.21073E-4	4.42261E-4	0.00105916	601716.8679446456	582.499874396481	7.175195490020502E-4	0.23942033808844485	9.45803723476409E-5	0.002495115674025364	0.239432	0.234229	0.243553	503626.63737864565	695.9520684297736	0.2394073456350846	0.0010399690285306698	1.9989524693185044E-6	4.7734010959758546E-5	0.00103841	9.54886E-4	0.00113811	614663.041580301	570.2311287479773	0.0010388731246351428	0.0010399690285306698	1.9989524693185044E-6	4.7734010959758546E-5	0.00103841	9.54886E-4	0.00113811	614663.041580301	570.2311287479773	0.0010388731246351428	-40830.05534950069	0.8570610230327479	21.378170012599675	-40829.9	-40872.8	-40789.7	563339.8310580301	622.1821726003512	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-202.39806704707578	0.34023820618959394	9.008284403966055	-202.396	-220.423	-186.334	499999.99999999994	701.0000000000001	NaN	
49	sims/sim_049/delphy-digested.log	450.63195435092723	0.10691898744519657	0.9971744836594054	450.0	450.0	453.0	4029539.1793560702	86.9826509680471	450.6308537444754	-34743.235948644826	1.801105473389745	30.776299608154275	-34742.6	-34795.3	-34674.7	1200420.799531117	291.9809454625452	NaN	5333.227817403702	0.3730409145115565	9.876782181029752	5333.57	5313.78	5351.36	499999.99999999994	701.0000000000001	5333.218669879015	-40076.460342367995	1.6438202364337207	24.12234807633475	-40075.2	-40127.5	-40032.6	1627636.8267560813	215.34287885249856	NaN	5.173286747503567	0.01623110097995638	0.429741196482373	5.14753	4.39178	5.98906	500000.0	701.0	5.155634407683444	2020.8212125534935	0.0162317495121621	0.429758368413353	2020.85	2020.01	2021.6	499999.99999999994	701.0000000000001	2020.8211668539716	29.38770627674752	0.04706188975527003	1.2460296339186163	29.3263	27.2512	31.9366	499999.99999999994	701.0000000000001	29.36143329457413	0.6331681840228246	0.003128094100053214	0.07990056387851455	0.627711	0.474863	0.781796	537214.7793502198	652.4392356143703	0.6281696626194161	0.4794604350927249	1.1272283237762764E-4	0.002984495316528234	0.479608	0.473724	0.485551	500000.00000000006	700.9999999999999	0.4794511437324366	0.3570509757489306	1.1521042709638074E-4	0.0028785098990394237	0.35699	0.351757	0.363132	561482.391329129	624.2404132573133	0.35703937843650224	0.12282161626248209	7.482181492473037E-5	0.0018600627172473876	0.122752	0.119255	0.126474	567138.7523659425	618.0145485347512	0.12280752345089091	0.040666982168330916	4.317349700061343E-5	0.0011430789741425894	0.0406093	0.0386944	0.0430991	499999.99999999994	701.0000000000001	0.04065093885344258	5.122008288159771E-4	1.2561040006721338E-6	3.3032808113234165E-5	5.11504E-4	4.52445E-4	5.78452E-4	506813.5655599936	691.5758058147516	5.111395391894038E-4	5.122008288159771E-4	1.2561040006721338E-6	3.3032808113234165E-5	5.11504E-4	4.52445E-4	5.78452E-4	506813.5655599936	691.5758058147516	5.111395391894038E-4	-40076.460342367995	1.6438202364337207	24.12234807633475	-40075.2	-40127.5	-40032.6	1627636.8267560813	215.34287885249856	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-197.39746790299571	0.37367313082899756	9.893520996146627	-197.042	-216.878	-179.222	500000.0	701.0	NaN	
50	sims/sim_050/delphy-digested.log	1142.4151212553495	0.2327971644472536	2.441381158509062	1142.0	1138.0	1147.0	3186927.7477466334	109.98052913117546	1142.4125131184917	-43423.978031383725	3.337295172236886	53.02445810914289	-43421.5	-43521.8	-43319.1	1388432.544501677	252.44294466303953	NaN	5316.17479315264	0.3754157634028924	8.727483673235803	5316.48	5298.84	5331.62	648537.2727459524	540.4469638513733	5316.167627397144	-48740.153495007165	3.1218293308172727	47.455926580694786	-48737.0	-48831.1	-48650.7	1516789.8742723519	231.08012912345228	NaN	4.803037831669044	0.014344962406614812	0.26767410178297474	4.78904	4.32055	5.34698	1006639.9062655783	348.18806389295753	4.795630381564829	2021.1915977175438	0.014336061938369176	0.2676420405199174	2021.21	2020.65	2021.67	1005632.0395864007	348.53702567407726	2021.1915799968076	29.773829101283923	0.04988468100427713	0.9382974050937444	29.7516	28.1704	31.7115	990698.2379619087	353.7908785636463	29.75911037205551	123.17203680456497	0.8553718184631219	22.647170340297727	120.462	83.0911	170.998	500000.0	701.0	121.18770592859815	0.36128902425106985	1.146936210236729E-4	0.0028389982326962413	0.361237	0.35551	0.366275	572053.051140573	612.7054113270871	0.3612778677312623	0.13325383880171193	7.986372150697854E-5	0.0019258169790413071	0.133302	0.129785	0.136945	602777.574936533	581.4748500504593	0.13323991952313718	0.03837879186875887	4.1127270365368136E-5	0.0010579442524505666	0.0383626	0.0362672	0.0402901	529690.553291008	661.7071001593603	0.03836420301560603	0.4670783380884447	1.1331184362276853E-4	0.0028767123405192712	0.467013	0.461711	0.472836	543808.2112921725	644.5287009682287	0.4670694869135696	0.001277359300998574	2.631596192923166E-6	5.8216435132021784E-5	0.00127501	0.00117039	0.00138961	716201.6301304778	489.387325097467	0.001276030720952668	0.001277359300998574	2.631596192923166E-6	5.8216435132021784E-5	0.00127501	0.00117039	0.00138961	716201.6301304778	489.387325097467	0.001276030720952668	-48740.153495007165	3.1218293308172727	47.455926580694786	-48737.0	-48831.1	-48650.7	1516789.8742723519	231.08012912345228	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-204.4903637660485	0.3809402072753103	8.738723626774368	-204.072	-221.085	-187.598	666048.1723571549	526.2382130102918	NaN	
51	sims/sim_051/delphy-digested.log	237.0342368045649	0.008698149006726975	0.2302957123145031	237.0	237.0	237.0	500000.00000000006	700.9999999999999	237.03412545321257	-36769.00727532095	0.8036571976191631	21.27795312357975	-36768.5	-36806.3	-36726.9	500000.0	701.0	NaN	5340.012453637659	0.44294650970057625	11.727631002569714	5340.51	5319.74	5363.44	500000.0	701.0	5339.9995723621505	-42109.017118402255	0.4175626603533238	11.055557939208608	-42108.5	-42130.4	-42089.0	500000.0	701.0	NaN	2.3835726961483616	0.009329425462238562	0.2470096431281188	2.36438	1.94807	2.90685	500000.0	701.0	2.3708954535812543	2023.6110413694719	0.009330024292394578	0.24702549799357734	2023.63	2023.09	2024.05	500000.0	701.0	2023.6110262916884	24.193593152639107	0.04106321298784576	1.0872062408211984	24.1165	22.2869	26.3013	500000.00000000006	700.9999999999999	24.169278835732385	0.8133930014265337	0.0044162410450979805	0.11692618467586309	0.805593	0.589902	1.03984	500000.0	701.0	0.8050362192667025	0.2139749814550643	8.911768943213136E-5	0.0023595160015082266	0.213961	0.20952	0.21863	500000.0	701.0	0.2139619657721196	0.46016262339515024	1.1534545361186644E-4	0.0028843701874947244	0.460151	0.454627	0.465848	560514.6765950628	625.318148900523	0.4601535811008974	0.15223667047075612	7.582218466685262E-5	0.0019574108400331035	0.15226	0.148705	0.156136	525916.3000099254	666.4558599788315	0.15222408415928823	0.17362570613409412	8.286749983175559E-5	0.0021940334528858813	0.17362	0.16887	0.177456	500000.0	701.0	0.1736118497202323	3.283188687589161E-4	1.096306741856439E-6	2.59157014523743E-5	3.27373E-4	2.80021E-4	3.76553E-4	627229.1815763027	558.806908695082	3.272987629594714E-4	3.283188687589161E-4	1.096306741856439E-6	2.59157014523743E-5	3.27373E-4	2.80021E-4	3.76553E-4	627229.1815763027	558.806908695082	3.272987629594714E-4	-42109.017118402255	0.4175626603533238	11.055557939208608	-42108.5	-42130.4	-42089.0	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-190.76004564907277	0.4433154246200709	11.737398543116942	-190.179	-211.064	-167.284	500000.00000000006	700.9999999999999	NaN	
52	sims/sim_052/delphy-digested.log	1840.4151212553495	0.6526018468826011	3.5386997851099506	1840.0	1834.0	1847.0	1.192057432631463E7	29.402945731085484	1840.4117210262925	-50060.846219686115	7.904797236445848	70.90487033381024	-50058.1	-50196.8	-49923.2	4356295.754748986	80.45826540080637	NaN	5340.146362339525	0.3027490225889812	6.931525776831473	5340.52	5326.76	5353.7	668645.3619846064	524.1941691776354	5340.141862477847	-55400.9941512126	7.800274725418456	66.43378674240283	-55395.7	-55526.0	-55268.0	4832032.0242842175	72.53677091511425	NaN	3.7790239657631903	0.014643227011885262	0.17526962286029463	3.76712	3.43562	4.11781	2446517.3976007537	143.2648712589282	3.774983628464315	2022.2155206847394	0.014628857110088744	0.17524682370032066	2022.23	2021.88	2022.56	2442353.391584741	143.5091257504612	2022.2155130910671	26.498228673323805	0.04913709445193816	0.7057906785525916	26.4718	25.0992	27.7829	1698850.3758145277	206.31599167875507	26.488866037210194	17.135918830242513	0.04957713365629591	1.2070261618398037	17.0473	15.2048	19.8587	591313.0770918132	592.7486023543123	17.093827700221794	0.23755424821683319	9.299327908740112E-5	0.002447189013872045	0.237575	0.232338	0.242132	506123.051073075	692.5193374553378	0.2375416314031603	0.10873610413694713	6.915263231944818E-5	0.0017556350137658025	0.108789	0.105591	0.112122	543797.2257115626	644.5417214870272	0.10872192424475477	0.05246405378031381	4.6343215936683566E-5	0.0012270017351295127	0.0524965	0.0503048	0.0550056	500000.0	701.0	0.05244967978892686	0.6012456205420823	1.0668246349936344E-4	0.0028245680662425782	0.601185	0.595556	0.606202	500000.0	701.0	0.6012389881032328	0.0023250470042796	5.314057879597883E-6	8.52947036660684E-5	0.00231917	0.00215511	0.00248473	1360493.444855366	257.62711413671065	0.0023234874326915184	0.0023250470042796	5.314057879597883E-6	8.52947036660684E-5	0.00231917	0.00215511	0.00248473	1360493.444855366	257.62711413671065	0.0023234874326915184	-55400.9941512126	7.800274725418456	66.43378674240283	-55395.7	-55526.0	-55268.0	4832032.0242842175	72.53677091511425	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-184.97075178316703	0.30667284366515934	6.982740806713733	-184.588	-196.979	-170.012	676062.4569888053	518.4432242564296	NaN	
53	sims/sim_053/delphy-digested.log	191.01997146932953	0.005812149356116999	0.14975205101538333	191.0	191.0	191.0	527978.2055367469	663.8531597032095	191.01991301644819	-33162.7828815977	0.7436476402037145	18.832464131268335	-33162.4	-33196.7	-33124.7	546522.6090995526	641.32753917991	NaN	5335.734721825965	0.4403998308908573	11.372574316856335	5335.98	5315.57	5358.31	525611.3591804213	666.8425137282609	5335.722599933575	-38498.5152639087	0.3444069619796156	8.722136916379883	-38498.5	-38515.2	-38482.2	546494.8431046094	641.360123379806	NaN	1.9619607132667591	0.007913738902873026	0.2095273530100933	1.94261	1.58195	2.3589	500000.0	701.0	1.9510645781074147	2024.0324108416537	0.0079105409296862	0.20944268227803617	2024.05	2023.64	2024.41	500000.00000000006	700.9999999999999	2024.0324000049068	23.169126818830236	0.039952416205786975	1.0123475252836265	23.1726	21.0582	24.9068	545902.2317916519	642.0563602564117	23.146993483171954	1.114638095577745	0.006728698210484695	0.1698153015341189	1.10227	0.811677	1.44042	550296.1588628164	636.9297592850841	1.1018408787023504	0.2938097974322396	9.977483592691909E-5	0.002641678923877986	0.293857	0.289009	0.299258	500000.0	701.0	0.293797916302055	0.3259342995720399	1.05858223912128E-4	0.002732954705516217	0.325994	0.320457	0.331298	525862.6922919134	666.5238001052807	0.32592283811941747	0.35645641512125537	1.0150293480516637E-4	0.0026874327689479973	0.356378	0.35119	0.361467	500000.0	701.0	0.3564462826672037	0.023799496291012818	3.359099393069689E-5	8.893687458809877E-4	0.0237675	0.0219702	0.025456	500000.0	701.0	0.0237828735576804	2.749336604850214E-4	9.201343469524211E-7	2.3598310896456992E-5	2.73174E-4	2.29232E-4	3.18927E-4	532879.0792754149	657.7477210713437	2.739308037836563E-4	2.749336604850214E-4	9.201343469524211E-7	2.3598310896456992E-5	2.73174E-4	2.29232E-4	3.18927E-4	532879.0792754149	657.7477210713437	2.739308037836563E-4	-38498.5152639087	0.3444069619796156	8.722136916379883	-38498.5	-38515.2	-38482.2	546494.8431046094	641.360123379806	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-194.9893580599146	0.4409027141535874	11.376434584652294	-194.7	-215.026	-172.42	526454.9567206813	665.7739575352941	NaN	
54	sims/sim_054/delphy-digested.log	748.1754636233951	0.02120652431019586	0.505910817406384	748.0	748.0	749.0	615855.8635391159	569.1266751700548	748.1752928114252	-46069.70042796006	1.1655123765220192	29.987406022344768	-46067.7	-46127.0	-46011.2	529473.2233052162	661.9787074632732	NaN	5332.159429386592	0.3276238314098517	8.674301114164145	5332.61	5315.94	5348.72	500000.0	701.0	5332.1523718379785	-51401.85962910134	0.8755356537746222	22.197451506212747	-51400.9	-51444.5	-51358.9	545292.4237362279	642.774380759682	NaN	1.5991369757489275	0.0031730134378786102	0.08226786691106512	1.59288	1.44534	1.75135	521400.4136829944	672.2280819153705	1.5970511629463102	2024.3953637660456	0.0031848634934924067	0.08256618320929283	2024.4	2024.23	2024.54	521513.16525487474	672.0827456555254	2024.3953620822303	22.3381419400856	0.024593807000447714	0.6325349085077349	22.3083	21.1232	23.5762	529871.4824811368	661.4811545599223	22.329217106755454	6.623970984308135	0.023035437534522207	0.5791562279432952	6.58935	5.52456	7.80435	554484.6039256715	632.1185430912061	6.59866941619762	0.34616465049928663	1.0577874619548373E-4	0.0028006408812655073	0.346176	0.340564	0.351386	500000.0	701.0	0.3461533138076536	0.18408791155492163	8.420397712865179E-5	0.0021923505414343167	0.184065	0.179619	0.188025	517050.829899826	677.8830624213605	0.1840748586823198	0.2646484564907274	9.421958268177429E-5	0.0023554108648481706	0.264644	0.26044	0.269094	560837.4770528771	624.95823539081	0.26463798033451724	0.2050989686162626	9.258443097241674E-5	0.0023653320273361697	0.205161	0.200206	0.209463	537006.7208799064	652.692017384237	0.2050853231079688	0.0011160098801711836	2.101882403652028E-6	4.9625326364676725E-5	0.00111518	0.00101634	0.00121034	628779.1021500322	557.4294673622401	0.0011149096529779528	0.0011160098801711836	2.101882403652028E-6	4.9625326364676725E-5	0.00111518	0.00101634	0.00121034	628779.1021500322	557.4294673622401	0.0011149096529779528	-51401.85962910134	0.8755356537746222	22.197451506212747	-51400.9	-51444.5	-51358.9	545292.4237362279	642.774380759682	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-195.9480770328101	0.32849493524975093	8.697364811355259	-195.633	-212.437	-179.631	500000.0	701.0	NaN	
