replicate	mu	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_029	0.00033487941242042307	0.47794044528101204	0.44266983601735244	0.0290961394004041	0.21743219329069133	0.3108018312915523	2.7023826232684502
sim_030	0.00040952105402765305	8.204756644018966	0.12765692045550678	0.4353541619459933	0.1450876762718975	0.2919012413266025	1.6479066992571179
sim_031	0.0006101154632157485	2.4749413808663405	0.14808068791515927	0.017546996364731633	0.7783125899463552	0.05605972577375391	2.2680157757080424
sim_032	0.0016924342010264102	1.441943331613189	0.20206918107580596	0.08668956719219904	0.09171514700594907	0.619526104726046	4.923527795673293
sim_033	0.0012050114472257985	0.061117930983430796	0.7849055335949814	0.10016198428158322	0.08557910899553177	0.02935337312790358	3.623311644367605
sim_034	0.0008924290975498749	5.739429555407196	0.2860719193096088	0.0006840367851662276	0.49600536149401314	0.21723868241121186	1.9313472309020958
sim_036	0.0002446090629475246	1.9461705338989987	0.12209322863020658	0.3920962848561835	0.29764541182541565	0.18816507468819435	4.2943645023659505
sim_037	0.0033800550288457503	23.39553044100363	0.029462140805301667	0.34937787680665183	0.09096529156471699	0.5301946908233294	2.4553832278990297
sim_038	0.0006619509711437091	0.6625981741593295	0.022099029169231472	0.14443101897634952	0.07576734611292606	0.757702605741493	3.126379891457625
sim_039	0.002921314854069347	0.23484469289967813	0.4709659794918627	0.07457229618180358	0.42120703952933436	0.033254684796999404	3.314100849443749
sim_040	0.0008659641590404032	12.81380405849347	0.09520468683209755	0.4615919430472732	0.12485881661303172	0.31834455350759744	2.7069350873160487
sim_041	1.4080161736558346e-05	8.854028748354654	0.2131662714429213	0.34288501448877207	0.03354988931162703	0.4103988247566796	2.932648571649568
sim_042	0.002586917660099113	1.6551889128101238	0.11398386095426256	0.2509923083521081	0.4996472740310872	0.13537655666254197	3.391755072532293
sim_043	0.0007554048887212923	1.079499579386217	0.5247928035784141	0.2348807253342331	0.025342315560393246	0.2149841555269595	1.9818601131756692
sim_044	0.0019223553447417835	0.9305341383006542	0.25279656944005835	0.3431472371862777	0.08370453131408541	0.3203516620595785	3.0590902216774114
sim_045	0.000430147394521071	0.5796621751499598	0.41105258673917977	0.2452283670183349	0.2100648400486248	0.13365420619386043	1.7898642700050482
sim_046	0.0006494160674973467	2.3327956505710374	0.2991484988691122	0.01253575290301047	0.5180724306795119	0.17024331754836536	2.3795838549795514
sim_047	0.0004727309147322412	0.7207174478160091	0.16527822953441318	0.13533185463803377	0.2417982297408556	0.4575916860866974	2.3898369848081895
sim_048	0.0010063161300820312	0.154643524808165	0.22568049631845208	0.536341339645703	0.0005541577237429384	0.23742400631210198	1.7655797792538046
sim_051	0.0003105368764843255	1.0273290790455596	0.21152140020961677	0.46543889860680987	0.15151725107569194	0.17152245010788134	2.1341036987181683
sim_053	0.00027767039985626983	1.4308417309928843	0.2943939533540029	0.32183025588298037	0.36007501377230083	0.023700776990715686	1.856927879656207
sim_054	0.0010627744220255302	6.484359191053612	0.34428515308917385	0.18351553480101682	0.26589824894232866	0.2063010631674807	1.5900946821702187
sim_055	0.00016115651075131125	0.3915262896027978	0.3300117601854622	0.47768928598852395	0.13335875311873963	0.05894020070727419	3.70152667328939
sim_056	0.0003639030713350349	0.2691280465801558	0.20826895006062804	0.4032006579650193	0.023624563069641235	0.36490582890471135	2.773468774796353
sim_057	0.0011199512210839447	3.626420935431105	0.16992381048774274	0.2511942861322614	0.4577594511456288	0.12112245223436685	1.8943881302597951
sim_058	0.002051488617022473	5.079476150114872	0.15072385824921616	0.2541772002255834	0.45595942435914905	0.13913951716605136	1.9265927073805142
sim_059	0.0012495789969113463	4.727446181678106	0.7036903227922338	0.03494494785877361	0.018843574697538085	0.24252115465145452	3.8216132344314593
sim_060	0.0014386701852894973	8.777981121152958	0.10455119911096482	0.48239628804093354	0.06979144311762678	0.3432610697304748	2.208273961706907
sim_062	0.0009707181057597517	3.568308420998585	0.4973510768789972	0.0031750661970536822	0.16695158481179959	0.3325222721121496	1.8322042395850466
sim_063	0.0009390472507568688	12.520636115258307	0.14813330620129464	0.492705002006339	0.28644722048612	0.07271447130624646	2.6825948754256617
sim_064	4.787963312165957e-05	0.24579583095199312	0.4236008721818105	0.06967371012128182	0.10323883182820995	0.40348658586869784	2.9308128418883137
sim_065	0.0003435074702167212	2.0396796549091856	0.02909842828016955	0.07810371700538134	0.45833614321641164	0.4344617114980374	2.1914713067723532
sim_066	0.00021594316162217977	17.831667261544794	0.5833625833346793	0.06861450656042417	0.33630707931071663	0.011715830794179758	2.544447475291871
sim_067	0.0019649301836852087	0.5839732726820933	0.2244982845245214	0.09246038890683174	0.02928105412229521	0.6537602724463517	3.658997967846437
sim_068	0.0003143230870870291	1.4975085600825386	0.4104089250101745	0.15208907974776206	0.12727775873213124	0.3102242365099322	2.6871617252591236
sim_069	0.00011111154394700238	0.3576490285588759	0.05734202114050941	0.5791692232522305	0.045823678959310776	0.31766507664794935	3.6417320044868395
sim_070	0.0008239445272523983	1.8650592619547925	0.2765224568181914	0.1615434304566459	0.1509100845386203	0.4110240281865424	3.0527106595616162
sim_071	5.1934418009201696e-05	4.536352352016592	0.7024178401403851	0.1208048855549001	0.04051831304711323	0.13625896125760165	2.0741495790385724
sim_072	0.00010218651034273744	12.906989282259776	0.37241546818165894	0.1284287796164332	0.45056961105392773	0.04858614114798015	2.142633421658441
sim_073	0.0002909039261119837	2.134627375618587	0.3617827796564678	0.012832341481001675	0.05321306456877658	0.572171814293754	2.671227738446062
sim_074	0.0006349795255879445	17.693744939981507	0.3642267603077708	0.32947996386450223	0.08290076757071091	0.22339250825701604	2.6915192828741183
sim_075	0.00104448807005776	0.6845408760564335	0.5686921497284996	0.20805115525455917	0.1814433041263368	0.04181339089060432	2.9987359233788675
sim_076	0.0004932295288676088	8.777718468030706	0.3285470971708362	0.48141783612073835	0.03626551201325785	0.15376955469516762	2.3737363931757134
sim_077	0.00010333713576545121	2.599086544977255	0.0066384257645428	0.4958762306981503	0.46280504374660536	0.034680299790701544	2.4407098967392256
sim_078	0.0036772487988005575	2.2287809151420666	0.5295187041530823	0.014748565607464273	0.3714796212027396	0.08425310903671387	2.16210028032987
sim_079	0.0013414509471195825	4.756837266926337	0.048463092297742545	0.30061767787447374	0.6139427940510144	0.0369764357767694	2.519192798675173
sim_080	0.0010550590299915291	10.928864601554062	0.15013712814509733	0.21294942419321095	0.45833759136338015	0.1785758562983116	2.249932181258478
sim_081	0.001549773809953223	1.2649035739192092	0.2630757203319434	0.5072016542573686	0.19923647768769795	0.030486147722990065	1.947191091131961
sim_082	0.0003206272595620665	11.81366892034134	0.04869312265807937	0.4298064966346838	0.2531006008805708	0.268399779826666	2.869307753979902
sim_084	0.0001498789853943874	0.9489338907638624	0.026997371071233636	0.4630282775210825	0.21661296930799742	0.2933613820996863	2.9376370193173837
sim_085	0.0011025961999211636	12.663520506528117	0.7735686992795292	0.2156751251907226	0.008486365480311791	0.0022698100494365895	2.754850186522739
sim_086	0.0002285262046034304	2.1625828153289572	0.344489876992738	0.31656282892299964	0.054610694124021766	0.2843365999602407	3.8417485911319367
sim_087	8.192049658721546e-05	21.31879972228744	0.3623276320303667	0.040629865593776814	0.5311439557855362	0.06589854659032025	2.0049558431231818
sim_088	0.0006039500968880027	4.131309240314667	0.1929870766974565	0.2685790266893188	0.3775024224759524	0.16093147413727227	3.3819029846054787
sim_089	0.0014493303596987595	2.614861092738409	0.31871355907445886	0.3639398873207043	0.11591389124962304	0.20143266235521368	1.8207813359906708
sim_091	0.0006225983697151712	0.5374983372856585	0.036009213950653284	0.3258522163385533	0.5763991237758936	0.061739445934899904	2.9462337243109666
sim_092	0.00140387584608388	2.7974935070826774	0.16011704715022837	0.28354302622995253	0.1285123257765923	0.42782760084322674	2.171903286460351
sim_093	0.0008565614061415186	0.7865250896833786	0.2205288782672222	0.11263579043546103	0.10150944456361237	0.5653258867337044	3.581943751458109
sim_094	0.0005500562240023263	3.532608689648904	0.5806437476787513	0.1350677700400304	0.25812790335801	0.02616057892320835	1.5810648315419586
sim_095	2.569128967338796e-05	6.903218357742306	0.7022898808864839	0.08060366325969767	0.18520843655253505	0.03189801930128331	1.636659242430345
sim_097	0.0007581764641514129	0.633741040298208	0.6213187642911798	0.14911217016836734	0.219629104505987	0.009939961034465858	3.0329210763435315
sim_098	0.00025740663895679834	0.5014173472940556	0.11902568233665672	0.3300063954435002	0.3995300446137606	0.15143787760608246	1.7586018841185493
sim_099	0.0017039254954194876	8.419546735162166	0.014305871029054356	0.1673152464131159	0.2011200692216668	0.6172588133361628	2.0620964595751747
sim_100	0.0001343616585865693	0.854152947011964	0.27701805939070806	0.04724640555378269	0.42052127734333455	0.2552142577121747	2.5045360009035664
sim_101	0.00035266262286232097	1.3777177451385423	0.14596559097553327	0.31549702638497584	0.08931820808432304	0.44921917455516774	1.7904244895919754
sim_102	0.0007986894431343095	4.353657034561513	0.45403906693066964	0.2623290680113622	0.08615867208799939	0.19747319296996874	2.8337766943615184
sim_103	0.002556456177403864	6.767186043466996	0.05077634855965255	0.6348838795631492	0.20332571685215237	0.11101405502504584	2.3604852033997163
sim_106	5.393044748143543e-05	0.3278144526174832	0.2766226849971554	0.5635836584328223	0.07194870947215663	0.08784494709786556	2.539136838625349
sim_108	0.0004668457142984254	1.652936774102522	0.13879738652607582	0.2726846035941966	0.26704086549395456	0.3214771443857729	3.8078372162064014
sim_110	0.00019731794054239597	8.979076978087505	0.4452149637132228	0.3068867328413405	0.018750628778996293	0.22914767466644045	2.8410111236432463
sim_111	0.0008800336283810237	0.7767738030666407	0.1040303028969752	0.004134400885563237	0.867717696460497	0.024117599756964744	2.1487518761206417
sim_112	0.0001556929878831076	1.3170877199348134	0.20103240305142422	0.3819897962953519	0.28009005481767657	0.13688774583554747	2.005141979111162
sim_113	0.0014336859746008838	3.081426051191386	0.5119326980336445	0.041603374930702125	0.2901984409632601	0.1562654860723933	4.99755917321892
sim_114	0.001962544376855932	1.8113633320299614	0.02568907094532031	0.1135205567619193	0.0245871013102228	0.8362032709825375	2.2746282125632806
sim_115	0.00017744656669747087	2.990941520322605	0.4908480057120096	0.348145801605437	0.0326528762224765	0.12835331646007694	4.071192555100215
sim_116	0.00043054959481199573	0.3728195920974663	0.29411267911797234	0.41133318105465727	0.020778357457636336	0.273775782369734	2.0546650372578124
sim_117	0.00028279639096654433	3.3023056661233072	0.38580501896805053	0.21523971320687954	0.2736103084278168	0.125344959397253	3.277982573341491
sim_118	0.0013879765358756713	1.0991106657742993	0.18085580059979148	0.1655818906302977	0.5718294867406737	0.08173282202923715	3.3269833032271765
sim_119	0.0001813648277116443	1.1256407545859126	0.3311226423260186	0.04158246290810114	0.317783810328319	0.30951108443756126	5.1238630352087915
sim_120	0.0002935051527235062	3.360096182278658	0.3592984576557706	0.08646431406449162	0.3106597431520026	0.2435774851277351	2.6290024942553742
sim_121	1.2164457080753476e-05	8.140715058088524	0.3816648975366768	0.08184543543539237	0.34604527323174306	0.19044439379618774	4.00073997745332
sim_122	0.0001398739254643529	8.18208878265433	0.34176631422281867	0.1353717011953097	0.4851708688996387	0.03769111568223312	2.8447838720312224
sim_123	8.15933892349383e-05	1.933691349327753	0.0604071081765044	0.43907046642245884	0.4712774792929594	0.029244946108077197	2.1322509388265205
sim_124	0.00036966160578737536	1.7442421968365016	0.09782567142441716	0.12094847895175864	0.11104647064774369	0.6701793789760804	1.6973322709179162
sim_126	0.004460032309773434	10.655578413457262	0.49285300655751385	0.22860042698585775	0.18672526455318028	0.09182130190344806	1.7095061975508121
sim_127	0.004398145022116074	0.41636358799393036	0.1926588535097039	0.12841983386802808	0.2361095165322833	0.4428117960899847	2.49589058907975
sim_128	0.0010081870480065473	21.791850625136	0.18132901711625268	0.19342912577741134	0.37639719064057514	0.24884466646576084	2.509257840849342
sim_129	0.0010357376088587914	0.5380586598694049	0.07771594000954671	0.12047982531706994	0.056262021739003465	0.7455422129343797	2.2942378686403324
sim_130	0.00029674099250160595	8.304068171199598	0.17230027241178772	0.11518786715706285	0.3350640639684336	0.3774477964627157	2.1672184767549587
sim_131	0.0006838974083523265	2.577594472484302	0.02770870892104991	0.8139918771017368	0.14203915362371072	0.01626026035350275	2.4507939379289745
sim_132	0.0005504274657916025	4.072451453457791	0.20185308471331043	0.2168635162933106	0.29749412509846274	0.2837892738949163	3.4314559491328076
sim_133	0.003213806110835816	0.7315835120302433	0.04715326690721675	0.26485879299387094	0.4550844616820848	0.2329034784168274	2.283723374619531
sim_134	0.0005007774438199623	8.463411410703765	0.3981578488990246	0.3007694692027908	0.06369755236887219	0.23737512952931242	4.5177129289728715
sim_135	0.0002394874544017961	3.60255479001371	0.6445738626607311	0.19412582222449662	0.03542471893801211	0.12587559617676	3.473548243237489
sim_136	0.0013179930989832191	1.785699478905265	0.08118844651158107	0.7829784061664028	0.04381981076893031	0.09201333655308577	2.621383861863922
sim_137	0.0009492479002373018	0.6888475031074921	0.19601204042766393	0.22573631887910722	0.36663695844025307	0.2116146822529757	2.0605515053825134
sim_138	0.0014144531213781564	0.43572191912067465	0.021866626269273142	0.44418560767893017	0.41460045109533555	0.11934731495646111	1.7768751802677418
sim_139	0.000588435483256878	18.748225190525975	0.3832996405477254	0.21644212280900438	0.14520142864640656	0.25505680799686364	2.614780831427487
sim_140	0.0012307712023412205	7.271882132303149	0.11077237531891007	0.28116365144400934	0.11550248201179296	0.49256149122528753	2.3466270489174397
sim_141	0.0003652217439864488	9.951497230589602	0.1003488373207933	0.13689705594920884	0.3733962234355462	0.38935788329445153	2.2392096051353034
sim_143	0.0013965801231448779	1.5342834074105045	0.005557256188345567	0.1661891599152463	0.7443025069829537	0.08395107691345441	3.039347838346306
sim_144	0.0004193028706708838	2.3093786034588857	0.08060141555255901	0.6456844392938604	0.15439490320160318	0.11931924195197732	2.400411242685869
sim_145	0.0008674483588399397	1.8140520102678401	0.09287045063051418	0.591580845167412	0.18746634254743696	0.12808236165463677	3.0261840366054056
sim_146	0.00023649376417390132	1.4936830582852172	0.17157468140139162	0.3607398354190721	0.36975321529929206	0.097932267880244	5.761326696115635
sim_147	0.0013124364666291545	1.4826935982280487	0.3830681331487639	0.35115594293642166	0.07478976991396893	0.19098615400084554	4.412866972468354
sim_148	0.001680791077865924	1.1352890985212525	0.25978982921158206	0.15995417564462622	0.18639757861234438	0.39385841653144743	2.524153660403938
sim_152	0.0002280148514486965	3.3338760445323556	0.37556438330182573	0.18565294176684388	0.07512577102225046	0.36365690390908006	5.950722139136354
sim_153	0.00047599999205514117	1.6410627739351038	0.1034920683926209	0.6772808615483644	0.009265392523022066	0.2099616775359928	2.4755287127765193
sim_154	7.855469976310589e-05	3.056597745012276	0.6130489383541486	0.03555642716915509	0.2886391157533096	0.06275551872338662	2.5427121278168663
sim_155	0.000612934619322437	5.999595586824029	0.15861800668786274	0.2880659702532699	0.4036785721350697	0.14963745092379763	3.455002981976384
sim_156	0.0001941820939679732	15.809833958716652	0.557442132700727	0.03949755005565482	0.3250042477326716	0.07805606951094668	2.245366141564958
sim_157	0.0016222360883558216	0.8726180003560661	0.513237575953836	0.1828212950335399	0.0060623363598215005	0.2978787926528027	2.371686519554019
sim_158	9.998937902487603e-05	6.380474381395262	0.3294768374998236	0.05825905495877071	0.36082345163954915	0.2514406559018566	3.078100941090345
sim_159	0.0009553600664551253	2.606205338303646	0.761946875067796	0.06547547094266756	0.12682975096648907	0.04574790302304729	2.3096343615387482
sim_160	0.0009714516764771455	1.249898374537269	0.0165812993064994	0.13516109746709035	0.25724414364021425	0.5910134595861962	1.9011530110852533
sim_161	0.001405439757567102	0.38621117868780785	0.393080318447072	0.14369741201599154	0.05568838624418666	0.40753388329274987	2.125407854589104
sim_162	0.00024810382408773735	4.115069720019017	0.17962203045342218	0.4772777614428656	0.016648872641704955	0.3264513354620073	4.606403648604058
sim_163	0.00034759277735801506	12.367641344574317	0.2681912247355772	0.18667687912506262	0.19110398719323893	0.35402790894612113	3.3811692305997463
sim_164	0.0006203197758148038	1.0014901017534157	0.13880290445909998	0.07204719994367557	0.5117045991997308	0.2774452963974936	2.915598534937882
sim_165	0.0005057770937547299	1.1448168554943055	0.1466026641525754	0.005827476147893694	0.5443689314851107	0.3032009282144202	3.5099832255602377
sim_166	3.651618273136127e-05	10.941823277770064	0.4281049513653105	0.04797107552711594	0.413857299620218	0.11006667348735567	1.7330592145798251
sim_168	0.0015307296107325281	1.499438897536322	0.37224864895143994	0.34886820990158723	0.1874003155249972	0.09148282562197566	2.4609227489282413
sim_169	0.0012742917809690272	2.3241245682268943	0.3353317482172766	0.31752981981416917	0.08915528175891943	0.2579831502096348	2.124838711748508
sim_170	0.0006901233060120954	0.3099483788427654	0.7003669620538485	0.17263516896947256	0.020271848421541176	0.10672602055513786	3.3826828372678275
sim_171	0.0007557430664377362	0.44739122403552267	0.48873636127560544	0.28985634150717265	0.1514057606253638	0.07000153659185815	1.8341638286942585
sim_172	0.0009463734345612293	4.267140598942701	0.5106018900146305	0.3206840348761038	0.07855238283500834	0.0901616922742573	2.944657588800169
sim_173	0.0013736162652632387	3.808975021179356	0.14584512347525502	0.6055419051397868	0.14792998277111039	0.1006829886138478	2.2949157220665755
sim_174	0.0020373174806206677	5.316008987704926	0.19230771071967245	0.4440010272821232	0.21834543885154306	0.14534582314666122	2.988893500707979
sim_175	0.0017686976956387648	0.5939954172489892	0.19122419578698024	0.490873934167873	0.22756203754424623	0.09033983250090068	2.5342740193679423
sim_176	0.0029572043967246156	1.9616505167368172	0.09670721534797774	0.554847690064186	0.26090059444376096	0.08754450014407544	2.2264740935162193
sim_177	0.002930710291879818	2.5325353775391153	0.2357326147328839	0.19145896885257185	0.18318624753465507	0.38962216887988915	1.6591656178127214
sim_178	8.390279858405796e-05	2.538551805296566	0.06959730438534209	0.43014224484756225	0.0834376407971743	0.4168228099699215	3.019290910276228
sim_179	0.0005866960849490544	13.181452512528079	0.32080036533711814	0.14004469114469031	0.3268883886677666	0.2122665548504249	3.0637362349567487
sim_180	0.0011589233585189013	2.056028916767427	0.20326324334082732	0.3381130289209212	0.2081336129261592	0.2504901148120922	1.7500584750280044
sim_181	0.0034364617667632393	6.5578582559707135	0.3901911192400188	0.3067039726687202	0.25515796535767554	0.047946942733585414	3.2028989205326495
sim_182	0.0010228159412846085	2.2764771823396943	0.6966131085859721	0.08301853189867123	0.04130278452884607	0.17906557498651066	3.016138688677157
sim_183	0.004152949759210169	58.364686037959984	0.5082778342566524	0.10306610927645399	0.24700245646932184	0.14165359999757166	1.7693775823812625
sim_184	0.00016200054467438565	6.747085420549565	0.05656162194138922	0.004109844645162216	0.8432313628319411	0.09609717058150753	3.7596164960794654
sim_185	0.0013489475420095998	1.2575077949637006	0.15933465124245116	0.15276966842840256	0.5914450784381751	0.09645060189097113	1.918688111054378
sim_186	0.0007956154150330455	0.1624524628613568	0.024288962051007564	0.2574055003645072	0.4014915805056676	0.31681395707881765	3.154386997111547
sim_187	0.0010040367690625786	1.0314443818318901	0.05758309254644218	0.3551733410820062	0.06374058846076143	0.5235029779107901	3.84753263197706
sim_190	0.0011330661299007228	12.641973175887664	0.7648216627218607	0.03629924631017044	0.10679837292844833	0.0920807180395206	2.281736873082866
sim_191	0.0011377044977766173	5.3147085476664	0.2702011132567244	0.21179307184055274	0.44152412463320156	0.0764816902695212	3.4474204112348934
sim_192	0.00035503925006426137	0.5754871912888304	0.19842486013877164	0.573270568336036	0.043651402161694795	0.18465316936349763	2.2190919154419433
sim_193	0.0002437266040950883	1.8127589545896892	0.014287351347827526	0.16914416063833534	0.7488371366603758	0.06773135135346135	5.3574808588811935
sim_194	0.002767035951274571	2.1692274939867535	0.21710452591897536	0.14702481488930863	0.06152703122061973	0.5743436279710964	1.6692723503083984
sim_195	0.000793645558563788	0.6478579700522926	0.036460388310322764	0.36132979631491946	0.40436508254156683	0.19784473283319082	2.1623387628444597
sim_196	0.0018935822267644733	3.1347800494503417	2.230386499386543e-05	0.12718551709796	0.31396250633034706	0.558829672706699	3.833167786316496
sim_197	0.0010876461396069335	18.65046451801632	0.05364378239819187	0.016820825670846886	0.18086560992400974	0.7486697820069516	2.9875471767026314
sim_198	0.00019273861944479483	1.5852179861652664	0.35108214754922606	0.39923931032413174	0.1514783842757691	0.09820015785087317	3.4164540582028873
